ENSMODP00000003608	ENSMODP00000016222
ENSMODP00000009872	ENSMODP00000017019
ENSMODP00000017019	ENSMODP00000009872
ENSMODP00000014333	ENSMODP00000012383
ENSMODP00000012383	ENSMODP00000014333
ENSMODP00000014333	ENSMODP00000000664
ENSMODP00000000664	ENSMODP00000014333
ENSMODP00000012383	ENSMODP00000000664
ENSMODP00000000664	ENSMODP00000012383
ENSMODP00000026653	ENSMODP00000007138
ENSMODP00000007138	ENSMODP00000026653
ENSMODP00000032264	ENSMODP00000005300
ENSMODP00000005300	ENSMODP00000032264
ENSMODP00000024495	ENSMODP00000017656
ENSMODP00000017656	ENSMODP00000024495
ENSMODP00000024495	ENSMODP00000006119
ENSMODP00000006119	ENSMODP00000024495
ENSMODP00000017656	ENSMODP00000006119
ENSMODP00000006119	ENSMODP00000017656
ENSMODP00000023936	ENSMODP00000020893
ENSMODP00000020893	ENSMODP00000023936
ENSMODP00000026325	ENSMODP00000016382
ENSMODP00000016382	ENSMODP00000026325
ENSMODP00000026325	ENSMODP00000023575
ENSMODP00000023575	ENSMODP00000026325
ENSMODP00000016382	ENSMODP00000023575
ENSMODP00000023575	ENSMODP00000016382
ENSMODP00000000291	ENSMODP00000005885
ENSMODP00000005885	ENSMODP00000000291
ENSMODP00000009840	ENSMODP00000025789
ENSMODP00000025789	ENSMODP00000009840
ENSMODP00000009840	ENSMODP00000001116
ENSMODP00000001116	ENSMODP00000009840
ENSMODP00000025789	ENSMODP00000001116
ENSMODP00000001116	ENSMODP00000025789
ENSMODP00000022485	ENSMODP00000022700
ENSMODP00000022700	ENSMODP00000022485
ENSMODP00000031107	ENSMODP00000013356
ENSMODP00000013356	ENSMODP00000031107
ENSMODP00000031107	ENSMODP00000009651
ENSMODP00000009651	ENSMODP00000031107
ENSMODP00000013356	ENSMODP00000009651
ENSMODP00000009651	ENSMODP00000013356
ENSMODP00000020837	ENSMODP00000026870
ENSMODP00000026870	ENSMODP00000020837
ENSMODP00000032836	ENSMODP00000007554
ENSMODP00000007554	ENSMODP00000032836
ENSMODP00000000167	ENSMODP00000030329
ENSMODP00000030329	ENSMODP00000000167
ENSMODP00000000167	ENSMODP00000008314
ENSMODP00000008314	ENSMODP00000000167
ENSMODP00000030329	ENSMODP00000008314
ENSMODP00000008314	ENSMODP00000030329
ENSMODP00000011469	ENSMODP00000006785
ENSMODP00000006785	ENSMODP00000011469
ENSMODP00000011469	ENSMODP00000040912
ENSMODP00000040912	ENSMODP00000011469
ENSMODP00000006785	ENSMODP00000040912
ENSMODP00000040912	ENSMODP00000006785
ENSMODP00000035664	ENSMODP00000019345
ENSMODP00000019345	ENSMODP00000035664
ENSMODP00000021461	ENSMODP00000005525
ENSMODP00000005525	ENSMODP00000021461
ENSMODP00000012633	ENSMODP00000010861
ENSMODP00000010861	ENSMODP00000012633
ENSMODP00000012633	ENSMODP00000025460
ENSMODP00000025460	ENSMODP00000012633
ENSMODP00000010861	ENSMODP00000025460
ENSMODP00000025460	ENSMODP00000010861
ENSMODP00000020914	ENSMODP00000011787
ENSMODP00000011787	ENSMODP00000020914
ENSMODP00000020914	ENSMODP00000032320
ENSMODP00000032320	ENSMODP00000020914
ENSMODP00000011787	ENSMODP00000032320
ENSMODP00000032320	ENSMODP00000011787
ENSMODP00000038389	ENSMODP00000017157
ENSMODP00000017157	ENSMODP00000038389
ENSMODP00000038389	ENSMODP00000026251
ENSMODP00000026251	ENSMODP00000038389
ENSMODP00000038389	ENSMODP00000006553
ENSMODP00000006553	ENSMODP00000038389
ENSMODP00000017157	ENSMODP00000026251
ENSMODP00000026251	ENSMODP00000017157
ENSMODP00000017157	ENSMODP00000006553
ENSMODP00000006553	ENSMODP00000017157
ENSMODP00000026251	ENSMODP00000006553
ENSMODP00000006553	ENSMODP00000026251
ENSMODP00000023701	ENSMODP00000031602
ENSMODP00000031602	ENSMODP00000023701
ENSMODP00000023701	ENSMODP00000002024
ENSMODP00000002024	ENSMODP00000023701
ENSMODP00000031602	ENSMODP00000002024
ENSMODP00000002024	ENSMODP00000031602
ENSMODP00000008460	ENSMODP00000021591
ENSMODP00000021591	ENSMODP00000008460
ENSMODP00000011185	ENSMODP00000019716
ENSMODP00000019716	ENSMODP00000011185
ENSMODP00000020770	ENSMODP00000024764
ENSMODP00000024764	ENSMODP00000020770
ENSMODP00000008321	ENSMODP00000010029
ENSMODP00000010029	ENSMODP00000008321
ENSMODP00000008321	ENSMODP00000018098
ENSMODP00000018098	ENSMODP00000008321
ENSMODP00000010029	ENSMODP00000018098
ENSMODP00000018098	ENSMODP00000010029
ENSMODP00000023766	ENSMODP00000010925
ENSMODP00000010925	ENSMODP00000023766
ENSMODP00000023766	ENSMODP00000008252
ENSMODP00000008252	ENSMODP00000023766
ENSMODP00000010925	ENSMODP00000008252
ENSMODP00000008252	ENSMODP00000010925
ENSMODP00000021769	ENSMODP00000009162
ENSMODP00000009162	ENSMODP00000021769
ENSMODP00000021769	ENSMODP00000005146
ENSMODP00000005146	ENSMODP00000021769
ENSMODP00000009162	ENSMODP00000005146
ENSMODP00000005146	ENSMODP00000009162
ENSMODP00000026634	ENSMODP00000017934
ENSMODP00000017934	ENSMODP00000026634
ENSMODP00000026634	ENSMODP00000009326
ENSMODP00000009326	ENSMODP00000026634
ENSMODP00000017934	ENSMODP00000009326
ENSMODP00000009326	ENSMODP00000017934
ENSMODP00000022913	ENSMODP00000016067
ENSMODP00000016067	ENSMODP00000022913
ENSMODP00000004686	ENSMODP00000002590
ENSMODP00000002590	ENSMODP00000004686
ENSMODP00000004686	ENSMODP00000002934
ENSMODP00000002934	ENSMODP00000004686
ENSMODP00000002590	ENSMODP00000002934
ENSMODP00000002934	ENSMODP00000002590
ENSMODP00000010989	ENSMODP00000009910
ENSMODP00000009910	ENSMODP00000010989
ENSMODP00000010989	ENSMODP00000021979
ENSMODP00000021979	ENSMODP00000010989
ENSMODP00000009910	ENSMODP00000021979
ENSMODP00000021979	ENSMODP00000009910
ENSMODP00000010496	ENSMODP00000018337
ENSMODP00000018337	ENSMODP00000010496
ENSMODP00000001384	ENSMODP00000016487
ENSMODP00000016487	ENSMODP00000001384
ENSMODP00000001384	ENSMODP00000019259
ENSMODP00000019259	ENSMODP00000001384
ENSMODP00000016487	ENSMODP00000019259
ENSMODP00000019259	ENSMODP00000016487
ENSMODP00000013997	ENSMODP00000005214
ENSMODP00000005214	ENSMODP00000013997
ENSMODP00000013997	ENSMODP00000013292
ENSMODP00000013292	ENSMODP00000013997
ENSMODP00000005214	ENSMODP00000013292
ENSMODP00000013292	ENSMODP00000005214
ENSMODP00000033556	ENSMODP00000017726
ENSMODP00000017726	ENSMODP00000033556
ENSMODP00000035619	ENSMODP00000002974
ENSMODP00000002974	ENSMODP00000035619
ENSMODP00000035619	ENSMODP00000013845
ENSMODP00000013845	ENSMODP00000035619
ENSMODP00000014936	ENSMODP00000007058
ENSMODP00000007058	ENSMODP00000014936
ENSMODP00000010872	ENSMODP00000001517
ENSMODP00000001517	ENSMODP00000010872
ENSMODP00000014675	ENSMODP00000012088
ENSMODP00000012088	ENSMODP00000014675
ENSMODP00000014675	ENSMODP00000008043
ENSMODP00000008043	ENSMODP00000014675
ENSMODP00000012088	ENSMODP00000008043
ENSMODP00000008043	ENSMODP00000012088
ENSMODP00000017955	ENSMODP00000034162
ENSMODP00000034162	ENSMODP00000017955
ENSMODP00000017955	ENSMODP00000006356
ENSMODP00000006356	ENSMODP00000017955
ENSMODP00000034162	ENSMODP00000006356
ENSMODP00000006356	ENSMODP00000034162
ENSMODP00000024271	ENSMODP00000013522
ENSMODP00000013522	ENSMODP00000024271
ENSMODP00000024271	ENSMODP00000019752
ENSMODP00000019752	ENSMODP00000024271
ENSMODP00000013522	ENSMODP00000019752
ENSMODP00000019752	ENSMODP00000013522
ENSMODP00000010678	ENSMODP00000007589
ENSMODP00000007589	ENSMODP00000010678
ENSMODP00000033092	ENSMODP00000032479
ENSMODP00000032479	ENSMODP00000033092
ENSMODP00000030977	ENSMODP00000000150
ENSMODP00000000150	ENSMODP00000030977
ENSMODP00000030977	ENSMODP00000000110
ENSMODP00000000110	ENSMODP00000030977
ENSMODP00000000150	ENSMODP00000000110
ENSMODP00000000110	ENSMODP00000000150
ENSMODP00000020958	ENSMODP00000000251
ENSMODP00000000251	ENSMODP00000020958
ENSMODP00000020958	ENSMODP00000016414
ENSMODP00000016414	ENSMODP00000020958
ENSMODP00000000251	ENSMODP00000016414
ENSMODP00000016414	ENSMODP00000000251
ENSMODP00000021440	ENSMODP00000021442
ENSMODP00000021442	ENSMODP00000021440
ENSMODP00000009737	ENSMODP00000012111
ENSMODP00000012111	ENSMODP00000009737
ENSMODP00000009737	ENSMODP00000000295
ENSMODP00000000295	ENSMODP00000009737
ENSMODP00000012111	ENSMODP00000000295
ENSMODP00000000295	ENSMODP00000012111
ENSMODP00000010937	ENSMODP00000026123
ENSMODP00000026123	ENSMODP00000010937
ENSMODP00000010937	ENSMODP00000040478
ENSMODP00000040478	ENSMODP00000010937
ENSMODP00000026123	ENSMODP00000040478
ENSMODP00000040478	ENSMODP00000026123
ENSMODP00000015628	ENSMODP00000013013
ENSMODP00000013013	ENSMODP00000015628
ENSMODP00000016735	ENSMODP00000005472
ENSMODP00000005472	ENSMODP00000016735
ENSMODP00000016735	ENSMODP00000012556
ENSMODP00000012556	ENSMODP00000016735
ENSMODP00000005472	ENSMODP00000012556
ENSMODP00000012556	ENSMODP00000005472
ENSMODP00000001431	ENSMODP00000007209
ENSMODP00000007209	ENSMODP00000001431
ENSMODP00000013400	ENSMODP00000021893
ENSMODP00000021893	ENSMODP00000013400
ENSMODP00000017903	ENSMODP00000014570
ENSMODP00000014570	ENSMODP00000017903
ENSMODP00000021853	ENSMODP00000008954
ENSMODP00000008954	ENSMODP00000021853
ENSMODP00000021853	ENSMODP00000019606
ENSMODP00000019606	ENSMODP00000021853
ENSMODP00000021853	ENSMODP00000036380
ENSMODP00000036380	ENSMODP00000021853
ENSMODP00000008954	ENSMODP00000019606
ENSMODP00000019606	ENSMODP00000008954
ENSMODP00000008954	ENSMODP00000036380
ENSMODP00000036380	ENSMODP00000008954
ENSMODP00000019606	ENSMODP00000036380
ENSMODP00000036380	ENSMODP00000019606
ENSMODP00000010909	ENSMODP00000031856
ENSMODP00000031856	ENSMODP00000010909
ENSMODP00000030289	ENSMODP00000028971
ENSMODP00000028971	ENSMODP00000030289
ENSMODP00000003488	ENSMODP00000000748
ENSMODP00000000748	ENSMODP00000003488
ENSMODP00000003488	ENSMODP00000017542
ENSMODP00000017542	ENSMODP00000003488
ENSMODP00000000748	ENSMODP00000017542
ENSMODP00000017542	ENSMODP00000000748
ENSMODP00000018168	ENSMODP00000014869
ENSMODP00000014869	ENSMODP00000018168
ENSMODP00000008751	ENSMODP00000008778
ENSMODP00000008778	ENSMODP00000008751
ENSMODP00000008751	ENSMODP00000038341
ENSMODP00000038341	ENSMODP00000008751
ENSMODP00000008778	ENSMODP00000038341
ENSMODP00000038341	ENSMODP00000008778
ENSMODP00000013357	ENSMODP00000012606
ENSMODP00000012606	ENSMODP00000013357
ENSMODP00000013357	ENSMODP00000014422
ENSMODP00000014422	ENSMODP00000013357
ENSMODP00000012606	ENSMODP00000014422
ENSMODP00000014422	ENSMODP00000012606
ENSMODP00000029758	ENSMODP00000013694
ENSMODP00000013694	ENSMODP00000029758
ENSMODP00000008565	ENSMODP00000026597
ENSMODP00000026597	ENSMODP00000008565
ENSMODP00000008565	ENSMODP00000001031
ENSMODP00000001031	ENSMODP00000008565
ENSMODP00000026597	ENSMODP00000001031
ENSMODP00000001031	ENSMODP00000026597
ENSMODP00000012103	ENSMODP00000039126
ENSMODP00000039126	ENSMODP00000012103
ENSMODP00000012103	ENSMODP00000001327
ENSMODP00000001327	ENSMODP00000012103
ENSMODP00000039126	ENSMODP00000001327
ENSMODP00000001327	ENSMODP00000039126
ENSMODP00000038058	ENSMODP00000001883
ENSMODP00000001883	ENSMODP00000038058
ENSMODP00000038058	ENSMODP00000001870
ENSMODP00000001870	ENSMODP00000038058
ENSMODP00000001883	ENSMODP00000001870
ENSMODP00000001870	ENSMODP00000001883
ENSMODP00000019497	ENSMODP00000014952
ENSMODP00000014952	ENSMODP00000019497
ENSMODP00000019497	ENSMODP00000003915
ENSMODP00000003915	ENSMODP00000019497
ENSMODP00000014952	ENSMODP00000003915
ENSMODP00000003915	ENSMODP00000014952
ENSMODP00000026585	ENSMODP00000006533
ENSMODP00000006533	ENSMODP00000026585
ENSMODP00000024398	ENSMODP00000011040
ENSMODP00000011040	ENSMODP00000024398
ENSMODP00000024398	ENSMODP00000002593
ENSMODP00000002593	ENSMODP00000024398
ENSMODP00000011040	ENSMODP00000002593
ENSMODP00000002593	ENSMODP00000011040
ENSMODP00000038514	ENSMODP00000004449
ENSMODP00000004449	ENSMODP00000038514
ENSMODP00000038514	ENSMODP00000021186
ENSMODP00000021186	ENSMODP00000038514
ENSMODP00000004449	ENSMODP00000021186
ENSMODP00000021186	ENSMODP00000004449
ENSMODP00000003896	ENSMODP00000002664
ENSMODP00000002664	ENSMODP00000003896
ENSMODP00000003896	ENSMODP00000026049
ENSMODP00000026049	ENSMODP00000003896
ENSMODP00000002664	ENSMODP00000026049
ENSMODP00000026049	ENSMODP00000002664
ENSMODP00000015604	ENSMODP00000011669
ENSMODP00000011669	ENSMODP00000015604
ENSMODP00000015604	ENSMODP00000019119
ENSMODP00000019119	ENSMODP00000015604
ENSMODP00000011669	ENSMODP00000019119
ENSMODP00000019119	ENSMODP00000011669
ENSMODP00000008939	ENSMODP00000009626
ENSMODP00000009626	ENSMODP00000008939
ENSMODP00000008939	ENSMODP00000040054
ENSMODP00000040054	ENSMODP00000008939
ENSMODP00000009626	ENSMODP00000040054
ENSMODP00000040054	ENSMODP00000009626
ENSMODP00000002860	ENSMODP00000036319
ENSMODP00000036319	ENSMODP00000002860
ENSMODP00000003485	ENSMODP00000033872
ENSMODP00000033872	ENSMODP00000003485
ENSMODP00000003485	ENSMODP00000014839
ENSMODP00000014839	ENSMODP00000003485
ENSMODP00000033872	ENSMODP00000014839
ENSMODP00000014839	ENSMODP00000033872
ENSMODP00000038777	ENSMODP00000008148
ENSMODP00000008148	ENSMODP00000038777
ENSMODP00000038777	ENSMODP00000010794
ENSMODP00000010794	ENSMODP00000038777
ENSMODP00000008148	ENSMODP00000010794
ENSMODP00000010794	ENSMODP00000008148
ENSMODP00000003715	ENSMODP00000026771
ENSMODP00000026771	ENSMODP00000003715
ENSMODP00000003715	ENSMODP00000033792
ENSMODP00000033792	ENSMODP00000003715
ENSMODP00000026771	ENSMODP00000033792
ENSMODP00000033792	ENSMODP00000026771
ENSMODP00000018803	ENSMODP00000012835
ENSMODP00000012835	ENSMODP00000018803
ENSMODP00000003698	ENSMODP00000024837
ENSMODP00000024837	ENSMODP00000003698
ENSMODP00000021883	ENSMODP00000040973
ENSMODP00000040973	ENSMODP00000021883
ENSMODP00000021883	ENSMODP00000019368
ENSMODP00000019368	ENSMODP00000021883
ENSMODP00000040973	ENSMODP00000019368
ENSMODP00000019368	ENSMODP00000040973
ENSMODP00000039446	ENSMODP00000017683
ENSMODP00000017683	ENSMODP00000039446
ENSMODP00000039446	ENSMODP00000027221
ENSMODP00000027221	ENSMODP00000039446
ENSMODP00000017683	ENSMODP00000027221
ENSMODP00000027221	ENSMODP00000017683
ENSMODP00000009392	ENSMODP00000006197
ENSMODP00000006197	ENSMODP00000009392
ENSMODP00000009392	ENSMODP00000003613
ENSMODP00000003613	ENSMODP00000009392
ENSMODP00000006197	ENSMODP00000003613
ENSMODP00000003613	ENSMODP00000006197
ENSMODP00000005410	ENSMODP00000009134
ENSMODP00000009134	ENSMODP00000005410
ENSMODP00000005410	ENSMODP00000039809
ENSMODP00000039809	ENSMODP00000005410
ENSMODP00000009134	ENSMODP00000039809
ENSMODP00000039809	ENSMODP00000009134
ENSMODP00000008573	ENSMODP00000016245
ENSMODP00000016245	ENSMODP00000008573
ENSMODP00000008573	ENSMODP00000020806
ENSMODP00000020806	ENSMODP00000008573
ENSMODP00000016245	ENSMODP00000020806
ENSMODP00000020806	ENSMODP00000016245
ENSMODP00000013109	ENSMODP00000010689
ENSMODP00000010689	ENSMODP00000013109
ENSMODP00000014303	ENSMODP00000013024
ENSMODP00000013024	ENSMODP00000014303
ENSMODP00000014303	ENSMODP00000013281
ENSMODP00000013281	ENSMODP00000014303
ENSMODP00000013024	ENSMODP00000013281
ENSMODP00000013281	ENSMODP00000013024
ENSMODP00000016220	ENSMODP00000021208
ENSMODP00000021208	ENSMODP00000016220
ENSMODP00000021571	ENSMODP00000013881
ENSMODP00000013881	ENSMODP00000021571
ENSMODP00000019614	ENSMODP00000013353
ENSMODP00000013353	ENSMODP00000019614
ENSMODP00000038590	ENSMODP00000038735
ENSMODP00000038735	ENSMODP00000038590
ENSMODP00000004059	ENSMODP00000001673
ENSMODP00000001673	ENSMODP00000004059
ENSMODP00000004059	ENSMODP00000002989
ENSMODP00000002989	ENSMODP00000004059
ENSMODP00000001673	ENSMODP00000002989
ENSMODP00000002989	ENSMODP00000001673
ENSMODP00000013800	ENSMODP00000007728
ENSMODP00000007728	ENSMODP00000013800
ENSMODP00000013800	ENSMODP00000010700
ENSMODP00000010700	ENSMODP00000013800
ENSMODP00000007728	ENSMODP00000010700
ENSMODP00000010700	ENSMODP00000007728
ENSMODP00000036187	ENSMODP00000005784
ENSMODP00000005784	ENSMODP00000036187
ENSMODP00000002285	ENSMODP00000012896
ENSMODP00000012896	ENSMODP00000002285
ENSMODP00000009077	ENSMODP00000023469
ENSMODP00000023469	ENSMODP00000009077
ENSMODP00000003443	ENSMODP00000007711
ENSMODP00000007711	ENSMODP00000003443
ENSMODP00000003443	ENSMODP00000003988
ENSMODP00000003988	ENSMODP00000003443
ENSMODP00000007711	ENSMODP00000003988
ENSMODP00000003988	ENSMODP00000007711
ENSMODP00000008495	ENSMODP00000001958
ENSMODP00000001958	ENSMODP00000008495
ENSMODP00000008495	ENSMODP00000019088
ENSMODP00000019088	ENSMODP00000008495
ENSMODP00000001958	ENSMODP00000019088
ENSMODP00000019088	ENSMODP00000001958
ENSMODP00000012780	ENSMODP00000023645
ENSMODP00000023645	ENSMODP00000012780
ENSMODP00000012780	ENSMODP00000007526
ENSMODP00000007526	ENSMODP00000012780
ENSMODP00000023645	ENSMODP00000007526
ENSMODP00000007526	ENSMODP00000023645
ENSMODP00000019693	ENSMODP00000024421
ENSMODP00000024421	ENSMODP00000019693
ENSMODP00000019693	ENSMODP00000039474
ENSMODP00000039474	ENSMODP00000019693
ENSMODP00000013239	ENSMODP00000020733
ENSMODP00000020733	ENSMODP00000013239
ENSMODP00000013239	ENSMODP00000041143
ENSMODP00000041143	ENSMODP00000013239
ENSMODP00000020733	ENSMODP00000041143
ENSMODP00000041143	ENSMODP00000020733
ENSMODP00000005233	ENSMODP00000036512
ENSMODP00000036512	ENSMODP00000005233
ENSMODP00000005233	ENSMODP00000000653
ENSMODP00000000653	ENSMODP00000005233
ENSMODP00000036512	ENSMODP00000000653
ENSMODP00000000653	ENSMODP00000036512
ENSMODP00000025781	ENSMODP00000020512
ENSMODP00000020512	ENSMODP00000025781
ENSMODP00000025781	ENSMODP00000012746
ENSMODP00000012746	ENSMODP00000025781
ENSMODP00000020512	ENSMODP00000012746
ENSMODP00000012746	ENSMODP00000020512
ENSMODP00000000405	ENSMODP00000023072
ENSMODP00000023072	ENSMODP00000000405
ENSMODP00000012094	ENSMODP00000034327
ENSMODP00000034327	ENSMODP00000012094
ENSMODP00000039704	ENSMODP00000002186
ENSMODP00000002186	ENSMODP00000039704
ENSMODP00000003230	ENSMODP00000001222
ENSMODP00000001222	ENSMODP00000003230
ENSMODP00000003230	ENSMODP00000034421
ENSMODP00000034421	ENSMODP00000003230
ENSMODP00000001222	ENSMODP00000034421
ENSMODP00000034421	ENSMODP00000001222
ENSMODP00000023795	ENSMODP00000029017
ENSMODP00000029017	ENSMODP00000023795
ENSMODP00000023795	ENSMODP00000000516
ENSMODP00000000516	ENSMODP00000023795
ENSMODP00000029017	ENSMODP00000000516
ENSMODP00000000516	ENSMODP00000029017
ENSMODP00000026016	ENSMODP00000003096
ENSMODP00000003096	ENSMODP00000026016
ENSMODP00000026016	ENSMODP00000008514
ENSMODP00000008514	ENSMODP00000026016
ENSMODP00000003096	ENSMODP00000008514
ENSMODP00000008514	ENSMODP00000003096
ENSMODP00000038318	ENSMODP00000011573
ENSMODP00000011573	ENSMODP00000038318
ENSMODP00000038318	ENSMODP00000004567
ENSMODP00000004567	ENSMODP00000038318
ENSMODP00000011573	ENSMODP00000004567
ENSMODP00000004567	ENSMODP00000011573
ENSMODP00000032392	ENSMODP00000023069
ENSMODP00000023069	ENSMODP00000032392
ENSMODP00000032392	ENSMODP00000002709
ENSMODP00000002709	ENSMODP00000032392
ENSMODP00000023069	ENSMODP00000002709
ENSMODP00000002709	ENSMODP00000023069
ENSMODP00000036312	ENSMODP00000033193
ENSMODP00000033193	ENSMODP00000036312
ENSMODP00000004607	ENSMODP00000005584
ENSMODP00000005584	ENSMODP00000004607
ENSMODP00000004607	ENSMODP00000010929
ENSMODP00000010929	ENSMODP00000004607
ENSMODP00000005584	ENSMODP00000010929
ENSMODP00000010929	ENSMODP00000005584
ENSMODP00000014624	ENSMODP00000015737
ENSMODP00000015737	ENSMODP00000014624
ENSMODP00000014892	ENSMODP00000010295
ENSMODP00000010295	ENSMODP00000014892
ENSMODP00000010284	ENSMODP00000003111
ENSMODP00000003111	ENSMODP00000010284
ENSMODP00000024726	ENSMODP00000016244
ENSMODP00000016244	ENSMODP00000024726
ENSMODP00000022008	ENSMODP00000004111
ENSMODP00000004111	ENSMODP00000022008
ENSMODP00000022008	ENSMODP00000001949
ENSMODP00000001949	ENSMODP00000022008
ENSMODP00000004111	ENSMODP00000001949
ENSMODP00000001949	ENSMODP00000004111
ENSMODP00000015911	ENSMODP00000015745
ENSMODP00000015745	ENSMODP00000015911
ENSMODP00000015911	ENSMODP00000014527
ENSMODP00000014527	ENSMODP00000015911
ENSMODP00000015745	ENSMODP00000014527
ENSMODP00000014527	ENSMODP00000015745
ENSMODP00000036106	ENSMODP00000017011
ENSMODP00000017011	ENSMODP00000036106
ENSMODP00000036106	ENSMODP00000015144
ENSMODP00000015144	ENSMODP00000036106
ENSMODP00000017011	ENSMODP00000015144
ENSMODP00000015144	ENSMODP00000017011
ENSMODP00000027287	ENSMODP00000038223
ENSMODP00000038223	ENSMODP00000027287
ENSMODP00000007582	ENSMODP00000000460
ENSMODP00000000460	ENSMODP00000007582
ENSMODP00000017642	ENSMODP00000014099
ENSMODP00000014099	ENSMODP00000017642
ENSMODP00000017642	ENSMODP00000010081
ENSMODP00000010081	ENSMODP00000017642
ENSMODP00000014099	ENSMODP00000010081
ENSMODP00000010081	ENSMODP00000014099
ENSMODP00000000542	ENSMODP00000000647
ENSMODP00000000647	ENSMODP00000000542
ENSMODP00000017208	ENSMODP00000002066
ENSMODP00000002066	ENSMODP00000017208
ENSMODP00000017208	ENSMODP00000015228
ENSMODP00000015228	ENSMODP00000017208
ENSMODP00000002066	ENSMODP00000015228
ENSMODP00000015228	ENSMODP00000002066
ENSMODP00000016329	ENSMODP00000021749
ENSMODP00000021749	ENSMODP00000016329
ENSMODP00000016329	ENSMODP00000021753
ENSMODP00000021753	ENSMODP00000016329
ENSMODP00000021749	ENSMODP00000021753
ENSMODP00000021753	ENSMODP00000021749
ENSMODP00000022300	ENSMODP00000005909
ENSMODP00000005909	ENSMODP00000022300
ENSMODP00000001856	ENSMODP00000019473
ENSMODP00000019473	ENSMODP00000001856
ENSMODP00000000229	ENSMODP00000003100
ENSMODP00000003100	ENSMODP00000000229
ENSMODP00000020789	ENSMODP00000022376
ENSMODP00000022376	ENSMODP00000020789
ENSMODP00000020789	ENSMODP00000003661
ENSMODP00000003661	ENSMODP00000020789
ENSMODP00000022376	ENSMODP00000003661
ENSMODP00000003661	ENSMODP00000022376
