ENSMUSP00000025288	ENSMUSP00000105282
ENSMUSP00000009727	ENSMUSP00000047035
ENSMUSP00000047035	ENSMUSP00000009727
ENSMUSP00000007236	ENSMUSP00000047035
ENSMUSP00000047035	ENSMUSP00000007236
ENSMUSP00000015435	ENSMUSP00000062996
ENSMUSP00000062996	ENSMUSP00000015435
ENSMUSP00000045634	ENSMUSP00000031281
ENSMUSP00000031281	ENSMUSP00000045634
ENSMUSP00000033769	ENSMUSP00000020448
ENSMUSP00000020448	ENSMUSP00000033769
ENSMUSP00000033769	ENSMUSP00000055073
ENSMUSP00000055073	ENSMUSP00000033769
ENSMUSP00000020448	ENSMUSP00000055073
ENSMUSP00000055073	ENSMUSP00000020448
ENSMUSP00000041683	ENSMUSP00000037561
ENSMUSP00000037561	ENSMUSP00000041683
ENSMUSP00000041683	ENSMUSP00000101050
ENSMUSP00000101050	ENSMUSP00000041683
ENSMUSP00000037561	ENSMUSP00000101050
ENSMUSP00000101050	ENSMUSP00000037561
ENSMUSP00000101951	ENSMUSP00000064336
ENSMUSP00000064336	ENSMUSP00000101951
ENSMUSP00000101951	ENSMUSP00000091595
ENSMUSP00000091595	ENSMUSP00000101951
ENSMUSP00000064336	ENSMUSP00000091595
ENSMUSP00000091595	ENSMUSP00000064336
ENSMUSP00000067964	ENSMUSP00000029482
ENSMUSP00000029482	ENSMUSP00000067964
ENSMUSP00000003274	ENSMUSP00000100026
ENSMUSP00000100026	ENSMUSP00000003274
ENSMUSP00000003274	ENSMUSP00000029559
ENSMUSP00000029559	ENSMUSP00000003274
ENSMUSP00000100026	ENSMUSP00000029559
ENSMUSP00000029559	ENSMUSP00000100026
ENSMUSP00000112466	ENSMUSP00000107551
ENSMUSP00000107551	ENSMUSP00000112466
ENSMUSP00000017961	ENSMUSP00000039072
ENSMUSP00000039072	ENSMUSP00000017961
ENSMUSP00000017961	ENSMUSP00000022819
ENSMUSP00000022819	ENSMUSP00000017961
ENSMUSP00000017961	ENSMUSP00000026357
ENSMUSP00000026357	ENSMUSP00000017961
ENSMUSP00000039072	ENSMUSP00000022819
ENSMUSP00000022819	ENSMUSP00000039072
ENSMUSP00000039072	ENSMUSP00000026357
ENSMUSP00000026357	ENSMUSP00000039072
ENSMUSP00000022819	ENSMUSP00000026357
ENSMUSP00000026357	ENSMUSP00000022819
ENSMUSP00000087713	ENSMUSP00000117336
ENSMUSP00000117336	ENSMUSP00000087713
ENSMUSP00000004133	ENSMUSP00000074201
ENSMUSP00000074201	ENSMUSP00000004133
ENSMUSP00000004133	ENSMUSP00000030036
ENSMUSP00000030036	ENSMUSP00000004133
ENSMUSP00000074201	ENSMUSP00000030036
ENSMUSP00000030036	ENSMUSP00000074201
ENSMUSP00000126796	ENSMUSP00000128473
ENSMUSP00000128473	ENSMUSP00000126796
ENSMUSP00000126796	ENSMUSP00000124673
ENSMUSP00000124673	ENSMUSP00000126796
ENSMUSP00000126796	ENSMUSP00000057844
ENSMUSP00000057844	ENSMUSP00000126796
ENSMUSP00000128473	ENSMUSP00000124673
ENSMUSP00000124673	ENSMUSP00000128473
ENSMUSP00000128473	ENSMUSP00000057844
ENSMUSP00000057844	ENSMUSP00000128473
ENSMUSP00000124673	ENSMUSP00000057844
ENSMUSP00000057844	ENSMUSP00000124673
ENSMUSP00000106981	ENSMUSP00000130098
ENSMUSP00000130098	ENSMUSP00000106981
ENSMUSP00000106981	ENSMUSP00000044168
ENSMUSP00000044168	ENSMUSP00000106981
ENSMUSP00000130098	ENSMUSP00000044168
ENSMUSP00000044168	ENSMUSP00000130098
ENSMUSP00000009713	ENSMUSP00000105207
ENSMUSP00000105207	ENSMUSP00000009713
ENSMUSP00000009713	ENSMUSP00000104335
ENSMUSP00000104335	ENSMUSP00000009713
ENSMUSP00000105207	ENSMUSP00000104335
ENSMUSP00000104335	ENSMUSP00000105207
ENSMUSP00000026436	ENSMUSP00000053129
ENSMUSP00000053129	ENSMUSP00000026436
ENSMUSP00000026436	ENSMUSP00000127816
ENSMUSP00000127816	ENSMUSP00000026436
ENSMUSP00000053129	ENSMUSP00000127816
ENSMUSP00000127816	ENSMUSP00000053129
ENSMUSP00000057916	ENSMUSP00000057989
ENSMUSP00000057989	ENSMUSP00000057916
ENSMUSP00000057916	ENSMUSP00000107863
ENSMUSP00000107863	ENSMUSP00000057916
ENSMUSP00000057916	ENSMUSP00000102538
ENSMUSP00000102538	ENSMUSP00000057916
ENSMUSP00000057989	ENSMUSP00000107863
ENSMUSP00000107863	ENSMUSP00000057989
ENSMUSP00000057989	ENSMUSP00000102538
ENSMUSP00000102538	ENSMUSP00000057989
ENSMUSP00000107863	ENSMUSP00000102538
ENSMUSP00000102538	ENSMUSP00000107863
ENSMUSP00000020223	ENSMUSP00000106747
ENSMUSP00000106747	ENSMUSP00000020223
ENSMUSP00000053101	ENSMUSP00000125722
ENSMUSP00000125722	ENSMUSP00000053101
ENSMUSP00000053101	ENSMUSP00000077532
ENSMUSP00000077532	ENSMUSP00000053101
ENSMUSP00000125722	ENSMUSP00000077532
ENSMUSP00000077532	ENSMUSP00000125722
ENSMUSP00000030464	ENSMUSP00000056774
ENSMUSP00000056774	ENSMUSP00000030464
ENSMUSP00000030464	ENSMUSP00000034296
ENSMUSP00000034296	ENSMUSP00000030464
ENSMUSP00000056774	ENSMUSP00000034296
ENSMUSP00000034296	ENSMUSP00000056774
ENSMUSP00000125700	ENSMUSP00000066582
ENSMUSP00000066582	ENSMUSP00000125700
ENSMUSP00000125700	ENSMUSP00000093962
ENSMUSP00000093962	ENSMUSP00000125700
ENSMUSP00000066582	ENSMUSP00000093962
ENSMUSP00000093962	ENSMUSP00000066582
ENSMUSP00000112708	ENSMUSP00000065743
ENSMUSP00000065743	ENSMUSP00000112708
ENSMUSP00000110411	ENSMUSP00000038506
ENSMUSP00000038506	ENSMUSP00000110411
ENSMUSP00000110411	ENSMUSP00000042007
ENSMUSP00000042007	ENSMUSP00000110411
ENSMUSP00000038506	ENSMUSP00000042007
ENSMUSP00000042007	ENSMUSP00000038506
ENSMUSP00000107848	ENSMUSP00000033800
ENSMUSP00000033800	ENSMUSP00000107848
ENSMUSP00000107848	ENSMUSP00000033915
ENSMUSP00000033915	ENSMUSP00000107848
ENSMUSP00000033800	ENSMUSP00000033915
ENSMUSP00000033915	ENSMUSP00000033800
ENSMUSP00000130177	ENSMUSP00000065384
ENSMUSP00000065384	ENSMUSP00000130177
ENSMUSP00000108046	ENSMUSP00000101686
ENSMUSP00000101686	ENSMUSP00000108046
ENSMUSP00000130560	ENSMUSP00000026209
ENSMUSP00000026209	ENSMUSP00000130560
ENSMUSP00000130560	ENSMUSP00000124280
ENSMUSP00000124280	ENSMUSP00000130560
ENSMUSP00000026209	ENSMUSP00000124280
ENSMUSP00000124280	ENSMUSP00000026209
ENSMUSP00000038532	ENSMUSP00000058521
ENSMUSP00000058521	ENSMUSP00000038532
ENSMUSP00000085416	ENSMUSP00000006037
ENSMUSP00000006037	ENSMUSP00000085416
ENSMUSP00000085416	ENSMUSP00000082971
ENSMUSP00000082971	ENSMUSP00000085416
ENSMUSP00000006037	ENSMUSP00000082971
ENSMUSP00000082971	ENSMUSP00000006037
ENSMUSP00000105419	ENSMUSP00000003369
ENSMUSP00000003369	ENSMUSP00000105419
ENSMUSP00000105419	ENSMUSP00000112847
ENSMUSP00000112847	ENSMUSP00000105419
ENSMUSP00000003369	ENSMUSP00000112847
ENSMUSP00000112847	ENSMUSP00000003369
ENSMUSP00000088217	ENSMUSP00000005829
ENSMUSP00000005829	ENSMUSP00000088217
ENSMUSP00000083747	ENSMUSP00000036690
ENSMUSP00000036690	ENSMUSP00000083747
ENSMUSP00000083747	ENSMUSP00000037473
ENSMUSP00000037473	ENSMUSP00000083747
ENSMUSP00000036690	ENSMUSP00000037473
ENSMUSP00000037473	ENSMUSP00000036690
ENSMUSP00000031655	ENSMUSP00000030081
ENSMUSP00000030081	ENSMUSP00000031655
ENSMUSP00000117030	ENSMUSP00000059801
ENSMUSP00000059801	ENSMUSP00000117030
ENSMUSP00000117030	ENSMUSP00000020522
ENSMUSP00000020522	ENSMUSP00000117030
ENSMUSP00000059801	ENSMUSP00000020522
ENSMUSP00000020522	ENSMUSP00000059801
ENSMUSP00000105445	ENSMUSP00000108371
ENSMUSP00000108371	ENSMUSP00000105445
ENSMUSP00000105445	ENSMUSP00000077757
ENSMUSP00000077757	ENSMUSP00000105445
ENSMUSP00000105445	ENSMUSP00000022806
ENSMUSP00000022806	ENSMUSP00000105445
ENSMUSP00000108371	ENSMUSP00000077757
ENSMUSP00000077757	ENSMUSP00000108371
ENSMUSP00000108371	ENSMUSP00000022806
ENSMUSP00000022806	ENSMUSP00000108371
ENSMUSP00000077757	ENSMUSP00000022806
ENSMUSP00000022806	ENSMUSP00000077757
ENSMUSP00000059973	ENSMUSP00000023769
ENSMUSP00000023769	ENSMUSP00000059973
ENSMUSP00000059973	ENSMUSP00000121233
ENSMUSP00000121233	ENSMUSP00000059973
ENSMUSP00000023769	ENSMUSP00000121233
ENSMUSP00000121233	ENSMUSP00000023769
ENSMUSP00000085549	ENSMUSP00000067164
ENSMUSP00000067164	ENSMUSP00000085549
ENSMUSP00000078093	ENSMUSP00000105751
ENSMUSP00000105751	ENSMUSP00000078093
ENSMUSP00000078093	ENSMUSP00000026922
ENSMUSP00000026922	ENSMUSP00000078093
ENSMUSP00000105751	ENSMUSP00000026922
ENSMUSP00000026922	ENSMUSP00000105751
ENSMUSP00000072617	ENSMUSP00000048904
ENSMUSP00000048904	ENSMUSP00000072617
ENSMUSP00000072617	ENSMUSP00000114018
ENSMUSP00000114018	ENSMUSP00000072617
ENSMUSP00000072617	ENSMUSP00000078761
ENSMUSP00000078761	ENSMUSP00000072617
ENSMUSP00000048904	ENSMUSP00000114018
ENSMUSP00000114018	ENSMUSP00000048904
ENSMUSP00000048904	ENSMUSP00000078761
ENSMUSP00000078761	ENSMUSP00000048904
ENSMUSP00000114018	ENSMUSP00000078761
ENSMUSP00000078761	ENSMUSP00000114018
ENSMUSP00000109366	ENSMUSP00000110238
ENSMUSP00000110238	ENSMUSP00000109366
ENSMUSP00000104837	ENSMUSP00000058251
ENSMUSP00000058251	ENSMUSP00000104837
ENSMUSP00000104837	ENSMUSP00000056641
ENSMUSP00000056641	ENSMUSP00000104837
ENSMUSP00000104837	ENSMUSP00000139291
ENSMUSP00000139291	ENSMUSP00000104837
ENSMUSP00000104837	ENSMUSP00000014614
ENSMUSP00000014614	ENSMUSP00000104837
ENSMUSP00000058251	ENSMUSP00000056641
ENSMUSP00000056641	ENSMUSP00000058251
ENSMUSP00000058251	ENSMUSP00000139291
ENSMUSP00000139291	ENSMUSP00000058251
ENSMUSP00000058251	ENSMUSP00000014614
ENSMUSP00000014614	ENSMUSP00000058251
ENSMUSP00000056641	ENSMUSP00000014614
ENSMUSP00000014614	ENSMUSP00000056641
ENSMUSP00000139291	ENSMUSP00000014614
ENSMUSP00000014614	ENSMUSP00000139291
ENSMUSP00000062782	ENSMUSP00000036270
ENSMUSP00000036270	ENSMUSP00000062782
ENSMUSP00000062782	ENSMUSP00000005889
ENSMUSP00000005889	ENSMUSP00000062782
ENSMUSP00000036270	ENSMUSP00000005889
ENSMUSP00000005889	ENSMUSP00000036270
ENSMUSP00000045110	ENSMUSP00000064129
ENSMUSP00000064129	ENSMUSP00000045110
ENSMUSP00000045110	ENSMUSP00000072920
ENSMUSP00000072920	ENSMUSP00000045110
ENSMUSP00000045110	ENSMUSP00000075453
ENSMUSP00000075453	ENSMUSP00000045110
ENSMUSP00000045110	ENSMUSP00000035642
ENSMUSP00000035642	ENSMUSP00000045110
ENSMUSP00000064129	ENSMUSP00000075453
ENSMUSP00000075453	ENSMUSP00000064129
ENSMUSP00000064129	ENSMUSP00000035642
ENSMUSP00000035642	ENSMUSP00000064129
ENSMUSP00000072920	ENSMUSP00000075453
ENSMUSP00000075453	ENSMUSP00000072920
ENSMUSP00000072920	ENSMUSP00000035642
ENSMUSP00000035642	ENSMUSP00000072920
ENSMUSP00000075453	ENSMUSP00000035642
ENSMUSP00000035642	ENSMUSP00000075453
ENSMUSP00000106315	ENSMUSP00000105613
ENSMUSP00000105613	ENSMUSP00000106315
ENSMUSP00000022543	ENSMUSP00000070241
ENSMUSP00000070241	ENSMUSP00000022543
ENSMUSP00000107775	ENSMUSP00000042515
ENSMUSP00000042515	ENSMUSP00000107775
ENSMUSP00000107775	ENSMUSP00000103434
ENSMUSP00000103434	ENSMUSP00000107775
ENSMUSP00000042515	ENSMUSP00000103434
ENSMUSP00000103434	ENSMUSP00000042515
ENSMUSP00000078867	ENSMUSP00000021018
ENSMUSP00000021018	ENSMUSP00000078867
ENSMUSP00000078867	ENSMUSP00000101858
ENSMUSP00000101858	ENSMUSP00000078867
ENSMUSP00000021018	ENSMUSP00000101858
ENSMUSP00000101858	ENSMUSP00000021018
ENSMUSP00000091041	ENSMUSP00000022480
ENSMUSP00000022480	ENSMUSP00000091041
ENSMUSP00000047926	ENSMUSP00000108928
ENSMUSP00000108928	ENSMUSP00000047926
ENSMUSP00000047926	ENSMUSP00000097097
ENSMUSP00000097097	ENSMUSP00000047926
ENSMUSP00000108928	ENSMUSP00000097097
ENSMUSP00000097097	ENSMUSP00000108928
ENSMUSP00000107370	ENSMUSP00000032069
ENSMUSP00000032069	ENSMUSP00000107370
ENSMUSP00000030784	ENSMUSP00000132499
ENSMUSP00000132499	ENSMUSP00000030784
ENSMUSP00000030784	ENSMUSP00000080342
ENSMUSP00000080342	ENSMUSP00000030784
ENSMUSP00000132499	ENSMUSP00000080342
ENSMUSP00000080342	ENSMUSP00000132499
ENSMUSP00000033673	ENSMUSP00000022507
ENSMUSP00000022507	ENSMUSP00000033673
ENSMUSP00000033673	ENSMUSP00000030623
ENSMUSP00000030623	ENSMUSP00000033673
ENSMUSP00000022507	ENSMUSP00000030623
ENSMUSP00000030623	ENSMUSP00000022507
ENSMUSP00000093425	ENSMUSP00000101833
ENSMUSP00000101833	ENSMUSP00000093425
ENSMUSP00000107210	ENSMUSP00000113286
ENSMUSP00000113286	ENSMUSP00000107210
ENSMUSP00000107210	ENSMUSP00000067779
ENSMUSP00000067779	ENSMUSP00000107210
ENSMUSP00000113286	ENSMUSP00000067779
ENSMUSP00000067779	ENSMUSP00000113286
ENSMUSP00000070583	ENSMUSP00000118610
ENSMUSP00000118610	ENSMUSP00000070583
ENSMUSP00000070583	ENSMUSP00000105082
ENSMUSP00000105082	ENSMUSP00000070583
ENSMUSP00000118610	ENSMUSP00000105082
ENSMUSP00000105082	ENSMUSP00000118610
ENSMUSP00000048678	ENSMUSP00000044693
ENSMUSP00000044693	ENSMUSP00000048678
ENSMUSP00000048678	ENSMUSP00000040596
ENSMUSP00000040596	ENSMUSP00000048678
ENSMUSP00000117466	ENSMUSP00000044693
ENSMUSP00000044693	ENSMUSP00000117466
ENSMUSP00000117466	ENSMUSP00000040596
ENSMUSP00000040596	ENSMUSP00000117466
ENSMUSP00000099969	ENSMUSP00000044693
ENSMUSP00000044693	ENSMUSP00000099969
ENSMUSP00000099969	ENSMUSP00000040596
ENSMUSP00000040596	ENSMUSP00000099969
ENSMUSP00000044693	ENSMUSP00000040596
ENSMUSP00000040596	ENSMUSP00000044693
ENSMUSP00000038801	ENSMUSP00000004683
ENSMUSP00000004683	ENSMUSP00000038801
ENSMUSP00000038801	ENSMUSP00000011152
ENSMUSP00000011152	ENSMUSP00000038801
ENSMUSP00000004683	ENSMUSP00000011152
ENSMUSP00000011152	ENSMUSP00000004683
ENSMUSP00000076961	ENSMUSP00000119041
ENSMUSP00000119041	ENSMUSP00000076961
ENSMUSP00000076961	ENSMUSP00000013851
ENSMUSP00000013851	ENSMUSP00000076961
ENSMUSP00000076961	ENSMUSP00000096356
ENSMUSP00000096356	ENSMUSP00000076961
ENSMUSP00000119041	ENSMUSP00000013851
ENSMUSP00000013851	ENSMUSP00000119041
ENSMUSP00000119041	ENSMUSP00000096356
ENSMUSP00000096356	ENSMUSP00000119041
ENSMUSP00000013851	ENSMUSP00000096356
ENSMUSP00000096356	ENSMUSP00000013851
ENSMUSP00000036962	ENSMUSP00000008297
ENSMUSP00000008297	ENSMUSP00000036962
ENSMUSP00000036962	ENSMUSP00000035027
ENSMUSP00000035027	ENSMUSP00000036962
ENSMUSP00000008297	ENSMUSP00000035027
ENSMUSP00000035027	ENSMUSP00000008297
ENSMUSP00000099412	ENSMUSP00000043618
ENSMUSP00000043618	ENSMUSP00000099412
ENSMUSP00000028593	ENSMUSP00000103464
ENSMUSP00000103464	ENSMUSP00000028593
ENSMUSP00000028593	ENSMUSP00000038947
ENSMUSP00000038947	ENSMUSP00000028593
ENSMUSP00000028593	ENSMUSP00000109659
ENSMUSP00000109659	ENSMUSP00000028593
ENSMUSP00000103464	ENSMUSP00000038947
ENSMUSP00000038947	ENSMUSP00000103464
ENSMUSP00000103464	ENSMUSP00000109659
ENSMUSP00000109659	ENSMUSP00000103464
ENSMUSP00000038947	ENSMUSP00000109659
ENSMUSP00000109659	ENSMUSP00000038947
ENSMUSP00000041920	ENSMUSP00000139028
ENSMUSP00000139028	ENSMUSP00000041920
ENSMUSP00000041920	ENSMUSP00000125993
ENSMUSP00000125993	ENSMUSP00000041920
ENSMUSP00000139028	ENSMUSP00000125993
ENSMUSP00000125993	ENSMUSP00000139028
ENSMUSP00000025239	ENSMUSP00000138523
ENSMUSP00000138523	ENSMUSP00000025239
ENSMUSP00000025239	ENSMUSP00000003345
ENSMUSP00000003345	ENSMUSP00000025239
ENSMUSP00000138523	ENSMUSP00000003345
ENSMUSP00000003345	ENSMUSP00000138523
ENSMUSP00000079548	ENSMUSP00000023818
ENSMUSP00000023818	ENSMUSP00000079548
ENSMUSP00000079548	ENSMUSP00000087407
ENSMUSP00000087407	ENSMUSP00000079548
ENSMUSP00000023818	ENSMUSP00000087407
ENSMUSP00000087407	ENSMUSP00000023818
ENSMUSP00000058264	ENSMUSP00000079900
ENSMUSP00000079900	ENSMUSP00000058264
ENSMUSP00000058264	ENSMUSP00000118322
ENSMUSP00000118322	ENSMUSP00000058264
ENSMUSP00000079900	ENSMUSP00000118322
ENSMUSP00000118322	ENSMUSP00000079900
ENSMUSP00000001125	ENSMUSP00000032924
ENSMUSP00000032924	ENSMUSP00000001125
ENSMUSP00000001125	ENSMUSP00000103912
ENSMUSP00000103912	ENSMUSP00000001125
ENSMUSP00000032924	ENSMUSP00000103912
ENSMUSP00000103912	ENSMUSP00000032924
ENSMUSP00000110526	ENSMUSP00000085763
ENSMUSP00000085763	ENSMUSP00000110526
ENSMUSP00000014698	ENSMUSP00000031311
ENSMUSP00000031311	ENSMUSP00000014698
ENSMUSP00000035610	ENSMUSP00000033975
ENSMUSP00000033975	ENSMUSP00000035610
ENSMUSP00000058344	ENSMUSP00000023806
ENSMUSP00000023806	ENSMUSP00000058344
ENSMUSP00000055254	ENSMUSP00000110627
ENSMUSP00000110627	ENSMUSP00000055254
ENSMUSP00000067027	ENSMUSP00000053908
ENSMUSP00000053908	ENSMUSP00000067027
ENSMUSP00000057635	ENSMUSP00000106002
ENSMUSP00000106002	ENSMUSP00000057635
ENSMUSP00000033979	ENSMUSP00000018311
ENSMUSP00000018311	ENSMUSP00000033979
ENSMUSP00000033979	ENSMUSP00000037991
ENSMUSP00000037991	ENSMUSP00000033979
ENSMUSP00000018311	ENSMUSP00000037991
ENSMUSP00000037991	ENSMUSP00000018311
ENSMUSP00000137093	ENSMUSP00000136278
ENSMUSP00000136278	ENSMUSP00000137093
ENSMUSP00000137093	ENSMUSP00000071704
ENSMUSP00000071704	ENSMUSP00000137093
ENSMUSP00000136278	ENSMUSP00000071704
ENSMUSP00000071704	ENSMUSP00000136278
ENSMUSP00000109201	ENSMUSP00000023673
ENSMUSP00000023673	ENSMUSP00000109201
ENSMUSP00000109201	ENSMUSP00000050353
ENSMUSP00000050353	ENSMUSP00000109201
ENSMUSP00000023673	ENSMUSP00000050353
ENSMUSP00000050353	ENSMUSP00000023673
ENSMUSP00000109651	ENSMUSP00000097919
ENSMUSP00000097919	ENSMUSP00000109651
ENSMUSP00000056642	ENSMUSP00000136912
ENSMUSP00000136912	ENSMUSP00000056642
ENSMUSP00000056642	ENSMUSP00000113964
ENSMUSP00000113964	ENSMUSP00000056642
ENSMUSP00000136912	ENSMUSP00000113964
ENSMUSP00000113964	ENSMUSP00000136912
ENSMUSP00000112259	ENSMUSP00000077262
ENSMUSP00000077262	ENSMUSP00000112259
ENSMUSP00000112259	ENSMUSP00000099461
ENSMUSP00000099461	ENSMUSP00000112259
ENSMUSP00000077262	ENSMUSP00000099461
ENSMUSP00000099461	ENSMUSP00000077262
ENSMUSP00000006565	ENSMUSP00000104867
ENSMUSP00000104867	ENSMUSP00000006565
ENSMUSP00000081557	ENSMUSP00000119002
ENSMUSP00000119002	ENSMUSP00000081557
ENSMUSP00000053474	ENSMUSP00000007814
ENSMUSP00000007814	ENSMUSP00000053474
ENSMUSP00000053474	ENSMUSP00000130145
ENSMUSP00000130145	ENSMUSP00000053474
ENSMUSP00000007814	ENSMUSP00000130145
ENSMUSP00000130145	ENSMUSP00000007814
ENSMUSP00000110636	ENSMUSP00000139365
ENSMUSP00000139365	ENSMUSP00000110636
ENSMUSP00000110636	ENSMUSP00000100979
ENSMUSP00000100979	ENSMUSP00000110636
ENSMUSP00000139365	ENSMUSP00000100979
ENSMUSP00000100979	ENSMUSP00000139365
ENSMUSP00000092019	ENSMUSP00000008016
ENSMUSP00000008016	ENSMUSP00000092019
ENSMUSP00000092019	ENSMUSP00000020974
ENSMUSP00000020974	ENSMUSP00000092019
ENSMUSP00000092019	ENSMUSP00000021810
ENSMUSP00000021810	ENSMUSP00000092019
ENSMUSP00000008016	ENSMUSP00000020974
ENSMUSP00000020974	ENSMUSP00000008016
ENSMUSP00000008016	ENSMUSP00000021810
ENSMUSP00000021810	ENSMUSP00000008016
ENSMUSP00000020974	ENSMUSP00000021810
ENSMUSP00000021810	ENSMUSP00000020974
ENSMUSP00000038450	ENSMUSP00000041539
ENSMUSP00000041539	ENSMUSP00000038450
ENSMUSP00000038450	ENSMUSP00000084095
ENSMUSP00000084095	ENSMUSP00000038450
ENSMUSP00000038450	ENSMUSP00000040331
ENSMUSP00000040331	ENSMUSP00000038450
ENSMUSP00000041539	ENSMUSP00000084095
ENSMUSP00000084095	ENSMUSP00000041539
ENSMUSP00000041539	ENSMUSP00000040331
ENSMUSP00000040331	ENSMUSP00000041539
ENSMUSP00000084095	ENSMUSP00000040331
ENSMUSP00000040331	ENSMUSP00000084095
ENSMUSP00000059783	ENSMUSP00000103048
ENSMUSP00000103048	ENSMUSP00000059783
ENSMUSP00000075672	ENSMUSP00000034611
ENSMUSP00000034611	ENSMUSP00000075672
ENSMUSP00000075672	ENSMUSP00000073047
ENSMUSP00000073047	ENSMUSP00000075672
ENSMUSP00000034611	ENSMUSP00000073047
ENSMUSP00000073047	ENSMUSP00000034611
ENSMUSP00000022971	ENSMUSP00000030407
ENSMUSP00000030407	ENSMUSP00000022971
ENSMUSP00000022971	ENSMUSP00000045993
ENSMUSP00000045993	ENSMUSP00000022971
ENSMUSP00000022971	ENSMUSP00000054158
ENSMUSP00000054158	ENSMUSP00000022971
ENSMUSP00000097885	ENSMUSP00000030407
ENSMUSP00000030407	ENSMUSP00000097885
ENSMUSP00000097885	ENSMUSP00000045993
ENSMUSP00000045993	ENSMUSP00000097885
ENSMUSP00000097885	ENSMUSP00000054158
ENSMUSP00000054158	ENSMUSP00000097885
ENSMUSP00000030407	ENSMUSP00000045993
ENSMUSP00000045993	ENSMUSP00000030407
ENSMUSP00000030407	ENSMUSP00000054158
ENSMUSP00000054158	ENSMUSP00000030407
ENSMUSP00000044936	ENSMUSP00000081285
ENSMUSP00000081285	ENSMUSP00000044936
ENSMUSP00000034989	ENSMUSP00000032856
ENSMUSP00000032856	ENSMUSP00000034989
ENSMUSP00000034989	ENSMUSP00000025439
ENSMUSP00000025439	ENSMUSP00000034989
ENSMUSP00000032856	ENSMUSP00000025439
ENSMUSP00000025439	ENSMUSP00000032856
ENSMUSP00000083899	ENSMUSP00000090293
ENSMUSP00000090293	ENSMUSP00000083899
ENSMUSP00000083899	ENSMUSP00000066556
ENSMUSP00000066556	ENSMUSP00000083899
ENSMUSP00000090293	ENSMUSP00000066556
ENSMUSP00000066556	ENSMUSP00000090293
ENSMUSP00000046877	ENSMUSP00000065721
ENSMUSP00000065721	ENSMUSP00000046877
ENSMUSP00000059978	ENSMUSP00000058305
ENSMUSP00000058305	ENSMUSP00000059978
ENSMUSP00000059978	ENSMUSP00000058042
ENSMUSP00000058042	ENSMUSP00000059978
ENSMUSP00000058305	ENSMUSP00000058042
ENSMUSP00000058042	ENSMUSP00000058305
ENSMUSP00000078491	ENSMUSP00000081561
ENSMUSP00000081561	ENSMUSP00000078491
ENSMUSP00000078491	ENSMUSP00000081043
ENSMUSP00000081043	ENSMUSP00000078491
ENSMUSP00000081561	ENSMUSP00000081043
ENSMUSP00000081043	ENSMUSP00000081561
ENSMUSP00000124317	ENSMUSP00000079309
ENSMUSP00000079309	ENSMUSP00000124317
ENSMUSP00000102976	ENSMUSP00000036582
ENSMUSP00000036582	ENSMUSP00000102976
ENSMUSP00000102976	ENSMUSP00000019482
ENSMUSP00000019482	ENSMUSP00000102976
ENSMUSP00000036582	ENSMUSP00000019482
ENSMUSP00000019482	ENSMUSP00000036582
ENSMUSP00000037233	ENSMUSP00000127068
ENSMUSP00000127068	ENSMUSP00000037233
ENSMUSP00000037233	ENSMUSP00000052946
ENSMUSP00000052946	ENSMUSP00000037233
ENSMUSP00000127068	ENSMUSP00000052946
ENSMUSP00000052946	ENSMUSP00000127068
ENSMUSP00000030724	ENSMUSP00000097515
ENSMUSP00000097515	ENSMUSP00000030724
ENSMUSP00000030724	ENSMUSP00000034507
ENSMUSP00000034507	ENSMUSP00000030724
ENSMUSP00000097515	ENSMUSP00000034507
ENSMUSP00000034507	ENSMUSP00000097515
ENSMUSP00000026196	ENSMUSP00000041337
ENSMUSP00000041337	ENSMUSP00000026196
ENSMUSP00000054840	ENSMUSP00000059503
ENSMUSP00000059503	ENSMUSP00000054840
ENSMUSP00000054840	ENSMUSP00000082694
ENSMUSP00000082694	ENSMUSP00000054840
ENSMUSP00000059503	ENSMUSP00000082694
ENSMUSP00000082694	ENSMUSP00000059503
ENSMUSP00000025696	ENSMUSP00000102559
ENSMUSP00000102559	ENSMUSP00000025696
ENSMUSP00000072121	ENSMUSP00000132190
ENSMUSP00000132190	ENSMUSP00000072121
ENSMUSP00000033547	ENSMUSP00000116271
ENSMUSP00000116271	ENSMUSP00000033547
ENSMUSP00000033547	ENSMUSP00000091317
ENSMUSP00000091317	ENSMUSP00000033547
ENSMUSP00000116271	ENSMUSP00000091317
ENSMUSP00000091317	ENSMUSP00000116271
ENSMUSP00000004051	ENSMUSP00000023024
ENSMUSP00000023024	ENSMUSP00000004051
ENSMUSP00000041675	ENSMUSP00000109291
ENSMUSP00000109291	ENSMUSP00000041675
ENSMUSP00000034150	ENSMUSP00000004622
ENSMUSP00000004622	ENSMUSP00000034150
ENSMUSP00000034150	ENSMUSP00000041951
ENSMUSP00000041951	ENSMUSP00000034150
ENSMUSP00000004622	ENSMUSP00000041951
ENSMUSP00000041951	ENSMUSP00000004622
ENSMUSP00000009234	ENSMUSP00000018875
ENSMUSP00000018875	ENSMUSP00000009234
ENSMUSP00000079932	ENSMUSP00000001415
ENSMUSP00000001415	ENSMUSP00000079932
ENSMUSP00000079932	ENSMUSP00000125211
ENSMUSP00000125211	ENSMUSP00000079932
ENSMUSP00000001415	ENSMUSP00000125211
ENSMUSP00000125211	ENSMUSP00000001415
