ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000005234	ENSGALP00000025609
ENSGALP00000025609	ENSGALP00000004831
ENSGALP00000004831	ENSGALP00000025609
ENSGALP00000005234	ENSGALP00000004831
ENSGALP00000004831	ENSGALP00000005234
ENSGALP00000007671	ENSGALP00000039286
ENSGALP00000039286	ENSGALP00000007671
ENSGALP00000003747	ENSGALP00000034141
ENSGALP00000034141	ENSGALP00000003747
ENSGALP00000002307	ENSGALP00000010268
ENSGALP00000010268	ENSGALP00000002307
ENSGALP00000002307	ENSGALP00000041437
ENSGALP00000041437	ENSGALP00000002307
ENSGALP00000010268	ENSGALP00000041437
ENSGALP00000041437	ENSGALP00000010268
ENSGALP00000004056	ENSGALP00000035077
ENSGALP00000035077	ENSGALP00000004056
ENSGALP00000039929	ENSGALP00000014637
ENSGALP00000014637	ENSGALP00000039929
ENSGALP00000039929	ENSGALP00000039355
ENSGALP00000039355	ENSGALP00000039929
ENSGALP00000014637	ENSGALP00000039355
ENSGALP00000039355	ENSGALP00000014637
ENSGALP00000020651	ENSGALP00000015633
ENSGALP00000015633	ENSGALP00000020651
ENSGALP00000035506	ENSGALP00000039055
ENSGALP00000039055	ENSGALP00000035506
ENSGALP00000016889	ENSGALP00000040085
ENSGALP00000040085	ENSGALP00000016889
ENSGALP00000016889	ENSGALP00000003131
ENSGALP00000003131	ENSGALP00000016889
ENSGALP00000040085	ENSGALP00000003131
ENSGALP00000003131	ENSGALP00000040085
ENSGALP00000023627	ENSGALP00000039032
ENSGALP00000039032	ENSGALP00000023627
ENSGALP00000024722	ENSGALP00000014293
ENSGALP00000014293	ENSGALP00000024722
ENSGALP00000025152	ENSGALP00000026854
ENSGALP00000026854	ENSGALP00000025152
ENSGALP00000027915	ENSGALP00000013090
ENSGALP00000013090	ENSGALP00000027915
ENSGALP00000003263	ENSGALP00000025413
ENSGALP00000025413	ENSGALP00000003263
ENSGALP00000001729	ENSGALP00000003447
ENSGALP00000003447	ENSGALP00000001729
ENSGALP00000016723	ENSGALP00000042015
ENSGALP00000042015	ENSGALP00000016723
ENSGALP00000011629	ENSGALP00000003451
ENSGALP00000003451	ENSGALP00000011629
ENSGALP00000020756	ENSGALP00000040703
ENSGALP00000040703	ENSGALP00000020756
ENSGALP00000020756	ENSGALP00000000940
ENSGALP00000000940	ENSGALP00000020756
ENSGALP00000040703	ENSGALP00000000940
ENSGALP00000000940	ENSGALP00000040703
ENSGALP00000042492	ENSGALP00000016161
ENSGALP00000016161	ENSGALP00000042492
ENSGALP00000042492	ENSGALP00000006684
ENSGALP00000006684	ENSGALP00000042492
ENSGALP00000042492	ENSGALP00000020319
ENSGALP00000020319	ENSGALP00000042492
ENSGALP00000016161	ENSGALP00000006684
ENSGALP00000006684	ENSGALP00000016161
ENSGALP00000016161	ENSGALP00000020319
ENSGALP00000020319	ENSGALP00000016161
ENSGALP00000006684	ENSGALP00000020319
ENSGALP00000020319	ENSGALP00000006684
ENSGALP00000041711	ENSGALP00000006037
ENSGALP00000006037	ENSGALP00000041711
ENSGALP00000042172	ENSGALP00000031018
ENSGALP00000031018	ENSGALP00000042172
ENSGALP00000011217	ENSGALP00000038259
ENSGALP00000038259	ENSGALP00000011217
ENSGALP00000040616	ENSGALP00000002726
ENSGALP00000002726	ENSGALP00000040616
ENSGALP00000037676	ENSGALP00000033359
ENSGALP00000033359	ENSGALP00000037676
ENSGALP00000000631	ENSGALP00000038829
ENSGALP00000038829	ENSGALP00000000631
ENSGALP00000014459	ENSGALP00000043100
ENSGALP00000043100	ENSGALP00000014459
ENSGALP00000015927	ENSGALP00000041581
ENSGALP00000041581	ENSGALP00000015927
ENSGALP00000015927	ENSGALP00000009556
ENSGALP00000009556	ENSGALP00000015927
ENSGALP00000015927	ENSGALP00000033663
ENSGALP00000033663	ENSGALP00000015927
ENSGALP00000041581	ENSGALP00000009556
ENSGALP00000009556	ENSGALP00000041581
ENSGALP00000041581	ENSGALP00000033663
ENSGALP00000033663	ENSGALP00000041581
ENSGALP00000009556	ENSGALP00000033663
ENSGALP00000033663	ENSGALP00000009556
ENSGALP00000025582	ENSGALP00000024586
ENSGALP00000024586	ENSGALP00000025582
ENSGALP00000027507	ENSGALP00000042247
ENSGALP00000042247	ENSGALP00000027507
ENSGALP00000005497	ENSGALP00000011162
ENSGALP00000011162	ENSGALP00000005497
ENSGALP00000001249	ENSGALP00000004710
ENSGALP00000004710	ENSGALP00000001249
ENSGALP00000006084	ENSGALP00000026511
ENSGALP00000026511	ENSGALP00000006084
ENSGALP00000006084	ENSGALP00000030147
ENSGALP00000030147	ENSGALP00000006084
ENSGALP00000026511	ENSGALP00000030147
ENSGALP00000030147	ENSGALP00000026511
ENSGALP00000021066	ENSGALP00000008419
ENSGALP00000008419	ENSGALP00000021066
ENSGALP00000002837	ENSGALP00000006734
ENSGALP00000006734	ENSGALP00000002837
ENSGALP00000019363	ENSGALP00000021566
ENSGALP00000021566	ENSGALP00000019363
ENSGALP00000041694	ENSGALP00000006973
ENSGALP00000006973	ENSGALP00000041694
ENSGALP00000006701	ENSGALP00000022452
ENSGALP00000022452	ENSGALP00000006701
ENSGALP00000006701	ENSGALP00000022453
ENSGALP00000022453	ENSGALP00000006701
ENSGALP00000022452	ENSGALP00000022453
ENSGALP00000022453	ENSGALP00000022452
ENSGALP00000014793	ENSGALP00000014636
ENSGALP00000014636	ENSGALP00000014793
ENSGALP00000003899	ENSGALP00000024750
ENSGALP00000024750	ENSGALP00000003899
ENSGALP00000019007	ENSGALP00000019543
ENSGALP00000019543	ENSGALP00000019007
ENSGALP00000042948	ENSGALP00000029993
ENSGALP00000029993	ENSGALP00000042948
ENSGALP00000042948	ENSGALP00000013738
ENSGALP00000013738	ENSGALP00000042948
ENSGALP00000029993	ENSGALP00000013738
ENSGALP00000013738	ENSGALP00000029993
ENSGALP00000042776	ENSGALP00000029389
ENSGALP00000029389	ENSGALP00000042776
ENSGALP00000042776	ENSGALP00000023120
ENSGALP00000023120	ENSGALP00000042776
ENSGALP00000029389	ENSGALP00000023120
ENSGALP00000023120	ENSGALP00000029389
ENSGALP00000041901	ENSGALP00000010969
ENSGALP00000010969	ENSGALP00000041901
ENSGALP00000000319	ENSGALP00000033490
ENSGALP00000033490	ENSGALP00000000319
ENSGALP00000009697	ENSGALP00000031763
ENSGALP00000031763	ENSGALP00000009697
ENSGALP00000009697	ENSGALP00000042767
ENSGALP00000042767	ENSGALP00000009697
ENSGALP00000031763	ENSGALP00000042767
ENSGALP00000042767	ENSGALP00000031763
ENSGALP00000043221	ENSGALP00000018480
ENSGALP00000018480	ENSGALP00000043221
ENSGALP00000043221	ENSGALP00000012705
ENSGALP00000012705	ENSGALP00000043221
ENSGALP00000018480	ENSGALP00000012705
ENSGALP00000012705	ENSGALP00000018480
ENSGALP00000008128	ENSGALP00000021990
ENSGALP00000021990	ENSGALP00000008128
ENSGALP00000008211	ENSGALP00000024358
ENSGALP00000024358	ENSGALP00000008211
ENSGALP00000024210	ENSGALP00000012547
ENSGALP00000012547	ENSGALP00000024210
ENSGALP00000002007	ENSGALP00000008535
ENSGALP00000008535	ENSGALP00000002007
ENSGALP00000012332	ENSGALP00000005086
ENSGALP00000005086	ENSGALP00000012332
ENSGALP00000022030	ENSGALP00000009853
ENSGALP00000009853	ENSGALP00000022030
ENSGALP00000002196	ENSGALP00000025639
ENSGALP00000025639	ENSGALP00000002196
ENSGALP00000002196	ENSGALP00000006574
ENSGALP00000006574	ENSGALP00000002196
ENSGALP00000025639	ENSGALP00000006574
ENSGALP00000006574	ENSGALP00000025639
ENSGALP00000007113	ENSGALP00000001190
ENSGALP00000001190	ENSGALP00000007113
ENSGALP00000007113	ENSGALP00000032932
ENSGALP00000032932	ENSGALP00000007113
ENSGALP00000001190	ENSGALP00000032932
ENSGALP00000032932	ENSGALP00000001190
ENSGALP00000033782	ENSGALP00000001372
ENSGALP00000001372	ENSGALP00000033782
ENSGALP00000042908	ENSGALP00000010650
ENSGALP00000010650	ENSGALP00000042908
ENSGALP00000007054	ENSGALP00000007498
ENSGALP00000007498	ENSGALP00000007054
ENSGALP00000038432	ENSGALP00000008424
ENSGALP00000008424	ENSGALP00000038432
ENSGALP00000043020	ENSGALP00000043153
ENSGALP00000043153	ENSGALP00000043020
ENSGALP00000043020	ENSGALP00000036494
ENSGALP00000036494	ENSGALP00000043020
ENSGALP00000043153	ENSGALP00000036494
ENSGALP00000036494	ENSGALP00000043153
ENSGALP00000008691	ENSGALP00000021182
ENSGALP00000021182	ENSGALP00000008691
ENSGALP00000018695	ENSGALP00000019678
ENSGALP00000019678	ENSGALP00000018695
ENSGALP00000018695	ENSGALP00000028211
ENSGALP00000028211	ENSGALP00000018695
ENSGALP00000019678	ENSGALP00000028211
ENSGALP00000028211	ENSGALP00000019678
ENSGALP00000022308	ENSGALP00000025328
ENSGALP00000025328	ENSGALP00000022308
ENSGALP00000043371	ENSGALP00000042002
ENSGALP00000042002	ENSGALP00000043371
ENSGALP00000039047	ENSGALP00000012503
ENSGALP00000012503	ENSGALP00000039047
ENSGALP00000014944	ENSGALP00000016098
ENSGALP00000016098	ENSGALP00000014944
ENSGALP00000013391	ENSGALP00000008391
ENSGALP00000008391	ENSGALP00000013391
ENSGALP00000039539	ENSGALP00000018146
ENSGALP00000018146	ENSGALP00000039539
ENSGALP00000014492	ENSGALP00000011756
ENSGALP00000011756	ENSGALP00000014492
ENSGALP00000015833	ENSGALP00000042544
ENSGALP00000042544	ENSGALP00000015833
ENSGALP00000042771	ENSGALP00000042475
ENSGALP00000042475	ENSGALP00000042771
ENSGALP00000005425	ENSGALP00000009956
ENSGALP00000009956	ENSGALP00000005425
ENSGALP00000007884	ENSGALP00000008218
ENSGALP00000008218	ENSGALP00000007884
ENSGALP00000008592	ENSGALP00000009829
ENSGALP00000009829	ENSGALP00000008592
ENSGALP00000008592	ENSGALP00000012455
ENSGALP00000012455	ENSGALP00000008592
ENSGALP00000009829	ENSGALP00000012455
ENSGALP00000012455	ENSGALP00000009829
ENSGALP00000023475	ENSGALP00000024389
ENSGALP00000024389	ENSGALP00000023475
ENSGALP00000023475	ENSGALP00000010498
ENSGALP00000010498	ENSGALP00000023475
ENSGALP00000024389	ENSGALP00000010498
ENSGALP00000010498	ENSGALP00000024389
ENSGALP00000010777	ENSGALP00000009937
ENSGALP00000009937	ENSGALP00000010777
ENSGALP00000013991	ENSGALP00000038974
ENSGALP00000038974	ENSGALP00000013991
ENSGALP00000020594	ENSGALP00000018936
ENSGALP00000018936	ENSGALP00000020594
ENSGALP00000042166	ENSGALP00000024155
ENSGALP00000024155	ENSGALP00000042166
ENSGALP00000022807	ENSGALP00000040953
ENSGALP00000040953	ENSGALP00000022807
ENSGALP00000022807	ENSGALP00000027290
ENSGALP00000027290	ENSGALP00000022807
ENSGALP00000040953	ENSGALP00000027290
ENSGALP00000027290	ENSGALP00000040953
ENSGALP00000000309	ENSGALP00000017040
ENSGALP00000017040	ENSGALP00000000309
ENSGALP00000003577	ENSGALP00000040299
ENSGALP00000040299	ENSGALP00000003577
ENSGALP00000003577	ENSGALP00000042741
ENSGALP00000042741	ENSGALP00000003577
ENSGALP00000040299	ENSGALP00000042741
ENSGALP00000042741	ENSGALP00000040299
ENSGALP00000038659	ENSGALP00000040713
ENSGALP00000040713	ENSGALP00000038659
ENSGALP00000038659	ENSGALP00000011699
ENSGALP00000011699	ENSGALP00000038659
ENSGALP00000040713	ENSGALP00000011699
ENSGALP00000011699	ENSGALP00000040713
ENSGALP00000008458	ENSGALP00000023610
ENSGALP00000023610	ENSGALP00000008458
ENSGALP00000008458	ENSGALP00000003960
ENSGALP00000003960	ENSGALP00000008458
ENSGALP00000023610	ENSGALP00000003960
ENSGALP00000003960	ENSGALP00000023610
ENSGALP00000020568	ENSGALP00000006909
ENSGALP00000006909	ENSGALP00000020568
ENSGALP00000038609	ENSGALP00000000297
ENSGALP00000000297	ENSGALP00000038609
ENSGALP00000038609	ENSGALP00000041684
ENSGALP00000041684	ENSGALP00000038609
ENSGALP00000000297	ENSGALP00000041684
ENSGALP00000041684	ENSGALP00000000297
ENSGALP00000001013	ENSGALP00000032433
ENSGALP00000032433	ENSGALP00000001013
ENSGALP00000006041	ENSGALP00000026524
ENSGALP00000026524	ENSGALP00000006041
ENSGALP00000006041	ENSGALP00000010653
ENSGALP00000010653	ENSGALP00000006041
ENSGALP00000026524	ENSGALP00000010653
ENSGALP00000010653	ENSGALP00000026524
ENSGALP00000042683	ENSGALP00000016509
ENSGALP00000016509	ENSGALP00000042683
ENSGALP00000016615	ENSGALP00000042035
ENSGALP00000042035	ENSGALP00000016615
ENSGALP00000023016	ENSGALP00000027304
ENSGALP00000027304	ENSGALP00000023016
ENSGALP00000027893	ENSGALP00000039164
ENSGALP00000039164	ENSGALP00000027893
ENSGALP00000003885	ENSGALP00000026298
ENSGALP00000026298	ENSGALP00000003885
ENSGALP00000017672	ENSGALP00000000025
ENSGALP00000000025	ENSGALP00000017672
ENSGALP00000024159	ENSGALP00000041037
ENSGALP00000041037	ENSGALP00000024159
ENSGALP00000000716	ENSGALP00000024440
ENSGALP00000024440	ENSGALP00000000716
ENSGALP00000000716	ENSGALP00000022437
ENSGALP00000022437	ENSGALP00000000716
ENSGALP00000024440	ENSGALP00000022437
ENSGALP00000022437	ENSGALP00000024440
ENSGALP00000022640	ENSGALP00000020039
ENSGALP00000020039	ENSGALP00000022640
ENSGALP00000006826	ENSGALP00000001352
ENSGALP00000001352	ENSGALP00000006826
ENSGALP00000023615	ENSGALP00000014497
ENSGALP00000014497	ENSGALP00000023615
ENSGALP00000002203	ENSGALP00000035402
ENSGALP00000035402	ENSGALP00000002203
ENSGALP00000015910	ENSGALP00000036955
ENSGALP00000036955	ENSGALP00000015910
ENSGALP00000014367	ENSGALP00000027365
ENSGALP00000027365	ENSGALP00000014367
ENSGALP00000015801	ENSGALP00000036368
ENSGALP00000036368	ENSGALP00000015801
ENSGALP00000009219	ENSGALP00000004108
ENSGALP00000004108	ENSGALP00000009219
ENSGALP00000025808	ENSGALP00000026474
ENSGALP00000026474	ENSGALP00000025808
ENSGALP00000036121	ENSGALP00000025572
ENSGALP00000025572	ENSGALP00000036121
ENSGALP00000019532	ENSGALP00000008393
ENSGALP00000008393	ENSGALP00000019532
ENSGALP00000003481	ENSGALP00000007662
ENSGALP00000007662	ENSGALP00000003481
ENSGALP00000012193	ENSGALP00000028374
ENSGALP00000028374	ENSGALP00000012193
ENSGALP00000007109	ENSGALP00000011381
ENSGALP00000011381	ENSGALP00000007109
ENSGALP00000043167	ENSGALP00000016784
ENSGALP00000016784	ENSGALP00000043167
ENSGALP00000006158	ENSGALP00000026564
ENSGALP00000026564	ENSGALP00000006158
ENSGALP00000032354	ENSGALP00000006023
ENSGALP00000006023	ENSGALP00000032354
ENSGALP00000025892	ENSGALP00000010925
ENSGALP00000010925	ENSGALP00000025892
ENSGALP00000003004	ENSGALP00000042660
ENSGALP00000042660	ENSGALP00000003004
ENSGALP00000042645	ENSGALP00000003920
ENSGALP00000003920	ENSGALP00000042645
ENSGALP00000031600	ENSGALP00000022289
ENSGALP00000022289	ENSGALP00000031600
ENSGALP00000015031	ENSGALP00000042354
ENSGALP00000042354	ENSGALP00000015031
ENSGALP00000020563	ENSGALP00000020562
ENSGALP00000020562	ENSGALP00000020563
ENSGALP00000019321	ENSGALP00000020457
ENSGALP00000020457	ENSGALP00000019321
ENSGALP00000019321	ENSGALP00000038356
ENSGALP00000038356	ENSGALP00000019321
ENSGALP00000020457	ENSGALP00000038356
ENSGALP00000038356	ENSGALP00000020457
ENSGALP00000014341	ENSGALP00000025131
ENSGALP00000025131	ENSGALP00000014341
ENSGALP00000016144	ENSGALP00000000906
ENSGALP00000000906	ENSGALP00000016144
ENSGALP00000005116	ENSGALP00000036541
ENSGALP00000036541	ENSGALP00000005116
ENSGALP00000002312	ENSGALP00000026146
ENSGALP00000026146	ENSGALP00000002312
ENSGALP00000012736	ENSGALP00000036764
ENSGALP00000036764	ENSGALP00000012736
ENSGALP00000012584	ENSGALP00000015788
ENSGALP00000015788	ENSGALP00000012584
ENSGALP00000017765	ENSGALP00000009946
ENSGALP00000009946	ENSGALP00000017765
ENSGALP00000017765	ENSGALP00000039699
ENSGALP00000039699	ENSGALP00000017765
ENSGALP00000009946	ENSGALP00000039699
ENSGALP00000039699	ENSGALP00000009946
ENSGALP00000024592	ENSGALP00000013649
ENSGALP00000013649	ENSGALP00000024592
ENSGALP00000042073	ENSGALP00000014693
ENSGALP00000014693	ENSGALP00000042073
ENSGALP00000043193	ENSGALP00000008338
ENSGALP00000008338	ENSGALP00000043193
ENSGALP00000040735	ENSGALP00000005783
ENSGALP00000005783	ENSGALP00000040735
ENSGALP00000017886	ENSGALP00000016899
ENSGALP00000016899	ENSGALP00000017886
ENSGALP00000020850	ENSGALP00000019590
ENSGALP00000019590	ENSGALP00000020850
ENSGALP00000010488	ENSGALP00000001751
ENSGALP00000001751	ENSGALP00000010488
ENSGALP00000006218	ENSGALP00000020731
ENSGALP00000020731	ENSGALP00000006218
ENSGALP00000007240	ENSGALP00000006690
ENSGALP00000006690	ENSGALP00000007240
ENSGALP00000027982	ENSGALP00000023141
ENSGALP00000023141	ENSGALP00000027982
ENSGALP00000039598	ENSGALP00000030590
ENSGALP00000030590	ENSGALP00000039598
ENSGALP00000007043	ENSGALP00000040832
ENSGALP00000040832	ENSGALP00000007043
ENSGALP00000018295	ENSGALP00000020585
ENSGALP00000020585	ENSGALP00000018295
ENSGALP00000008346	ENSGALP00000013111
ENSGALP00000013111	ENSGALP00000008346
ENSGALP00000011549	ENSGALP00000042363
ENSGALP00000042363	ENSGALP00000011549
ENSGALP00000022328	ENSGALP00000006529
ENSGALP00000006529	ENSGALP00000022328
ENSGALP00000038731	ENSGALP00000043401
ENSGALP00000043401	ENSGALP00000038731
ENSGALP00000038731	ENSGALP00000043289
ENSGALP00000043289	ENSGALP00000038731
ENSGALP00000043401	ENSGALP00000043289
ENSGALP00000043289	ENSGALP00000043401
ENSGALP00000013410	ENSGALP00000022839
ENSGALP00000022839	ENSGALP00000013410
ENSGALP00000016414	ENSGALP00000035598
ENSGALP00000035598	ENSGALP00000016414
ENSGALP00000017553	ENSGALP00000032837
ENSGALP00000032837	ENSGALP00000017553
ENSGALP00000000669	ENSGALP00000038278
ENSGALP00000038278	ENSGALP00000000669
ENSGALP00000007834	ENSGALP00000000509
ENSGALP00000000509	ENSGALP00000007834
ENSGALP00000013442	ENSGALP00000025075
ENSGALP00000025075	ENSGALP00000013442
ENSGALP00000015499	ENSGALP00000012646
ENSGALP00000012646	ENSGALP00000015499
ENSGALP00000008744	ENSGALP00000029968
ENSGALP00000029968	ENSGALP00000008744
ENSGALP00000012069	ENSGALP00000026277
ENSGALP00000026277	ENSGALP00000012069
ENSGALP00000038292	ENSGALP00000042251
ENSGALP00000042251	ENSGALP00000038292
ENSGALP00000040862	ENSGALP00000000528
ENSGALP00000000528	ENSGALP00000040862
ENSGALP00000040662	ENSGALP00000022380
ENSGALP00000022380	ENSGALP00000040662
ENSGALP00000025836	ENSGALP00000026483
ENSGALP00000026483	ENSGALP00000025836
ENSGALP00000024137	ENSGALP00000017926
ENSGALP00000017926	ENSGALP00000024137
ENSGALP00000026998	ENSGALP00000016043
ENSGALP00000016043	ENSGALP00000026998
ENSGALP00000027247	ENSGALP00000040466
ENSGALP00000040466	ENSGALP00000027247
ENSGALP00000015318	ENSGALP00000018247
ENSGALP00000018247	ENSGALP00000015318
ENSGALP00000042781	ENSGALP00000007247
ENSGALP00000007247	ENSGALP00000042781
ENSGALP00000019488	ENSGALP00000004959
ENSGALP00000004959	ENSGALP00000019488
ENSGALP00000005291	ENSGALP00000015502
ENSGALP00000015502	ENSGALP00000005291
ENSGALP00000017386	ENSGALP00000018960
ENSGALP00000018960	ENSGALP00000017386
ENSGALP00000025005	ENSGALP00000043242
ENSGALP00000043242	ENSGALP00000025005
ENSGALP00000001981	ENSGALP00000008236
ENSGALP00000008236	ENSGALP00000001981
ENSGALP00000017440	ENSGALP00000018995
ENSGALP00000018995	ENSGALP00000017440
ENSGALP00000002310	ENSGALP00000006624
ENSGALP00000006624	ENSGALP00000002310
ENSGALP00000026539	ENSGALP00000000832
ENSGALP00000000832	ENSGALP00000026539
ENSGALP00000001940	ENSGALP00000005762
ENSGALP00000005762	ENSGALP00000001940
ENSGALP00000006987	ENSGALP00000003331
ENSGALP00000003331	ENSGALP00000006987
ENSGALP00000011141	ENSGALP00000027322
ENSGALP00000027322	ENSGALP00000011141
ENSGALP00000041816	ENSGALP00000027417
ENSGALP00000027417	ENSGALP00000041816
ENSGALP00000043071	ENSGALP00000041108
ENSGALP00000041108	ENSGALP00000043071
ENSGALP00000031296	ENSGALP00000016785
ENSGALP00000016785	ENSGALP00000031296
ENSGALP00000035686	ENSGALP00000010201
ENSGALP00000010201	ENSGALP00000035686
ENSGALP00000027522	ENSGALP00000027523
ENSGALP00000027523	ENSGALP00000027522
ENSGALP00000027522	ENSGALP00000023052
ENSGALP00000023052	ENSGALP00000027522
ENSGALP00000027523	ENSGALP00000023052
ENSGALP00000023052	ENSGALP00000027523
ENSGALP00000037704	ENSGALP00000041543
ENSGALP00000041543	ENSGALP00000037704
ENSGALP00000040227	ENSGALP00000022657
ENSGALP00000022657	ENSGALP00000040227
ENSGALP00000040227	ENSGALP00000009023
ENSGALP00000009023	ENSGALP00000040227
ENSGALP00000022657	ENSGALP00000009023
ENSGALP00000009023	ENSGALP00000022657
ENSGALP00000022696	ENSGALP00000011120
ENSGALP00000011120	ENSGALP00000022696
ENSGALP00000017330	ENSGALP00000018883
ENSGALP00000018883	ENSGALP00000017330
ENSGALP00000017202	ENSGALP00000007055
ENSGALP00000007055	ENSGALP00000017202
ENSGALP00000008018	ENSGALP00000003682
ENSGALP00000003682	ENSGALP00000008018
ENSGALP00000013932	ENSGALP00000016566
ENSGALP00000016566	ENSGALP00000013932
ENSGALP00000026537	ENSGALP00000041648
ENSGALP00000041648	ENSGALP00000026537
ENSGALP00000025684	ENSGALP00000026064
ENSGALP00000026064	ENSGALP00000025684
ENSGALP00000017221	ENSGALP00000016953
ENSGALP00000016953	ENSGALP00000017221
ENSGALP00000009263	ENSGALP00000018477
ENSGALP00000018477	ENSGALP00000009263
ENSGALP00000005362	ENSGALP00000003923
ENSGALP00000003923	ENSGALP00000005362
ENSGALP00000026558	ENSGALP00000026359
ENSGALP00000026359	ENSGALP00000026558
ENSGALP00000039697	ENSGALP00000020149
ENSGALP00000020149	ENSGALP00000039697
ENSGALP00000005353	ENSGALP00000004202
ENSGALP00000004202	ENSGALP00000005353
ENSGALP00000007187	ENSGALP00000014578
ENSGALP00000014578	ENSGALP00000007187
ENSGALP00000005972	ENSGALP00000002508
ENSGALP00000002508	ENSGALP00000005972
ENSGALP00000039941	ENSGALP00000024186
ENSGALP00000024186	ENSGALP00000039941
ENSGALP00000008267	ENSGALP00000038832
ENSGALP00000038832	ENSGALP00000008267
ENSGALP00000020415	ENSGALP00000005996
ENSGALP00000005996	ENSGALP00000020415
ENSGALP00000006621	ENSGALP00000002707
ENSGALP00000002707	ENSGALP00000006621
ENSGALP00000021359	ENSGALP00000017999
ENSGALP00000017999	ENSGALP00000021359
ENSGALP00000001689	ENSGALP00000021766
ENSGALP00000021766	ENSGALP00000001689
ENSGALP00000040423	ENSGALP00000029342
ENSGALP00000029342	ENSGALP00000040423
ENSGALP00000040423	ENSGALP00000004348
ENSGALP00000004348	ENSGALP00000040423
ENSGALP00000029342	ENSGALP00000004348
ENSGALP00000004348	ENSGALP00000029342
ENSGALP00000019816	ENSGALP00000001850
ENSGALP00000001850	ENSGALP00000019816
ENSGALP00000005392	ENSGALP00000016394
ENSGALP00000016394	ENSGALP00000005392
ENSGALP00000017586	ENSGALP00000037084
ENSGALP00000037084	ENSGALP00000017586
ENSGALP00000020328	ENSGALP00000011596
ENSGALP00000011596	ENSGALP00000020328
ENSGALP00000011911	ENSGALP00000002564
