SINCAM012787	SINCAM922661
SINCAM014266	SINCAM007119
SINCAM922257	SINCAM012288
SINCAM922112	SINCAM009446
SINCAM012910	SINCAM900193
SINCAM921788	SINCAM011751
SINCAM006071	SINCAM012201
SINCAM001067	SINCAM003404
SINCAM015041	SINCAM923084
SINCAM016656	SINCAM008532
SINCAM010276	SINCAM016127
SINCAM016159	SINCAM017463
SINCAM921594	SINCAM016504
SINCAM012340	SINCAM014749
SINCAM012084	SINCAM920974
SINCAM009789	SINCAM006153
SINCAM015241	SINCAM923026
SINCAM000167	SINCAM000166
SINCAM002926	SINCAM002730
SINCAM013041	SINCAM001329
SINCAM000475	SINCAM016055
SINCAM006136	SINCAM005540
SINCAM011024	SINCAM010212
SINCAM009247	SINCAM922330
SINCAM005029	SINCAM000837
SINCAM009971	SINCAM004888
SINCAM001499	SINCAM013520
SINCAM012344	SINCAM005623
SINCAM003041	SINCAM920818
SINCAM016277	SINCAM012386
SINCAM004086	SINCAM002097
SINCAM015833	SINCAM017700
SINCAM001428	SINCAM012827
SINCAM006896	SINCAM014570
SINCAM922330	SINCAM921292
SINCAM012076	SINCAM005722
SINCAM920516	SINCAM010001
SINCAM003086	SINCAM005558
SINCAM010213	SINCAM000021
SINCAM006765	SINCAM013471
SINCAM009878	SINCAM015232
SINCAM012952	SINCAM005120
SINCAM900289	SINCAM001502
SINCAM014570	SINCAM016888
SINCAM014761	SINCAM922174
SINCAM014952	SINCAM013450
SINCAM009247	SINCAM014522
SINCAM010439	SINCAM011902
SINCAM002873	SINCAM922689
SINCAM015975	SINCAM013561
SINCAM922811	SINCAM009222
SINCAM001511	SINCAM010648
SINCAM921123	SINCAM007030
SINCAM015353	SINCAM016280
SINCAM006265	SINCAM014013
SINCAM004149	SINCAM003381
SINCAM009458	SINCAM921491
SINCAM009100	SINCAM010985
SINCAM014967	SINCAM016851
SINCAM007245	SINCAM014280
SINCAM922293	SINCAM921394
SINCAM006342	SINCAM006346
SINCAM004510	SINCAM000021
SINCAM920898	SINCAM014533
SINCAM004901	SINCAM000581
SINCAM005595	SINCAM005772
SINCAM005722	SINCAM012076
SINCAM922305	SINCAM009167
SINCAM002746	SINCAM011981
SINCAM922912	SINCAM001660
SINCAM016296	SINCAM011303
SINCAM002326	SINCAM002730
SINCAM922517	SINCAM009669
SINCAM007662	SINCAM008678
SINCAM012405	SINCAM018009
SINCAM921662	SINCAM920527
SINCAM008949	SINCAM013921
SINCAM010903	SINCAM010207
SINCAM000957	SINCAM011494
SINCAM017090	SINCAM921385
SINCAM004485	SINCAM000484
SINCAM008695	SINCAM007678
SINCAM015736	SINCAM001686
SINCAM016302	SINCAM010722
SINCAM004948	SINCAM009933
SINCAM009829	SINCAM012210
SINCAM922573	SINCAM007868
SINCAM007392	SINCAM008850
SINCAM016744	SINCAM014971
SINCAM001975	SINCAM013315
SINCAM012182	SINCAM006194
SINCAM922272	SINCAM004386
SINCAM000561	SINCAM007431
SINCAM920621	SINCAM011663
SINCAM015513	SINCAM015515
SINCAM008259	SINCAM015350
SINCAM009222	SINCAM014706
SINCAM014805	SINCAM012077
SINCAM011303	SINCAM007937
SINCAM016481	SINCAM002027
SINCAM004418	SINCAM013795
SINCAM921007	SINCAM922582
SINCAM921245	SINCAM017917
SINCAM016661	SINCAM012241
SINCAM921520	SINCAM922433
SINCAM003032	SINCAM011793
SINCAM013732	SINCAM009173
SINCAM014854	SINCAM011584
SINCAM009797	SINCAM012191
SINCAM002575	SINCAM003285
SINCAM921959	SINCAM010833
SINCAM921778	SINCAM002881
SINCAM004243	SINCAM009204
SINCAM017700	SINCAM015136
SINCAM922856	SINCAM920569
SINCAM014342	SINCAM000035
SINCAM920998	SINCAM009623
SINCAM007271	SINCAM009991
SINCAM000713	SINCAM007409
SINCAM009921	SINCAM005944
SINCAM017810	SINCAM014683
SINCAM005310	SINCAM005352
SINCAM920426	SINCAM014492
SINCAM922071	SINCAM011947
SINCAM921942	SINCAM921943
SINCAM002064	SINCAM921588
SINCAM921559	SINCAM922472
SINCAM922949	SINCAM014570
SINCAM012942	SINCAM008875
SINCAM010649	SINCAM922273
SINCAM003776	SINCAM011112
SINCAM009185	SINCAM922224
SINCAM005753	SINCAM013577
SINCAM004406	SINCAM010841
SINCAM011877	SINCAM921750
SINCAM900099	SINCAM000992
SINCAM012853	SINCAM003203
SINCAM005684	SINCAM013634
SINCAM921951	SINCAM922318
SINCAM004803	SINCAM010665
SINCAM010221	SINCAM921857
SINCAM004671	SINCAM009496
SINCAM003408	SINCAM009460
SINCAM015401	SINCAM002107
SINCAM009958	SINCAM001300
SINCAM004849	SINCAM000577
SINCAM923108	SINCAM004449
SINCAM013078	SINCAM012784
SINCAM012054	SINCAM006412
SINCAM010359	SINCAM010360
SINCAM016282	SINCAM006717
SINCAM001190	SINCAM012979
SINCAM005542	SINCAM922521
SINCAM013061	SINCAM921082
SINCAM008533	SINCAM008532
SINCAM006842	SINCAM015103
SINCAM006044	SINCAM012181
SINCAM004728	SINCAM922308
SINCAM007407	SINCAM015530
SINCAM001404	SINCAM900039
SINCAM010665	SINCAM004803
SINCAM012485	SINCAM011356
SINCAM015300	SINCAM014610
SINCAM017386	SINCAM923095
SINCAM016214	SINCAM001955
SINCAM014590	SINCAM015299
SINCAM013054	SINCAM920575
SINCAM011818	SINCAM002378
SINCAM005822	SINCAM920916
SINCAM014586	SINCAM014641
SINCAM922710	SINCAM009332
SINCAM002546	SINCAM011985
SINCAM012155	SINCAM009721
SINCAM009958	SINCAM000009
SINCAM010541	SINCAM001790
SINCAM011829	SINCAM011828
SINCAM015301	SINCAM014574
SINCAM000516	SINCAM004951
SINCAM012440	SINCAM011079
SINCAM000688	SINCAM014282
SINCAM921078	SINCAM922004
SINCAM001621	SINCAM014096
SINCAM007404	SINCAM015237
SINCAM921961	SINCAM010832
SINCAM001443	SINCAM016146
SINCAM923068	SINCAM016508
SINCAM002171	SINCAM000679
SINCAM003481	SINCAM005576
SINCAM000114	SINCAM007090
SINCAM011268	SINCAM012614
SINCAM900247	SINCAM015369
SINCAM011952	SINCAM011950
SINCAM923031	SINCAM013060
SINCAM002805	SINCAM012048
SINCAM004499	SINCAM009433
SINCAM013314	SINCAM006706
SINCAM018093	SINCAM017188
SINCAM920715	SINCAM011921
SINCAM001948	SINCAM014155
SINCAM000151	SINCAM921847
SINCAM000957	SINCAM013200
SINCAM010373	SINCAM016201
SINCAM922076	SINCAM007665
SINCAM014570	SINCAM014647
SINCAM002389	SINCAM011761
SINCAM003100	SINCAM008905
SINCAM000585	SINCAM921890
SINCAM012016	SINCAM012015
SINCAM922186	SINCAM011346
SINCAM004143	SINCAM014332
SINCAM005034	SINCAM010485
SINCAM014570	SINCAM017738
SINCAM006082	SINCAM000894
SINCAM009550	SINCAM009132
SINCAM017584	SINCAM004470
SINCAM014577	SINCAM015586
SINCAM001839	SINCAM009008
SINCAM005988	SINCAM012362
SINCAM922307	SINCAM921973
SINCAM003533	SINCAM004161
SINCAM013561	SINCAM015974
SINCAM012194	SINCAM011134
SINCAM922879	SINCAM005147
SINCAM010650	SINCAM007395
SINCAM921155	SINCAM013022
SINCAM003855	SINCAM015148
SINCAM005519	SINCAM009814
SINCAM920446	SINCAM900265
SINCAM011303	SINCAM016488
SINCAM000194	SINCAM010297
SINCAM004182	SINCAM004179
SINCAM005423	SINCAM015918
SINCAM005833	SINCAM012081
SINCAM001963	SINCAM006716
SINCAM002895	SINCAM001545
SINCAM920712	SINCAM010450
SINCAM010282	SINCAM004650
SINCAM004117	SINCAM921289
SINCAM005142	SINCAM001929
SINCAM009372	SINCAM013796
SINCAM004537	SINCAM011473
SINCAM009913	SINCAM002089
SINCAM014736	SINCAM012432
SINCAM004156	SINCAM003656
SINCAM014750	SINCAM014749
SINCAM922322	SINCAM009357
SINCAM004089	SINCAM016179
SINCAM003167	SINCAM012030
SINCAM000878	SINCAM005076
SINCAM010862	SINCAM004744
SINCAM009677	SINCAM005722
SINCAM003112	SINCAM003111
SINCAM006589	SINCAM006569
SINCAM004378	SINCAM003128
SINCAM001694	SINCAM002082
SINCAM010032	SINCAM015144
SINCAM003848	SINCAM008153
SINCAM012826	SINCAM900060
SINCAM005944	SINCAM009921
SINCAM001943	SINCAM010479
SINCAM014186	SINCAM001677
SINCAM016894	SINCAM923097
SINCAM015498	SINCAM010649
SINCAM017494	SINCAM017786
SINCAM015186	SINCAM014570
SINCAM002610	SINCAM011995
SINCAM004209	SINCAM004556
SINCAM000409	SINCAM010186
SINCAM009664	SINCAM005827
SINCAM014570	SINCAM014431
SINCAM922872	SINCAM015989
SINCAM009543	SINCAM013680
SINCAM012901	SINCAM001132
SINCAM012751	SINCAM920501
SINCAM017183	SINCAM920428
SINCAM010034	SINCAM921819
SINCAM004963	SINCAM009986
SINCAM018012	SINCAM008806
SINCAM004028	SINCAM015704
SINCAM011153	SINCAM014725
SINCAM015586	SINCAM017494
SINCAM003567	SINCAM004248
SINCAM920648	SINCAM009444
SINCAM012457	SINCAM921982
SINCAM012259	SINCAM921793
SINCAM006202	SINCAM922514
SINCAM016785	SINCAM002824
SINCAM004949	SINCAM010701
SINCAM010246	SINCAM010254
SINCAM015480	SINCAM014570
SINCAM015583	SINCAM015020
SINCAM014502	SINCAM001295
SINCAM001285	SINCAM005463
SINCAM007812	SINCAM007983
SINCAM006700	SINCAM001984
SINCAM009053	SINCAM004737
SINCAM007026	SINCAM014288
SINCAM005943	SINCAM922517
SINCAM015354	SINCAM015513
SINCAM014881	SINCAM010672
SINCAM922776	SINCAM920904
SINCAM920497	SINCAM008634
SINCAM016221	SINCAM003957
SINCAM000713	SINCAM016255
SINCAM005404	SINCAM000896
SINCAM921761	SINCAM000772
SINCAM000081	SINCAM017596
SINCAM005756	SINCAM012274
SINCAM008259	SINCAM015349
SINCAM005665	SINCAM012330
SINCAM000110	SINCAM010050
SINCAM009027	SINCAM016622
SINCAM011123	SINCAM012579
SINCAM004515	SINCAM000221
SINCAM013121	SINCAM001245
SINCAM922391	SINCAM920693
SINCAM015326	SINCAM016508
SINCAM000164	SINCAM007234
SINCAM000992	SINCAM900099
SINCAM012663	SINCAM014578
SINCAM921322	SINCAM010811
SINCAM013773	SINCAM009348
SINCAM001898	SINCAM006492
SINCAM001888	SINCAM010435
SINCAM006161	SINCAM009794
SINCAM000797	SINCAM010045
SINCAM923070	SINCAM005389
SINCAM920607	SINCAM920579
SINCAM004699	SINCAM000619
SINCAM001033	SINCAM000081
SINCAM921311	SINCAM009029
SINCAM000338	SINCAM010659
SINCAM013444	SINCAM900265
SINCAM007406	SINCAM004192
SINCAM922763	SINCAM001673
SINCAM005624	SINCAM012203
SINCAM015710	SINCAM014574
SINCAM014556	SINCAM007989
SINCAM005594	SINCAM011579
SINCAM922382	SINCAM010446
SINCAM009047	SINCAM000307
SINCAM008442	SINCAM014568
SINCAM009986	SINCAM004963
SINCAM014750	SINCAM011704
SINCAM015144	SINCAM003922
SINCAM004377	SINCAM003296
SINCAM014328	SINCAM015544
SINCAM003238	SINCAM009024
SINCAM015926	SINCAM004669
SINCAM014297	SINCAM006949
SINCAM002892	SINCAM016049
SINCAM015701	SINCAM018091
SINCAM004524	SINCAM009606
SINCAM008829	SINCAM005877
SINCAM007858	SINCAM921900
SINCAM013067	SINCAM004267
SINCAM001710	SINCAM006433
SINCAM015712	SINCAM016007
SINCAM015109	SINCAM003590
SINCAM016786	SINCAM006318
SINCAM014683	SINCAM017810
SINCAM007722	SINCAM012693
SINCAM922498	SINCAM012133
SINCAM010038	SINCAM000031
SINCAM001347	SINCAM900158
SINCAM009931	SINCAM004949
SINCAM923145	SINCAM013642
SINCAM001996	SINCAM010521
SINCAM010929	SINCAM001485
SINCAM922998	SINCAM017873
SINCAM920517	SINCAM006873
SINCAM922708	SINCAM005420
SINCAM920895	SINCAM015443
SINCAM004073	SINCAM007765
SINCAM007380	SINCAM013673
SINCAM923024	SINCAM015989
SINCAM000613	SINCAM002893
SINCAM000459	SINCAM010014
SINCAM007396	SINCAM015511
SINCAM015033	SINCAM923145
SINCAM014629	SINCAM014607
SINCAM016177	SINCAM006694
SINCAM011297	SINCAM012616
SINCAM015262	SINCAM009208
SINCAM014309	SINCAM000172
SINCAM920780	SINCAM010348
SINCAM012219	SINCAM007647
SINCAM002490	SINCAM008871
SINCAM003898	SINCAM004620
SINCAM000357	SINCAM016127
SINCAM920850	SINCAM008037
SINCAM009834	SINCAM009835
SINCAM016134	SINCAM017386
SINCAM000091	SINCAM000092
SINCAM015524	SINCAM923040
SINCAM012140	SINCAM005693
SINCAM005930	SINCAM014838
SINCAM015299	SINCAM014590
SINCAM011241	SINCAM012529
SINCAM002567	SINCAM921766
SINCAM005873	SINCAM009448
SINCAM002959	SINCAM002521
SINCAM921314	SINCAM015573
SINCAM005300	SINCAM007816
SINCAM011779	SINCAM012383
SINCAM013080	SINCAM000951
SINCAM004873	SINCAM017658
SINCAM922783	SINCAM012464
SINCAM923142	SINCAM014570
SINCAM008942	SINCAM002590
SINCAM017925	SINCAM016006
SINCAM007056	SINCAM000149
SINCAM004375	SINCAM003297
SINCAM005609	SINCAM012260
SINCAM002723	SINCAM004458
SINCAM005339	SINCAM014550
SINCAM006439	SINCAM001584
SINCAM002736	SINCAM013102
SINCAM016047	SINCAM003806
SINCAM013619	SINCAM008674
SINCAM005948	SINCAM005927
SINCAM923040	SINCAM015861
SINCAM002906	SINCAM011759
SINCAM015407	SINCAM920974
SINCAM002216	SINCAM015344
SINCAM921160	SINCAM921657
SINCAM923171	SINCAM923038
SINCAM008832	SINCAM008833
SINCAM007248	SINCAM006784
SINCAM004323	SINCAM009270
SINCAM001175	SINCAM014004
SINCAM922550	SINCAM018017
SINCAM014144	SINCAM014145
SINCAM000832	SINCAM014262
SINCAM015710	SINCAM015720
SINCAM009930	SINCAM010701
SINCAM014925	SINCAM009027
SINCAM003615	SINCAM008519
SINCAM015397	SINCAM015995
SINCAM007405	SINCAM016103
SINCAM005904	SINCAM009914
SINCAM002640	SINCAM006620
SINCAM010094	SINCAM000178
SINCAM014970	SINCAM015504
SINCAM011770	SINCAM010671
SINCAM007468	SINCAM012474
SINCAM002391	SINCAM010325
SINCAM900139	SINCAM001057
SINCAM011851	SINCAM008985
SINCAM004470	SINCAM017584
SINCAM011303	SINCAM015692
SINCAM003438	SINCAM008214
SINCAM006362	SINCAM013288
SINCAM921328	SINCAM004500
SINCAM013336	SINCAM001622
SINCAM000969	SINCAM012746
SINCAM012291	SINCAM005607
SINCAM013023	SINCAM003714
SINCAM921644	SINCAM003698
SINCAM007096	SINCAM010038
SINCAM011412	SINCAM012517
SINCAM003096	SINCAM002425
SINCAM012857	SINCAM017508
SINCAM922169	SINCAM009886
SINCAM013605	SINCAM922549
SINCAM002880	SINCAM921778
SINCAM013507	SINCAM006372
SINCAM922968	SINCAM012456
SINCAM010819	SINCAM004517
SINCAM923081	SINCAM014570
SINCAM014570	SINCAM015703
SINCAM003158	SINCAM011847
SINCAM015716	SINCAM009070
SINCAM015874	SINCAM007366
SINCAM000343	SINCAM015125
SINCAM017494	SINCAM015586
SINCAM010468	SINCAM002358
SINCAM000769	SINCAM007164
SINCAM011657	SINCAM921055
SINCAM920665	SINCAM014180
SINCAM920558	SINCAM014500
SINCAM005385	SINCAM007928
SINCAM001436	SINCAM921641
SINCAM014570	SINCAM014959
SINCAM009133	SINCAM009128
SINCAM015569	SINCAM017341
SINCAM002522	SINCAM002961
SINCAM920688	SINCAM001821
SINCAM922879	SINCAM008004
SINCAM921314	SINCAM010986
SINCAM922299	SINCAM004972
SINCAM921201	SINCAM921670
SINCAM008824	SINCAM007545
SINCAM014969	SINCAM014690
SINCAM004664	SINCAM009210
SINCAM920475	SINCAM921381
SINCAM009320	SINCAM001961
SINCAM001064	SINCAM922876
SINCAM010226	SINCAM010811
SINCAM008316	SINCAM003922
SINCAM007408	SINCAM003691
SINCAM011719	SINCAM004537
SINCAM001821	SINCAM001816
SINCAM000639	SINCAM003391
SINCAM012830	SINCAM016008
SINCAM014964	SINCAM017817
SINCAM015843	SINCAM922847
SINCAM016296	SINCAM009358
SINCAM012724	SINCAM013282
SINCAM010526	SINCAM922269
SINCAM009132	SINCAM009342
SINCAM001227	SINCAM016424
SINCAM006731	SINCAM006732
SINCAM009074	SINCAM921001
SINCAM001727	SINCAM014107
SINCAM010803	SINCAM010239
SINCAM012393	SINCAM011379
SINCAM006347	SINCAM002165
SINCAM011303	SINCAM922191
SINCAM004802	SINCAM921314
SINCAM002263	SINCAM002830
SINCAM003053	SINCAM010414
SINCAM008111	SINCAM008326
SINCAM017746	SINCAM014663
SINCAM012830	SINCAM016476
SINCAM002583	SINCAM013507
SINCAM016656	SINCAM921694
SINCAM012698	SINCAM011466
SINCAM006927	SINCAM000350
SINCAM012692	SINCAM011443
SINCAM008686	SINCAM007686
SINCAM013498	SINCAM005893
SINCAM012797	SINCAM013106
SINCAM008260	SINCAM003414
SINCAM004803	SINCAM010987
SINCAM922803	SINCAM007263
SINCAM014466	SINCAM002228
SINCAM013477	SINCAM002060
SINCAM010124	SINCAM000770
SINCAM004436	SINCAM013898
SINCAM922344	SINCAM000199
SINCAM008750	SINCAM922872
SINCAM001329	SINCAM013041
SINCAM922881	SINCAM014674
SINCAM010206	SINCAM009209
SINCAM001679	SINCAM006355
SINCAM004736	SINCAM004546
SINCAM016155	SINCAM006346
SINCAM004951	SINCAM000516
SINCAM005331	SINCAM014520
SINCAM007432	SINCAM921898
SINCAM003404	SINCAM001067
SINCAM004570	SINCAM010876
SINCAM001143	SINCAM920602
SINCAM900255	SINCAM012755
SINCAM003425	SINCAM900252
SINCAM921697	SINCAM920758
SINCAM015530	SINCAM007395
SINCAM002676	SINCAM012067
SINCAM010744	SINCAM002851
SINCAM011092	SINCAM016318
SINCAM000899	SINCAM005278
SINCAM922995	SINCAM015526
SINCAM920854	SINCAM014225
SINCAM006719	SINCAM001960
SINCAM015996	SINCAM008369
SINCAM006382	SINCAM015958
SINCAM014699	SINCAM014588
SINCAM013922	SINCAM015427
SINCAM004511	SINCAM001936
SINCAM011688	SINCAM005672
SINCAM014493	SINCAM010167
SINCAM004857	SINCAM000129
SINCAM014802	SINCAM016085
SINCAM010349	SINCAM922063
SINCAM000424	SINCAM000425
SINCAM921768	SINCAM003143
SINCAM002991	SINCAM002443
SINCAM922728	SINCAM014625
SINCAM006855	SINCAM922833
SINCAM013380	SINCAM001948
SINCAM017873	SINCAM923178
SINCAM000512	SINCAM004825
SINCAM001001	SINCAM005607
SINCAM009636	SINCAM014542
SINCAM003784	SINCAM003574
SINCAM000746	SINCAM010155
SINCAM922032	SINCAM011184
SINCAM920935	SINCAM920934
SINCAM001733	SINCAM006364
SINCAM007364	SINCAM008751
SINCAM005500	SINCAM014507
SINCAM000082	SINCAM013716
SINCAM010026	SINCAM000803
SINCAM002425	SINCAM003203
SINCAM006026	SINCAM004262
SINCAM014989	SINCAM008178
SINCAM920550	SINCAM012864
SINCAM015258	SINCAM003832
SINCAM900043	SINCAM000513
SINCAM004342	SINCAM015081
SINCAM011332	SINCAM014904
SINCAM900159	SINCAM013496
SINCAM013022	SINCAM003714
SINCAM004541	SINCAM015030
SINCAM016280	SINCAM015353
SINCAM010798	SINCAM002491
SINCAM000750	SINCAM007213
SINCAM003997	SINCAM008049
SINCAM002660	SINCAM920956
SINCAM014700	SINCAM014622
SINCAM010013	SINCAM016008
SINCAM920588	SINCAM013240
SINCAM922542	SINCAM922791
SINCAM009788	SINCAM004426
SINCAM010869	SINCAM013752
SINCAM922096	SINCAM015957
SINCAM921539	SINCAM014145
SINCAM012386	SINCAM016277
SINCAM001961	SINCAM009320
SINCAM004944	SINCAM000527
SINCAM015647	SINCAM006897
SINCAM015369	SINCAM922100
SINCAM007429	SINCAM900287
SINCAM004252	SINCAM014927
SINCAM007119	SINCAM014730
SINCAM001977	SINCAM014080
SINCAM002524	SINCAM002962
SINCAM003691	SINCAM007406
SINCAM921613	SINCAM002114
SINCAM004655	SINCAM008958
SINCAM922636	SINCAM006670
SINCAM006725	SINCAM922757
SINCAM011035	SINCAM921514
SINCAM922756	SINCAM006792
SINCAM009676	SINCAM002252
SINCAM014570	SINCAM923147
SINCAM004623	SINCAM900222
SINCAM002769	SINCAM008822
SINCAM013318	SINCAM006709
SINCAM005691	SINCAM922504
SINCAM922028	SINCAM012395
SINCAM921819	SINCAM010034
SINCAM009490	SINCAM920487
SINCAM009029	SINCAM008851
SINCAM017724	SINCAM015989
SINCAM000857	SINCAM002199
SINCAM015570	SINCAM009358
SINCAM011489	SINCAM920958
SINCAM004190	SINCAM014007
SINCAM012386	SINCAM012384
SINCAM009247	SINCAM009242
SINCAM010838	SINCAM922299
SINCAM008963	SINCAM005101
SINCAM002587	SINCAM012024
SINCAM003960	SINCAM003959
SINCAM012901	SINCAM013064
SINCAM008574	SINCAM008558
SINCAM001545	SINCAM002895
SINCAM004438	SINCAM011249
SINCAM008289	SINCAM016043
SINCAM001178	SINCAM012977
SINCAM014570	SINCAM015362
SINCAM015863	SINCAM010067
SINCAM013976	SINCAM014000
SINCAM009632	SINCAM012358
SINCAM002223	SINCAM014230
SINCAM009698	SINCAM005964
SINCAM921124	SINCAM004065
SINCAM005755	SINCAM011540
SINCAM921701	SINCAM922548
SINCAM004028	SINCAM014578
SINCAM007405	SINCAM018109
SINCAM013496	SINCAM012793
SINCAM015344	SINCAM002216
SINCAM006004	SINCAM922381
SINCAM015075	SINCAM015042
SINCAM012062	SINCAM002689
SINCAM004685	SINCAM003316
SINCAM001933	SINCAM010359
SINCAM002649	SINCAM003148
SINCAM923145	SINCAM012363
SINCAM013983	SINCAM004201
SINCAM014176	SINCAM001955
SINCAM015323	SINCAM015559
SINCAM018107	SINCAM015133
SINCAM010833	SINCAM921963
SINCAM010121	SINCAM921807
SINCAM008764	SINCAM012232
SINCAM002577	SINCAM002898
SINCAM013842	SINCAM009479
SINCAM007401	SINCAM015237
SINCAM008927	SINCAM921740
SINCAM000535	SINCAM004861
SINCAM014566	SINCAM015583
SINCAM011714	SINCAM010427
SINCAM015480	SINCAM014568
SINCAM015730	SINCAM013223
SINCAM014165	SINCAM013493
SINCAM008358	SINCAM003587
SINCAM000194	SINCAM015772
SINCAM921783	SINCAM920693
SINCAM000020	SINCAM921334
SINCAM016362	SINCAM013100
SINCAM922554	SINCAM009253
SINCAM009624	SINCAM005887
SINCAM011478	SINCAM005872
SINCAM014749	SINCAM012340
SINCAM011248	SINCAM922720
SINCAM009181	SINCAM005750
SINCAM006609	SINCAM002148
SINCAM922359	SINCAM004763
SINCAM005891	SINCAM013856
SINCAM010212	SINCAM011024
SINCAM010701	SINCAM000517
SINCAM010861	SINCAM009258
SINCAM006109	SINCAM006454
SINCAM016949	SINCAM014570
SINCAM900270	SINCAM921891
SINCAM001398	SINCAM900158
SINCAM015062	SINCAM015262
SINCAM004201	SINCAM922727
SINCAM011242	SINCAM014735
SINCAM004873	SINCAM015295
SINCAM011060	SINCAM012043
SINCAM921256	SINCAM016270
SINCAM009443	SINCAM009446
SINCAM009234	SINCAM011028
SINCAM004110	SINCAM922714
SINCAM000587	SINCAM017928
SINCAM011263	SINCAM014813
SINCAM000458	SINCAM921899
SINCAM005807	SINCAM005809
SINCAM009664	SINCAM012091
SINCAM921822	SINCAM007048
SINCAM923068	SINCAM923044
SINCAM008702	SINCAM008002
SINCAM017317	SINCAM005432
SINCAM010061	SINCAM921828
SINCAM003860	SINCAM008091
SINCAM016052	SINCAM921491
SINCAM015229	SINCAM007190
SINCAM011475	SINCAM005874
SINCAM004084	SINCAM013960
SINCAM011895	SINCAM002820
SINCAM006448	SINCAM001757
SINCAM014574	SINCAM015710
SINCAM014624	SINCAM014607
SINCAM010823	SINCAM921798
SINCAM015288	SINCAM014570
SINCAM921615	SINCAM002149
SINCAM001290	SINCAM001291
SINCAM014581	SINCAM018093
SINCAM017463	SINCAM014567
SINCAM009148	SINCAM010895
SINCAM011777	SINCAM002385
SINCAM012199	SINCAM006213
SINCAM921338	SINCAM009241
SINCAM015493	SINCAM007401
SINCAM001733	SINCAM013349
SINCAM011451	SINCAM006057
SINCAM004386	SINCAM922272
SINCAM016967	SINCAM015516
SINCAM015647	SINCAM016191
SINCAM006687	SINCAM015374
SINCAM012106	SINCAM015343
SINCAM009122	SINCAM004675
SINCAM008708	SINCAM007699
SINCAM921798	SINCAM010823
SINCAM010229	SINCAM010804
SINCAM002055	SINCAM006486
SINCAM000396	SINCAM004715
SINCAM007487	SINCAM008547
SINCAM004525	SINCAM003919
SINCAM002723	SINCAM005668
SINCAM016532	SINCAM009358
SINCAM922143	SINCAM012078
SINCAM010275	SINCAM007051
SINCAM007400	SINCAM015411
SINCAM015305	SINCAM015326
SINCAM922632	SINCAM006478
SINCAM012054	SINCAM003281
SINCAM015969	SINCAM014568
SINCAM009197	SINCAM017381
SINCAM000303	SINCAM010759
SINCAM007155	SINCAM920466
SINCAM015729	SINCAM001324
SINCAM012475	SINCAM011438
SINCAM922359	SINCAM011924
SINCAM005770	SINCAM922221
SINCAM922473	SINCAM001227
SINCAM921768	SINCAM920795
SINCAM000247	SINCAM921804
SINCAM003219	SINCAM008318
SINCAM922500	SINCAM012133
SINCAM007262	SINCAM006451
SINCAM005212	SINCAM921612
SINCAM009343	SINCAM013815
SINCAM018058	SINCAM002775
SINCAM017923	SINCAM015519
SINCAM921776	SINCAM011790
SINCAM011849	SINCAM002651
SINCAM006759	SINCAM920880
SINCAM015712	SINCAM014651
SINCAM009952	SINCAM014075
SINCAM923040	SINCAM015860
SINCAM920798	SINCAM002942
SINCAM003312	SINCAM003313
SINCAM002972	SINCAM920696
SINCAM015558	SINCAM015326
SINCAM014449	SINCAM007777
SINCAM000818	SINCAM000717
SINCAM010806	SINCAM010228
SINCAM014634	SINCAM003922
SINCAM010634	SINCAM014125
SINCAM015285	SINCAM011303
SINCAM921375	SINCAM921951
SINCAM006395	SINCAM920740
SINCAM920954	SINCAM011702
SINCAM923177	SINCAM015320
SINCAM004598	SINCAM016049
SINCAM923038	SINCAM001407
SINCAM013802	SINCAM014682
SINCAM013301	SINCAM920723
SINCAM004839	SINCAM010952
SINCAM005153	SINCAM005336
SINCAM015725	SINCAM014570
SINCAM017055	SINCAM000656
SINCAM005076	SINCAM014516
SINCAM008478	SINCAM003777
SINCAM013088	SINCAM012802
SINCAM921336	SINCAM003258
SINCAM004416	SINCAM010869
SINCAM006270	SINCAM001514
SINCAM012249	SINCAM011583
SINCAM008109	SINCAM016445
SINCAM010853	SINCAM921327
SINCAM000935	SINCAM018059
SINCAM922001	SINCAM012567
SINCAM002978	SINCAM001840
SINCAM922357	SINCAM921806
SINCAM010155	SINCAM001511
SINCAM005274	SINCAM005214
SINCAM014930	SINCAM923057
SINCAM009247	SINCAM009245
SINCAM013387	SINCAM004134
SINCAM000867	SINCAM005509
SINCAM009339	SINCAM009126
SINCAM001960	SINCAM006719
SINCAM003605	SINCAM921673
SINCAM005823	SINCAM003212
SINCAM015308	SINCAM015354
SINCAM005866	SINCAM009682
SINCAM006890	SINCAM010110
SINCAM001983	SINCAM013306
SINCAM008231	SINCAM009613
SINCAM009238	SINCAM009236
SINCAM923078	SINCAM015033
