ENSLOCP00000011371	ENSLOCP00000009128
ENSLOCP00000013046	ENSLOCP00000019204
ENSLOCP00000007720	ENSLOCP00000006589
ENSLOCP00000006589	ENSLOCP00000007720
ENSLOCP00000007720	ENSLOCP00000017719
ENSLOCP00000017719	ENSLOCP00000007720
ENSLOCP00000006589	ENSLOCP00000017719
ENSLOCP00000017719	ENSLOCP00000006589
ENSLOCP00000013469	ENSLOCP00000015453
ENSLOCP00000015453	ENSLOCP00000013469
ENSLOCP00000013469	ENSLOCP00000015435
ENSLOCP00000015435	ENSLOCP00000013469
ENSLOCP00000015453	ENSLOCP00000015435
ENSLOCP00000015435	ENSLOCP00000015453
ENSLOCP00000018793	ENSLOCP00000018047
ENSLOCP00000018047	ENSLOCP00000018793
ENSLOCP00000000996	ENSLOCP00000008415
ENSLOCP00000008415	ENSLOCP00000000996
ENSLOCP00000000996	ENSLOCP00000013613
ENSLOCP00000013613	ENSLOCP00000000996
ENSLOCP00000008415	ENSLOCP00000013613
ENSLOCP00000013613	ENSLOCP00000008415
ENSLOCP00000012528	ENSLOCP00000013203
ENSLOCP00000013203	ENSLOCP00000012528
ENSLOCP00000021455	ENSLOCP00000021611
ENSLOCP00000021611	ENSLOCP00000021455
ENSLOCP00000021455	ENSLOCP00000022376
ENSLOCP00000022376	ENSLOCP00000021455
ENSLOCP00000021455	ENSLOCP00000021612
ENSLOCP00000021612	ENSLOCP00000021455
ENSLOCP00000021611	ENSLOCP00000022376
ENSLOCP00000022376	ENSLOCP00000021611
ENSLOCP00000021611	ENSLOCP00000021612
ENSLOCP00000021612	ENSLOCP00000021611
ENSLOCP00000022376	ENSLOCP00000021612
ENSLOCP00000021612	ENSLOCP00000022376
ENSLOCP00000022463	ENSLOCP00000021918
ENSLOCP00000021918	ENSLOCP00000022463
ENSLOCP00000000324	ENSLOCP00000013168
ENSLOCP00000013168	ENSLOCP00000000324
ENSLOCP00000019502	ENSLOCP00000012653
ENSLOCP00000012653	ENSLOCP00000019502
ENSLOCP00000019502	ENSLOCP00000015177
ENSLOCP00000015177	ENSLOCP00000019502
ENSLOCP00000012653	ENSLOCP00000015177
ENSLOCP00000015177	ENSLOCP00000012653
ENSLOCP00000001476	ENSLOCP00000007149
ENSLOCP00000007149	ENSLOCP00000001476
ENSLOCP00000001476	ENSLOCP00000008760
ENSLOCP00000008760	ENSLOCP00000001476
ENSLOCP00000007149	ENSLOCP00000008760
ENSLOCP00000008760	ENSLOCP00000007149
ENSLOCP00000005030	ENSLOCP00000016610
ENSLOCP00000016610	ENSLOCP00000005030
ENSLOCP00000016439	ENSLOCP00000014508
ENSLOCP00000014508	ENSLOCP00000016439
ENSLOCP00000016439	ENSLOCP00000004843
ENSLOCP00000004843	ENSLOCP00000016439
ENSLOCP00000014508	ENSLOCP00000004843
ENSLOCP00000004843	ENSLOCP00000014508
ENSLOCP00000020210	ENSLOCP00000018032
ENSLOCP00000018032	ENSLOCP00000020210
ENSLOCP00000020210	ENSLOCP00000013184
ENSLOCP00000013184	ENSLOCP00000020210
ENSLOCP00000018032	ENSLOCP00000013184
ENSLOCP00000013184	ENSLOCP00000018032
ENSLOCP00000015259	ENSLOCP00000017226
ENSLOCP00000017226	ENSLOCP00000015259
ENSLOCP00000015259	ENSLOCP00000001966
ENSLOCP00000001966	ENSLOCP00000015259
ENSLOCP00000017226	ENSLOCP00000001966
ENSLOCP00000001966	ENSLOCP00000017226
ENSLOCP00000010567	ENSLOCP00000019881
ENSLOCP00000019881	ENSLOCP00000010567
ENSLOCP00000007611	ENSLOCP00000009177
ENSLOCP00000009177	ENSLOCP00000007611
ENSLOCP00000008548	ENSLOCP00000010811
ENSLOCP00000010811	ENSLOCP00000008548
ENSLOCP00000002572	ENSLOCP00000004796
ENSLOCP00000004796	ENSLOCP00000002572
ENSLOCP00000001519	ENSLOCP00000012127
ENSLOCP00000012127	ENSLOCP00000001519
ENSLOCP00000001519	ENSLOCP00000018204
ENSLOCP00000018204	ENSLOCP00000001519
ENSLOCP00000001519	ENSLOCP00000013976
ENSLOCP00000013976	ENSLOCP00000001519
ENSLOCP00000012127	ENSLOCP00000018204
ENSLOCP00000018204	ENSLOCP00000012127
ENSLOCP00000012127	ENSLOCP00000013976
ENSLOCP00000013976	ENSLOCP00000012127
ENSLOCP00000018204	ENSLOCP00000013976
ENSLOCP00000013976	ENSLOCP00000018204
ENSLOCP00000004285	ENSLOCP00000008847
ENSLOCP00000008847	ENSLOCP00000004285
ENSLOCP00000004285	ENSLOCP00000011624
ENSLOCP00000011624	ENSLOCP00000004285
ENSLOCP00000008847	ENSLOCP00000011624
ENSLOCP00000011624	ENSLOCP00000008847
ENSLOCP00000015645	ENSLOCP00000020466
ENSLOCP00000020466	ENSLOCP00000015645
ENSLOCP00000022322	ENSLOCP00000021861
ENSLOCP00000021861	ENSLOCP00000022322
ENSLOCP00000022322	ENSLOCP00000021867
ENSLOCP00000021867	ENSLOCP00000022322
ENSLOCP00000021861	ENSLOCP00000021867
ENSLOCP00000021867	ENSLOCP00000021861
ENSLOCP00000013769	ENSLOCP00000019778
ENSLOCP00000019778	ENSLOCP00000013769
ENSLOCP00000001896	ENSLOCP00000007225
ENSLOCP00000007225	ENSLOCP00000001896
ENSLOCP00000001896	ENSLOCP00000005698
ENSLOCP00000005698	ENSLOCP00000001896
ENSLOCP00000007225	ENSLOCP00000005698
ENSLOCP00000005698	ENSLOCP00000007225
ENSLOCP00000013022	ENSLOCP00000018225
ENSLOCP00000018225	ENSLOCP00000013022
ENSLOCP00000017251	ENSLOCP00000012008
ENSLOCP00000012008	ENSLOCP00000017251
ENSLOCP00000018473	ENSLOCP00000012989
ENSLOCP00000012989	ENSLOCP00000018473
ENSLOCP00000018473	ENSLOCP00000003166
ENSLOCP00000003166	ENSLOCP00000018473
ENSLOCP00000018473	ENSLOCP00000013741
ENSLOCP00000013741	ENSLOCP00000018473
ENSLOCP00000012989	ENSLOCP00000003166
ENSLOCP00000003166	ENSLOCP00000012989
ENSLOCP00000012989	ENSLOCP00000013741
ENSLOCP00000013741	ENSLOCP00000012989
ENSLOCP00000003166	ENSLOCP00000013741
ENSLOCP00000013741	ENSLOCP00000003166
ENSLOCP00000020386	ENSLOCP00000004230
ENSLOCP00000004230	ENSLOCP00000020386
ENSLOCP00000020386	ENSLOCP00000003508
ENSLOCP00000003508	ENSLOCP00000020386
ENSLOCP00000004230	ENSLOCP00000003508
ENSLOCP00000003508	ENSLOCP00000004230
ENSLOCP00000017652	ENSLOCP00000015394
ENSLOCP00000015394	ENSLOCP00000017652
ENSLOCP00000017652	ENSLOCP00000013279
ENSLOCP00000013279	ENSLOCP00000017652
ENSLOCP00000015394	ENSLOCP00000013279
ENSLOCP00000013279	ENSLOCP00000015394
ENSLOCP00000008601	ENSLOCP00000003200
ENSLOCP00000003200	ENSLOCP00000008601
ENSLOCP00000008601	ENSLOCP00000007566
ENSLOCP00000007566	ENSLOCP00000008601
ENSLOCP00000003200	ENSLOCP00000007566
ENSLOCP00000007566	ENSLOCP00000003200
ENSLOCP00000008944	ENSLOCP00000008720
ENSLOCP00000008720	ENSLOCP00000008944
ENSLOCP00000017482	ENSLOCP00000020542
ENSLOCP00000020542	ENSLOCP00000017482
ENSLOCP00000002700	ENSLOCP00000007576
ENSLOCP00000007576	ENSLOCP00000002700
ENSLOCP00000002700	ENSLOCP00000005772
ENSLOCP00000005772	ENSLOCP00000002700
ENSLOCP00000007576	ENSLOCP00000005772
ENSLOCP00000005772	ENSLOCP00000007576
ENSLOCP00000004884	ENSLOCP00000000144
ENSLOCP00000000144	ENSLOCP00000004884
ENSLOCP00000004884	ENSLOCP00000000134
ENSLOCP00000000134	ENSLOCP00000004884
ENSLOCP00000004884	ENSLOCP00000006340
ENSLOCP00000006340	ENSLOCP00000004884
ENSLOCP00000004884	ENSLOCP00000006323
ENSLOCP00000006323	ENSLOCP00000004884
ENSLOCP00000000144	ENSLOCP00000000134
ENSLOCP00000000134	ENSLOCP00000000144
ENSLOCP00000000144	ENSLOCP00000006340
ENSLOCP00000006340	ENSLOCP00000000144
ENSLOCP00000000144	ENSLOCP00000006323
ENSLOCP00000006323	ENSLOCP00000000144
ENSLOCP00000000134	ENSLOCP00000006340
ENSLOCP00000006340	ENSLOCP00000000134
ENSLOCP00000000134	ENSLOCP00000006323
ENSLOCP00000006323	ENSLOCP00000000134
ENSLOCP00000006340	ENSLOCP00000006323
ENSLOCP00000006323	ENSLOCP00000006340
ENSLOCP00000006291	ENSLOCP00000004055
ENSLOCP00000004055	ENSLOCP00000006291
ENSLOCP00000013687	ENSLOCP00000017492
ENSLOCP00000017492	ENSLOCP00000013687
ENSLOCP00000013687	ENSLOCP00000000942
ENSLOCP00000000942	ENSLOCP00000013687
ENSLOCP00000017492	ENSLOCP00000000942
ENSLOCP00000000942	ENSLOCP00000017492
ENSLOCP00000021072	ENSLOCP00000002200
ENSLOCP00000002200	ENSLOCP00000021072
ENSLOCP00000013578	ENSLOCP00000019728
ENSLOCP00000019728	ENSLOCP00000013578
ENSLOCP00000013578	ENSLOCP00000019243
ENSLOCP00000019243	ENSLOCP00000013578
ENSLOCP00000019728	ENSLOCP00000019243
ENSLOCP00000019243	ENSLOCP00000019728
ENSLOCP00000005171	ENSLOCP00000008230
ENSLOCP00000008230	ENSLOCP00000005171
ENSLOCP00000019429	ENSLOCP00000008558
ENSLOCP00000008558	ENSLOCP00000019429
ENSLOCP00000019429	ENSLOCP00000019554
ENSLOCP00000019554	ENSLOCP00000019429
ENSLOCP00000019429	ENSLOCP00000013928
ENSLOCP00000013928	ENSLOCP00000019429
ENSLOCP00000008558	ENSLOCP00000019554
ENSLOCP00000019554	ENSLOCP00000008558
ENSLOCP00000008558	ENSLOCP00000013928
ENSLOCP00000013928	ENSLOCP00000008558
ENSLOCP00000019554	ENSLOCP00000013928
ENSLOCP00000013928	ENSLOCP00000019554
ENSLOCP00000014391	ENSLOCP00000001548
ENSLOCP00000001548	ENSLOCP00000014391
ENSLOCP00000006866	ENSLOCP00000001179
ENSLOCP00000001179	ENSLOCP00000006866
ENSLOCP00000016175	ENSLOCP00000019679
ENSLOCP00000019679	ENSLOCP00000016175
ENSLOCP00000016175	ENSLOCP00000011913
ENSLOCP00000011913	ENSLOCP00000016175
ENSLOCP00000016175	ENSLOCP00000009629
ENSLOCP00000009629	ENSLOCP00000016175
ENSLOCP00000019679	ENSLOCP00000011913
ENSLOCP00000011913	ENSLOCP00000019679
ENSLOCP00000019679	ENSLOCP00000009629
ENSLOCP00000009629	ENSLOCP00000019679
ENSLOCP00000011913	ENSLOCP00000009629
ENSLOCP00000009629	ENSLOCP00000011913
ENSLOCP00000017772	ENSLOCP00000009259
ENSLOCP00000009259	ENSLOCP00000017772
ENSLOCP00000017772	ENSLOCP00000019431
ENSLOCP00000019431	ENSLOCP00000017772
ENSLOCP00000009259	ENSLOCP00000019431
ENSLOCP00000019431	ENSLOCP00000009259
ENSLOCP00000020736	ENSLOCP00000002463
ENSLOCP00000002463	ENSLOCP00000020736
ENSLOCP00000020736	ENSLOCP00000014702
ENSLOCP00000014702	ENSLOCP00000020736
ENSLOCP00000002463	ENSLOCP00000014702
ENSLOCP00000014702	ENSLOCP00000002463
ENSLOCP00000006246	ENSLOCP00000011812
ENSLOCP00000011812	ENSLOCP00000006246
ENSLOCP00000006246	ENSLOCP00000011790
ENSLOCP00000011790	ENSLOCP00000006246
ENSLOCP00000011812	ENSLOCP00000011790
ENSLOCP00000011790	ENSLOCP00000011812
ENSLOCP00000020745	ENSLOCP00000018048
ENSLOCP00000018048	ENSLOCP00000020745
ENSLOCP00000003987	ENSLOCP00000007300
ENSLOCP00000007300	ENSLOCP00000003987
ENSLOCP00000009799	ENSLOCP00000004751
ENSLOCP00000004751	ENSLOCP00000009799
ENSLOCP00000009799	ENSLOCP00000009694
ENSLOCP00000009694	ENSLOCP00000009799
ENSLOCP00000004751	ENSLOCP00000009694
ENSLOCP00000009694	ENSLOCP00000004751
ENSLOCP00000011693	ENSLOCP00000006441
ENSLOCP00000006441	ENSLOCP00000011693
ENSLOCP00000020417	ENSLOCP00000006019
ENSLOCP00000006019	ENSLOCP00000020417
ENSLOCP00000000863	ENSLOCP00000005421
ENSLOCP00000005421	ENSLOCP00000000863
ENSLOCP00000009414	ENSLOCP00000013907
ENSLOCP00000013907	ENSLOCP00000009414
ENSLOCP00000012466	ENSLOCP00000013666
ENSLOCP00000013666	ENSLOCP00000012466
ENSLOCP00000007365	ENSLOCP00000013844
ENSLOCP00000013844	ENSLOCP00000007365
ENSLOCP00000007365	ENSLOCP00000015217
ENSLOCP00000015217	ENSLOCP00000007365
ENSLOCP00000013844	ENSLOCP00000015217
ENSLOCP00000015217	ENSLOCP00000013844
ENSLOCP00000008810	ENSLOCP00000011596
ENSLOCP00000011596	ENSLOCP00000008810
ENSLOCP00000010577	ENSLOCP00000002368
ENSLOCP00000002368	ENSLOCP00000010577
ENSLOCP00000017063	ENSLOCP00000006202
ENSLOCP00000006202	ENSLOCP00000017063
ENSLOCP00000017063	ENSLOCP00000006343
ENSLOCP00000006343	ENSLOCP00000017063
ENSLOCP00000006202	ENSLOCP00000006343
ENSLOCP00000006343	ENSLOCP00000006202
ENSLOCP00000017547	ENSLOCP00000008470
ENSLOCP00000008470	ENSLOCP00000017547
ENSLOCP00000006885	ENSLOCP00000020139
ENSLOCP00000020139	ENSLOCP00000006885
ENSLOCP00000021517	ENSLOCP00000021902
ENSLOCP00000021902	ENSLOCP00000021517
ENSLOCP00000021517	ENSLOCP00000021584
ENSLOCP00000021584	ENSLOCP00000021517
ENSLOCP00000021902	ENSLOCP00000021584
ENSLOCP00000021584	ENSLOCP00000021902
ENSLOCP00000007260	ENSLOCP00000010086
ENSLOCP00000010086	ENSLOCP00000007260
ENSLOCP00000001184	ENSLOCP00000004747
ENSLOCP00000004747	ENSLOCP00000001184
ENSLOCP00000001184	ENSLOCP00000013192
ENSLOCP00000013192	ENSLOCP00000001184
ENSLOCP00000004747	ENSLOCP00000013192
ENSLOCP00000013192	ENSLOCP00000004747
ENSLOCP00000020235	ENSLOCP00000012321
ENSLOCP00000012321	ENSLOCP00000020235
ENSLOCP00000020235	ENSLOCP00000018323
ENSLOCP00000018323	ENSLOCP00000020235
ENSLOCP00000012321	ENSLOCP00000018323
ENSLOCP00000018323	ENSLOCP00000012321
ENSLOCP00000020266	ENSLOCP00000018171
ENSLOCP00000018171	ENSLOCP00000020266
ENSLOCP00000020266	ENSLOCP00000009086
ENSLOCP00000009086	ENSLOCP00000020266
ENSLOCP00000018171	ENSLOCP00000009086
ENSLOCP00000009086	ENSLOCP00000018171
ENSLOCP00000006041	ENSLOCP00000020476
ENSLOCP00000020476	ENSLOCP00000006041
ENSLOCP00000006041	ENSLOCP00000006102
ENSLOCP00000006102	ENSLOCP00000006041
ENSLOCP00000020476	ENSLOCP00000006102
ENSLOCP00000006102	ENSLOCP00000020476
ENSLOCP00000005884	ENSLOCP00000010448
ENSLOCP00000010448	ENSLOCP00000005884
ENSLOCP00000012832	ENSLOCP00000018835
ENSLOCP00000018835	ENSLOCP00000012832
ENSLOCP00000011060	ENSLOCP00000014771
ENSLOCP00000014771	ENSLOCP00000011060
ENSLOCP00000011060	ENSLOCP00000006432
ENSLOCP00000006432	ENSLOCP00000011060
ENSLOCP00000014771	ENSLOCP00000006432
ENSLOCP00000006432	ENSLOCP00000014771
ENSLOCP00000017528	ENSLOCP00000015038
ENSLOCP00000015038	ENSLOCP00000017528
ENSLOCP00000017528	ENSLOCP00000021103
ENSLOCP00000021103	ENSLOCP00000017528
ENSLOCP00000015038	ENSLOCP00000021103
ENSLOCP00000021103	ENSLOCP00000015038
ENSLOCP00000013956	ENSLOCP00000004138
ENSLOCP00000004138	ENSLOCP00000013956
ENSLOCP00000013956	ENSLOCP00000006321
ENSLOCP00000006321	ENSLOCP00000013956
ENSLOCP00000004138	ENSLOCP00000006321
ENSLOCP00000006321	ENSLOCP00000004138
ENSLOCP00000016881	ENSLOCP00000002997
ENSLOCP00000002997	ENSLOCP00000016881
ENSLOCP00000016881	ENSLOCP00000011543
ENSLOCP00000011543	ENSLOCP00000016881
ENSLOCP00000002997	ENSLOCP00000011543
ENSLOCP00000011543	ENSLOCP00000002997
ENSLOCP00000005568	ENSLOCP00000008994
ENSLOCP00000008994	ENSLOCP00000005568
ENSLOCP00000016334	ENSLOCP00000019426
ENSLOCP00000019426	ENSLOCP00000016334
ENSLOCP00000016334	ENSLOCP00000013862
ENSLOCP00000013862	ENSLOCP00000016334
ENSLOCP00000019426	ENSLOCP00000013862
ENSLOCP00000013862	ENSLOCP00000019426
ENSLOCP00000012369	ENSLOCP00000009103
ENSLOCP00000009103	ENSLOCP00000012369
ENSLOCP00000012369	ENSLOCP00000013263
ENSLOCP00000013263	ENSLOCP00000012369
ENSLOCP00000009103	ENSLOCP00000013263
ENSLOCP00000013263	ENSLOCP00000009103
ENSLOCP00000018390	ENSLOCP00000006356
ENSLOCP00000006356	ENSLOCP00000018390
ENSLOCP00000018390	ENSLOCP00000021100
ENSLOCP00000021100	ENSLOCP00000018390
ENSLOCP00000006356	ENSLOCP00000021100
ENSLOCP00000021100	ENSLOCP00000006356
ENSLOCP00000017151	ENSLOCP00000021798
ENSLOCP00000021798	ENSLOCP00000017151
ENSLOCP00000016533	ENSLOCP00000022043
ENSLOCP00000022043	ENSLOCP00000016533
ENSLOCP00000010940	ENSLOCP00000017970
ENSLOCP00000017970	ENSLOCP00000010940
ENSLOCP00000021883	ENSLOCP00000022279
ENSLOCP00000022279	ENSLOCP00000021883
ENSLOCP00000006231	ENSLOCP00000014705
ENSLOCP00000014705	ENSLOCP00000006231
ENSLOCP00000012555	ENSLOCP00000007851
ENSLOCP00000007851	ENSLOCP00000012555
ENSLOCP00000018965	ENSLOCP00000013015
ENSLOCP00000013015	ENSLOCP00000018965
ENSLOCP00000017961	ENSLOCP00000002373
ENSLOCP00000002373	ENSLOCP00000017961
ENSLOCP00000017961	ENSLOCP00000020311
ENSLOCP00000020311	ENSLOCP00000017961
ENSLOCP00000002373	ENSLOCP00000020311
ENSLOCP00000020311	ENSLOCP00000002373
ENSLOCP00000009970	ENSLOCP00000008352
ENSLOCP00000008352	ENSLOCP00000009970
ENSLOCP00000009970	ENSLOCP00000009784
ENSLOCP00000009784	ENSLOCP00000009970
ENSLOCP00000008352	ENSLOCP00000009784
ENSLOCP00000009784	ENSLOCP00000008352
ENSLOCP00000009170	ENSLOCP00000006336
ENSLOCP00000006336	ENSLOCP00000009170
ENSLOCP00000009170	ENSLOCP00000017095
ENSLOCP00000017095	ENSLOCP00000009170
ENSLOCP00000006336	ENSLOCP00000017095
ENSLOCP00000017095	ENSLOCP00000006336
ENSLOCP00000015745	ENSLOCP00000005005
ENSLOCP00000005005	ENSLOCP00000015745
ENSLOCP00000015745	ENSLOCP00000016898
ENSLOCP00000016898	ENSLOCP00000015745
ENSLOCP00000005005	ENSLOCP00000016898
ENSLOCP00000016898	ENSLOCP00000005005
ENSLOCP00000005932	ENSLOCP00000006044
ENSLOCP00000006044	ENSLOCP00000005932
ENSLOCP00000005932	ENSLOCP00000006463
ENSLOCP00000006463	ENSLOCP00000005932
ENSLOCP00000006044	ENSLOCP00000006463
ENSLOCP00000006463	ENSLOCP00000006044
ENSLOCP00000008852	ENSLOCP00000015221
ENSLOCP00000015221	ENSLOCP00000008852
ENSLOCP00000008852	ENSLOCP00000018408
ENSLOCP00000018408	ENSLOCP00000008852
ENSLOCP00000015221	ENSLOCP00000018408
ENSLOCP00000018408	ENSLOCP00000015221
ENSLOCP00000001545	ENSLOCP00000020313
ENSLOCP00000020313	ENSLOCP00000001545
ENSLOCP00000001545	ENSLOCP00000014953
ENSLOCP00000014953	ENSLOCP00000001545
ENSLOCP00000020313	ENSLOCP00000014953
ENSLOCP00000014953	ENSLOCP00000020313
ENSLOCP00000013585	ENSLOCP00000009123
ENSLOCP00000009123	ENSLOCP00000013585
ENSLOCP00000012682	ENSLOCP00000004815
ENSLOCP00000004815	ENSLOCP00000012682
ENSLOCP00000016310	ENSLOCP00000000652
ENSLOCP00000000652	ENSLOCP00000016310
ENSLOCP00000016310	ENSLOCP00000018950
ENSLOCP00000018950	ENSLOCP00000016310
ENSLOCP00000000652	ENSLOCP00000018950
ENSLOCP00000018950	ENSLOCP00000000652
ENSLOCP00000003129	ENSLOCP00000020696
ENSLOCP00000020696	ENSLOCP00000003129
ENSLOCP00000010645	ENSLOCP00000017896
ENSLOCP00000017896	ENSLOCP00000010645
ENSLOCP00000010645	ENSLOCP00000020285
ENSLOCP00000020285	ENSLOCP00000010645
ENSLOCP00000010645	ENSLOCP00000010889
ENSLOCP00000010889	ENSLOCP00000010645
ENSLOCP00000017896	ENSLOCP00000020285
ENSLOCP00000020285	ENSLOCP00000017896
ENSLOCP00000017896	ENSLOCP00000010889
ENSLOCP00000010889	ENSLOCP00000017896
ENSLOCP00000020285	ENSLOCP00000010889
ENSLOCP00000010889	ENSLOCP00000020285
ENSLOCP00000007559	ENSLOCP00000012730
ENSLOCP00000012730	ENSLOCP00000007559
ENSLOCP00000006418	ENSLOCP00000003333
ENSLOCP00000003333	ENSLOCP00000006418
ENSLOCP00000001038	ENSLOCP00000018806
ENSLOCP00000018806	ENSLOCP00000001038
ENSLOCP00000001038	ENSLOCP00000019871
ENSLOCP00000019871	ENSLOCP00000001038
ENSLOCP00000018806	ENSLOCP00000019871
ENSLOCP00000019871	ENSLOCP00000018806
ENSLOCP00000016558	ENSLOCP00000013610
ENSLOCP00000013610	ENSLOCP00000016558
ENSLOCP00000016558	ENSLOCP00000018105
ENSLOCP00000018105	ENSLOCP00000016558
ENSLOCP00000013610	ENSLOCP00000018105
ENSLOCP00000018105	ENSLOCP00000013610
ENSLOCP00000012543	ENSLOCP00000002932
ENSLOCP00000002932	ENSLOCP00000012543
ENSLOCP00000012543	ENSLOCP00000011753
ENSLOCP00000011753	ENSLOCP00000012543
ENSLOCP00000002932	ENSLOCP00000011753
ENSLOCP00000011753	ENSLOCP00000002932
ENSLOCP00000021879	ENSLOCP00000005432
ENSLOCP00000005432	ENSLOCP00000021879
ENSLOCP00000021879	ENSLOCP00000021497
ENSLOCP00000021497	ENSLOCP00000021879
ENSLOCP00000021879	ENSLOCP00000005463
ENSLOCP00000005463	ENSLOCP00000021879
ENSLOCP00000021879	ENSLOCP00000005445
ENSLOCP00000005445	ENSLOCP00000021879
ENSLOCP00000005432	ENSLOCP00000021497
ENSLOCP00000021497	ENSLOCP00000005432
ENSLOCP00000005432	ENSLOCP00000005463
ENSLOCP00000005463	ENSLOCP00000005432
ENSLOCP00000005432	ENSLOCP00000005445
ENSLOCP00000005445	ENSLOCP00000005432
ENSLOCP00000021497	ENSLOCP00000005463
ENSLOCP00000005463	ENSLOCP00000021497
ENSLOCP00000021497	ENSLOCP00000005445
ENSLOCP00000005445	ENSLOCP00000021497
ENSLOCP00000016193	ENSLOCP00000016202
ENSLOCP00000016202	ENSLOCP00000016193
ENSLOCP00000016193	ENSLOCP00000020862
ENSLOCP00000020862	ENSLOCP00000016193
ENSLOCP00000016202	ENSLOCP00000020862
ENSLOCP00000020862	ENSLOCP00000016202
ENSLOCP00000005057	ENSLOCP00000007678
ENSLOCP00000007678	ENSLOCP00000005057
ENSLOCP00000005057	ENSLOCP00000003755
ENSLOCP00000003755	ENSLOCP00000005057
ENSLOCP00000005057	ENSLOCP00000015571
ENSLOCP00000015571	ENSLOCP00000005057
ENSLOCP00000007678	ENSLOCP00000003755
ENSLOCP00000003755	ENSLOCP00000007678
ENSLOCP00000007678	ENSLOCP00000015571
ENSLOCP00000015571	ENSLOCP00000007678
ENSLOCP00000003755	ENSLOCP00000015571
ENSLOCP00000015571	ENSLOCP00000003755
ENSLOCP00000005103	ENSLOCP00000000597
ENSLOCP00000000597	ENSLOCP00000005103
ENSLOCP00000004777	ENSLOCP00000006939
ENSLOCP00000006939	ENSLOCP00000004777
ENSLOCP00000004777	ENSLOCP00000002879
ENSLOCP00000002879	ENSLOCP00000004777
ENSLOCP00000006939	ENSLOCP00000002879
ENSLOCP00000002879	ENSLOCP00000006939
ENSLOCP00000019984	ENSLOCP00000005838
ENSLOCP00000005838	ENSLOCP00000019984
ENSLOCP00000019984	ENSLOCP00000005124
ENSLOCP00000005124	ENSLOCP00000019984
ENSLOCP00000005838	ENSLOCP00000005124
ENSLOCP00000005124	ENSLOCP00000005838
ENSLOCP00000016217	ENSLOCP00000017874
ENSLOCP00000017874	ENSLOCP00000016217
ENSLOCP00000016217	ENSLOCP00000020553
ENSLOCP00000020553	ENSLOCP00000016217
ENSLOCP00000016217	ENSLOCP00000001583
ENSLOCP00000001583	ENSLOCP00000016217
ENSLOCP00000017874	ENSLOCP00000020553
ENSLOCP00000020553	ENSLOCP00000017874
ENSLOCP00000017874	ENSLOCP00000001583
ENSLOCP00000001583	ENSLOCP00000017874
ENSLOCP00000020553	ENSLOCP00000001583
ENSLOCP00000001583	ENSLOCP00000020553
ENSLOCP00000001726	ENSLOCP00000009554
ENSLOCP00000009554	ENSLOCP00000001726
ENSLOCP00000003468	ENSLOCP00000019978
ENSLOCP00000019978	ENSLOCP00000003468
ENSLOCP00000003468	ENSLOCP00000004255
ENSLOCP00000004255	ENSLOCP00000003468
ENSLOCP00000019978	ENSLOCP00000004255
ENSLOCP00000004255	ENSLOCP00000019978
ENSLOCP00000004774	ENSLOCP00000009118
ENSLOCP00000009118	ENSLOCP00000004774
ENSLOCP00000017535	ENSLOCP00000001131
ENSLOCP00000001131	ENSLOCP00000017535
ENSLOCP00000017535	ENSLOCP00000020571
ENSLOCP00000020571	ENSLOCP00000017535
ENSLOCP00000001131	ENSLOCP00000020571
ENSLOCP00000020571	ENSLOCP00000001131
ENSLOCP00000014362	ENSLOCP00000008855
ENSLOCP00000008855	ENSLOCP00000014362
ENSLOCP00000014362	ENSLOCP00000018152
ENSLOCP00000018152	ENSLOCP00000014362
ENSLOCP00000008855	ENSLOCP00000018152
ENSLOCP00000018152	ENSLOCP00000008855
ENSLOCP00000013202	ENSLOCP00000013364
ENSLOCP00000013364	ENSLOCP00000013202
ENSLOCP00000003995	ENSLOCP00000005167
ENSLOCP00000005167	ENSLOCP00000003995
ENSLOCP00000003995	ENSLOCP00000006245
ENSLOCP00000006245	ENSLOCP00000003995
ENSLOCP00000005167	ENSLOCP00000006245
ENSLOCP00000006245	ENSLOCP00000005167
ENSLOCP00000006446	ENSLOCP00000009089
ENSLOCP00000009089	ENSLOCP00000006446
ENSLOCP00000006446	ENSLOCP00000019079
ENSLOCP00000019079	ENSLOCP00000006446
ENSLOCP00000009089	ENSLOCP00000019079
ENSLOCP00000019079	ENSLOCP00000009089
ENSLOCP00000017468	ENSLOCP00000012505
ENSLOCP00000012505	ENSLOCP00000017468
ENSLOCP00000017468	ENSLOCP00000018743
ENSLOCP00000018743	ENSLOCP00000017468
ENSLOCP00000012505	ENSLOCP00000018743
ENSLOCP00000018743	ENSLOCP00000012505
ENSLOCP00000011399	ENSLOCP00000019811
ENSLOCP00000019811	ENSLOCP00000011399
ENSLOCP00000011399	ENSLOCP00000015512
ENSLOCP00000015512	ENSLOCP00000011399
ENSLOCP00000019811	ENSLOCP00000015512
ENSLOCP00000015512	ENSLOCP00000019811
ENSLOCP00000001444	ENSLOCP00000021181
ENSLOCP00000021181	ENSLOCP00000001444
ENSLOCP00000001444	ENSLOCP00000004406
ENSLOCP00000004406	ENSLOCP00000001444
ENSLOCP00000001444	ENSLOCP00000005357
ENSLOCP00000005357	ENSLOCP00000001444
ENSLOCP00000021181	ENSLOCP00000004406
ENSLOCP00000004406	ENSLOCP00000021181
ENSLOCP00000021181	ENSLOCP00000005357
