ENSTGUP00000010909	ENSTGUP00000008898
ENSTGUP00000001875	ENSTGUP00000004491
ENSTGUP00000004491	ENSTGUP00000001875
ENSTGUP00000007556	ENSTGUP00000006063
ENSTGUP00000006063	ENSTGUP00000007556
ENSTGUP00000002232	ENSTGUP00000001466
ENSTGUP00000001466	ENSTGUP00000002232
ENSTGUP00000002232	ENSTGUP00000011498
ENSTGUP00000011498	ENSTGUP00000002232
ENSTGUP00000001466	ENSTGUP00000011498
ENSTGUP00000011498	ENSTGUP00000001466
ENSTGUP00000006544	ENSTGUP00000006179
ENSTGUP00000006179	ENSTGUP00000006544
ENSTGUP00000015213	ENSTGUP00000005129
ENSTGUP00000005129	ENSTGUP00000015213
ENSTGUP00000003173	ENSTGUP00000000521
ENSTGUP00000000521	ENSTGUP00000003173
ENSTGUP00000003173	ENSTGUP00000005906
ENSTGUP00000005906	ENSTGUP00000003173
ENSTGUP00000000521	ENSTGUP00000005906
ENSTGUP00000005906	ENSTGUP00000000521
ENSTGUP00000010658	ENSTGUP00000000301
ENSTGUP00000000301	ENSTGUP00000010658
ENSTGUP00000010852	ENSTGUP00000007667
ENSTGUP00000007667	ENSTGUP00000010852
ENSTGUP00000014018	ENSTGUP00000011067
ENSTGUP00000011067	ENSTGUP00000014018
ENSTGUP00000011831	ENSTGUP00000013674
ENSTGUP00000013674	ENSTGUP00000011831
ENSTGUP00000010702	ENSTGUP00000010700
ENSTGUP00000010700	ENSTGUP00000010702
ENSTGUP00000007894	ENSTGUP00000016362
ENSTGUP00000016362	ENSTGUP00000007894
ENSTGUP00000003848	ENSTGUP00000012039
ENSTGUP00000012039	ENSTGUP00000003848
ENSTGUP00000003608	ENSTGUP00000008426
ENSTGUP00000008426	ENSTGUP00000003608
ENSTGUP00000008385	ENSTGUP00000012552
ENSTGUP00000012552	ENSTGUP00000008385
ENSTGUP00000005994	ENSTGUP00000008244
ENSTGUP00000008244	ENSTGUP00000005994
ENSTGUP00000005994	ENSTGUP00000000838
ENSTGUP00000000838	ENSTGUP00000005994
ENSTGUP00000008244	ENSTGUP00000000838
ENSTGUP00000000838	ENSTGUP00000008244
ENSTGUP00000007301	ENSTGUP00000015679
ENSTGUP00000015679	ENSTGUP00000007301
ENSTGUP00000007301	ENSTGUP00000010942
ENSTGUP00000010942	ENSTGUP00000007301
ENSTGUP00000015679	ENSTGUP00000010942
ENSTGUP00000010942	ENSTGUP00000015679
ENSTGUP00000004044	ENSTGUP00000016739
ENSTGUP00000016739	ENSTGUP00000004044
ENSTGUP00000003536	ENSTGUP00000013017
ENSTGUP00000013017	ENSTGUP00000003536
ENSTGUP00000016801	ENSTGUP00000003690
ENSTGUP00000003690	ENSTGUP00000016801
ENSTGUP00000015065	ENSTGUP00000007888
ENSTGUP00000007888	ENSTGUP00000015065
ENSTGUP00000000799	ENSTGUP00000017382
ENSTGUP00000017382	ENSTGUP00000000799
ENSTGUP00000007023	ENSTGUP00000000170
ENSTGUP00000000170	ENSTGUP00000007023
ENSTGUP00000012068	ENSTGUP00000001109
ENSTGUP00000001109	ENSTGUP00000012068
ENSTGUP00000012068	ENSTGUP00000001072
ENSTGUP00000001072	ENSTGUP00000012068
ENSTGUP00000001109	ENSTGUP00000001072
ENSTGUP00000001072	ENSTGUP00000001109
ENSTGUP00000013015	ENSTGUP00000014043
ENSTGUP00000014043	ENSTGUP00000013015
ENSTGUP00000012213	ENSTGUP00000002625
ENSTGUP00000002625	ENSTGUP00000012213
ENSTGUP00000001297	ENSTGUP00000013498
ENSTGUP00000013498	ENSTGUP00000001297
ENSTGUP00000001297	ENSTGUP00000012887
ENSTGUP00000012887	ENSTGUP00000001297
ENSTGUP00000013498	ENSTGUP00000012887
ENSTGUP00000012887	ENSTGUP00000013498
ENSTGUP00000011838	ENSTGUP00000003670
ENSTGUP00000003670	ENSTGUP00000011838
ENSTGUP00000004595	ENSTGUP00000006197
ENSTGUP00000006197	ENSTGUP00000004595
ENSTGUP00000003151	ENSTGUP00000006318
ENSTGUP00000006318	ENSTGUP00000003151
ENSTGUP00000001191	ENSTGUP00000011220
ENSTGUP00000011220	ENSTGUP00000001191
ENSTGUP00000001191	ENSTGUP00000011215
ENSTGUP00000011215	ENSTGUP00000001191
ENSTGUP00000011220	ENSTGUP00000011215
ENSTGUP00000011215	ENSTGUP00000011220
ENSTGUP00000009506	ENSTGUP00000003610
ENSTGUP00000003610	ENSTGUP00000009506
ENSTGUP00000015412	ENSTGUP00000013875
ENSTGUP00000013875	ENSTGUP00000015412
ENSTGUP00000015412	ENSTGUP00000009416
ENSTGUP00000009416	ENSTGUP00000015412
ENSTGUP00000013875	ENSTGUP00000009416
ENSTGUP00000009416	ENSTGUP00000013875
ENSTGUP00000009212	ENSTGUP00000008234
ENSTGUP00000008234	ENSTGUP00000009212
ENSTGUP00000009212	ENSTGUP00000006404
ENSTGUP00000006404	ENSTGUP00000009212
ENSTGUP00000008234	ENSTGUP00000006404
ENSTGUP00000006404	ENSTGUP00000008234
ENSTGUP00000003326	ENSTGUP00000007688
ENSTGUP00000007688	ENSTGUP00000003326
ENSTGUP00000003326	ENSTGUP00000010508
ENSTGUP00000010508	ENSTGUP00000003326
ENSTGUP00000007688	ENSTGUP00000010508
ENSTGUP00000010508	ENSTGUP00000007688
ENSTGUP00000015313	ENSTGUP00000003046
ENSTGUP00000003046	ENSTGUP00000015313
ENSTGUP00000015313	ENSTGUP00000010351
ENSTGUP00000010351	ENSTGUP00000015313
ENSTGUP00000003046	ENSTGUP00000010351
ENSTGUP00000010351	ENSTGUP00000003046
ENSTGUP00000009819	ENSTGUP00000010932
ENSTGUP00000010932	ENSTGUP00000009819
ENSTGUP00000017405	ENSTGUP00000006977
ENSTGUP00000006977	ENSTGUP00000017405
ENSTGUP00000000619	ENSTGUP00000005463
ENSTGUP00000005463	ENSTGUP00000000619
ENSTGUP00000000619	ENSTGUP00000000481
ENSTGUP00000000481	ENSTGUP00000000619
ENSTGUP00000005463	ENSTGUP00000000481
ENSTGUP00000000481	ENSTGUP00000005463
ENSTGUP00000004231	ENSTGUP00000005024
ENSTGUP00000005024	ENSTGUP00000004231
ENSTGUP00000016134	ENSTGUP00000006382
ENSTGUP00000006382	ENSTGUP00000016134
ENSTGUP00000000199	ENSTGUP00000011195
ENSTGUP00000011195	ENSTGUP00000000199
ENSTGUP00000000199	ENSTGUP00000001212
ENSTGUP00000001212	ENSTGUP00000000199
ENSTGUP00000011195	ENSTGUP00000001212
ENSTGUP00000001212	ENSTGUP00000011195
ENSTGUP00000002758	ENSTGUP00000006030
ENSTGUP00000006030	ENSTGUP00000002758
ENSTGUP00000006401	ENSTGUP00000014376
ENSTGUP00000014376	ENSTGUP00000006401
ENSTGUP00000006401	ENSTGUP00000017678
ENSTGUP00000017678	ENSTGUP00000006401
ENSTGUP00000014376	ENSTGUP00000017678
ENSTGUP00000017678	ENSTGUP00000014376
ENSTGUP00000013122	ENSTGUP00000013121
ENSTGUP00000013121	ENSTGUP00000013122
ENSTGUP00000011542	ENSTGUP00000013074
ENSTGUP00000013074	ENSTGUP00000011542
ENSTGUP00000007292	ENSTGUP00000012977
ENSTGUP00000012977	ENSTGUP00000007292
ENSTGUP00000004065	ENSTGUP00000003703
ENSTGUP00000003703	ENSTGUP00000004065
ENSTGUP00000005527	ENSTGUP00000012632
ENSTGUP00000012632	ENSTGUP00000005527
ENSTGUP00000005877	ENSTGUP00000010972
ENSTGUP00000010972	ENSTGUP00000005877
ENSTGUP00000011504	ENSTGUP00000003461
ENSTGUP00000003461	ENSTGUP00000011504
ENSTGUP00000009265	ENSTGUP00000007959
ENSTGUP00000007959	ENSTGUP00000009265
ENSTGUP00000007057	ENSTGUP00000013093
ENSTGUP00000013093	ENSTGUP00000007057
ENSTGUP00000004598	ENSTGUP00000017230
ENSTGUP00000017230	ENSTGUP00000004598
ENSTGUP00000004598	ENSTGUP00000009696
ENSTGUP00000009696	ENSTGUP00000004598
ENSTGUP00000002919	ENSTGUP00000007924
ENSTGUP00000007924	ENSTGUP00000002919
ENSTGUP00000010762	ENSTGUP00000009716
ENSTGUP00000009716	ENSTGUP00000010762
ENSTGUP00000001818	ENSTGUP00000001675
ENSTGUP00000001675	ENSTGUP00000001818
ENSTGUP00000007273	ENSTGUP00000008132
ENSTGUP00000008132	ENSTGUP00000007273
ENSTGUP00000009825	ENSTGUP00000008123
ENSTGUP00000008123	ENSTGUP00000009825
ENSTGUP00000003045	ENSTGUP00000001198
ENSTGUP00000001198	ENSTGUP00000003045
ENSTGUP00000000267	ENSTGUP00000000844
ENSTGUP00000000844	ENSTGUP00000000267
ENSTGUP00000000267	ENSTGUP00000008322
ENSTGUP00000008322	ENSTGUP00000000267
ENSTGUP00000000267	ENSTGUP00000014820
ENSTGUP00000014820	ENSTGUP00000000267
ENSTGUP00000000844	ENSTGUP00000008322
ENSTGUP00000008322	ENSTGUP00000000844
ENSTGUP00000000844	ENSTGUP00000014820
ENSTGUP00000014820	ENSTGUP00000000844
ENSTGUP00000010764	ENSTGUP00000010774
ENSTGUP00000010774	ENSTGUP00000010764
ENSTGUP00000011334	ENSTGUP00000005869
ENSTGUP00000005869	ENSTGUP00000011334
ENSTGUP00000010321	ENSTGUP00000005882
ENSTGUP00000005882	ENSTGUP00000010321
ENSTGUP00000008330	ENSTGUP00000005623
ENSTGUP00000005623	ENSTGUP00000008330
ENSTGUP00000008330	ENSTGUP00000012941
ENSTGUP00000012941	ENSTGUP00000008330
ENSTGUP00000005623	ENSTGUP00000012941
ENSTGUP00000012941	ENSTGUP00000005623
ENSTGUP00000011396	ENSTGUP00000004349
ENSTGUP00000004349	ENSTGUP00000011396
ENSTGUP00000011396	ENSTGUP00000011996
ENSTGUP00000011996	ENSTGUP00000011396
ENSTGUP00000004349	ENSTGUP00000011996
ENSTGUP00000011996	ENSTGUP00000004349
ENSTGUP00000013981	ENSTGUP00000013594
ENSTGUP00000013594	ENSTGUP00000013981
ENSTGUP00000012060	ENSTGUP00000000753
ENSTGUP00000000753	ENSTGUP00000012060
ENSTGUP00000012060	ENSTGUP00000010288
ENSTGUP00000010288	ENSTGUP00000012060
ENSTGUP00000000753	ENSTGUP00000010288
ENSTGUP00000010288	ENSTGUP00000000753
ENSTGUP00000011151	ENSTGUP00000012735
ENSTGUP00000012735	ENSTGUP00000011151
ENSTGUP00000011151	ENSTGUP00000005543
ENSTGUP00000005543	ENSTGUP00000011151
ENSTGUP00000012735	ENSTGUP00000005543
ENSTGUP00000005543	ENSTGUP00000012735
ENSTGUP00000007877	ENSTGUP00000003846
ENSTGUP00000003846	ENSTGUP00000007877
ENSTGUP00000010180	ENSTGUP00000010064
ENSTGUP00000010064	ENSTGUP00000010180
ENSTGUP00000001301	ENSTGUP00000013520
ENSTGUP00000013520	ENSTGUP00000001301
ENSTGUP00000001301	ENSTGUP00000009710
ENSTGUP00000009710	ENSTGUP00000001301
ENSTGUP00000013520	ENSTGUP00000009710
ENSTGUP00000009710	ENSTGUP00000013520
ENSTGUP00000015636	ENSTGUP00000015861
ENSTGUP00000015861	ENSTGUP00000015636
ENSTGUP00000015636	ENSTGUP00000005661
ENSTGUP00000005661	ENSTGUP00000015636
ENSTGUP00000015861	ENSTGUP00000005661
ENSTGUP00000005661	ENSTGUP00000015861
ENSTGUP00000012489	ENSTGUP00000006219
ENSTGUP00000006219	ENSTGUP00000012489
ENSTGUP00000008887	ENSTGUP00000012916
ENSTGUP00000012916	ENSTGUP00000008887
ENSTGUP00000006238	ENSTGUP00000012854
ENSTGUP00000012854	ENSTGUP00000006238
ENSTGUP00000001563	ENSTGUP00000011904
ENSTGUP00000011904	ENSTGUP00000001563
ENSTGUP00000001563	ENSTGUP00000003961
ENSTGUP00000003961	ENSTGUP00000001563
ENSTGUP00000011904	ENSTGUP00000003961
ENSTGUP00000003961	ENSTGUP00000011904
ENSTGUP00000010248	ENSTGUP00000000343
ENSTGUP00000000343	ENSTGUP00000010248
ENSTGUP00000015102	ENSTGUP00000005660
ENSTGUP00000005660	ENSTGUP00000015102
ENSTGUP00000013816	ENSTGUP00000009904
ENSTGUP00000009904	ENSTGUP00000013816
ENSTGUP00000006429	ENSTGUP00000017676
ENSTGUP00000017676	ENSTGUP00000006429
ENSTGUP00000013643	ENSTGUP00000014237
ENSTGUP00000014237	ENSTGUP00000013643
ENSTGUP00000000678	ENSTGUP00000016533
ENSTGUP00000016533	ENSTGUP00000000678
ENSTGUP00000003063	ENSTGUP00000012534
ENSTGUP00000012534	ENSTGUP00000003063
ENSTGUP00000010886	ENSTGUP00000012726
ENSTGUP00000012726	ENSTGUP00000010886
ENSTGUP00000011797	ENSTGUP00000010968
ENSTGUP00000010968	ENSTGUP00000011797
ENSTGUP00000008370	ENSTGUP00000001797
ENSTGUP00000001797	ENSTGUP00000008370
ENSTGUP00000012459	ENSTGUP00000013430
ENSTGUP00000013430	ENSTGUP00000012459
ENSTGUP00000014030	ENSTGUP00000012987
ENSTGUP00000012987	ENSTGUP00000014030
ENSTGUP00000017832	ENSTGUP00000014575
ENSTGUP00000014575	ENSTGUP00000017832
ENSTGUP00000017832	ENSTGUP00000007262
ENSTGUP00000007262	ENSTGUP00000017832
ENSTGUP00000008439	ENSTGUP00000010076
ENSTGUP00000010076	ENSTGUP00000008439
ENSTGUP00000003145	ENSTGUP00000012582
ENSTGUP00000012582	ENSTGUP00000003145
ENSTGUP00000001276	ENSTGUP00000013578
ENSTGUP00000013578	ENSTGUP00000001276
ENSTGUP00000009950	ENSTGUP00000002234
ENSTGUP00000002234	ENSTGUP00000009950
ENSTGUP00000015885	ENSTGUP00000009183
ENSTGUP00000009183	ENSTGUP00000015885
ENSTGUP00000004627	ENSTGUP00000008150
ENSTGUP00000008150	ENSTGUP00000004627
ENSTGUP00000004428	ENSTGUP00000003539
ENSTGUP00000003539	ENSTGUP00000004428
ENSTGUP00000014088	ENSTGUP00000011379
ENSTGUP00000011379	ENSTGUP00000014088
ENSTGUP00000014088	ENSTGUP00000009907
ENSTGUP00000009907	ENSTGUP00000014088
ENSTGUP00000011379	ENSTGUP00000009907
ENSTGUP00000009907	ENSTGUP00000011379
ENSTGUP00000000597	ENSTGUP00000000605
ENSTGUP00000000605	ENSTGUP00000000597
ENSTGUP00000009902	ENSTGUP00000011155
ENSTGUP00000011155	ENSTGUP00000009902
ENSTGUP00000009902	ENSTGUP00000008090
ENSTGUP00000008090	ENSTGUP00000009902
ENSTGUP00000011155	ENSTGUP00000008090
ENSTGUP00000008090	ENSTGUP00000011155
ENSTGUP00000010271	ENSTGUP00000012253
ENSTGUP00000012253	ENSTGUP00000010271
ENSTGUP00000004468	ENSTGUP00000007138
ENSTGUP00000007138	ENSTGUP00000004468
ENSTGUP00000007064	ENSTGUP00000017766
ENSTGUP00000017766	ENSTGUP00000007064
ENSTGUP00000006973	ENSTGUP00000013072
ENSTGUP00000013072	ENSTGUP00000006973
ENSTGUP00000001213	ENSTGUP00000017432
ENSTGUP00000017432	ENSTGUP00000001213
ENSTGUP00000003626	ENSTGUP00000002013
ENSTGUP00000002013	ENSTGUP00000003626
ENSTGUP00000000968	ENSTGUP00000010632
ENSTGUP00000010632	ENSTGUP00000000968
ENSTGUP00000004330	ENSTGUP00000004469
ENSTGUP00000004469	ENSTGUP00000004330
ENSTGUP00000009927	ENSTGUP00000006183
ENSTGUP00000006183	ENSTGUP00000009927
ENSTGUP00000010543	ENSTGUP00000012635
ENSTGUP00000012635	ENSTGUP00000010543
ENSTGUP00000011755	ENSTGUP00000005251
ENSTGUP00000005251	ENSTGUP00000011755
ENSTGUP00000005526	ENSTGUP00000005821
ENSTGUP00000005821	ENSTGUP00000005526
ENSTGUP00000001261	ENSTGUP00000006144
ENSTGUP00000006144	ENSTGUP00000001261
ENSTGUP00000007706	ENSTGUP00000016631
ENSTGUP00000016631	ENSTGUP00000007706
ENSTGUP00000007946	ENSTGUP00000004240
ENSTGUP00000004240	ENSTGUP00000007946
ENSTGUP00000000564	ENSTGUP00000009468
ENSTGUP00000009468	ENSTGUP00000000564
ENSTGUP00000011205	ENSTGUP00000017735
ENSTGUP00000017735	ENSTGUP00000011205
ENSTGUP00000004664	ENSTGUP00000001320
ENSTGUP00000001320	ENSTGUP00000004664
ENSTGUP00000010519	ENSTGUP00000000518
ENSTGUP00000000518	ENSTGUP00000010519
ENSTGUP00000016113	ENSTGUP00000009733
ENSTGUP00000009733	ENSTGUP00000016113
ENSTGUP00000000728	ENSTGUP00000016931
ENSTGUP00000016931	ENSTGUP00000000728
ENSTGUP00000008129	ENSTGUP00000004473
ENSTGUP00000004473	ENSTGUP00000008129
ENSTGUP00000009534	ENSTGUP00000002389
ENSTGUP00000002389	ENSTGUP00000009534
ENSTGUP00000011344	ENSTGUP00000001230
ENSTGUP00000001230	ENSTGUP00000011344
ENSTGUP00000005750	ENSTGUP00000011813
ENSTGUP00000011813	ENSTGUP00000005750
ENSTGUP00000010853	ENSTGUP00000012609
ENSTGUP00000012609	ENSTGUP00000010853
ENSTGUP00000005210	ENSTGUP00000015146
ENSTGUP00000015146	ENSTGUP00000005210
ENSTGUP00000007365	ENSTGUP00000000966
ENSTGUP00000000966	ENSTGUP00000007365
ENSTGUP00000014658	ENSTGUP00000007321
ENSTGUP00000007321	ENSTGUP00000014658
ENSTGUP00000006904	ENSTGUP00000010585
ENSTGUP00000010585	ENSTGUP00000006904
ENSTGUP00000009782	ENSTGUP00000007384
ENSTGUP00000007384	ENSTGUP00000009782
ENSTGUP00000012590	ENSTGUP00000001060
ENSTGUP00000001060	ENSTGUP00000012590
ENSTGUP00000012502	ENSTGUP00000013443
ENSTGUP00000013443	ENSTGUP00000012502
ENSTGUP00000005820	ENSTGUP00000010253
ENSTGUP00000010253	ENSTGUP00000005820
ENSTGUP00000010555	ENSTGUP00000002453
ENSTGUP00000002453	ENSTGUP00000010555
ENSTGUP00000011765	ENSTGUP00000010001
ENSTGUP00000010001	ENSTGUP00000011765
ENSTGUP00000010280	ENSTGUP00000005091
ENSTGUP00000005091	ENSTGUP00000010280
ENSTGUP00000008532	ENSTGUP00000013285
ENSTGUP00000013285	ENSTGUP00000008532
ENSTGUP00000008532	ENSTGUP00000016015
ENSTGUP00000016015	ENSTGUP00000008532
ENSTGUP00000014833	ENSTGUP00000001490
ENSTGUP00000001490	ENSTGUP00000014833
ENSTGUP00000006568	ENSTGUP00000015328
ENSTGUP00000015328	ENSTGUP00000006568
ENSTGUP00000009125	ENSTGUP00000016668
ENSTGUP00000016668	ENSTGUP00000009125
ENSTGUP00000008436	ENSTGUP00000013291
ENSTGUP00000013291	ENSTGUP00000008436
ENSTGUP00000000665	ENSTGUP00000004008
ENSTGUP00000004008	ENSTGUP00000000665
ENSTGUP00000013548	ENSTGUP00000000824
ENSTGUP00000000824	ENSTGUP00000013548
ENSTGUP00000002501	ENSTGUP00000012858
ENSTGUP00000012858	ENSTGUP00000002501
ENSTGUP00000005573	ENSTGUP00000012527
ENSTGUP00000012527	ENSTGUP00000005573
ENSTGUP00000010818	ENSTGUP00000003302
ENSTGUP00000003302	ENSTGUP00000010818
ENSTGUP00000003141	ENSTGUP00000012583
ENSTGUP00000012583	ENSTGUP00000003141
ENSTGUP00000016119	ENSTGUP00000010914
ENSTGUP00000010914	ENSTGUP00000016119
ENSTGUP00000015569	ENSTGUP00000006357
ENSTGUP00000006357	ENSTGUP00000015569
ENSTGUP00000012493	ENSTGUP00000008216
ENSTGUP00000008216	ENSTGUP00000012493
ENSTGUP00000012597	ENSTGUP00000010168
ENSTGUP00000010168	ENSTGUP00000012597
ENSTGUP00000008630	ENSTGUP00000013275
ENSTGUP00000013275	ENSTGUP00000008630
ENSTGUP00000003915	ENSTGUP00000004705
ENSTGUP00000004705	ENSTGUP00000003915
ENSTGUP00000001133	ENSTGUP00000004839
ENSTGUP00000004839	ENSTGUP00000001133
ENSTGUP00000005280	ENSTGUP00000012468
ENSTGUP00000012468	ENSTGUP00000005280
ENSTGUP00000013539	ENSTGUP00000012351
ENSTGUP00000012351	ENSTGUP00000013539
ENSTGUP00000009991	ENSTGUP00000000241
ENSTGUP00000000241	ENSTGUP00000009991
ENSTGUP00000013101	ENSTGUP00000012991
ENSTGUP00000012991	ENSTGUP00000013101
ENSTGUP00000008910	ENSTGUP00000000754
ENSTGUP00000000754	ENSTGUP00000008910
ENSTGUP00000006013	ENSTGUP00000003006
ENSTGUP00000003006	ENSTGUP00000006013
ENSTGUP00000005048	ENSTGUP00000003749
ENSTGUP00000003749	ENSTGUP00000005048
ENSTGUP00000007757	ENSTGUP00000017223
ENSTGUP00000017223	ENSTGUP00000007757
ENSTGUP00000005583	ENSTGUP00000014365
ENSTGUP00000014365	ENSTGUP00000005583
ENSTGUP00000005583	ENSTGUP00000000939
ENSTGUP00000000939	ENSTGUP00000005583
ENSTGUP00000000486	ENSTGUP00000003881
ENSTGUP00000003881	ENSTGUP00000000486
ENSTGUP00000004526	ENSTGUP00000013788
ENSTGUP00000013788	ENSTGUP00000004526
ENSTGUP00000006978	ENSTGUP00000008752
ENSTGUP00000008752	ENSTGUP00000006978
ENSTGUP00000006175	ENSTGUP00000001625
ENSTGUP00000001625	ENSTGUP00000006175
ENSTGUP00000008228	ENSTGUP00000008218
ENSTGUP00000008218	ENSTGUP00000008228
ENSTGUP00000008228	ENSTGUP00000007229
ENSTGUP00000007229	ENSTGUP00000008228
ENSTGUP00000008218	ENSTGUP00000007229
ENSTGUP00000007229	ENSTGUP00000008218
ENSTGUP00000000326	ENSTGUP00000005060
ENSTGUP00000005060	ENSTGUP00000000326
ENSTGUP00000000326	ENSTGUP00000003789
ENSTGUP00000003789	ENSTGUP00000000326
ENSTGUP00000005060	ENSTGUP00000003789
ENSTGUP00000003789	ENSTGUP00000005060
ENSTGUP00000005552	ENSTGUP00000005227
ENSTGUP00000005227	ENSTGUP00000005552
ENSTGUP00000000598	ENSTGUP00000005125
ENSTGUP00000005125	ENSTGUP00000000598
ENSTGUP00000008945	ENSTGUP00000002774
ENSTGUP00000002774	ENSTGUP00000008945
ENSTGUP00000009543	ENSTGUP00000017528
ENSTGUP00000017528	ENSTGUP00000009543
ENSTGUP00000000328	ENSTGUP00000004675
ENSTGUP00000004675	ENSTGUP00000000328
ENSTGUP00000007471	ENSTGUP00000000713
ENSTGUP00000000713	ENSTGUP00000007471
ENSTGUP00000007471	ENSTGUP00000014988
ENSTGUP00000014988	ENSTGUP00000007471
ENSTGUP00000008467	ENSTGUP00000011802
ENSTGUP00000011802	ENSTGUP00000008467
ENSTGUP00000012905	ENSTGUP00000008927
ENSTGUP00000008927	ENSTGUP00000012905
ENSTGUP00000006214	ENSTGUP00000005143
ENSTGUP00000005143	ENSTGUP00000006214
ENSTGUP00000005916	ENSTGUP00000015734
ENSTGUP00000015734	ENSTGUP00000005916
ENSTGUP00000009055	ENSTGUP00000009249
ENSTGUP00000009249	ENSTGUP00000009055
ENSTGUP00000007766	ENSTGUP00000013920
ENSTGUP00000013920	ENSTGUP00000007766
ENSTGUP00000015560	ENSTGUP00000002410
ENSTGUP00000002410	ENSTGUP00000015560
ENSTGUP00000008835	ENSTGUP00000008008
ENSTGUP00000008008	ENSTGUP00000008835
ENSTGUP00000013126	ENSTGUP00000004143
ENSTGUP00000004143	ENSTGUP00000013126
ENSTGUP00000010022	ENSTGUP00000006757
ENSTGUP00000006757	ENSTGUP00000010022
ENSTGUP00000002107	ENSTGUP00000001407
ENSTGUP00000001407	ENSTGUP00000002107
ENSTGUP00000000781	ENSTGUP00000007638
ENSTGUP00000007638	ENSTGUP00000000781
ENSTGUP00000000781	ENSTGUP00000001037
ENSTGUP00000001037	ENSTGUP00000000781
ENSTGUP00000007638	ENSTGUP00000001037
ENSTGUP00000001037	ENSTGUP00000007638
ENSTGUP00000004969	ENSTGUP00000005219
ENSTGUP00000005219	ENSTGUP00000004969
ENSTGUP00000003656	ENSTGUP00000009878
ENSTGUP00000009878	ENSTGUP00000003656
ENSTGUP00000007069	ENSTGUP00000003584
ENSTGUP00000003584	ENSTGUP00000007069
ENSTGUP00000014304	ENSTGUP00000015900
ENSTGUP00000015900	ENSTGUP00000014304
ENSTGUP00000011527	ENSTGUP00000012793
ENSTGUP00000012793	ENSTGUP00000011527
ENSTGUP00000013360	ENSTGUP00000003325
ENSTGUP00000003325	ENSTGUP00000013360
ENSTGUP00000004251	ENSTGUP00000016791
ENSTGUP00000016791	ENSTGUP00000004251
ENSTGUP00000009448	ENSTGUP00000008344
ENSTGUP00000008344	ENSTGUP00000009448
ENSTGUP00000010621	ENSTGUP00000003038
ENSTGUP00000003038	ENSTGUP00000010621
ENSTGUP00000001987	ENSTGUP00000008050
ENSTGUP00000008050	ENSTGUP00000001987
ENSTGUP00000001987	ENSTGUP00000014049
ENSTGUP00000014049	ENSTGUP00000001987
ENSTGUP00000002976	ENSTGUP00000008141
ENSTGUP00000008141	ENSTGUP00000002976
ENSTGUP00000011367	ENSTGUP00000005639
ENSTGUP00000005639	ENSTGUP00000011367
ENSTGUP00000011367	ENSTGUP00000000556
ENSTGUP00000000556	ENSTGUP00000011367
ENSTGUP00000005639	ENSTGUP00000000556
ENSTGUP00000000556	ENSTGUP00000005639
ENSTGUP00000011784	ENSTGUP00000002725
ENSTGUP00000002725	ENSTGUP00000011784
ENSTGUP00000009998	ENSTGUP00000013223
ENSTGUP00000013223	ENSTGUP00000009998
ENSTGUP00000001934	ENSTGUP00000000877
ENSTGUP00000000877	ENSTGUP00000001934
ENSTGUP00000010670	ENSTGUP00000002816
ENSTGUP00000002816	ENSTGUP00000010670
ENSTGUP00000010769	ENSTGUP00000013163
ENSTGUP00000013163	ENSTGUP00000010769
ENSTGUP00000000166	ENSTGUP00000012963
ENSTGUP00000012963	ENSTGUP00000000166
ENSTGUP00000009882	ENSTGUP00000003875
ENSTGUP00000003875	ENSTGUP00000009882
ENSTGUP00000006146	ENSTGUP00000008548
ENSTGUP00000008548	ENSTGUP00000006146
ENSTGUP00000013260	ENSTGUP00000007246
ENSTGUP00000007246	ENSTGUP00000013260
ENSTGUP00000015415	ENSTGUP00000013879
ENSTGUP00000013879	ENSTGUP00000015415
ENSTGUP00000010875	ENSTGUP00000000662
ENSTGUP00000000662	ENSTGUP00000010875
ENSTGUP00000007199	ENSTGUP00000000745
ENSTGUP00000000745	ENSTGUP00000007199
ENSTGUP00000016353	ENSTGUP00000001263
ENSTGUP00000001263	ENSTGUP00000016353
ENSTGUP00000012927	ENSTGUP00000004933
ENSTGUP00000004933	ENSTGUP00000012927
ENSTGUP00000017093	ENSTGUP00000002348
ENSTGUP00000002348	ENSTGUP00000017093
ENSTGUP00000017093	ENSTGUP00000015131
ENSTGUP00000015131	ENSTGUP00000017093
ENSTGUP00000012396	ENSTGUP00000005995
ENSTGUP00000005995	ENSTGUP00000012396
ENSTGUP00000017024	ENSTGUP00000010202
ENSTGUP00000010202	ENSTGUP00000017024
ENSTGUP00000016298	ENSTGUP00000010202
ENSTGUP00000010202	ENSTGUP00000016298
ENSTGUP00000005067	ENSTGUP00000006160
ENSTGUP00000006160	ENSTGUP00000005067
ENSTGUP00000003774	ENSTGUP00000003772
ENSTGUP00000003772	ENSTGUP00000003774
ENSTGUP00000008269	ENSTGUP00000009925
ENSTGUP00000009925	ENSTGUP00000008269
ENSTGUP00000008615	ENSTGUP00000002089
ENSTGUP00000002089	ENSTGUP00000008615
ENSTGUP00000008900	ENSTGUP00000011043
ENSTGUP00000011043	ENSTGUP00000008900
ENSTGUP00000010710	ENSTGUP00000013500
ENSTGUP00000013500	ENSTGUP00000010710
ENSTGUP00000001496	ENSTGUP00000012773
ENSTGUP00000012773	ENSTGUP00000001496
ENSTGUP00000007979	ENSTGUP00000004611
ENSTGUP00000004611	ENSTGUP00000007979
