ENSCAFP00000026820	ENSCAFP00000014703
ENSCAFP00000000237	ENSCAFP00000032037
ENSCAFP00000020283	ENSCAFP00000036030
ENSCAFP00000036030	ENSCAFP00000020283
ENSCAFP00000020283	ENSCAFP00000000237
ENSCAFP00000000237	ENSCAFP00000020283
ENSCAFP00000036030	ENSCAFP00000000237
ENSCAFP00000000237	ENSCAFP00000036030
ENSCAFP00000008287	ENSCAFP00000028152
ENSCAFP00000028152	ENSCAFP00000008287
ENSCAFP00000008287	ENSCAFP00000002470
ENSCAFP00000002470	ENSCAFP00000008287
ENSCAFP00000028152	ENSCAFP00000002470
ENSCAFP00000002470	ENSCAFP00000028152
ENSCAFP00000007434	ENSCAFP00000022325
ENSCAFP00000022325	ENSCAFP00000007434
ENSCAFP00000005060	ENSCAFP00000008308
ENSCAFP00000008308	ENSCAFP00000005060
ENSCAFP00000039695	ENSCAFP00000016162
ENSCAFP00000016162	ENSCAFP00000039695
ENSCAFP00000039695	ENSCAFP00000016789
ENSCAFP00000016789	ENSCAFP00000039695
ENSCAFP00000016162	ENSCAFP00000016789
ENSCAFP00000016789	ENSCAFP00000016162
ENSCAFP00000037526	ENSCAFP00000018306
ENSCAFP00000018306	ENSCAFP00000037526
ENSCAFP00000037526	ENSCAFP00000021870
ENSCAFP00000021870	ENSCAFP00000037526
ENSCAFP00000018306	ENSCAFP00000021870
ENSCAFP00000021870	ENSCAFP00000018306
ENSCAFP00000002620	ENSCAFP00000013814
ENSCAFP00000013814	ENSCAFP00000002620
ENSCAFP00000022420	ENSCAFP00000027404
ENSCAFP00000027404	ENSCAFP00000022420
ENSCAFP00000022420	ENSCAFP00000012039
ENSCAFP00000012039	ENSCAFP00000022420
ENSCAFP00000027404	ENSCAFP00000012039
ENSCAFP00000012039	ENSCAFP00000027404
ENSCAFP00000000380	ENSCAFP00000041269
ENSCAFP00000041269	ENSCAFP00000000380
ENSCAFP00000000380	ENSCAFP00000041648
ENSCAFP00000041648	ENSCAFP00000000380
ENSCAFP00000041269	ENSCAFP00000041648
ENSCAFP00000041648	ENSCAFP00000041269
ENSCAFP00000041657	ENSCAFP00000010221
ENSCAFP00000010221	ENSCAFP00000041657
ENSCAFP00000041657	ENSCAFP00000029364
ENSCAFP00000029364	ENSCAFP00000041657
ENSCAFP00000010221	ENSCAFP00000029364
ENSCAFP00000029364	ENSCAFP00000010221
ENSCAFP00000008225	ENSCAFP00000005968
ENSCAFP00000005968	ENSCAFP00000008225
ENSCAFP00000030025	ENSCAFP00000012211
ENSCAFP00000012211	ENSCAFP00000030025
ENSCAFP00000030025	ENSCAFP00000017107
ENSCAFP00000017107	ENSCAFP00000030025
ENSCAFP00000012211	ENSCAFP00000017107
ENSCAFP00000017107	ENSCAFP00000012211
ENSCAFP00000007064	ENSCAFP00000002156
ENSCAFP00000002156	ENSCAFP00000007064
ENSCAFP00000007064	ENSCAFP00000031044
ENSCAFP00000031044	ENSCAFP00000007064
ENSCAFP00000002156	ENSCAFP00000031044
ENSCAFP00000031044	ENSCAFP00000002156
ENSCAFP00000020966	ENSCAFP00000000946
ENSCAFP00000000946	ENSCAFP00000020966
ENSCAFP00000025939	ENSCAFP00000010142
ENSCAFP00000010142	ENSCAFP00000025939
ENSCAFP00000025939	ENSCAFP00000010630
ENSCAFP00000010630	ENSCAFP00000025939
ENSCAFP00000010142	ENSCAFP00000010630
ENSCAFP00000010630	ENSCAFP00000010142
ENSCAFP00000026270	ENSCAFP00000004380
ENSCAFP00000004380	ENSCAFP00000026270
ENSCAFP00000029202	ENSCAFP00000010304
ENSCAFP00000010304	ENSCAFP00000029202
ENSCAFP00000011566	ENSCAFP00000015442
ENSCAFP00000015442	ENSCAFP00000011566
ENSCAFP00000016164	ENSCAFP00000015379
ENSCAFP00000015379	ENSCAFP00000016164
ENSCAFP00000036102	ENSCAFP00000017194
ENSCAFP00000017194	ENSCAFP00000036102
ENSCAFP00000036795	ENSCAFP00000038623
ENSCAFP00000038623	ENSCAFP00000036795
ENSCAFP00000036795	ENSCAFP00000028466
ENSCAFP00000028466	ENSCAFP00000036795
ENSCAFP00000038623	ENSCAFP00000028466
ENSCAFP00000028466	ENSCAFP00000038623
ENSCAFP00000029584	ENSCAFP00000027463
ENSCAFP00000027463	ENSCAFP00000029584
ENSCAFP00000029584	ENSCAFP00000036321
ENSCAFP00000036321	ENSCAFP00000029584
ENSCAFP00000027463	ENSCAFP00000036321
ENSCAFP00000036321	ENSCAFP00000027463
ENSCAFP00000013678	ENSCAFP00000009247
ENSCAFP00000009247	ENSCAFP00000013678
ENSCAFP00000022404	ENSCAFP00000004720
ENSCAFP00000004720	ENSCAFP00000022404
ENSCAFP00000022404	ENSCAFP00000042927
ENSCAFP00000042927	ENSCAFP00000022404
ENSCAFP00000004720	ENSCAFP00000042927
ENSCAFP00000042927	ENSCAFP00000004720
ENSCAFP00000007596	ENSCAFP00000000311
ENSCAFP00000000311	ENSCAFP00000007596
ENSCAFP00000007596	ENSCAFP00000007086
ENSCAFP00000007086	ENSCAFP00000007596
ENSCAFP00000000311	ENSCAFP00000007086
ENSCAFP00000007086	ENSCAFP00000000311
ENSCAFP00000003254	ENSCAFP00000027128
ENSCAFP00000027128	ENSCAFP00000003254
ENSCAFP00000010893	ENSCAFP00000013716
ENSCAFP00000013716	ENSCAFP00000010893
ENSCAFP00000010893	ENSCAFP00000008448
ENSCAFP00000008448	ENSCAFP00000010893
ENSCAFP00000013716	ENSCAFP00000008448
ENSCAFP00000008448	ENSCAFP00000013716
ENSCAFP00000003069	ENSCAFP00000019271
ENSCAFP00000019271	ENSCAFP00000003069
ENSCAFP00000003069	ENSCAFP00000034140
ENSCAFP00000034140	ENSCAFP00000003069
ENSCAFP00000019271	ENSCAFP00000034140
ENSCAFP00000034140	ENSCAFP00000019271
ENSCAFP00000022077	ENSCAFP00000016471
ENSCAFP00000016471	ENSCAFP00000022077
ENSCAFP00000022077	ENSCAFP00000004107
ENSCAFP00000004107	ENSCAFP00000022077
ENSCAFP00000016471	ENSCAFP00000004107
ENSCAFP00000004107	ENSCAFP00000016471
ENSCAFP00000004864	ENSCAFP00000015214
ENSCAFP00000015214	ENSCAFP00000004864
ENSCAFP00000004864	ENSCAFP00000030219
ENSCAFP00000030219	ENSCAFP00000004864
ENSCAFP00000015214	ENSCAFP00000030219
ENSCAFP00000030219	ENSCAFP00000015214
ENSCAFP00000012808	ENSCAFP00000014197
ENSCAFP00000014197	ENSCAFP00000012808
ENSCAFP00000001733	ENSCAFP00000037637
ENSCAFP00000037637	ENSCAFP00000001733
ENSCAFP00000024185	ENSCAFP00000000548
ENSCAFP00000000548	ENSCAFP00000024185
ENSCAFP00000027679	ENSCAFP00000029438
ENSCAFP00000029438	ENSCAFP00000027679
ENSCAFP00000014280	ENSCAFP00000006919
ENSCAFP00000006919	ENSCAFP00000014280
ENSCAFP00000014280	ENSCAFP00000017804
ENSCAFP00000017804	ENSCAFP00000014280
ENSCAFP00000006919	ENSCAFP00000017804
ENSCAFP00000017804	ENSCAFP00000006919
ENSCAFP00000011771	ENSCAFP00000041079
ENSCAFP00000041079	ENSCAFP00000011771
ENSCAFP00000011771	ENSCAFP00000022440
ENSCAFP00000022440	ENSCAFP00000011771
ENSCAFP00000041079	ENSCAFP00000022440
ENSCAFP00000022440	ENSCAFP00000041079
ENSCAFP00000025284	ENSCAFP00000023813
ENSCAFP00000023813	ENSCAFP00000025284
ENSCAFP00000025284	ENSCAFP00000002849
ENSCAFP00000002849	ENSCAFP00000025284
ENSCAFP00000023813	ENSCAFP00000002849
ENSCAFP00000002849	ENSCAFP00000023813
ENSCAFP00000011299	ENSCAFP00000039234
ENSCAFP00000039234	ENSCAFP00000011299
ENSCAFP00000000386	ENSCAFP00000019460
ENSCAFP00000019460	ENSCAFP00000000386
ENSCAFP00000002039	ENSCAFP00000024250
ENSCAFP00000024250	ENSCAFP00000002039
ENSCAFP00000010363	ENSCAFP00000042861
ENSCAFP00000042861	ENSCAFP00000010363
ENSCAFP00000025521	ENSCAFP00000008314
ENSCAFP00000008314	ENSCAFP00000025521
ENSCAFP00000025521	ENSCAFP00000024155
ENSCAFP00000024155	ENSCAFP00000025521
ENSCAFP00000008314	ENSCAFP00000024155
ENSCAFP00000024155	ENSCAFP00000008314
ENSCAFP00000032890	ENSCAFP00000018805
ENSCAFP00000018805	ENSCAFP00000032890
ENSCAFP00000032890	ENSCAFP00000000388
ENSCAFP00000000388	ENSCAFP00000032890
ENSCAFP00000018805	ENSCAFP00000000388
ENSCAFP00000000388	ENSCAFP00000018805
ENSCAFP00000006518	ENSCAFP00000021097
ENSCAFP00000021097	ENSCAFP00000006518
ENSCAFP00000006518	ENSCAFP00000021509
ENSCAFP00000021509	ENSCAFP00000006518
ENSCAFP00000021097	ENSCAFP00000021509
ENSCAFP00000021509	ENSCAFP00000021097
ENSCAFP00000010522	ENSCAFP00000022938
ENSCAFP00000022938	ENSCAFP00000010522
ENSCAFP00000010522	ENSCAFP00000017270
ENSCAFP00000017270	ENSCAFP00000010522
ENSCAFP00000022938	ENSCAFP00000017270
ENSCAFP00000017270	ENSCAFP00000022938
ENSCAFP00000028628	ENSCAFP00000012271
ENSCAFP00000012271	ENSCAFP00000028628
ENSCAFP00000023644	ENSCAFP00000007593
ENSCAFP00000007593	ENSCAFP00000023644
ENSCAFP00000016094	ENSCAFP00000015248
ENSCAFP00000015248	ENSCAFP00000016094
ENSCAFP00000016094	ENSCAFP00000027436
ENSCAFP00000027436	ENSCAFP00000016094
ENSCAFP00000015248	ENSCAFP00000027436
ENSCAFP00000027436	ENSCAFP00000015248
ENSCAFP00000021630	ENSCAFP00000028796
ENSCAFP00000028796	ENSCAFP00000021630
ENSCAFP00000028654	ENSCAFP00000036046
ENSCAFP00000036046	ENSCAFP00000028654
ENSCAFP00000028654	ENSCAFP00000003178
ENSCAFP00000003178	ENSCAFP00000028654
ENSCAFP00000036046	ENSCAFP00000003178
ENSCAFP00000003178	ENSCAFP00000036046
ENSCAFP00000018620	ENSCAFP00000019703
ENSCAFP00000019703	ENSCAFP00000018620
ENSCAFP00000017574	ENSCAFP00000017612
ENSCAFP00000017612	ENSCAFP00000017574
ENSCAFP00000018360	ENSCAFP00000024924
ENSCAFP00000024924	ENSCAFP00000018360
ENSCAFP00000018360	ENSCAFP00000040776
ENSCAFP00000040776	ENSCAFP00000018360
ENSCAFP00000024924	ENSCAFP00000040776
ENSCAFP00000040776	ENSCAFP00000024924
ENSCAFP00000014534	ENSCAFP00000021115
ENSCAFP00000021115	ENSCAFP00000014534
ENSCAFP00000022465	ENSCAFP00000025517
ENSCAFP00000025517	ENSCAFP00000022465
ENSCAFP00000030943	ENSCAFP00000003367
ENSCAFP00000003367	ENSCAFP00000030943
ENSCAFP00000024136	ENSCAFP00000002164
ENSCAFP00000002164	ENSCAFP00000024136
ENSCAFP00000024136	ENSCAFP00000008897
ENSCAFP00000008897	ENSCAFP00000024136
ENSCAFP00000002164	ENSCAFP00000008897
ENSCAFP00000008897	ENSCAFP00000002164
ENSCAFP00000029815	ENSCAFP00000029839
ENSCAFP00000029839	ENSCAFP00000029815
ENSCAFP00000034267	ENSCAFP00000021166
ENSCAFP00000021166	ENSCAFP00000034267
ENSCAFP00000024579	ENSCAFP00000020585
ENSCAFP00000020585	ENSCAFP00000024579
ENSCAFP00000024579	ENSCAFP00000028819
ENSCAFP00000028819	ENSCAFP00000024579
ENSCAFP00000020585	ENSCAFP00000028819
ENSCAFP00000028819	ENSCAFP00000020585
ENSCAFP00000026656	ENSCAFP00000027162
ENSCAFP00000027162	ENSCAFP00000026656
ENSCAFP00000010821	ENSCAFP00000006185
ENSCAFP00000006185	ENSCAFP00000010821
ENSCAFP00000010821	ENSCAFP00000015781
ENSCAFP00000015781	ENSCAFP00000010821
ENSCAFP00000006185	ENSCAFP00000015781
ENSCAFP00000015781	ENSCAFP00000006185
ENSCAFP00000015285	ENSCAFP00000009098
ENSCAFP00000009098	ENSCAFP00000015285
ENSCAFP00000015285	ENSCAFP00000026634
ENSCAFP00000026634	ENSCAFP00000015285
ENSCAFP00000009098	ENSCAFP00000026634
ENSCAFP00000026634	ENSCAFP00000009098
ENSCAFP00000039968	ENSCAFP00000025022
ENSCAFP00000025022	ENSCAFP00000039968
ENSCAFP00000014894	ENSCAFP00000010004
ENSCAFP00000010004	ENSCAFP00000014894
ENSCAFP00000014894	ENSCAFP00000012583
ENSCAFP00000012583	ENSCAFP00000014894
ENSCAFP00000010004	ENSCAFP00000012583
ENSCAFP00000012583	ENSCAFP00000010004
ENSCAFP00000020432	ENSCAFP00000033862
ENSCAFP00000033862	ENSCAFP00000020432
ENSCAFP00000003697	ENSCAFP00000022940
ENSCAFP00000022940	ENSCAFP00000003697
ENSCAFP00000003697	ENSCAFP00000006601
ENSCAFP00000006601	ENSCAFP00000003697
ENSCAFP00000022940	ENSCAFP00000006601
ENSCAFP00000006601	ENSCAFP00000022940
ENSCAFP00000016718	ENSCAFP00000013370
ENSCAFP00000013370	ENSCAFP00000016718
ENSCAFP00000016718	ENSCAFP00000024408
ENSCAFP00000024408	ENSCAFP00000016718
ENSCAFP00000013370	ENSCAFP00000024408
ENSCAFP00000024408	ENSCAFP00000013370
ENSCAFP00000018430	ENSCAFP00000005534
ENSCAFP00000005534	ENSCAFP00000018430
ENSCAFP00000027819	ENSCAFP00000025014
ENSCAFP00000025014	ENSCAFP00000027819
ENSCAFP00000027819	ENSCAFP00000017232
ENSCAFP00000017232	ENSCAFP00000027819
ENSCAFP00000025014	ENSCAFP00000017232
ENSCAFP00000017232	ENSCAFP00000025014
ENSCAFP00000007273	ENSCAFP00000018718
ENSCAFP00000018718	ENSCAFP00000007273
ENSCAFP00000007273	ENSCAFP00000039272
ENSCAFP00000039272	ENSCAFP00000007273
ENSCAFP00000018718	ENSCAFP00000039272
ENSCAFP00000039272	ENSCAFP00000018718
ENSCAFP00000015650	ENSCAFP00000037417
ENSCAFP00000037417	ENSCAFP00000015650
ENSCAFP00000015650	ENSCAFP00000036581
ENSCAFP00000036581	ENSCAFP00000015650
ENSCAFP00000037417	ENSCAFP00000036581
ENSCAFP00000036581	ENSCAFP00000037417
ENSCAFP00000040503	ENSCAFP00000013148
ENSCAFP00000013148	ENSCAFP00000040503
ENSCAFP00000040503	ENSCAFP00000021263
ENSCAFP00000021263	ENSCAFP00000040503
ENSCAFP00000013148	ENSCAFP00000021263
ENSCAFP00000021263	ENSCAFP00000013148
ENSCAFP00000015268	ENSCAFP00000028310
ENSCAFP00000028310	ENSCAFP00000015268
ENSCAFP00000015268	ENSCAFP00000002781
ENSCAFP00000002781	ENSCAFP00000015268
ENSCAFP00000028310	ENSCAFP00000002781
ENSCAFP00000002781	ENSCAFP00000028310
ENSCAFP00000015388	ENSCAFP00000038578
ENSCAFP00000038578	ENSCAFP00000015388
ENSCAFP00000015388	ENSCAFP00000016989
ENSCAFP00000016989	ENSCAFP00000015388
ENSCAFP00000038578	ENSCAFP00000016989
ENSCAFP00000016989	ENSCAFP00000038578
ENSCAFP00000018831	ENSCAFP00000038125
ENSCAFP00000038125	ENSCAFP00000018831
ENSCAFP00000011433	ENSCAFP00000041250
ENSCAFP00000041250	ENSCAFP00000011433
ENSCAFP00000011433	ENSCAFP00000017575
ENSCAFP00000017575	ENSCAFP00000011433
ENSCAFP00000041250	ENSCAFP00000017575
ENSCAFP00000017575	ENSCAFP00000041250
ENSCAFP00000031897	ENSCAFP00000024085
ENSCAFP00000024085	ENSCAFP00000031897
ENSCAFP00000023339	ENSCAFP00000042221
ENSCAFP00000042221	ENSCAFP00000023339
ENSCAFP00000023339	ENSCAFP00000009924
ENSCAFP00000009924	ENSCAFP00000023339
ENSCAFP00000042221	ENSCAFP00000009924
ENSCAFP00000009924	ENSCAFP00000042221
ENSCAFP00000029045	ENSCAFP00000006699
ENSCAFP00000006699	ENSCAFP00000029045
ENSCAFP00000029045	ENSCAFP00000004375
ENSCAFP00000004375	ENSCAFP00000029045
ENSCAFP00000006699	ENSCAFP00000004375
ENSCAFP00000004375	ENSCAFP00000006699
ENSCAFP00000015065	ENSCAFP00000029291
ENSCAFP00000029291	ENSCAFP00000015065
ENSCAFP00000023775	ENSCAFP00000037522
ENSCAFP00000037522	ENSCAFP00000023775
ENSCAFP00000029186	ENSCAFP00000026682
ENSCAFP00000026682	ENSCAFP00000029186
ENSCAFP00000011181	ENSCAFP00000027555
ENSCAFP00000027555	ENSCAFP00000011181
ENSCAFP00000026814	ENSCAFP00000026885
ENSCAFP00000026885	ENSCAFP00000026814
ENSCAFP00000007862	ENSCAFP00000005905
ENSCAFP00000005905	ENSCAFP00000007862
ENSCAFP00000007862	ENSCAFP00000009370
ENSCAFP00000009370	ENSCAFP00000007862
ENSCAFP00000005905	ENSCAFP00000009370
ENSCAFP00000009370	ENSCAFP00000005905
ENSCAFP00000029180	ENSCAFP00000027304
ENSCAFP00000027304	ENSCAFP00000029180
ENSCAFP00000029180	ENSCAFP00000026276
ENSCAFP00000026276	ENSCAFP00000029180
ENSCAFP00000027304	ENSCAFP00000026276
ENSCAFP00000026276	ENSCAFP00000027304
ENSCAFP00000013256	ENSCAFP00000032856
ENSCAFP00000032856	ENSCAFP00000013256
ENSCAFP00000005719	ENSCAFP00000015157
ENSCAFP00000015157	ENSCAFP00000005719
ENSCAFP00000005719	ENSCAFP00000014272
ENSCAFP00000014272	ENSCAFP00000005719
ENSCAFP00000015157	ENSCAFP00000014272
ENSCAFP00000014272	ENSCAFP00000015157
ENSCAFP00000008265	ENSCAFP00000037474
ENSCAFP00000037474	ENSCAFP00000008265
ENSCAFP00000030200	ENSCAFP00000008175
ENSCAFP00000008175	ENSCAFP00000030200
ENSCAFP00000030200	ENSCAFP00000016005
ENSCAFP00000016005	ENSCAFP00000030200
ENSCAFP00000008175	ENSCAFP00000016005
ENSCAFP00000016005	ENSCAFP00000008175
ENSCAFP00000006142	ENSCAFP00000010017
ENSCAFP00000010017	ENSCAFP00000006142
ENSCAFP00000006142	ENSCAFP00000026921
ENSCAFP00000026921	ENSCAFP00000006142
ENSCAFP00000010017	ENSCAFP00000026921
ENSCAFP00000026921	ENSCAFP00000010017
ENSCAFP00000039259	ENSCAFP00000018790
ENSCAFP00000018790	ENSCAFP00000039259
ENSCAFP00000039259	ENSCAFP00000030532
ENSCAFP00000030532	ENSCAFP00000039259
ENSCAFP00000018790	ENSCAFP00000030532
ENSCAFP00000030532	ENSCAFP00000018790
ENSCAFP00000020190	ENSCAFP00000024309
ENSCAFP00000024309	ENSCAFP00000020190
ENSCAFP00000020190	ENSCAFP00000036234
ENSCAFP00000036234	ENSCAFP00000020190
ENSCAFP00000024309	ENSCAFP00000036234
ENSCAFP00000036234	ENSCAFP00000024309
ENSCAFP00000021567	ENSCAFP00000008898
ENSCAFP00000008898	ENSCAFP00000021567
ENSCAFP00000021567	ENSCAFP00000021879
ENSCAFP00000021879	ENSCAFP00000021567
ENSCAFP00000008898	ENSCAFP00000021879
ENSCAFP00000021879	ENSCAFP00000008898
ENSCAFP00000006361	ENSCAFP00000023878
ENSCAFP00000023878	ENSCAFP00000006361
ENSCAFP00000024539	ENSCAFP00000017098
ENSCAFP00000017098	ENSCAFP00000024539
ENSCAFP00000024539	ENSCAFP00000028164
ENSCAFP00000028164	ENSCAFP00000024539
ENSCAFP00000017098	ENSCAFP00000028164
ENSCAFP00000028164	ENSCAFP00000017098
ENSCAFP00000026308	ENSCAFP00000011227
ENSCAFP00000011227	ENSCAFP00000026308
ENSCAFP00000007697	ENSCAFP00000040456
ENSCAFP00000040456	ENSCAFP00000007697
ENSCAFP00000007697	ENSCAFP00000020277
ENSCAFP00000020277	ENSCAFP00000007697
ENSCAFP00000007697	ENSCAFP00000007702
ENSCAFP00000007702	ENSCAFP00000007697
ENSCAFP00000040456	ENSCAFP00000020277
ENSCAFP00000020277	ENSCAFP00000040456
ENSCAFP00000040456	ENSCAFP00000007702
ENSCAFP00000007702	ENSCAFP00000040456
ENSCAFP00000020277	ENSCAFP00000007702
ENSCAFP00000007702	ENSCAFP00000020277
ENSCAFP00000029490	ENSCAFP00000000801
ENSCAFP00000000801	ENSCAFP00000029490
ENSCAFP00000029490	ENSCAFP00000022037
ENSCAFP00000022037	ENSCAFP00000029490
ENSCAFP00000000801	ENSCAFP00000022037
ENSCAFP00000022037	ENSCAFP00000000801
ENSCAFP00000011793	ENSCAFP00000019137
ENSCAFP00000019137	ENSCAFP00000011793
ENSCAFP00000038199	ENSCAFP00000027597
ENSCAFP00000027597	ENSCAFP00000038199
ENSCAFP00000038199	ENSCAFP00000000523
ENSCAFP00000000523	ENSCAFP00000038199
ENSCAFP00000027597	ENSCAFP00000000523
ENSCAFP00000000523	ENSCAFP00000027597
ENSCAFP00000010475	ENSCAFP00000010473
ENSCAFP00000010473	ENSCAFP00000010475
ENSCAFP00000010475	ENSCAFP00000001204
ENSCAFP00000001204	ENSCAFP00000010475
ENSCAFP00000010473	ENSCAFP00000001204
ENSCAFP00000001204	ENSCAFP00000010473
ENSCAFP00000035853	ENSCAFP00000009014
ENSCAFP00000009014	ENSCAFP00000035853
ENSCAFP00000035853	ENSCAFP00000024607
ENSCAFP00000024607	ENSCAFP00000035853
ENSCAFP00000009014	ENSCAFP00000024607
ENSCAFP00000024607	ENSCAFP00000009014
ENSCAFP00000015809	ENSCAFP00000017765
ENSCAFP00000017765	ENSCAFP00000015809
ENSCAFP00000015809	ENSCAFP00000007888
ENSCAFP00000007888	ENSCAFP00000015809
ENSCAFP00000017765	ENSCAFP00000007888
ENSCAFP00000007888	ENSCAFP00000017765
ENSCAFP00000035502	ENSCAFP00000015819
ENSCAFP00000015819	ENSCAFP00000035502
ENSCAFP00000035502	ENSCAFP00000032170
ENSCAFP00000032170	ENSCAFP00000035502
ENSCAFP00000015819	ENSCAFP00000032170
ENSCAFP00000032170	ENSCAFP00000015819
ENSCAFP00000014313	ENSCAFP00000003279
ENSCAFP00000003279	ENSCAFP00000014313
ENSCAFP00000042535	ENSCAFP00000027575
ENSCAFP00000027575	ENSCAFP00000042535
ENSCAFP00000042535	ENSCAFP00000030865
ENSCAFP00000030865	ENSCAFP00000042535
ENSCAFP00000042535	ENSCAFP00000042228
ENSCAFP00000042228	ENSCAFP00000042535
ENSCAFP00000027575	ENSCAFP00000030865
ENSCAFP00000030865	ENSCAFP00000027575
ENSCAFP00000027575	ENSCAFP00000042228
ENSCAFP00000042228	ENSCAFP00000027575
ENSCAFP00000030865	ENSCAFP00000042228
ENSCAFP00000042228	ENSCAFP00000030865
ENSCAFP00000019941	ENSCAFP00000005478
ENSCAFP00000005478	ENSCAFP00000019941
ENSCAFP00000031768	ENSCAFP00000011262
ENSCAFP00000011262	ENSCAFP00000031768
ENSCAFP00000031768	ENSCAFP00000017362
ENSCAFP00000017362	ENSCAFP00000031768
ENSCAFP00000011262	ENSCAFP00000017362
ENSCAFP00000017362	ENSCAFP00000011262
ENSCAFP00000034814	ENSCAFP00000018618
ENSCAFP00000018618	ENSCAFP00000034814
ENSCAFP00000034814	ENSCAFP00000034783
ENSCAFP00000034783	ENSCAFP00000034814
ENSCAFP00000034814	ENSCAFP00000034902
ENSCAFP00000034902	ENSCAFP00000034814
ENSCAFP00000018618	ENSCAFP00000034783
ENSCAFP00000034783	ENSCAFP00000018618
ENSCAFP00000018618	ENSCAFP00000034902
ENSCAFP00000034902	ENSCAFP00000018618
ENSCAFP00000034783	ENSCAFP00000034902
ENSCAFP00000034902	ENSCAFP00000034783
ENSCAFP00000000345	ENSCAFP00000018766
ENSCAFP00000018766	ENSCAFP00000000345
ENSCAFP00000025367	ENSCAFP00000042944
ENSCAFP00000042944	ENSCAFP00000025367
ENSCAFP00000025367	ENSCAFP00000012613
ENSCAFP00000012613	ENSCAFP00000025367
ENSCAFP00000042944	ENSCAFP00000012613
ENSCAFP00000012613	ENSCAFP00000042944
ENSCAFP00000018414	ENSCAFP00000037550
ENSCAFP00000037550	ENSCAFP00000018414
ENSCAFP00000018414	ENSCAFP00000019849
ENSCAFP00000019849	ENSCAFP00000018414
ENSCAFP00000018414	ENSCAFP00000005070
ENSCAFP00000005070	ENSCAFP00000018414
ENSCAFP00000037550	ENSCAFP00000005070
ENSCAFP00000005070	ENSCAFP00000037550
ENSCAFP00000019849	ENSCAFP00000005070
ENSCAFP00000005070	ENSCAFP00000019849
ENSCAFP00000005033	ENSCAFP00000030955
ENSCAFP00000030955	ENSCAFP00000005033
ENSCAFP00000005033	ENSCAFP00000019287
ENSCAFP00000019287	ENSCAFP00000005033
ENSCAFP00000030955	ENSCAFP00000019287
ENSCAFP00000019287	ENSCAFP00000030955
ENSCAFP00000012487	ENSCAFP00000018934
ENSCAFP00000018934	ENSCAFP00000012487
ENSCAFP00000007488	ENSCAFP00000023048
ENSCAFP00000023048	ENSCAFP00000007488
ENSCAFP00000007488	ENSCAFP00000023283
ENSCAFP00000023283	ENSCAFP00000007488
ENSCAFP00000023048	ENSCAFP00000023283
ENSCAFP00000023283	ENSCAFP00000023048
ENSCAFP00000006305	ENSCAFP00000028239
ENSCAFP00000028239	ENSCAFP00000006305
ENSCAFP00000016020	ENSCAFP00000021924
ENSCAFP00000021924	ENSCAFP00000016020
ENSCAFP00000016020	ENSCAFP00000016079
ENSCAFP00000016079	ENSCAFP00000016020
ENSCAFP00000021924	ENSCAFP00000016079
ENSCAFP00000016079	ENSCAFP00000021924
ENSCAFP00000010223	ENSCAFP00000015559
ENSCAFP00000015559	ENSCAFP00000010223
ENSCAFP00000017824	ENSCAFP00000006923
ENSCAFP00000006923	ENSCAFP00000017824
ENSCAFP00000017824	ENSCAFP00000014390
ENSCAFP00000014390	ENSCAFP00000017824
ENSCAFP00000006923	ENSCAFP00000014390
ENSCAFP00000014390	ENSCAFP00000006923
ENSCAFP00000016524	ENSCAFP00000006202
ENSCAFP00000006202	ENSCAFP00000016524
ENSCAFP00000016524	ENSCAFP00000030405
ENSCAFP00000030405	ENSCAFP00000016524
ENSCAFP00000006202	ENSCAFP00000030405
ENSCAFP00000030405	ENSCAFP00000006202
ENSCAFP00000011669	ENSCAFP00000001441
ENSCAFP00000001441	ENSCAFP00000011669
ENSCAFP00000011669	ENSCAFP00000027192
ENSCAFP00000027192	ENSCAFP00000011669
ENSCAFP00000001441	ENSCAFP00000027192
ENSCAFP00000027192	ENSCAFP00000001441
ENSCAFP00000020243	ENSCAFP00000012834
ENSCAFP00000012834	ENSCAFP00000020243
ENSCAFP00000020243	ENSCAFP00000015986
ENSCAFP00000015986	ENSCAFP00000020243
ENSCAFP00000012834	ENSCAFP00000015986
ENSCAFP00000015986	ENSCAFP00000012834
ENSCAFP00000021987	ENSCAFP00000028176
ENSCAFP00000028176	ENSCAFP00000021987
ENSCAFP00000021987	ENSCAFP00000022237
ENSCAFP00000022237	ENSCAFP00000021987
ENSCAFP00000028176	ENSCAFP00000022237
ENSCAFP00000022237	ENSCAFP00000028176
ENSCAFP00000031216	ENSCAFP00000021154
ENSCAFP00000021154	ENSCAFP00000031216
ENSCAFP00000012759	ENSCAFP00000038369
ENSCAFP00000038369	ENSCAFP00000012759
ENSCAFP00000001297	ENSCAFP00000012711
ENSCAFP00000012711	ENSCAFP00000001297
ENSCAFP00000001297	ENSCAFP00000031335
ENSCAFP00000031335	ENSCAFP00000001297
ENSCAFP00000012711	ENSCAFP00000031335
ENSCAFP00000031335	ENSCAFP00000012711
ENSCAFP00000007104	ENSCAFP00000024254
ENSCAFP00000024254	ENSCAFP00000007104
ENSCAFP00000007104	ENSCAFP00000038416
ENSCAFP00000038416	ENSCAFP00000007104
ENSCAFP00000024254	ENSCAFP00000038416
ENSCAFP00000038416	ENSCAFP00000024254
ENSCAFP00000010409	ENSCAFP00000009096
