ENSMGAP00000010739	ENSMGAP00000004925
ENSMGAP00000005133	ENSMGAP00000008770
ENSMGAP00000008770	ENSMGAP00000005133
ENSMGAP00000005133	ENSMGAP00000012548
ENSMGAP00000012548	ENSMGAP00000005133
ENSMGAP00000008770	ENSMGAP00000012548
ENSMGAP00000012548	ENSMGAP00000008770
ENSMGAP00000001526	ENSMGAP00000017432
ENSMGAP00000017432	ENSMGAP00000001526
ENSMGAP00000015088	ENSMGAP00000015390
ENSMGAP00000015390	ENSMGAP00000015088
ENSMGAP00000015088	ENSMGAP00000001553
ENSMGAP00000001553	ENSMGAP00000015088
ENSMGAP00000015390	ENSMGAP00000001553
ENSMGAP00000001553	ENSMGAP00000015390
ENSMGAP00000008406	ENSMGAP00000008392
ENSMGAP00000008392	ENSMGAP00000008406
ENSMGAP00000004068	ENSMGAP00000001295
ENSMGAP00000001295	ENSMGAP00000004068
ENSMGAP00000017467	ENSMGAP00000011518
ENSMGAP00000011518	ENSMGAP00000017467
ENSMGAP00000017467	ENSMGAP00000001684
ENSMGAP00000001684	ENSMGAP00000017467
ENSMGAP00000011518	ENSMGAP00000001684
ENSMGAP00000001684	ENSMGAP00000011518
ENSMGAP00000013118	ENSMGAP00000006990
ENSMGAP00000006990	ENSMGAP00000013118
ENSMGAP00000010106	ENSMGAP00000003605
ENSMGAP00000003605	ENSMGAP00000010106
ENSMGAP00000002349	ENSMGAP00000010604
ENSMGAP00000010604	ENSMGAP00000002349
ENSMGAP00000005301	ENSMGAP00000009788
ENSMGAP00000009788	ENSMGAP00000005301
ENSMGAP00000005613	ENSMGAP00000002067
ENSMGAP00000002067	ENSMGAP00000005613
ENSMGAP00000007906	ENSMGAP00000014794
ENSMGAP00000014794	ENSMGAP00000007906
ENSMGAP00000007906	ENSMGAP00000007207
ENSMGAP00000007207	ENSMGAP00000007906
ENSMGAP00000014794	ENSMGAP00000007207
ENSMGAP00000007207	ENSMGAP00000014794
ENSMGAP00000000493	ENSMGAP00000002432
ENSMGAP00000002432	ENSMGAP00000000493
ENSMGAP00000000493	ENSMGAP00000009911
ENSMGAP00000009911	ENSMGAP00000000493
ENSMGAP00000002432	ENSMGAP00000009911
ENSMGAP00000009911	ENSMGAP00000002432
ENSMGAP00000014977	ENSMGAP00000008981
ENSMGAP00000008981	ENSMGAP00000014977
ENSMGAP00000015241	ENSMGAP00000004336
ENSMGAP00000004336	ENSMGAP00000015241
ENSMGAP00000016815	ENSMGAP00000005506
ENSMGAP00000005506	ENSMGAP00000016815
ENSMGAP00000016815	ENSMGAP00000016907
ENSMGAP00000016907	ENSMGAP00000016815
ENSMGAP00000005506	ENSMGAP00000016907
ENSMGAP00000016907	ENSMGAP00000005506
ENSMGAP00000014150	ENSMGAP00000004687
ENSMGAP00000004687	ENSMGAP00000014150
ENSMGAP00000014150	ENSMGAP00000015558
ENSMGAP00000015558	ENSMGAP00000014150
ENSMGAP00000004687	ENSMGAP00000015558
ENSMGAP00000015558	ENSMGAP00000004687
ENSMGAP00000014521	ENSMGAP00000007200
ENSMGAP00000007200	ENSMGAP00000014521
ENSMGAP00000013997	ENSMGAP00000009475
ENSMGAP00000009475	ENSMGAP00000013997
ENSMGAP00000013997	ENSMGAP00000000161
ENSMGAP00000000161	ENSMGAP00000013997
ENSMGAP00000009475	ENSMGAP00000000161
ENSMGAP00000000161	ENSMGAP00000009475
ENSMGAP00000000268	ENSMGAP00000007901
ENSMGAP00000007901	ENSMGAP00000000268
ENSMGAP00000011792	ENSMGAP00000014046
ENSMGAP00000014046	ENSMGAP00000011792
ENSMGAP00000011792	ENSMGAP00000001352
ENSMGAP00000001352	ENSMGAP00000011792
ENSMGAP00000014046	ENSMGAP00000001352
ENSMGAP00000001352	ENSMGAP00000014046
ENSMGAP00000013796	ENSMGAP00000012055
ENSMGAP00000012055	ENSMGAP00000013796
ENSMGAP00000013796	ENSMGAP00000001478
ENSMGAP00000001478	ENSMGAP00000013796
ENSMGAP00000012055	ENSMGAP00000001478
ENSMGAP00000001478	ENSMGAP00000012055
ENSMGAP00000012802	ENSMGAP00000014434
ENSMGAP00000014434	ENSMGAP00000012802
ENSMGAP00000000348	ENSMGAP00000008489
ENSMGAP00000008489	ENSMGAP00000000348
ENSMGAP00000000348	ENSMGAP00000000503
ENSMGAP00000000503	ENSMGAP00000000348
ENSMGAP00000014463	ENSMGAP00000000706
ENSMGAP00000000706	ENSMGAP00000014463
ENSMGAP00000014463	ENSMGAP00000015247
ENSMGAP00000015247	ENSMGAP00000014463
ENSMGAP00000000706	ENSMGAP00000015247
ENSMGAP00000015247	ENSMGAP00000000706
ENSMGAP00000014247	ENSMGAP00000016118
ENSMGAP00000016118	ENSMGAP00000014247
ENSMGAP00000014247	ENSMGAP00000007806
ENSMGAP00000007806	ENSMGAP00000014247
ENSMGAP00000016118	ENSMGAP00000007806
ENSMGAP00000007806	ENSMGAP00000016118
ENSMGAP00000006229	ENSMGAP00000017389
ENSMGAP00000017389	ENSMGAP00000006229
ENSMGAP00000006229	ENSMGAP00000012089
ENSMGAP00000012089	ENSMGAP00000006229
ENSMGAP00000006229	ENSMGAP00000007409
ENSMGAP00000007409	ENSMGAP00000006229
ENSMGAP00000017389	ENSMGAP00000012089
ENSMGAP00000012089	ENSMGAP00000017389
ENSMGAP00000017389	ENSMGAP00000007409
ENSMGAP00000007409	ENSMGAP00000017389
ENSMGAP00000012089	ENSMGAP00000007409
ENSMGAP00000007409	ENSMGAP00000012089
ENSMGAP00000005193	ENSMGAP00000012418
ENSMGAP00000012418	ENSMGAP00000005193
ENSMGAP00000005679	ENSMGAP00000007921
ENSMGAP00000007921	ENSMGAP00000005679
ENSMGAP00000019524	ENSMGAP00000013352
ENSMGAP00000013352	ENSMGAP00000019524
ENSMGAP00000008479	ENSMGAP00000008409
ENSMGAP00000008409	ENSMGAP00000008479
ENSMGAP00000008479	ENSMGAP00000007480
ENSMGAP00000007480	ENSMGAP00000008479
ENSMGAP00000008409	ENSMGAP00000007480
ENSMGAP00000007480	ENSMGAP00000008409
ENSMGAP00000002213	ENSMGAP00000015905
ENSMGAP00000015905	ENSMGAP00000002213
ENSMGAP00000002213	ENSMGAP00000006435
ENSMGAP00000006435	ENSMGAP00000002213
ENSMGAP00000015905	ENSMGAP00000006435
ENSMGAP00000006435	ENSMGAP00000015905
ENSMGAP00000008595	ENSMGAP00000018914
ENSMGAP00000018914	ENSMGAP00000008595
ENSMGAP00000008595	ENSMGAP00000012894
ENSMGAP00000012894	ENSMGAP00000008595
ENSMGAP00000018914	ENSMGAP00000012894
ENSMGAP00000012894	ENSMGAP00000018914
ENSMGAP00000008744	ENSMGAP00000004432
ENSMGAP00000004432	ENSMGAP00000008744
ENSMGAP00000003211	ENSMGAP00000016180
ENSMGAP00000016180	ENSMGAP00000003211
ENSMGAP00000003211	ENSMGAP00000007120
ENSMGAP00000007120	ENSMGAP00000003211
ENSMGAP00000016180	ENSMGAP00000007120
ENSMGAP00000007120	ENSMGAP00000016180
ENSMGAP00000010278	ENSMGAP00000003814
ENSMGAP00000003814	ENSMGAP00000010278
ENSMGAP00000007194	ENSMGAP00000012839
ENSMGAP00000012839	ENSMGAP00000007194
ENSMGAP00000014222	ENSMGAP00000012053
ENSMGAP00000012053	ENSMGAP00000014222
ENSMGAP00000015342	ENSMGAP00000000979
ENSMGAP00000000979	ENSMGAP00000015342
ENSMGAP00000002420	ENSMGAP00000002457
ENSMGAP00000002457	ENSMGAP00000002420
ENSMGAP00000018362	ENSMGAP00000019667
ENSMGAP00000019667	ENSMGAP00000018362
ENSMGAP00000002112	ENSMGAP00000010915
ENSMGAP00000010915	ENSMGAP00000002112
ENSMGAP00000002112	ENSMGAP00000002543
ENSMGAP00000002543	ENSMGAP00000002112
ENSMGAP00000010915	ENSMGAP00000002543
ENSMGAP00000002543	ENSMGAP00000010915
ENSMGAP00000016228	ENSMGAP00000016196
ENSMGAP00000016196	ENSMGAP00000016228
ENSMGAP00000016228	ENSMGAP00000002042
ENSMGAP00000002042	ENSMGAP00000016228
ENSMGAP00000016228	ENSMGAP00000019517
ENSMGAP00000019517	ENSMGAP00000016228
ENSMGAP00000016196	ENSMGAP00000002042
ENSMGAP00000002042	ENSMGAP00000016196
ENSMGAP00000016196	ENSMGAP00000019517
ENSMGAP00000019517	ENSMGAP00000016196
ENSMGAP00000003125	ENSMGAP00000015935
ENSMGAP00000015935	ENSMGAP00000003125
ENSMGAP00000003982	ENSMGAP00000013845
ENSMGAP00000013845	ENSMGAP00000003982
ENSMGAP00000001888	ENSMGAP00000016504
ENSMGAP00000016504	ENSMGAP00000001888
ENSMGAP00000005567	ENSMGAP00000008834
ENSMGAP00000008834	ENSMGAP00000005567
ENSMGAP00000005567	ENSMGAP00000013410
ENSMGAP00000013410	ENSMGAP00000005567
ENSMGAP00000008834	ENSMGAP00000013410
ENSMGAP00000013410	ENSMGAP00000008834
ENSMGAP00000004818	ENSMGAP00000013477
ENSMGAP00000013477	ENSMGAP00000004818
ENSMGAP00000009220	ENSMGAP00000010480
ENSMGAP00000010480	ENSMGAP00000009220
ENSMGAP00000007055	ENSMGAP00000009349
ENSMGAP00000009349	ENSMGAP00000007055
ENSMGAP00000006497	ENSMGAP00000011210
ENSMGAP00000011210	ENSMGAP00000006497
ENSMGAP00000006497	ENSMGAP00000006603
ENSMGAP00000006603	ENSMGAP00000006497
ENSMGAP00000011210	ENSMGAP00000006603
ENSMGAP00000006603	ENSMGAP00000011210
ENSMGAP00000013551	ENSMGAP00000011577
ENSMGAP00000011577	ENSMGAP00000013551
ENSMGAP00000007582	ENSMGAP00000012496
ENSMGAP00000012496	ENSMGAP00000007582
ENSMGAP00000007582	ENSMGAP00000004843
ENSMGAP00000004843	ENSMGAP00000007582
ENSMGAP00000012496	ENSMGAP00000004843
ENSMGAP00000004843	ENSMGAP00000012496
ENSMGAP00000008658	ENSMGAP00000017712
ENSMGAP00000017712	ENSMGAP00000008658
ENSMGAP00000013319	ENSMGAP00000006401
ENSMGAP00000006401	ENSMGAP00000013319
ENSMGAP00000010125	ENSMGAP00000013261
ENSMGAP00000013261	ENSMGAP00000010125
ENSMGAP00000010125	ENSMGAP00000017387
ENSMGAP00000017387	ENSMGAP00000010125
ENSMGAP00000013261	ENSMGAP00000017387
ENSMGAP00000017387	ENSMGAP00000013261
ENSMGAP00000013600	ENSMGAP00000000183
ENSMGAP00000000183	ENSMGAP00000013600
ENSMGAP00000013600	ENSMGAP00000016055
ENSMGAP00000016055	ENSMGAP00000013600
ENSMGAP00000000183	ENSMGAP00000016055
ENSMGAP00000016055	ENSMGAP00000000183
ENSMGAP00000012180	ENSMGAP00000016032
ENSMGAP00000016032	ENSMGAP00000012180
ENSMGAP00000014001	ENSMGAP00000001342
ENSMGAP00000001342	ENSMGAP00000014001
ENSMGAP00000004099	ENSMGAP00000007270
ENSMGAP00000007270	ENSMGAP00000004099
ENSMGAP00000000153	ENSMGAP00000015442
ENSMGAP00000015442	ENSMGAP00000000153
ENSMGAP00000018453	ENSMGAP00000008706
ENSMGAP00000008706	ENSMGAP00000018453
ENSMGAP00000009711	ENSMGAP00000010028
ENSMGAP00000010028	ENSMGAP00000009711
ENSMGAP00000005094	ENSMGAP00000008117
ENSMGAP00000008117	ENSMGAP00000005094
ENSMGAP00000002629	ENSMGAP00000011659
ENSMGAP00000011659	ENSMGAP00000002629
ENSMGAP00000016358	ENSMGAP00000016536
ENSMGAP00000016536	ENSMGAP00000016358
ENSMGAP00000014449	ENSMGAP00000004587
ENSMGAP00000004587	ENSMGAP00000014449
ENSMGAP00000013142	ENSMGAP00000017419
ENSMGAP00000017419	ENSMGAP00000013142
ENSMGAP00000015682	ENSMGAP00000015681
ENSMGAP00000015681	ENSMGAP00000015682
ENSMGAP00000012213	ENSMGAP00000005786
ENSMGAP00000005786	ENSMGAP00000012213
ENSMGAP00000013763	ENSMGAP00000000507
ENSMGAP00000000507	ENSMGAP00000013763
ENSMGAP00000013763	ENSMGAP00000013416
ENSMGAP00000013416	ENSMGAP00000013763
ENSMGAP00000000507	ENSMGAP00000013416
ENSMGAP00000013416	ENSMGAP00000000507
ENSMGAP00000003011	ENSMGAP00000010765
ENSMGAP00000010765	ENSMGAP00000003011
ENSMGAP00000012574	ENSMGAP00000008918
ENSMGAP00000008918	ENSMGAP00000012574
ENSMGAP00000012574	ENSMGAP00000002093
ENSMGAP00000002093	ENSMGAP00000012574
ENSMGAP00000008918	ENSMGAP00000002093
ENSMGAP00000002093	ENSMGAP00000008918
ENSMGAP00000000511	ENSMGAP00000004442
ENSMGAP00000004442	ENSMGAP00000000511
ENSMGAP00000009215	ENSMGAP00000007916
ENSMGAP00000007916	ENSMGAP00000009215
ENSMGAP00000004549	ENSMGAP00000017863
ENSMGAP00000017863	ENSMGAP00000004549
ENSMGAP00000004549	ENSMGAP00000003563
ENSMGAP00000003563	ENSMGAP00000004549
ENSMGAP00000017863	ENSMGAP00000003563
ENSMGAP00000003563	ENSMGAP00000017863
ENSMGAP00000013543	ENSMGAP00000008204
ENSMGAP00000008204	ENSMGAP00000013543
ENSMGAP00000013543	ENSMGAP00000011335
ENSMGAP00000011335	ENSMGAP00000013543
ENSMGAP00000008204	ENSMGAP00000011335
ENSMGAP00000011335	ENSMGAP00000008204
ENSMGAP00000004282	ENSMGAP00000003898
ENSMGAP00000003898	ENSMGAP00000004282
ENSMGAP00000001484	ENSMGAP00000012449
ENSMGAP00000012449	ENSMGAP00000001484
ENSMGAP00000001484	ENSMGAP00000003619
ENSMGAP00000003619	ENSMGAP00000001484
ENSMGAP00000001484	ENSMGAP00000014612
ENSMGAP00000014612	ENSMGAP00000001484
ENSMGAP00000012449	ENSMGAP00000003619
ENSMGAP00000003619	ENSMGAP00000012449
ENSMGAP00000012449	ENSMGAP00000014612
ENSMGAP00000014612	ENSMGAP00000012449
ENSMGAP00000003619	ENSMGAP00000014612
ENSMGAP00000014612	ENSMGAP00000003619
ENSMGAP00000013198	ENSMGAP00000002266
ENSMGAP00000002266	ENSMGAP00000013198
ENSMGAP00000011390	ENSMGAP00000005599
ENSMGAP00000005599	ENSMGAP00000011390
ENSMGAP00000013680	ENSMGAP00000013095
ENSMGAP00000013095	ENSMGAP00000013680
ENSMGAP00000001625	ENSMGAP00000015554
ENSMGAP00000015554	ENSMGAP00000001625
ENSMGAP00000001625	ENSMGAP00000013685
ENSMGAP00000013685	ENSMGAP00000001625
ENSMGAP00000015554	ENSMGAP00000013685
ENSMGAP00000013685	ENSMGAP00000015554
ENSMGAP00000003306	ENSMGAP00000014556
ENSMGAP00000014556	ENSMGAP00000003306
ENSMGAP00000003306	ENSMGAP00000019639
ENSMGAP00000019639	ENSMGAP00000003306
ENSMGAP00000015282	ENSMGAP00000015156
ENSMGAP00000015156	ENSMGAP00000015282
ENSMGAP00000002649	ENSMGAP00000003990
ENSMGAP00000003990	ENSMGAP00000002649
ENSMGAP00000015633	ENSMGAP00000015235
ENSMGAP00000015235	ENSMGAP00000015633
ENSMGAP00000015633	ENSMGAP00000003294
ENSMGAP00000003294	ENSMGAP00000015633
ENSMGAP00000015235	ENSMGAP00000003294
ENSMGAP00000003294	ENSMGAP00000015235
ENSMGAP00000010735	ENSMGAP00000001381
ENSMGAP00000001381	ENSMGAP00000010735
ENSMGAP00000010532	ENSMGAP00000000672
ENSMGAP00000000672	ENSMGAP00000010532
ENSMGAP00000008310	ENSMGAP00000001577
ENSMGAP00000001577	ENSMGAP00000008310
ENSMGAP00000008310	ENSMGAP00000010161
ENSMGAP00000010161	ENSMGAP00000008310
ENSMGAP00000001577	ENSMGAP00000010161
ENSMGAP00000010161	ENSMGAP00000001577
ENSMGAP00000002279	ENSMGAP00000002325
ENSMGAP00000002325	ENSMGAP00000002279
ENSMGAP00000004002	ENSMGAP00000014720
ENSMGAP00000014720	ENSMGAP00000004002
ENSMGAP00000002399	ENSMGAP00000013230
ENSMGAP00000013230	ENSMGAP00000002399
ENSMGAP00000002399	ENSMGAP00000005107
ENSMGAP00000005107	ENSMGAP00000002399
ENSMGAP00000013230	ENSMGAP00000005107
ENSMGAP00000005107	ENSMGAP00000013230
ENSMGAP00000003501	ENSMGAP00000008039
ENSMGAP00000008039	ENSMGAP00000003501
ENSMGAP00000015770	ENSMGAP00000016063
ENSMGAP00000016063	ENSMGAP00000015770
ENSMGAP00000001036	ENSMGAP00000001059
ENSMGAP00000001059	ENSMGAP00000001036
ENSMGAP00000007590	ENSMGAP00000014894
ENSMGAP00000014894	ENSMGAP00000007590
ENSMGAP00000016936	ENSMGAP00000015750
ENSMGAP00000015750	ENSMGAP00000016936
ENSMGAP00000016936	ENSMGAP00000006631
ENSMGAP00000006631	ENSMGAP00000016936
ENSMGAP00000015750	ENSMGAP00000006631
ENSMGAP00000006631	ENSMGAP00000015750
ENSMGAP00000000502	ENSMGAP00000015345
ENSMGAP00000015345	ENSMGAP00000000502
ENSMGAP00000010593	ENSMGAP00000014351
ENSMGAP00000014351	ENSMGAP00000010593
ENSMGAP00000009112	ENSMGAP00000003197
ENSMGAP00000003197	ENSMGAP00000009112
ENSMGAP00000009112	ENSMGAP00000006417
ENSMGAP00000006417	ENSMGAP00000009112
ENSMGAP00000003197	ENSMGAP00000006417
ENSMGAP00000006417	ENSMGAP00000003197
ENSMGAP00000000058	ENSMGAP00000014287
ENSMGAP00000014287	ENSMGAP00000000058
ENSMGAP00000015254	ENSMGAP00000003962
ENSMGAP00000003962	ENSMGAP00000015254
ENSMGAP00000011155	ENSMGAP00000000409
ENSMGAP00000000409	ENSMGAP00000011155
ENSMGAP00000011155	ENSMGAP00000010988
ENSMGAP00000010988	ENSMGAP00000011155
ENSMGAP00000000409	ENSMGAP00000010988
ENSMGAP00000010988	ENSMGAP00000000409
ENSMGAP00000000904	ENSMGAP00000003356
ENSMGAP00000003356	ENSMGAP00000000904
ENSMGAP00000000904	ENSMGAP00000010665
ENSMGAP00000010665	ENSMGAP00000000904
ENSMGAP00000003356	ENSMGAP00000010665
ENSMGAP00000010665	ENSMGAP00000003356
ENSMGAP00000008132	ENSMGAP00000001935
ENSMGAP00000001935	ENSMGAP00000008132
ENSMGAP00000004733	ENSMGAP00000000345
ENSMGAP00000000345	ENSMGAP00000004733
ENSMGAP00000004733	ENSMGAP00000005706
ENSMGAP00000005706	ENSMGAP00000004733
ENSMGAP00000000345	ENSMGAP00000005706
ENSMGAP00000005706	ENSMGAP00000000345
ENSMGAP00000008113	ENSMGAP00000001833
ENSMGAP00000001833	ENSMGAP00000008113
ENSMGAP00000008113	ENSMGAP00000009718
ENSMGAP00000009718	ENSMGAP00000008113
ENSMGAP00000001833	ENSMGAP00000009718
ENSMGAP00000009718	ENSMGAP00000001833
ENSMGAP00000006596	ENSMGAP00000004114
ENSMGAP00000004114	ENSMGAP00000006596
ENSMGAP00000013472	ENSMGAP00000012448
ENSMGAP00000012448	ENSMGAP00000013472
ENSMGAP00000013472	ENSMGAP00000010002
ENSMGAP00000010002	ENSMGAP00000013472
ENSMGAP00000012448	ENSMGAP00000010002
ENSMGAP00000010002	ENSMGAP00000012448
ENSMGAP00000007071	ENSMGAP00000014518
ENSMGAP00000014518	ENSMGAP00000007071
ENSMGAP00000003271	ENSMGAP00000007168
ENSMGAP00000007168	ENSMGAP00000003271
ENSMGAP00000006994	ENSMGAP00000007025
ENSMGAP00000007025	ENSMGAP00000006994
ENSMGAP00000016490	ENSMGAP00000016666
ENSMGAP00000016666	ENSMGAP00000016490
ENSMGAP00000016490	ENSMGAP00000016759
ENSMGAP00000016759	ENSMGAP00000016490
ENSMGAP00000016666	ENSMGAP00000016759
ENSMGAP00000016759	ENSMGAP00000016666
ENSMGAP00000002843	ENSMGAP00000001636
ENSMGAP00000001636	ENSMGAP00000002843
ENSMGAP00000012493	ENSMGAP00000001307
ENSMGAP00000001307	ENSMGAP00000012493
ENSMGAP00000001122	ENSMGAP00000005806
ENSMGAP00000005806	ENSMGAP00000001122
ENSMGAP00000019273	ENSMGAP00000004318
ENSMGAP00000004318	ENSMGAP00000019273
ENSMGAP00000019273	ENSMGAP00000001399
ENSMGAP00000001399	ENSMGAP00000019273
ENSMGAP00000004318	ENSMGAP00000001399
ENSMGAP00000001399	ENSMGAP00000004318
ENSMGAP00000002576	ENSMGAP00000006260
ENSMGAP00000006260	ENSMGAP00000002576
ENSMGAP00000016016	ENSMGAP00000007778
ENSMGAP00000007778	ENSMGAP00000016016
ENSMGAP00000011660	ENSMGAP00000006137
ENSMGAP00000006137	ENSMGAP00000011660
ENSMGAP00000011660	ENSMGAP00000001172
ENSMGAP00000001172	ENSMGAP00000011660
ENSMGAP00000006137	ENSMGAP00000001172
ENSMGAP00000001172	ENSMGAP00000006137
ENSMGAP00000009622	ENSMGAP00000013167
ENSMGAP00000013167	ENSMGAP00000009622
ENSMGAP00000009622	ENSMGAP00000001400
ENSMGAP00000001400	ENSMGAP00000009622
ENSMGAP00000013167	ENSMGAP00000001400
ENSMGAP00000001400	ENSMGAP00000013167
ENSMGAP00000006602	ENSMGAP00000014594
ENSMGAP00000014594	ENSMGAP00000006602
ENSMGAP00000018229	ENSMGAP00000004778
ENSMGAP00000004778	ENSMGAP00000018229
ENSMGAP00000009956	ENSMGAP00000008512
ENSMGAP00000008512	ENSMGAP00000009956
ENSMGAP00000014016	ENSMGAP00000009254
ENSMGAP00000009254	ENSMGAP00000014016
ENSMGAP00000014016	ENSMGAP00000003338
ENSMGAP00000003338	ENSMGAP00000014016
ENSMGAP00000009254	ENSMGAP00000003338
ENSMGAP00000003338	ENSMGAP00000009254
ENSMGAP00000005669	ENSMGAP00000003901
ENSMGAP00000003901	ENSMGAP00000005669
ENSMGAP00000004420	ENSMGAP00000019532
ENSMGAP00000019532	ENSMGAP00000004420
ENSMGAP00000018965	ENSMGAP00000001504
ENSMGAP00000001504	ENSMGAP00000018965
ENSMGAP00000018965	ENSMGAP00000013258
ENSMGAP00000013258	ENSMGAP00000018965
ENSMGAP00000001504	ENSMGAP00000013258
ENSMGAP00000013258	ENSMGAP00000001504
ENSMGAP00000002338	ENSMGAP00000007288
ENSMGAP00000007288	ENSMGAP00000002338
ENSMGAP00000002338	ENSMGAP00000013178
ENSMGAP00000013178	ENSMGAP00000002338
ENSMGAP00000007288	ENSMGAP00000013178
ENSMGAP00000013178	ENSMGAP00000007288
ENSMGAP00000019100	ENSMGAP00000000635
ENSMGAP00000000635	ENSMGAP00000019100
ENSMGAP00000004610	ENSMGAP00000012653
ENSMGAP00000012653	ENSMGAP00000004610
ENSMGAP00000004610	ENSMGAP00000001832
ENSMGAP00000001832	ENSMGAP00000004610
ENSMGAP00000012653	ENSMGAP00000001832
ENSMGAP00000001832	ENSMGAP00000012653
ENSMGAP00000016476	ENSMGAP00000016918
ENSMGAP00000016918	ENSMGAP00000016476
ENSMGAP00000016476	ENSMGAP00000016922
ENSMGAP00000016922	ENSMGAP00000016476
ENSMGAP00000016918	ENSMGAP00000016922
ENSMGAP00000016922	ENSMGAP00000016918
ENSMGAP00000003350	ENSMGAP00000014739
ENSMGAP00000014739	ENSMGAP00000003350
ENSMGAP00000001001	ENSMGAP00000003033
ENSMGAP00000003033	ENSMGAP00000001001
ENSMGAP00000008541	ENSMGAP00000005794
ENSMGAP00000005794	ENSMGAP00000008541
ENSMGAP00000008285	ENSMGAP00000016540
ENSMGAP00000016540	ENSMGAP00000008285
ENSMGAP00000008285	ENSMGAP00000016502
ENSMGAP00000016502	ENSMGAP00000008285
ENSMGAP00000016540	ENSMGAP00000016502
ENSMGAP00000016502	ENSMGAP00000016540
ENSMGAP00000002153	ENSMGAP00000016778
ENSMGAP00000016778	ENSMGAP00000002153
ENSMGAP00000013750	ENSMGAP00000011675
ENSMGAP00000011675	ENSMGAP00000013750
ENSMGAP00000013750	ENSMGAP00000001256
ENSMGAP00000001256	ENSMGAP00000013750
ENSMGAP00000011675	ENSMGAP00000001256
ENSMGAP00000001256	ENSMGAP00000011675
ENSMGAP00000003167	ENSMGAP00000005164
ENSMGAP00000005164	ENSMGAP00000003167
ENSMGAP00000016931	ENSMGAP00000004711
ENSMGAP00000004711	ENSMGAP00000016931
ENSMGAP00000016931	ENSMGAP00000009162
ENSMGAP00000009162	ENSMGAP00000016931
ENSMGAP00000004711	ENSMGAP00000009162
ENSMGAP00000009162	ENSMGAP00000004711
ENSMGAP00000003427	ENSMGAP00000013749
ENSMGAP00000013749	ENSMGAP00000003427
ENSMGAP00000003427	ENSMGAP00000015539
ENSMGAP00000015539	ENSMGAP00000003427
ENSMGAP00000013749	ENSMGAP00000015539
ENSMGAP00000015539	ENSMGAP00000013749
ENSMGAP00000010191	ENSMGAP00000015545
ENSMGAP00000015545	ENSMGAP00000010191
ENSMGAP00000011984	ENSMGAP00000016564
ENSMGAP00000016564	ENSMGAP00000011984
ENSMGAP00000011984	ENSMGAP00000008217
ENSMGAP00000008217	ENSMGAP00000011984
ENSMGAP00000016564	ENSMGAP00000008217
ENSMGAP00000008217	ENSMGAP00000016564
ENSMGAP00000003808	ENSMGAP00000002286
ENSMGAP00000002286	ENSMGAP00000003808
ENSMGAP00000002012	ENSMGAP00000017326
ENSMGAP00000017326	ENSMGAP00000002012
ENSMGAP00000002012	ENSMGAP00000015217
ENSMGAP00000015217	ENSMGAP00000002012
ENSMGAP00000000216	ENSMGAP00000016127
ENSMGAP00000016127	ENSMGAP00000000216
ENSMGAP00000000216	ENSMGAP00000008139
ENSMGAP00000008139	ENSMGAP00000000216
ENSMGAP00000016127	ENSMGAP00000008139
ENSMGAP00000008139	ENSMGAP00000016127
ENSMGAP00000006508	ENSMGAP00000007929
ENSMGAP00000007929	ENSMGAP00000006508
ENSMGAP00000003928	ENSMGAP00000006078
ENSMGAP00000006078	ENSMGAP00000003928
ENSMGAP00000003706	ENSMGAP00000005641
ENSMGAP00000005641	ENSMGAP00000003706
ENSMGAP00000003706	ENSMGAP00000012850
ENSMGAP00000012850	ENSMGAP00000003706
ENSMGAP00000005641	ENSMGAP00000012850
ENSMGAP00000012850	ENSMGAP00000005641
ENSMGAP00000001442	ENSMGAP00000004252
ENSMGAP00000004252	ENSMGAP00000001442
ENSMGAP00000000093	ENSMGAP00000010590
ENSMGAP00000010590	ENSMGAP00000000093
ENSMGAP00000011843	ENSMGAP00000002415
ENSMGAP00000002415	ENSMGAP00000011843
ENSMGAP00000011255	ENSMGAP00000006510
ENSMGAP00000006510	ENSMGAP00000011255
ENSMGAP00000011255	ENSMGAP00000006578
ENSMGAP00000006578	ENSMGAP00000011255
ENSMGAP00000006510	ENSMGAP00000006578
ENSMGAP00000006578	ENSMGAP00000006510
ENSMGAP00000012220	ENSMGAP00000005685
ENSMGAP00000005685	ENSMGAP00000012220
ENSMGAP00000006184	ENSMGAP00000013994
ENSMGAP00000013994	ENSMGAP00000006184
ENSMGAP00000010385	ENSMGAP00000002868
ENSMGAP00000002868	ENSMGAP00000010385
ENSMGAP00000010385	ENSMGAP00000013155
ENSMGAP00000013155	ENSMGAP00000010385
ENSMGAP00000002868	ENSMGAP00000013155
ENSMGAP00000013155	ENSMGAP00000002868
ENSMGAP00000009678	ENSMGAP00000011197
ENSMGAP00000011197	ENSMGAP00000009678
ENSMGAP00000009678	ENSMGAP00000003620
ENSMGAP00000003620	ENSMGAP00000009678
ENSMGAP00000011197	ENSMGAP00000003620
ENSMGAP00000003620	ENSMGAP00000011197
ENSMGAP00000009660	ENSMGAP00000004253
ENSMGAP00000004253	ENSMGAP00000009660
ENSMGAP00000003133	ENSMGAP00000008238
ENSMGAP00000008238	ENSMGAP00000003133
ENSMGAP00000008109	ENSMGAP00000010053
ENSMGAP00000010053	ENSMGAP00000008109
ENSMGAP00000015389	ENSMGAP00000005912
ENSMGAP00000005912	ENSMGAP00000015389
