ENSP00000354794	ENSP00000455426
ENSP00000401867	ENSP00000337889
ENSP00000326563	ENSP00000386660
ENSP00000386660	ENSP00000326563
ENSP00000326563	ENSP00000370826
ENSP00000370826	ENSP00000326563
ENSP00000326563	ENSP00000382204
ENSP00000382204	ENSP00000326563
ENSP00000386660	ENSP00000370826
ENSP00000370826	ENSP00000386660
ENSP00000386660	ENSP00000382204
ENSP00000382204	ENSP00000386660
ENSP00000370826	ENSP00000382204
ENSP00000382204	ENSP00000370826
ENSP00000360472	ENSP00000312273
ENSP00000312273	ENSP00000360472
ENSP00000360472	ENSP00000302297
ENSP00000302297	ENSP00000360472
ENSP00000360472	ENSP00000371548
ENSP00000371548	ENSP00000360472
ENSP00000312273	ENSP00000302297
ENSP00000302297	ENSP00000312273
ENSP00000312273	ENSP00000371548
ENSP00000371548	ENSP00000312273
ENSP00000302297	ENSP00000371548
ENSP00000371548	ENSP00000302297
ENSP00000300571	ENSP00000376403
ENSP00000376403	ENSP00000300571
ENSP00000357348	ENSP00000338272
ENSP00000338272	ENSP00000357348
ENSP00000357348	ENSP00000361943
ENSP00000361943	ENSP00000357348
ENSP00000338272	ENSP00000361943
ENSP00000361943	ENSP00000338272
ENSP00000347730	ENSP00000354206
ENSP00000354206	ENSP00000347730
ENSP00000347730	ENSP00000394757
ENSP00000394757	ENSP00000347730
ENSP00000347730	ENSP00000360526
ENSP00000360526	ENSP00000347730
ENSP00000354206	ENSP00000394757
ENSP00000394757	ENSP00000354206
ENSP00000354206	ENSP00000360526
ENSP00000360526	ENSP00000354206
ENSP00000394757	ENSP00000360526
ENSP00000360526	ENSP00000394757
ENSP00000335544	ENSP00000295589
ENSP00000295589	ENSP00000335544
ENSP00000326381	ENSP00000293831
ENSP00000293831	ENSP00000326381
ENSP00000379396	ENSP00000446132
ENSP00000446132	ENSP00000379396
ENSP00000379396	ENSP00000356265
ENSP00000356265	ENSP00000379396
ENSP00000446132	ENSP00000356265
ENSP00000356265	ENSP00000446132
ENSP00000341838	ENSP00000371331
ENSP00000371331	ENSP00000341838
ENSP00000341838	ENSP00000354488
ENSP00000354488	ENSP00000341838
ENSP00000371331	ENSP00000354488
ENSP00000354488	ENSP00000371331
ENSP00000370542	ENSP00000344468
ENSP00000344468	ENSP00000370542
ENSP00000370542	ENSP00000307046
ENSP00000307046	ENSP00000370542
ENSP00000370542	ENSP00000361818
ENSP00000361818	ENSP00000370542
ENSP00000344468	ENSP00000307046
ENSP00000307046	ENSP00000344468
ENSP00000344468	ENSP00000361818
ENSP00000361818	ENSP00000344468
ENSP00000307046	ENSP00000361818
ENSP00000361818	ENSP00000307046
ENSP00000280886	ENSP00000301180
ENSP00000301180	ENSP00000280886
ENSP00000280886	ENSP00000392066
ENSP00000392066	ENSP00000280886
ENSP00000301180	ENSP00000392066
ENSP00000392066	ENSP00000301180
ENSP00000434142	ENSP00000368391
ENSP00000368391	ENSP00000434142
ENSP00000391200	ENSP00000415836
ENSP00000415836	ENSP00000391200
ENSP00000391200	ENSP00000466387
ENSP00000466387	ENSP00000391200
ENSP00000391200	ENSP00000293771
ENSP00000293771	ENSP00000391200
ENSP00000415836	ENSP00000466387
ENSP00000466387	ENSP00000415836
ENSP00000415836	ENSP00000293771
ENSP00000293771	ENSP00000415836
ENSP00000400113	ENSP00000403397
ENSP00000403397	ENSP00000400113
ENSP00000373637	ENSP00000355924
ENSP00000355924	ENSP00000373637
ENSP00000322323	ENSP00000468308
ENSP00000468308	ENSP00000322323
ENSP00000353007	ENSP00000260128
ENSP00000260128	ENSP00000353007
ENSP00000313699	ENSP00000430620
ENSP00000430620	ENSP00000313699
ENSP00000313699	ENSP00000264613
ENSP00000264613	ENSP00000313699
ENSP00000430620	ENSP00000264613
ENSP00000264613	ENSP00000430620
ENSP00000281441	ENSP00000319009
ENSP00000319009	ENSP00000281441
ENSP00000377262	ENSP00000362931
ENSP00000362931	ENSP00000377262
ENSP00000377262	ENSP00000359119
ENSP00000359119	ENSP00000377262
ENSP00000362931	ENSP00000359119
ENSP00000359119	ENSP00000362931
ENSP00000264344	ENSP00000033079
ENSP00000033079	ENSP00000264344
ENSP00000264344	ENSP00000362975
ENSP00000362975	ENSP00000264344
ENSP00000033079	ENSP00000362975
ENSP00000362975	ENSP00000033079
ENSP00000360797	ENSP00000380150
ENSP00000380150	ENSP00000360797
ENSP00000360797	ENSP00000384570
ENSP00000384570	ENSP00000360797
ENSP00000360797	ENSP00000458715
ENSP00000458715	ENSP00000360797
ENSP00000380150	ENSP00000384570
ENSP00000384570	ENSP00000380150
ENSP00000380150	ENSP00000458715
ENSP00000458715	ENSP00000380150
ENSP00000384570	ENSP00000458715
ENSP00000458715	ENSP00000384570
ENSP00000311609	ENSP00000330221
ENSP00000330221	ENSP00000311609
ENSP00000311609	ENSP00000428338
ENSP00000428338	ENSP00000311609
ENSP00000330221	ENSP00000428338
ENSP00000428338	ENSP00000330221
ENSP00000301765	ENSP00000320416
ENSP00000320416	ENSP00000301765
ENSP00000301765	ENSP00000267202
ENSP00000267202	ENSP00000301765
ENSP00000301765	ENSP00000318629
ENSP00000318629	ENSP00000301765
ENSP00000320416	ENSP00000267202
ENSP00000267202	ENSP00000320416
ENSP00000320416	ENSP00000318629
ENSP00000318629	ENSP00000320416
ENSP00000267202	ENSP00000318629
ENSP00000318629	ENSP00000267202
ENSP00000384551	ENSP00000272641
ENSP00000272641	ENSP00000384551
ENSP00000384551	ENSP00000333593
ENSP00000333593	ENSP00000384551
ENSP00000384551	ENSP00000329295
ENSP00000329295	ENSP00000384551
ENSP00000272641	ENSP00000333593
ENSP00000333593	ENSP00000272641
ENSP00000272641	ENSP00000329295
ENSP00000329295	ENSP00000272641
ENSP00000333593	ENSP00000329295
ENSP00000329295	ENSP00000333593
ENSP00000268182	ENSP00000354451
ENSP00000354451	ENSP00000268182
ENSP00000301335	ENSP00000278426
ENSP00000278426	ENSP00000301335
ENSP00000054650	ENSP00000292894
ENSP00000292894	ENSP00000054650
ENSP00000054650	ENSP00000400500
ENSP00000400500	ENSP00000054650
ENSP00000054650	ENSP00000254250
ENSP00000254250	ENSP00000054650
ENSP00000292894	ENSP00000400500
ENSP00000400500	ENSP00000292894
ENSP00000292894	ENSP00000254250
ENSP00000254250	ENSP00000292894
ENSP00000400500	ENSP00000254250
ENSP00000254250	ENSP00000400500
ENSP00000233121	ENSP00000300249
ENSP00000300249	ENSP00000233121
ENSP00000356853	ENSP00000361285
ENSP00000361285	ENSP00000356853
ENSP00000297283	ENSP00000412189
ENSP00000412189	ENSP00000297283
ENSP00000357402	ENSP00000362841
ENSP00000362841	ENSP00000357402
ENSP00000357402	ENSP00000359340
ENSP00000359340	ENSP00000357402
ENSP00000357402	ENSP00000429073
ENSP00000429073	ENSP00000357402
ENSP00000362841	ENSP00000359340
ENSP00000359340	ENSP00000362841
ENSP00000362841	ENSP00000429073
ENSP00000429073	ENSP00000362841
ENSP00000359340	ENSP00000429073
ENSP00000429073	ENSP00000359340
ENSP00000284000	ENSP00000305422
ENSP00000305422	ENSP00000284000
ENSP00000284000	ENSP00000427514
ENSP00000427514	ENSP00000284000
ENSP00000284000	ENSP00000206513
ENSP00000206513	ENSP00000284000
ENSP00000284000	ENSP00000386165
ENSP00000386165	ENSP00000284000
ENSP00000305422	ENSP00000427514
ENSP00000427514	ENSP00000305422
ENSP00000305422	ENSP00000206513
ENSP00000206513	ENSP00000305422
ENSP00000305422	ENSP00000386165
ENSP00000386165	ENSP00000305422
ENSP00000427514	ENSP00000206513
ENSP00000206513	ENSP00000427514
ENSP00000427514	ENSP00000386165
ENSP00000386165	ENSP00000427514
ENSP00000206513	ENSP00000386165
ENSP00000386165	ENSP00000206513
ENSP00000420213	ENSP00000358866
ENSP00000358866	ENSP00000420213
ENSP00000374353	ENSP00000380514
ENSP00000380514	ENSP00000374353
ENSP00000378938	ENSP00000314709
ENSP00000314709	ENSP00000378938
ENSP00000378938	ENSP00000312222
ENSP00000312222	ENSP00000378938
ENSP00000378938	ENSP00000350049
ENSP00000350049	ENSP00000378938
ENSP00000314709	ENSP00000312222
ENSP00000312222	ENSP00000314709
ENSP00000314709	ENSP00000350049
ENSP00000350049	ENSP00000314709
ENSP00000312222	ENSP00000350049
ENSP00000350049	ENSP00000312222
ENSP00000261017	ENSP00000365312
ENSP00000365312	ENSP00000261017
ENSP00000261017	ENSP00000225941
ENSP00000225941	ENSP00000261017
ENSP00000365312	ENSP00000225941
ENSP00000225941	ENSP00000365312
ENSP00000230882	ENSP00000371432
ENSP00000371432	ENSP00000230882
ENSP00000230882	ENSP00000376188
ENSP00000376188	ENSP00000230882
ENSP00000371432	ENSP00000376188
ENSP00000376188	ENSP00000371432
ENSP00000417658	ENSP00000368666
ENSP00000368666	ENSP00000417658
ENSP00000417658	ENSP00000341914
ENSP00000341914	ENSP00000417658
ENSP00000368666	ENSP00000341914
ENSP00000341914	ENSP00000368666
ENSP00000360141	ENSP00000334051
ENSP00000334051	ENSP00000360141
ENSP00000353586	ENSP00000302855
ENSP00000302855	ENSP00000353586
ENSP00000332287	ENSP00000248121
ENSP00000248121	ENSP00000332287
ENSP00000332287	ENSP00000344041
ENSP00000344041	ENSP00000332287
ENSP00000248121	ENSP00000344041
ENSP00000344041	ENSP00000248121
ENSP00000394071	ENSP00000369538
ENSP00000369538	ENSP00000394071
ENSP00000301945	ENSP00000306185
ENSP00000306185	ENSP00000301945
ENSP00000358997	ENSP00000261233
ENSP00000261233	ENSP00000358997
ENSP00000358997	ENSP00000256458
ENSP00000256458	ENSP00000358997
ENSP00000261233	ENSP00000256458
ENSP00000256458	ENSP00000261233
ENSP00000258403	ENSP00000236137
ENSP00000236137	ENSP00000258403
ENSP00000258403	ENSP00000308895
ENSP00000308895	ENSP00000258403
ENSP00000236137	ENSP00000308895
ENSP00000308895	ENSP00000236137
ENSP00000336783	ENSP00000401946
ENSP00000401946	ENSP00000336783
ENSP00000336783	ENSP00000379144
ENSP00000379144	ENSP00000336783
ENSP00000401946	ENSP00000379144
ENSP00000379144	ENSP00000401946
ENSP00000392828	ENSP00000385510
ENSP00000385510	ENSP00000392828
ENSP00000221847	ENSP00000368265
ENSP00000368265	ENSP00000221847
ENSP00000221847	ENSP00000357470
ENSP00000357470	ENSP00000221847
ENSP00000368265	ENSP00000357470
ENSP00000357470	ENSP00000368265
ENSP00000397947	ENSP00000234453
ENSP00000234453	ENSP00000397947
ENSP00000362071	ENSP00000344488
ENSP00000344488	ENSP00000362071
ENSP00000362071	ENSP00000380307
ENSP00000380307	ENSP00000362071
ENSP00000362071	ENSP00000284262
ENSP00000284262	ENSP00000362071
ENSP00000344488	ENSP00000380307
ENSP00000380307	ENSP00000344488
ENSP00000344488	ENSP00000284262
ENSP00000284262	ENSP00000344488
ENSP00000380307	ENSP00000284262
ENSP00000284262	ENSP00000380307
ENSP00000378176	ENSP00000354829
ENSP00000354829	ENSP00000378176
ENSP00000354481	ENSP00000356432
ENSP00000356432	ENSP00000354481
ENSP00000354481	ENSP00000265922
ENSP00000265922	ENSP00000354481
ENSP00000356432	ENSP00000265922
ENSP00000265922	ENSP00000356432
ENSP00000046794	ENSP00000226951
ENSP00000226951	ENSP00000046794
ENSP00000046794	ENSP00000341867
ENSP00000341867	ENSP00000046794
ENSP00000046794	ENSP00000224337
ENSP00000224337	ENSP00000046794
ENSP00000226951	ENSP00000341867
ENSP00000341867	ENSP00000226951
ENSP00000226951	ENSP00000224337
ENSP00000224337	ENSP00000226951
ENSP00000341867	ENSP00000224337
ENSP00000224337	ENSP00000341867
ENSP00000440945	ENSP00000263246
ENSP00000263246	ENSP00000440945
ENSP00000440945	ENSP00000439639
ENSP00000439639	ENSP00000440945
ENSP00000263246	ENSP00000439639
ENSP00000439639	ENSP00000263246
ENSP00000339086	ENSP00000347847
ENSP00000347847	ENSP00000339086
ENSP00000316338	ENSP00000005260
ENSP00000005260	ENSP00000316338
ENSP00000316338	ENSP00000371085
ENSP00000371085	ENSP00000316338
ENSP00000005260	ENSP00000371085
ENSP00000371085	ENSP00000005260
ENSP00000414303	ENSP00000397297
ENSP00000397297	ENSP00000414303
ENSP00000414303	ENSP00000358525
ENSP00000358525	ENSP00000414303
ENSP00000397297	ENSP00000358525
ENSP00000358525	ENSP00000397297
ENSP00000299045	ENSP00000335595
ENSP00000335595	ENSP00000299045
ENSP00000378323	ENSP00000378306
ENSP00000378306	ENSP00000378323
ENSP00000378323	ENSP00000380878
ENSP00000380878	ENSP00000378323
ENSP00000378306	ENSP00000380878
ENSP00000380878	ENSP00000378306
ENSP00000262741	ENSP00000428056
ENSP00000428056	ENSP00000262741
ENSP00000433847	ENSP00000230053
ENSP00000230053	ENSP00000433847
ENSP00000433847	ENSP00000265471
ENSP00000265471	ENSP00000433847
ENSP00000230053	ENSP00000265471
ENSP00000265471	ENSP00000230053
ENSP00000229266	ENSP00000441980
ENSP00000441980	ENSP00000229266
ENSP00000295633	ENSP00000305334
ENSP00000305334	ENSP00000295633
ENSP00000295633	ENSP00000265342
ENSP00000265342	ENSP00000295633
ENSP00000305334	ENSP00000265342
ENSP00000265342	ENSP00000305334
ENSP00000316861	ENSP00000405750
ENSP00000405750	ENSP00000316861
ENSP00000316861	ENSP00000280187
ENSP00000280187	ENSP00000316861
ENSP00000405750	ENSP00000280187
ENSP00000280187	ENSP00000405750
ENSP00000319370	ENSP00000258111
ENSP00000258111	ENSP00000319370
ENSP00000380019	ENSP00000446335
ENSP00000446335	ENSP00000380019
ENSP00000328083	ENSP00000315659
ENSP00000315659	ENSP00000328083
ENSP00000328083	ENSP00000416125
ENSP00000416125	ENSP00000328083
ENSP00000315659	ENSP00000416125
ENSP00000416125	ENSP00000315659
ENSP00000350359	ENSP00000264110
ENSP00000264110	ENSP00000350359
ENSP00000361066	ENSP00000399968
ENSP00000399968	ENSP00000361066
ENSP00000361066	ENSP00000385216
ENSP00000385216	ENSP00000361066
ENSP00000399968	ENSP00000385216
ENSP00000385216	ENSP00000399968
ENSP00000246229	ENSP00000325546
ENSP00000325546	ENSP00000246229
ENSP00000246229	ENSP00000353734
ENSP00000353734	ENSP00000246229
ENSP00000325546	ENSP00000353734
ENSP00000353734	ENSP00000325546
ENSP00000430075	ENSP00000379802
ENSP00000379802	ENSP00000430075
ENSP00000356105	ENSP00000258538
ENSP00000258538	ENSP00000356105
ENSP00000356105	ENSP00000326070
ENSP00000326070	ENSP00000356105
ENSP00000258538	ENSP00000326070
ENSP00000326070	ENSP00000258538
ENSP00000370192	ENSP00000363345
ENSP00000363345	ENSP00000370192
ENSP00000370517	ENSP00000345771
ENSP00000345771	ENSP00000370517
ENSP00000370517	ENSP00000269848
ENSP00000269848	ENSP00000370517
ENSP00000345771	ENSP00000269848
ENSP00000269848	ENSP00000345771
ENSP00000302564	ENSP00000381185
ENSP00000381185	ENSP00000302564
ENSP00000302564	ENSP00000363591
ENSP00000363591	ENSP00000302564
ENSP00000302564	ENSP00000250405
ENSP00000250405	ENSP00000302564
ENSP00000381185	ENSP00000363591
ENSP00000363591	ENSP00000381185
ENSP00000381185	ENSP00000250405
ENSP00000250405	ENSP00000381185
ENSP00000363591	ENSP00000250405
ENSP00000250405	ENSP00000363591
ENSP00000387699	ENSP00000262053
ENSP00000262053	ENSP00000387699
ENSP00000387699	ENSP00000265372
ENSP00000265372	ENSP00000387699
ENSP00000262053	ENSP00000265372
ENSP00000265372	ENSP00000262053
ENSP00000217964	ENSP00000405574
ENSP00000405574	ENSP00000217964
ENSP00000372499	ENSP00000405574
ENSP00000405574	ENSP00000372499
ENSP00000334382	ENSP00000439937
ENSP00000439937	ENSP00000334382
ENSP00000431512	ENSP00000264009
ENSP00000264009	ENSP00000431512
ENSP00000431512	ENSP00000357440
ENSP00000357440	ENSP00000431512
ENSP00000264009	ENSP00000357440
ENSP00000357440	ENSP00000264009
ENSP00000398798	ENSP00000318373
ENSP00000318373	ENSP00000398798
ENSP00000244061	ENSP00000217740
ENSP00000217740	ENSP00000244061
ENSP00000244061	ENSP00000261593
ENSP00000261593	ENSP00000244061
ENSP00000244061	ENSP00000326095
ENSP00000326095	ENSP00000244061
ENSP00000217740	ENSP00000261593
ENSP00000261593	ENSP00000217740
ENSP00000217740	ENSP00000326095
ENSP00000326095	ENSP00000217740
ENSP00000261593	ENSP00000326095
ENSP00000326095	ENSP00000261593
ENSP00000360916	ENSP00000359073
ENSP00000359073	ENSP00000360916
ENSP00000360916	ENSP00000472929
ENSP00000472929	ENSP00000360916
ENSP00000359073	ENSP00000472929
ENSP00000472929	ENSP00000359073
ENSP00000355260	ENSP00000398342
ENSP00000398342	ENSP00000355260
ENSP00000355260	ENSP00000301242
ENSP00000301242	ENSP00000355260
ENSP00000398342	ENSP00000301242
ENSP00000301242	ENSP00000398342
ENSP00000302647	ENSP00000202677
ENSP00000202677	ENSP00000302647
ENSP00000371811	ENSP00000321455
ENSP00000321455	ENSP00000371811
ENSP00000370057	ENSP00000276185
ENSP00000276185	ENSP00000370057
ENSP00000370057	ENSP00000444411
ENSP00000444411	ENSP00000370057
ENSP00000276185	ENSP00000444411
ENSP00000444411	ENSP00000276185
ENSP00000400142	ENSP00000466950
ENSP00000466950	ENSP00000400142
ENSP00000400142	ENSP00000254108
ENSP00000254108	ENSP00000400142
ENSP00000466950	ENSP00000254108
ENSP00000254108	ENSP00000466950
ENSP00000222673	ENSP00000363216
ENSP00000363216	ENSP00000222673
ENSP00000367794	ENSP00000362095
ENSP00000362095	ENSP00000367794
ENSP00000367794	ENSP00000206423
ENSP00000206423	ENSP00000367794
ENSP00000362095	ENSP00000206423
ENSP00000206423	ENSP00000362095
ENSP00000348381	ENSP00000264436
ENSP00000264436	ENSP00000348381
ENSP00000287878	ENSP00000323867
ENSP00000323867	ENSP00000287878
ENSP00000287878	ENSP00000436068
ENSP00000436068	ENSP00000287878
ENSP00000323867	ENSP00000436068
ENSP00000436068	ENSP00000323867
ENSP00000276079	ENSP00000343966
ENSP00000343966	ENSP00000276079
ENSP00000276079	ENSP00000349748
ENSP00000349748	ENSP00000276079
ENSP00000343966	ENSP00000349748
ENSP00000349748	ENSP00000343966
ENSP00000401371	ENSP00000358089
ENSP00000358089	ENSP00000401371
ENSP00000303042	ENSP00000296721
ENSP00000296721	ENSP00000303042
ENSP00000303042	ENSP00000410689
ENSP00000410689	ENSP00000303042
ENSP00000296721	ENSP00000410689
ENSP00000410689	ENSP00000296721
ENSP00000397908	ENSP00000261596
ENSP00000261596	ENSP00000397908
ENSP00000397908	ENSP00000362354
ENSP00000362354	ENSP00000397908
ENSP00000261596	ENSP00000362354
ENSP00000362354	ENSP00000261596
ENSP00000263174	ENSP00000341911
ENSP00000341911	ENSP00000263174
ENSP00000359621	ENSP00000264079
ENSP00000264079	ENSP00000359621
ENSP00000359621	ENSP00000359640
ENSP00000359640	ENSP00000359621
ENSP00000264079	ENSP00000359640
ENSP00000359640	ENSP00000264079
ENSP00000444215	ENSP00000422245
ENSP00000422245	ENSP00000444215
ENSP00000444215	ENSP00000357906
ENSP00000357906	ENSP00000444215
ENSP00000444215	ENSP00000328016
ENSP00000328016	ENSP00000444215
ENSP00000422245	ENSP00000357906
ENSP00000357906	ENSP00000422245
ENSP00000422245	ENSP00000328016
ENSP00000328016	ENSP00000422245
ENSP00000357906	ENSP00000328016
ENSP00000328016	ENSP00000357906
ENSP00000366513	ENSP00000266546
ENSP00000266546	ENSP00000366513
ENSP00000366513	ENSP00000402460
ENSP00000402460	ENSP00000366513
ENSP00000266546	ENSP00000402460
ENSP00000402460	ENSP00000266546
ENSP00000362532	ENSP00000381984
ENSP00000381984	ENSP00000362532
ENSP00000257836	ENSP00000246794
ENSP00000246794	ENSP00000257836
ENSP00000257836	ENSP00000359378
ENSP00000359378	ENSP00000257836
ENSP00000257836	ENSP00000444278
ENSP00000444278	ENSP00000257836
ENSP00000246794	ENSP00000359378
ENSP00000359378	ENSP00000246794
ENSP00000246794	ENSP00000444278
ENSP00000444278	ENSP00000246794
ENSP00000359378	ENSP00000444278
ENSP00000444278	ENSP00000359378
ENSP00000351684	ENSP00000374183
ENSP00000374183	ENSP00000351684
ENSP00000351684	ENSP00000416797
ENSP00000416797	ENSP00000351684
ENSP00000374183	ENSP00000416797
ENSP00000416797	ENSP00000374183
ENSP00000316779	ENSP00000267012
ENSP00000267012	ENSP00000316779
ENSP00000316779	ENSP00000348602
ENSP00000348602	ENSP00000316779
ENSP00000267012	ENSP00000348602
ENSP00000348602	ENSP00000267012
ENSP00000379612	ENSP00000449960
ENSP00000449960	ENSP00000379612
ENSP00000379612	ENSP00000398523
ENSP00000398523	ENSP00000379612
ENSP00000449960	ENSP00000398523
ENSP00000398523	ENSP00000449960
ENSP00000396103	ENSP00000327465
ENSP00000327465	ENSP00000396103
ENSP00000396103	ENSP00000276480
ENSP00000276480	ENSP00000396103
ENSP00000327465	ENSP00000276480
ENSP00000276480	ENSP00000327465
ENSP00000228495	ENSP00000455785
ENSP00000455785	ENSP00000228495
ENSP00000228495	ENSP00000226225
ENSP00000226225	ENSP00000228495
ENSP00000455785	ENSP00000226225
ENSP00000226225	ENSP00000455785
ENSP00000359890	ENSP00000267287
ENSP00000267287	ENSP00000359890
ENSP00000358071	ENSP00000380352
ENSP00000380352	ENSP00000358071
ENSP00000356591	ENSP00000301466
ENSP00000301466	ENSP00000356591
ENSP00000347005	ENSP00000293872
ENSP00000293872	ENSP00000347005
ENSP00000440222	ENSP00000293872
ENSP00000293872	ENSP00000440222
ENSP00000378236	ENSP00000450857
ENSP00000450857	ENSP00000378236
ENSP00000310969	ENSP00000450857
ENSP00000450857	ENSP00000310969
ENSP00000265276	ENSP00000389395
ENSP00000389395	ENSP00000265276
ENSP00000276449	ENSP00000337446
ENSP00000337446	ENSP00000276449
ENSP00000276449	ENSP00000009041
ENSP00000009041	ENSP00000276449
ENSP00000337446	ENSP00000009041
ENSP00000009041	ENSP00000337446
ENSP00000422031	ENSP00000278317
ENSP00000278317	ENSP00000422031
ENSP00000422031	ENSP00000467176
ENSP00000467176	ENSP00000422031
ENSP00000278317	ENSP00000467176
ENSP00000467176	ENSP00000278317
ENSP00000360493	ENSP00000300305
ENSP00000300305	ENSP00000360493
ENSP00000360493	ENSP00000382800
ENSP00000382800	ENSP00000360493
ENSP00000300305	ENSP00000382800
ENSP00000382800	ENSP00000300305
ENSP00000353508	ENSP00000340820
ENSP00000340820	ENSP00000353508
ENSP00000361185	ENSP00000469759
ENSP00000469759	ENSP00000361185
ENSP00000361185	ENSP00000361177
ENSP00000361177	ENSP00000361185
