SINCAM006024	ENSACAP00000000005
SINCAM921182	ENSACAP00000004996
SINCAM921179	ENSACAP00000004997
SINCAM005209	ENSACAP00000004998
SINCAM007315	ENSACAP00000004999
SINCAM009271	ENSACAP00000005000
SINCAM001493	ENSACAP00000005001
SINCAM920459	ENSACAP00000005002
SINCAM921925	ENSACAP00000005003
SINCAM013391	ENSACAP00000005005
SINCAM920673	ENSACAP00000005006
SINCAM011477	ENSACAP00000005007
SINCAM008350	ENSACAP00000005008
SINCAM008348	ENSACAP00000005010
SINCAM016201	ENSACAP00000005011
SINCAM011869	ENSACAP00000005012
SINCAM003689	ENSACAP00000005014
SINCAM013825	ENSACAP00000005015
SINCAM006336	ENSACAP00000005016
SINCAM007473	ENSACAP00000005017
SINCAM008394	ENSACAP00000005018
SINCAM921747	ENSACAP00000005019
SINCAM008395	ENSACAP00000005022
SINCAM013167	ENSACAP00000005026
SINCAM000204	ENSACAP00000005027
SINCAM921672	ENSACAP00000005028
SINCAM007313	ENSACAP00000005029
SINCAM008935	ENSACAP00000005030
SINCAM921779	ENSACAP00000005031
SINCAM010797	ENSACAP00000005032
SINCAM922173	ENSACAP00000005034
SINCAM921671	ENSACAP00000005035
SINCAM012434	ENSACAP00000005039
SINCAM004853	ENSACAP00000005040
SINCAM000177	ENSACAP00000005041
SINCAM008381	ENSACAP00000005042
SINCAM921573	ENSACAP00000005043
SINCAM006513	ENSACAP00000005044
SINCAM003911	ENSACAP00000005045
SINCAM011478	ENSACAP00000005046
SINCAM009440	ENSACAP00000005048
SINCAM008934	ENSACAP00000005050
SINCAM012435	ENSACAP00000005051
SINCAM006318	ENSACAP00000005052
SINCAM011467	ENSACAP00000005053
SINCAM007978	ENSACAP00000005054
SINCAM002948	ENSACAP00000005055
SINCAM000277	ENSACAP00000005057
SINCAM007312	ENSACAP00000005058
SINCAM001538	ENSACAP00000005059
SINCAM006512	ENSACAP00000005060
SINCAM003895	ENSACAP00000005063
SINCAM921072	ENSACAP00000005064
SINCAM001485	ENSACAP00000005065
SINCAM005390	ENSACAP00000005067
SINCAM001501	ENSACAP00000005068
SINCAM006469	ENSACAP00000005070
SINCAM001484	ENSACAP00000005071
SINCAM000664	ENSACAP00000005072
SINCAM013164	ENSACAP00000005073
SINCAM014818	ENSACAP00000005074
SINCAM014817	ENSACAP00000005082
SINCAM001482	ENSACAP00000005083
SINCAM006020	ENSACAP00000005084
SINCAM921021	ENSACAP00000005085
SINCAM006316	ENSACAP00000005086
SINCAM009850	ENSACAP00000005087
SINCAM001500	ENSACAP00000005088
SINCAM921022	ENSACAP00000005089
SINCAM001717	ENSACAP00000005090
SINCAM003673	ENSACAP00000005092
SINCAM014376	ENSACAP00000005093
SINCAM001480	ENSACAP00000005094
SINCAM014816	ENSACAP00000005095
SINCAM921748	ENSACAP00000005096
SINCAM922478	ENSACAP00000005097
SINCAM009104	ENSACAP00000005098
SINCAM921448	ENSACAP00000005100
SINCAM009406	ENSACAP00000005101
SINCAM006885	ENSACAP00000005102
SINCAM012438	ENSACAP00000005103
SINCAM011362	ENSACAP00000005105
SINCAM003478	ENSACAP00000005107
SINCAM002821	ENSACAP00000005109
SINCAM922279	ENSACAP00000005110
SINCAM014838	ENSACAP00000005111
SINCAM003040	ENSACAP00000005113
SINCAM013698	ENSACAP00000005114
SINCAM921057	ENSACAP00000005116
SINCAM010711	ENSACAP00000005118
SINCAM012437	ENSACAP00000005119
SINCAM009407	ENSACAP00000005120
SINCAM013754	ENSACAP00000005121
SINCAM012439	ENSACAP00000005122
SINCAM001719	ENSACAP00000005123
SINCAM014871	ENSACAP00000005124
SINCAM012362	ENSACAP00000005126
SINCAM007825	ENSACAP00000005127
SINCAM009413	ENSACAP00000005129
SINCAM000662	ENSACAP00000005130
SINCAM011066	ENSACAP00000005131
SINCAM005389	ENSACAP00000005132
SINCAM012440	ENSACAP00000005133
SINCAM013359	ENSACAP00000005134
SINCAM003672	ENSACAP00000005137
SINCAM002873	ENSACAP00000005138
SINCAM003899	ENSACAP00000005139
SINCAM004788	ENSACAP00000005141
SINCAM003690	ENSACAP00000005143
SINCAM002949	ENSACAP00000005144
SINCAM004953	ENSACAP00000005145
SINCAM921749	ENSACAP00000005147
SINCAM003900	ENSACAP00000005148
SINCAM003671	ENSACAP00000005151
SINCAM010774	ENSACAP00000005153
SINCAM002951	ENSACAP00000005154
SINCAM001499	ENSACAP00000005163
SINCAM011290	ENSACAP00000005168
SINCAM015605	ENSACAP00000005170
SINCAM008380	ENSACAP00000005171
SINCAM002546	ENSACAP00000005172
SINCAM920800	ENSACAP00000005176
SINCAM007810	ENSACAP00000005178
SINCAM014815	ENSACAP00000005180
SINCAM014236	ENSACAP00000005181
SINCAM004787	ENSACAP00000005183
SINCAM009442	ENSACAP00000005184
SINCAM008944	ENSACAP00000005186
SINCAM012360	ENSACAP00000005187
SINCAM921751	ENSACAP00000005190
SINCAM002340	ENSACAP00000005192
SINCAM013283	ENSACAP00000005193
SINCAM008699	ENSACAP00000005194
SINCAM920770	ENSACAP00000005197
SINCAM003312	ENSACAP00000005200
SINCAM002342	ENSACAP00000005202
SINCAM003825	ENSACAP00000005203
SINCAM008946	ENSACAP00000005206
SINCAM922008	ENSACAP00000005207
SINCAM008397	ENSACAP00000005208
SINCAM003730	ENSACAP00000005213
SINCAM002953	ENSACAP00000005217
SINCAM921753	ENSACAP00000005218
SINCAM009412	ENSACAP00000005219
SINCAM001722	ENSACAP00000005221
SINCAM013052	ENSACAP00000005222
SINCAM921555	ENSACAP00000005223
SINCAM012841	ENSACAP00000005225
SINCAM900265	ENSACAP00000005226
SINCAM012443	ENSACAP00000005227
SINCAM005387	ENSACAP00000005228
SINCAM002790	ENSACAP00000005229
SINCAM922499	ENSACAP00000005230
SINCAM922498	ENSACAP00000005232
SINCAM008100	ENSACAP00000005233
SINCAM013053	ENSACAP00000005236
SINCAM003670	ENSACAP00000005238
SINCAM009278	ENSACAP00000005241
SINCAM002955	ENSACAP00000005245
SINCAM002754	ENSACAP00000005246
SINCAM002797	ENSACAP00000005247
SINCAM010177	ENSACAP00000005249
SINCAM922461	ENSACAP00000005250
SINCAM013636	ENSACAP00000005251
SINCAM008231	ENSACAP00000005253
SINCAM009277	ENSACAP00000005256
SINCAM006836	ENSACAP00000005257
SINCAM000660	ENSACAP00000005258
SINCAM900172	ENSACAP00000005259
SINCAM006717	ENSACAP00000005260
SINCAM006566	ENSACAP00000005261
SINCAM920801	ENSACAP00000005262
SINCAM007417	ENSACAP00000005263
SINCAM008658	ENSACAP00000005265
SINCAM010107	ENSACAP00000005266
SINCAM004085	ENSACAP00000005267
SINCAM006187	ENSACAP00000005268
SINCAM012889	ENSACAP00000005269
SINCAM009276	ENSACAP00000005272
SINCAM922815	ENSACAP00000005274
SINCAM002956	ENSACAP00000005275
SINCAM005214	ENSACAP00000005276
SINCAM005204	ENSACAP00000005277
SINCAM011821	ENSACAP00000005278
SINCAM002957	ENSACAP00000005279
SINCAM003902	ENSACAP00000005280
SINCAM003669	ENSACAP00000005282
SINCAM922141	ENSACAP00000005284
SINCAM014832	ENSACAP00000005286
SINCAM011417	ENSACAP00000005290
SINCAM009079	ENSACAP00000005291
SINCAM009410	ENSACAP00000005292
SINCAM016425	ENSACAP00000005293
SINCAM009275	ENSACAP00000005296
SINCAM002959	ENSACAP00000005299
SINCAM005674	ENSACAP00000005300
SINCAM001060	ENSACAP00000005301
SINCAM006884	ENSACAP00000005302
SINCAM004079	ENSACAP00000005303
SINCAM012633	ENSACAP00000005304
SINCAM921596	ENSACAP00000005306
SINCAM013920	ENSACAP00000005307
SINCAM004096	ENSACAP00000005308
SINCAM004095	ENSACAP00000005309
SINCAM008618	ENSACAP00000005311
SINCAM922387	ENSACAP00000005312
SINCAM005385	ENSACAP00000005316
SINCAM011760	ENSACAP00000005317
SINCAM006188	ENSACAP00000005318
SINCAM011051	ENSACAP00000005319
SINCAM014161	ENSACAP00000005321
SINCAM920802	ENSACAP00000005323
SINCAM014160	ENSACAP00000005326
SINCAM921585	ENSACAP00000005327
SINCAM003728	ENSACAP00000005328
SINCAM010382	ENSACAP00000005329
SINCAM921597	ENSACAP00000005330
SINCAM002345	ENSACAP00000005331
SINCAM003732	ENSACAP00000005332
SINCAM921709	ENSACAP00000005333
SINCAM012628	ENSACAP00000005334
SINCAM010381	ENSACAP00000005335
SINCAM000642	ENSACAP00000005336
SINCAM002346	ENSACAP00000005337
SINCAM002785	ENSACAP00000005338
SINCAM922356	ENSACAP00000005339
SINCAM001608	ENSACAP00000005343
SINCAM010631	ENSACAP00000005344
SINCAM010380	ENSACAP00000005351
SINCAM003903	ENSACAP00000005352
SINCAM000641	ENSACAP00000005354
SINCAM001725	ENSACAP00000005355
SINCAM000639	ENSACAP00000005357
SINCAM000569	ENSACAP00000005358
SINCAM922752	ENSACAP00000005360
SINCAM011759	ENSACAP00000005362
SINCAM014159	ENSACAP00000005363
SINCAM002092	ENSACAP00000005364
SINCAM011080	ENSACAP00000005365
SINCAM003733	ENSACAP00000005366
SINCAM003738	ENSACAP00000005370
SINCAM012622	ENSACAP00000005372
SINCAM922427	ENSACAP00000005373
SINCAM011776	ENSACAP00000005375
SINCAM921714	ENSACAP00000005376
SINCAM006719	ENSACAP00000005377
SINCAM000638	ENSACAP00000005378
SINCAM001726	ENSACAP00000005382
SINCAM002881	ENSACAP00000005389
SINCAM014925	ENSACAP00000005392
SINCAM005036	ENSACAP00000005394
SINCAM001498	ENSACAP00000005395
SINCAM010379	ENSACAP00000005396
SINCAM922385	ENSACAP00000005397
SINCAM008653	ENSACAP00000005399
SINCAM004397	ENSACAP00000005400
SINCAM008230	ENSACAP00000005401
SINCAM005384	ENSACAP00000005402
SINCAM003666	ENSACAP00000005404
SINCAM003739	ENSACAP00000005405
SINCAM006720	ENSACAP00000005407
SINCAM005383	ENSACAP00000005410
SINCAM921729	ENSACAP00000005411
SINCAM920738	ENSACAP00000005412
SINCAM010378	ENSACAP00000005413
SINCAM002878	ENSACAP00000005414
SINCAM011081	ENSACAP00000005415
SINCAM001059	ENSACAP00000005416
SINCAM922428	ENSACAP00000005417
SINCAM011082	ENSACAP00000005418
SINCAM014091	ENSACAP00000005420
SINCAM010106	ENSACAP00000005421
SINCAM000637	ENSACAP00000005422
SINCAM003102	ENSACAP00000005425
SINCAM000657	ENSACAP00000005427
SINCAM003806	ENSACAP00000005428
SINCAM008655	ENSACAP00000005429
SINCAM920895	ENSACAP00000005430
SINCAM922430	ENSACAP00000005432
SINCAM001058	ENSACAP00000005433
SINCAM005896	ENSACAP00000005435
SINCAM920492	ENSACAP00000005436
SINCAM920579	ENSACAP00000005437
SINCAM003232	ENSACAP00000005438
SINCAM000636	ENSACAP00000005441
SINCAM003683	ENSACAP00000005443
SINCAM007130	ENSACAP00000005444
SINCAM005400	ENSACAP00000005445
SINCAM001496	ENSACAP00000005446
SINCAM013778	ENSACAP00000005451
SINCAM010377	ENSACAP00000005459
SINCAM008413	ENSACAP00000005463
SINCAM014315	ENSACAP00000005464
SINCAM002782	ENSACAP00000005467
SINCAM922320	ENSACAP00000005469
SINCAM001926	ENSACAP00000005472
SINCAM921678	ENSACAP00000005474
SINCAM002877	ENSACAP00000005476
SINCAM920886	ENSACAP00000005478
SINCAM007877	ENSACAP00000005480
SINCAM002551	ENSACAP00000005481
SINCAM001727	ENSACAP00000005482
SINCAM013153	ENSACAP00000005486
SINCAM003882	ENSACAP00000005487
SINCAM002875	ENSACAP00000005491
SINCAM010103	ENSACAP00000005495
SINCAM920710	ENSACAP00000005497
SINCAM002876	ENSACAP00000005498
SINCAM920441	ENSACAP00000005499
SINCAM921153	ENSACAP00000005500
SINCAM002874	ENSACAP00000005502
SINCAM012949	ENSACAP00000005503
SINCAM922625	ENSACAP00000005504
SINCAM003300	ENSACAP00000005505
SINCAM003744	ENSACAP00000005506
SINCAM009921	ENSACAP00000005507
SINCAM000634	ENSACAP00000005508
SINCAM001056	ENSACAP00000005511
SINCAM003876	ENSACAP00000005512
SINCAM009650	ENSACAP00000005514
SINCAM009652	ENSACAP00000005515
SINCAM010999	ENSACAP00000005516
SINCAM002552	ENSACAP00000005518
SINCAM002659	ENSACAP00000005519
SINCAM009408	ENSACAP00000005522
SINCAM002522	ENSACAP00000005523
SINCAM005261	ENSACAP00000005527
SINCAM010104	ENSACAP00000005533
SINCAM011132	ENSACAP00000005534
SINCAM005009	ENSACAP00000005537
SINCAM011129	ENSACAP00000005539
SINCAM014922	ENSACAP00000005540
SINCAM920893	ENSACAP00000005541
SINCAM012013	ENSACAP00000005542
SINCAM000632	ENSACAP00000005543
SINCAM000672	ENSACAP00000005544
SINCAM005399	ENSACAP00000005546
SINCAM016160	ENSACAP00000005547
SINCAM002553	ENSACAP00000005549
SINCAM013390	ENSACAP00000005550
SINCAM005300	ENSACAP00000005552
SINCAM001495	ENSACAP00000005553
SINCAM003663	ENSACAP00000005554
SINCAM009274	ENSACAP00000005555
SINCAM009368	ENSACAP00000005556
SINCAM004142	ENSACAP00000005558
SINCAM000881	ENSACAP00000005559
SINCAM005260	ENSACAP00000005560
SINCAM003805	ENSACAP00000005561
SINCAM008410	ENSACAP00000005563
SINCAM921674	ENSACAP00000005564
SINCAM011334	ENSACAP00000005565
SINCAM012012	ENSACAP00000005567
SINCAM014182	ENSACAP00000005569
SINCAM002786	ENSACAP00000005570
SINCAM921175	ENSACAP00000005571
SINCAM920884	ENSACAP00000005573
SINCAM922386	ENSACAP00000005574
SINCAM014921	ENSACAP00000005576
SINCAM920544	ENSACAP00000005579
SINCAM008409	ENSACAP00000005580
SINCAM009920	ENSACAP00000005582
SINCAM009273	ENSACAP00000005583
SINCAM005299	ENSACAP00000005584
SINCAM003804	ENSACAP00000005585
SINCAM920457	ENSACAP00000005586
SINCAM005239	ENSACAP00000005587
SINCAM922310	ENSACAP00000005588
SINCAM000838	ENSACAP00000005589
SINCAM003803	ENSACAP00000005590
SINCAM011793	ENSACAP00000005591
SINCAM921194	ENSACAP00000005592
SINCAM010101	ENSACAP00000005594
SINCAM003877	ENSACAP00000005596
SINCAM010652	ENSACAP00000005599
SINCAM005252	ENSACAP00000005603
SINCAM009272	ENSACAP00000005610
SINCAM920883	ENSACAP00000005611
SINCAM002846	ENSACAP00000005612
SINCAM012182	ENSACAP00000005613
SINCAM014920	ENSACAP00000005614
SINCAM000654	ENSACAP00000005615
SINCAM009918	ENSACAP00000005616
SINCAM002554	ENSACAP00000005617
SINCAM008576	ENSACAP00000005618
SINCAM004192	ENSACAP00000005619
SINCAM003228	ENSACAP00000005620
SINCAM921109	ENSACAP00000005621
SINCAM921150	ENSACAP00000005622
SINCAM004986	ENSACAP00000005623
SINCAM000631	ENSACAP00000005624
SINCAM005297	ENSACAP00000005626
SINCAM921942	ENSACAP00000005628
SINCAM001054	ENSACAP00000005631
SINCAM010102	ENSACAP00000005633
SINCAM004984	ENSACAP00000005634
SINCAM005343	ENSACAP00000005638
SINCAM015562	ENSACAP00000005639
SINCAM002824	ENSACAP00000005640
SINCAM921108	ENSACAP00000005641
SINCAM004983	ENSACAP00000005643
SINCAM007192	ENSACAP00000005644
SINCAM921193	ENSACAP00000005645
SINCAM000323	ENSACAP00000005646
SINCAM003226	ENSACAP00000005648
SINCAM005381	ENSACAP00000005650
SINCAM012404	ENSACAP00000005651
SINCAM003735	ENSACAP00000005652
SINCAM008250	ENSACAP00000005653
SINCAM006805	ENSACAP00000005654
SINCAM000217	ENSACAP00000005658
SINCAM002964	ENSACAP00000005659
SINCAM000656	ENSACAP00000005660
SINCAM001527	ENSACAP00000005662
SINCAM013637	ENSACAP00000005665
SINCAM922870	ENSACAP00000005666
SINCAM004850	ENSACAP00000005669
SINCAM003225	ENSACAP00000005670
SINCAM003401	ENSACAP00000005671
SINCAM012010	ENSACAP00000005672
SINCAM003800	ENSACAP00000005673
SINCAM009752	ENSACAP00000005675
SINCAM012181	ENSACAP00000005676
SINCAM922510	ENSACAP00000005677
SINCAM009808	ENSACAP00000005678
SINCAM009917	ENSACAP00000005680
SINCAM900285	ENSACAP00000005681
SINCAM005325	ENSACAP00000005682
SINCAM009654	ENSACAP00000005688
SINCAM011768	ENSACAP00000005689
SINCAM009810	ENSACAP00000005694
SINCAM005262	ENSACAP00000005695
SINCAM007190	ENSACAP00000005696
SINCAM005341	ENSACAP00000005699
SINCAM013530	ENSACAP00000005702
SINCAM000544	ENSACAP00000005703
SINCAM921704	ENSACAP00000005706
SINCAM003798	ENSACAP00000005707
SINCAM003398	ENSACAP00000005708
SINCAM000629	ENSACAP00000005709
SINCAM017596	ENSACAP00000005714
SINCAM006163	ENSACAP00000005715
SINCAM006916	ENSACAP00000005716
SINCAM002965	ENSACAP00000005718
SINCAM006162	ENSACAP00000005719
SINCAM010897	ENSACAP00000005724
SINCAM017595	ENSACAP00000005726
SINCAM005011	ENSACAP00000005727
SINCAM009916	ENSACAP00000005732
SINCAM016402	ENSACAP00000005733
SINCAM003397	ENSACAP00000005734
SINCAM011673	ENSACAP00000005735
SINCAM000628	ENSACAP00000005737
SINCAM000543	ENSACAP00000005738
SINCAM005326	ENSACAP00000005740
SINCAM012900	ENSACAP00000005742
SINCAM012805	ENSACAP00000005744
SINCAM921879	ENSACAP00000005745
SINCAM004004	ENSACAP00000005747
SINCAM004002	ENSACAP00000005750
SINCAM000837	ENSACAP00000005752
SINCAM006637	ENSACAP00000005755
SINCAM005327	ENSACAP00000005760
SINCAM922548	ENSACAP00000005762
SINCAM014440	ENSACAP00000005764
SINCAM001992	ENSACAP00000005773
SINCAM012178	ENSACAP00000005777
SINCAM012625	ENSACAP00000005778
SINCAM004082	ENSACAP00000005779
SINCAM013799	ENSACAP00000005781
SINCAM002966	ENSACAP00000005783
SINCAM920425	ENSACAP00000005787
SINCAM005018	ENSACAP00000005788
SINCAM004980	ENSACAP00000005789
SINCAM900054	ENSACAP00000005790
SINCAM921941	ENSACAP00000005791
SINCAM000626	ENSACAP00000005792
SINCAM000624	ENSACAP00000005793
SINCAM015155	ENSACAP00000005794
SINCAM003797	ENSACAP00000005795
SINCAM005337	ENSACAP00000005797
SINCAM000542	ENSACAP00000005799
SINCAM921408	ENSACAP00000005801
SINCAM920720	ENSACAP00000005802
SINCAM000069	ENSACAP00000005805
SINCAM900257	ENSACAP00000005806
SINCAM002967	ENSACAP00000005808
SINCAM922350	ENSACAP00000005810
SINCAM008248	ENSACAP00000005815
SINCAM921407	ENSACAP00000005816
SINCAM005148	ENSACAP00000005819
SINCAM011900	ENSACAP00000005820
SINCAM921404	ENSACAP00000005823
SINCAM921715	ENSACAP00000005826
SINCAM005019	ENSACAP00000005827
SINCAM006878	ENSACAP00000005829
SINCAM014312	ENSACAP00000005830
SINCAM005020	ENSACAP00000005831
SINCAM010643	ENSACAP00000005832
SINCAM005296	ENSACAP00000005833
SINCAM010198	ENSACAP00000005834
SINCAM001375	ENSACAP00000005836
SINCAM009811	ENSACAP00000005840
SINCAM008247	ENSACAP00000005841
SINCAM009914	ENSACAP00000005842
SINCAM008656	ENSACAP00000005844
SINCAM000541	ENSACAP00000005846
SINCAM922508	ENSACAP00000005847
SINCAM010324	ENSACAP00000005849
SINCAM000317	ENSACAP00000005850
SINCAM005328	ENSACAP00000005851
SINCAM003350	ENSACAP00000005853
SINCAM017510	ENSACAP00000005855
SINCAM922153	ENSACAP00000005856
SINCAM006879	ENSACAP00000005857
SINCAM002555	ENSACAP00000005858
SINCAM003351	ENSACAP00000005859
SINCAM003696	ENSACAP00000005860
SINCAM900165	ENSACAP00000005864
SINCAM010036	ENSACAP00000005865
SINCAM012176	ENSACAP00000005867
SINCAM900053	ENSACAP00000005868
SINCAM921878	ENSACAP00000005869
SINCAM003633	ENSACAP00000005870
SINCAM007186	ENSACAP00000005872
SINCAM014358	ENSACAP00000005875
SINCAM003352	ENSACAP00000005876
SINCAM007184	ENSACAP00000005877
SINCAM000112	ENSACAP00000005878
SINCAM000621	ENSACAP00000005880
SINCAM017041	ENSACAP00000005881
SINCAM010325	ENSACAP00000005882
SINCAM920877	ENSACAP00000005883
SINCAM002557	ENSACAP00000005884
SINCAM006237	ENSACAP00000005885
SINCAM007126	ENSACAP00000005886
SINCAM003697	ENSACAP00000005887
SINCAM008246	ENSACAP00000005888
SINCAM004784	ENSACAP00000005890
SINCAM000540	ENSACAP00000005893
SINCAM922312	ENSACAP00000005895
SINCAM009791	ENSACAP00000005896
SINCAM922178	ENSACAP00000005899
SINCAM011195	ENSACAP00000005900
SINCAM011083	ENSACAP00000005901
SINCAM006111	ENSACAP00000005902
SINCAM014363	ENSACAP00000005903
SINCAM010719	ENSACAP00000005904
SINCAM011901	ENSACAP00000005906
SINCAM014149	ENSACAP00000005907
SINCAM921318	ENSACAP00000005910
SINCAM922272	ENSACAP00000005911
SINCAM006880	ENSACAP00000005913
SINCAM001376	ENSACAP00000005916
SINCAM001052	ENSACAP00000005917
SINCAM920639	ENSACAP00000005920
SINCAM003623	ENSACAP00000005924
SINCAM003354	ENSACAP00000005925
SINCAM005294	ENSACAP00000005926
SINCAM014340	ENSACAP00000005929
SINCAM009508	ENSACAP00000005933
SINCAM010512	ENSACAP00000005936
SINCAM000539	ENSACAP00000005938
SINCAM011048	ENSACAP00000005940
SINCAM012844	ENSACAP00000005943
SINCAM920641	ENSACAP00000005946
SINCAM013410	ENSACAP00000005947
SINCAM000537	ENSACAP00000005948
SINCAM011134	ENSACAP00000005950
SINCAM013411	ENSACAP00000005951
SINCAM012447	ENSACAP00000005952
SINCAM014322	ENSACAP00000005953
SINCAM004783	ENSACAP00000005955
SINCAM004000	ENSACAP00000005956
SINCAM003394	ENSACAP00000005957
SINCAM002558	ENSACAP00000005958
SINCAM011902	ENSACAP00000005959
SINCAM920869	ENSACAP00000005960
SINCAM003694	ENSACAP00000005962
SINCAM010108	ENSACAP00000005966
SINCAM922673	ENSACAP00000005967
SINCAM007183	ENSACAP00000005968
SINCAM011135	ENSACAP00000005969
SINCAM004423	ENSACAP00000005970
SINCAM000536	ENSACAP00000005972
SINCAM010997	ENSACAP00000005973
SINCAM003624	ENSACAP00000005974
SINCAM010513	ENSACAP00000005981
SINCAM003626	ENSACAP00000005985
SINCAM012448	ENSACAP00000005989
SINCAM001050	ENSACAP00000005994
SINCAM012171	ENSACAP00000005997
SINCAM011137	ENSACAP00000005999
SINCAM014323	ENSACAP00000006002
SINCAM010396	ENSACAP00000006003
SINCAM013832	ENSACAP00000006005
SINCAM003355	ENSACAP00000006007
SINCAM921837	ENSACAP00000006009
SINCAM920513	ENSACAP00000006010
SINCAM003999	ENSACAP00000006016
SINCAM920642	ENSACAP00000006019
SINCAM007182	ENSACAP00000006020
SINCAM922042	ENSACAP00000006021
SINCAM007181	ENSACAP00000006024
SINCAM014293	ENSACAP00000006025
SINCAM003998	ENSACAP00000006026
SINCAM004422	ENSACAP00000006027
SINCAM007180	ENSACAP00000006028
SINCAM004421	ENSACAP00000006030
SINCAM010703	ENSACAP00000006031
SINCAM003693	ENSACAP00000006033
SINCAM011418	ENSACAP00000006034
SINCAM000572	ENSACAP00000006035
SINCAM920868	ENSACAP00000006036
SINCAM007179	ENSACAP00000006037
SINCAM014371	ENSACAP00000006038
SINCAM014259	ENSACAP00000006043
SINCAM013356	ENSACAP00000006044
SINCAM003795	ENSACAP00000006045
SINCAM003356	ENSACAP00000006046
SINCAM005822	ENSACAP00000006047
SINCAM010715	ENSACAP00000006049
SINCAM007104	ENSACAP00000006050
SINCAM011550	ENSACAP00000006052
SINCAM003615	ENSACAP00000006053
SINCAM010716	ENSACAP00000006055
SINCAM008244	ENSACAP00000006056
SINCAM003357	ENSACAP00000006058
SINCAM003997	ENSACAP00000006059
SINCAM004417	ENSACAP00000006060
SINCAM009357	ENSACAP00000006062
SINCAM003627	ENSACAP00000006066
SINCAM005292	ENSACAP00000006068
SINCAM009790	ENSACAP00000006069
SINCAM921172	ENSACAP00000006071
SINCAM012429	ENSACAP00000006073
SINCAM015055	ENSACAP00000006074
SINCAM003358	ENSACAP00000006075
SINCAM003359	ENSACAP00000006076
SINCAM922433	ENSACAP00000006078
SINCAM003628	ENSACAP00000006079
SINCAM900286	ENSACAP00000006080
SINCAM003794	ENSACAP00000006082
SINCAM007615	ENSACAP00000006083
SINCAM014911	ENSACAP00000006084
SINCAM004782	ENSACAP00000006085
SINCAM003996	ENSACAP00000006086
SINCAM011946	ENSACAP00000006087
SINCAM920878	ENSACAP00000006091
SINCAM012032	ENSACAP00000006092
SINCAM003233	ENSACAP00000006094
SINCAM006108	ENSACAP00000006098
SINCAM000573	ENSACAP00000006099
SINCAM921033	ENSACAP00000006101
SINCAM012803	ENSACAP00000006103
SINCAM014095	ENSACAP00000006105
SINCAM003614	ENSACAP00000006106
SINCAM003360	ENSACAP00000006107
SINCAM921832	ENSACAP00000006109
SINCAM004781	ENSACAP00000006110
SINCAM003393	ENSACAP00000006112
SINCAM010181	ENSACAP00000006115
SINCAM006110	ENSACAP00000006116
SINCAM920879	ENSACAP00000006118
SINCAM003613	ENSACAP00000006119
SINCAM011102	ENSACAP00000006122
SINCAM003995	ENSACAP00000006123
SINCAM000574	ENSACAP00000006124
SINCAM010027	ENSACAP00000006125
SINCAM014094	ENSACAP00000006127
SINCAM005291	ENSACAP00000006129
SINCAM006881	ENSACAP00000006130
SINCAM012430	ENSACAP00000006131
