PMZ_0046432-RA	ENSGALP00000000003
PMZ_0044218-RA	ENSGALP00000006818
PMZ_0036701-RA	ENSGALP00000006818
PMZ_0018517-RA	ENSGALP00000006826
PMZ_0045127-RA	ENSGALP00000006826
PMZ_0037609-RA	ENSGALP00000006827
PMZ_0037008-RA	ENSGALP00000006832
PMZ_0047441-RA	ENSGALP00000006832
PMZ_0049006-RA	ENSGALP00000006839
PMZ_0026041-RA	ENSGALP00000006841
PMZ_0031202-RA	ENSGALP00000006841
PMZ_0010425-RA	ENSGALP00000006848
PMZ_0040919-RA	ENSGALP00000006848
PMZ_0043336-RA	ENSGALP00000006852
PMZ_0040217-RA	ENSGALP00000006852
PMZ_0018528-RA	ENSGALP00000006856
PMZ_0042304-RA	ENSGALP00000006860
PMZ_0044037-RA	ENSGALP00000006860
PMZ_0031823-RA	ENSGALP00000006864
PMZ_0036630-RA	ENSGALP00000006868
PMZ_0034200-RA	ENSGALP00000006868
PMZ_0048044-RA	ENSGALP00000006877
PMZ_0037590-RA	ENSGALP00000006880
PMZ_0042331-RA	ENSGALP00000006880
PMZ_0031824-RA	ENSGALP00000006885
PMZ_0017809-RA	ENSGALP00000006885
PMZ_0010427-RA	ENSGALP00000006890
PMZ_0011369-RA	ENSGALP00000006895
PMZ_0030625-RA	ENSGALP00000006896
PMZ_0043792-RA	ENSGALP00000006896
PMZ_0036938-RA	ENSGALP00000006906
PMZ_0046509-RA	ENSGALP00000006906
PMZ_0040632-RA	ENSGALP00000006909
PMZ_0002279-RA	ENSGALP00000006909
PMZ_0031738-RA	ENSGALP00000006915
PMZ_0027756-RA	ENSGALP00000006921
PMZ_0033327-RA	ENSGALP00000006921
PMZ_0032878-RA	ENSGALP00000006922
PMZ_0034174-RA	ENSGALP00000006922
PMZ_0021885-RA	ENSGALP00000006927
PMZ_0032516-RA	ENSGALP00000006927
PMZ_0009328-RA	ENSGALP00000006929
PMZ_0016628-RA	ENSGALP00000006931
PMZ_0031606-RA	ENSGALP00000006932
PMZ_0034136-RA	ENSGALP00000006932
PMZ_0011367-RA	ENSGALP00000006935
PMZ_0042750-RA	ENSGALP00000006935
PMZ_0043364-RA	ENSGALP00000006940
PMZ_0027959-RA	ENSGALP00000006943
PMZ_0047406-RA	ENSGALP00000006943
PMZ_0010428-RA	ENSGALP00000006944
PMZ_0011818-RA	ENSGALP00000006952
PMZ_0008095-RA	ENSGALP00000006954
PMZ_0011467-RA	ENSGALP00000006958
PMZ_0020479-RA	ENSGALP00000006959
PMZ_0004127-RA	ENSGALP00000006960
PMZ_0011368-RA	ENSGALP00000006962
PMZ_0013289-RA	ENSGALP00000006962
PMZ_0026369-RA	ENSGALP00000006965
PMZ_0040103-RA	ENSGALP00000006967
PMZ_0010064-RA	ENSGALP00000006967
PMZ_0045035-RA	ENSGALP00000006970
PMZ_0010892-RA	ENSGALP00000006970
PMZ_0021887-RA	ENSGALP00000006973
PMZ_0048032-RA	ENSGALP00000006977
PMZ_0021769-RA	ENSGALP00000006977
PMZ_0013135-RA	ENSGALP00000006979
PMZ_0021477-RA	ENSGALP00000006984
PMZ_0040921-RA	ENSGALP00000006992
PMZ_0029479-RA	ENSGALP00000006993
PMZ_0041343-RA	ENSGALP00000006993
PMZ_0029094-RA	ENSGALP00000006999
PMZ_0043059-RA	ENSGALP00000006999
PMZ_0019843-RA	ENSGALP00000007002
PMZ_0034282-RA	ENSGALP00000007002
PMZ_0043250-RA	ENSGALP00000007003
PMZ_0030300-RA	ENSGALP00000007003
PMZ_0043862-RA	ENSGALP00000007014
PMZ_0044704-RA	ENSGALP00000007019
PMZ_0048126-RA	ENSGALP00000007019
PMZ_0048973-RA	ENSGALP00000007021
PMZ_0031579-RA	ENSGALP00000007030
PMZ_0029715-RA	ENSGALP00000007030
PMZ_0040125-RA	ENSGALP00000007031
PMZ_0017442-RA	ENSGALP00000007035
PMZ_0031766-RA	ENSGALP00000007035
PMZ_0004679-RA	ENSGALP00000007040
PMZ_0042281-RA	ENSGALP00000007040
PMZ_0046525-RA	ENSGALP00000007042
PMZ_0030142-RA	ENSGALP00000007047
PMZ_0037049-RA	ENSGALP00000007047
PMZ_0047756-RA	ENSGALP00000007048
PMZ_0016703-RA	ENSGALP00000007048
PMZ_0037313-RA	ENSGALP00000007049
PMZ_0042714-RA	ENSGALP00000007051
PMZ_0020543-RA	ENSGALP00000007052
PMZ_0032534-RA	ENSGALP00000007052
PMZ_0001053-RA	ENSGALP00000007054
PMZ_0044291-RA	ENSGALP00000007055
PMZ_0033575-RA	ENSGALP00000007055
PMZ_0036322-RA	ENSGALP00000007057
PMZ_0013370-RA	ENSGALP00000007068
PMZ_0047028-RA	ENSGALP00000007068
PMZ_0026466-RA	ENSGALP00000007080
PMZ_0030313-RA	ENSGALP00000007090
PMZ_0043338-RA	ENSGALP00000007092
PMZ_0006035-RA	ENSGALP00000007092
PMZ_0027102-RA	ENSGALP00000007093
PMZ_0008920-RA	ENSGALP00000007096
PMZ_0036055-RA	ENSGALP00000007096
PMZ_0020345-RA	ENSGALP00000007101
PMZ_0027121-RA	ENSGALP00000007101
PMZ_0044154-RA	ENSGALP00000007102
PMZ_0044134-RA	ENSGALP00000007104
PMZ_0032994-RA	ENSGALP00000007107
PMZ_0002500-RA	ENSGALP00000007109
PMZ_0044740-RA	ENSGALP00000007109
PMZ_0034006-RA	ENSGALP00000007113
PMZ_0047839-RA	ENSGALP00000007115
PMZ_0037754-RA	ENSGALP00000007115
PMZ_0026328-RA	ENSGALP00000007118
PMZ_0027176-RA	ENSGALP00000007118
PMZ_0045266-RA	ENSGALP00000007125
PMZ_0036403-RA	ENSGALP00000007131
PMZ_0045095-RA	ENSGALP00000007133
PMZ_0048789-RA	ENSGALP00000007137
PMZ_0030327-RA	ENSGALP00000007138
PMZ_0015434-RA	ENSGALP00000007139
PMZ_0036255-RA	ENSGALP00000007139
PMZ_0042859-RA	ENSGALP00000007149
PMZ_0013290-RA	ENSGALP00000007152
PMZ_0043387-RA	ENSGALP00000007152
PMZ_0040858-RA	ENSGALP00000007155
PMZ_0015487-RB	ENSGALP00000007158
PMZ_0034060-RA	ENSGALP00000007158
PMZ_0011463-RA	ENSGALP00000007161
PMZ_0008802-RA	ENSGALP00000007162
PMZ_0036404-RA	ENSGALP00000007164
PMZ_0031061-RA	ENSGALP00000007164
PMZ_0041227-RA	ENSGALP00000007165
PMZ_0044699-RA	ENSGALP00000007174
PMZ_0035559-RA	ENSGALP00000007174
PMZ_0042358-RA	ENSGALP00000007175
PMZ_0046596-RA	ENSGALP00000007175
PMZ_0041313-RA	ENSGALP00000007177
PMZ_0017754-RA	ENSGALP00000007177
PMZ_0044157-RA	ENSGALP00000007179
PMZ_0026911-RA	ENSGALP00000007179
PMZ_0002628-RA	ENSGALP00000007181
PMZ_0032386-RA	ENSGALP00000007181
PMZ_0041723-RA	ENSGALP00000007182
PMZ_0012004-RA	ENSGALP00000007185
PMZ_0016695-RA	ENSGALP00000007186
PMZ_0030630-RA	ENSGALP00000007191
PMZ_0027284-RA	ENSGALP00000007197
PMZ_0030845-RA	ENSGALP00000007200
PMZ_0036765-RA	ENSGALP00000007200
PMZ_0042698-RA	ENSGALP00000007203
PMZ_0029857-RA	ENSGALP00000007203
PMZ_0010066-RA	ENSGALP00000007204
PMZ_0035547-RA	ENSGALP00000007204
PMZ_0027725-RA	ENSGALP00000007205
PMZ_0002027-RA	ENSGALP00000007207
PMZ_0004436-RA	ENSGALP00000007220
PMZ_0045555-RA	ENSGALP00000007220
PMZ_0041670-RA	ENSGALP00000007232
PMZ_0044742-RA	ENSGALP00000007236
PMZ_0044743-RA	ENSGALP00000007236
PMZ_0016804-RA	ENSGALP00000007237
PMZ_0044241-RA	ENSGALP00000007237
PMZ_0029593-RA	ENSGALP00000007240
PMZ_0030738-RA	ENSGALP00000007240
PMZ_0045885-RA	ENSGALP00000007244
PMZ_0045884-RA	ENSGALP00000007244
PMZ_0030482-RA	ENSGALP00000007247
PMZ_0005929-RA	ENSGALP00000007248
PMZ_0041671-RA	ENSGALP00000007248
PMZ_0029997-RA	ENSGALP00000007252
PMZ_0034183-RA	ENSGALP00000007252
PMZ_0044173-RA	ENSGALP00000007254
PMZ_0044172-RA	ENSGALP00000007254
PMZ_0009119-RA	ENSGALP00000007258
PMZ_0035566-RA	ENSGALP00000007258
PMZ_0026826-RA	ENSGALP00000007263
PMZ_0005462-RA	ENSGALP00000007263
PMZ_0041672-RA	ENSGALP00000007265
PMZ_0046510-RA	ENSGALP00000007265
PMZ_0029048-RA	ENSGALP00000007266
PMZ_0036264-RA	ENSGALP00000007266
PMZ_0036965-RA	ENSGALP00000007267
PMZ_0035242-RA	ENSGALP00000007267
PMZ_0034224-RA	ENSGALP00000007270
PMZ_0035380-RA	ENSGALP00000007275
PMZ_0046887-RA	ENSGALP00000007275
PMZ_0019176-RA	ENSGALP00000007276
PMZ_0003752-RA	ENSGALP00000007276
PMZ_0044255-RA	ENSGALP00000007278
PMZ_0006215-RA	ENSGALP00000007280
PMZ_0029460-RA	ENSGALP00000007280
PMZ_0047050-RA	ENSGALP00000007282
PMZ_0009100-RA	ENSGALP00000007282
PMZ_0044279-RA	ENSGALP00000007283
PMZ_0039106-RA	ENSGALP00000007286
PMZ_0036344-RA	ENSGALP00000007287
PMZ_0031945-RA	ENSGALP00000007291
PMZ_0027878-RA	ENSGALP00000007297
PMZ_0031295-RA	ENSGALP00000007297
PMZ_0017139-RA	ENSGALP00000007304
PMZ_0038765-RA	ENSGALP00000007304
PMZ_0047097-RA	ENSGALP00000007312
PMZ_0030331-RA	ENSGALP00000007312
PMZ_0034678-RA	ENSGALP00000007325
PMZ_0037091-RA	ENSGALP00000007330
PMZ_0045769-RA	ENSGALP00000007330
PMZ_0032401-RA	ENSGALP00000007333
PMZ_0035061-RA	ENSGALP00000007333
PMZ_0044337-RA	ENSGALP00000007339
PMZ_0023644-RA	ENSGALP00000007339
PMZ_0045603-RA	ENSGALP00000007342
PMZ_0041360-RA	ENSGALP00000007342
PMZ_0027503-RA	ENSGALP00000007346
PMZ_0045694-RA	ENSGALP00000007347
PMZ_0002549-RA	ENSGALP00000007355
PMZ_0016414-RA	ENSGALP00000007355
PMZ_0027356-RA	ENSGALP00000007358
PMZ_0046663-RA	ENSGALP00000007358
PMZ_0029677-RA	ENSGALP00000007360
PMZ_0044072-RA	ENSGALP00000007360
PMZ_0033617-RA	ENSGALP00000007361
PMZ_0046869-RA	ENSGALP00000007361
PMZ_0039269-RA	ENSGALP00000007371
PMZ_0042148-RA	ENSGALP00000007379
PMZ_0030070-RA	ENSGALP00000007379
PMZ_0044360-RA	ENSGALP00000007380
PMZ_0038004-RA	ENSGALP00000007381
PMZ_0026341-RA	ENSGALP00000007382
PMZ_0037306-RA	ENSGALP00000007382
PMZ_0013610-RA	ENSGALP00000007384
PMZ_0007064-RA	ENSGALP00000007391
PMZ_0043456-RA	ENSGALP00000007402
PMZ_0043455-RA	ENSGALP00000007402
PMZ_0000645-RA	ENSGALP00000007413
PMZ_0009914-RA	ENSGALP00000007415
PMZ_0026803-RA	ENSGALP00000007415
PMZ_0041761-RA	ENSGALP00000007419
PMZ_0033459-RA	ENSGALP00000007425
PMZ_0013764-RA	ENSGALP00000007427
PMZ_0021844-RA	ENSGALP00000007430
PMZ_0035489-RA	ENSGALP00000007432
PMZ_0047641-RA	ENSGALP00000007436
PMZ_0042220-RA	ENSGALP00000007438
PMZ_0037911-RA	ENSGALP00000007438
PMZ_0046310-RA	ENSGALP00000007445
PMZ_0039431-RA	ENSGALP00000007445
PMZ_0047123-RA	ENSGALP00000007454
PMZ_0043072-RA	ENSGALP00000007454
PMZ_0033910-RA	ENSGALP00000007463
PMZ_0046134-RA	ENSGALP00000007465
PMZ_0026327-RA	ENSGALP00000007466
PMZ_0035355-RA	ENSGALP00000007468
PMZ_0004830-RA	ENSGALP00000007469
PMZ_0041295-RA	ENSGALP00000007472
PMZ_0042374-RA	ENSGALP00000007475
PMZ_0026340-RA	ENSGALP00000007475
PMZ_0035700-RA	ENSGALP00000007476
PMZ_0046323-RA	ENSGALP00000007476
PMZ_0026338-RA	ENSGALP00000007477
PMZ_0029818-RA	ENSGALP00000007481
PMZ_0011125-RA	ENSGALP00000007487
PMZ_0005842-RA	ENSGALP00000007493
PMZ_0031428-RA	ENSGALP00000007498
PMZ_0045435-RA	ENSGALP00000007499
PMZ_0037383-RA	ENSGALP00000007499
PMZ_0040108-RA	ENSGALP00000007501
PMZ_0032787-RA	ENSGALP00000007506
PMZ_0043634-RA	ENSGALP00000007507
PMZ_0035751-RA	ENSGALP00000007507
PMZ_0036627-RA	ENSGALP00000007511
PMZ_0042376-RA	ENSGALP00000007518
PMZ_0036917-RA	ENSGALP00000007518
PMZ_0035879-RA	ENSGALP00000007520
PMZ_0036216-RA	ENSGALP00000007520
PMZ_0029865-RA	ENSGALP00000007521
PMZ_0029966-RA	ENSGALP00000007528
PMZ_0007264-RA	ENSGALP00000007534
PMZ_0034811-RA	ENSGALP00000007534
PMZ_0030296-RA	ENSGALP00000007540
PMZ_0037945-RA	ENSGALP00000007541
PMZ_0034202-RA	ENSGALP00000007541
PMZ_0001016-RA	ENSGALP00000007542
PMZ_0041699-RA	ENSGALP00000007550
PMZ_0043020-RA	ENSGALP00000007553
PMZ_0032416-RA	ENSGALP00000007554
PMZ_0032417-RA	ENSGALP00000007558
PMZ_0014634-RA	ENSGALP00000007560
PMZ_0032531-RA	ENSGALP00000007565
PMZ_0029792-RA	ENSGALP00000007565
PMZ_0019087-RA	ENSGALP00000007576
PMZ_0027633-RA	ENSGALP00000007576
PMZ_0019512-RA	ENSGALP00000007580
PMZ_0023777-RA	ENSGALP00000007583
PMZ_0017277-RA	ENSGALP00000007586
PMZ_0044753-RA	ENSGALP00000007591
PMZ_0043448-RA	ENSGALP00000007593
PMZ_0018587-RA	ENSGALP00000007593
PMZ_0013815-RA	ENSGALP00000007603
PMZ_0030586-RA	ENSGALP00000007603
PMZ_0041691-RA	ENSGALP00000007617
PMZ_0032255-RA	ENSGALP00000007619
PMZ_0042360-RA	ENSGALP00000007624
PMZ_0034505-RA	ENSGALP00000007633
PMZ_0030639-RA	ENSGALP00000007633
PMZ_0042761-RA	ENSGALP00000007638
PMZ_0029963-RA	ENSGALP00000007644
PMZ_0041297-RA	ENSGALP00000007644
PMZ_0033217-RA	ENSGALP00000007653
PMZ_0045297-RA	ENSGALP00000007657
PMZ_0045874-RA	ENSGALP00000007658
PMZ_0019127-RA	ENSGALP00000007662
PMZ_0042008-RA	ENSGALP00000007662
PMZ_0009157-RA	ENSGALP00000007663
PMZ_0038921-RA	ENSGALP00000007663
PMZ_0042337-RA	ENSGALP00000007666
PMZ_0032675-RA	ENSGALP00000007666
PMZ_0042835-RA	ENSGALP00000007667
PMZ_0047450-RA	ENSGALP00000007667
PMZ_0033194-RA	ENSGALP00000007672
PMZ_0007261-RA	ENSGALP00000007674
PMZ_0042705-RA	ENSGALP00000007678
PMZ_0047798-RA	ENSGALP00000007678
PMZ_0014775-RA	ENSGALP00000007691
PMZ_0044661-RA	ENSGALP00000007692
PMZ_0014446-RA	ENSGALP00000007696
PMZ_0047906-RA	ENSGALP00000007696
PMZ_0040580-RA	ENSGALP00000007701
PMZ_0029003-RA	ENSGALP00000007703
PMZ_0045219-RA	ENSGALP00000007703
PMZ_0008520-RA	ENSGALP00000007705
PMZ_0034874-RA	ENSGALP00000007705
PMZ_0029930-RA	ENSGALP00000007707
PMZ_0035914-RA	ENSGALP00000007707
PMZ_0043293-RA	ENSGALP00000007709
PMZ_0033562-RA	ENSGALP00000007712
PMZ_0031286-RA	ENSGALP00000007715
PMZ_0042798-RA	ENSGALP00000007715
PMZ_0030304-RA	ENSGALP00000007721
PMZ_0019630-RA	ENSGALP00000007724
PMZ_0028772-RA	ENSGALP00000007724
PMZ_0037069-RA	ENSGALP00000007729
PMZ_0042775-RA	ENSGALP00000007729
PMZ_0032188-RA	ENSGALP00000007730
PMZ_0044183-RA	ENSGALP00000007730
PMZ_0040012-RA	ENSGALP00000007732
PMZ_0042379-RA	ENSGALP00000007737
PMZ_0047617-RA	ENSGALP00000007737
PMZ_0046212-RA	ENSGALP00000007743
PMZ_0047736-RA	ENSGALP00000007743
PMZ_0042386-RA	ENSGALP00000007744
PMZ_0003038-RA	ENSGALP00000007747
PMZ_0027232-RA	ENSGALP00000007750
PMZ_0014256-RA	ENSGALP00000007750
PMZ_0029119-RA	ENSGALP00000007751
PMZ_0038847-RA	ENSGALP00000007757
PMZ_0042287-RA	ENSGALP00000007758
PMZ_0043086-RA	ENSGALP00000007762
PMZ_0043446-RA	ENSGALP00000007763
PMZ_0038155-RA	ENSGALP00000007770
PMZ_0043294-RA	ENSGALP00000007770
PMZ_0031645-RA	ENSGALP00000007774
PMZ_0044011-RA	ENSGALP00000007775
PMZ_0030904-RA	ENSGALP00000007775
PMZ_0017606-RA	ENSGALP00000007777
PMZ_0048371-RA	ENSGALP00000007777
PMZ_0044728-RA	ENSGALP00000007779
PMZ_0044328-RA	ENSGALP00000007788
PMZ_0014451-RA	ENSGALP00000007794
PMZ_0034079-RA	ENSGALP00000007795
PMZ_0037650-RA	ENSGALP00000007795
PMZ_0027508-RA	ENSGALP00000007799
PMZ_0002060-RA	ENSGALP00000007804
PMZ_0036578-RA	ENSGALP00000007805
PMZ_0034389-RA	ENSGALP00000007805
PMZ_0036629-RA	ENSGALP00000007808
PMZ_0032902-RA	ENSGALP00000007808
PMZ_0030766-RA	ENSGALP00000007820
PMZ_0042740-RA	ENSGALP00000007825
PMZ_0012474-RA	ENSGALP00000007825
PMZ_0033665-RA	ENSGALP00000007829
PMZ_0046028-RA	ENSGALP00000007829
PMZ_0000614-RA	ENSGALP00000007834
PMZ_0043230-RA	ENSGALP00000007834
PMZ_0028070-RA	ENSGALP00000007835
PMZ_0038285-RA	ENSGALP00000007837
PMZ_0032649-RA	ENSGALP00000007850
PMZ_0004711-RA	ENSGALP00000007850
PMZ_0030017-RA	ENSGALP00000007857
PMZ_0026227-RA	ENSGALP00000007857
PMZ_0035485-RA	ENSGALP00000007858
PMZ_0030733-RA	ENSGALP00000007864
PMZ_0044469-RA	ENSGALP00000007864
PMZ_0043285-RA	ENSGALP00000007866
PMZ_0037281-RA	ENSGALP00000007867
PMZ_0042677-RA	ENSGALP00000007872
PMZ_0043286-RA	ENSGALP00000007872
PMZ_0042438-RA	ENSGALP00000007879
PMZ_0043719-RA	ENSGALP00000007879
PMZ_0031446-RA	ENSGALP00000007884
PMZ_0038101-RA	ENSGALP00000007884
PMZ_0046646-RA	ENSGALP00000007885
PMZ_0038974-RA	ENSGALP00000007885
PMZ_0047820-RA	ENSGALP00000007901
PMZ_0046673-RA	ENSGALP00000007915
PMZ_0035526-RA	ENSGALP00000007915
PMZ_0043127-RA	ENSGALP00000007923
PMZ_0033030-RA	ENSGALP00000007924
PMZ_0044050-RA	ENSGALP00000007924
PMZ_0038961-RA	ENSGALP00000007927
PMZ_0047779-RA	ENSGALP00000007927
PMZ_0043287-RA	ENSGALP00000007928
PMZ_0027361-RA	ENSGALP00000007931
PMZ_0044008-RA	ENSGALP00000007931
PMZ_0010509-RA	ENSGALP00000007934
PMZ_0037695-RA	ENSGALP00000007934
PMZ_0042313-RA	ENSGALP00000007935
PMZ_0043762-RA	ENSGALP00000007936
PMZ_0036952-RA	ENSGALP00000007937
PMZ_0039121-RA	ENSGALP00000007937
PMZ_0036544-RA	ENSGALP00000007941
PMZ_0038170-RA	ENSGALP00000007941
PMZ_0019380-RA	ENSGALP00000007945
PMZ_0004483-RA	ENSGALP00000007952
PMZ_0035591-RA	ENSGALP00000007952
PMZ_0044009-RA	ENSGALP00000007955
PMZ_0042124-RA	ENSGALP00000007955
PMZ_0035753-RA	ENSGALP00000007956
PMZ_0042752-RA	ENSGALP00000007956
PMZ_0014926-RA	ENSGALP00000007958
PMZ_0019938-RA	ENSGALP00000007959
PMZ_0017547-RA	ENSGALP00000007959
PMZ_0042963-RA	ENSGALP00000007963
PMZ_0047205-RA	ENSGALP00000007963
PMZ_0029494-RA	ENSGALP00000007969
PMZ_0030486-RA	ENSGALP00000007969
PMZ_0045117-RA	ENSGALP00000007973
PMZ_0036914-RA	ENSGALP00000007976
PMZ_0044731-RA	ENSGALP00000007976
PMZ_0042416-RA	ENSGALP00000007980
PMZ_0036973-RA	ENSGALP00000007985
PMZ_0046988-RA	ENSGALP00000007995
PMZ_0015068-RA	ENSGALP00000007997
PMZ_0015261-RA	ENSGALP00000007997
PMZ_0014562-RA	ENSGALP00000007999
PMZ_0043209-RA	ENSGALP00000007999
PMZ_0047036-RA	ENSGALP00000008000
PMZ_0041327-RA	ENSGALP00000008011
PMZ_0022779-RA	ENSGALP00000008013
PMZ_0039192-RA	ENSGALP00000008014
PMZ_0038623-RA	ENSGALP00000008014
PMZ_0047709-RA	ENSGALP00000008015
PMZ_0032287-RA	ENSGALP00000008018
PMZ_0032393-RA	ENSGALP00000008018
PMZ_0005725-RA	ENSGALP00000008022
PMZ_0012202-RA	ENSGALP00000008023
PMZ_0038001-RA	ENSGALP00000008024
PMZ_0048138-RA	ENSGALP00000008025
PMZ_0032337-RA	ENSGALP00000008025
PMZ_0043619-RA	ENSGALP00000008029
PMZ_0006663-RA	ENSGALP00000008031
PMZ_0046712-RA	ENSGALP00000008031
PMZ_0005482-RA	ENSGALP00000008036
PMZ_0041956-RA	ENSGALP00000008047
PMZ_0043621-RA	ENSGALP00000008056
PMZ_0043620-RA	ENSGALP00000008056
PMZ_0038284-RA	ENSGALP00000008060
PMZ_0004534-RA	ENSGALP00000008060
PMZ_0031158-RA	ENSGALP00000008062
PMZ_0027608-RA	ENSGALP00000008063
PMZ_0047375-RA	ENSGALP00000008063
PMZ_0030074-RA	ENSGALP00000008067
PMZ_0013675-RA	ENSGALP00000008067
PMZ_0045348-RA	ENSGALP00000008073
PMZ_0044722-RA	ENSGALP00000008078
PMZ_0006547-RA	ENSGALP00000008079
PMZ_0041215-RA	ENSGALP00000008079
PMZ_0016341-RA	ENSGALP00000008082
PMZ_0045009-RA	ENSGALP00000008082
PMZ_0042409-RA	ENSGALP00000008087
PMZ_0032294-RA	ENSGALP00000008090
PMZ_0046914-RA	ENSGALP00000008091
PMZ_0046913-RA	ENSGALP00000008091
PMZ_0040365-RA	ENSGALP00000008094
PMZ_0047743-RA	ENSGALP00000008095
PMZ_0015631-RA	ENSGALP00000008098
PMZ_0023470-RA	ENSGALP00000008098
PMZ_0042837-RA	ENSGALP00000008101
PMZ_0041629-RA	ENSGALP00000008101
PMZ_0041648-RA	ENSGALP00000008103
PMZ_0012401-RA	ENSGALP00000008103
PMZ_0030492-RA	ENSGALP00000008104
PMZ_0042418-RA	ENSGALP00000008107
PMZ_0042417-RA	ENSGALP00000008107
PMZ_0026879-RA	ENSGALP00000008116
PMZ_0035010-RA	ENSGALP00000008117
PMZ_0026097-RA	ENSGALP00000008118
PMZ_0030285-RA	ENSGALP00000008118
PMZ_0016585-RA	ENSGALP00000008123
PMZ_0018902-RA	ENSGALP00000008128
PMZ_0029241-RA	ENSGALP00000008128
PMZ_0023442-RA	ENSGALP00000008131
PMZ_0045467-RA	ENSGALP00000008131
PMZ_0046603-RA	ENSGALP00000008132
PMZ_0041330-RA	ENSGALP00000008136
PMZ_0031242-RA	ENSGALP00000008136
PMZ_0042836-RA	ENSGALP00000008139
PMZ_0040928-RA	ENSGALP00000008142
PMZ_0043355-RA	ENSGALP00000008144
PMZ_0042684-RA	ENSGALP00000008144
PMZ_0027091-RA	ENSGALP00000008146
PMZ_0011897-RA	ENSGALP00000008151
PMZ_0047686-RA	ENSGALP00000008151
PMZ_0032521-RA	ENSGALP00000008152
PMZ_0012482-RA	ENSGALP00000008152
PMZ_0003182-RA	ENSGALP00000008158
PMZ_0033756-RA	ENSGALP00000008158
PMZ_0042695-RA	ENSGALP00000008160
PMZ_0016409-RA	ENSGALP00000008166
PMZ_0027770-RA	ENSGALP00000008166
PMZ_0042801-RA	ENSGALP00000008167
PMZ_0042802-RA	ENSGALP00000008167
PMZ_0044256-RA	ENSGALP00000008174
PMZ_0028050-RA	ENSGALP00000008174
PMZ_0045169-RA	ENSGALP00000008177
PMZ_0018580-RA	ENSGALP00000008205
PMZ_0034752-RA	ENSGALP00000008208
PMZ_0022050-RA	ENSGALP00000008208
PMZ_0014648-RA	ENSGALP00000008211
PMZ_0043612-RA	ENSGALP00000008215
PMZ_0033428-RA	ENSGALP00000008215
PMZ_0045691-RA	ENSGALP00000008216
PMZ_0035499-RA	ENSGALP00000008218
PMZ_0048575-RA	ENSGALP00000008218
PMZ_0044126-RA	ENSGALP00000008227
PMZ_0041717-RA	ENSGALP00000008227
PMZ_0044254-RA	ENSGALP00000008229
PMZ_0031831-RA	ENSGALP00000008229
PMZ_0045275-RA	ENSGALP00000008232
PMZ_0042830-RA	ENSGALP00000008235
PMZ_0038084-RA	ENSGALP00000008235
PMZ_0016373-RA	ENSGALP00000008236
PMZ_0038394-RA	ENSGALP00000008236
PMZ_0043778-RA	ENSGALP00000008237
PMZ_0014897-RA	ENSGALP00000008240
PMZ_0015124-RA	ENSGALP00000008240
PMZ_0041714-RA	ENSGALP00000008253
PMZ_0040311-RA	ENSGALP00000008253
PMZ_0016900-RA	ENSGALP00000008254
PMZ_0046344-RA	ENSGALP00000008254
PMZ_0039097-RA	ENSGALP00000008256
PMZ_0031652-RA	ENSGALP00000008266
PMZ_0034399-RA	ENSGALP00000008266
PMZ_0042760-RA	ENSGALP00000008267
PMZ_0027568-RA	ENSGALP00000008267
PMZ_0007213-RA	ENSGALP00000008272
PMZ_0045797-RA	ENSGALP00000008273
PMZ_0029259-RA	ENSGALP00000008279
PMZ_0034656-RA	ENSGALP00000008280
PMZ_0008396-RA	ENSGALP00000008285
PMZ_0041112-RA	ENSGALP00000008285
PMZ_0042849-RA	ENSGALP00000008290
PMZ_0037792-RA	ENSGALP00000008290
PMZ_0028001-RA	ENSGALP00000008299
PMZ_0047094-RA	ENSGALP00000008299
PMZ_0033768-RA	ENSGALP00000008304
PMZ_0035160-RA	ENSGALP00000008304
PMZ_0005336-RA	ENSGALP00000008307
PMZ_0001149-RA	ENSGALP00000008307
PMZ_0006908-RA	ENSGALP00000008311
PMZ_0034904-RA	ENSGALP00000008311
PMZ_0046413-RA	ENSGALP00000008336
PMZ_0015669-RA	ENSGALP00000008338
PMZ_0014172-RA	ENSGALP00000008338
PMZ_0032549-RA	ENSGALP00000008340
PMZ_0043885-RA	ENSGALP00000008340
PMZ_0041666-RA	ENSGALP00000008341
PMZ_0044606-RA	ENSGALP00000008341
PMZ_0043494-RA	ENSGALP00000008350
PMZ_0026774-RA	ENSGALP00000008354
PMZ_0030653-RA	ENSGALP00000008354
PMZ_0027816-RA	ENSGALP00000008356
PMZ_0004670-RA	ENSGALP00000008362
PMZ_0034819-RA	ENSGALP00000008367
PMZ_0043358-RA	ENSGALP00000008367
PMZ_0047497-RA	ENSGALP00000008374
PMZ_0002910-RA	ENSGALP00000008385
PMZ_0030814-RA	ENSGALP00000008387
PMZ_0042850-RA	ENSGALP00000008391
PMZ_0026079-RA	ENSGALP00000008393
PMZ_0042359-RA	ENSGALP00000008393
PMZ_0032723-RA	ENSGALP00000008398
PMZ_0040722-RA	ENSGALP00000008405
PMZ_0035369-RA	ENSGALP00000008413
PMZ_0032261-RA	ENSGALP00000008413
PMZ_0017033-RA	ENSGALP00000008415
PMZ_0028063-RA	ENSGALP00000008419
PMZ_0029295-RA	ENSGALP00000008419
PMZ_0045881-RA	ENSGALP00000008421
PMZ_0017963-RA	ENSGALP00000008423
PMZ_0031070-RA	ENSGALP00000008426
