fgenesh2_pg.scaffold_351000043	ENSMODP00000015069
estExt_fgenesh2_pg.C_120020	ENSMODP00000019157
estExt_fgenesh2_pg.C_120028	ENSMODP00000006533
estExt_fgenesh2_pg.C_120043	ENSMODP00000014650
estExt_fgenesh2_pg.C_120044	ENSMODP00000017263
estExt_fgenesh2_pg.C_120046	ENSMODP00000013816
estExt_fgenesh2_pg.C_120053	ENSMODP00000015503
estExt_fgenesh2_pg.C_120067	ENSMODP00000027415
estExt_fgenesh2_pg.C_120071	ENSMODP00000015020
estExt_fgenesh2_pg.C_120074	ENSMODP00000003293
estExt_fgenesh2_pg.C_120085	ENSMODP00000007060
estExt_fgenesh2_pg.C_120085	ENSMODP00000010349
estExt_fgenesh2_pg.C_120085	ENSMODP00000039452
estExt_fgenesh2_pg.C_120085	ENSMODP00000006060
estExt_fgenesh2_pg.C_120116	ENSMODP00000015725
estExt_fgenesh2_pg.C_120133	ENSMODP00000027139
estExt_fgenesh2_pg.C_120140	ENSMODP00000012910
estExt_fgenesh2_pg.C_120140	ENSMODP00000018605
estExt_fgenesh2_pg.C_120140	ENSMODP00000018602
estExt_fgenesh2_pg.C_120162	ENSMODP00000040008
estExt_fgenesh2_pg.C_120167	ENSMODP00000019865
estExt_fgenesh2_pg.C_120168	ENSMODP00000018495
estExt_fgenesh2_pg.C_120170	ENSMODP00000018502
estExt_fgenesh2_pg.C_120172	ENSMODP00000004018
estExt_fgenesh2_pg.C_120181	ENSMODP00000013659
estExt_fgenesh2_pg.C_120183	ENSMODP00000014147
estExt_fgenesh2_pg.C_120202	ENSMODP00000040540
estExt_fgenesh2_pg.C_120240	ENSMODP00000038771
estExt_fgenesh2_pg.C_130007	ENSMODP00000024368
estExt_fgenesh2_pg.C_130080	ENSMODP00000005816
estExt_fgenesh2_pg.C_130091	ENSMODP00000001281
estExt_fgenesh2_pg.C_130117	ENSMODP00000035971
estExt_fgenesh2_pg.C_130146	ENSMODP00000009394
estExt_fgenesh2_pg.C_130182	ENSMODP00000013139
estExt_fgenesh2_pg.C_140011	ENSMODP00000032110
estExt_fgenesh2_pg.C_140022	ENSMODP00000003449
estExt_fgenesh2_pg.C_140022	ENSMODP00000016874
estExt_fgenesh2_pg.C_140058	ENSMODP00000008265
estExt_fgenesh2_pg.C_140065	ENSMODP00000024281
estExt_fgenesh2_pg.C_140065	ENSMODP00000004094
estExt_fgenesh2_pg.C_140078	ENSMODP00000038914
estExt_fgenesh2_pg.C_140109	ENSMODP00000019920
estExt_fgenesh2_pg.C_140110	ENSMODP00000023090
estExt_fgenesh2_pg.C_140130	ENSMODP00000006838
estExt_fgenesh2_pg.C_140135	ENSMODP00000007141
estExt_fgenesh2_pg.C_140145	ENSMODP00000003865
estExt_fgenesh2_pg.C_140148	ENSMODP00000003656
estExt_fgenesh2_pg.C_140177	ENSMODP00000003112
estExt_fgenesh2_pg.C_140177	ENSMODP00000038368
estExt_fgenesh2_pg.C_140197	ENSMODP00000035835
estExt_fgenesh2_pg.C_150005	ENSMODP00000012498
estExt_fgenesh2_pg.C_150005	ENSMODP00000032445
estExt_fgenesh2_pg.C_150005	ENSMODP00000039055
estExt_fgenesh2_pg.C_150032	ENSMODP00000022200
estExt_fgenesh2_pg.C_150058	ENSMODP00000038846
estExt_fgenesh2_pg.C_150066	ENSMODP00000002565
estExt_fgenesh2_pg.C_150071	ENSMODP00000011083
estExt_fgenesh2_pg.C_150079	ENSMODP00000000488
estExt_fgenesh2_pg.C_150093	ENSMODP00000010125
estExt_fgenesh2_pg.C_150109	ENSMODP00000024583
estExt_fgenesh2_pg.C_150114	ENSMODP00000013489
estExt_fgenesh2_pg.C_150121	ENSMODP00000002905
estExt_fgenesh2_pg.C_150138	ENSMODP00000025935
estExt_fgenesh2_pg.C_150153	ENSMODP00000025206
estExt_fgenesh2_pg.C_150153	ENSMODP00000023381
estExt_fgenesh2_pg.C_150190	ENSMODP00000010461
estExt_fgenesh2_pg.C_160011	ENSMODP00000001219
estExt_fgenesh2_pg.C_160043	ENSMODP00000018156
estExt_fgenesh2_pg.C_160050	ENSMODP00000012748
estExt_fgenesh2_pg.C_160053	ENSMODP00000019879
estExt_fgenesh2_pg.C_160054	ENSMODP00000015551
estExt_fgenesh2_pg.C_160056	ENSMODP00000019091
estExt_fgenesh2_pg.C_160059	ENSMODP00000016273
estExt_fgenesh2_pg.C_160096	ENSMODP00000013103
estExt_fgenesh2_pg.C_160127	ENSMODP00000006093
estExt_fgenesh2_pg.C_160127	ENSMODP00000001477
estExt_fgenesh2_pg.C_160144	ENSMODP00000040918
estExt_fgenesh2_pg.C_160162	ENSMODP00000015375
estExt_fgenesh2_pg.C_160164	ENSMODP00000017601
estExt_fgenesh2_pg.C_160164	ENSMODP00000014568
estExt_fgenesh2_pg.C_160201	ENSMODP00000038657
estExt_fgenesh2_pg.C_160208	ENSMODP00000020356
estExt_fgenesh2_pg.C_160215	ENSMODP00000037994
estExt_fgenesh2_pg.C_160216	ENSMODP00000033743
estExt_fgenesh2_pg.C_160229	ENSMODP00000010799
estExt_fgenesh2_pg.C_160229	ENSMODP00000002300
estExt_fgenesh2_pg.C_160239	ENSMODP00000011044
estExt_fgenesh2_pg.C_160243	ENSMODP00000008408
estExt_fgenesh2_pg.C_160264	ENSMODP00000007512
estExt_fgenesh2_pg.C_170008	ENSMODP00000020907
estExt_fgenesh2_pg.C_170020	ENSMODP00000020197
estExt_fgenesh2_pg.C_170049	ENSMODP00000012214
estExt_fgenesh2_pg.C_170060	ENSMODP00000007563
estExt_fgenesh2_pg.C_170076	ENSMODP00000010366
estExt_fgenesh2_pg.C_170076	ENSMODP00000041121
estExt_fgenesh2_pg.C_170078	ENSMODP00000010321
estExt_fgenesh2_pg.C_170084	ENSMODP00000020092
estExt_fgenesh2_pg.C_170095	ENSMODP00000006158
estExt_fgenesh2_pg.C_170105	ENSMODP00000018420
estExt_fgenesh2_pg.C_170117	ENSMODP00000020136
estExt_fgenesh2_pg.C_170118	ENSMODP00000007751
estExt_fgenesh2_pg.C_170156	ENSMODP00000026918
estExt_fgenesh2_pg.C_170162	ENSMODP00000011820
estExt_fgenesh2_pg.C_170164	ENSMODP00000009632
estExt_fgenesh2_pg.C_170178	ENSMODP00000022033
estExt_fgenesh2_pg.C_170180	ENSMODP00000018534
estExt_fgenesh2_pg.C_170211	ENSMODP00000002425
estExt_fgenesh2_pg.C_180028	ENSMODP00000003191
estExt_fgenesh2_pg.C_180028	ENSMODP00000026431
estExt_fgenesh2_pg.C_180031	ENSMODP00000005982
estExt_fgenesh2_pg.C_180065	ENSMODP00000011177
estExt_fgenesh2_pg.C_180070	ENSMODP00000020527
estExt_fgenesh2_pg.C_180088	ENSMODP00000026899
estExt_fgenesh2_pg.C_180088	ENSMODP00000018255
estExt_fgenesh2_pg.C_180092	ENSMODP00000038977
estExt_fgenesh2_pg.C_180099	ENSMODP00000008261
estExt_fgenesh2_pg.C_180123	ENSMODP00000040533
estExt_fgenesh2_pg.C_180133	ENSMODP00000016402
estExt_fgenesh2_pg.C_180134	ENSMODP00000032501
estExt_fgenesh2_pg.C_180137	ENSMODP00000010160
estExt_fgenesh2_pg.C_180140	ENSMODP00000028507
estExt_fgenesh2_pg.C_180146	ENSMODP00000000222
estExt_fgenesh2_pg.C_180155	ENSMODP00000039077
estExt_fgenesh2_pg.C_180156	ENSMODP00000017236
estExt_fgenesh2_pg.C_180167	ENSMODP00000034763
estExt_fgenesh2_pg.C_180177	ENSMODP00000010837
estExt_fgenesh2_pg.C_180180	ENSMODP00000016219
estExt_fgenesh2_pg.C_180192	ENSMODP00000039964
estExt_fgenesh2_pg.C_180209	ENSMODP00000010704
estExt_fgenesh2_pg.C_180215	ENSMODP00000012528
estExt_fgenesh2_pg.C_180215	ENSMODP00000024102
estExt_fgenesh2_pg.C_180230	ENSMODP00000018106
estExt_fgenesh2_pg.C_180230	ENSMODP00000026300
estExt_fgenesh2_pg.C_180230	ENSMODP00000025661
estExt_fgenesh2_pg.C_190006	ENSMODP00000024301
estExt_fgenesh2_pg.C_190013	ENSMODP00000027533
estExt_fgenesh2_pg.C_190015	ENSMODP00000039360
estExt_fgenesh2_pg.C_190022	ENSMODP00000017750
estExt_fgenesh2_pg.C_190026	ENSMODP00000002775
estExt_fgenesh2_pg.C_190026	ENSMODP00000003704
estExt_fgenesh2_pg.C_190031	ENSMODP00000002501
estExt_fgenesh2_pg.C_190048	ENSMODP00000008154
estExt_fgenesh2_pg.C_190048	ENSMODP00000040839
estExt_fgenesh2_pg.C_190065	ENSMODP00000009652
estExt_fgenesh2_pg.C_190082	ENSMODP00000002466
estExt_fgenesh2_pg.C_190141	ENSMODP00000034078
estExt_fgenesh2_pg.C_190141	ENSMODP00000029759
estExt_fgenesh2_pg.C_190161	ENSMODP00000004323
estExt_fgenesh2_pg.C_190167	ENSMODP00000011681
estExt_fgenesh2_pg.C_190168	ENSMODP00000026763
estExt_fgenesh2_pg.C_190196	ENSMODP00000017154
estExt_fgenesh2_pg.C_190198	ENSMODP00000013158
estExt_fgenesh2_pg.C_190210	ENSMODP00000004583
estExt_fgenesh2_pg.C_190226	ENSMODP00000020651
estExt_fgenesh2_pg.C_200084	ENSMODP00000041183
estExt_fgenesh2_pg.C_200091	ENSMODP00000007091
estExt_fgenesh2_pg.C_200103	ENSMODP00000005004
estExt_fgenesh2_pg.C_200113	ENSMODP00000039860
estExt_fgenesh2_pg.C_200128	ENSMODP00000015170
estExt_fgenesh2_pg.C_200137	ENSMODP00000029681
estExt_fgenesh2_pg.C_200137	ENSMODP00000033263
estExt_fgenesh2_pg.C_200156	ENSMODP00000035640
estExt_fgenesh2_pg.C_200171	ENSMODP00000007015
estExt_fgenesh2_pg.C_200194	ENSMODP00000021373
estExt_fgenesh2_pg.C_200203	ENSMODP00000024082
estExt_fgenesh2_pg.C_200208	ENSMODP00000005688
estExt_fgenesh2_pg.C_210009	ENSMODP00000018821
estExt_fgenesh2_pg.C_210010	ENSMODP00000018128
estExt_fgenesh2_pg.C_210065	ENSMODP00000024698
estExt_fgenesh2_pg.C_210065	ENSMODP00000005485
estExt_fgenesh2_pg.C_210080	ENSMODP00000036544
estExt_fgenesh2_pg.C_210148	ENSMODP00000015964
estExt_fgenesh2_pg.C_210164	ENSMODP00000000408
estExt_fgenesh2_pg.C_210169	ENSMODP00000017741
estExt_fgenesh2_pg.C_210173	ENSMODP00000015960
estExt_fgenesh2_pg.C_220002	ENSMODP00000000860
estExt_fgenesh2_pg.C_220014	ENSMODP00000001843
estExt_fgenesh2_pg.C_220016	ENSMODP00000001184
estExt_fgenesh2_pg.C_220020	ENSMODP00000008835
estExt_fgenesh2_pg.C_220021	ENSMODP00000020977
estExt_fgenesh2_pg.C_220037	ENSMODP00000020038
estExt_fgenesh2_pg.C_220037	ENSMODP00000023369
estExt_fgenesh2_pg.C_220052	ENSMODP00000012101
estExt_fgenesh2_pg.C_220053	ENSMODP00000005447
estExt_fgenesh2_pg.C_220059	ENSMODP00000009057
estExt_fgenesh2_pg.C_220065	ENSMODP00000020111
estExt_fgenesh2_pg.C_220068	ENSMODP00000011965
estExt_fgenesh2_pg.C_220068	ENSMODP00000002597
estExt_fgenesh2_pg.C_220068	ENSMODP00000036781
estExt_fgenesh2_pg.C_220068	ENSMODP00000002602
estExt_fgenesh2_pg.C_220068	ENSMODP00000000687
estExt_fgenesh2_pg.C_220069	ENSMODP00000004059
estExt_fgenesh2_pg.C_220070	ENSMODP00000015491
estExt_fgenesh2_pg.C_220095	ENSMODP00000028825
estExt_fgenesh2_pg.C_220121	ENSMODP00000005044
estExt_fgenesh2_pg.C_220127	ENSMODP00000005701
estExt_fgenesh2_pg.C_220137	ENSMODP00000019871
estExt_fgenesh2_pg.C_220142	ENSMODP00000018408
estExt_fgenesh2_pg.C_220142	ENSMODP00000037444
estExt_fgenesh2_pg.C_220143	ENSMODP00000008752
estExt_fgenesh2_pg.C_220145	ENSMODP00000019684
estExt_fgenesh2_pg.C_220149	ENSMODP00000038505
estExt_fgenesh2_pg.C_220164	ENSMODP00000005567
estExt_fgenesh2_pg.C_220171	ENSMODP00000018523
estExt_fgenesh2_pg.C_220176	ENSMODP00000011975
estExt_fgenesh2_pg.C_220178	ENSMODP00000019458
estExt_fgenesh2_pg.C_220182	ENSMODP00000000188
estExt_fgenesh2_pg.C_220185	ENSMODP00000037951
estExt_fgenesh2_pg.C_220193	ENSMODP00000020511
estExt_fgenesh2_pg.C_220195	ENSMODP00000008521
estExt_fgenesh2_pg.C_220219	ENSMODP00000039027
estExt_fgenesh2_pg.C_220223	ENSMODP00000011628
estExt_fgenesh2_pg.C_230005	ENSMODP00000001075
estExt_fgenesh2_pg.C_230011	ENSMODP00000022073
estExt_fgenesh2_pg.C_230028	ENSMODP00000017397
estExt_fgenesh2_pg.C_230040	ENSMODP00000004255
estExt_fgenesh2_pg.C_230062	ENSMODP00000006249
estExt_fgenesh2_pg.C_230068	ENSMODP00000007183
estExt_fgenesh2_pg.C_230068	ENSMODP00000017096
estExt_fgenesh2_pg.C_230100	ENSMODP00000014994
estExt_fgenesh2_pg.C_230101	ENSMODP00000022798
estExt_fgenesh2_pg.C_230149	ENSMODP00000022193
estExt_fgenesh2_pg.C_230160	ENSMODP00000011687
estExt_fgenesh2_pg.C_230167	ENSMODP00000003580
estExt_fgenesh2_pg.C_240056	ENSMODP00000006942
estExt_fgenesh2_pg.C_240099	ENSMODP00000002741
estExt_fgenesh2_pg.C_240116	ENSMODP00000000521
estExt_fgenesh2_pg.C_240122	ENSMODP00000010377
estExt_fgenesh2_pg.C_240122	ENSMODP00000000088
estExt_fgenesh2_pg.C_240194	ENSMODP00000009347
estExt_fgenesh2_pg.C_240195	ENSMODP00000009382
estExt_fgenesh2_pg.C_240224	ENSMODP00000003171
estExt_fgenesh2_pg.C_250055	ENSMODP00000006099
estExt_fgenesh2_pg.C_250087	ENSMODP00000040274
estExt_fgenesh2_pg.C_250089	ENSMODP00000028267
estExt_fgenesh2_pg.C_250114	ENSMODP00000014957
estExt_fgenesh2_pg.C_250138	ENSMODP00000037475
estExt_fgenesh2_pg.C_260030	ENSMODP00000040785
estExt_fgenesh2_pg.C_260080	ENSMODP00000026695
estExt_fgenesh2_pg.C_260094	ENSMODP00000025486
estExt_fgenesh2_pg.C_260094	ENSMODP00000009813
estExt_fgenesh2_pg.C_260094	ENSMODP00000033980
estExt_fgenesh2_pg.C_260094	ENSMODP00000001394
estExt_fgenesh2_pg.C_260097	ENSMODP00000006990
estExt_fgenesh2_pg.C_260097	ENSMODP00000013283
estExt_fgenesh2_pg.C_260098	ENSMODP00000018840
estExt_fgenesh2_pg.C_260105	ENSMODP00000008017
estExt_fgenesh2_pg.C_260121	ENSMODP00000037005
estExt_fgenesh2_pg.C_260162	ENSMODP00000006187
estExt_fgenesh2_pg.C_260217	ENSMODP00000015141
estExt_fgenesh2_pg.C_260217	ENSMODP00000000005
estExt_fgenesh2_pg.C_270032	ENSMODP00000027748
estExt_fgenesh2_pg.C_270086	ENSMODP00000014519
estExt_fgenesh2_pg.C_270134	ENSMODP00000021116
estExt_fgenesh2_pg.C_270138	ENSMODP00000011070
estExt_fgenesh2_pg.C_270141	ENSMODP00000000791
estExt_fgenesh2_pg.C_270141	ENSMODP00000007665
estExt_fgenesh2_pg.C_270141	ENSMODP00000016776
estExt_fgenesh2_pg.C_270141	ENSMODP00000016797
estExt_fgenesh2_pg.C_270141	ENSMODP00000013686
estExt_fgenesh2_pg.C_270143	ENSMODP00000007497
estExt_fgenesh2_pg.C_270147	ENSMODP00000017143
estExt_fgenesh2_pg.C_270165	ENSMODP00000018021
estExt_fgenesh2_pg.C_280009	ENSMODP00000041214
estExt_fgenesh2_pg.C_280096	ENSMODP00000022205
estExt_fgenesh2_pg.C_280097	ENSMODP00000014863
estExt_fgenesh2_pg.C_290002	ENSMODP00000023109
estExt_fgenesh2_pg.C_290012	ENSMODP00000001964
estExt_fgenesh2_pg.C_290012	ENSMODP00000040516
estExt_fgenesh2_pg.C_290107	ENSMODP00000016759
estExt_fgenesh2_pg.C_290143	ENSMODP00000007842
estExt_fgenesh2_pg.C_290145	ENSMODP00000015101
estExt_fgenesh2_pg.C_300019	ENSMODP00000004640
estExt_fgenesh2_pg.C_300051	ENSMODP00000026621
estExt_fgenesh2_pg.C_300084	ENSMODP00000006010
estExt_fgenesh2_pg.C_300084	ENSMODP00000034085
estExt_fgenesh2_pg.C_300094	ENSMODP00000013942
estExt_fgenesh2_pg.C_300094	ENSMODP00000005627
estExt_fgenesh2_pg.C_300106	ENSMODP00000032069
estExt_fgenesh2_pg.C_300110	ENSMODP00000026599
estExt_fgenesh2_pg.C_300110	ENSMODP00000006301
estExt_fgenesh2_pg.C_300115	ENSMODP00000010628
estExt_fgenesh2_pg.C_300128	ENSMODP00000038363
estExt_fgenesh2_pg.C_300190	ENSMODP00000040613
estExt_fgenesh2_pg.C_310020	ENSMODP00000011174
estExt_fgenesh2_pg.C_310032	ENSMODP00000021185
estExt_fgenesh2_pg.C_310048	ENSMODP00000002073
estExt_fgenesh2_pg.C_310048	ENSMODP00000002065
estExt_fgenesh2_pg.C_310064	ENSMODP00000021508
estExt_fgenesh2_pg.C_310073	ENSMODP00000017570
estExt_fgenesh2_pg.C_320158	ENSMODP00000002970
estExt_fgenesh2_pg.C_320192	ENSMODP00000005724
estExt_fgenesh2_pg.C_330044	ENSMODP00000011210
estExt_fgenesh2_pg.C_330045	ENSMODP00000023138
estExt_fgenesh2_pg.C_330073	ENSMODP00000003217
estExt_fgenesh2_pg.C_330076	ENSMODP00000007778
estExt_fgenesh2_pg.C_330084	ENSMODP00000018359
estExt_fgenesh2_pg.C_330102	ENSMODP00000021753
estExt_fgenesh2_pg.C_330102	ENSMODP00000021745
estExt_fgenesh2_pg.C_330102	ENSMODP00000026342
estExt_fgenesh2_pg.C_330109	ENSMODP00000016971
estExt_fgenesh2_pg.C_330109	ENSMODP00000016333
estExt_fgenesh2_pg.C_330130	ENSMODP00000040725
estExt_fgenesh2_pg.C_330157	ENSMODP00000008756
estExt_fgenesh2_pg.C_330160	ENSMODP00000036729
estExt_fgenesh2_pg.C_330170	ENSMODP00000038502
estExt_fgenesh2_pg.C_340018	ENSMODP00000018336
estExt_fgenesh2_pg.C_340027	ENSMODP00000023332
estExt_fgenesh2_pg.C_340150	ENSMODP00000036015
estExt_fgenesh2_pg.C_340226	ENSMODP00000020642
estExt_fgenesh2_pg.C_340235	ENSMODP00000000193
estExt_fgenesh2_pg.C_340237	ENSMODP00000033527
estExt_fgenesh2_pg.C_350009	ENSMODP00000032640
estExt_fgenesh2_pg.C_350017	ENSMODP00000009283
estExt_fgenesh2_pg.C_350080	ENSMODP00000010972
estExt_fgenesh2_pg.C_350133	ENSMODP00000022606
estExt_fgenesh2_pg.C_350147	ENSMODP00000008189
estExt_fgenesh2_pg.C_350151	ENSMODP00000010856
estExt_fgenesh2_pg.C_350154	ENSMODP00000003458
estExt_fgenesh2_pg.C_350156	ENSMODP00000003503
estExt_fgenesh2_pg.C_350160	ENSMODP00000026051
estExt_fgenesh2_pg.C_350163	ENSMODP00000017175
estExt_fgenesh2_pg.C_350169	ENSMODP00000020244
estExt_fgenesh2_pg.C_350171	ENSMODP00000022654
estExt_fgenesh2_pg.C_350173	ENSMODP00000005909
estExt_fgenesh2_pg.C_350173	ENSMODP00000022300
estExt_fgenesh2_pg.C_350177	ENSMODP00000012128
estExt_fgenesh2_pg.C_360100	ENSMODP00000023898
estExt_fgenesh2_pg.C_360108	ENSMODP00000002950
estExt_fgenesh2_pg.C_360114	ENSMODP00000026635
estExt_fgenesh2_pg.C_360144	ENSMODP00000032300
estExt_fgenesh2_pg.C_370011	ENSMODP00000003309
estExt_fgenesh2_pg.C_370011	ENSMODP00000027136
estExt_fgenesh2_pg.C_370035	ENSMODP00000025493
estExt_fgenesh2_pg.C_370048	ENSMODP00000001228
estExt_fgenesh2_pg.C_370048	ENSMODP00000022297
estExt_fgenesh2_pg.C_370081	ENSMODP00000026681
estExt_fgenesh2_pg.C_370105	ENSMODP00000009837
estExt_fgenesh2_pg.C_370123	ENSMODP00000018102
estExt_fgenesh2_pg.C_370124	ENSMODP00000017956
estExt_fgenesh2_pg.C_370161	ENSMODP00000033621
estExt_fgenesh2_pg.C_370161	ENSMODP00000014588
estExt_fgenesh2_pg.C_370197	ENSMODP00000013750
estExt_fgenesh2_pg.C_370205	ENSMODP00000009248
estExt_fgenesh2_pg.C_370205	ENSMODP00000010049
estExt_fgenesh2_pg.C_370211	ENSMODP00000009079
estExt_fgenesh2_pg.C_370229	ENSMODP00000000178
estExt_fgenesh2_pg.C_370233	ENSMODP00000016707
estExt_fgenesh2_pg.C_380002	ENSMODP00000012793
estExt_fgenesh2_pg.C_380059	ENSMODP00000039833
estExt_fgenesh2_pg.C_380063	ENSMODP00000025914
estExt_fgenesh2_pg.C_380063	ENSMODP00000006273
estExt_fgenesh2_pg.C_380063	ENSMODP00000021132
estExt_fgenesh2_pg.C_380073	ENSMODP00000020201
estExt_fgenesh2_pg.C_380096	ENSMODP00000000243
estExt_fgenesh2_pg.C_380096	ENSMODP00000023628
estExt_fgenesh2_pg.C_380096	ENSMODP00000011623
estExt_fgenesh2_pg.C_380096	ENSMODP00000026027
estExt_fgenesh2_pg.C_380103	ENSMODP00000001864
estExt_fgenesh2_pg.C_380134	ENSMODP00000013898
estExt_fgenesh2_pg.C_390053	ENSMODP00000035051
estExt_fgenesh2_pg.C_390083	ENSMODP00000009196
estExt_fgenesh2_pg.C_390085	ENSMODP00000034076
estExt_fgenesh2_pg.C_390114	ENSMODP00000020024
estExt_fgenesh2_pg.C_390162	ENSMODP00000040332
estExt_fgenesh2_pg.C_390171	ENSMODP00000008378
estExt_fgenesh2_pg.C_400007	ENSMODP00000017093
estExt_fgenesh2_pg.C_400017	ENSMODP00000008844
estExt_fgenesh2_pg.C_400018	ENSMODP00000014652
estExt_fgenesh2_pg.C_400036	ENSMODP00000008881
estExt_fgenesh2_pg.C_400041	ENSMODP00000038562
estExt_fgenesh2_pg.C_400045	ENSMODP00000008691
estExt_fgenesh2_pg.C_400049	ENSMODP00000036007
estExt_fgenesh2_pg.C_400088	ENSMODP00000023846
estExt_fgenesh2_pg.C_400099	ENSMODP00000037993
estExt_fgenesh2_pg.C_400102	ENSMODP00000037418
estExt_fgenesh2_pg.C_400139	ENSMODP00000000156
estExt_fgenesh2_pg.C_400194	ENSMODP00000032197
estExt_fgenesh2_pg.C_410021	ENSMODP00000003037
estExt_fgenesh2_pg.C_410059	ENSMODP00000019161
estExt_fgenesh2_pg.C_420001	ENSMODP00000026244
estExt_fgenesh2_pg.C_420001	ENSMODP00000019172
estExt_fgenesh2_pg.C_420034	ENSMODP00000011551
estExt_fgenesh2_pg.C_420040	ENSMODP00000002182
estExt_fgenesh2_pg.C_420051	ENSMODP00000015070
estExt_fgenesh2_pg.C_420051	ENSMODP00000031056
estExt_fgenesh2_pg.C_420051	ENSMODP00000005585
estExt_fgenesh2_pg.C_420051	ENSMODP00000016019
estExt_fgenesh2_pg.C_420055	ENSMODP00000015859
estExt_fgenesh2_pg.C_420056	ENSMODP00000015865
estExt_fgenesh2_pg.C_420058	ENSMODP00000010680
estExt_fgenesh2_pg.C_420064	ENSMODP00000009899
estExt_fgenesh2_pg.C_420080	ENSMODP00000009046
estExt_fgenesh2_pg.C_420080	ENSMODP00000031304
estExt_fgenesh2_pg.C_420096	ENSMODP00000007997
estExt_fgenesh2_pg.C_420110	ENSMODP00000000361
estExt_fgenesh2_pg.C_420111	ENSMODP00000009907
estExt_fgenesh2_pg.C_420113	ENSMODP00000011854
estExt_fgenesh2_pg.C_420128	ENSMODP00000016663
estExt_fgenesh2_pg.C_420150	ENSMODP00000039498
estExt_fgenesh2_pg.C_420162	ENSMODP00000005684
estExt_fgenesh2_pg.C_430005	ENSMODP00000040048
estExt_fgenesh2_pg.C_430064	ENSMODP00000000199
estExt_fgenesh2_pg.C_430064	ENSMODP00000010204
estExt_fgenesh2_pg.C_430109	ENSMODP00000018507
estExt_fgenesh2_pg.C_440053	ENSMODP00000039152
estExt_fgenesh2_pg.C_440063	ENSMODP00000022480
estExt_fgenesh2_pg.C_440128	ENSMODP00000006138
estExt_fgenesh2_pg.C_450009	ENSMODP00000028280
estExt_fgenesh2_pg.C_450014	ENSMODP00000019014
estExt_fgenesh2_pg.C_450060	ENSMODP00000040869
estExt_fgenesh2_pg.C_450079	ENSMODP00000003876
estExt_fgenesh2_pg.C_450085	ENSMODP00000007465
estExt_fgenesh2_pg.C_450085	ENSMODP00000001066
estExt_fgenesh2_pg.C_450085	ENSMODP00000023845
estExt_fgenesh2_pg.C_450137	ENSMODP00000009655
estExt_fgenesh2_pg.C_450155	ENSMODP00000014199
estExt_fgenesh2_pg.C_460010	ENSMODP00000008383
estExt_fgenesh2_pg.C_460010	ENSMODP00000023447
estExt_fgenesh2_pg.C_460036	ENSMODP00000010528
estExt_fgenesh2_pg.C_460039	ENSMODP00000000351
estExt_fgenesh2_pg.C_460040	ENSMODP00000032325
estExt_fgenesh2_pg.C_460040	ENSMODP00000020931
estExt_fgenesh2_pg.C_460046	ENSMODP00000017098
estExt_fgenesh2_pg.C_460072	ENSMODP00000016122
estExt_fgenesh2_pg.C_460072	ENSMODP00000015681
estExt_fgenesh2_pg.C_460076	ENSMODP00000019259
estExt_fgenesh2_pg.C_460079	ENSMODP00000020148
estExt_fgenesh2_pg.C_460103	ENSMODP00000026572
estExt_fgenesh2_pg.C_460120	ENSMODP00000019221
estExt_fgenesh2_pg.C_460122	ENSMODP00000001373
estExt_fgenesh2_pg.C_460123	ENSMODP00000021930
estExt_fgenesh2_pg.C_460137	ENSMODP00000040029
estExt_fgenesh2_pg.C_460150	ENSMODP00000037160
estExt_fgenesh2_pg.C_460151	ENSMODP00000003228
estExt_fgenesh2_pg.C_470009	ENSMODP00000017898
estExt_fgenesh2_pg.C_470074	ENSMODP00000017612
estExt_fgenesh2_pg.C_470100	ENSMODP00000006923
estExt_fgenesh2_pg.C_470112	ENSMODP00000031590
estExt_fgenesh2_pg.C_480006	ENSMODP00000006544
estExt_fgenesh2_pg.C_480073	ENSMODP00000012322
estExt_fgenesh2_pg.C_480096	ENSMODP00000022723
estExt_fgenesh2_pg.C_480100	ENSMODP00000016922
estExt_fgenesh2_pg.C_480136	ENSMODP00000006065
estExt_fgenesh2_pg.C_490009	ENSMODP00000003507
estExt_fgenesh2_pg.C_490037	ENSMODP00000015652
estExt_fgenesh2_pg.C_490038	ENSMODP00000028732
estExt_fgenesh2_pg.C_490061	ENSMODP00000040158
estExt_fgenesh2_pg.C_490064	ENSMODP00000010198
estExt_fgenesh2_pg.C_490126	ENSMODP00000002160
estExt_fgenesh2_pg.C_490126	ENSMODP00000017178
estExt_fgenesh2_pg.C_490126	ENSMODP00000039203
estExt_fgenesh2_pg.C_490133	ENSMODP00000026684
estExt_fgenesh2_pg.C_490133	ENSMODP00000024516
estExt_fgenesh2_pg.C_490133	ENSMODP00000032212
estExt_fgenesh2_pg.C_490133	ENSMODP00000019465
estExt_fgenesh2_pg.C_500001	ENSMODP00000006029
estExt_fgenesh2_pg.C_500001	ENSMODP00000008501
estExt_fgenesh2_pg.C_500024	ENSMODP00000014058
estExt_fgenesh2_pg.C_500060	ENSMODP00000023124
estExt_fgenesh2_pg.C_500060	ENSMODP00000037751
estExt_fgenesh2_pg.C_500060	ENSMODP00000005508
estExt_fgenesh2_pg.C_500069	ENSMODP00000039586
estExt_fgenesh2_pg.C_500081	ENSMODP00000018717
estExt_fgenesh2_pg.C_510020	ENSMODP00000017050
estExt_fgenesh2_pg.C_510094	ENSMODP00000037766
