ENSP00000001008	SINCAM006004
ENSP00000274093	SINCAM000632
ENSP00000274137	SINCAM922447
ENSP00000274140	SINCAM920684
ENSP00000274181	SINCAM002007
ENSP00000274192	SINCAM003472
ENSP00000274217	SINCAM920710
ENSP00000274242	SINCAM922448
ENSP00000274276	SINCAM001466
ENSP00000274289	SINCAM001283
ENSP00000274306	SINCAM001305
ENSP00000274341	SINCAM001174
ENSP00000274353	SINCAM001242
ENSP00000274368	SINCAM001231
ENSP00000274376	SINCAM001172
ENSP00000274457	SINCAM001098
ENSP00000274458	SINCAM001091
ENSP00000274473	SINCAM001008
ENSP00000274487	SINCAM922888
ENSP00000274496	SINCAM920499
ENSP00000274498	SINCAM009965
ENSP00000274507	SINCAM008948
ENSP00000274545	SINCAM009932
ENSP00000274547	SINCAM009933
ENSP00000274569	SINCAM010093
ENSP00000274606	SINCAM011114
ENSP00000274625	SINCAM010170
ENSP00000274710	SINCAM000114
ENSP00000274712	SINCAM922365
ENSP00000274773	SINCAM016851
ENSP00000274787	SINCAM010025
ENSP00000274793	SINCAM003016
ENSP00000274813	SINCAM003105
ENSP00000274897	SINCAM002927
ENSP00000274938	SINCAM012289
ENSP00000274979	SINCAM009402
ENSP00000275015	SINCAM003746
ENSP00000275016	SINCAM003114
ENSP00000275034	SINCAM003252
ENSP00000275053	SINCAM003327
ENSP00000275162	SINCAM003173
ENSP00000275198	SINCAM015830
ENSP00000275216	SINCAM921097
ENSP00000275227	SINCAM921119
ENSP00000275230	SINCAM003284
ENSP00000275358	SINCAM002068
ENSP00000275364	SINCAM011125
ENSP00000275428	SINCAM001756
ENSP00000275461	SINCAM014950
ENSP00000275493	SINCAM002169
ENSP00000275517	SINCAM015003
ENSP00000275525	SINCAM002157
ENSP00000275560	SINCAM008750
ENSP00000275603	SINCAM008556
ENSP00000275730	SINCAM922913
ENSP00000275764	SINCAM005998
ENSP00000275780	SINCAM922654
ENSP00000275820	SINCAM001537
ENSP00000275884	SINCAM006000
ENSP00000275954	SINCAM004540
ENSP00000276055	SINCAM004960
ENSP00000276072	SINCAM011043
ENSP00000276077	SINCAM010832
ENSP00000276079	SINCAM900246
ENSP00000276185	SINCAM010731
ENSP00000276202	SINCAM922298
ENSP00000276282	SINCAM000071
ENSP00000276297	SINCAM000567
ENSP00000276326	SINCAM002952
ENSP00000276390	SINCAM922833
ENSP00000276414	SINCAM014258
ENSP00000276416	SINCAM014302
ENSP00000276420	SINCAM014250
ENSP00000276440	SINCAM014257
ENSP00000276449	SINCAM921827
ENSP00000276461	SINCAM014030
ENSP00000276480	SINCAM002524
ENSP00000276533	SINCAM922821
ENSP00000276569	SINCAM002566
ENSP00000276571	SINCAM002571
ENSP00000276585	SINCAM920813
ENSP00000276590	SINCAM016524
ENSP00000276594	SINCAM002628
ENSP00000276603	SINCAM002619
ENSP00000276651	SINCAM002392
ENSP00000276654	SINCAM002391
ENSP00000276659	SINCAM002362
ENSP00000276689	SINCAM002293
ENSP00000276692	SINCAM002482
ENSP00000276704	SINCAM002327
ENSP00000276893	SINCAM012780
ENSP00000276914	SINCAM000987
ENSP00000276925	SINCAM900181
ENSP00000276943	SINCAM013557
ENSP00000277010	SINCAM920641
ENSP00000277165	SINCAM009628
ENSP00000277225	SINCAM001001
ENSP00000277458	SINCAM007916
ENSP00000277540	SINCAM007778
ENSP00000277541	SINCAM007908
ENSP00000277570	SINCAM006190
ENSP00000277575	SINCAM006175
ENSP00000277632	SINCAM002222
ENSP00000277746	SINCAM007111
ENSP00000277865	SINCAM006980
ENSP00000277895	SINCAM006842
ENSP00000277903	SINCAM921889
ENSP00000278060	SINCAM921838
ENSP00000278070	SINCAM921899
ENSP00000278071	SINCAM014376
ENSP00000278174	SINCAM015165
ENSP00000278198	SINCAM011657
ENSP00000278200	SINCAM011727
ENSP00000278243	SINCAM004060
ENSP00000278314	SINCAM017645
ENSP00000278317	SINCAM014854
ENSP00000278353	SINCAM011660
ENSP00000278360	SINCAM011464
ENSP00000278379	SINCAM014858
ENSP00000278483	SINCAM004683
ENSP00000278505	SINCAM922815
ENSP00000278520	SINCAM921359
ENSP00000278550	SINCAM004704
ENSP00000278559	SINCAM004993
ENSP00000278572	SINCAM004914
ENSP00000278590	SINCAM004792
ENSP00000278612	SINCAM004784
ENSP00000278616	SINCAM004785
ENSP00000278618	SINCAM004772
ENSP00000278715	SINCAM014002
ENSP00000278742	SINCAM922710
ENSP00000278780	SINCAM003598
ENSP00000278826	SINCAM922227
ENSP00000278836	SINCAM011566
ENSP00000278840	SINCAM011568
ENSP00000278853	SINCAM921712
ENSP00000278886	SINCAM003637
ENSP00000278903	SINCAM922725
ENSP00000278919	SINCAM013875
ENSP00000278927	SINCAM013882
ENSP00000278935	SINCAM013958
ENSP00000278947	SINCAM013996
ENSP00000278980	SINCAM011842
ENSP00000279022	SINCAM011861
ENSP00000279024	SINCAM011939
ENSP00000279027	SINCAM012040
ENSP00000279028	SINCAM012039
ENSP00000279036	SINCAM011905
ENSP00000279068	SINCAM012060
ENSP00000279101	SINCAM011872
ENSP00000279147	SINCAM011700
ENSP00000279206	SINCAM015256
ENSP00000279281	SINCAM015001
ENSP00000279387	SINCAM007350
ENSP00000279441	SINCAM004313
ENSP00000279488	SINCAM005688
ENSP00000279873	SINCAM007114
ENSP00000279907	SINCAM006038
ENSP00000280020	SINCAM001372
ENSP00000280057	SINCAM921288
ENSP00000280082	SINCAM921660
ENSP00000280097	SINCAM006397
ENSP00000280098	SINCAM006396
ENSP00000280154	SINCAM921806
ENSP00000280155	SINCAM006873
ENSP00000280187	SINCAM000631
ENSP00000280190	SINCAM000629
ENSP00000280191	SINCAM000628
ENSP00000280193	SINCAM010198
ENSP00000280236	SINCAM921650
ENSP00000280245	SINCAM004686
ENSP00000280258	SINCAM921366
ENSP00000280325	SINCAM013974
ENSP00000280326	SINCAM002122
ENSP00000280333	SINCAM007214
ENSP00000280346	SINCAM922739
ENSP00000280350	SINCAM013919
ENSP00000280357	SINCAM013933
ENSP00000280358	SINCAM922734
ENSP00000280362	SINCAM012390
ENSP00000280377	SINCAM005720
ENSP00000280481	SINCAM000205
ENSP00000280527	SINCAM003485
ENSP00000280551	SINCAM000149
ENSP00000280557	SINCAM007564
ENSP00000280571	SINCAM014974
ENSP00000280612	SINCAM000290
ENSP00000280614	SINCAM000291
ENSP00000280665	SINCAM005896
ENSP00000280700	SINCAM920719
ENSP00000280701	SINCAM001950
ENSP00000280734	SINCAM011570
ENSP00000280756	SINCAM005628
ENSP00000280758	SINCAM005623
ENSP00000280772	SINCAM007119
ENSP00000280800	SINCAM007478
ENSP00000280871	SINCAM006061
ENSP00000280886	SINCAM001576
ENSP00000280979	SINCAM008284
ENSP00000280987	SINCAM008311
ENSP00000281017	SINCAM002958
ENSP00000281038	SINCAM004705
ENSP00000281047	SINCAM921082
ENSP00000281081	SINCAM008282
ENSP00000281092	SINCAM001116
ENSP00000281141	SINCAM921045
ENSP00000281142	SINCAM000283
ENSP00000281146	SINCAM920473
ENSP00000281154	SINCAM000128
ENSP00000281156	SINCAM015716
ENSP00000281171	SINCAM005595
ENSP00000281172	SINCAM005594
ENSP00000281182	SINCAM013868
ENSP00000281187	SINCAM013907
ENSP00000281243	SINCAM000446
ENSP00000281282	SINCAM922677
ENSP00000281317	SINCAM000214
ENSP00000281321	SINCAM000219
ENSP00000281382	SINCAM003972
ENSP00000281419	SINCAM921776
ENSP00000281437	SINCAM013874
ENSP00000281441	SINCAM013873
ENSP00000281453	SINCAM920512
ENSP00000281456	SINCAM000598
ENSP00000281471	SINCAM005974
ENSP00000281474	SINCAM005878
ENSP00000281513	SINCAM003005
ENSP00000281523	SINCAM001944
ENSP00000281537	SINCAM013207
ENSP00000281543	SINCAM920500
ENSP00000281631	SINCAM001322
ENSP00000281701	SINCAM003733
ENSP00000281703	SINCAM007571
ENSP00000281708	SINCAM000239
ENSP00000281722	SINCAM000186
ENSP00000281741	SINCAM008212
ENSP00000281772	SINCAM921589
ENSP00000281806	SINCAM003319
ENSP00000281821	SINCAM009442
ENSP00000281828	SINCAM009493
ENSP00000281834	SINCAM005234
ENSP00000281871	SINCAM007420
ENSP00000281924	SINCAM006416
ENSP00000281928	SINCAM007471
ENSP00000281938	SINCAM007460
ENSP00000281950	SINCAM003626
ENSP00000281961	SINCAM003616
ENSP00000282003	SINCAM004513
ENSP00000282007	SINCAM004404
ENSP00000282020	SINCAM000033
ENSP00000282026	SINCAM921291
ENSP00000282030	SINCAM001336
ENSP00000282032	SINCAM011734
ENSP00000282041	SINCAM003371
ENSP00000282050	SINCAM920646
ENSP00000282058	SINCAM001447
ENSP00000282059	SINCAM001446
ENSP00000282074	SINCAM006788
ENSP00000282096	SINCAM011615
ENSP00000282111	SINCAM017680
ENSP00000282146	SINCAM008493
ENSP00000282185	SINCAM001180
ENSP00000282226	SINCAM920600
ENSP00000282249	SINCAM004773
ENSP00000282251	SINCAM004775
ENSP00000282276	SINCAM922271
ENSP00000282344	SINCAM004831
ENSP00000282356	SINCAM001110
ENSP00000282369	SINCAM001099
ENSP00000282388	SINCAM003841
ENSP00000282397	SINCAM004845
ENSP00000282406	SINCAM921213
ENSP00000282412	SINCAM003963
ENSP00000282441	SINCAM004318
ENSP00000282466	SINCAM009239
ENSP00000282486	SINCAM009246
ENSP00000282499	SINCAM004770
ENSP00000282516	SINCAM001478
ENSP00000282538	SINCAM001760
ENSP00000282541	SINCAM002205
ENSP00000282561	SINCAM003179
ENSP00000282570	SINCAM014252
ENSP00000282572	SINCAM001300
ENSP00000282588	SINCAM001319
ENSP00000282611	SINCAM009976
ENSP00000282633	SINCAM006972
ENSP00000282670	SINCAM014496
ENSP00000282701	SINCAM000383
ENSP00000282728	SINCAM007169
ENSP00000282841	SINCAM003445
ENSP00000282849	SINCAM010361
ENSP00000282878	SINCAM920931
ENSP00000282892	SINCAM005649
ENSP00000282903	SINCAM009253
ENSP00000282908	SINCAM010141
ENSP00000282928	SINCAM010874
ENSP00000283006	SINCAM001253
ENSP00000283027	SINCAM011090
ENSP00000283033	SINCAM011081
ENSP00000283109	SINCAM001135
ENSP00000283122	SINCAM001168
ENSP00000283131	SINCAM000314
ENSP00000283141	SINCAM001871
ENSP00000283148	SINCAM004748
ENSP00000283179	SINCAM003461
ENSP00000283195	SINCAM004758
ENSP00000283206	SINCAM003395
ENSP00000283228	SINCAM920981
ENSP00000283233	SINCAM006776
ENSP00000283243	SINCAM921625
ENSP00000283249	SINCAM921624
ENSP00000283268	SINCAM009693
ENSP00000283290	SINCAM900220
ENSP00000283296	SINCAM003013
ENSP00000283351	SINCAM002740
ENSP00000283357	SINCAM001149
ENSP00000283415	SINCAM002013
ENSP00000283426	SINCAM001804
ENSP00000283441	SINCAM001797
ENSP00000283474	SINCAM011390
ENSP00000283629	SINCAM001677
ENSP00000283632	SINCAM010115
ENSP00000283645	SINCAM004959
ENSP00000283646	SINCAM000725
ENSP00000283871	SINCAM004245
ENSP00000283875	SINCAM004247
ENSP00000283882	SINCAM010553
ENSP00000283916	SINCAM000860
ENSP00000283921	SINCAM001972
ENSP00000283928	SINCAM006714
ENSP00000283943	SINCAM009274
ENSP00000283946	SINCAM009275
ENSP00000284031	SINCAM005349
ENSP00000284049	SINCAM001131
ENSP00000284061	SINCAM012697
ENSP00000284073	SINCAM008618
ENSP00000284110	SINCAM012661
ENSP00000284116	SINCAM008600
ENSP00000284136	SINCAM006213
ENSP00000284142	SINCAM005324
ENSP00000284154	SINCAM011062
ENSP00000284202	SINCAM002687
ENSP00000284224	SINCAM002694
ENSP00000284240	SINCAM014005
ENSP00000284262	SINCAM010475
ENSP00000284268	SINCAM001926
ENSP00000284273	SINCAM013934
ENSP00000284274	SINCAM001925
ENSP00000284288	SINCAM922709
ENSP00000284311	SINCAM010834
ENSP00000284320	SINCAM004159
ENSP00000284322	SINCAM004171
ENSP00000284437	SINCAM000480
ENSP00000284440	SINCAM000506
ENSP00000284476	SINCAM003706
ENSP00000284486	SINCAM003095
ENSP00000284551	SINCAM012810
ENSP00000284601	SINCAM005826
ENSP00000284617	SINCAM921168
ENSP00000284629	SINCAM005835
ENSP00000284637	SINCAM000650
ENSP00000284669	SINCAM006740
ENSP00000284674	SINCAM007234
ENSP00000284690	SINCAM007217
ENSP00000284694	SINCAM007215
ENSP00000284719	SINCAM921599
ENSP00000284727	SINCAM014089
ENSP00000284770	SINCAM000592
ENSP00000284878	SINCAM004046
ENSP00000284881	SINCAM004047
ENSP00000284885	SINCAM004049
ENSP00000284898	SINCAM011854
ENSP00000284957	SINCAM008730
ENSP00000284981	SINCAM004128
ENSP00000284984	SINCAM004129
ENSP00000284987	SINCAM004130
ENSP00000284995	SINCAM009610
ENSP00000285013	SINCAM008589
ENSP00000285018	SINCAM009624
ENSP00000285021	SINCAM009823
ENSP00000285039	SINCAM001425
ENSP00000285046	SINCAM009854
ENSP00000285071	SINCAM016782
ENSP00000285083	SINCAM002180
ENSP00000285093	SINCAM001426
ENSP00000285116	SINCAM001423
ENSP00000285199	SINCAM922197
ENSP00000285208	SINCAM009387
ENSP00000285238	SINCAM012690
ENSP00000285243	SINCAM012688
ENSP00000285279	SINCAM002172
ENSP00000285298	SINCAM008553
ENSP00000285311	SINCAM920479
ENSP00000285398	SINCAM006284
ENSP00000285407	SINCAM002446
ENSP00000285419	SINCAM002376
ENSP00000285420	SINCAM002375
ENSP00000285518	SINCAM921070
ENSP00000285599	SINCAM920469
ENSP00000285667	SINCAM004041
ENSP00000285670	SINCAM004042
ENSP00000285679	SINCAM004044
ENSP00000285697	SINCAM010504
ENSP00000285737	SINCAM010510
ENSP00000285814	SINCAM006360
ENSP00000285871	SINCAM006113
ENSP00000285873	SINCAM010265
ENSP00000285928	SINCAM006156
ENSP00000285930	SINCAM006030
ENSP00000285947	SINCAM001287
ENSP00000285949	SINCAM007166
ENSP00000285968	SINCAM005967
ENSP00000285979	SINCAM014685
ENSP00000286031	SINCAM005187
ENSP00000286063	SINCAM006697
ENSP00000286067	SINCAM007289
ENSP00000286070	SINCAM006696
ENSP00000286091	SINCAM002160
ENSP00000286175	SINCAM921524
ENSP00000286201	SINCAM921573
ENSP00000286234	SINCAM012012
ENSP00000286298	SINCAM010011
ENSP00000286307	SINCAM010148
ENSP00000286317	SINCAM922378
ENSP00000286349	SINCAM009484
ENSP00000286353	SINCAM009487
ENSP00000286355	SINCAM002480
ENSP00000286364	SINCAM009278
ENSP00000286371	SINCAM009270
ENSP00000286398	SINCAM000922
ENSP00000286428	SINCAM011019
ENSP00000286523	SINCAM008378
ENSP00000286544	SINCAM008471
ENSP00000286548	SINCAM001052
ENSP00000286614	SINCAM002385
ENSP00000286621	SINCAM007018
ENSP00000286648	SINCAM010057
ENSP00000286657	SINCAM006947
ENSP00000286688	SINCAM002466
ENSP00000286692	SINCAM012353
ENSP00000286713	SINCAM007984
ENSP00000286719	SINCAM004362
ENSP00000286732	SINCAM900111
ENSP00000286733	SINCAM000401
ENSP00000286744	SINCAM900102
ENSP00000286758	SINCAM920481
ENSP00000286760	SINCAM013121
ENSP00000286788	SINCAM004609
ENSP00000286827	SINCAM004531
ENSP00000286835	SINCAM004536
ENSP00000286918	SINCAM003936
ENSP00000287008	SINCAM010226
ENSP00000287020	SINCAM002467
ENSP00000287025	SINCAM002469
ENSP00000287042	SINCAM920824
ENSP00000287078	SINCAM007075
ENSP00000287139	SINCAM006949
ENSP00000287152	SINCAM921221
ENSP00000287169	SINCAM921462
ENSP00000287239	SINCAM007017
ENSP00000287295	SINCAM010800
ENSP00000287380	SINCAM002325
ENSP00000287387	SINCAM002332
ENSP00000287394	SINCAM002330
ENSP00000287437	SINCAM002305
ENSP00000287474	SINCAM005405
ENSP00000287482	SINCAM001016
ENSP00000287538	SINCAM010875
ENSP00000287585	SINCAM922139
ENSP00000287590	SINCAM921914
ENSP00000287598	SINCAM008393
ENSP00000287600	SINCAM009570
ENSP00000287641	SINCAM009116
ENSP00000287647	SINCAM009768
ENSP00000287667	SINCAM011335
ENSP00000287706	SINCAM011326
ENSP00000287713	SINCAM005204
ENSP00000287727	SINCAM005501
ENSP00000287766	SINCAM006032
ENSP00000287777	SINCAM001520
ENSP00000287814	SINCAM923033
ENSP00000287820	SINCAM009609
ENSP00000287859	SINCAM005196
ENSP00000287878	SINCAM921543
ENSP00000287907	SINCAM001530
ENSP00000287908	SINCAM001710
ENSP00000287934	SINCAM920749
ENSP00000287936	SINCAM001219
ENSP00000287957	SINCAM002207
ENSP00000287996	SINCAM009591
ENSP00000288022	SINCAM010304
ENSP00000288025	SINCAM010418
ENSP00000288040	SINCAM008387
ENSP00000288048	SINCAM013587
ENSP00000288050	SINCAM010622
ENSP00000288065	SINCAM008673
ENSP00000288071	SINCAM013788
ENSP00000288078	SINCAM010670
ENSP00000288135	SINCAM922376
ENSP00000288139	SINCAM009636
ENSP00000288167	SINCAM009638
ENSP00000288207	SINCAM016144
ENSP00000288221	SINCAM009914
ENSP00000288228	SINCAM900056
ENSP00000288235	SINCAM900057
ENSP00000288266	SINCAM009920
ENSP00000288368	SINCAM002632
ENSP00000288462	SINCAM007877
ENSP00000288466	SINCAM007940
ENSP00000288502	SINCAM007743
ENSP00000288532	SINCAM007440
ENSP00000288602	SINCAM005972
ENSP00000288607	SINCAM011152
ENSP00000288670	SINCAM006761
ENSP00000288680	SINCAM007449
ENSP00000288699	SINCAM003058
ENSP00000288710	SINCAM003054
ENSP00000288774	SINCAM013819
ENSP00000288828	SINCAM011442
ENSP00000288840	SINCAM013070
ENSP00000288912	SINCAM921437
ENSP00000288943	SINCAM014410
ENSP00000288955	SINCAM008918
ENSP00000288976	SINCAM009625
ENSP00000288985	SINCAM001024
ENSP00000289004	SINCAM008854
ENSP00000289013	SINCAM001580
ENSP00000289081	SINCAM001027
ENSP00000289104	SINCAM006348
ENSP00000289119	SINCAM920789
ENSP00000289248	SINCAM009110
ENSP00000289269	SINCAM010245
ENSP00000289359	SINCAM004709
ENSP00000289361	SINCAM014664
ENSP00000289371	SINCAM004712
ENSP00000289382	SINCAM004722
ENSP00000289388	SINCAM006267
ENSP00000289407	SINCAM921037
ENSP00000289547	SINCAM014389
ENSP00000289575	SINCAM016348
ENSP00000289672	SINCAM002154
ENSP00000289749	SINCAM013640
ENSP00000289753	SINCAM013570
ENSP00000289805	SINCAM010409
ENSP00000289921	SINCAM017407
ENSP00000289932	SINCAM921998
ENSP00000289957	SINCAM000881
ENSP00000289968	SINCAM011206
ENSP00000290015	SINCAM013540
ENSP00000290039	SINCAM005078
ENSP00000290079	SINCAM921496
ENSP00000290101	SINCAM013689
ENSP00000290122	SINCAM013632
ENSP00000290130	SINCAM004133
ENSP00000290155	SINCAM921246
ENSP00000290158	SINCAM013329
ENSP00000290167	SINCAM013600
ENSP00000290200	SINCAM004016
ENSP00000290216	SINCAM013368
ENSP00000290219	SINCAM004018
ENSP00000290231	SINCAM011926
ENSP00000290246	SINCAM011911
ENSP00000290299	SINCAM004029
ENSP00000290310	SINCAM004027
ENSP00000290341	SINCAM013327
ENSP00000290349	SINCAM004034
ENSP00000290374	SINCAM008270
ENSP00000290378	SINCAM921653
ENSP00000290399	SINCAM004101
ENSP00000290401	SINCAM013238
ENSP00000290418	SINCAM000692
ENSP00000290429	SINCAM005933
ENSP00000290536	SINCAM000763
ENSP00000290541	SINCAM018024
ENSP00000290552	SINCAM010538
ENSP00000290573	SINCAM922218
ENSP00000290583	SINCAM013230
ENSP00000290607	SINCAM008372
ENSP00000290649	SINCAM010646
ENSP00000290650	SINCAM008375
ENSP00000290663	SINCAM005412
ENSP00000290722	SINCAM000532
ENSP00000290759	SINCAM900180
ENSP00000290765	SINCAM010654
ENSP00000290810	SINCAM010351
ENSP00000290846	SINCAM006069
ENSP00000290866	SINCAM013564
ENSP00000290881	SINCAM000336
ENSP00000290894	SINCAM012772
ENSP00000290902	SINCAM000698
ENSP00000290921	SINCAM010132
ENSP00000290949	SINCAM010578
ENSP00000290953	SINCAM922088
ENSP00000290974	SINCAM000670
ENSP00000291041	SINCAM002408
ENSP00000291294	SINCAM008209
ENSP00000291386	SINCAM013761
ENSP00000291416	SINCAM013598
ENSP00000291458	SINCAM004241
ENSP00000291481	SINCAM012928
ENSP00000291532	SINCAM008743
ENSP00000291536	SINCAM004124
ENSP00000291539	SINCAM922713
ENSP00000291547	SINCAM004110
ENSP00000291552	SINCAM004108
ENSP00000291554	SINCAM921251
ENSP00000291560	SINCAM004106
ENSP00000291565	SINCAM921252
ENSP00000291568	SINCAM004242
ENSP00000291576	SINCAM004119
ENSP00000291577	SINCAM004116
ENSP00000291582	SINCAM009369
ENSP00000291592	SINCAM921569
ENSP00000291634	SINCAM006511
ENSP00000291670	SINCAM921554
ENSP00000291672	SINCAM921555
ENSP00000291691	SINCAM006455
ENSP00000291700	SINCAM921559
ENSP00000291707	SINCAM922721
ENSP00000291823	SINCAM015690
ENSP00000291900	SINCAM921526
ENSP00000291906	SINCAM014546
ENSP00000292035	SINCAM007970
ENSP00000292055	SINCAM013977
ENSP00000292090	SINCAM008661
ENSP00000292114	SINCAM008809
ENSP00000292174	SINCAM014013
ENSP00000292246	SINCAM002228
ENSP00000292301	SINCAM002235
ENSP00000292363	SINCAM013020
ENSP00000292385	SINCAM010108
ENSP00000292431	SINCAM017973
ENSP00000292475	SINCAM014800
ENSP00000292476	SINCAM011426
ENSP00000292524	SINCAM002750
ENSP00000292539	SINCAM002723
ENSP00000292566	SINCAM008827
ENSP00000292574	SINCAM922960
ENSP00000292586	SINCAM010285
ENSP00000292596	SINCAM010281
ENSP00000292599	SINCAM010282
ENSP00000292614	SINCAM008831
ENSP00000292616	SINCAM008826
ENSP00000292778	SINCAM007702
ENSP00000292782	SINCAM009164
ENSP00000292807	SINCAM009156
ENSP00000292823	SINCAM921910
ENSP00000293190	SINCAM012621
ENSP00000293217	SINCAM012417
ENSP00000293230	SINCAM012705
ENSP00000293261	SINCAM014670
ENSP00000293273	SINCAM013558
ENSP00000293288	SINCAM014750
ENSP00000293303	SINCAM013296
ENSP00000293328	SINCAM013492
ENSP00000293350	SINCAM014857
ENSP00000293362	SINCAM013502
ENSP00000293379	SINCAM014231
ENSP00000293404	SINCAM013456
ENSP00000293414	SINCAM922632
ENSP00000293441	SINCAM014861
ENSP00000293549	SINCAM014133
ENSP00000293604	SINCAM017649
ENSP00000293636	SINCAM920651
ENSP00000293662	SINCAM014209
ENSP00000293677	SINCAM014515
ENSP00000293695	SINCAM011730
ENSP00000293760	SINCAM922518
ENSP00000293771	SINCAM003454
ENSP00000293845	SINCAM007484
ENSP00000293860	SINCAM922024
ENSP00000293872	SINCAM011382
ENSP00000293879	SINCAM011118
ENSP00000293883	SINCAM011104
ENSP00000293889	SINCAM011075
ENSP00000293892	SINCAM900284
ENSP00000293894	SINCAM011135
ENSP00000293897	SINCAM011134
ENSP00000293922	SINCAM011365
ENSP00000293970	SINCAM011269
ENSP00000293973	SINCAM010218
ENSP00000294008	SINCAM011282
ENSP00000294016	SINCAM011273
ENSP00000294064	SINCAM920431
ENSP00000294119	SINCAM017507
ENSP00000294129	SINCAM009853
ENSP00000294258	SINCAM015002
ENSP00000294304	SINCAM011638
ENSP00000294309	SINCAM011698
ENSP00000294312	SINCAM011701
ENSP00000294339	SINCAM005020
ENSP00000294353	SINCAM005449
ENSP00000294360	SINCAM005045
ENSP00000294383	SINCAM005443
ENSP00000294409	SINCAM009033
ENSP00000294435	SINCAM013843
ENSP00000294454	SINCAM922566
ENSP00000294484	SINCAM013609
ENSP00000294485	SINCAM015464
ENSP00000294489	SINCAM013586
ENSP00000294543	SINCAM922545
ENSP00000294600	SINCAM922559
ENSP00000294635	SINCAM007794
ENSP00000294638	SINCAM005319
ENSP00000294664	SINCAM005345
ENSP00000294724	SINCAM920900
ENSP00000294725	SINCAM005276
ENSP00000294728	SINCAM005112
ENSP00000294740	SINCAM013470
ENSP00000294742	SINCAM005200
ENSP00000294794	SINCAM005153
ENSP00000294811	SINCAM012178
ENSP00000294904	SINCAM014176
ENSP00000294952	SINCAM003949
ENSP00000294954	SINCAM003947
ENSP00000294964	SINCAM003848
ENSP00000294973	SINCAM003842
ENSP00000295006	SINCAM003946
ENSP00000295025	SINCAM003815
ENSP00000295030	SINCAM003812
ENSP00000295049	SINCAM006553
ENSP00000295050	SINCAM003521
ENSP00000295057	SINCAM014943
ENSP00000295065	SINCAM003577
ENSP00000295079	SINCAM921581
ENSP00000295082	SINCAM921078
ENSP00000295083	SINCAM003000
ENSP00000295087	SINCAM006363
ENSP00000295092	SINCAM921079
ENSP00000295095	SINCAM006388
ENSP00000295101	SINCAM013471
