SINCAM011582	ENSLOCP00000000004
SINCAM008726	ENSLOCP00000006393
SINCAM016247	ENSLOCP00000006397
SINCAM007927	ENSLOCP00000006398
SINCAM921438	ENSLOCP00000006399
SINCAM004466	ENSLOCP00000006400
SINCAM007079	ENSLOCP00000006402
SINCAM017483	ENSLOCP00000006405
SINCAM921584	ENSLOCP00000006408
SINCAM002132	ENSLOCP00000006409
SINCAM014173	ENSLOCP00000006410
SINCAM013808	ENSLOCP00000006411
SINCAM002547	ENSLOCP00000006413
SINCAM008742	ENSLOCP00000006414
SINCAM007926	ENSLOCP00000006416
SINCAM922714	ENSLOCP00000006417
SINCAM007554	ENSLOCP00000006418
SINCAM010508	ENSLOCP00000006421
SINCAM008965	ENSLOCP00000006422
SINCAM001177	ENSLOCP00000006423
SINCAM012984	ENSLOCP00000006424
SINCAM004465	ENSLOCP00000006426
SINCAM011831	ENSLOCP00000006427
SINCAM006289	ENSLOCP00000006428
SINCAM002131	ENSLOCP00000006429
SINCAM014174	ENSLOCP00000006432
SINCAM002546	ENSLOCP00000006434
SINCAM004688	ENSLOCP00000006436
SINCAM007905	ENSLOCP00000006438
SINCAM007555	ENSLOCP00000006439
SINCAM921998	ENSLOCP00000006440
SINCAM013804	ENSLOCP00000006441
SINCAM010866	ENSLOCP00000006442
SINCAM922709	ENSLOCP00000006446
SINCAM006955	ENSLOCP00000006448
SINCAM009357	ENSLOCP00000006450
SINCAM922073	ENSLOCP00000006452
SINCAM007904	ENSLOCP00000006454
SINCAM008614	ENSLOCP00000006458
SINCAM007556	ENSLOCP00000006460
SINCAM921785	ENSLOCP00000006463
SINCAM004892	ENSLOCP00000006464
SINCAM002130	ENSLOCP00000006467
SINCAM004464	ENSLOCP00000006468
SINCAM921949	ENSLOCP00000006469
SINCAM001215	ENSLOCP00000006470
SINCAM922072	ENSLOCP00000006471
SINCAM011206	ENSLOCP00000006475
SINCAM005351	ENSLOCP00000006479
SINCAM008613	ENSLOCP00000006480
SINCAM002545	ENSLOCP00000006481
SINCAM921784	ENSLOCP00000006482
SINCAM001216	ENSLOCP00000006484
SINCAM004689	ENSLOCP00000006485
SINCAM007934	ENSLOCP00000006487
SINCAM011205	ENSLOCP00000006488
SINCAM009369	ENSLOCP00000006489
SINCAM010506	ENSLOCP00000006490
SINCAM002129	ENSLOCP00000006491
SINCAM007557	ENSLOCP00000006492
SINCAM922719	ENSLOCP00000006493
SINCAM004402	ENSLOCP00000006494
SINCAM015285	ENSLOCP00000006498
SINCAM006322	ENSLOCP00000006499
SINCAM005350	ENSLOCP00000006500
SINCAM922555	ENSLOCP00000006501
SINCAM002544	ENSLOCP00000006502
SINCAM921783	ENSLOCP00000006504
SINCAM001217	ENSLOCP00000006505
SINCAM011833	ENSLOCP00000006510
SINCAM002543	ENSLOCP00000006513
SINCAM005349	ENSLOCP00000006517
SINCAM006324	ENSLOCP00000006518
SINCAM014119	ENSLOCP00000006520
SINCAM002128	ENSLOCP00000006524
SINCAM004515	ENSLOCP00000006525
SINCAM009388	ENSLOCP00000006530
SINCAM920608	ENSLOCP00000006531
SINCAM007933	ENSLOCP00000006532
SINCAM011834	ENSLOCP00000006533
SINCAM005347	ENSLOCP00000006535
SINCAM006957	ENSLOCP00000006536
SINCAM006325	ENSLOCP00000006537
SINCAM002541	ENSLOCP00000006538
SINCAM008717	ENSLOCP00000006539
SINCAM921006	ENSLOCP00000006542
SINCAM014120	ENSLOCP00000006543
SINCAM010505	ENSLOCP00000006544
SINCAM011014	ENSLOCP00000006545
SINCAM007558	ENSLOCP00000006546
SINCAM012898	ENSLOCP00000006547
SINCAM002127	ENSLOCP00000006548
SINCAM008776	ENSLOCP00000006549
SINCAM011835	ENSLOCP00000006550
SINCAM006959	ENSLOCP00000006552
SINCAM009389	ENSLOCP00000006554
SINCAM017107	ENSLOCP00000006555
SINCAM001219	ENSLOCP00000006557
SINCAM006754	ENSLOCP00000006558
SINCAM010126	ENSLOCP00000006559
SINCAM007560	ENSLOCP00000006561
SINCAM002126	ENSLOCP00000006562
SINCAM010504	ENSLOCP00000006563
SINCAM921776	ENSLOCP00000006564
SINCAM922896	ENSLOCP00000006565
SINCAM004401	ENSLOCP00000006566
SINCAM012180	ENSLOCP00000006567
SINCAM011168	ENSLOCP00000006568
SINCAM004691	ENSLOCP00000006569
SINCAM921829	ENSLOCP00000006570
SINCAM008777	ENSLOCP00000006571
SINCAM011872	ENSLOCP00000006574
SINCAM014121	ENSLOCP00000006575
SINCAM001220	ENSLOCP00000006576
SINCAM002124	ENSLOCP00000006577
SINCAM005346	ENSLOCP00000006578
SINCAM014838	ENSLOCP00000006580
SINCAM007559	ENSLOCP00000006582
SINCAM004400	ENSLOCP00000006583
SINCAM921277	ENSLOCP00000006584
SINCAM007828	ENSLOCP00000006585
SINCAM921950	ENSLOCP00000006587
SINCAM006960	ENSLOCP00000006588
SINCAM012901	ENSLOCP00000006589
SINCAM008778	ENSLOCP00000006590
SINCAM922722	ENSLOCP00000006593
SINCAM009018	ENSLOCP00000006596
SINCAM014123	ENSLOCP00000006597
SINCAM010503	ENSLOCP00000006599
SINCAM006755	ENSLOCP00000006600
SINCAM011170	ENSLOCP00000006604
SINCAM006961	ENSLOCP00000006605
SINCAM001221	ENSLOCP00000006607
SINCAM002539	ENSLOCP00000006608
SINCAM012902	ENSLOCP00000006610
SINCAM007989	ENSLOCP00000006614
SINCAM922723	ENSLOCP00000006615
SINCAM011172	ENSLOCP00000006619
SINCAM010502	ENSLOCP00000006621
SINCAM007561	ENSLOCP00000006622
SINCAM008799	ENSLOCP00000006623
SINCAM005345	ENSLOCP00000006624
SINCAM004399	ENSLOCP00000006625
SINCAM013650	ENSLOCP00000006626
SINCAM922839	ENSLOCP00000006627
SINCAM009381	ENSLOCP00000006630
SINCAM007988	ENSLOCP00000006632
SINCAM001222	ENSLOCP00000006634
SINCAM009016	ENSLOCP00000006636
SINCAM013889	ENSLOCP00000006637
SINCAM007564	ENSLOCP00000006638
SINCAM010501	ENSLOCP00000006641
SINCAM009373	ENSLOCP00000006643
SINCAM007447	ENSLOCP00000006644
SINCAM015458	ENSLOCP00000006645
SINCAM920890	ENSLOCP00000006646
SINCAM014124	ENSLOCP00000006647
SINCAM004647	ENSLOCP00000006648
SINCAM002538	ENSLOCP00000006650
SINCAM004398	ENSLOCP00000006651
SINCAM008589	ENSLOCP00000006652
SINCAM007987	ENSLOCP00000006653
SINCAM001223	ENSLOCP00000006654
SINCAM006756	ENSLOCP00000006655
SINCAM002730	ENSLOCP00000006656
SINCAM012067	ENSLOCP00000006657
SINCAM922897	ENSLOCP00000006658
SINCAM921440	ENSLOCP00000006660
SINCAM006964	ENSLOCP00000006662
SINCAM011173	ENSLOCP00000006665
SINCAM009372	ENSLOCP00000006666
SINCAM001224	ENSLOCP00000006667
SINCAM008686	ENSLOCP00000006668
SINCAM011484	ENSLOCP00000006669
SINCAM002728	ENSLOCP00000006673
SINCAM002537	ENSLOCP00000006674
SINCAM004394	ENSLOCP00000006675
SINCAM012066	ENSLOCP00000006676
SINCAM007986	ENSLOCP00000006677
SINCAM014126	ENSLOCP00000006678
SINCAM002410	ENSLOCP00000006679
SINCAM920889	ENSLOCP00000006680
SINCAM011482	ENSLOCP00000006683
SINCAM004646	ENSLOCP00000006685
SINCAM009015	ENSLOCP00000006686
SINCAM921947	ENSLOCP00000006687
SINCAM002536	ENSLOCP00000006691
SINCAM014159	ENSLOCP00000006692
SINCAM007984	ENSLOCP00000006693
SINCAM008685	ENSLOCP00000006694
SINCAM012980	ENSLOCP00000006696
SINCAM012065	ENSLOCP00000006697
SINCAM921441	ENSLOCP00000006698
SINCAM006759	ENSLOCP00000006699
SINCAM001226	ENSLOCP00000006700
SINCAM010500	ENSLOCP00000006701
SINCAM011174	ENSLOCP00000006703
SINCAM009043	ENSLOCP00000006704
SINCAM009432	ENSLOCP00000006707
SINCAM006965	ENSLOCP00000006708
SINCAM011481	ENSLOCP00000006709
SINCAM004644	ENSLOCP00000006710
SINCAM015743	ENSLOCP00000006716
SINCAM014161	ENSLOCP00000006717
SINCAM004393	ENSLOCP00000006718
SINCAM011847	ENSLOCP00000006720
SINCAM016428	ENSLOCP00000006721
SINCAM010498	ENSLOCP00000006722
SINCAM920888	ENSLOCP00000006724
SINCAM921528	ENSLOCP00000006725
SINCAM012979	ENSLOCP00000006726
SINCAM007033	ENSLOCP00000006729
SINCAM013998	ENSLOCP00000006731
SINCAM921953	ENSLOCP00000006732
SINCAM009053	ENSLOCP00000006733
SINCAM006761	ENSLOCP00000006737
SINCAM011846	ENSLOCP00000006738
SINCAM008666	ENSLOCP00000006739
SINCAM014162	ENSLOCP00000006740
SINCAM922071	ENSLOCP00000006741
SINCAM007598	ENSLOCP00000006742
SINCAM011480	ENSLOCP00000006744
SINCAM921529	ENSLOCP00000006745
SINCAM012978	ENSLOCP00000006746
SINCAM920887	ENSLOCP00000006747
SINCAM015460	ENSLOCP00000006749
SINCAM001227	ENSLOCP00000006751
SINCAM007034	ENSLOCP00000006752
SINCAM006090	ENSLOCP00000006753
SINCAM002784	ENSLOCP00000006757
SINCAM922070	ENSLOCP00000006758
SINCAM011479	ENSLOCP00000006762
SINCAM004392	ENSLOCP00000006763
SINCAM007597	ENSLOCP00000006764
SINCAM014163	ENSLOCP00000006765
SINCAM002535	ENSLOCP00000006766
SINCAM007976	ENSLOCP00000006769
SINCAM003407	ENSLOCP00000006770
SINCAM011175	ENSLOCP00000006773
SINCAM012977	ENSLOCP00000006774
SINCAM920886	ENSLOCP00000006775
SINCAM007035	ENSLOCP00000006776
SINCAM002783	ENSLOCP00000006777
SINCAM007596	ENSLOCP00000006779
SINCAM011475	ENSLOCP00000006781
SINCAM015461	ENSLOCP00000006784
SINCAM921572	ENSLOCP00000006788
SINCAM009415	ENSLOCP00000006792
SINCAM001229	ENSLOCP00000006795
SINCAM011176	ENSLOCP00000006796
SINCAM900278	ENSLOCP00000006797
SINCAM010495	ENSLOCP00000006798
SINCAM004320	ENSLOCP00000006800
SINCAM920848	ENSLOCP00000006802
SINCAM008624	ENSLOCP00000006803
SINCAM007977	ENSLOCP00000006804
SINCAM013819	ENSLOCP00000006805
SINCAM004387	ENSLOCP00000006806
SINCAM007036	ENSLOCP00000006808
SINCAM015549	ENSLOCP00000006809
SINCAM011845	ENSLOCP00000006810
SINCAM008713	ENSLOCP00000006811
SINCAM014011	ENSLOCP00000006812
SINCAM008947	ENSLOCP00000006814
SINCAM007978	ENSLOCP00000006815
SINCAM006760	ENSLOCP00000006816
SINCAM921710	ENSLOCP00000006819
SINCAM002534	ENSLOCP00000006820
SINCAM004317	ENSLOCP00000006821
SINCAM920837	ENSLOCP00000006822
SINCAM004388	ENSLOCP00000006823
SINCAM011178	ENSLOCP00000006824
SINCAM010494	ENSLOCP00000006825
SINCAM001230	ENSLOCP00000006827
SINCAM007594	ENSLOCP00000006829
SINCAM012149	ENSLOCP00000006832
SINCAM007979	ENSLOCP00000006833
SINCAM016160	ENSLOCP00000006834
SINCAM004318	ENSLOCP00000006836
SINCAM006762	ENSLOCP00000006837
SINCAM922469	ENSLOCP00000006838
SINCAM007038	ENSLOCP00000006839
SINCAM008625	ENSLOCP00000006841
SINCAM921753	ENSLOCP00000006843
SINCAM002533	ENSLOCP00000006844
SINCAM013820	ENSLOCP00000006845
SINCAM004270	ENSLOCP00000006848
SINCAM007980	ENSLOCP00000006849
SINCAM001231	ENSLOCP00000006850
SINCAM010493	ENSLOCP00000006851
SINCAM009384	ENSLOCP00000006853
SINCAM012903	ENSLOCP00000006854
SINCAM011485	ENSLOCP00000006855
SINCAM004316	ENSLOCP00000006858
SINCAM011419	ENSLOCP00000006860
SINCAM008670	ENSLOCP00000006862
SINCAM008946	ENSLOCP00000006865
SINCAM002532	ENSLOCP00000006866
SINCAM007040	ENSLOCP00000006867
SINCAM005456	ENSLOCP00000006868
SINCAM004269	ENSLOCP00000006869
SINCAM001232	ENSLOCP00000006870
SINCAM011652	ENSLOCP00000006873
SINCAM013821	ENSLOCP00000006874
SINCAM012983	ENSLOCP00000006875
SINCAM004650	ENSLOCP00000006876
SINCAM009436	ENSLOCP00000006878
SINCAM011420	ENSLOCP00000006880
SINCAM921442	ENSLOCP00000006881
SINCAM010492	ENSLOCP00000006882
SINCAM008669	ENSLOCP00000006883
SINCAM006501	ENSLOCP00000006884
SINCAM011843	ENSLOCP00000006885
SINCAM921797	ENSLOCP00000006887
SINCAM922743	ENSLOCP00000006888
SINCAM007042	ENSLOCP00000006890
SINCAM005457	ENSLOCP00000006892
SINCAM014890	ENSLOCP00000006895
SINCAM921276	ENSLOCP00000006896
SINCAM013817	ENSLOCP00000006897
SINCAM011476	ENSLOCP00000006899
SINCAM010491	ENSLOCP00000006901
SINCAM011842	ENSLOCP00000006902
SINCAM011056	ENSLOCP00000006903
SINCAM012982	ENSLOCP00000006904
SINCAM004707	ENSLOCP00000006907
SINCAM006764	ENSLOCP00000006909
SINCAM011832	ENSLOCP00000006910
SINCAM001234	ENSLOCP00000006911
SINCAM014128	ENSLOCP00000006913
SINCAM004267	ENSLOCP00000006914
SINCAM007592	ENSLOCP00000006915
SINCAM922742	ENSLOCP00000006917
SINCAM013816	ENSLOCP00000006921
SINCAM007924	ENSLOCP00000006922
SINCAM011473	ENSLOCP00000006925
SINCAM011057	ENSLOCP00000006928
SINCAM922765	ENSLOCP00000006929
SINCAM002529	ENSLOCP00000006930
SINCAM009110	ENSLOCP00000006931
SINCAM006766	ENSLOCP00000006932
SINCAM007591	ENSLOCP00000006933
SINCAM005458	ENSLOCP00000006934
SINCAM009143	ENSLOCP00000006936
SINCAM005828	ENSLOCP00000006938
SINCAM010488	ENSLOCP00000006939
SINCAM001235	ENSLOCP00000006940
SINCAM007923	ENSLOCP00000006944
SINCAM002794	ENSLOCP00000006946
SINCAM011841	ENSLOCP00000006947
SINCAM007164	ENSLOCP00000006948
SINCAM013813	ENSLOCP00000006949
SINCAM002528	ENSLOCP00000006950
SINCAM004706	ENSLOCP00000006952
SINCAM005459	ENSLOCP00000006953
SINCAM006768	ENSLOCP00000006955
SINCAM001236	ENSLOCP00000006958
SINCAM014974	ENSLOCP00000006959
SINCAM010629	ENSLOCP00000006960
SINCAM002808	ENSLOCP00000006963
SINCAM011472	ENSLOCP00000006964
SINCAM002527	ENSLOCP00000006965
SINCAM006030	ENSLOCP00000006971
SINCAM008705	ENSLOCP00000006973
SINCAM001237	ENSLOCP00000006974
SINCAM006770	ENSLOCP00000006975
SINCAM007590	ENSLOCP00000006976
SINCAM012987	ENSLOCP00000006977
SINCAM922395	ENSLOCP00000006978
SINCAM921117	ENSLOCP00000006979
SINCAM004265	ENSLOCP00000006980
SINCAM004705	ENSLOCP00000006981
SINCAM013715	ENSLOCP00000006982
SINCAM017888	ENSLOCP00000006983
SINCAM009336	ENSLOCP00000006984
SINCAM014225	ENSLOCP00000006985
SINCAM922067	ENSLOCP00000006986
SINCAM921514	ENSLOCP00000006987
SINCAM005460	ENSLOCP00000006989
SINCAM011058	ENSLOCP00000006991
SINCAM008701	ENSLOCP00000006992
SINCAM007589	ENSLOCP00000006993
SINCAM001238	ENSLOCP00000006994
SINCAM007163	ENSLOCP00000006995
SINCAM002526	ENSLOCP00000006996
SINCAM006771	ENSLOCP00000006998
SINCAM009108	ENSLOCP00000007000
SINCAM009335	ENSLOCP00000007003
SINCAM922394	ENSLOCP00000007005
SINCAM004704	ENSLOCP00000007007
SINCAM008700	ENSLOCP00000007009
SINCAM007784	ENSLOCP00000007010
SINCAM922065	ENSLOCP00000007012
SINCAM001239	ENSLOCP00000007013
SINCAM009107	ENSLOCP00000007015
SINCAM011061	ENSLOCP00000007016
SINCAM921285	ENSLOCP00000007018
SINCAM007162	ENSLOCP00000007019
SINCAM012874	ENSLOCP00000007020
SINCAM006772	ENSLOCP00000007021
SINCAM014102	ENSLOCP00000007022
SINCAM008699	ENSLOCP00000007024
SINCAM009334	ENSLOCP00000007025
SINCAM001832	ENSLOCP00000007026
SINCAM001240	ENSLOCP00000007029
SINCAM013854	ENSLOCP00000007030
SINCAM005461	ENSLOCP00000007031
SINCAM007958	ENSLOCP00000007032
SINCAM011060	ENSLOCP00000007033
SINCAM002525	ENSLOCP00000007036
SINCAM007588	ENSLOCP00000007039
SINCAM014101	ENSLOCP00000007043
SINCAM008661	ENSLOCP00000007044
SINCAM922455	ENSLOCP00000007045
SINCAM921526	ENSLOCP00000007046
SINCAM011839	ENSLOCP00000007048
SINCAM011469	ENSLOCP00000007049
SINCAM922063	ENSLOCP00000007050
SINCAM009089	ENSLOCP00000007051
SINCAM004801	ENSLOCP00000007052
SINCAM922563	ENSLOCP00000007053
SINCAM920609	ENSLOCP00000007054
SINCAM005462	ENSLOCP00000007056
SINCAM001833	ENSLOCP00000007059
SINCAM911043	ENSLOCP00000007061
SINCAM014019	ENSLOCP00000007064
SINCAM922456	ENSLOCP00000007065
SINCAM007161	ENSLOCP00000007066
SINCAM008662	ENSLOCP00000007067
SINCAM921487	ENSLOCP00000007068
SINCAM004697	ENSLOCP00000007069
SINCAM922559	ENSLOCP00000007071
SINCAM004263	ENSLOCP00000007072
SINCAM920610	ENSLOCP00000007073
SINCAM010666	ENSLOCP00000007074
SINCAM011838	ENSLOCP00000007075
SINCAM014099	ENSLOCP00000007078
SINCAM006774	ENSLOCP00000007079
SINCAM009333	ENSLOCP00000007080
SINCAM007587	ENSLOCP00000007081
SINCAM007160	ENSLOCP00000007086
SINCAM009090	ENSLOCP00000007087
SINCAM004696	ENSLOCP00000007088
SINCAM008665	ENSLOCP00000007089
SINCAM921488	ENSLOCP00000007090
SINCAM015465	ENSLOCP00000007092
SINCAM001763	ENSLOCP00000007094
SINCAM009332	ENSLOCP00000007095
SINCAM011837	ENSLOCP00000007096
SINCAM002524	ENSLOCP00000007097
SINCAM018044	ENSLOCP00000007100
SINCAM920919	ENSLOCP00000007101
SINCAM007159	ENSLOCP00000007102
SINCAM001242	ENSLOCP00000007103
SINCAM920691	ENSLOCP00000007105
SINCAM004695	ENSLOCP00000007108
SINCAM007586	ENSLOCP00000007109
SINCAM004262	ENSLOCP00000007110
SINCAM921716	ENSLOCP00000007111
SINCAM013693	ENSLOCP00000007112
SINCAM011871	ENSLOCP00000007114
SINCAM011468	ENSLOCP00000007115
SINCAM921917	ENSLOCP00000007116
SINCAM011063	ENSLOCP00000007117
SINCAM006776	ENSLOCP00000007118
SINCAM921876	ENSLOCP00000007122
SINCAM014930	ENSLOCP00000007124
SINCAM001843	ENSLOCP00000007127
SINCAM001245	ENSLOCP00000007128
SINCAM013692	ENSLOCP00000007129
SINCAM005463	ENSLOCP00000007130
SINCAM921368	ENSLOCP00000007131
SINCAM009091	ENSLOCP00000007132
SINCAM015976	ENSLOCP00000007133
SINCAM014097	ENSLOCP00000007134
SINCAM011870	ENSLOCP00000007135
SINCAM921489	ENSLOCP00000007136
SINCAM009315	ENSLOCP00000007137
SINCAM008658	ENSLOCP00000007138
SINCAM006775	ENSLOCP00000007139
SINCAM010665	ENSLOCP00000007140
SINCAM002523	ENSLOCP00000007143
SINCAM013997	ENSLOCP00000007148
SINCAM005464	ENSLOCP00000007150
SINCAM921367	ENSLOCP00000007152
SINCAM001842	ENSLOCP00000007153
SINCAM009314	ENSLOCP00000007155
SINCAM006777	ENSLOCP00000007156
SINCAM007585	ENSLOCP00000007158
SINCAM017915	ENSLOCP00000007159
SINCAM009092	ENSLOCP00000007160
SINCAM011869	ENSLOCP00000007162
SINCAM013621	ENSLOCP00000007163
SINCAM013046	ENSLOCP00000007164
SINCAM007157	ENSLOCP00000007165
SINCAM922433	ENSLOCP00000007166
SINCAM004261	ENSLOCP00000007169
SINCAM001246	ENSLOCP00000007170
SINCAM002510	ENSLOCP00000007173
SINCAM014185	ENSLOCP00000007176
SINCAM004693	ENSLOCP00000007177
SINCAM007451	ENSLOCP00000007178
SINCAM010688	ENSLOCP00000007179
SINCAM011868	ENSLOCP00000007182
SINCAM007584	ENSLOCP00000007183
SINCAM017928	ENSLOCP00000007184
SINCAM017974	ENSLOCP00000007185
SINCAM921873	ENSLOCP00000007187
SINCAM004260	ENSLOCP00000007189
SINCAM001247	ENSLOCP00000007190
SINCAM920920	ENSLOCP00000007191
SINCAM013620	ENSLOCP00000007192
SINCAM004931	ENSLOCP00000007193
SINCAM008656	ENSLOCP00000007194
SINCAM002459	ENSLOCP00000007195
SINCAM009093	ENSLOCP00000007197
SINCAM922954	ENSLOCP00000007199
SINCAM011064	ENSLOCP00000007202
SINCAM921490	ENSLOCP00000007203
SINCAM007583	ENSLOCP00000007209
SINCAM009060	ENSLOCP00000007214
SINCAM922382	ENSLOCP00000007216
SINCAM002521	ENSLOCP00000007217
SINCAM921284	ENSLOCP00000007218
SINCAM010630	ENSLOCP00000007220
SINCAM012797	ENSLOCP00000007221
SINCAM921872	ENSLOCP00000007223
SINCAM922764	ENSLOCP00000007225
SINCAM016474	ENSLOCP00000007227
SINCAM921938	ENSLOCP00000007228
SINCAM921715	ENSLOCP00000007229
SINCAM006812	ENSLOCP00000007230
SINCAM007582	ENSLOCP00000007231
SINCAM002460	ENSLOCP00000007232
SINCAM920921	ENSLOCP00000007233
SINCAM013968	ENSLOCP00000007234
SINCAM009061	ENSLOCP00000007236
SINCAM007833	ENSLOCP00000007238
SINCAM013618	ENSLOCP00000007239
SINCAM922408	ENSLOCP00000007240
SINCAM012796	ENSLOCP00000007241
SINCAM008655	ENSLOCP00000007242
SINCAM001248	ENSLOCP00000007243
SINCAM009313	ENSLOCP00000007244
SINCAM015104	ENSLOCP00000007245
SINCAM007153	ENSLOCP00000007247
SINCAM016449	ENSLOCP00000007250
SINCAM922763	ENSLOCP00000007251
SINCAM006811	ENSLOCP00000007253
SINCAM007580	ENSLOCP00000007254
SINCAM922103	ENSLOCP00000007255
SINCAM921324	ENSLOCP00000007256
SINCAM007152	ENSLOCP00000007257
SINCAM015707	ENSLOCP00000007258
SINCAM009404	ENSLOCP00000007259
SINCAM001249	ENSLOCP00000007260
SINCAM014476	ENSLOCP00000007261
SINCAM921724	ENSLOCP00000007263
SINCAM011976	ENSLOCP00000007265
SINCAM922381	ENSLOCP00000007267
SINCAM002179	ENSLOCP00000007268
SINCAM011411	ENSLOCP00000007269
SINCAM011653	ENSLOCP00000007270
SINCAM013617	ENSLOCP00000007271
SINCAM009062	ENSLOCP00000007272
SINCAM015052	ENSLOCP00000007275
SINCAM006810	ENSLOCP00000007276
SINCAM007144	ENSLOCP00000007278
SINCAM009405	ENSLOCP00000007279
SINCAM007834	ENSLOCP00000007280
SINCAM004495	ENSLOCP00000007282
SINCAM002428	ENSLOCP00000007283
SINCAM922242	ENSLOCP00000007287
SINCAM921723	ENSLOCP00000007288
SINCAM011412	ENSLOCP00000007291
SINCAM001250	ENSLOCP00000007296
SINCAM007143	ENSLOCP00000007297
SINCAM922380	ENSLOCP00000007298
SINCAM014499	ENSLOCP00000007299
SINCAM007579	ENSLOCP00000007301
SINCAM008774	ENSLOCP00000007303
SINCAM009362	ENSLOCP00000007304
SINCAM920865	ENSLOCP00000007306
SINCAM922733	ENSLOCP00000007307
SINCAM015394	ENSLOCP00000007310
SINCAM004929	ENSLOCP00000007311
SINCAM921627	ENSLOCP00000007314
SINCAM007142	ENSLOCP00000007315
SINCAM011752	ENSLOCP00000007316
SINCAM002178	ENSLOCP00000007317
SINCAM008773	ENSLOCP00000007321
SINCAM014093	ENSLOCP00000007323
SINCAM011455	ENSLOCP00000007324
SINCAM009361	ENSLOCP00000007327
SINCAM002177	ENSLOCP00000007328
SINCAM920864	ENSLOCP00000007329
SINCAM921525	ENSLOCP00000007330
SINCAM001251	ENSLOCP00000007332
SINCAM920800	ENSLOCP00000007334
SINCAM007141	ENSLOCP00000007335
SINCAM004928	ENSLOCP00000007336
SINCAM007610	ENSLOCP00000007339
SINCAM014500	ENSLOCP00000007340
SINCAM002429	ENSLOCP00000007341
SINCAM013695	ENSLOCP00000007345
SINCAM011202	ENSLOCP00000007347
SINCAM002176	ENSLOCP00000007349
SINCAM006661	ENSLOCP00000007350
SINCAM005250	ENSLOCP00000007352
SINCAM007140	ENSLOCP00000007355
SINCAM017405	ENSLOCP00000007356
SINCAM004494	ENSLOCP00000007357
SINCAM004927	ENSLOCP00000007360
SINCAM006659	ENSLOCP00000007361
SINCAM002431	ENSLOCP00000007362
SINCAM009360	ENSLOCP00000007363
SINCAM921708	ENSLOCP00000007364
SINCAM011406	ENSLOCP00000007365
SINCAM922560	ENSLOCP00000007367
SINCAM013941	ENSLOCP00000007368
SINCAM010631	ENSLOCP00000007370
SINCAM015329	ENSLOCP00000007371
SINCAM001957	ENSLOCP00000007372
SINCAM005046	ENSLOCP00000007374
SINCAM007815	ENSLOCP00000007376
SINCAM922210	ENSLOCP00000007377
SINCAM015445	ENSLOCP00000007378
SINCAM007139	ENSLOCP00000007379
SINCAM009363	ENSLOCP00000007381
SINCAM922561	ENSLOCP00000007382
SINCAM012070	ENSLOCP00000007383
SINCAM014095	ENSLOCP00000007384
SINCAM013040	ENSLOCP00000007386
SINCAM001958	ENSLOCP00000007388
SINCAM007609	ENSLOCP00000007389
SINCAM010634	ENSLOCP00000007390
SINCAM923143	ENSLOCP00000007392
SINCAM011094	ENSLOCP00000007393
SINCAM006658	ENSLOCP00000007394
SINCAM922855	ENSLOCP00000007395
SINCAM001252	ENSLOCP00000007396
SINCAM007138	ENSLOCP00000007400
SINCAM005045	ENSLOCP00000007401
SINCAM009416	ENSLOCP00000007403
SINCAM921445	ENSLOCP00000007404
SINCAM922562	ENSLOCP00000007406
SINCAM922437	ENSLOCP00000007407
SINCAM011092	ENSLOCP00000007408
SINCAM009972	ENSLOCP00000007410
SINCAM010636	ENSLOCP00000007411
SINCAM002432	ENSLOCP00000007415
SINCAM921707	ENSLOCP00000007416
SINCAM009417	ENSLOCP00000007418
SINCAM001959	ENSLOCP00000007419
SINCAM004926	ENSLOCP00000007420
SINCAM007816	ENSLOCP00000007422
SINCAM007137	ENSLOCP00000007423
SINCAM011090	ENSLOCP00000007424
SINCAM005044	ENSLOCP00000007425
SINCAM001827	ENSLOCP00000007427
SINCAM017411	ENSLOCP00000007430
SINCAM004492	ENSLOCP00000007431
SINCAM001336	ENSLOCP00000007432
SINCAM009565	ENSLOCP00000007434
SINCAM002433	ENSLOCP00000007435
SINCAM923069	ENSLOCP00000007436
SINCAM004924	ENSLOCP00000007439
SINCAM011091	ENSLOCP00000007440
SINCAM013367	ENSLOCP00000007441
SINCAM921444	ENSLOCP00000007442
SINCAM922853	ENSLOCP00000007443
SINCAM014176	ENSLOCP00000007445
SINCAM920840	ENSLOCP00000007446
SINCAM010637	ENSLOCP00000007447
SINCAM008507	ENSLOCP00000007449
SINCAM010785	ENSLOCP00000007451
SINCAM016104	ENSLOCP00000007454
SINCAM008616	ENSLOCP00000007456
SINCAM013937	ENSLOCP00000007457
SINCAM921396	ENSLOCP00000007459
SINCAM013699	ENSLOCP00000007461
SINCAM007817	ENSLOCP00000007462
SINCAM002435	ENSLOCP00000007464
SINCAM920841	ENSLOCP00000007468
SINCAM014149	ENSLOCP00000007471
SINCAM921443	ENSLOCP00000007472
SINCAM014486	ENSLOCP00000007473
SINCAM016624	ENSLOCP00000007476
SINCAM921395	ENSLOCP00000007477
SINCAM011088	ENSLOCP00000007479
SINCAM013700	ENSLOCP00000007481
SINCAM010782	ENSLOCP00000007482
SINCAM007136	ENSLOCP00000007483
SINCAM002436	ENSLOCP00000007484
SINCAM003009	ENSLOCP00000007487
SINCAM015335	ENSLOCP00000007489
SINCAM014118	ENSLOCP00000007490
SINCAM005043	ENSLOCP00000007491
SINCAM007606	ENSLOCP00000007492
SINCAM920892	ENSLOCP00000007493
