ENSGALP00000038461	fgenesh2_pg.scaffold_351000043
ENSGALP00000037684	estExt_fgenesh2_pg.C_1250087
ENSGALP00000024283	estExt_fgenesh2_pg.C_1260007
ENSGALP00000012350	estExt_fgenesh2_pg.C_1260012
ENSGALP00000003285	estExt_fgenesh2_pg.C_1260045
ENSGALP00000026214	estExt_fgenesh2_pg.C_1260046
ENSGALP00000009333	estExt_fgenesh2_pg.C_1260062
ENSGALP00000021774	estExt_fgenesh2_pg.C_1260063
ENSGALP00000021545	estExt_fgenesh2_pg.C_1260087
ENSGALP00000012604	estExt_fgenesh2_pg.C_1260087
ENSGALP00000040942	estExt_fgenesh2_pg.C_1260087
ENSGALP00000030567	estExt_fgenesh2_pg.C_1260090
ENSGALP00000020225	estExt_fgenesh2_pg.C_1260093
ENSGALP00000019067	estExt_fgenesh2_pg.C_1260098
ENSGALP00000006735	estExt_fgenesh2_pg.C_1270001
ENSGALP00000024830	estExt_fgenesh2_pg.C_1270007
ENSGALP00000022671	estExt_fgenesh2_pg.C_1270020
ENSGALP00000006962	estExt_fgenesh2_pg.C_1270027
ENSGALP00000042746	estExt_fgenesh2_pg.C_1270031
ENSGALP00000036834	estExt_fgenesh2_pg.C_1270048
ENSGALP00000013544	estExt_fgenesh2_pg.C_1270052
ENSGALP00000006125	estExt_fgenesh2_pg.C_1270080
ENSGALP00000007334	estExt_fgenesh2_pg.C_1280043
ENSGALP00000017808	estExt_fgenesh2_pg.C_1280062
ENSGALP00000008546	estExt_fgenesh2_pg.C_1280107
ENSGALP00000008887	estExt_fgenesh2_pg.C_1290026
ENSGALP00000041161	estExt_fgenesh2_pg.C_1290029
ENSGALP00000021253	estExt_fgenesh2_pg.C_1290070
ENSGALP00000009402	estExt_fgenesh2_pg.C_1290077
ENSGALP00000021655	estExt_fgenesh2_pg.C_1290077
ENSGALP00000017763	estExt_fgenesh2_pg.C_1290078
ENSGALP00000011158	estExt_fgenesh2_pg.C_1290090
ENSGALP00000007409	estExt_fgenesh2_pg.C_1290097
ENSGALP00000010240	estExt_fgenesh2_pg.C_1290099
ENSGALP00000008334	estExt_fgenesh2_pg.C_1300010
ENSGALP00000035314	estExt_fgenesh2_pg.C_1300010
ENSGALP00000003920	estExt_fgenesh2_pg.C_1300015
ENSGALP00000011525	estExt_fgenesh2_pg.C_1300017
ENSGALP00000001664	estExt_fgenesh2_pg.C_1300018
ENSGALP00000002788	estExt_fgenesh2_pg.C_1300024
ENSGALP00000042505	estExt_fgenesh2_pg.C_1300033
ENSGALP00000005644	estExt_fgenesh2_pg.C_1300035
ENSGALP00000009649	estExt_fgenesh2_pg.C_1300039
ENSGALP00000042832	estExt_fgenesh2_pg.C_1300056
ENSGALP00000007146	estExt_fgenesh2_pg.C_1300059
ENSGALP00000001978	estExt_fgenesh2_pg.C_1300083
ENSGALP00000041522	estExt_fgenesh2_pg.C_1300091
ENSGALP00000003409	estExt_fgenesh2_pg.C_1300093
ENSGALP00000042520	estExt_fgenesh2_pg.C_1300093
ENSGALP00000007014	estExt_fgenesh2_pg.C_1300100
ENSGALP00000004124	estExt_fgenesh2_pg.C_1310004
ENSGALP00000041711	estExt_fgenesh2_pg.C_1310019
ENSGALP00000005963	estExt_fgenesh2_pg.C_1310020
ENSGALP00000024292	estExt_fgenesh2_pg.C_1310021
ENSGALP00000041041	estExt_fgenesh2_pg.C_1310025
ENSGALP00000026466	estExt_fgenesh2_pg.C_1310039
ENSGALP00000040899	estExt_fgenesh2_pg.C_1310039
ENSGALP00000004005	estExt_fgenesh2_pg.C_1310045
ENSGALP00000017299	estExt_fgenesh2_pg.C_1310047
ENSGALP00000006542	estExt_fgenesh2_pg.C_1310047
ENSGALP00000016448	estExt_fgenesh2_pg.C_1310053
ENSGALP00000016689	estExt_fgenesh2_pg.C_1310063
ENSGALP00000006242	estExt_fgenesh2_pg.C_1310069
ENSGALP00000013773	estExt_fgenesh2_pg.C_1320014
ENSGALP00000040905	estExt_fgenesh2_pg.C_1320016
ENSGALP00000031345	estExt_fgenesh2_pg.C_1320031
ENSGALP00000015660	estExt_fgenesh2_pg.C_1320036
ENSGALP00000015355	estExt_fgenesh2_pg.C_1320042
ENSGALP00000016251	estExt_fgenesh2_pg.C_1320043
ENSGALP00000031993	estExt_fgenesh2_pg.C_1320046
ENSGALP00000015671	estExt_fgenesh2_pg.C_1320051
ENSGALP00000016215	estExt_fgenesh2_pg.C_1320056
ENSGALP00000043139	estExt_fgenesh2_pg.C_1320057
ENSGALP00000017347	estExt_fgenesh2_pg.C_1320066
ENSGALP00000014760	estExt_fgenesh2_pg.C_1320067
ENSGALP00000024186	estExt_fgenesh2_pg.C_1320080
ENSGALP00000026071	estExt_fgenesh2_pg.C_1320081
ENSGALP00000041156	estExt_fgenesh2_pg.C_1330011
ENSGALP00000017972	estExt_fgenesh2_pg.C_1330018
ENSGALP00000020154	estExt_fgenesh2_pg.C_1330049
ENSGALP00000043253	estExt_fgenesh2_pg.C_1330054
ENSGALP00000019650	estExt_fgenesh2_pg.C_1330058
ENSGALP00000016164	estExt_fgenesh2_pg.C_1330070
ENSGALP00000014231	estExt_fgenesh2_pg.C_1330076
ENSGALP00000033790	estExt_fgenesh2_pg.C_1330077
ENSGALP00000011325	estExt_fgenesh2_pg.C_1330079
ENSGALP00000017935	estExt_fgenesh2_pg.C_1340034
ENSGALP00000030672	estExt_fgenesh2_pg.C_1340042
ENSGALP00000018298	estExt_fgenesh2_pg.C_1340043
ENSGALP00000020147	estExt_fgenesh2_pg.C_1340049
ENSGALP00000021931	estExt_fgenesh2_pg.C_1340050
ENSGALP00000018139	estExt_fgenesh2_pg.C_1340051
ENSGALP00000032623	estExt_fgenesh2_pg.C_1340052
ENSGALP00000015090	estExt_fgenesh2_pg.C_1340053
ENSGALP00000041239	estExt_fgenesh2_pg.C_1340053
ENSGALP00000011997	estExt_fgenesh2_pg.C_1350006
ENSGALP00000041795	estExt_fgenesh2_pg.C_1350024
ENSGALP00000023184	estExt_fgenesh2_pg.C_1350038
ENSGALP00000013184	estExt_fgenesh2_pg.C_1350065
ENSGALP00000042400	estExt_fgenesh2_pg.C_1350081
ENSGALP00000042650	estExt_fgenesh2_pg.C_1350086
ENSGALP00000025312	estExt_fgenesh2_pg.C_1350086
ENSGALP00000003538	estExt_fgenesh2_pg.C_1350098
ENSGALP00000004839	estExt_fgenesh2_pg.C_1350101
ENSGALP00000041943	estExt_fgenesh2_pg.C_1350102
ENSGALP00000013981	estExt_fgenesh2_pg.C_1360017
ENSGALP00000041191	estExt_fgenesh2_pg.C_1360072
ENSGALP00000039598	estExt_fgenesh2_pg.C_1370022
ENSGALP00000018335	estExt_fgenesh2_pg.C_1370029
ENSGALP00000021432	estExt_fgenesh2_pg.C_1370037
ENSGALP00000006552	estExt_fgenesh2_pg.C_1370042
ENSGALP00000021777	estExt_fgenesh2_pg.C_1370042
ENSGALP00000027573	estExt_fgenesh2_pg.C_1370042
ENSGALP00000021255	estExt_fgenesh2_pg.C_1370056
ENSGALP00000043013	estExt_fgenesh2_pg.C_1370060
ENSGALP00000042826	estExt_fgenesh2_pg.C_1370072
ENSGALP00000016989	estExt_fgenesh2_pg.C_1380020
ENSGALP00000036860	estExt_fgenesh2_pg.C_1380044
ENSGALP00000023888	estExt_fgenesh2_pg.C_1380066
ENSGALP00000017528	estExt_fgenesh2_pg.C_1380070
ENSGALP00000042256	estExt_fgenesh2_pg.C_1380087
ENSGALP00000023099	estExt_fgenesh2_pg.C_1380087
ENSGALP00000041554	estExt_fgenesh2_pg.C_1380087
ENSGALP00000017266	estExt_fgenesh2_pg.C_1380094
ENSGALP00000001661	estExt_fgenesh2_pg.C_1390006
ENSGALP00000007644	estExt_fgenesh2_pg.C_1390039
ENSGALP00000042102	estExt_fgenesh2_pg.C_1390039
ENSGALP00000023950	estExt_fgenesh2_pg.C_1390058
ENSGALP00000039865	estExt_fgenesh2_pg.C_1390077
ENSGALP00000019810	estExt_fgenesh2_pg.C_1390078
ENSGALP00000034255	estExt_fgenesh2_pg.C_1400004
ENSGALP00000042380	estExt_fgenesh2_pg.C_1400010
ENSGALP00000013413	estExt_fgenesh2_pg.C_1400018
ENSGALP00000003006	estExt_fgenesh2_pg.C_1400024
ENSGALP00000042917	estExt_fgenesh2_pg.C_1400025
ENSGALP00000042968	estExt_fgenesh2_pg.C_1400072
ENSGALP00000037202	estExt_fgenesh2_pg.C_1400077
ENSGALP00000037704	estExt_fgenesh2_pg.C_1400077
ENSGALP00000002287	estExt_fgenesh2_pg.C_1400090
ENSGALP00000016838	estExt_fgenesh2_pg.C_1400090
ENSGALP00000015398	estExt_fgenesh2_pg.C_1400098
ENSGALP00000024815	estExt_fgenesh2_pg.C_1410004
ENSGALP00000010707	estExt_fgenesh2_pg.C_1410004
ENSGALP00000023851	estExt_fgenesh2_pg.C_1410005
ENSGALP00000026205	estExt_fgenesh2_pg.C_1410011
ENSGALP00000020055	estExt_fgenesh2_pg.C_1410016
ENSGALP00000040251	estExt_fgenesh2_pg.C_1410026
ENSGALP00000023291	estExt_fgenesh2_pg.C_1410053
ENSGALP00000022157	estExt_fgenesh2_pg.C_1410061
ENSGALP00000025716	estExt_fgenesh2_pg.C_1410070
ENSGALP00000041996	estExt_fgenesh2_pg.C_1410099
ENSGALP00000035844	estExt_fgenesh2_pg.C_1410100
ENSGALP00000042526	estExt_fgenesh2_pg.C_1420032
ENSGALP00000011327	estExt_fgenesh2_pg.C_1420053
ENSGALP00000015782	estExt_fgenesh2_pg.C_1420060
ENSGALP00000002183	estExt_fgenesh2_pg.C_1420073
ENSGALP00000004724	estExt_fgenesh2_pg.C_1420084
ENSGALP00000004542	estExt_fgenesh2_pg.C_1430014
ENSGALP00000000496	estExt_fgenesh2_pg.C_1430014
ENSGALP00000020907	estExt_fgenesh2_pg.C_1430017
ENSGALP00000040827	estExt_fgenesh2_pg.C_1430018
ENSGALP00000022466	estExt_fgenesh2_pg.C_1430023
ENSGALP00000000911	estExt_fgenesh2_pg.C_1430027
ENSGALP00000040163	estExt_fgenesh2_pg.C_1430030
ENSGALP00000038965	estExt_fgenesh2_pg.C_1430032
ENSGALP00000024636	estExt_fgenesh2_pg.C_1430033
ENSGALP00000043216	estExt_fgenesh2_pg.C_1430046
ENSGALP00000005303	estExt_fgenesh2_pg.C_1430046
ENSGALP00000012074	estExt_fgenesh2_pg.C_1430048
ENSGALP00000005501	estExt_fgenesh2_pg.C_1430055
ENSGALP00000025020	estExt_fgenesh2_pg.C_1430058
ENSGALP00000004204	estExt_fgenesh2_pg.C_1430058
ENSGALP00000009952	estExt_fgenesh2_pg.C_1440036
ENSGALP00000037012	estExt_fgenesh2_pg.C_1440038
ENSGALP00000013771	estExt_fgenesh2_pg.C_1440038
ENSGALP00000020323	estExt_fgenesh2_pg.C_1440048
ENSGALP00000004513	estExt_fgenesh2_pg.C_1440059
ENSGALP00000042673	estExt_fgenesh2_pg.C_1440059
ENSGALP00000037871	estExt_fgenesh2_pg.C_1440061
ENSGALP00000026194	estExt_fgenesh2_pg.C_1450008
ENSGALP00000024997	estExt_fgenesh2_pg.C_1450016
ENSGALP00000038797	estExt_fgenesh2_pg.C_1450019
ENSGALP00000025002	estExt_fgenesh2_pg.C_1450021
ENSGALP00000033657	estExt_fgenesh2_pg.C_1450027
ENSGALP00000003788	estExt_fgenesh2_pg.C_1450034
ENSGALP00000024430	estExt_fgenesh2_pg.C_1450035
ENSGALP00000013566	estExt_fgenesh2_pg.C_1450035
ENSGALP00000037625	estExt_fgenesh2_pg.C_1450038
ENSGALP00000037717	estExt_fgenesh2_pg.C_1450039
ENSGALP00000040190	estExt_fgenesh2_pg.C_1450040
ENSGALP00000011341	estExt_fgenesh2_pg.C_1450040
ENSGALP00000020830	estExt_fgenesh2_pg.C_1450042
ENSGALP00000019786	estExt_fgenesh2_pg.C_1450050
ENSGALP00000012448	estExt_fgenesh2_pg.C_1450051
ENSGALP00000004243	estExt_fgenesh2_pg.C_1450052
ENSGALP00000042822	estExt_fgenesh2_pg.C_1450053
ENSGALP00000006751	estExt_fgenesh2_pg.C_1450053
ENSGALP00000002124	estExt_fgenesh2_pg.C_1450057
ENSGALP00000021842	estExt_fgenesh2_pg.C_1450059
ENSGALP00000014107	estExt_fgenesh2_pg.C_1450082
ENSGALP00000033263	estExt_fgenesh2_pg.C_1450082
ENSGALP00000019804	estExt_fgenesh2_pg.C_1450097
ENSGALP00000020520	estExt_fgenesh2_pg.C_1450100
ENSGALP00000042426	estExt_fgenesh2_pg.C_1450100
ENSGALP00000037807	estExt_fgenesh2_pg.C_1450101
ENSGALP00000026342	estExt_fgenesh2_pg.C_1460006
ENSGALP00000033411	estExt_fgenesh2_pg.C_1460007
ENSGALP00000026477	estExt_fgenesh2_pg.C_1460010
ENSGALP00000004621	estExt_fgenesh2_pg.C_1460016
ENSGALP00000004770	estExt_fgenesh2_pg.C_1460027
ENSGALP00000037084	estExt_fgenesh2_pg.C_1460030
ENSGALP00000038292	estExt_fgenesh2_pg.C_1460045
ENSGALP00000013334	estExt_fgenesh2_pg.C_1460050
ENSGALP00000023545	estExt_fgenesh2_pg.C_1460060
ENSGALP00000010386	estExt_fgenesh2_pg.C_1460068
ENSGALP00000042109	estExt_fgenesh2_pg.C_1460071
ENSGALP00000031130	estExt_fgenesh2_pg.C_1460075
ENSGALP00000005566	estExt_fgenesh2_pg.C_1460086
ENSGALP00000023379	estExt_fgenesh2_pg.C_1460087
ENSGALP00000010514	estExt_fgenesh2_pg.C_1460089
ENSGALP00000025089	estExt_fgenesh2_pg.C_1460090
ENSGALP00000000471	estExt_fgenesh2_pg.C_1460106
ENSGALP00000025396	estExt_fgenesh2_pg.C_1470011
ENSGALP00000042395	estExt_fgenesh2_pg.C_1470017
ENSGALP00000003605	estExt_fgenesh2_pg.C_1470021
ENSGALP00000005264	estExt_fgenesh2_pg.C_1470021
ENSGALP00000003749	estExt_fgenesh2_pg.C_1470037
ENSGALP00000002144	estExt_fgenesh2_pg.C_1470054
ENSGALP00000018195	estExt_fgenesh2_pg.C_1470070
ENSGALP00000007067	estExt_fgenesh2_pg.C_1470074
ENSGALP00000015907	estExt_fgenesh2_pg.C_1470094
ENSGALP00000021854	estExt_fgenesh2_pg.C_1480037
ENSGALP00000014696	estExt_fgenesh2_pg.C_1480044
ENSGALP00000038764	estExt_fgenesh2_pg.C_1480047
ENSGALP00000014077	estExt_fgenesh2_pg.C_1480049
ENSGALP00000010001	estExt_fgenesh2_pg.C_1480052
ENSGALP00000033380	estExt_fgenesh2_pg.C_1480059
ENSGALP00000015469	estExt_fgenesh2_pg.C_1480059
ENSGALP00000014581	estExt_fgenesh2_pg.C_1480059
ENSGALP00000013785	estExt_fgenesh2_pg.C_1480059
ENSGALP00000005541	estExt_fgenesh2_pg.C_1480070
ENSGALP00000023446	estExt_fgenesh2_pg.C_1490006
ENSGALP00000016128	estExt_fgenesh2_pg.C_1490022
ENSGALP00000042436	estExt_fgenesh2_pg.C_1490024
ENSGALP00000009351	estExt_fgenesh2_pg.C_1490034
ENSGALP00000008433	estExt_fgenesh2_pg.C_1490042
ENSGALP00000012291	estExt_fgenesh2_pg.C_1490046
ENSGALP00000023278	estExt_fgenesh2_pg.C_1490052
ENSGALP00000013689	estExt_fgenesh2_pg.C_1490081
ENSGALP00000042151	estExt_fgenesh2_pg.C_1490082
ENSGALP00000034525	estExt_fgenesh2_pg.C_1490084
ENSGALP00000020848	estExt_fgenesh2_pg.C_1490090
ENSGALP00000023601	estExt_fgenesh2_pg.C_1490092
ENSGALP00000022150	estExt_fgenesh2_pg.C_1490096
ENSGALP00000018004	estExt_fgenesh2_pg.C_1490102
ENSGALP00000008645	estExt_fgenesh2_pg.C_1500023
ENSGALP00000021519	estExt_fgenesh2_pg.C_1500027
ENSGALP00000004870	estExt_fgenesh2_pg.C_1500028
ENSGALP00000004799	estExt_fgenesh2_pg.C_1500058
ENSGALP00000005301	estExt_fgenesh2_pg.C_1500059
ENSGALP00000043299	estExt_fgenesh2_pg.C_1500074
ENSGALP00000040875	estExt_fgenesh2_pg.C_1500089
ENSGALP00000013162	estExt_fgenesh2_pg.C_1500090
ENSGALP00000001381	estExt_fgenesh2_pg.C_1500108
ENSGALP00000021403	estExt_fgenesh2_pg.C_1500109
ENSGALP00000035463	estExt_fgenesh2_pg.C_1500110
ENSGALP00000026712	estExt_fgenesh2_pg.C_1510013
ENSGALP00000041037	estExt_fgenesh2_pg.C_1510033
ENSGALP00000021662	estExt_fgenesh2_pg.C_1510049
ENSGALP00000040832	estExt_fgenesh2_pg.C_1510056
ENSGALP00000010447	estExt_fgenesh2_pg.C_1510067
ENSGALP00000042184	estExt_fgenesh2_pg.C_1520023
ENSGALP00000007138	estExt_fgenesh2_pg.C_1520024
ENSGALP00000000162	estExt_fgenesh2_pg.C_1520031
ENSGALP00000015633	estExt_fgenesh2_pg.C_1520032
ENSGALP00000005250	estExt_fgenesh2_pg.C_1520073
ENSGALP00000008104	estExt_fgenesh2_pg.C_1520078
ENSGALP00000008481	estExt_fgenesh2_pg.C_1520078
ENSGALP00000014847	estExt_fgenesh2_pg.C_1520082
ENSGALP00000016822	estExt_fgenesh2_pg.C_1520084
ENSGALP00000008031	estExt_fgenesh2_pg.C_1520084
ENSGALP00000007158	estExt_fgenesh2_pg.C_1520092
ENSGALP00000004476	estExt_fgenesh2_pg.C_1520101
ENSGALP00000006890	estExt_fgenesh2_pg.C_1530027
ENSGALP00000002359	estExt_fgenesh2_pg.C_1530049
ENSGALP00000010710	estExt_fgenesh2_pg.C_1530063
ENSGALP00000025217	estExt_fgenesh2_pg.C_1530064
ENSGALP00000040638	estExt_fgenesh2_pg.C_1530075
ENSGALP00000042488	estExt_fgenesh2_pg.C_1530076
ENSGALP00000012459	estExt_fgenesh2_pg.C_1530079
ENSGALP00000012086	estExt_fgenesh2_pg.C_1530081
ENSGALP00000025438	estExt_fgenesh2_pg.C_1530082
ENSGALP00000040967	estExt_fgenesh2_pg.C_1530082
ENSGALP00000025068	estExt_fgenesh2_pg.C_1530089
ENSGALP00000019402	estExt_fgenesh2_pg.C_1540010
ENSGALP00000028049	estExt_fgenesh2_pg.C_1540010
ENSGALP00000008579	estExt_fgenesh2_pg.C_1540012
ENSGALP00000019333	estExt_fgenesh2_pg.C_1540018
ENSGALP00000013833	estExt_fgenesh2_pg.C_1540054
ENSGALP00000011416	estExt_fgenesh2_pg.C_1540054
ENSGALP00000041965	estExt_fgenesh2_pg.C_1540054
ENSGALP00000021311	estExt_fgenesh2_pg.C_1540055
ENSGALP00000033985	estExt_fgenesh2_pg.C_1540056
ENSGALP00000041297	estExt_fgenesh2_pg.C_1540058
ENSGALP00000008812	estExt_fgenesh2_pg.C_1540058
ENSGALP00000011849	estExt_fgenesh2_pg.C_1540062
ENSGALP00000009070	estExt_fgenesh2_pg.C_1540070
ENSGALP00000006623	estExt_fgenesh2_pg.C_1550017
ENSGALP00000011372	estExt_fgenesh2_pg.C_1550034
ENSGALP00000004332	estExt_fgenesh2_pg.C_1550053
ENSGALP00000002182	estExt_fgenesh2_pg.C_1550058
ENSGALP00000005973	estExt_fgenesh2_pg.C_1550058
ENSGALP00000008563	estExt_fgenesh2_pg.C_1550070
ENSGALP00000017773	estExt_fgenesh2_pg.C_1550085
ENSGALP00000005653	estExt_fgenesh2_pg.C_1550085
ENSGALP00000009814	estExt_fgenesh2_pg.C_1550086
ENSGALP00000005881	estExt_fgenesh2_pg.C_1550089
ENSGALP00000041524	estExt_fgenesh2_pg.C_1560052
ENSGALP00000037893	estExt_fgenesh2_pg.C_1560062
ENSGALP00000016189	estExt_fgenesh2_pg.C_1560063
ENSGALP00000036218	estExt_fgenesh2_pg.C_1560069
ENSGALP00000026550	estExt_fgenesh2_pg.C_1560080
ENSGALP00000008253	estExt_fgenesh2_pg.C_1570023
ENSGALP00000010286	estExt_fgenesh2_pg.C_1570035
ENSGALP00000014078	estExt_fgenesh2_pg.C_1570035
ENSGALP00000005311	estExt_fgenesh2_pg.C_1570037
ENSGALP00000022935	estExt_fgenesh2_pg.C_1570069
ENSGALP00000002154	estExt_fgenesh2_pg.C_1570079
ENSGALP00000042700	estExt_fgenesh2_pg.C_1570079
ENSGALP00000017322	estExt_fgenesh2_pg.C_1570080
ENSGALP00000024803	estExt_fgenesh2_pg.C_1580002
ENSGALP00000026316	estExt_fgenesh2_pg.C_1580035
ENSGALP00000010407	estExt_fgenesh2_pg.C_1580038
ENSGALP00000025897	estExt_fgenesh2_pg.C_1580055
ENSGALP00000014081	estExt_fgenesh2_pg.C_1580063
ENSGALP00000019667	estExt_fgenesh2_pg.C_1580063
ENSGALP00000037708	estExt_fgenesh2_pg.C_1580085
ENSGALP00000027180	estExt_fgenesh2_pg.C_1590011
ENSGALP00000024484	estExt_fgenesh2_pg.C_1590012
ENSGALP00000027766	estExt_fgenesh2_pg.C_1590024
ENSGALP00000008871	estExt_fgenesh2_pg.C_1590032
ENSGALP00000037905	estExt_fgenesh2_pg.C_1590053
ENSGALP00000002356	estExt_fgenesh2_pg.C_1590053
ENSGALP00000042756	estExt_fgenesh2_pg.C_1590063
ENSGALP00000032773	estExt_fgenesh2_pg.C_1590063
ENSGALP00000032512	estExt_fgenesh2_pg.C_1590082
ENSGALP00000001689	estExt_fgenesh2_pg.C_1590092
ENSGALP00000021766	estExt_fgenesh2_pg.C_1590095
ENSGALP00000002254	estExt_fgenesh2_pg.C_1600006
ENSGALP00000020059	estExt_fgenesh2_pg.C_1600111
ENSGALP00000042215	estExt_fgenesh2_pg.C_1600113
ENSGALP00000025863	estExt_fgenesh2_pg.C_1600119
ENSGALP00000007617	estExt_fgenesh2_pg.C_1610009
ENSGALP00000043346	estExt_fgenesh2_pg.C_1610021
ENSGALP00000020772	estExt_fgenesh2_pg.C_1610021
ENSGALP00000012540	estExt_fgenesh2_pg.C_1610021
ENSGALP00000019325	estExt_fgenesh2_pg.C_1610066
ENSGALP00000034504	estExt_fgenesh2_pg.C_1610077
ENSGALP00000008924	estExt_fgenesh2_pg.C_1610077
ENSGALP00000000157	estExt_fgenesh2_pg.C_1630005
ENSGALP00000038877	estExt_fgenesh2_pg.C_1630018
ENSGALP00000001875	estExt_fgenesh2_pg.C_1630023
ENSGALP00000005819	estExt_fgenesh2_pg.C_1630050
ENSGALP00000036230	estExt_fgenesh2_pg.C_1630063
ENSGALP00000024699	estExt_fgenesh2_pg.C_1640017
ENSGALP00000014728	estExt_fgenesh2_pg.C_1640020
ENSGALP00000039421	estExt_fgenesh2_pg.C_1640020
ENSGALP00000016606	estExt_fgenesh2_pg.C_1640022
ENSGALP00000010878	estExt_fgenesh2_pg.C_1640031
ENSGALP00000022966	estExt_fgenesh2_pg.C_1640037
ENSGALP00000012399	estExt_fgenesh2_pg.C_1640040
ENSGALP00000039960	estExt_fgenesh2_pg.C_1640041
ENSGALP00000028143	estExt_fgenesh2_pg.C_1640043
ENSGALP00000009918	estExt_fgenesh2_pg.C_1640044
ENSGALP00000038755	estExt_fgenesh2_pg.C_1640046
ENSGALP00000000551	estExt_fgenesh2_pg.C_1640046
ENSGALP00000032783	estExt_fgenesh2_pg.C_1650027
ENSGALP00000010405	estExt_fgenesh2_pg.C_1650027
ENSGALP00000011051	estExt_fgenesh2_pg.C_1650027
ENSGALP00000015856	estExt_fgenesh2_pg.C_1650035
ENSGALP00000019877	estExt_fgenesh2_pg.C_1650035
ENSGALP00000042944	estExt_fgenesh2_pg.C_1650048
ENSGALP00000042432	estExt_fgenesh2_pg.C_1650053
ENSGALP00000023121	estExt_fgenesh2_pg.C_1650057
ENSGALP00000001296	estExt_fgenesh2_pg.C_1650060
ENSGALP00000041777	estExt_fgenesh2_pg.C_1650063
ENSGALP00000025791	estExt_fgenesh2_pg.C_1650063
ENSGALP00000042479	estExt_fgenesh2_pg.C_1650063
ENSGALP00000006984	estExt_fgenesh2_pg.C_1650063
ENSGALP00000004528	estExt_fgenesh2_pg.C_1650069
ENSGALP00000012708	estExt_fgenesh2_pg.C_1650095
ENSGALP00000018671	estExt_fgenesh2_pg.C_1660016
ENSGALP00000024983	estExt_fgenesh2_pg.C_1660051
ENSGALP00000024043	estExt_fgenesh2_pg.C_1660053
ENSGALP00000003505	estExt_fgenesh2_pg.C_1660053
ENSGALP00000040721	estExt_fgenesh2_pg.C_1660053
ENSGALP00000026388	estExt_fgenesh2_pg.C_1660061
ENSGALP00000042275	estExt_fgenesh2_pg.C_1660071
ENSGALP00000042133	estExt_fgenesh2_pg.C_1660078
ENSGALP00000014576	estExt_fgenesh2_pg.C_1660088
ENSGALP00000026552	estExt_fgenesh2_pg.C_1660088
ENSGALP00000022334	estExt_fgenesh2_pg.C_1660089
ENSGALP00000000748	estExt_fgenesh2_pg.C_1660091
ENSGALP00000013565	estExt_fgenesh2_pg.C_1660097
ENSGALP00000019017	estExt_fgenesh2_pg.C_1670029
ENSGALP00000010853	estExt_fgenesh2_pg.C_1670052
ENSGALP00000027871	estExt_fgenesh2_pg.C_1670052
ENSGALP00000017072	estExt_fgenesh2_pg.C_1670052
ENSGALP00000004437	estExt_fgenesh2_pg.C_1670054
ENSGALP00000027321	estExt_fgenesh2_pg.C_1670062
ENSGALP00000001290	estExt_fgenesh2_pg.C_1670068
ENSGALP00000041511	estExt_fgenesh2_pg.C_1670070
ENSGALP00000017640	estExt_fgenesh2_pg.C_1670076
ENSGALP00000008766	estExt_fgenesh2_pg.C_1670085
ENSGALP00000015299	estExt_fgenesh2_pg.C_1670087
ENSGALP00000004421	estExt_fgenesh2_pg.C_1670087
ENSGALP00000005901	estExt_fgenesh2_pg.C_1670092
ENSGALP00000012057	estExt_fgenesh2_pg.C_1670099
ENSGALP00000025393	estExt_fgenesh2_pg.C_1670106
ENSGALP00000025700	estExt_fgenesh2_pg.C_1670109
ENSGALP00000013870	estExt_fgenesh2_pg.C_1670113
ENSGALP00000003213	estExt_fgenesh2_pg.C_1680005
ENSGALP00000011312	estExt_fgenesh2_pg.C_1680014
ENSGALP00000008193	estExt_fgenesh2_pg.C_1680020
ENSGALP00000010345	estExt_fgenesh2_pg.C_1680024
ENSGALP00000015145	estExt_fgenesh2_pg.C_1680029
ENSGALP00000029967	estExt_fgenesh2_pg.C_1680030
ENSGALP00000008967	estExt_fgenesh2_pg.C_1680066
ENSGALP00000002493	estExt_fgenesh2_pg.C_1690011
ENSGALP00000020390	estExt_fgenesh2_pg.C_1690012
ENSGALP00000002513	estExt_fgenesh2_pg.C_1690012
ENSGALP00000010375	estExt_fgenesh2_pg.C_1690055
ENSGALP00000010110	estExt_fgenesh2_pg.C_1690059
ENSGALP00000005145	estExt_fgenesh2_pg.C_1690067
ENSGALP00000005054	estExt_fgenesh2_pg.C_1690067
ENSGALP00000005548	estExt_fgenesh2_pg.C_1690067
ENSGALP00000025077	estExt_fgenesh2_pg.C_1700008
ENSGALP00000009666	estExt_fgenesh2_pg.C_1700010
ENSGALP00000025911	estExt_fgenesh2_pg.C_1700018
ENSGALP00000015282	estExt_fgenesh2_pg.C_1700018
ENSGALP00000037370	estExt_fgenesh2_pg.C_1700020
ENSGALP00000018675	estExt_fgenesh2_pg.C_1700020
ENSGALP00000040685	estExt_fgenesh2_pg.C_1700020
ENSGALP00000013443	estExt_fgenesh2_pg.C_1700022
ENSGALP00000027429	estExt_fgenesh2_pg.C_1700036
ENSGALP00000026370	estExt_fgenesh2_pg.C_1700051
ENSGALP00000006711	estExt_fgenesh2_pg.C_1710006
ENSGALP00000001475	estExt_fgenesh2_pg.C_1710010
ENSGALP00000019576	estExt_fgenesh2_pg.C_1710018
ENSGALP00000042866	estExt_fgenesh2_pg.C_1710021
ENSGALP00000019943	estExt_fgenesh2_pg.C_1710023
