ENSGALP00000000002	SINCAM006085
ENSGALP00000007825	SINCAM011163
ENSGALP00000007834	SINCAM900017
ENSGALP00000007835	SINCAM010332
ENSGALP00000007837	SINCAM010732
ENSGALP00000007847	SINCAM011164
ENSGALP00000007850	SINCAM008733
ENSGALP00000007858	SINCAM007836
ENSGALP00000007864	SINCAM008764
ENSGALP00000007866	SINCAM011166
ENSGALP00000007867	SINCAM007835
ENSGALP00000007869	SINCAM007662
ENSGALP00000007872	SINCAM011203
ENSGALP00000007879	SINCAM000736
ENSGALP00000007884	SINCAM012060
ENSGALP00000007890	SINCAM017339
ENSGALP00000007893	SINCAM009607
ENSGALP00000007901	SINCAM013279
ENSGALP00000007904	SINCAM921931
ENSGALP00000007915	SINCAM007049
ENSGALP00000007923	SINCAM005828
ENSGALP00000007924	SINCAM010337
ENSGALP00000007928	SINCAM011202
ENSGALP00000007930	SINCAM013281
ENSGALP00000007931	SINCAM009608
ENSGALP00000007934	SINCAM010338
ENSGALP00000007935	SINCAM009287
ENSGALP00000007936	SINCAM003475
ENSGALP00000007937	SINCAM009288
ENSGALP00000007941	SINCAM013283
ENSGALP00000007945	SINCAM010699
ENSGALP00000007948	SINCAM007788
ENSGALP00000007951	SINCAM009290
ENSGALP00000007952	SINCAM002734
ENSGALP00000007955	SINCAM923033
ENSGALP00000007956	SINCAM007664
ENSGALP00000007958	SINCAM007787
ENSGALP00000007959	SINCAM011201
ENSGALP00000007961	SINCAM007030
ENSGALP00000007962	SINCAM009609
ENSGALP00000007963	SINCAM922267
ENSGALP00000007966	SINCAM011200
ENSGALP00000007969	SINCAM009610
ENSGALP00000007980	SINCAM007982
ENSGALP00000007982	SINCAM009612
ENSGALP00000007984	SINCAM007682
ENSGALP00000007985	SINCAM007026
ENSGALP00000007997	SINCAM007013
ENSGALP00000007999	SINCAM007014
ENSGALP00000008003	SINCAM010343
ENSGALP00000008004	SINCAM007015
ENSGALP00000008011	SINCAM900053
ENSGALP00000008013	SINCAM922122
ENSGALP00000008014	SINCAM921031
ENSGALP00000008015	SINCAM008709
ENSGALP00000008018	SINCAM001077
ENSGALP00000008022	SINCAM007016
ENSGALP00000008023	SINCAM922123
ENSGALP00000008025	SINCAM009615
ENSGALP00000008029	SINCAM009617
ENSGALP00000008031	SINCAM002781
ENSGALP00000008036	SINCAM011196
ENSGALP00000008047	SINCAM010739
ENSGALP00000008056	SINCAM009618
ENSGALP00000008060	SINCAM007017
ENSGALP00000008061	SINCAM007928
ENSGALP00000008062	SINCAM008604
ENSGALP00000008063	SINCAM010736
ENSGALP00000008067	SINCAM009619
ENSGALP00000008078	SINCAM007927
ENSGALP00000008079	SINCAM014093
ENSGALP00000008082	SINCAM002780
ENSGALP00000008087	SINCAM007926
ENSGALP00000008089	SINCAM010755
ENSGALP00000008090	SINCAM004728
ENSGALP00000008095	SINCAM007018
ENSGALP00000008098	SINCAM011516
ENSGALP00000008101	SINCAM008606
ENSGALP00000008103	SINCAM007679
ENSGALP00000008105	SINCAM011058
ENSGALP00000008107	SINCAM005199
ENSGALP00000008108	SINCAM007817
ENSGALP00000008112	SINCAM007019
ENSGALP00000008114	SINCAM010756
ENSGALP00000008116	SINCAM001488
ENSGALP00000008117	SINCAM005197
ENSGALP00000008118	SINCAM007816
ENSGALP00000008123	SINCAM004276
ENSGALP00000008128	SINCAM921717
ENSGALP00000008131	SINCAM007020
ENSGALP00000008132	SINCAM005196
ENSGALP00000008136	SINCAM011059
ENSGALP00000008139	SINCAM008607
ENSGALP00000008142	SINCAM011515
ENSGALP00000008144	SINCAM011060
ENSGALP00000008145	SINCAM007052
ENSGALP00000008146	SINCAM011514
ENSGALP00000008151	SINCAM009622
ENSGALP00000008152	SINCAM008601
ENSGALP00000008158	SINCAM007815
ENSGALP00000008163	SINCAM922989
ENSGALP00000008166	SINCAM011983
ENSGALP00000008167	SINCAM008600
ENSGALP00000008171	SINCAM005216
ENSGALP00000008174	SINCAM007053
ENSGALP00000008177	SINCAM009504
ENSGALP00000008193	SINCAM010346
ENSGALP00000008204	SINCAM005217
ENSGALP00000008205	SINCAM005222
ENSGALP00000008208	SINCAM009623
ENSGALP00000008211	SINCAM012059
ENSGALP00000008213	SINCAM007680
ENSGALP00000008215	SINCAM005887
ENSGALP00000008216	SINCAM005221
ENSGALP00000008220	SINCAM008598
ENSGALP00000008226	SINCAM009626
ENSGALP00000008227	SINCAM010347
ENSGALP00000008229	SINCAM921844
ENSGALP00000008232	SINCAM015266
ENSGALP00000008235	SINCAM007684
ENSGALP00000008236	SINCAM008597
ENSGALP00000008237	SINCAM010348
ENSGALP00000008240	SINCAM005219
ENSGALP00000008248	SINCAM012062
ENSGALP00000008253	SINCAM921456
ENSGALP00000008254	SINCAM008596
ENSGALP00000008260	SINCAM015520
ENSGALP00000008266	SINCAM921845
ENSGALP00000008267	SINCAM008675
ENSGALP00000008268	SINCAM009499
ENSGALP00000008272	SINCAM008595
ENSGALP00000008273	SINCAM015228
ENSGALP00000008278	SINCAM920872
ENSGALP00000008280	SINCAM012063
ENSGALP00000008285	SINCAM007055
ENSGALP00000008290	SINCAM011781
ENSGALP00000008299	SINCAM009628
ENSGALP00000008304	SINCAM010350
ENSGALP00000008307	SINCAM921506
ENSGALP00000008311	SINCAM007056
ENSGALP00000008312	SINCAM922538
ENSGALP00000008319	SINCAM001527
ENSGALP00000008323	SINCAM002710
ENSGALP00000008329	SINCAM010413
ENSGALP00000008330	SINCAM012065
ENSGALP00000008334	SINCAM008594
ENSGALP00000008336	SINCAM012066
ENSGALP00000008338	SINCAM011548
ENSGALP00000008340	SINCAM005311
ENSGALP00000008341	SINCAM007611
ENSGALP00000008344	SINCAM008593
ENSGALP00000008346	SINCAM009495
ENSGALP00000008350	SINCAM013530
ENSGALP00000008354	SINCAM009629
ENSGALP00000008356	SINCAM010351
ENSGALP00000008367	SINCAM011064
ENSGALP00000008374	SINCAM007445
ENSGALP00000008377	SINCAM001526
ENSGALP00000008383	SINCAM921848
ENSGALP00000008385	SINCAM011531
ENSGALP00000008387	SINCAM005109
ENSGALP00000008391	SINCAM008754
ENSGALP00000008393	SINCAM007058
ENSGALP00000008398	SINCAM009493
ENSGALP00000008399	SINCAM009632
ENSGALP00000008402	SINCAM011549
ENSGALP00000008405	SINCAM010353
ENSGALP00000008413	SINCAM009492
ENSGALP00000008414	SINCAM009490
ENSGALP00000008415	SINCAM011048
ENSGALP00000008417	SINCAM001021
ENSGALP00000008419	SINCAM009633
ENSGALP00000008421	SINCAM010354
ENSGALP00000008423	SINCAM922194
ENSGALP00000008426	SINCAM009442
ENSGALP00000008427	SINCAM005112
ENSGALP00000008428	SINCAM011134
ENSGALP00000008429	SINCAM001525
ENSGALP00000008433	SINCAM010356
ENSGALP00000008435	SINCAM011135
ENSGALP00000008437	SINCAM015155
ENSGALP00000008438	SINCAM010357
ENSGALP00000008442	SINCAM008755
ENSGALP00000008445	SINCAM010358
ENSGALP00000008450	SINCAM005115
ENSGALP00000008451	SINCAM010359
ENSGALP00000008453	SINCAM005116
ENSGALP00000008454	SINCAM011137
ENSGALP00000008458	SINCAM009486
ENSGALP00000008460	SINCAM005117
ENSGALP00000008462	SINCAM008758
ENSGALP00000008463	SINCAM009484
ENSGALP00000008464	SINCAM001521
ENSGALP00000008465	SINCAM921253
ENSGALP00000008467	SINCAM005118
ENSGALP00000008468	SINCAM011422
ENSGALP00000008470	SINCAM006740
ENSGALP00000008472	SINCAM922033
ENSGALP00000008475	SINCAM015159
ENSGALP00000008476	SINCAM015157
ENSGALP00000008478	SINCAM008762
ENSGALP00000008480	SINCAM001519
ENSGALP00000008481	SINCAM921480
ENSGALP00000008485	SINCAM006919
ENSGALP00000008489	SINCAM001016
ENSGALP00000008490	SINCAM001518
ENSGALP00000008491	SINCAM008763
ENSGALP00000008492	SINCAM001516
ENSGALP00000008496	SINCAM011420
ENSGALP00000008498	SINCAM009634
ENSGALP00000008499	SINCAM921967
ENSGALP00000008503	SINCAM008722
ENSGALP00000008505	SINCAM900256
ENSGALP00000008508	SINCAM015161
ENSGALP00000008511	SINCAM010360
ENSGALP00000008521	SINCAM012067
ENSGALP00000008524	SINCAM009635
ENSGALP00000008525	SINCAM900194
ENSGALP00000008530	SINCAM006892
ENSGALP00000008534	SINCAM001513
ENSGALP00000008535	SINCAM005120
ENSGALP00000008538	SINCAM900253
ENSGALP00000008546	SINCAM920655
ENSGALP00000008547	SINCAM001083
ENSGALP00000008551	SINCAM005121
ENSGALP00000008556	SINCAM011872
ENSGALP00000008558	SINCAM001081
ENSGALP00000008559	SINCAM002007
ENSGALP00000008562	SINCAM011871
ENSGALP00000008563	SINCAM900284
ENSGALP00000008566	SINCAM008725
ENSGALP00000008569	SINCAM011870
ENSGALP00000008573	SINCAM000046
ENSGALP00000008574	SINCAM001080
ENSGALP00000008578	SINCAM009480
ENSGALP00000008589	SINCAM921809
ENSGALP00000008593	SINCAM008740
ENSGALP00000008595	SINCAM009637
ENSGALP00000008600	SINCAM900285
ENSGALP00000008603	SINCAM922043
ENSGALP00000008604	SINCAM009481
ENSGALP00000008605	SINCAM016141
ENSGALP00000008613	SINCAM921720
ENSGALP00000008618	SINCAM010368
ENSGALP00000008620	SINCAM015166
ENSGALP00000008628	SINCAM017909
ENSGALP00000008634	SINCAM010753
ENSGALP00000008637	SINCAM009908
ENSGALP00000008644	SINCAM000811
ENSGALP00000008649	SINCAM000045
ENSGALP00000008651	SINCAM008737
ENSGALP00000008657	SINCAM900286
ENSGALP00000008660	SINCAM009911
ENSGALP00000008661	SINCAM001480
ENSGALP00000008663	SINCAM010370
ENSGALP00000008664	SINCAM008735
ENSGALP00000008666	SINCAM008698
ENSGALP00000008669	SINCAM920900
ENSGALP00000008671	SINCAM010406
ENSGALP00000008672	SINCAM008697
ENSGALP00000008673	SINCAM009912
ENSGALP00000008677	SINCAM001483
ENSGALP00000008679	SINCAM922032
ENSGALP00000008685	SINCAM000867
ENSGALP00000008687	SINCAM001484
ENSGALP00000008688	SINCAM005405
ENSGALP00000008691	SINCAM009914
ENSGALP00000008693	SINCAM008696
ENSGALP00000008694	SINCAM011417
ENSGALP00000008695	SINCAM922829
ENSGALP00000008696	SINCAM000047
ENSGALP00000008699	SINCAM011042
ENSGALP00000008702	SINCAM920836
ENSGALP00000008707	SINCAM001485
ENSGALP00000008710	SINCAM000048
ENSGALP00000008711	SINCAM000871
ENSGALP00000008713	SINCAM922054
ENSGALP00000008717	SINCAM011742
ENSGALP00000008721	SINCAM000872
ENSGALP00000008724	SINCAM005404
ENSGALP00000008732	SINCAM009915
ENSGALP00000008735	SINCAM006906
ENSGALP00000008736	SINCAM921716
ENSGALP00000008738	SINCAM010402
ENSGALP00000008742	SINCAM010401
ENSGALP00000008746	SINCAM009916
ENSGALP00000008763	SINCAM011043
ENSGALP00000008764	SINCAM011416
ENSGALP00000008770	SINCAM008658
ENSGALP00000008774	SINCAM005402
ENSGALP00000008780	SINCAM922977
ENSGALP00000008781	SINCAM011044
ENSGALP00000008782	SINCAM006600
ENSGALP00000008785	SINCAM010400
ENSGALP00000008787	SINCAM005401
ENSGALP00000008791	SINCAM009917
ENSGALP00000008794	SINCAM010399
ENSGALP00000008802	SINCAM011415
ENSGALP00000008804	SINCAM002786
ENSGALP00000008805	SINCAM011022
ENSGALP00000008807	SINCAM010397
ENSGALP00000008813	SINCAM009918
ENSGALP00000008818	SINCAM922051
ENSGALP00000008820	SINCAM008657
ENSGALP00000008823	SINCAM920457
ENSGALP00000008824	SINCAM900246
ENSGALP00000008825	SINCAM002784
ENSGALP00000008828	SINCAM005400
ENSGALP00000008830	SINCAM921966
ENSGALP00000008835	SINCAM008656
ENSGALP00000008837	SINCAM002785
ENSGALP00000008839	SINCAM007626
ENSGALP00000008841	SINCAM014309
ENSGALP00000008844	SINCAM921965
ENSGALP00000008845	SINCAM921715
ENSGALP00000008847	SINCAM011868
ENSGALP00000008849	SINCAM008655
ENSGALP00000008851	SINCAM009920
ENSGALP00000008857	SINCAM017935
ENSGALP00000008859	SINCAM010985
ENSGALP00000008863	SINCAM921817
ENSGALP00000008868	SINCAM009921
ENSGALP00000008869	SINCAM007689
ENSGALP00000008871	SINCAM009475
ENSGALP00000008874	SINCAM922263
ENSGALP00000008876	SINCAM010987
ENSGALP00000008878	SINCAM921963
ENSGALP00000008879	SINCAM009359
ENSGALP00000008881	SINCAM921961
ENSGALP00000008882	SINCAM921815
ENSGALP00000008887	SINCAM921714
ENSGALP00000008889	SINCAM009459
ENSGALP00000008890	SINCAM014745
ENSGALP00000008892	SINCAM005399
ENSGALP00000008899	SINCAM009458
ENSGALP00000008904	SINCAM011414
ENSGALP00000008908	SINCAM921709
ENSGALP00000008910	SINCAM007436
ENSGALP00000008916	SINCAM008618
ENSGALP00000008918	SINCAM011746
ENSGALP00000008922	SINCAM005397
ENSGALP00000008924	SINCAM011413
ENSGALP00000008930	SINCAM008619
ENSGALP00000008931	SINCAM010393
ENSGALP00000008938	SINCAM007691
ENSGALP00000008941	SINCAM005396
ENSGALP00000008945	SINCAM002782
ENSGALP00000008947	SINCAM920899
ENSGALP00000008955	SINCAM011412
ENSGALP00000008962	SINCAM007693
ENSGALP00000008967	SINCAM011411
ENSGALP00000008972	SINCAM009923
ENSGALP00000008988	SINCAM012431
ENSGALP00000008990	SINCAM005394
ENSGALP00000008992	SINCAM003094
ENSGALP00000008994	SINCAM007065
ENSGALP00000008995	SINCAM007620
ENSGALP00000008997	SINCAM010275
ENSGALP00000008999	SINCAM011052
ENSGALP00000009002	SINCAM011526
ENSGALP00000009003	SINCAM005392
ENSGALP00000009004	SINCAM009712
ENSGALP00000009006	SINCAM010276
ENSGALP00000009007	SINCAM009711
ENSGALP00000009008	SINCAM007619
ENSGALP00000009011	SINCAM011030
ENSGALP00000009013	SINCAM007624
ENSGALP00000009016	SINCAM013380
ENSGALP00000009017	SINCAM007687
ENSGALP00000009021	SINCAM006525
ENSGALP00000009023	SINCAM011525
ENSGALP00000009026	SINCAM011760
ENSGALP00000009030	SINCAM007064
ENSGALP00000009035	SINCAM900054
ENSGALP00000009037	SINCAM002795
ENSGALP00000009040	SINCAM011523
ENSGALP00000009042	SINCAM011053
ENSGALP00000009045	SINCAM920896
ENSGALP00000009047	SINCAM010993
ENSGALP00000009048	SINCAM006952
ENSGALP00000009051	SINCAM922050
ENSGALP00000009053	SINCAM011759
ENSGALP00000009057	SINCAM007615
ENSGALP00000009058	SINCAM006507
ENSGALP00000009062	SINCAM009710
ENSGALP00000009065	SINCAM010992
ENSGALP00000009066	SINCAM010991
ENSGALP00000009067	SINCAM008621
ENSGALP00000009070	SINCAM922217
ENSGALP00000009074	SINCAM011636
ENSGALP00000009075	SINCAM006508
ENSGALP00000009076	SINCAM008622
ENSGALP00000009081	SINCAM900045
ENSGALP00000009085	SINCAM922049
ENSGALP00000009089	SINCAM007617
ENSGALP00000009094	SINCAM010277
ENSGALP00000009095	SINCAM007090
ENSGALP00000009098	SINCAM922603
ENSGALP00000009102	SINCAM006960
ENSGALP00000009104	SINCAM008623
ENSGALP00000009108	SINCAM006961
ENSGALP00000009110	SINCAM922839
ENSGALP00000009114	SINCAM010389
ENSGALP00000009121	SINCAM001495
ENSGALP00000009122	SINCAM007696
ENSGALP00000009124	SINCAM922134
ENSGALP00000009127	SINCAM006959
ENSGALP00000009129	SINCAM008625
ENSGALP00000009130	SINCAM922427
ENSGALP00000009131	SINCAM009781
ENSGALP00000009132	SINCAM008626
ENSGALP00000009133	SINCAM013135
ENSGALP00000009138	SINCAM001920
ENSGALP00000009139	SINCAM008627
ENSGALP00000009151	SINCAM009853
ENSGALP00000009154	SINCAM011054
ENSGALP00000009155	SINCAM008628
ENSGALP00000009156	SINCAM011635
ENSGALP00000009160	SINCAM010387
ENSGALP00000009161	SINCAM922429
ENSGALP00000009166	SINCAM921588
ENSGALP00000009169	SINCAM013133
ENSGALP00000009174	SINCAM010288
ENSGALP00000009175	SINCAM000552
ENSGALP00000009178	SINCAM008803
ENSGALP00000009187	SINCAM010383
ENSGALP00000009191	SINCAM009725
ENSGALP00000009194	SINCAM013132
ENSGALP00000009199	SINCAM013134
ENSGALP00000009200	SINCAM008632
ENSGALP00000009207	SINCAM006954
ENSGALP00000009212	SINCAM010379
ENSGALP00000009213	SINCAM922430
ENSGALP00000009215	SINCAM922325
ENSGALP00000009217	SINCAM010380
ENSGALP00000009219	SINCAM011634
ENSGALP00000009224	SINCAM005389
ENSGALP00000009226	SINCAM010381
ENSGALP00000009228	SINCAM017930
ENSGALP00000009229	SINCAM010382
ENSGALP00000009230	SINCAM013131
ENSGALP00000009239	SINCAM012449
ENSGALP00000009244	SINCAM001498
ENSGALP00000009247	SINCAM007101
ENSGALP00000009249	SINCAM011056
ENSGALP00000009251	SINCAM921587
ENSGALP00000009253	SINCAM010199
ENSGALP00000009255	SINCAM010477
ENSGALP00000009257	SINCAM009424
ENSGALP00000009262	SINCAM011039
ENSGALP00000009263	SINCAM005388
ENSGALP00000009265	SINCAM009423
ENSGALP00000009272	SINCAM012013
ENSGALP00000009273	SINCAM005387
ENSGALP00000009275	SINCAM007425
ENSGALP00000009278	SINCAM005386
ENSGALP00000009283	SINCAM922238
ENSGALP00000009285	SINCAM009396
ENSGALP00000009286	SINCAM014513
ENSGALP00000009287	SINCAM012012
ENSGALP00000009289	SINCAM010475
ENSGALP00000009290	SINCAM000846
ENSGALP00000009296	SINCAM007457
ENSGALP00000009298	SINCAM012010
ENSGALP00000009301	SINCAM001368
ENSGALP00000009304	SINCAM007456
ENSGALP00000009307	SINCAM013520
ENSGALP00000009309	SINCAM001366
ENSGALP00000009312	SINCAM011632
ENSGALP00000009313	SINCAM007455
ENSGALP00000009314	SINCAM009400
ENSGALP00000009317	SINCAM009788
ENSGALP00000009319	SINCAM001364
ENSGALP00000009321	SINCAM900257
ENSGALP00000009322	SINCAM011631
ENSGALP00000009323	SINCAM005385
ENSGALP00000009329	SINCAM011037
ENSGALP00000009335	SINCAM010287
ENSGALP00000009336	SINCAM001375
ENSGALP00000009339	SINCAM017510
ENSGALP00000009341	SINCAM009401
ENSGALP00000009342	SINCAM007454
ENSGALP00000009344	SINCAM001500
ENSGALP00000009348	SINCAM008633
ENSGALP00000009349	SINCAM001376
ENSGALP00000009351	SINCAM009403
ENSGALP00000009354	SINCAM008635
ENSGALP00000009365	SINCAM001379
ENSGALP00000009367	SINCAM011630
ENSGALP00000009374	SINCAM011057
ENSGALP00000009383	SINCAM001382
ENSGALP00000009387	SINCAM005384
ENSGALP00000009389	SINCAM922432
ENSGALP00000009390	SINCAM010837
ENSGALP00000009393	SINCAM008636
ENSGALP00000009394	SINCAM010472
ENSGALP00000009402	SINCAM006904
ENSGALP00000009403	SINCAM005383
ENSGALP00000009408	SINCAM001501
ENSGALP00000009409	SINCAM011210
ENSGALP00000009410	SINCAM921460
ENSGALP00000009413	SINCAM009975
ENSGALP00000009416	SINCAM006968
ENSGALP00000009417	SINCAM008643
ENSGALP00000009420	SINCAM009789
ENSGALP00000009425	SINCAM010471
ENSGALP00000009427	SINCAM007346
ENSGALP00000009432	SINCAM011209
ENSGALP00000009440	SINCAM010839
ENSGALP00000009447	SINCAM007345
ENSGALP00000009448	SINCAM008708
ENSGALP00000009449	SINCAM922433
ENSGALP00000009456	SINCAM920893
ENSGALP00000009460	SINCAM007341
ENSGALP00000009468	SINCAM006971
ENSGALP00000009470	SINCAM013128
ENSGALP00000009475	SINCAM007340
ENSGALP00000009476	SINCAM009791
ENSGALP00000009477	SINCAM922366
ENSGALP00000009479	SINCAM922000
ENSGALP00000009480	SINCAM012032
ENSGALP00000009481	SINCAM922153
ENSGALP00000009482	SINCAM011628
ENSGALP00000009483	SINCAM005239
ENSGALP00000009486	SINCAM010284
ENSGALP00000009487	SINCAM009811
ENSGALP00000009490	SINCAM922237
ENSGALP00000009493	SINCAM005381
ENSGALP00000009496	SINCAM009807
ENSGALP00000009499	SINCAM922235
ENSGALP00000009503	SINCAM005380
ENSGALP00000009505	SINCAM007400
ENSGALP00000009511	SINCAM005379
ENSGALP00000009512	SINCAM007099
ENSGALP00000009513	SINCAM922374
ENSGALP00000009521	SINCAM011625
ENSGALP00000009523	SINCAM008787
ENSGALP00000009525	SINCAM010282
ENSGALP00000009526	SINCAM010841
ENSGALP00000009528	SINCAM009806
ENSGALP00000009531	SINCAM012033
ENSGALP00000009534	SINCAM921998
ENSGALP00000009538	SINCAM005378
ENSGALP00000009541	SINCAM002261
ENSGALP00000009542	SINCAM012654
ENSGALP00000009544	SINCAM005377
ENSGALP00000009548	SINCAM009281
ENSGALP00000009549	SINCAM922373
ENSGALP00000009550	SINCAM922996
ENSGALP00000009552	SINCAM011624
ENSGALP00000009558	SINCAM921364
ENSGALP00000009563	SINCAM921823
ENSGALP00000009566	SINCAM010843
ENSGALP00000009567	SINCAM011623
ENSGALP00000009569	SINCAM005375
ENSGALP00000009571	SINCAM010057
ENSGALP00000009572	SINCAM011206
ENSGALP00000009575	SINCAM004240
ENSGALP00000009577	SINCAM009805
ENSGALP00000009581	SINCAM011620
ENSGALP00000009582	SINCAM005590
ENSGALP00000009583	SINCAM007331
ENSGALP00000009586	SINCAM011619
ENSGALP00000009588	SINCAM009804
ENSGALP00000009598	SINCAM005373
ENSGALP00000009600	SINCAM006939
ENSGALP00000009602	SINCAM001491
ENSGALP00000009605	SINCAM014113
ENSGALP00000009607	SINCAM010845
ENSGALP00000009608	SINCAM921416
ENSGALP00000009611	SINCAM006936
ENSGALP00000009612	SINCAM011618
ENSGALP00000009617	SINCAM010055
ENSGALP00000009619	SINCAM009803
ENSGALP00000009621	SINCAM014200
ENSGALP00000009623	SINCAM013123
ENSGALP00000009628	SINCAM008780
ENSGALP00000009632	SINCAM013122
ENSGALP00000009635	SINCAM011617
ENSGALP00000009637	SINCAM009802
ENSGALP00000009639	SINCAM010062
ENSGALP00000009642	SINCAM012014
ENSGALP00000009644	SINCAM013121
ENSGALP00000009647	SINCAM010064
ENSGALP00000009651	SINCAM003070
ENSGALP00000009653	SINCAM013119
ENSGALP00000009657	SINCAM008714
ENSGALP00000009661	SINCAM012016
ENSGALP00000009665	SINCAM922234
ENSGALP00000009666	SINCAM009404
ENSGALP00000009669	SINCAM922298
ENSGALP00000009674	SINCAM002954
ENSGALP00000009676	SINCAM014450
ENSGALP00000009678	SINCAM013117
ENSGALP00000009681	SINCAM922233
ENSGALP00000009684	SINCAM006792
ENSGALP00000009685	SINCAM009937
ENSGALP00000009688	SINCAM900097
ENSGALP00000009694	SINCAM014452
ENSGALP00000009697	SINCAM922299
ENSGALP00000009699	SINCAM001505
ENSGALP00000009702	SINCAM008713
ENSGALP00000009708	SINCAM900098
ENSGALP00000009709	SINCAM009799
ENSGALP00000009711	SINCAM921950
ENSGALP00000009715	SINCAM012017
ENSGALP00000009716	SINCAM900099
ENSGALP00000009720	SINCAM011172
ENSGALP00000009723	SINCAM009371
ENSGALP00000009724	SINCAM015987
ENSGALP00000009725	SINCAM012021
ENSGALP00000009726	SINCAM009798
ENSGALP00000009727	SINCAM008712
ENSGALP00000009728	SINCAM010848
ENSGALP00000009731	SINCAM011614
ENSGALP00000009735	SINCAM005369
ENSGALP00000009742	SINCAM007433
ENSGALP00000009743	SINCAM921415
ENSGALP00000009748	SINCAM011613
ENSGALP00000009765	SINCAM012028
ENSGALP00000009768	SINCAM008788
ENSGALP00000009774	SINCAM011173
ENSGALP00000009778	SINCAM008790
ENSGALP00000009781	SINCAM010852
ENSGALP00000009790	SINCAM011609
ENSGALP00000009792	SINCAM922333
ENSGALP00000009795	SINCAM011608
ENSGALP00000009796	SINCAM011175
ENSGALP00000009798	SINCAM010854
ENSGALP00000009799	SINCAM014150
ENSGALP00000009801	SINCAM900101
ENSGALP00000009803	SINCAM009943
ENSGALP00000009806	SINCAM010855
ENSGALP00000009807	SINCAM011176
ENSGALP00000009811	SINCAM011607
ENSGALP00000009813	SINCAM005368
ENSGALP00000009814	SINCAM011990
ENSGALP00000009819	SINCAM922300
ENSGALP00000009821	SINCAM922231
ENSGALP00000009829	SINCAM922301
ENSGALP00000009830	SINCAM010469
ENSGALP00000009832	SINCAM005367
ENSGALP00000009835	SINCAM011989
ENSGALP00000009840	SINCAM900102
ENSGALP00000009844	SINCAM922416
ENSGALP00000009847	SINCAM922303
ENSGALP00000009848	SINCAM006934
ENSGALP00000009850	SINCAM011178
ENSGALP00000009853	SINCAM005365
ENSGALP00000009857	SINCAM921989
ENSGALP00000009858	SINCAM010314
ENSGALP00000009860	SINCAM900104
ENSGALP00000009861	SINCAM001254
ENSGALP00000009863	SINCAM922230
ENSGALP00000009866	SINCAM921990
ENSGALP00000009867	SINCAM922415
ENSGALP00000009879	SINCAM922414
ENSGALP00000009880	SINCAM921554
ENSGALP00000009881	SINCAM010859
ENSGALP00000009883	SINCAM006840
ENSGALP00000009885	SINCAM921558
ENSGALP00000009890	SINCAM006932
ENSGALP00000009892	SINCAM011986
ENSGALP00000009895	SINCAM006504
ENSGALP00000009902	SINCAM006509
ENSGALP00000009910	SINCAM007290
ENSGALP00000009912	SINCAM010408
ENSGALP00000009918	SINCAM006839
ENSGALP00000009926	SINCAM011181
ENSGALP00000009929	SINCAM010860
ENSGALP00000009931	SINCAM015958
ENSGALP00000009937	SINCAM014153
ENSGALP00000009939	SINCAM006929
