ENSACAP00000000005	SINCAM006024
ENSACAP00000005933	SINCAM009508
ENSACAP00000005936	SINCAM010512
ENSACAP00000005938	SINCAM000539
ENSACAP00000005940	SINCAM011048
ENSACAP00000005943	SINCAM012844
ENSACAP00000005946	SINCAM920641
ENSACAP00000005947	SINCAM013410
ENSACAP00000005948	SINCAM000537
ENSACAP00000005950	SINCAM011134
ENSACAP00000005951	SINCAM013411
ENSACAP00000005952	SINCAM012447
ENSACAP00000005953	SINCAM014322
ENSACAP00000005955	SINCAM004783
ENSACAP00000005956	SINCAM004000
ENSACAP00000005957	SINCAM003394
ENSACAP00000005958	SINCAM002558
ENSACAP00000005959	SINCAM011902
ENSACAP00000005960	SINCAM920869
ENSACAP00000005962	SINCAM003694
ENSACAP00000005966	SINCAM010108
ENSACAP00000005967	SINCAM922673
ENSACAP00000005968	SINCAM007183
ENSACAP00000005969	SINCAM011135
ENSACAP00000005970	SINCAM004423
ENSACAP00000005972	SINCAM000536
ENSACAP00000005973	SINCAM010997
ENSACAP00000005974	SINCAM003624
ENSACAP00000005981	SINCAM010513
ENSACAP00000005985	SINCAM003626
ENSACAP00000005989	SINCAM012448
ENSACAP00000005994	SINCAM001050
ENSACAP00000005997	SINCAM012171
ENSACAP00000005999	SINCAM011137
ENSACAP00000006002	SINCAM014323
ENSACAP00000006003	SINCAM010396
ENSACAP00000006005	SINCAM013832
ENSACAP00000006007	SINCAM003355
ENSACAP00000006009	SINCAM921837
ENSACAP00000006010	SINCAM920513
ENSACAP00000006016	SINCAM003999
ENSACAP00000006019	SINCAM920642
ENSACAP00000006020	SINCAM007182
ENSACAP00000006021	SINCAM922042
ENSACAP00000006024	SINCAM007181
ENSACAP00000006025	SINCAM014293
ENSACAP00000006026	SINCAM003998
ENSACAP00000006027	SINCAM004422
ENSACAP00000006028	SINCAM007180
ENSACAP00000006030	SINCAM004421
ENSACAP00000006031	SINCAM010703
ENSACAP00000006033	SINCAM003693
ENSACAP00000006034	SINCAM011418
ENSACAP00000006035	SINCAM000572
ENSACAP00000006036	SINCAM920868
ENSACAP00000006037	SINCAM007179
ENSACAP00000006038	SINCAM014371
ENSACAP00000006043	SINCAM014259
ENSACAP00000006044	SINCAM013356
ENSACAP00000006045	SINCAM003795
ENSACAP00000006046	SINCAM003356
ENSACAP00000006047	SINCAM005822
ENSACAP00000006049	SINCAM010715
ENSACAP00000006050	SINCAM007104
ENSACAP00000006052	SINCAM011550
ENSACAP00000006053	SINCAM003615
ENSACAP00000006055	SINCAM010716
ENSACAP00000006056	SINCAM008244
ENSACAP00000006058	SINCAM003357
ENSACAP00000006059	SINCAM003997
ENSACAP00000006060	SINCAM004417
ENSACAP00000006062	SINCAM009357
ENSACAP00000006066	SINCAM003627
ENSACAP00000006068	SINCAM005292
ENSACAP00000006069	SINCAM009790
ENSACAP00000006071	SINCAM921172
ENSACAP00000006073	SINCAM012429
ENSACAP00000006074	SINCAM015055
ENSACAP00000006075	SINCAM003358
ENSACAP00000006076	SINCAM003359
ENSACAP00000006078	SINCAM922433
ENSACAP00000006079	SINCAM003628
ENSACAP00000006080	SINCAM900286
ENSACAP00000006082	SINCAM003794
ENSACAP00000006083	SINCAM007615
ENSACAP00000006084	SINCAM014911
ENSACAP00000006085	SINCAM004782
ENSACAP00000006086	SINCAM003996
ENSACAP00000006087	SINCAM011946
ENSACAP00000006091	SINCAM920878
ENSACAP00000006092	SINCAM012032
ENSACAP00000006094	SINCAM003233
ENSACAP00000006098	SINCAM006108
ENSACAP00000006099	SINCAM000573
ENSACAP00000006101	SINCAM921033
ENSACAP00000006103	SINCAM012803
ENSACAP00000006105	SINCAM014095
ENSACAP00000006106	SINCAM003614
ENSACAP00000006107	SINCAM003360
ENSACAP00000006109	SINCAM921832
ENSACAP00000006110	SINCAM004781
ENSACAP00000006112	SINCAM003393
ENSACAP00000006115	SINCAM010181
ENSACAP00000006116	SINCAM006110
ENSACAP00000006118	SINCAM920879
ENSACAP00000006119	SINCAM003613
ENSACAP00000006122	SINCAM011102
ENSACAP00000006123	SINCAM003995
ENSACAP00000006124	SINCAM000574
ENSACAP00000006125	SINCAM010027
ENSACAP00000006127	SINCAM014094
ENSACAP00000006129	SINCAM005291
ENSACAP00000006130	SINCAM006881
ENSACAP00000006131	SINCAM012430
ENSACAP00000006134	SINCAM013327
ENSACAP00000006135	SINCAM006725
ENSACAP00000006136	SINCAM006112
ENSACAP00000006137	SINCAM009467
ENSACAP00000006141	SINCAM004780
ENSACAP00000006144	SINCAM011941
ENSACAP00000006145	SINCAM013470
ENSACAP00000006146	SINCAM012033
ENSACAP00000006149	SINCAM922434
ENSACAP00000006152	SINCAM003611
ENSACAP00000006153	SINCAM003361
ENSACAP00000006154	SINCAM013231
ENSACAP00000006155	SINCAM920880
ENSACAP00000006156	SINCAM013325
ENSACAP00000006158	SINCAM000575
ENSACAP00000006159	SINCAM012772
ENSACAP00000006161	SINCAM006633
ENSACAP00000006163	SINCAM003612
ENSACAP00000006167	SINCAM012101
ENSACAP00000006168	SINCAM006724
ENSACAP00000006169	SINCAM003610
ENSACAP00000006172	SINCAM011830
ENSACAP00000006175	SINCAM011761
ENSACAP00000006176	SINCAM014329
ENSACAP00000006178	SINCAM010025
ENSACAP00000006179	SINCAM000283
ENSACAP00000006180	SINCAM007174
ENSACAP00000006181	SINCAM011762
ENSACAP00000006182	SINCAM010717
ENSACAP00000006183	SINCAM003992
ENSACAP00000006185	SINCAM003609
ENSACAP00000006186	SINCAM013324
ENSACAP00000006187	SINCAM921049
ENSACAP00000006188	SINCAM011101
ENSACAP00000006189	SINCAM014242
ENSACAP00000006190	SINCAM008243
ENSACAP00000006192	SINCAM004416
ENSACAP00000006193	SINCAM006113
ENSACAP00000006194	SINCAM006723
ENSACAP00000006195	SINCAM010024
ENSACAP00000006197	SINCAM011831
ENSACAP00000006198	SINCAM003991
ENSACAP00000006199	SINCAM000535
ENSACAP00000006200	SINCAM005122
ENSACAP00000006201	SINCAM920483
ENSACAP00000006202	SINCAM006114
ENSACAP00000006204	SINCAM014093
ENSACAP00000006207	SINCAM013322
ENSACAP00000006208	SINCAM005289
ENSACAP00000006209	SINCAM920708
ENSACAP00000006210	SINCAM003990
ENSACAP00000006211	SINCAM006115
ENSACAP00000006213	SINCAM921386
ENSACAP00000006214	SINCAM000282
ENSACAP00000006215	SINCAM005804
ENSACAP00000006216	SINCAM001526
ENSACAP00000006217	SINCAM007199
ENSACAP00000006218	SINCAM003892
ENSACAP00000006219	SINCAM006342
ENSACAP00000006221	SINCAM003989
ENSACAP00000006222	SINCAM013731
ENSACAP00000006225	SINCAM004892
ENSACAP00000006227	SINCAM000533
ENSACAP00000006228	SINCAM922763
ENSACAP00000006229	SINCAM003634
ENSACAP00000006231	SINCAM010758
ENSACAP00000006236	SINCAM014597
ENSACAP00000006237	SINCAM010022
ENSACAP00000006239	SINCAM014221
ENSACAP00000006240	SINCAM921395
ENSACAP00000006243	SINCAM014325
ENSACAP00000006246	SINCAM011100
ENSACAP00000006247	SINCAM013321
ENSACAP00000006248	SINCAM004388
ENSACAP00000006250	SINCAM010777
ENSACAP00000006251	SINCAM921277
ENSACAP00000006252	SINCAM003988
ENSACAP00000006255	SINCAM003620
ENSACAP00000006258	SINCAM010782
ENSACAP00000006259	SINCAM001973
ENSACAP00000006260	SINCAM007173
ENSACAP00000006262	SINCAM004387
ENSACAP00000006265	SINCAM010784
ENSACAP00000006266	SINCAM006431
ENSACAP00000006267	SINCAM011800
ENSACAP00000006268	SINCAM006116
ENSACAP00000006269	SINCAM010778
ENSACAP00000006270	SINCAM013317
ENSACAP00000006271	SINCAM010163
ENSACAP00000006274	SINCAM006945
ENSACAP00000006275	SINCAM013028
ENSACAP00000006276	SINCAM009461
ENSACAP00000006277	SINCAM002769
ENSACAP00000006278	SINCAM010780
ENSACAP00000006281	SINCAM000576
ENSACAP00000006283	SINCAM006883
ENSACAP00000006286	SINCAM013258
ENSACAP00000006288	SINCAM010021
ENSACAP00000006289	SINCAM009462
ENSACAP00000006290	SINCAM004189
ENSACAP00000006292	SINCAM006117
ENSACAP00000006294	SINCAM003889
ENSACAP00000006295	SINCAM011833
ENSACAP00000006298	SINCAM009387
ENSACAP00000006299	SINCAM921396
ENSACAP00000006300	SINCAM004392
ENSACAP00000006301	SINCAM007172
ENSACAP00000006302	SINCAM012426
ENSACAP00000006305	SINCAM003364
ENSACAP00000006308	SINCAM004393
ENSACAP00000006309	SINCAM005331
ENSACAP00000006312	SINCAM010020
ENSACAP00000006313	SINCAM013992
ENSACAP00000006314	SINCAM013316
ENSACAP00000006315	SINCAM014305
ENSACAP00000006316	SINCAM013259
ENSACAP00000006319	SINCAM013578
ENSACAP00000006320	SINCAM015740
ENSACAP00000006322	SINCAM013315
ENSACAP00000006323	SINCAM005332
ENSACAP00000006325	SINCAM920484
ENSACAP00000006326	SINCAM010164
ENSACAP00000006327	SINCAM006119
ENSACAP00000006328	SINCAM004415
ENSACAP00000006329	SINCAM004924
ENSACAP00000006331	SINCAM012634
ENSACAP00000006332	SINCAM011099
ENSACAP00000006334	SINCAM004394
ENSACAP00000006336	SINCAM013314
ENSACAP00000006338	SINCAM013643
ENSACAP00000006340	SINCAM006120
ENSACAP00000006342	SINCAM013587
ENSACAP00000006343	SINCAM013531
ENSACAP00000006344	SINCAM011962
ENSACAP00000006345	SINCAM001977
ENSACAP00000006347	SINCAM009386
ENSACAP00000006348	SINCAM014998
ENSACAP00000006349	SINCAM001517
ENSACAP00000006350	SINCAM922812
ENSACAP00000006351	SINCAM007886
ENSACAP00000006354	SINCAM011958
ENSACAP00000006355	SINCAM002114
ENSACAP00000006357	SINCAM017915
ENSACAP00000006358	SINCAM000306
ENSACAP00000006359	SINCAM921947
ENSACAP00000006362	SINCAM004190
ENSACAP00000006363	SINCAM003516
ENSACAP00000006364	SINCAM012635
ENSACAP00000006366	SINCAM010686
ENSACAP00000006367	SINCAM005333
ENSACAP00000006370	SINCAM922301
ENSACAP00000006372	SINCAM008094
ENSACAP00000006373	SINCAM004395
ENSACAP00000006375	SINCAM011984
ENSACAP00000006376	SINCAM000577
ENSACAP00000006377	SINCAM007451
ENSACAP00000006379	SINCAM920881
ENSACAP00000006380	SINCAM005287
ENSACAP00000006381	SINCAM922764
ENSACAP00000006382	SINCAM011802
ENSACAP00000006385	SINCAM006701
ENSACAP00000006386	SINCAM008095
ENSACAP00000006387	SINCAM009372
ENSACAP00000006389	SINCAM009833
ENSACAP00000006390	SINCAM922737
ENSACAP00000006393	SINCAM015735
ENSACAP00000006395	SINCAM920882
ENSACAP00000006397	SINCAM922358
ENSACAP00000006399	SINCAM013989
ENSACAP00000006400	SINCAM004191
ENSACAP00000006401	SINCAM009373
ENSACAP00000006403	SINCAM014426
ENSACAP00000006404	SINCAM011823
ENSACAP00000006406	SINCAM005947
ENSACAP00000006411	SINCAM009374
ENSACAP00000006412	SINCAM011824
ENSACAP00000006414	SINCAM004399
ENSACAP00000006415	SINCAM922392
ENSACAP00000006416	SINCAM000578
ENSACAP00000006418	SINCAM920502
ENSACAP00000006419	SINCAM012636
ENSACAP00000006421	SINCAM011013
ENSACAP00000006424	SINCAM005831
ENSACAP00000006425	SINCAM002919
ENSACAP00000006427	SINCAM921275
ENSACAP00000006429	SINCAM922300
ENSACAP00000006430	SINCAM008096
ENSACAP00000006432	SINCAM013307
ENSACAP00000006434	SINCAM010314
ENSACAP00000006435	SINCAM012014
ENSACAP00000006436	SINCAM014385
ENSACAP00000006437	SINCAM921133
ENSACAP00000006438	SINCAM010316
ENSACAP00000006439	SINCAM004240
ENSACAP00000006441	SINCAM003608
ENSACAP00000006442	SINCAM004241
ENSACAP00000006444	SINCAM001884
ENSACAP00000006446	SINCAM014004
ENSACAP00000006450	SINCAM008097
ENSACAP00000006453	SINCAM921945
ENSACAP00000006455	SINCAM013306
ENSACAP00000006456	SINCAM007171
ENSACAP00000006457	SINCAM013262
ENSACAP00000006458	SINCAM921645
ENSACAP00000006463	SINCAM003888
ENSACAP00000006466	SINCAM014003
ENSACAP00000006468	SINCAM004528
ENSACAP00000006470	SINCAM013217
ENSACAP00000006471	SINCAM922986
ENSACAP00000006476	SINCAM009761
ENSACAP00000006477	SINCAM000527
ENSACAP00000006480	SINCAM922095
ENSACAP00000006482	SINCAM000579
ENSACAP00000006483	SINCAM002914
ENSACAP00000006484	SINCAM013974
ENSACAP00000006486	SINCAM010626
ENSACAP00000006489	SINCAM003617
ENSACAP00000006490	SINCAM013305
ENSACAP00000006491	SINCAM010444
ENSACAP00000006492	SINCAM010110
ENSACAP00000006493	SINCAM002913
ENSACAP00000006496	SINCAM010627
ENSACAP00000006498	SINCAM007170
ENSACAP00000006499	SINCAM000525
ENSACAP00000006501	SINCAM004400
ENSACAP00000006502	SINCAM002768
ENSACAP00000006503	SINCAM001525
ENSACAP00000006505	SINCAM003986
ENSACAP00000006507	SINCAM012410
ENSACAP00000006508	SINCAM006123
ENSACAP00000006509	SINCAM005830
ENSACAP00000006510	SINCAM007169
ENSACAP00000006511	SINCAM015742
ENSACAP00000006512	SINCAM009760
ENSACAP00000006515	SINCAM009759
ENSACAP00000006516	SINCAM010592
ENSACAP00000006517	SINCAM010605
ENSACAP00000006518	SINCAM002912
ENSACAP00000006519	SINCAM001524
ENSACAP00000006520	SINCAM000581
ENSACAP00000006524	SINCAM002911
ENSACAP00000006529	SINCAM000702
ENSACAP00000006530	SINCAM013958
ENSACAP00000006531	SINCAM005841
ENSACAP00000006533	SINCAM920519
ENSACAP00000006534	SINCAM014097
ENSACAP00000006536	SINCAM011114
ENSACAP00000006537	SINCAM010443
ENSACAP00000006538	SINCAM003607
ENSACAP00000006540	SINCAM005843
ENSACAP00000006541	SINCAM921966
ENSACAP00000006542	SINCAM001523
ENSACAP00000006543	SINCAM008636
ENSACAP00000006544	SINCAM003131
ENSACAP00000006546	SINCAM922306
ENSACAP00000006548	SINCAM013213
ENSACAP00000006549	SINCAM012409
ENSACAP00000006550	SINCAM005829
ENSACAP00000006552	SINCAM922491
ENSACAP00000006553	SINCAM009117
ENSACAP00000006554	SINCAM009758
ENSACAP00000006555	SINCAM003606
ENSACAP00000006559	SINCAM921237
ENSACAP00000006560	SINCAM006632
ENSACAP00000006561	SINCAM920590
ENSACAP00000006564	SINCAM012408
ENSACAP00000006566	SINCAM015174
ENSACAP00000006567	SINCAM006124
ENSACAP00000006568	SINCAM001521
ENSACAP00000006569	SINCAM009116
ENSACAP00000006570	SINCAM005336
ENSACAP00000006572	SINCAM014098
ENSACAP00000006574	SINCAM922094
ENSACAP00000006575	SINCAM922393
ENSACAP00000006576	SINCAM014099
ENSACAP00000006577	SINCAM013216
ENSACAP00000006578	SINCAM001212
ENSACAP00000006579	SINCAM009835
ENSACAP00000006580	SINCAM004527
ENSACAP00000006582	SINCAM006631
ENSACAP00000006584	SINCAM006630
ENSACAP00000006585	SINCAM017852
ENSACAP00000006586	SINCAM002464
ENSACAP00000006588	SINCAM001121
ENSACAP00000006589	SINCAM012016
ENSACAP00000006591	SINCAM922020
ENSACAP00000006592	SINCAM017969
ENSACAP00000006594	SINCAM010441
ENSACAP00000006595	SINCAM006740
ENSACAP00000006596	SINCAM013303
ENSACAP00000006597	SINCAM000524
ENSACAP00000006599	SINCAM013301
ENSACAP00000006601	SINCAM004440
ENSACAP00000006602	SINCAM009070
ENSACAP00000006603	SINCAM000521
ENSACAP00000006604	SINCAM006629
ENSACAP00000006605	SINCAM015021
ENSACAP00000006607	SINCAM922093
ENSACAP00000006608	SINCAM010590
ENSACAP00000006610	SINCAM000582
ENSACAP00000006612	SINCAM003603
ENSACAP00000006616	SINCAM009603
ENSACAP00000006617	SINCAM001119
ENSACAP00000006620	SINCAM005675
ENSACAP00000006621	SINCAM001519
ENSACAP00000006622	SINCAM009535
ENSACAP00000006623	SINCAM001627
ENSACAP00000006628	SINCAM010442
ENSACAP00000006629	SINCAM001518
ENSACAP00000006632	SINCAM922087
ENSACAP00000006635	SINCAM017989
ENSACAP00000006636	SINCAM008219
ENSACAP00000006639	SINCAM008774
ENSACAP00000006640	SINCAM005844
ENSACAP00000006641	SINCAM001118
ENSACAP00000006642	SINCAM008635
ENSACAP00000006646	SINCAM011115
ENSACAP00000006649	SINCAM008217
ENSACAP00000006650	SINCAM014101
ENSACAP00000006651	SINCAM012422
ENSACAP00000006654	SINCAM001515
ENSACAP00000006657	SINCAM922383
ENSACAP00000006659	SINCAM001117
ENSACAP00000006661	SINCAM009253
ENSACAP00000006662	SINCAM003477
ENSACAP00000006664	SINCAM001507
ENSACAP00000006666	SINCAM013300
ENSACAP00000006667	SINCAM001810
ENSACAP00000006668	SINCAM004038
ENSACAP00000006669	SINCAM004439
ENSACAP00000006672	SINCAM922613
ENSACAP00000006676	SINCAM003570
ENSACAP00000006677	SINCAM012020
ENSACAP00000006679	SINCAM001870
ENSACAP00000006680	SINCAM011367
ENSACAP00000006681	SINCAM000520
ENSACAP00000006682	SINCAM922021
ENSACAP00000006683	SINCAM003081
ENSACAP00000006684	SINCAM922384
ENSACAP00000006688	SINCAM005041
ENSACAP00000006689	SINCAM007927
ENSACAP00000006691	SINCAM012839
ENSACAP00000006693	SINCAM009334
ENSACAP00000006696	SINCAM012021
ENSACAP00000006698	SINCAM922241
ENSACAP00000006699	SINCAM005689
ENSACAP00000006703	SINCAM003571
ENSACAP00000006705	SINCAM009086
ENSACAP00000006706	SINCAM003887
ENSACAP00000006707	SINCAM900077
ENSACAP00000006708	SINCAM001511
ENSACAP00000006709	SINCAM003055
ENSACAP00000006710	SINCAM005434
ENSACAP00000006712	SINCAM012638
ENSACAP00000006713	SINCAM001513
ENSACAP00000006714	SINCAM920506
ENSACAP00000006715	SINCAM010438
ENSACAP00000006716	SINCAM014935
ENSACAP00000006718	SINCAM010126
ENSACAP00000006719	SINCAM001514
ENSACAP00000006720	SINCAM007455
ENSACAP00000006722	SINCAM922614
ENSACAP00000006724	SINCAM920570
ENSACAP00000006726	SINCAM013368
ENSACAP00000006727	SINCAM009600
ENSACAP00000006730	SINCAM009601
ENSACAP00000006731	SINCAM017366
ENSACAP00000006734	SINCAM920655
ENSACAP00000006736	SINCAM005012
ENSACAP00000006737	SINCAM005039
ENSACAP00000006738	SINCAM921531
ENSACAP00000006740	SINCAM008216
ENSACAP00000006741	SINCAM009249
ENSACAP00000006744	SINCAM007166
ENSACAP00000006746	SINCAM006128
ENSACAP00000006747	SINCAM007928
ENSACAP00000006748	SINCAM002432
ENSACAP00000006749	SINCAM922963
ENSACAP00000006751	SINCAM009510
ENSACAP00000006752	SINCAM004321
ENSACAP00000006753	SINCAM900079
ENSACAP00000006754	SINCAM004335
ENSACAP00000006756	SINCAM003573
ENSACAP00000006757	SINCAM013197
ENSACAP00000006759	SINCAM002134
ENSACAP00000006760	SINCAM900240
ENSACAP00000006761	SINCAM005676
ENSACAP00000006762	SINCAM920507
ENSACAP00000006765	SINCAM014157
ENSACAP00000006766	SINCAM009511
ENSACAP00000006768	SINCAM900080
ENSACAP00000006769	SINCAM013543
ENSACAP00000006770	SINCAM010127
ENSACAP00000006772	SINCAM001116
ENSACAP00000006773	SINCAM013962
ENSACAP00000006774	SINCAM009588
ENSACAP00000006776	SINCAM007165
ENSACAP00000006777	SINCAM002137
ENSACAP00000006778	SINCAM015965
ENSACAP00000006779	SINCAM009111
ENSACAP00000006780	SINCAM011368
ENSACAP00000006781	SINCAM007982
ENSACAP00000006783	SINCAM921486
ENSACAP00000006784	SINCAM011369
ENSACAP00000006786	SINCAM011370
ENSACAP00000006787	SINCAM013192
ENSACAP00000006788	SINCAM004579
ENSACAP00000006789	SINCAM921937
ENSACAP00000006791	SINCAM920839
ENSACAP00000006795	SINCAM921911
ENSACAP00000006796	SINCAM009219
ENSACAP00000006800	SINCAM001115
ENSACAP00000006802	SINCAM012639
ENSACAP00000006806	SINCAM922732
ENSACAP00000006807	SINCAM013689
ENSACAP00000006808	SINCAM920965
ENSACAP00000006811	SINCAM009512
ENSACAP00000006812	SINCAM000614
ENSACAP00000006813	SINCAM006132
ENSACAP00000006814	SINCAM005964
ENSACAP00000006815	SINCAM000615
ENSACAP00000006816	SINCAM002139
ENSACAP00000006817	SINCAM017851
ENSACAP00000006820	SINCAM009587
ENSACAP00000006821	SINCAM009251
ENSACAP00000006822	SINCAM012640
ENSACAP00000006824	SINCAM000477
ENSACAP00000006825	SINCAM013190
ENSACAP00000006827	SINCAM014154
ENSACAP00000006828	SINCAM921910
ENSACAP00000006829	SINCAM006961
ENSACAP00000006830	SINCAM009575
ENSACAP00000006832	SINCAM000478
ENSACAP00000006834	SINCAM005800
ENSACAP00000006835	SINCAM005827
ENSACAP00000006836	SINCAM007829
ENSACAP00000006838	SINCAM005826
ENSACAP00000006839	SINCAM001625
ENSACAP00000006840	SINCAM011766
ENSACAP00000006841	SINCAM009515
ENSACAP00000006842	SINCAM007164
ENSACAP00000006844	SINCAM010129
ENSACAP00000006845	SINCAM920991
ENSACAP00000006847	SINCAM922742
ENSACAP00000006849	SINCAM000691
ENSACAP00000006850	SINCAM000479
ENSACAP00000006851	SINCAM009574
ENSACAP00000006852	SINCAM000480
ENSACAP00000006856	SINCAM007714
ENSACAP00000006857	SINCAM008825
ENSACAP00000006858	SINCAM000517
ENSACAP00000006860	SINCAM007163
ENSACAP00000006861	SINCAM008214
ENSACAP00000006862	SINCAM921163
ENSACAP00000006863	SINCAM009887
ENSACAP00000006864	SINCAM005824
ENSACAP00000006865	SINCAM004521
ENSACAP00000006866	SINCAM002433
ENSACAP00000006867	SINCAM005825
ENSACAP00000006871	SINCAM000481
ENSACAP00000006872	SINCAM010131
ENSACAP00000006873	SINCAM921721
ENSACAP00000006880	SINCAM005801
ENSACAP00000006881	SINCAM922440
ENSACAP00000006882	SINCAM000586
ENSACAP00000006883	SINCAM005037
ENSACAP00000006884	SINCAM921162
ENSACAP00000006885	SINCAM003953
ENSACAP00000006887	SINCAM010034
ENSACAP00000006888	SINCAM008627
ENSACAP00000006890	SINCAM005034
ENSACAP00000006891	SINCAM000587
ENSACAP00000006892	SINCAM009216
ENSACAP00000006893	SINCAM002975
ENSACAP00000006894	SINCAM005033
ENSACAP00000006895	SINCAM004551
ENSACAP00000006897	SINCAM005047
ENSACAP00000006898	SINCAM003047
ENSACAP00000006900	SINCAM007162
ENSACAP00000006902	SINCAM001624
ENSACAP00000006905	SINCAM010032
ENSACAP00000006906	SINCAM009517
ENSACAP00000006908	SINCAM010132
ENSACAP00000006910	SINCAM002974
ENSACAP00000006911	SINCAM013364
ENSACAP00000006912	SINCAM009586
ENSACAP00000006913	SINCAM008212
ENSACAP00000006915	SINCAM001114
ENSACAP00000006916	SINCAM920500
ENSACAP00000006919	SINCAM000616
ENSACAP00000006920	SINCAM006716
ENSACAP00000006922	SINCAM003046
ENSACAP00000006923	SINCAM013196
ENSACAP00000006924	SINCAM002973
ENSACAP00000006925	SINCAM005048
ENSACAP00000006926	SINCAM001113
ENSACAP00000006927	SINCAM011814
ENSACAP00000006928	SINCAM001329
ENSACAP00000006929	SINCAM005802
ENSACAP00000006930	SINCAM003043
ENSACAP00000006931	SINCAM002140
ENSACAP00000006932	SINCAM013366
ENSACAP00000006934	SINCAM006018
ENSACAP00000006937	SINCAM013927
ENSACAP00000006938	SINCAM001181
ENSACAP00000006940	SINCAM920498
ENSACAP00000006942	SINCAM921161
ENSACAP00000006943	SINCAM005427
ENSACAP00000006944	SINCAM001124
ENSACAP00000006946	SINCAM005032
ENSACAP00000006950	SINCAM921946
ENSACAP00000006953	SINCAM000514
ENSACAP00000006956	SINCAM009585
ENSACAP00000006957	SINCAM015318
ENSACAP00000006959	SINCAM013275
ENSACAP00000006960	SINCAM006133
ENSACAP00000006961	SINCAM014227
ENSACAP00000006963	SINCAM008729
ENSACAP00000006964	SINCAM014065
ENSACAP00000006965	SINCAM922117
ENSACAP00000006967	SINCAM007953
ENSACAP00000006969	SINCAM001964
ENSACAP00000006972	SINCAM002141
ENSACAP00000006974	SINCAM001112
ENSACAP00000006975	SINCAM009175
ENSACAP00000006976	SINCAM920724
ENSACAP00000006977	SINCAM009776
ENSACAP00000006980	SINCAM011847
ENSACAP00000006981	SINCAM013277
ENSACAP00000006982	SINCAM015152
ENSACAP00000006986	SINCAM013253
ENSACAP00000006993	SINCAM003402
ENSACAP00000006994	SINCAM009778
ENSACAP00000006995	SINCAM001966
ENSACAP00000006996	SINCAM003674
ENSACAP00000007001	SINCAM009379
ENSACAP00000007003	SINCAM011040
ENSACAP00000007004	SINCAM015997
ENSACAP00000007005	SINCAM005803
ENSACAP00000007007	SINCAM006134
ENSACAP00000007008	SINCAM014103
ENSACAP00000007009	SINCAM008572
ENSACAP00000007010	SINCAM007879
ENSACAP00000007015	SINCAM921726
ENSACAP00000007016	SINCAM013016
ENSACAP00000007017	SINCAM005748
ENSACAP00000007018	SINCAM014214
ENSACAP00000007019	SINCAM002707
ENSACAP00000007020	SINCAM006714
ENSACAP00000007021	SINCAM000482
ENSACAP00000007022	SINCAM006019
ENSACAP00000007024	SINCAM017987
ENSACAP00000007025	SINCAM007853
ENSACAP00000007026	SINCAM009807
ENSACAP00000007027	SINCAM010118
ENSACAP00000007031	SINCAM011287
ENSACAP00000007034	SINCAM920988
ENSACAP00000007035	SINCAM009571
ENSACAP00000007037	SINCAM013238
