fgenesh2_pg.scaffold_351000043	ENSCAFP00000012213
estExt_fgenesh2_pg.C_2250036	ENSCAFP00000018024
estExt_fgenesh2_pg.C_2250036	ENSCAFP00000027795
estExt_fgenesh2_pg.C_2260007	ENSCAFP00000037022
estExt_fgenesh2_pg.C_2260046	ENSCAFP00000011255
estExt_fgenesh2_pg.C_2260046	ENSCAFP00000020069
estExt_fgenesh2_pg.C_2260054	ENSCAFP00000002482
estExt_fgenesh2_pg.C_2260058	ENSCAFP00000013655
estExt_fgenesh2_pg.C_2270008	ENSCAFP00000012020
estExt_fgenesh2_pg.C_2270008	ENSCAFP00000034460
estExt_fgenesh2_pg.C_2270008	ENSCAFP00000039016
estExt_fgenesh2_pg.C_2270008	ENSCAFP00000036636
estExt_fgenesh2_pg.C_2270008	ENSCAFP00000001892
estExt_fgenesh2_pg.C_2270021	ENSCAFP00000042023
estExt_fgenesh2_pg.C_2280036	ENSCAFP00000021137
estExt_fgenesh2_pg.C_2280040	ENSCAFP00000005251
estExt_fgenesh2_pg.C_2290009	ENSCAFP00000023219
estExt_fgenesh2_pg.C_2290010	ENSCAFP00000030160
estExt_fgenesh2_pg.C_2290012	ENSCAFP00000011058
estExt_fgenesh2_pg.C_2290026	ENSCAFP00000005195
estExt_fgenesh2_pg.C_2290035	ENSCAFP00000040304
estExt_fgenesh2_pg.C_2290035	ENSCAFP00000037478
estExt_fgenesh2_pg.C_2290055	ENSCAFP00000018157
estExt_fgenesh2_pg.C_2290055	ENSCAFP00000004942
estExt_fgenesh2_pg.C_2290055	ENSCAFP00000023437
estExt_fgenesh2_pg.C_2290057	ENSCAFP00000013943
estExt_fgenesh2_pg.C_2300014	ENSCAFP00000026696
estExt_fgenesh2_pg.C_2300014	ENSCAFP00000028341
estExt_fgenesh2_pg.C_2300019	ENSCAFP00000020252
estExt_fgenesh2_pg.C_2300053	ENSCAFP00000025837
estExt_fgenesh2_pg.C_2300054	ENSCAFP00000018460
estExt_fgenesh2_pg.C_2310004	ENSCAFP00000037281
estExt_fgenesh2_pg.C_2310009	ENSCAFP00000025497
estExt_fgenesh2_pg.C_2310020	ENSCAFP00000016026
estExt_fgenesh2_pg.C_2310022	ENSCAFP00000028213
estExt_fgenesh2_pg.C_2310029	ENSCAFP00000020900
estExt_fgenesh2_pg.C_2310032	ENSCAFP00000033987
estExt_fgenesh2_pg.C_2310034	ENSCAFP00000026439
estExt_fgenesh2_pg.C_2310035	ENSCAFP00000026449
estExt_fgenesh2_pg.C_2310049	ENSCAFP00000016492
estExt_fgenesh2_pg.C_2310050	ENSCAFP00000021611
estExt_fgenesh2_pg.C_2310052	ENSCAFP00000016519
estExt_fgenesh2_pg.C_2310054	ENSCAFP00000036270
estExt_fgenesh2_pg.C_2310057	ENSCAFP00000038409
estExt_fgenesh2_pg.C_2310060	ENSCAFP00000023292
estExt_fgenesh2_pg.C_2310066	ENSCAFP00000022122
estExt_fgenesh2_pg.C_2310067	ENSCAFP00000009275
estExt_fgenesh2_pg.C_2310071	ENSCAFP00000022244
estExt_fgenesh2_pg.C_2310071	ENSCAFP00000040163
estExt_fgenesh2_pg.C_2310071	ENSCAFP00000008486
estExt_fgenesh2_pg.C_2310077	ENSCAFP00000014519
estExt_fgenesh2_pg.C_2310078	ENSCAFP00000004789
estExt_fgenesh2_pg.C_2310078	ENSCAFP00000008867
estExt_fgenesh2_pg.C_2310086	ENSCAFP00000016205
estExt_fgenesh2_pg.C_2320003	ENSCAFP00000027186
estExt_fgenesh2_pg.C_2320010	ENSCAFP00000022201
estExt_fgenesh2_pg.C_2320016	ENSCAFP00000031223
estExt_fgenesh2_pg.C_2320017	ENSCAFP00000022857
estExt_fgenesh2_pg.C_2320018	ENSCAFP00000010205
estExt_fgenesh2_pg.C_2320025	ENSCAFP00000036846
estExt_fgenesh2_pg.C_2320026	ENSCAFP00000009854
estExt_fgenesh2_pg.C_2320027	ENSCAFP00000024858
estExt_fgenesh2_pg.C_2320032	ENSCAFP00000020568
estExt_fgenesh2_pg.C_2320035	ENSCAFP00000016027
estExt_fgenesh2_pg.C_2320036	ENSCAFP00000018026
estExt_fgenesh2_pg.C_2320044	ENSCAFP00000022285
estExt_fgenesh2_pg.C_2320049	ENSCAFP00000011841
estExt_fgenesh2_pg.C_2320051	ENSCAFP00000012421
estExt_fgenesh2_pg.C_2320058	ENSCAFP00000014330
estExt_fgenesh2_pg.C_2320060	ENSCAFP00000037164
estExt_fgenesh2_pg.C_2320062	ENSCAFP00000006271
estExt_fgenesh2_pg.C_2320066	ENSCAFP00000031272
estExt_fgenesh2_pg.C_2320068	ENSCAFP00000035720
estExt_fgenesh2_pg.C_2330010	ENSCAFP00000029128
estExt_fgenesh2_pg.C_2330014	ENSCAFP00000017903
estExt_fgenesh2_pg.C_2330016	ENSCAFP00000028673
estExt_fgenesh2_pg.C_2330029	ENSCAFP00000002174
estExt_fgenesh2_pg.C_2330029	ENSCAFP00000017411
estExt_fgenesh2_pg.C_2330030	ENSCAFP00000027367
estExt_fgenesh2_pg.C_2330031	ENSCAFP00000019279
estExt_fgenesh2_pg.C_2330031	ENSCAFP00000043005
estExt_fgenesh2_pg.C_2330032	ENSCAFP00000003864
estExt_fgenesh2_pg.C_2330033	ENSCAFP00000007911
estExt_fgenesh2_pg.C_2330034	ENSCAFP00000021177
estExt_fgenesh2_pg.C_2330036	ENSCAFP00000027050
estExt_fgenesh2_pg.C_2330038	ENSCAFP00000008625
estExt_fgenesh2_pg.C_2330040	ENSCAFP00000038223
estExt_fgenesh2_pg.C_2330044	ENSCAFP00000037556
estExt_fgenesh2_pg.C_2330046	ENSCAFP00000005976
estExt_fgenesh2_pg.C_2330047	ENSCAFP00000016161
estExt_fgenesh2_pg.C_2340022	ENSCAFP00000016273
estExt_fgenesh2_pg.C_2340050	ENSCAFP00000022777
estExt_fgenesh2_pg.C_2350025	ENSCAFP00000007777
estExt_fgenesh2_pg.C_2350028	ENSCAFP00000009201
estExt_fgenesh2_pg.C_2350029	ENSCAFP00000042066
estExt_fgenesh2_pg.C_2360032	ENSCAFP00000035198
estExt_fgenesh2_pg.C_2370057	ENSCAFP00000024984
estExt_fgenesh2_pg.C_2370059	ENSCAFP00000008048
estExt_fgenesh2_pg.C_2370059	ENSCAFP00000030283
estExt_fgenesh2_pg.C_2370072	ENSCAFP00000007799
estExt_fgenesh2_pg.C_2380029	ENSCAFP00000029939
estExt_fgenesh2_pg.C_2380046	ENSCAFP00000019790
estExt_fgenesh2_pg.C_2380063	ENSCAFP00000012982
estExt_fgenesh2_pg.C_2380067	ENSCAFP00000012644
estExt_fgenesh2_pg.C_2380070	ENSCAFP00000028849
estExt_fgenesh2_pg.C_2380077	ENSCAFP00000003488
estExt_fgenesh2_pg.C_2390014	ENSCAFP00000018999
estExt_fgenesh2_pg.C_2390033	ENSCAFP00000038854
estExt_fgenesh2_pg.C_2400030	ENSCAFP00000037524
estExt_fgenesh2_pg.C_2400032	ENSCAFP00000022712
estExt_fgenesh2_pg.C_2400049	ENSCAFP00000026644
estExt_fgenesh2_pg.C_2410001	ENSCAFP00000021126
estExt_fgenesh2_pg.C_2410052	ENSCAFP00000009533
estExt_fgenesh2_pg.C_2430007	ENSCAFP00000017344
estExt_fgenesh2_pg.C_2440004	ENSCAFP00000003396
estExt_fgenesh2_pg.C_2440004	ENSCAFP00000029676
estExt_fgenesh2_pg.C_2440011	ENSCAFP00000008130
estExt_fgenesh2_pg.C_2440079	ENSCAFP00000039403
estExt_fgenesh2_pg.C_2440079	ENSCAFP00000003553
estExt_fgenesh2_pg.C_2450015	ENSCAFP00000001678
estExt_fgenesh2_pg.C_2450027	ENSCAFP00000022286
estExt_fgenesh2_pg.C_2450027	ENSCAFP00000027442
estExt_fgenesh2_pg.C_2450027	ENSCAFP00000023957
estExt_fgenesh2_pg.C_2450078	ENSCAFP00000023727
estExt_fgenesh2_pg.C_2460040	ENSCAFP00000019708
estExt_fgenesh2_pg.C_2460041	ENSCAFP00000026955
estExt_fgenesh2_pg.C_2470005	ENSCAFP00000011831
estExt_fgenesh2_pg.C_2480014	ENSCAFP00000024485
estExt_fgenesh2_pg.C_2480014	ENSCAFP00000009610
estExt_fgenesh2_pg.C_2480023	ENSCAFP00000012891
estExt_fgenesh2_pg.C_2480054	ENSCAFP00000001837
estExt_fgenesh2_pg.C_2480061	ENSCAFP00000019945
estExt_fgenesh2_pg.C_2490018	ENSCAFP00000017052
estExt_fgenesh2_pg.C_2490025	ENSCAFP00000028913
estExt_fgenesh2_pg.C_2500012	ENSCAFP00000015971
estExt_fgenesh2_pg.C_2500059	ENSCAFP00000037527
estExt_fgenesh2_pg.C_2510008	ENSCAFP00000029572
estExt_fgenesh2_pg.C_2520029	ENSCAFP00000035432
estExt_fgenesh2_pg.C_2520037	ENSCAFP00000036345
estExt_fgenesh2_pg.C_2520041	ENSCAFP00000020160
estExt_fgenesh2_pg.C_2520048	ENSCAFP00000007884
estExt_fgenesh2_pg.C_2530015	ENSCAFP00000005477
estExt_fgenesh2_pg.C_2530029	ENSCAFP00000033805
estExt_fgenesh2_pg.C_2530030	ENSCAFP00000019561
estExt_fgenesh2_pg.C_2530044	ENSCAFP00000016789
estExt_fgenesh2_pg.C_2530044	ENSCAFP00000039695
estExt_fgenesh2_pg.C_2540004	ENSCAFP00000021916
estExt_fgenesh2_pg.C_2540052	ENSCAFP00000004216
estExt_fgenesh2_pg.C_2550036	ENSCAFP00000008968
estExt_fgenesh2_pg.C_2570043	ENSCAFP00000011526
estExt_fgenesh2_pg.C_2570073	ENSCAFP00000009251
estExt_fgenesh2_pg.C_2580023	ENSCAFP00000001364
estExt_fgenesh2_pg.C_2580028	ENSCAFP00000029859
estExt_fgenesh2_pg.C_2580028	ENSCAFP00000035650
estExt_fgenesh2_pg.C_2580042	ENSCAFP00000020595
estExt_fgenesh2_pg.C_2580042	ENSCAFP00000037688
estExt_fgenesh2_pg.C_2580062	ENSCAFP00000037171
estExt_fgenesh2_pg.C_2580072	ENSCAFP00000010362
estExt_fgenesh2_pg.C_2580074	ENSCAFP00000014230
estExt_fgenesh2_pg.C_2590014	ENSCAFP00000042282
estExt_fgenesh2_pg.C_2590019	ENSCAFP00000040101
estExt_fgenesh2_pg.C_2590032	ENSCAFP00000041637
estExt_fgenesh2_pg.C_2590035	ENSCAFP00000024037
estExt_fgenesh2_pg.C_2590057	ENSCAFP00000015600
estExt_fgenesh2_pg.C_2590059	ENSCAFP00000007881
estExt_fgenesh2_pg.C_2600003	ENSCAFP00000015995
estExt_fgenesh2_pg.C_2600009	ENSCAFP00000021594
estExt_fgenesh2_pg.C_2600015	ENSCAFP00000030651
estExt_fgenesh2_pg.C_2600015	ENSCAFP00000019894
estExt_fgenesh2_pg.C_2600015	ENSCAFP00000004239
estExt_fgenesh2_pg.C_2600015	ENSCAFP00000041229
estExt_fgenesh2_pg.C_2610037	ENSCAFP00000031321
estExt_fgenesh2_pg.C_2610037	ENSCAFP00000038159
estExt_fgenesh2_pg.C_2610051	ENSCAFP00000004252
estExt_fgenesh2_pg.C_2620007	ENSCAFP00000013114
estExt_fgenesh2_pg.C_2620009	ENSCAFP00000026020
estExt_fgenesh2_pg.C_2620009	ENSCAFP00000011549
estExt_fgenesh2_pg.C_2640044	ENSCAFP00000012381
estExt_fgenesh2_pg.C_2650030	ENSCAFP00000025032
estExt_fgenesh2_pg.C_2650031	ENSCAFP00000039374
estExt_fgenesh2_pg.C_2650032	ENSCAFP00000027360
estExt_fgenesh2_pg.C_2650052	ENSCAFP00000002165
estExt_fgenesh2_pg.C_2650052	ENSCAFP00000003095
estExt_fgenesh2_pg.C_2660002	ENSCAFP00000003030
estExt_fgenesh2_pg.C_2660002	ENSCAFP00000028773
estExt_fgenesh2_pg.C_2660010	ENSCAFP00000013239
estExt_fgenesh2_pg.C_2660027	ENSCAFP00000018650
estExt_fgenesh2_pg.C_2660043	ENSCAFP00000029671
estExt_fgenesh2_pg.C_2670034	ENSCAFP00000035316
estExt_fgenesh2_pg.C_2670083	ENSCAFP00000000667
estExt_fgenesh2_pg.C_2680054	ENSCAFP00000010300
estExt_fgenesh2_pg.C_2680054	ENSCAFP00000014790
estExt_fgenesh2_pg.C_2710039	ENSCAFP00000016921
estExt_fgenesh2_pg.C_2710041	ENSCAFP00000002186
estExt_fgenesh2_pg.C_2720039	ENSCAFP00000017123
estExt_fgenesh2_pg.C_2720045	ENSCAFP00000012660
estExt_fgenesh2_pg.C_2720060	ENSCAFP00000024976
estExt_fgenesh2_pg.C_2720070	ENSCAFP00000011167
estExt_fgenesh2_pg.C_2730014	ENSCAFP00000026276
estExt_fgenesh2_pg.C_2730023	ENSCAFP00000011151
estExt_fgenesh2_pg.C_2730030	ENSCAFP00000012200
estExt_fgenesh2_pg.C_2730038	ENSCAFP00000000999
estExt_fgenesh2_pg.C_2730038	ENSCAFP00000008768
estExt_fgenesh2_pg.C_2730038	ENSCAFP00000007657
estExt_fgenesh2_pg.C_2730038	ENSCAFP00000024933
estExt_fgenesh2_pg.C_2730038	ENSCAFP00000019884
estExt_fgenesh2_pg.C_2730048	ENSCAFP00000011268
estExt_fgenesh2_pg.C_2740017	ENSCAFP00000021184
estExt_fgenesh2_pg.C_2740017	ENSCAFP00000015383
estExt_fgenesh2_pg.C_2750023	ENSCAFP00000029450
estExt_fgenesh2_pg.C_2760028	ENSCAFP00000014708
estExt_fgenesh2_pg.C_2760032	ENSCAFP00000030948
estExt_fgenesh2_pg.C_2770016	ENSCAFP00000021742
estExt_fgenesh2_pg.C_2770023	ENSCAFP00000025411
estExt_fgenesh2_pg.C_2770057	ENSCAFP00000008390
estExt_fgenesh2_pg.C_2780051	ENSCAFP00000025459
estExt_fgenesh2_pg.C_2780053	ENSCAFP00000027915
estExt_fgenesh2_pg.C_2780061	ENSCAFP00000011095
estExt_fgenesh2_pg.C_2780061	ENSCAFP00000036441
estExt_fgenesh2_pg.C_2790009	ENSCAFP00000010566
estExt_fgenesh2_pg.C_2790067	ENSCAFP00000024057
estExt_fgenesh2_pg.C_2790072	ENSCAFP00000018938
estExt_fgenesh2_pg.C_2800043	ENSCAFP00000024298
estExt_fgenesh2_pg.C_2800043	ENSCAFP00000003345
estExt_fgenesh2_pg.C_2800043	ENSCAFP00000033127
estExt_fgenesh2_pg.C_2810062	ENSCAFP00000024383
estExt_fgenesh2_pg.C_2820006	ENSCAFP00000022956
estExt_fgenesh2_pg.C_2830020	ENSCAFP00000019854
estExt_fgenesh2_pg.C_2830042	ENSCAFP00000016549
estExt_fgenesh2_pg.C_2830049	ENSCAFP00000028623
estExt_fgenesh2_pg.C_2840048	ENSCAFP00000010475
estExt_fgenesh2_pg.C_2840050	ENSCAFP00000020974
estExt_fgenesh2_pg.C_2850047	ENSCAFP00000026897
estExt_fgenesh2_pg.C_2850051	ENSCAFP00000010391
estExt_fgenesh2_pg.C_2860031	ENSCAFP00000016235
estExt_fgenesh2_pg.C_2860035	ENSCAFP00000022912
estExt_fgenesh2_pg.C_2860038	ENSCAFP00000008211
estExt_fgenesh2_pg.C_2870067	ENSCAFP00000036540
estExt_fgenesh2_pg.C_2870070	ENSCAFP00000000851
estExt_fgenesh2_pg.C_2890004	ENSCAFP00000026899
estExt_fgenesh2_pg.C_2890013	ENSCAFP00000041559
estExt_fgenesh2_pg.C_2890013	ENSCAFP00000028100
estExt_fgenesh2_pg.C_2890013	ENSCAFP00000034112
estExt_fgenesh2_pg.C_2890013	ENSCAFP00000036054
estExt_fgenesh2_pg.C_2900027	ENSCAFP00000039178
estExt_fgenesh2_pg.C_2900028	ENSCAFP00000000304
estExt_fgenesh2_pg.C_2910015	ENSCAFP00000014949
estExt_fgenesh2_pg.C_2910026	ENSCAFP00000014333
estExt_fgenesh2_pg.C_2920011	ENSCAFP00000029605
estExt_fgenesh2_pg.C_2930024	ENSCAFP00000026378
estExt_fgenesh2_pg.C_2930027	ENSCAFP00000039121
estExt_fgenesh2_pg.C_2940004	ENSCAFP00000014285
estExt_fgenesh2_pg.C_2940015	ENSCAFP00000021131
estExt_fgenesh2_pg.C_2940016	ENSCAFP00000017654
estExt_fgenesh2_pg.C_2940027	ENSCAFP00000003795
estExt_fgenesh2_pg.C_2950033	ENSCAFP00000003064
estExt_fgenesh2_pg.C_2950033	ENSCAFP00000026920
estExt_fgenesh2_pg.C_2960031	ENSCAFP00000041500
estExt_fgenesh2_pg.C_2960033	ENSCAFP00000026853
estExt_fgenesh2_pg.C_2960034	ENSCAFP00000024839
estExt_fgenesh2_pg.C_2960053	ENSCAFP00000003477
estExt_fgenesh2_pg.C_2970004	ENSCAFP00000036004
estExt_fgenesh2_pg.C_2970058	ENSCAFP00000015831
estExt_fgenesh2_pg.C_2970060	ENSCAFP00000027708
estExt_fgenesh2_pg.C_2970060	ENSCAFP00000042431
estExt_fgenesh2_pg.C_2970060	ENSCAFP00000042051
estExt_fgenesh2_pg.C_2970060	ENSCAFP00000038795
estExt_fgenesh2_pg.C_2970060	ENSCAFP00000025713
estExt_fgenesh2_pg.C_2970062	ENSCAFP00000027693
estExt_fgenesh2_pg.C_2970073	ENSCAFP00000027352
estExt_fgenesh2_pg.C_2970073	ENSCAFP00000039334
estExt_fgenesh2_pg.C_2970073	ENSCAFP00000033242
estExt_fgenesh2_pg.C_2980011	ENSCAFP00000015691
estExt_fgenesh2_pg.C_2980052	ENSCAFP00000003408
estExt_fgenesh2_pg.C_2990002	ENSCAFP00000038782
estExt_fgenesh2_pg.C_2990002	ENSCAFP00000012278
estExt_fgenesh2_pg.C_2990006	ENSCAFP00000022291
estExt_fgenesh2_pg.C_3010019	ENSCAFP00000016197
estExt_fgenesh2_pg.C_3010020	ENSCAFP00000018523
estExt_fgenesh2_pg.C_3010050	ENSCAFP00000020332
estExt_fgenesh2_pg.C_3030048	ENSCAFP00000023980
estExt_fgenesh2_pg.C_3030056	ENSCAFP00000027185
estExt_fgenesh2_pg.C_3030056	ENSCAFP00000038532
estExt_fgenesh2_pg.C_3040011	ENSCAFP00000027895
estExt_fgenesh2_pg.C_3040012	ENSCAFP00000025384
estExt_fgenesh2_pg.C_3040022	ENSCAFP00000023707
estExt_fgenesh2_pg.C_3050038	ENSCAFP00000039173
estExt_fgenesh2_pg.C_3050045	ENSCAFP00000023141
estExt_fgenesh2_pg.C_3060019	ENSCAFP00000015062
estExt_fgenesh2_pg.C_3070015	ENSCAFP00000009855
estExt_fgenesh2_pg.C_3090036	ENSCAFP00000033873
estExt_fgenesh2_pg.C_3090040	ENSCAFP00000006292
estExt_fgenesh2_pg.C_3090054	ENSCAFP00000023421
estExt_fgenesh2_pg.C_3110028	ENSCAFP00000005180
estExt_fgenesh2_pg.C_3110058	ENSCAFP00000010806
estExt_fgenesh2_pg.C_3130033	ENSCAFP00000024469
estExt_fgenesh2_pg.C_3140011	ENSCAFP00000028671
estExt_fgenesh2_pg.C_3140019	ENSCAFP00000018167
estExt_fgenesh2_pg.C_3160040	ENSCAFP00000036230
estExt_fgenesh2_pg.C_3160040	ENSCAFP00000020802
estExt_fgenesh2_pg.C_3160046	ENSCAFP00000008703
estExt_fgenesh2_pg.C_3170014	ENSCAFP00000010874
estExt_fgenesh2_pg.C_3180014	ENSCAFP00000003752
estExt_fgenesh2_pg.C_3190006	ENSCAFP00000011070
estExt_fgenesh2_pg.C_3190039	ENSCAFP00000008059
estExt_fgenesh2_pg.C_3200030	ENSCAFP00000012085
estExt_fgenesh2_pg.C_3200030	ENSCAFP00000040755
estExt_fgenesh2_pg.C_3200034	ENSCAFP00000015275
estExt_fgenesh2_pg.C_3210041	ENSCAFP00000037703
estExt_fgenesh2_pg.C_3220006	ENSCAFP00000013797
estExt_fgenesh2_pg.C_3220033	ENSCAFP00000008690
estExt_fgenesh2_pg.C_3220033	ENSCAFP00000018064
estExt_fgenesh2_pg.C_3220034	ENSCAFP00000008705
estExt_fgenesh2_pg.C_3230040	ENSCAFP00000009728
estExt_fgenesh2_pg.C_3240012	ENSCAFP00000002471
estExt_fgenesh2_pg.C_3240014	ENSCAFP00000017823
estExt_fgenesh2_pg.C_3240041	ENSCAFP00000015227
estExt_fgenesh2_pg.C_3240041	ENSCAFP00000006849
estExt_fgenesh2_pg.C_3250006	ENSCAFP00000039665
estExt_fgenesh2_pg.C_3250024	ENSCAFP00000012293
estExt_fgenesh2_pg.C_3250045	ENSCAFP00000021885
estExt_fgenesh2_pg.C_3250045	ENSCAFP00000031063
estExt_fgenesh2_pg.C_3250049	ENSCAFP00000039556
estExt_fgenesh2_pg.C_3250051	ENSCAFP00000008030
estExt_fgenesh2_pg.C_3250059	ENSCAFP00000034786
estExt_fgenesh2_pg.C_3250063	ENSCAFP00000009616
estExt_fgenesh2_pg.C_3260004	ENSCAFP00000012669
estExt_fgenesh2_pg.C_3260011	ENSCAFP00000011757
estExt_fgenesh2_pg.C_3260011	ENSCAFP00000016916
estExt_fgenesh2_pg.C_3260041	ENSCAFP00000028356
estExt_fgenesh2_pg.C_3260046	ENSCAFP00000008845
estExt_fgenesh2_pg.C_3260049	ENSCAFP00000010284
estExt_fgenesh2_pg.C_3260058	ENSCAFP00000014319
estExt_fgenesh2_pg.C_3260058	ENSCAFP00000025582
estExt_fgenesh2_pg.C_3260058	ENSCAFP00000014331
estExt_fgenesh2_pg.C_3260058	ENSCAFP00000035150
estExt_fgenesh2_pg.C_3260058	ENSCAFP00000019089
estExt_fgenesh2_pg.C_3270003	ENSCAFP00000005831
estExt_fgenesh2_pg.C_3270003	ENSCAFP00000001430
estExt_fgenesh2_pg.C_3270011	ENSCAFP00000006886
estExt_fgenesh2_pg.C_3270017	ENSCAFP00000034569
estExt_fgenesh2_pg.C_3270020	ENSCAFP00000007617
estExt_fgenesh2_pg.C_3270026	ENSCAFP00000017148
estExt_fgenesh2_pg.C_3280008	ENSCAFP00000023780
estExt_fgenesh2_pg.C_3280029	ENSCAFP00000001241
estExt_fgenesh2_pg.C_3290011	ENSCAFP00000026610
estExt_fgenesh2_pg.C_3290043	ENSCAFP00000006342
estExt_fgenesh2_pg.C_3300015	ENSCAFP00000043050
estExt_fgenesh2_pg.C_3300016	ENSCAFP00000010730
estExt_fgenesh2_pg.C_3300027	ENSCAFP00000005338
estExt_fgenesh2_pg.C_3300027	ENSCAFP00000007350
estExt_fgenesh2_pg.C_3310018	ENSCAFP00000023778
estExt_fgenesh2_pg.C_3310040	ENSCAFP00000036903
estExt_fgenesh2_pg.C_3310040	ENSCAFP00000028677
estExt_fgenesh2_pg.C_3310042	ENSCAFP00000001220
estExt_fgenesh2_pg.C_3310049	ENSCAFP00000011930
estExt_fgenesh2_pg.C_3330003	ENSCAFP00000019814
estExt_fgenesh2_pg.C_3330011	ENSCAFP00000023105
estExt_fgenesh2_pg.C_3330059	ENSCAFP00000028851
estExt_fgenesh2_pg.C_3350003	ENSCAFP00000010759
estExt_fgenesh2_pg.C_3360014	ENSCAFP00000029342
estExt_fgenesh2_pg.C_3360019	ENSCAFP00000023228
estExt_fgenesh2_pg.C_3360028	ENSCAFP00000001474
estExt_fgenesh2_pg.C_3360032	ENSCAFP00000026973
estExt_fgenesh2_pg.C_3360035	ENSCAFP00000037226
estExt_fgenesh2_pg.C_3360049	ENSCAFP00000013612
estExt_fgenesh2_pg.C_3370004	ENSCAFP00000001265
estExt_fgenesh2_pg.C_3370009	ENSCAFP00000020008
estExt_fgenesh2_pg.C_3380011	ENSCAFP00000024728
estExt_fgenesh2_pg.C_3390002	ENSCAFP00000021519
estExt_fgenesh2_pg.C_3390010	ENSCAFP00000023739
estExt_fgenesh2_pg.C_3410007	ENSCAFP00000037398
estExt_fgenesh2_pg.C_3410010	ENSCAFP00000011238
estExt_fgenesh2_pg.C_3410035	ENSCAFP00000005474
estExt_fgenesh2_pg.C_3420003	ENSCAFP00000041506
estExt_fgenesh2_pg.C_3420003	ENSCAFP00000040131
estExt_fgenesh2_pg.C_3420034	ENSCAFP00000015655
estExt_fgenesh2_pg.C_3440015	ENSCAFP00000038656
estExt_fgenesh2_pg.C_3440016	ENSCAFP00000032205
estExt_fgenesh2_pg.C_3440043	ENSCAFP00000022217
estExt_fgenesh2_pg.C_3450024	ENSCAFP00000003892
estExt_fgenesh2_pg.C_3450024	ENSCAFP00000015858
estExt_fgenesh2_pg.C_3450034	ENSCAFP00000022998
estExt_fgenesh2_pg.C_3450035	ENSCAFP00000042692
estExt_fgenesh2_pg.C_3460006	ENSCAFP00000020209
estExt_fgenesh2_pg.C_3470015	ENSCAFP00000020962
estExt_fgenesh2_pg.C_3470056	ENSCAFP00000040280
estExt_fgenesh2_pg.C_3470056	ENSCAFP00000004850
estExt_fgenesh2_pg.C_3470056	ENSCAFP00000023860
estExt_fgenesh2_pg.C_3490044	ENSCAFP00000029511
estExt_fgenesh2_pg.C_3490047	ENSCAFP00000029779
estExt_fgenesh2_pg.C_3500024	ENSCAFP00000039320
estExt_fgenesh2_pg.C_3500053	ENSCAFP00000001339
estExt_fgenesh2_pg.C_3510016	ENSCAFP00000021468
estExt_fgenesh2_pg.C_3510016	ENSCAFP00000013777
estExt_fgenesh2_pg.C_3510016	ENSCAFP00000040044
estExt_fgenesh2_pg.C_3510022	ENSCAFP00000013446
estExt_fgenesh2_pg.C_3510044	ENSCAFP00000016909
estExt_fgenesh2_pg.C_3510047	ENSCAFP00000018053
estExt_fgenesh2_pg.C_3520021	ENSCAFP00000021602
estExt_fgenesh2_pg.C_3530020	ENSCAFP00000004892
estExt_fgenesh2_pg.C_3530030	ENSCAFP00000020532
estExt_fgenesh2_pg.C_3530030	ENSCAFP00000025906
estExt_fgenesh2_pg.C_3530030	ENSCAFP00000000844
estExt_fgenesh2_pg.C_3550018	ENSCAFP00000029347
estExt_fgenesh2_pg.C_3560021	ENSCAFP00000010468
estExt_fgenesh2_pg.C_3560052	ENSCAFP00000006575
estExt_fgenesh2_pg.C_3580027	ENSCAFP00000026341
estExt_fgenesh2_pg.C_3580030	ENSCAFP00000024231
estExt_fgenesh2_pg.C_3590046	ENSCAFP00000026834
estExt_fgenesh2_pg.C_3600001	ENSCAFP00000008092
estExt_fgenesh2_pg.C_3600024	ENSCAFP00000038478
estExt_fgenesh2_pg.C_3600047	ENSCAFP00000021402
estExt_fgenesh2_pg.C_3610003	ENSCAFP00000014498
estExt_fgenesh2_pg.C_3610003	ENSCAFP00000007209
estExt_fgenesh2_pg.C_3610003	ENSCAFP00000026978
estExt_fgenesh2_pg.C_3610039	ENSCAFP00000026612
estExt_fgenesh2_pg.C_3610039	ENSCAFP00000019248
estExt_fgenesh2_pg.C_3630023	ENSCAFP00000027756
estExt_fgenesh2_pg.C_3630023	ENSCAFP00000024405
estExt_fgenesh2_pg.C_3640026	ENSCAFP00000041306
estExt_fgenesh2_pg.C_3670025	ENSCAFP00000007877
estExt_fgenesh2_pg.C_3680027	ENSCAFP00000024901
estExt_fgenesh2_pg.C_3700032	ENSCAFP00000038556
estExt_fgenesh2_pg.C_3710021	ENSCAFP00000027662
estExt_fgenesh2_pg.C_3710030	ENSCAFP00000029730
estExt_fgenesh2_pg.C_3710043	ENSCAFP00000023374
estExt_fgenesh2_pg.C_3710043	ENSCAFP00000004543
estExt_fgenesh2_pg.C_3710043	ENSCAFP00000010138
estExt_fgenesh2_pg.C_3720010	ENSCAFP00000021707
estExt_fgenesh2_pg.C_3740010	ENSCAFP00000035067
estExt_fgenesh2_pg.C_3750006	ENSCAFP00000001225
estExt_fgenesh2_pg.C_3750018	ENSCAFP00000011305
estExt_fgenesh2_pg.C_3760020	ENSCAFP00000015829
estExt_fgenesh2_pg.C_3760020	ENSCAFP00000037967
estExt_fgenesh2_pg.C_3760020	ENSCAFP00000008490
estExt_fgenesh2_pg.C_3760020	ENSCAFP00000007939
