SINCAM006085	ENSGALP00000000002
SINCAM009623	ENSGALP00000008208
SINCAM012059	ENSGALP00000008211
SINCAM007680	ENSGALP00000008213
SINCAM005887	ENSGALP00000008215
SINCAM005221	ENSGALP00000008216
SINCAM008598	ENSGALP00000008220
SINCAM009626	ENSGALP00000008226
SINCAM010347	ENSGALP00000008227
SINCAM921844	ENSGALP00000008229
SINCAM015266	ENSGALP00000008232
SINCAM007684	ENSGALP00000008235
SINCAM008597	ENSGALP00000008236
SINCAM010348	ENSGALP00000008237
SINCAM005219	ENSGALP00000008240
SINCAM012062	ENSGALP00000008248
SINCAM921456	ENSGALP00000008253
SINCAM008596	ENSGALP00000008254
SINCAM015520	ENSGALP00000008260
SINCAM921845	ENSGALP00000008266
SINCAM008675	ENSGALP00000008267
SINCAM009499	ENSGALP00000008268
SINCAM008595	ENSGALP00000008272
SINCAM015228	ENSGALP00000008273
SINCAM920872	ENSGALP00000008278
SINCAM012063	ENSGALP00000008280
SINCAM007055	ENSGALP00000008285
SINCAM011781	ENSGALP00000008290
SINCAM009628	ENSGALP00000008299
SINCAM010350	ENSGALP00000008304
SINCAM921506	ENSGALP00000008307
SINCAM007056	ENSGALP00000008311
SINCAM922538	ENSGALP00000008312
SINCAM001527	ENSGALP00000008319
SINCAM002710	ENSGALP00000008323
SINCAM010413	ENSGALP00000008329
SINCAM012065	ENSGALP00000008330
SINCAM008594	ENSGALP00000008334
SINCAM012066	ENSGALP00000008336
SINCAM011548	ENSGALP00000008338
SINCAM005311	ENSGALP00000008340
SINCAM007611	ENSGALP00000008341
SINCAM008593	ENSGALP00000008344
SINCAM009495	ENSGALP00000008346
SINCAM013530	ENSGALP00000008350
SINCAM009629	ENSGALP00000008354
SINCAM010351	ENSGALP00000008356
SINCAM011064	ENSGALP00000008367
SINCAM007445	ENSGALP00000008374
SINCAM001526	ENSGALP00000008377
SINCAM921848	ENSGALP00000008383
SINCAM011531	ENSGALP00000008385
SINCAM005109	ENSGALP00000008387
SINCAM008754	ENSGALP00000008391
SINCAM007058	ENSGALP00000008393
SINCAM009493	ENSGALP00000008398
SINCAM009632	ENSGALP00000008399
SINCAM011549	ENSGALP00000008402
SINCAM010353	ENSGALP00000008405
SINCAM009492	ENSGALP00000008413
SINCAM009490	ENSGALP00000008414
SINCAM011048	ENSGALP00000008415
SINCAM001021	ENSGALP00000008417
SINCAM009633	ENSGALP00000008419
SINCAM010354	ENSGALP00000008421
SINCAM922194	ENSGALP00000008423
SINCAM009442	ENSGALP00000008426
SINCAM005112	ENSGALP00000008427
SINCAM011134	ENSGALP00000008428
SINCAM001525	ENSGALP00000008429
SINCAM010356	ENSGALP00000008433
SINCAM011135	ENSGALP00000008435
SINCAM015155	ENSGALP00000008437
SINCAM010357	ENSGALP00000008438
SINCAM008755	ENSGALP00000008442
SINCAM010358	ENSGALP00000008445
SINCAM005115	ENSGALP00000008450
SINCAM010359	ENSGALP00000008451
SINCAM005116	ENSGALP00000008453
SINCAM011137	ENSGALP00000008454
SINCAM009486	ENSGALP00000008458
SINCAM005117	ENSGALP00000008460
SINCAM008758	ENSGALP00000008462
SINCAM009484	ENSGALP00000008463
SINCAM001521	ENSGALP00000008464
SINCAM921253	ENSGALP00000008465
SINCAM005118	ENSGALP00000008467
SINCAM011422	ENSGALP00000008468
SINCAM006740	ENSGALP00000008470
SINCAM922033	ENSGALP00000008472
SINCAM015159	ENSGALP00000008475
SINCAM015157	ENSGALP00000008476
SINCAM008762	ENSGALP00000008478
SINCAM001519	ENSGALP00000008480
SINCAM921480	ENSGALP00000008481
SINCAM006919	ENSGALP00000008485
SINCAM001016	ENSGALP00000008489
SINCAM001518	ENSGALP00000008490
SINCAM008763	ENSGALP00000008491
SINCAM001516	ENSGALP00000008492
SINCAM011420	ENSGALP00000008496
SINCAM009634	ENSGALP00000008498
SINCAM921967	ENSGALP00000008499
SINCAM008722	ENSGALP00000008503
SINCAM900256	ENSGALP00000008505
SINCAM015161	ENSGALP00000008508
SINCAM010360	ENSGALP00000008511
SINCAM012067	ENSGALP00000008521
SINCAM009635	ENSGALP00000008524
SINCAM900194	ENSGALP00000008525
SINCAM006892	ENSGALP00000008530
SINCAM001513	ENSGALP00000008534
SINCAM005120	ENSGALP00000008535
SINCAM900253	ENSGALP00000008538
SINCAM920655	ENSGALP00000008546
SINCAM001083	ENSGALP00000008547
SINCAM005121	ENSGALP00000008551
SINCAM011872	ENSGALP00000008556
SINCAM001081	ENSGALP00000008558
SINCAM002007	ENSGALP00000008559
SINCAM011871	ENSGALP00000008562
SINCAM900284	ENSGALP00000008563
SINCAM008725	ENSGALP00000008566
SINCAM011870	ENSGALP00000008569
SINCAM000046	ENSGALP00000008573
SINCAM001080	ENSGALP00000008574
SINCAM009480	ENSGALP00000008578
SINCAM921809	ENSGALP00000008589
SINCAM008740	ENSGALP00000008593
SINCAM009637	ENSGALP00000008595
SINCAM900285	ENSGALP00000008600
SINCAM922043	ENSGALP00000008603
SINCAM009481	ENSGALP00000008604
SINCAM016141	ENSGALP00000008605
SINCAM921720	ENSGALP00000008613
SINCAM010368	ENSGALP00000008618
SINCAM015166	ENSGALP00000008620
SINCAM017909	ENSGALP00000008628
SINCAM010753	ENSGALP00000008634
SINCAM009908	ENSGALP00000008637
SINCAM000811	ENSGALP00000008644
SINCAM000045	ENSGALP00000008649
SINCAM008737	ENSGALP00000008651
SINCAM900286	ENSGALP00000008657
SINCAM009911	ENSGALP00000008660
SINCAM001480	ENSGALP00000008661
SINCAM010370	ENSGALP00000008663
SINCAM008735	ENSGALP00000008664
SINCAM008698	ENSGALP00000008666
SINCAM920900	ENSGALP00000008669
SINCAM010406	ENSGALP00000008671
SINCAM008697	ENSGALP00000008672
SINCAM009912	ENSGALP00000008673
SINCAM001483	ENSGALP00000008677
SINCAM922032	ENSGALP00000008679
SINCAM000867	ENSGALP00000008685
SINCAM001484	ENSGALP00000008687
SINCAM005405	ENSGALP00000008688
SINCAM009914	ENSGALP00000008691
SINCAM008696	ENSGALP00000008693
SINCAM011417	ENSGALP00000008694
SINCAM922829	ENSGALP00000008695
SINCAM000047	ENSGALP00000008696
SINCAM011042	ENSGALP00000008699
SINCAM920836	ENSGALP00000008702
SINCAM001485	ENSGALP00000008707
SINCAM000048	ENSGALP00000008710
SINCAM000871	ENSGALP00000008711
SINCAM922054	ENSGALP00000008713
SINCAM011742	ENSGALP00000008717
SINCAM000872	ENSGALP00000008721
SINCAM005404	ENSGALP00000008724
SINCAM009915	ENSGALP00000008732
SINCAM006906	ENSGALP00000008735
SINCAM921716	ENSGALP00000008736
SINCAM010402	ENSGALP00000008738
SINCAM010401	ENSGALP00000008742
SINCAM009916	ENSGALP00000008746
SINCAM011043	ENSGALP00000008763
SINCAM011416	ENSGALP00000008764
SINCAM008658	ENSGALP00000008770
SINCAM005402	ENSGALP00000008774
SINCAM922977	ENSGALP00000008780
SINCAM011044	ENSGALP00000008781
SINCAM006600	ENSGALP00000008782
SINCAM010400	ENSGALP00000008785
SINCAM005401	ENSGALP00000008787
SINCAM009917	ENSGALP00000008791
SINCAM010399	ENSGALP00000008794
SINCAM011415	ENSGALP00000008802
SINCAM002786	ENSGALP00000008804
SINCAM011022	ENSGALP00000008805
SINCAM010397	ENSGALP00000008807
SINCAM009918	ENSGALP00000008813
SINCAM922051	ENSGALP00000008818
SINCAM008657	ENSGALP00000008820
SINCAM920457	ENSGALP00000008823
SINCAM900246	ENSGALP00000008824
SINCAM002784	ENSGALP00000008825
SINCAM005400	ENSGALP00000008828
SINCAM921966	ENSGALP00000008830
SINCAM008656	ENSGALP00000008835
SINCAM002785	ENSGALP00000008837
SINCAM007626	ENSGALP00000008839
SINCAM014309	ENSGALP00000008841
SINCAM921965	ENSGALP00000008844
SINCAM921715	ENSGALP00000008845
SINCAM011868	ENSGALP00000008847
SINCAM008655	ENSGALP00000008849
SINCAM009920	ENSGALP00000008851
SINCAM017935	ENSGALP00000008857
SINCAM010985	ENSGALP00000008859
SINCAM921817	ENSGALP00000008863
SINCAM009921	ENSGALP00000008868
SINCAM007689	ENSGALP00000008869
SINCAM009475	ENSGALP00000008871
SINCAM922263	ENSGALP00000008874
SINCAM010987	ENSGALP00000008876
SINCAM921963	ENSGALP00000008878
SINCAM009359	ENSGALP00000008879
SINCAM921961	ENSGALP00000008881
SINCAM921815	ENSGALP00000008882
SINCAM921714	ENSGALP00000008887
SINCAM009459	ENSGALP00000008889
SINCAM014745	ENSGALP00000008890
SINCAM005399	ENSGALP00000008892
SINCAM009458	ENSGALP00000008899
SINCAM011414	ENSGALP00000008904
SINCAM921709	ENSGALP00000008908
SINCAM007436	ENSGALP00000008910
SINCAM008618	ENSGALP00000008916
SINCAM011746	ENSGALP00000008918
SINCAM005397	ENSGALP00000008922
SINCAM011413	ENSGALP00000008924
SINCAM008619	ENSGALP00000008930
SINCAM010393	ENSGALP00000008931
SINCAM007691	ENSGALP00000008938
SINCAM005396	ENSGALP00000008941
SINCAM002782	ENSGALP00000008945
SINCAM920899	ENSGALP00000008947
SINCAM011412	ENSGALP00000008955
SINCAM007693	ENSGALP00000008962
SINCAM011411	ENSGALP00000008967
SINCAM009923	ENSGALP00000008972
SINCAM012431	ENSGALP00000008988
SINCAM005394	ENSGALP00000008990
SINCAM003094	ENSGALP00000008992
SINCAM007065	ENSGALP00000008994
SINCAM007620	ENSGALP00000008995
SINCAM010275	ENSGALP00000008997
SINCAM011052	ENSGALP00000008999
SINCAM011526	ENSGALP00000009002
SINCAM005392	ENSGALP00000009003
SINCAM009712	ENSGALP00000009004
SINCAM010276	ENSGALP00000009006
SINCAM009711	ENSGALP00000009007
SINCAM007619	ENSGALP00000009008
SINCAM011030	ENSGALP00000009011
SINCAM007624	ENSGALP00000009013
SINCAM013380	ENSGALP00000009016
SINCAM007687	ENSGALP00000009017
SINCAM006525	ENSGALP00000009021
SINCAM011525	ENSGALP00000009023
SINCAM011760	ENSGALP00000009026
SINCAM007064	ENSGALP00000009030
SINCAM900054	ENSGALP00000009035
SINCAM002795	ENSGALP00000009037
SINCAM011523	ENSGALP00000009040
SINCAM011053	ENSGALP00000009042
SINCAM920896	ENSGALP00000009045
SINCAM010993	ENSGALP00000009047
SINCAM006952	ENSGALP00000009048
SINCAM922050	ENSGALP00000009051
SINCAM011759	ENSGALP00000009053
SINCAM007615	ENSGALP00000009057
SINCAM006507	ENSGALP00000009058
SINCAM009710	ENSGALP00000009062
SINCAM010992	ENSGALP00000009065
SINCAM010991	ENSGALP00000009066
SINCAM008621	ENSGALP00000009067
SINCAM922217	ENSGALP00000009070
SINCAM011636	ENSGALP00000009074
SINCAM006508	ENSGALP00000009075
SINCAM008622	ENSGALP00000009076
SINCAM900045	ENSGALP00000009081
SINCAM922049	ENSGALP00000009085
SINCAM007617	ENSGALP00000009089
SINCAM010277	ENSGALP00000009094
SINCAM007090	ENSGALP00000009095
SINCAM922603	ENSGALP00000009098
SINCAM006960	ENSGALP00000009102
SINCAM008623	ENSGALP00000009104
SINCAM006961	ENSGALP00000009108
SINCAM922839	ENSGALP00000009110
SINCAM010389	ENSGALP00000009114
SINCAM001495	ENSGALP00000009121
SINCAM007696	ENSGALP00000009122
SINCAM922134	ENSGALP00000009124
SINCAM006959	ENSGALP00000009127
SINCAM008625	ENSGALP00000009129
SINCAM922427	ENSGALP00000009130
SINCAM009781	ENSGALP00000009131
SINCAM008626	ENSGALP00000009132
SINCAM013135	ENSGALP00000009133
SINCAM001920	ENSGALP00000009138
SINCAM008627	ENSGALP00000009139
SINCAM009853	ENSGALP00000009151
SINCAM011054	ENSGALP00000009154
SINCAM008628	ENSGALP00000009155
SINCAM011635	ENSGALP00000009156
SINCAM010387	ENSGALP00000009160
SINCAM922429	ENSGALP00000009161
SINCAM921588	ENSGALP00000009166
SINCAM013133	ENSGALP00000009169
SINCAM010288	ENSGALP00000009174
SINCAM000552	ENSGALP00000009175
SINCAM008803	ENSGALP00000009178
SINCAM010383	ENSGALP00000009187
SINCAM009725	ENSGALP00000009191
SINCAM013132	ENSGALP00000009194
SINCAM013134	ENSGALP00000009199
SINCAM008632	ENSGALP00000009200
SINCAM006954	ENSGALP00000009207
SINCAM010379	ENSGALP00000009212
SINCAM922430	ENSGALP00000009213
SINCAM922325	ENSGALP00000009215
SINCAM010380	ENSGALP00000009217
SINCAM011634	ENSGALP00000009219
SINCAM005389	ENSGALP00000009224
SINCAM010381	ENSGALP00000009226
SINCAM017930	ENSGALP00000009228
SINCAM010382	ENSGALP00000009229
SINCAM013131	ENSGALP00000009230
SINCAM012449	ENSGALP00000009239
SINCAM001498	ENSGALP00000009244
SINCAM007101	ENSGALP00000009247
SINCAM011056	ENSGALP00000009249
SINCAM921587	ENSGALP00000009251
SINCAM010199	ENSGALP00000009253
SINCAM010477	ENSGALP00000009255
SINCAM009424	ENSGALP00000009257
SINCAM011039	ENSGALP00000009262
SINCAM005388	ENSGALP00000009263
SINCAM009423	ENSGALP00000009265
SINCAM012013	ENSGALP00000009272
SINCAM005387	ENSGALP00000009273
SINCAM007425	ENSGALP00000009275
SINCAM005386	ENSGALP00000009278
SINCAM922238	ENSGALP00000009283
SINCAM009396	ENSGALP00000009285
SINCAM014513	ENSGALP00000009286
SINCAM012012	ENSGALP00000009287
SINCAM010475	ENSGALP00000009289
SINCAM000846	ENSGALP00000009290
SINCAM007457	ENSGALP00000009296
SINCAM012010	ENSGALP00000009298
SINCAM001368	ENSGALP00000009301
SINCAM007456	ENSGALP00000009304
SINCAM013520	ENSGALP00000009307
SINCAM001366	ENSGALP00000009309
SINCAM011632	ENSGALP00000009312
SINCAM007455	ENSGALP00000009313
SINCAM009400	ENSGALP00000009314
SINCAM009788	ENSGALP00000009317
SINCAM001364	ENSGALP00000009319
SINCAM900257	ENSGALP00000009321
SINCAM011631	ENSGALP00000009322
SINCAM005385	ENSGALP00000009323
SINCAM011037	ENSGALP00000009329
SINCAM010287	ENSGALP00000009335
SINCAM001375	ENSGALP00000009336
SINCAM017510	ENSGALP00000009339
SINCAM009401	ENSGALP00000009341
SINCAM007454	ENSGALP00000009342
SINCAM001500	ENSGALP00000009344
SINCAM008633	ENSGALP00000009348
SINCAM001376	ENSGALP00000009349
SINCAM009403	ENSGALP00000009351
SINCAM008635	ENSGALP00000009354
SINCAM001379	ENSGALP00000009365
SINCAM011630	ENSGALP00000009367
SINCAM011057	ENSGALP00000009374
SINCAM001382	ENSGALP00000009383
SINCAM005384	ENSGALP00000009387
SINCAM922432	ENSGALP00000009389
SINCAM010837	ENSGALP00000009390
SINCAM008636	ENSGALP00000009393
SINCAM010472	ENSGALP00000009394
SINCAM006904	ENSGALP00000009402
SINCAM005383	ENSGALP00000009403
SINCAM001501	ENSGALP00000009408
SINCAM011210	ENSGALP00000009409
SINCAM921460	ENSGALP00000009410
SINCAM009975	ENSGALP00000009413
SINCAM006968	ENSGALP00000009416
SINCAM008643	ENSGALP00000009417
SINCAM009789	ENSGALP00000009420
SINCAM010471	ENSGALP00000009425
SINCAM007346	ENSGALP00000009427
SINCAM011209	ENSGALP00000009432
SINCAM010839	ENSGALP00000009440
SINCAM007345	ENSGALP00000009447
SINCAM008708	ENSGALP00000009448
SINCAM922433	ENSGALP00000009449
SINCAM920893	ENSGALP00000009456
SINCAM007341	ENSGALP00000009460
SINCAM006971	ENSGALP00000009468
SINCAM013128	ENSGALP00000009470
SINCAM007340	ENSGALP00000009475
SINCAM009791	ENSGALP00000009476
SINCAM922366	ENSGALP00000009477
SINCAM922000	ENSGALP00000009479
SINCAM012032	ENSGALP00000009480
SINCAM922153	ENSGALP00000009481
SINCAM011628	ENSGALP00000009482
SINCAM005239	ENSGALP00000009483
SINCAM010284	ENSGALP00000009486
SINCAM009811	ENSGALP00000009487
SINCAM922237	ENSGALP00000009490
SINCAM005381	ENSGALP00000009493
SINCAM009807	ENSGALP00000009496
SINCAM922235	ENSGALP00000009499
SINCAM005380	ENSGALP00000009503
SINCAM007400	ENSGALP00000009505
SINCAM005379	ENSGALP00000009511
SINCAM007099	ENSGALP00000009512
SINCAM922374	ENSGALP00000009513
SINCAM011625	ENSGALP00000009521
SINCAM008787	ENSGALP00000009523
SINCAM010282	ENSGALP00000009525
SINCAM010841	ENSGALP00000009526
SINCAM009806	ENSGALP00000009528
SINCAM012033	ENSGALP00000009531
SINCAM921998	ENSGALP00000009534
SINCAM005378	ENSGALP00000009538
SINCAM002261	ENSGALP00000009541
SINCAM012654	ENSGALP00000009542
SINCAM005377	ENSGALP00000009544
SINCAM009281	ENSGALP00000009548
SINCAM922373	ENSGALP00000009549
SINCAM922996	ENSGALP00000009550
SINCAM011624	ENSGALP00000009552
SINCAM921364	ENSGALP00000009558
SINCAM921823	ENSGALP00000009563
SINCAM010843	ENSGALP00000009566
SINCAM011623	ENSGALP00000009567
SINCAM005375	ENSGALP00000009569
SINCAM010057	ENSGALP00000009571
SINCAM011206	ENSGALP00000009572
SINCAM004240	ENSGALP00000009575
SINCAM009805	ENSGALP00000009577
SINCAM011620	ENSGALP00000009581
SINCAM005590	ENSGALP00000009582
SINCAM007331	ENSGALP00000009583
SINCAM011619	ENSGALP00000009586
SINCAM009804	ENSGALP00000009588
SINCAM005373	ENSGALP00000009598
SINCAM006939	ENSGALP00000009600
SINCAM001491	ENSGALP00000009602
SINCAM014113	ENSGALP00000009605
SINCAM010845	ENSGALP00000009607
SINCAM921416	ENSGALP00000009608
SINCAM006936	ENSGALP00000009611
SINCAM011618	ENSGALP00000009612
SINCAM010055	ENSGALP00000009617
SINCAM009803	ENSGALP00000009619
SINCAM014200	ENSGALP00000009621
SINCAM013123	ENSGALP00000009623
SINCAM008780	ENSGALP00000009628
SINCAM013122	ENSGALP00000009632
SINCAM011617	ENSGALP00000009635
SINCAM009802	ENSGALP00000009637
SINCAM010062	ENSGALP00000009639
SINCAM012014	ENSGALP00000009642
SINCAM013121	ENSGALP00000009644
SINCAM010064	ENSGALP00000009647
SINCAM003070	ENSGALP00000009651
SINCAM013119	ENSGALP00000009653
SINCAM008714	ENSGALP00000009657
SINCAM012016	ENSGALP00000009661
SINCAM922234	ENSGALP00000009665
SINCAM009404	ENSGALP00000009666
SINCAM922298	ENSGALP00000009669
SINCAM002954	ENSGALP00000009674
SINCAM014450	ENSGALP00000009676
SINCAM013117	ENSGALP00000009678
SINCAM922233	ENSGALP00000009681
SINCAM006792	ENSGALP00000009684
SINCAM009937	ENSGALP00000009685
SINCAM900097	ENSGALP00000009688
SINCAM014452	ENSGALP00000009694
SINCAM922299	ENSGALP00000009697
SINCAM001505	ENSGALP00000009699
SINCAM008713	ENSGALP00000009702
SINCAM900098	ENSGALP00000009708
SINCAM009799	ENSGALP00000009709
SINCAM921950	ENSGALP00000009711
SINCAM012017	ENSGALP00000009715
SINCAM900099	ENSGALP00000009716
SINCAM011172	ENSGALP00000009720
SINCAM009371	ENSGALP00000009723
SINCAM015987	ENSGALP00000009724
SINCAM012021	ENSGALP00000009725
SINCAM009798	ENSGALP00000009726
SINCAM008712	ENSGALP00000009727
SINCAM010848	ENSGALP00000009728
SINCAM011614	ENSGALP00000009731
SINCAM005369	ENSGALP00000009735
SINCAM007433	ENSGALP00000009742
SINCAM921415	ENSGALP00000009743
SINCAM011613	ENSGALP00000009748
SINCAM012028	ENSGALP00000009765
SINCAM008788	ENSGALP00000009768
SINCAM011173	ENSGALP00000009774
SINCAM008790	ENSGALP00000009778
SINCAM010852	ENSGALP00000009781
SINCAM011609	ENSGALP00000009790
SINCAM922333	ENSGALP00000009792
SINCAM011608	ENSGALP00000009795
SINCAM011175	ENSGALP00000009796
SINCAM010854	ENSGALP00000009798
SINCAM014150	ENSGALP00000009799
SINCAM900101	ENSGALP00000009801
SINCAM009943	ENSGALP00000009803
SINCAM010855	ENSGALP00000009806
SINCAM011176	ENSGALP00000009807
SINCAM011607	ENSGALP00000009811
SINCAM005368	ENSGALP00000009813
SINCAM011990	ENSGALP00000009814
SINCAM922300	ENSGALP00000009819
SINCAM922231	ENSGALP00000009821
SINCAM922301	ENSGALP00000009829
SINCAM010469	ENSGALP00000009830
SINCAM005367	ENSGALP00000009832
SINCAM011989	ENSGALP00000009835
SINCAM900102	ENSGALP00000009840
SINCAM922416	ENSGALP00000009844
SINCAM922303	ENSGALP00000009847
SINCAM006934	ENSGALP00000009848
SINCAM011178	ENSGALP00000009850
SINCAM005365	ENSGALP00000009853
SINCAM921989	ENSGALP00000009857
SINCAM010314	ENSGALP00000009858
SINCAM900104	ENSGALP00000009860
SINCAM001254	ENSGALP00000009861
SINCAM922230	ENSGALP00000009863
SINCAM921990	ENSGALP00000009866
SINCAM922415	ENSGALP00000009867
SINCAM922414	ENSGALP00000009879
SINCAM921554	ENSGALP00000009880
SINCAM010859	ENSGALP00000009881
SINCAM006840	ENSGALP00000009883
SINCAM921558	ENSGALP00000009885
SINCAM006932	ENSGALP00000009890
SINCAM011986	ENSGALP00000009892
SINCAM006504	ENSGALP00000009895
SINCAM006509	ENSGALP00000009902
SINCAM007290	ENSGALP00000009910
SINCAM010408	ENSGALP00000009912
SINCAM006839	ENSGALP00000009918
SINCAM011181	ENSGALP00000009926
SINCAM010860	ENSGALP00000009929
SINCAM015958	ENSGALP00000009931
SINCAM014153	ENSGALP00000009937
SINCAM006929	ENSGALP00000009939
SINCAM922756	ENSGALP00000009946
SINCAM005362	ENSGALP00000009947
SINCAM016015	ENSGALP00000009950
SINCAM001641	ENSGALP00000009952
SINCAM006928	ENSGALP00000009954
SINCAM010455	ENSGALP00000009960
SINCAM010861	ENSGALP00000009962
SINCAM014061	ENSGALP00000009966
SINCAM005361	ENSGALP00000009970
SINCAM920665	ENSGALP00000009972
SINCAM010862	ENSGALP00000009974
SINCAM011598	ENSGALP00000009976
SINCAM922154	ENSGALP00000009979
SINCAM920659	ENSGALP00000009982
SINCAM921556	ENSGALP00000009988
SINCAM011809	ENSGALP00000009992
SINCAM921992	ENSGALP00000009996
SINCAM922155	ENSGALP00000010000
SINCAM005359	ENSGALP00000010001
SINCAM010454	ENSGALP00000010002
SINCAM011821	ENSGALP00000010006
SINCAM011595	ENSGALP00000010009
SINCAM014174	ENSGALP00000010010
SINCAM012070	ENSGALP00000010012
SINCAM011540	ENSGALP00000010023
SINCAM010452	ENSGALP00000010032
SINCAM922038	ENSGALP00000010034
SINCAM009954	ENSGALP00000010048
SINCAM001648	ENSGALP00000010060
SINCAM009813	ENSGALP00000010066
SINCAM011541	ENSGALP00000010070
SINCAM005358	ENSGALP00000010073
SINCAM014173	ENSGALP00000010079
SINCAM009815	ENSGALP00000010084
SINCAM009313	ENSGALP00000010085
SINCAM922039	ENSGALP00000010089
SINCAM921945	ENSGALP00000010092
SINCAM006925	ENSGALP00000010093
SINCAM010863	ENSGALP00000010097
SINCAM009956	ENSGALP00000010101
SINCAM922107	ENSGALP00000010103
SINCAM009373	ENSGALP00000010104
SINCAM009817	ENSGALP00000010107
SINCAM001647	ENSGALP00000010110
SINCAM011543	ENSGALP00000010114
SINCAM921993	ENSGALP00000010120
SINCAM014171	ENSGALP00000010121
SINCAM009169	ENSGALP00000010123
SINCAM001827	ENSGALP00000010124
SINCAM003639	ENSGALP00000010125
SINCAM009818	ENSGALP00000010128
SINCAM012025	ENSGALP00000010129
SINCAM011544	ENSGALP00000010132
SINCAM010313	ENSGALP00000010135
SINCAM009425	ENSGALP00000010136
SINCAM010439	ENSGALP00000010140
SINCAM011183	ENSGALP00000010141
SINCAM004022	ENSGALP00000010157
SINCAM009426	ENSGALP00000010165
SINCAM011185	ENSGALP00000010168
SINCAM010442	ENSGALP00000010178
SINCAM009819	ENSGALP00000010182
SINCAM011186	ENSGALP00000010185
SINCAM921470	ENSGALP00000010189
SINCAM922225	ENSGALP00000010193
SINCAM001528	ENSGALP00000010196
SINCAM011188	ENSGALP00000010200
SINCAM009971	ENSGALP00000010201
SINCAM920891	ENSGALP00000010208
SINCAM006187	ENSGALP00000010211
SINCAM009820	ENSGALP00000010212
SINCAM009972	ENSGALP00000010216
SINCAM009821	ENSGALP00000010217
SINCAM007141	ENSGALP00000010221
SINCAM006188	ENSGALP00000010223
SINCAM001529	ENSGALP00000010227
SINCAM009973	ENSGALP00000010236
SINCAM922226	ENSGALP00000010237
SINCAM009822	ENSGALP00000010241
SINCAM922337	ENSGALP00000010242
SINCAM921955	ENSGALP00000010244
SINCAM922757	ENSGALP00000010246
SINCAM007348	ENSGALP00000010251
SINCAM921868	ENSGALP00000010254
SINCAM014197	ENSGALP00000010255
SINCAM011569	ENSGALP00000010258
SINCAM006163	ENSGALP00000010260
SINCAM009823	ENSGALP00000010261
SINCAM011570	ENSGALP00000010262
SINCAM922340	ENSGALP00000010267
SINCAM009422	ENSGALP00000010268
SINCAM001530	ENSGALP00000010269
SINCAM007351	ENSGALP00000010272
SINCAM012326	ENSGALP00000010281
SINCAM009979	ENSGALP00000010282
SINCAM009421	ENSGALP00000010287
SINCAM900108	ENSGALP00000010288
SINCAM007139	ENSGALP00000010290
SINCAM001534	ENSGALP00000010292
SINCAM007144	ENSGALP00000010297
SINCAM009419	ENSGALP00000010298
SINCAM001535	ENSGALP00000010301
SINCAM900110	ENSGALP00000010303
SINCAM009418	ENSGALP00000010308
SINCAM921940	ENSGALP00000010311
SINCAM009429	ENSGALP00000010315
SINCAM900112	ENSGALP00000010316
SINCAM001536	ENSGALP00000010317
