ENSMUSP00000000001	SINCAM012129
ENSMUSP00000032766	SINCAM013056
ENSMUSP00000032768	SINCAM900089
ENSMUSP00000032774	SINCAM013159
ENSMUSP00000032779	SINCAM004676
ENSMUSP00000032781	SINCAM004673
ENSMUSP00000032796	SINCAM017982
ENSMUSP00000032809	SINCAM016152
ENSMUSP00000032815	SINCAM015356
ENSMUSP00000032827	SINCAM013059
ENSMUSP00000032835	SINCAM013060
ENSMUSP00000032839	SINCAM013053
ENSMUSP00000032840	SINCAM013052
ENSMUSP00000032841	SINCAM013051
ENSMUSP00000032842	SINCAM004693
ENSMUSP00000032844	SINCAM004689
ENSMUSP00000032856	SINCAM003315
ENSMUSP00000032865	SINCAM922685
ENSMUSP00000032874	SINCAM900100
ENSMUSP00000032877	SINCAM004696
ENSMUSP00000032879	SINCAM004695
ENSMUSP00000032882	SINCAM004930
ENSMUSP00000032887	SINCAM922017
ENSMUSP00000032888	SINCAM011339
ENSMUSP00000032891	SINCAM011340
ENSMUSP00000032892	SINCAM011336
ENSMUSP00000032895	SINCAM011605
ENSMUSP00000032898	SINCAM004591
ENSMUSP00000032899	SINCAM011608
ENSMUSP00000032907	SINCAM011613
ENSMUSP00000032908	SINCAM011614
ENSMUSP00000032909	SINCAM011615
ENSMUSP00000032927	SINCAM011032
ENSMUSP00000032931	SINCAM004912
ENSMUSP00000032936	SINCAM007350
ENSMUSP00000032946	SINCAM011036
ENSMUSP00000032963	SINCAM004928
ENSMUSP00000032967	SINCAM004006
ENSMUSP00000032969	SINCAM004007
ENSMUSP00000032974	SINCAM008576
ENSMUSP00000032994	SINCAM921703
ENSMUSP00000032998	SINCAM004914
ENSMUSP00000033000	SINCAM011189
ENSMUSP00000033001	SINCAM004055
ENSMUSP00000033004	SINCAM011187
ENSMUSP00000033006	SINCAM011186
ENSMUSP00000033008	SINCAM922233
ENSMUSP00000033009	SINCAM004995
ENSMUSP00000033010	SINCAM011185
ENSMUSP00000033012	SINCAM922234
ENSMUSP00000033018	SINCAM006014
ENSMUSP00000033020	SINCAM921412
ENSMUSP00000033025	SINCAM011205
ENSMUSP00000033030	SINCAM011742
ENSMUSP00000033035	SINCAM921998
ENSMUSP00000033036	SINCAM014745
ENSMUSP00000033044	SINCAM923037
ENSMUSP00000033050	SINCAM011524
ENSMUSP00000033051	SINCAM002771
ENSMUSP00000033053	SINCAM002769
ENSMUSP00000033054	SINCAM011636
ENSMUSP00000033058	SINCAM011635
ENSMUSP00000033070	SINCAM017852
ENSMUSP00000033087	SINCAM014870
ENSMUSP00000033093	SINCAM014750
ENSMUSP00000033121	SINCAM011335
ENSMUSP00000033123	SINCAM011599
ENSMUSP00000033133	SINCAM007264
ENSMUSP00000033136	SINCAM007262
ENSMUSP00000033139	SINCAM007252
ENSMUSP00000033149	SINCAM007233
ENSMUSP00000033154	SINCAM011178
ENSMUSP00000033156	SINCAM011176
ENSMUSP00000033158	SINCAM921989
ENSMUSP00000033159	SINCAM921990
ENSMUSP00000033161	SINCAM921992
ENSMUSP00000033166	SINCAM011250
ENSMUSP00000033169	SINCAM011251
ENSMUSP00000033173	SINCAM011252
ENSMUSP00000033176	SINCAM922011
ENSMUSP00000033178	SINCAM011289
ENSMUSP00000033180	SINCAM011256
ENSMUSP00000033184	SINCAM008121
ENSMUSP00000033189	SINCAM017283
ENSMUSP00000033198	SINCAM011287
ENSMUSP00000033207	SINCAM003040
ENSMUSP00000033230	SINCAM012522
ENSMUSP00000033236	SINCAM011069
ENSMUSP00000033241	SINCAM007229
ENSMUSP00000033255	SINCAM010606
ENSMUSP00000033257	SINCAM007227
ENSMUSP00000033264	SINCAM014695
ENSMUSP00000033275	SINCAM007222
ENSMUSP00000033276	SINCAM007219
ENSMUSP00000033278	SINCAM010154
ENSMUSP00000033282	SINCAM007218
ENSMUSP00000033283	SINCAM016674
ENSMUSP00000033289	SINCAM016725
ENSMUSP00000033290	SINCAM007217
ENSMUSP00000033310	SINCAM007208
ENSMUSP00000033313	SINCAM004632
ENSMUSP00000033325	SINCAM011634
ENSMUSP00000033326	SINCAM922239
ENSMUSP00000033331	SINCAM011628
ENSMUSP00000033333	SINCAM922237
ENSMUSP00000033335	SINCAM011626
ENSMUSP00000033341	SINCAM011618
ENSMUSP00000033342	SINCAM006892
ENSMUSP00000033372	SINCAM004962
ENSMUSP00000033388	SINCAM011700
ENSMUSP00000033394	SINCAM011706
ENSMUSP00000033414	SINCAM010843
ENSMUSP00000033415	SINCAM011697
ENSMUSP00000033418	SINCAM922299
ENSMUSP00000033419	SINCAM922298
ENSMUSP00000033427	SINCAM922282
ENSMUSP00000033430	SINCAM922270
ENSMUSP00000033442	SINCAM922273
ENSMUSP00000033444	SINCAM010848
ENSMUSP00000033450	SINCAM010854
ENSMUSP00000033463	SINCAM009259
ENSMUSP00000033468	SINCAM010869
ENSMUSP00000033473	SINCAM010876
ENSMUSP00000033483	SINCAM922040
ENSMUSP00000033503	SINCAM010784
ENSMUSP00000033505	SINCAM009836
ENSMUSP00000033519	SINCAM004621
ENSMUSP00000033532	SINCAM004714
ENSMUSP00000033539	SINCAM922280
ENSMUSP00000033540	SINCAM011019
ENSMUSP00000033544	SINCAM010753
ENSMUSP00000033545	SINCAM011018
ENSMUSP00000033547	SINCAM010841
ENSMUSP00000033549	SINCAM005142
ENSMUSP00000033560	SINCAM011012
ENSMUSP00000033570	SINCAM010989
ENSMUSP00000033577	SINCAM014248
ENSMUSP00000033581	SINCAM010965
ENSMUSP00000033582	SINCAM922321
ENSMUSP00000033598	SINCAM010826
ENSMUSP00000033608	SINCAM010748
ENSMUSP00000033609	SINCAM010750
ENSMUSP00000033611	SINCAM010737
ENSMUSP00000033634	SINCAM010972
ENSMUSP00000033642	SINCAM010978
ENSMUSP00000033646	SINCAM010838
ENSMUSP00000033650	SINCAM004363
ENSMUSP00000033652	SINCAM004360
ENSMUSP00000033662	SINCAM004374
ENSMUSP00000033664	SINCAM010998
ENSMUSP00000033671	SINCAM004380
ENSMUSP00000033673	SINCAM900246
ENSMUSP00000033683	SINCAM010740
ENSMUSP00000033689	SINCAM010952
ENSMUSP00000033695	SINCAM010962
ENSMUSP00000033715	SINCAM010768
ENSMUSP00000033721	SINCAM004381
ENSMUSP00000033723	SINCAM004370
ENSMUSP00000033727	SINCAM004371
ENSMUSP00000033730	SINCAM004372
ENSMUSP00000033739	SINCAM010472
ENSMUSP00000033749	SINCAM921307
ENSMUSP00000033751	SINCAM921306
ENSMUSP00000033755	SINCAM004351
ENSMUSP00000033756	SINCAM004350
ENSMUSP00000033761	SINCAM922152
ENSMUSP00000033765	SINCAM009651
ENSMUSP00000033769	SINCAM015232
ENSMUSP00000033770	SINCAM015231
ENSMUSP00000033771	SINCAM015229
ENSMUSP00000033809	SINCAM010732
ENSMUSP00000033820	SINCAM921340
ENSMUSP00000033821	SINCAM004521
ENSMUSP00000033824	SINCAM004525
ENSMUSP00000033827	SINCAM004334
ENSMUSP00000033828	SINCAM004428
ENSMUSP00000033839	SINCAM000062
ENSMUSP00000033842	SINCAM002945
ENSMUSP00000033846	SINCAM009094
ENSMUSP00000033866	SINCAM004903
ENSMUSP00000033871	SINCAM004899
ENSMUSP00000033873	SINCAM014030
ENSMUSP00000033875	SINCAM014256
ENSMUSP00000033876	SINCAM014255
ENSMUSP00000033877	SINCAM017408
ENSMUSP00000033880	SINCAM014298
ENSMUSP00000033888	SINCAM922918
ENSMUSP00000033892	SINCAM921316
ENSMUSP00000033898	SINCAM004427
ENSMUSP00000033899	SINCAM921930
ENSMUSP00000033900	SINCAM004425
ENSMUSP00000033901	SINCAM004423
ENSMUSP00000033905	SINCAM004417
ENSMUSP00000033910	SINCAM000816
ENSMUSP00000033913	SINCAM000813
ENSMUSP00000033915	SINCAM000631
ENSMUSP00000033917	SINCAM000628
ENSMUSP00000033918	SINCAM000626
ENSMUSP00000033919	SINCAM010198
ENSMUSP00000033920	SINCAM000621
ENSMUSP00000033927	SINCAM920435
ENSMUSP00000033929	SINCAM000828
ENSMUSP00000033930	SINCAM000829
ENSMUSP00000033933	SINCAM920541
ENSMUSP00000033934	SINCAM004898
ENSMUSP00000033936	SINCAM922808
ENSMUSP00000033939	SINCAM014291
ENSMUSP00000033941	SINCAM007021
ENSMUSP00000033950	SINCAM922821
ENSMUSP00000033952	SINCAM014272
ENSMUSP00000033961	SINCAM014278
ENSMUSP00000033965	SINCAM000618
ENSMUSP00000033973	SINCAM000613
ENSMUSP00000033979	SINCAM921827
ENSMUSP00000033983	SINCAM922835
ENSMUSP00000033990	SINCAM000109
ENSMUSP00000033992	SINCAM920542
ENSMUSP00000033999	SINCAM920507
ENSMUSP00000034000	SINCAM920506
ENSMUSP00000034003	SINCAM000581
ENSMUSP00000034004	SINCAM000578
ENSMUSP00000034015	SINCAM009955
ENSMUSP00000034017	SINCAM000176
ENSMUSP00000034021	SINCAM000642
ENSMUSP00000034023	SINCAM000639
ENSMUSP00000034026	SINCAM000634
ENSMUSP00000034029	SINCAM000221
ENSMUSP00000034030	SINCAM000222
ENSMUSP00000034033	SINCAM000226
ENSMUSP00000034034	SINCAM005954
ENSMUSP00000034041	SINCAM000604
ENSMUSP00000034045	SINCAM920512
ENSMUSP00000034046	SINCAM920511
ENSMUSP00000034048	SINCAM000597
ENSMUSP00000034049	SINCAM000598
ENSMUSP00000034051	SINCAM000594
ENSMUSP00000034053	SINCAM000592
ENSMUSP00000034056	SINCAM000590
ENSMUSP00000034057	SINCAM000652
ENSMUSP00000034060	SINCAM000650
ENSMUSP00000034064	SINCAM003665
ENSMUSP00000034065	SINCAM000649
ENSMUSP00000034074	SINCAM010512
ENSMUSP00000034076	SINCAM010513
ENSMUSP00000034079	SINCAM010518
ENSMUSP00000034085	SINCAM010522
ENSMUSP00000034086	SINCAM010523
ENSMUSP00000034087	SINCAM010524
ENSMUSP00000034090	SINCAM010526
ENSMUSP00000034091	SINCAM010530
ENSMUSP00000034093	SINCAM000726
ENSMUSP00000034094	SINCAM010643
ENSMUSP00000034097	SINCAM010680
ENSMUSP00000034111	SINCAM000218
ENSMUSP00000034115	SINCAM000219
ENSMUSP00000034131	SINCAM010501
ENSMUSP00000034132	SINCAM010502
ENSMUSP00000034133	SINCAM010503
ENSMUSP00000034136	SINCAM010505
ENSMUSP00000034138	SINCAM010506
ENSMUSP00000034140	SINCAM922073
ENSMUSP00000034141	SINCAM010510
ENSMUSP00000034147	SINCAM000310
ENSMUSP00000034150	SINCAM000313
ENSMUSP00000034162	SINCAM002600
ENSMUSP00000034163	SINCAM010435
ENSMUSP00000034164	SINCAM010429
ENSMUSP00000034184	SINCAM010537
ENSMUSP00000034185	SINCAM010538
ENSMUSP00000034187	SINCAM922074
ENSMUSP00000034190	SINCAM010665
ENSMUSP00000034197	SINCAM010671
ENSMUSP00000034203	SINCAM010669
ENSMUSP00000034204	SINCAM922104
ENSMUSP00000034205	SINCAM922046
ENSMUSP00000034206	SINCAM010645
ENSMUSP00000034218	SINCAM922098
ENSMUSP00000034225	SINCAM006347
ENSMUSP00000034226	SINCAM010592
ENSMUSP00000034227	SINCAM010590
ENSMUSP00000034228	SINCAM922093
ENSMUSP00000034239	SINCAM010637
ENSMUSP00000034240	SINCAM010636
ENSMUSP00000034243	SINCAM010631
ENSMUSP00000034244	SINCAM012823
ENSMUSP00000034245	SINCAM010596
ENSMUSP00000034249	SINCAM001550
ENSMUSP00000034260	SINCAM012921
ENSMUSP00000034270	SINCAM010467
ENSMUSP00000034272	SINCAM014442
ENSMUSP00000034277	SINCAM010379
ENSMUSP00000034278	SINCAM010378
ENSMUSP00000034279	SINCAM010377
ENSMUSP00000034280	SINCAM010387
ENSMUSP00000034281	SINCAM010317
ENSMUSP00000034285	SINCAM010391
ENSMUSP00000034287	SINCAM922050
ENSMUSP00000034296	SINCAM013004
ENSMUSP00000034299	SINCAM922475
ENSMUSP00000034300	SINCAM922052
ENSMUSP00000034303	SINCAM010400
ENSMUSP00000034304	SINCAM922090
ENSMUSP00000034308	SINCAM010406
ENSMUSP00000034311	SINCAM922470
ENSMUSP00000034313	SINCAM015022
ENSMUSP00000034326	SINCAM014443
ENSMUSP00000034328	SINCAM000135
ENSMUSP00000034343	SINCAM010355
ENSMUSP00000034349	SINCAM010351
ENSMUSP00000034351	SINCAM010348
ENSMUSP00000034355	SINCAM010346
ENSMUSP00000034359	SINCAM010614
ENSMUSP00000034361	SINCAM010617
ENSMUSP00000034363	SINCAM922089
ENSMUSP00000034365	SINCAM010570
ENSMUSP00000034368	SINCAM015267
ENSMUSP00000034370	SINCAM010541
ENSMUSP00000034371	SINCAM010542
ENSMUSP00000034375	SINCAM010544
ENSMUSP00000034377	SINCAM010597
ENSMUSP00000034378	SINCAM922103
ENSMUSP00000034385	SINCAM010309
ENSMUSP00000034388	SINCAM010305
ENSMUSP00000034392	SINCAM010460
ENSMUSP00000034393	SINCAM010418
ENSMUSP00000034396	SINCAM004652
ENSMUSP00000034398	SINCAM004653
ENSMUSP00000034405	SINCAM004661
ENSMUSP00000034406	SINCAM004660
ENSMUSP00000034408	SINCAM004662
ENSMUSP00000034409	SINCAM005461
ENSMUSP00000034411	SINCAM921361
ENSMUSP00000034413	SINCAM004137
ENSMUSP00000034427	SINCAM010424
ENSMUSP00000034428	SINCAM010425
ENSMUSP00000034429	SINCAM010426
ENSMUSP00000034430	SINCAM010427
ENSMUSP00000034431	SINCAM010554
ENSMUSP00000034432	SINCAM010553
ENSMUSP00000034435	SINCAM922087
ENSMUSP00000034441	SINCAM010685
ENSMUSP00000034457	SINCAM003578
ENSMUSP00000034458	SINCAM003751
ENSMUSP00000034460	SINCAM003908
ENSMUSP00000034463	SINCAM003457
ENSMUSP00000034464	SINCAM003455
ENSMUSP00000034465	SINCAM003519
ENSMUSP00000034466	SINCAM003520
ENSMUSP00000034467	SINCAM003521
ENSMUSP00000034469	SINCAM003437
ENSMUSP00000034470	SINCAM013907
ENSMUSP00000034472	SINCAM013903
ENSMUSP00000034478	SINCAM922710
ENSMUSP00000034487	SINCAM004314
ENSMUSP00000034488	SINCAM004313
ENSMUSP00000034499	SINCAM004766
ENSMUSP00000034507	SINCAM004655
ENSMUSP00000034508	SINCAM017782
ENSMUSP00000034510	SINCAM014019
ENSMUSP00000034512	SINCAM014022
ENSMUSP00000034521	SINCAM013889
ENSMUSP00000034522	SINCAM013899
ENSMUSP00000034524	SINCAM013900
ENSMUSP00000034529	SINCAM004782
ENSMUSP00000034533	SINCAM016180
ENSMUSP00000034534	SINCAM013861
ENSMUSP00000034537	SINCAM013859
ENSMUSP00000034539	SINCAM922707
ENSMUSP00000034541	SINCAM013857
ENSMUSP00000034543	SINCAM923036
ENSMUSP00000034547	SINCAM004783
ENSMUSP00000034552	SINCAM900251
ENSMUSP00000034554	SINCAM013971
ENSMUSP00000034561	SINCAM922737
ENSMUSP00000034562	SINCAM013993
ENSMUSP00000034566	SINCAM922738
ENSMUSP00000034567	SINCAM922739
ENSMUSP00000034568	SINCAM922734
ENSMUSP00000034570	SINCAM012390
ENSMUSP00000034585	SINCAM014000
ENSMUSP00000034588	SINCAM013976
ENSMUSP00000034590	SINCAM013980
ENSMUSP00000034591	SINCAM013957
ENSMUSP00000034592	SINCAM013962
ENSMUSP00000034597	SINCAM013925
ENSMUSP00000034599	SINCAM013920
ENSMUSP00000034607	SINCAM922732
ENSMUSP00000034611	SINCAM013931
ENSMUSP00000034615	SINCAM017233
ENSMUSP00000034620	SINCAM010180
ENSMUSP00000034623	SINCAM013987
ENSMUSP00000034629	SINCAM004078
ENSMUSP00000034630	SINCAM013875
ENSMUSP00000034644	SINCAM922743
ENSMUSP00000034650	SINCAM922741
ENSMUSP00000034653	SINCAM012857
ENSMUSP00000034689	SINCAM014472
ENSMUSP00000034697	SINCAM005320
ENSMUSP00000034699	SINCAM900027
ENSMUSP00000034702	SINCAM922667
ENSMUSP00000034703	SINCAM920558
ENSMUSP00000034713	SINCAM922857
ENSMUSP00000034720	SINCAM900065
ENSMUSP00000034723	SINCAM001068
ENSMUSP00000034731	SINCAM922674
ENSMUSP00000034734	SINCAM900076
ENSMUSP00000034738	SINCAM900080
ENSMUSP00000034739	SINCAM900059
ENSMUSP00000034742	SINCAM016144
ENSMUSP00000034745	SINCAM900057
ENSMUSP00000034746	SINCAM900070
ENSMUSP00000034749	SINCAM001149
ENSMUSP00000034751	SINCAM013198
ENSMUSP00000034754	SINCAM900139
ENSMUSP00000034756	SINCAM900141
ENSMUSP00000034761	SINCAM900142
ENSMUSP00000034763	SINCAM001755
ENSMUSP00000034766	SINCAM900143
ENSMUSP00000034774	SINCAM013079
ENSMUSP00000034775	SINCAM013078
ENSMUSP00000034776	SINCAM922595
ENSMUSP00000034777	SINCAM922594
ENSMUSP00000034785	SINCAM013084
ENSMUSP00000034787	SINCAM003252
ENSMUSP00000034796	SINCAM003256
ENSMUSP00000034801	SINCAM003259
ENSMUSP00000034802	SINCAM921111
ENSMUSP00000034803	SINCAM013953
ENSMUSP00000034811	SINCAM900023
ENSMUSP00000034815	SINCAM013086
ENSMUSP00000034817	SINCAM013085
ENSMUSP00000034827	SINCAM005149
ENSMUSP00000034830	SINCAM900166
ENSMUSP00000034831	SINCAM013188
ENSMUSP00000034832	SINCAM013273
ENSMUSP00000034834	SINCAM013232
ENSMUSP00000034842	SINCAM013250
ENSMUSP00000034843	SINCAM922695
ENSMUSP00000034846	SINCAM013244
ENSMUSP00000034848	SINCAM013280
ENSMUSP00000034851	SINCAM013153
ENSMUSP00000034856	SINCAM922700
ENSMUSP00000034859	SINCAM900177
ENSMUSP00000034862	SINCAM900178
ENSMUSP00000034865	SINCAM001067
ENSMUSP00000034866	SINCAM900179
ENSMUSP00000034874	SINCAM922697
ENSMUSP00000034876	SINCAM013149
ENSMUSP00000034878	SINCAM003532
ENSMUSP00000034879	SINCAM013150
ENSMUSP00000034881	SINCAM922135
ENSMUSP00000034883	SINCAM922699
ENSMUSP00000034889	SINCAM001324
ENSMUSP00000034903	SINCAM002938
ENSMUSP00000034904	SINCAM921068
ENSMUSP00000034905	SINCAM002934
ENSMUSP00000034910	SINCAM002927
ENSMUSP00000034912	SINCAM922599
ENSMUSP00000034913	SINCAM012488
ENSMUSP00000034915	SINCAM922598
ENSMUSP00000034920	SINCAM013074
ENSMUSP00000034927	SINCAM010874
ENSMUSP00000034929	SINCAM900149
ENSMUSP00000034945	SINCAM013092
ENSMUSP00000034946	SINCAM013192
ENSMUSP00000034947	SINCAM013190
ENSMUSP00000034949	SINCAM013266
ENSMUSP00000034955	SINCAM922687
ENSMUSP00000034960	SINCAM922661
ENSMUSP00000034961	SINCAM922660
ENSMUSP00000034964	SINCAM013108
ENSMUSP00000034965	SINCAM013102
ENSMUSP00000034966	SINCAM013105
ENSMUSP00000034969	SINCAM013103
ENSMUSP00000034973	SINCAM013071
ENSMUSP00000034980	SINCAM009268
ENSMUSP00000034981	SINCAM921922
ENSMUSP00000034983	SINCAM009270
ENSMUSP00000034984	SINCAM009278
ENSMUSP00000034986	SINCAM003261
ENSMUSP00000034987	SINCAM003432
ENSMUSP00000034989	SINCAM004681
ENSMUSP00000034991	SINCAM003248
ENSMUSP00000034992	SINCAM921170
ENSMUSP00000035009	SINCAM002203
ENSMUSP00000035010	SINCAM016190
ENSMUSP00000035020	SINCAM001952
ENSMUSP00000035026	SINCAM009484
ENSMUSP00000035027	SINCAM921967
ENSMUSP00000035031	SINCAM009479
ENSMUSP00000035033	SINCAM009480
ENSMUSP00000035034	SINCAM009481
ENSMUSP00000035037	SINCAM009483
ENSMUSP00000035043	SINCAM006564
ENSMUSP00000035045	SINCAM006348
ENSMUSP00000035053	SINCAM921061
ENSMUSP00000035058	SINCAM920829
ENSMUSP00000035065	SINCAM005198
ENSMUSP00000035075	SINCAM001018
ENSMUSP00000035076	SINCAM001017
ENSMUSP00000035078	SINCAM001669
ENSMUSP00000035079	SINCAM001670
ENSMUSP00000035083	SINCAM001673
ENSMUSP00000035092	SINCAM001492
ENSMUSP00000035099	SINCAM001505
ENSMUSP00000035105	SINCAM014903
ENSMUSP00000035110	SINCAM001519
ENSMUSP00000035112	SINCAM001522
ENSMUSP00000035115	SINCAM001525
ENSMUSP00000035116	SINCAM009452
ENSMUSP00000035120	SINCAM001897
ENSMUSP00000035129	SINCAM009393
ENSMUSP00000035148	SINCAM009388
ENSMUSP00000035154	SINCAM001903
ENSMUSP00000035155	SINCAM009387
ENSMUSP00000035157	SINCAM009386
ENSMUSP00000035164	SINCAM920760
ENSMUSP00000035166	SINCAM001892
ENSMUSP00000035167	SINCAM001891
ENSMUSP00000035170	SINCAM920759
ENSMUSP00000035177	SINCAM001916
ENSMUSP00000035179	SINCAM016682
ENSMUSP00000035181	SINCAM001921
ENSMUSP00000035194	SINCAM922162
ENSMUSP00000035196	SINCAM009777
ENSMUSP00000035202	SINCAM009754
ENSMUSP00000035208	SINCAM009861
ENSMUSP00000035214	SINCAM009892
ENSMUSP00000035218	SINCAM009853
ENSMUSP00000035220	SINCAM922150
ENSMUSP00000035222	SINCAM922149
ENSMUSP00000035227	SINCAM922160
ENSMUSP00000035230	SINCAM922161
ENSMUSP00000035232	SINCAM009577
ENSMUSP00000035234	SINCAM009764
ENSMUSP00000035237	SINCAM009765
ENSMUSP00000035240	SINCAM013828
ENSMUSP00000035244	SINCAM001299
ENSMUSP00000035245	SINCAM008155
ENSMUSP00000035246	SINCAM003960
ENSMUSP00000035260	SINCAM015211
ENSMUSP00000035265	SINCAM009703
ENSMUSP00000035289	SINCAM001164
ENSMUSP00000035291	SINCAM003899
ENSMUSP00000035303	SINCAM007915
ENSMUSP00000035304	SINCAM005816
ENSMUSP00000035316	SINCAM922145
ENSMUSP00000035325	SINCAM003774
ENSMUSP00000035326	SINCAM006959
ENSMUSP00000035328	SINCAM000863
ENSMUSP00000035332	SINCAM009371
ENSMUSP00000035351	SINCAM008432
ENSMUSP00000035358	SINCAM922495
ENSMUSP00000035366	SINCAM002201
ENSMUSP00000035375	SINCAM007245
ENSMUSP00000035392	SINCAM922311
ENSMUSP00000035423	SINCAM013314
ENSMUSP00000035433	SINCAM007246
ENSMUSP00000035434	SINCAM014380
ENSMUSP00000035435	SINCAM002633
ENSMUSP00000035437	SINCAM014864
ENSMUSP00000035440	SINCAM007277
ENSMUSP00000035444	SINCAM012245
ENSMUSP00000035445	SINCAM921537
ENSMUSP00000035468	SINCAM007971
ENSMUSP00000035484	SINCAM000791
ENSMUSP00000035489	SINCAM012139
ENSMUSP00000035490	SINCAM001904
ENSMUSP00000035498	SINCAM008240
ENSMUSP00000035506	SINCAM007477
ENSMUSP00000035512	SINCAM008330
ENSMUSP00000035516	SINCAM003349
ENSMUSP00000035549	SINCAM013438
ENSMUSP00000035551	SINCAM920524
ENSMUSP00000035553	SINCAM008144
ENSMUSP00000035569	SINCAM015217
ENSMUSP00000035579	SINCAM000086
ENSMUSP00000035583	SINCAM007241
ENSMUSP00000035584	SINCAM011355
ENSMUSP00000035610	SINCAM007258
ENSMUSP00000035614	SINCAM008728
ENSMUSP00000035616	SINCAM006863
ENSMUSP00000035630	SINCAM004803
ENSMUSP00000035644	SINCAM003121
ENSMUSP00000035649	SINCAM002557
ENSMUSP00000035660	SINCAM001832
ENSMUSP00000035662	SINCAM010224
ENSMUSP00000035663	SINCAM007093
ENSMUSP00000035682	SINCAM920831
ENSMUSP00000035684	SINCAM011578
ENSMUSP00000035709	SINCAM001602
ENSMUSP00000035727	SINCAM921370
ENSMUSP00000035737	SINCAM000532
ENSMUSP00000035743	SINCAM003641
ENSMUSP00000035746	SINCAM013576
ENSMUSP00000035773	SINCAM005438
ENSMUSP00000035781	SINCAM922542
ENSMUSP00000035784	SINCAM921550
ENSMUSP00000035785	SINCAM000596
ENSMUSP00000035800	SINCAM009080
ENSMUSP00000035806	SINCAM922714
ENSMUSP00000035823	SINCAM000149
ENSMUSP00000035826	SINCAM001447
ENSMUSP00000035829	SINCAM003609
ENSMUSP00000035851	SINCAM012590
ENSMUSP00000035860	SINCAM920665
ENSMUSP00000035879	SINCAM004885
ENSMUSP00000035884	SINCAM921565
ENSMUSP00000035898	SINCAM013242
ENSMUSP00000035900	SINCAM006978
ENSMUSP00000035908	SINCAM001963
ENSMUSP00000035918	SINCAM013514
ENSMUSP00000035929	SINCAM004008
ENSMUSP00000035930	SINCAM921077
ENSMUSP00000035948	SINCAM008312
ENSMUSP00000035961	SINCAM921605
ENSMUSP00000035964	SINCAM011362
ENSMUSP00000035976	SINCAM920539
ENSMUSP00000035989	SINCAM920916
ENSMUSP00000035992	SINCAM921991
ENSMUSP00000035999	SINCAM012076
ENSMUSP00000036003	SINCAM006812
ENSMUSP00000036013	SINCAM001683
ENSMUSP00000036016	SINCAM011410
ENSMUSP00000036025	SINCAM000971
ENSMUSP00000036032	SINCAM009392
ENSMUSP00000036039	SINCAM012686
ENSMUSP00000036044	SINCAM003029
ENSMUSP00000036065	SINCAM010120
ENSMUSP00000036076	SINCAM009918
ENSMUSP00000036082	SINCAM003005
ENSMUSP00000036087	SINCAM007368
ENSMUSP00000036093	SINCAM012360
ENSMUSP00000036110	SINCAM000676
ENSMUSP00000036116	SINCAM922481
ENSMUSP00000036119	SINCAM000602
ENSMUSP00000036127	SINCAM005616
ENSMUSP00000036141	SINCAM011281
ENSMUSP00000036149	SINCAM003352
ENSMUSP00000036150	SINCAM008097
ENSMUSP00000036175	SINCAM922329
ENSMUSP00000036177	SINCAM007532
ENSMUSP00000036181	SINCAM003536
ENSMUSP00000036203	SINCAM006873
ENSMUSP00000036206	SINCAM011786
ENSMUSP00000036214	SINCAM007058
ENSMUSP00000036220	SINCAM008335
ENSMUSP00000036227	SINCAM005326
ENSMUSP00000036240	SINCAM001648
ENSMUSP00000036253	SINCAM005193
ENSMUSP00000036257	SINCAM004171
ENSMUSP00000036268	SINCAM011648
ENSMUSP00000036270	SINCAM005304
ENSMUSP00000036277	SINCAM921237
ENSMUSP00000036279	SINCAM008709
ENSMUSP00000036285	SINCAM013070
ENSMUSP00000036288	SINCAM005739
ENSMUSP00000036289	SINCAM012711
ENSMUSP00000036299	SINCAM011852
ENSMUSP00000036320	SINCAM002358
ENSMUSP00000036330	SINCAM005865
ENSMUSP00000036337	SINCAM007865
ENSMUSP00000036347	SINCAM005209
ENSMUSP00000036361	SINCAM012440
ENSMUSP00000036369	SINCAM004388
ENSMUSP00000036382	SINCAM006511
ENSMUSP00000036394	SINCAM005579
ENSMUSP00000036406	SINCAM920858
ENSMUSP00000036410	SINCAM005189
ENSMUSP00000036422	SINCAM921825
ENSMUSP00000036471	SINCAM010580
ENSMUSP00000036477	SINCAM006140
ENSMUSP00000036482	SINCAM002006
ENSMUSP00000036487	SINCAM002193
ENSMUSP00000036491	SINCAM921839
ENSMUSP00000036505	SINCAM007306
ENSMUSP00000036507	SINCAM920893
ENSMUSP00000036523	SINCAM921198
ENSMUSP00000036524	SINCAM002337
ENSMUSP00000036541	SINCAM014419
ENSMUSP00000036571	SINCAM011841
ENSMUSP00000036580	SINCAM013600
ENSMUSP00000036582	SINCAM001396
ENSMUSP00000036591	SINCAM002796
ENSMUSP00000036604	SINCAM004552
ENSMUSP00000036614	SINCAM002282
ENSMUSP00000036625	SINCAM000550
ENSMUSP00000036631	SINCAM013142
ENSMUSP00000036656	SINCAM009492
ENSMUSP00000036674	SINCAM014257
ENSMUSP00000036690	SINCAM005709
ENSMUSP00000036695	SINCAM004069
ENSMUSP00000036697	SINCAM002715
ENSMUSP00000036699	SINCAM017362
ENSMUSP00000036704	SINCAM003528
ENSMUSP00000036705	SINCAM000084
ENSMUSP00000036710	SINCAM001910
ENSMUSP00000036721	SINCAM012753
ENSMUSP00000036725	SINCAM007880
ENSMUSP00000036726	SINCAM003241
