EDO25316	PMZ_0031287-RA
EDO37060	PMZ_0027799-RA
EDO37060	PMZ_0043350-RA
EDO37068	PMZ_0019539-RA
EDO37068	PMZ_0045792-RA
EDO37068	PMZ_0040290-RA
EDO37069	PMZ_0033249-RA
EDO37069	PMZ_0045646-RA
EDO37069	PMZ_0046234-RA
EDO37071	PMZ_0033257-RA
EDO37074	PMZ_0010399-RA
EDO37074	PMZ_0042240-RA
EDO37075	PMZ_0041340-RA
EDO37075	PMZ_0028592-RA
EDO37076	PMZ_0029121-RA
EDO37079	PMZ_0044319-RA
EDO37083	PMZ_0042322-RA
EDO37083	PMZ_0048454-RA
EDO37083	PMZ_0048167-RA
EDO37083	PMZ_0048170-RA
EDO37084	PMZ_0021764-RA
EDO37084	PMZ_0044218-RA
EDO37084	PMZ_0031653-RA
EDO37084	PMZ_0042556-RA
EDO37086	PMZ_0037197-RA
EDO37086	PMZ_0044082-RA
EDO37086	PMZ_0022854-RA
EDO37087	PMZ_0044224-RA
EDO37093	PMZ_0039254-RA
EDO37094	PMZ_0045879-RA
EDO37094	PMZ_0046218-RA
EDO37094	PMZ_0045880-RA
EDO37094	PMZ_0042248-RA
EDO37095	PMZ_0014024-RA
EDO37095	PMZ_0047100-RA
EDO37096	PMZ_0037398-RA
EDO37096	PMZ_0031007-RA
EDO37099	PMZ_0042595-RA
EDO37101	PMZ_0041466-RA
EDO37101	PMZ_0005684-RA
EDO37101	PMZ_0033529-RA
EDO37101	PMZ_0032485-RA
EDO37102	PMZ_0048023-RA
EDO37102	PMZ_0010206-RA
EDO37102	PMZ_0028903-RA
EDO37102	PMZ_0032797-RA
EDO37103	PMZ_0042915-RA
EDO37104	PMZ_0043391-RA
EDO37108	PMZ_0044683-RA
EDO37108	PMZ_0045925-RA
EDO37108	PMZ_0034868-RA
EDO37108	PMZ_0045926-RA
EDO37111	PMZ_0029962-RA
EDO37111	PMZ_0044026-RA
EDO37112	PMZ_0014813-RA
EDO37115	PMZ_0001963-RA
EDO37116	PMZ_0014025-RA
EDO37116	PMZ_0047067-RA
EDO37117	PMZ_0046959-RA
EDO37117	PMZ_0017793-RA
EDO37117	PMZ_0048075-RA
EDO37118	PMZ_0041640-RA
EDO37119	PMZ_0045264-RA
EDO37120	PMZ_0021117-RA
EDO37120	PMZ_0017716-RA
EDO37123	PMZ_0047120-RA
EDO37126	PMZ_0027332-RA
EDO37126	PMZ_0029070-RA
EDO37127	PMZ_0041661-RA
EDO37128	PMZ_0047311-RA
EDO37128	PMZ_0012808-RA
EDO37128	PMZ_0020187-RA
EDO37128	PMZ_0039286-RA
EDO37129	PMZ_0027068-RA
EDO37129	PMZ_0028100-RA
EDO37129	PMZ_0046123-RA
EDO37129	PMZ_0026226-RA
EDO37130	PMZ_0041485-RA
EDO37130	PMZ_0028340-RA
EDO37130	PMZ_0045474-RA
EDO37130	PMZ_0045992-RA
EDO37131	PMZ_0002624-RA
EDO37133	PMZ_0031863-RA
EDO37134	PMZ_0045482-RA
EDO37136	PMZ_0048683-RA
EDO37137	PMZ_0041473-RA
EDO37138	PMZ_0043640-RA
EDO37139	PMZ_0041531-RA
EDO37139	PMZ_0044496-RA
EDO37141	PMZ_0040663-RA
EDO37143	PMZ_0045280-RA
EDO37143	PMZ_0046584-RA
EDO37145	PMZ_0043441-RA
EDO37146	PMZ_0003167-RA
EDO37146	PMZ_0044295-RA
EDO37146	PMZ_0043399-RA
EDO37148	PMZ_0011291-RA
EDO37148	PMZ_0009349-RA
EDO37148	PMZ_0018777-RA
EDO37148	PMZ_0046047-RA
EDO37151	PMZ_0045339-RA
EDO37152	PMZ_0016172-RA
EDO37153	PMZ_0044286-RA
EDO37153	PMZ_0047493-RA
EDO37154	PMZ_0041042-RA
EDO37154	PMZ_0047647-RA
EDO37155	PMZ_0041039-RA
EDO37157	PMZ_0040159-RA
EDO37157	PMZ_0041350-RA
EDO37167	PMZ_0001394-RA
EDO37167	PMZ_0031654-RA
EDO37167	PMZ_0004887-RA
EDO37167	PMZ_0031237-RA
EDO37168	PMZ_0044284-RA
EDO37169	PMZ_0005776-RA
EDO37169	PMZ_0042340-RA
EDO37169	PMZ_0049020-RA
EDO37169	PMZ_0047231-RA
EDO37170	PMZ_0016007-RA
EDO37170	PMZ_0047075-RA
EDO37170	PMZ_0042854-RA
EDO37171	PMZ_0046463-RA
EDO37172	PMZ_0043649-RA
EDO37172	PMZ_0047064-RA
EDO37172	PMZ_0009487-RA
EDO37172	PMZ_0012414-RA
EDO37175	PMZ_0007037-RA
EDO37178	PMZ_0042803-RA
EDO37178	PMZ_0044704-RA
EDO37178	PMZ_0048126-RA
EDO37179	PMZ_0033566-RA
EDO37179	PMZ_0043646-RA
EDO37179	PMZ_0039324-RA
EDO37179	PMZ_0031297-RA
EDO37181	PMZ_0040525-RA
EDO37184	PMZ_0043179-RA
EDO37185	PMZ_0009881-RA
EDO37185	PMZ_0030761-RA
EDO37187	PMZ_0029142-RA
EDO37189	PMZ_0040087-RA
EDO37190	PMZ_0038150-RA
EDO37190	PMZ_0042177-RA
EDO37191	PMZ_0048323-RA
EDO37192	PMZ_0007887-RA
EDO37192	PMZ_0003650-RA
EDO37196	PMZ_0013066-RA
EDO37197	PMZ_0002585-RA
EDO37197	PMZ_0036046-RA
EDO37198	PMZ_0032562-RA
EDO37199	PMZ_0035288-RA
EDO37200	PMZ_0043114-RA
EDO37200	PMZ_0008574-RA
EDO37200	PMZ_0037718-RA
EDO37200	PMZ_0026756-RA
EDO37201	PMZ_0034028-RA
EDO37201	PMZ_0046041-RA
EDO37206	PMZ_0040117-RA
EDO37207	PMZ_0045460-RA
EDO37207	PMZ_0001952-RA
EDO37207	PMZ_0028773-RA
EDO37207	PMZ_0036856-RA
EDO37208	PMZ_0043088-RA
EDO37208	PMZ_0009259-RA
EDO37208	PMZ_0040051-RA
EDO37209	PMZ_0033087-RA
EDO37213	PMZ_0035113-RA
EDO37213	PMZ_0045892-RA
EDO37214	PMZ_0031873-RA
EDO37214	PMZ_0006213-RA
EDO37215	PMZ_0001180-RA
EDO37215	PMZ_0048395-RA
EDO37216	PMZ_0020414-RA
EDO37217	PMZ_0031497-RA
EDO37217	PMZ_0040100-RA
EDO37217	PMZ_0040099-RA
EDO37220	PMZ_0007846-RA
EDO37220	PMZ_0012782-RA
EDO37221	PMZ_0043248-RA
EDO37221	PMZ_0009915-RA
EDO37222	PMZ_0045538-RA
EDO37225	PMZ_0045508-RA
EDO37225	PMZ_0040502-RA
EDO37225	PMZ_0047180-RA
EDO37225	PMZ_0026155-RA
EDO37227	PMZ_0042863-RA
EDO37229	PMZ_0042673-RA
EDO37230	PMZ_0012639-RA
EDO37230	PMZ_0046063-RA
EDO37230	PMZ_0018365-RA
EDO37230	PMZ_0034538-RA
EDO37231	PMZ_0031626-RA
EDO37232	PMZ_0038458-RA
EDO37232	PMZ_0046940-RA
EDO37234	PMZ_0013088-RA
EDO37234	PMZ_0038181-RA
EDO37239	PMZ_0022308-RA
EDO37239	PMZ_0034743-RA
EDO37240	PMZ_0045124-RA
EDO37240	PMZ_0030010-RA
EDO37243	PMZ_0038604-RA
EDO37244	PMZ_0000569-RA
EDO37245	PMZ_0046370-RA
EDO37248	PMZ_0006777-RA
EDO37249	PMZ_0043194-RA
EDO37251	PMZ_0026988-RA
EDO37251	PMZ_0043354-RA
EDO37253	PMZ_0033752-RA
EDO37257	PMZ_0038060-RA
EDO37257	PMZ_0040659-RA
EDO37257	PMZ_0042122-RA
EDO37258	PMZ_0042567-RA
EDO37259	PMZ_0043559-RA
EDO37259	PMZ_0038171-RA
EDO37259	PMZ_0037188-RA
EDO37260	PMZ_0040072-RA
EDO37260	PMZ_0045286-RA
EDO37262	PMZ_0030289-RA
EDO37265	PMZ_0043538-RA
EDO37266	PMZ_0041428-RA
EDO37268	PMZ_0019213-RA
EDO37269	PMZ_0038115-RA
EDO37269	PMZ_0032114-RA
EDO37269	PMZ_0032124-RA
EDO37271	PMZ_0035313-RA
EDO37271	PMZ_0044935-RA
EDO37272	PMZ_0040286-RA
EDO37274	PMZ_0044183-RA
EDO37277	PMZ_0012120-RA
EDO37278	PMZ_0016514-RA
EDO37278	PMZ_0043315-RA
EDO37278	PMZ_0033109-RA
EDO37279	PMZ_0006618-RA
EDO37279	PMZ_0030395-RA
EDO37279	PMZ_0047137-RA
EDO37279	PMZ_0035199-RA
EDO37280	PMZ_0044616-RA
EDO37280	PMZ_0034565-RA
EDO37281	PMZ_0027475-RA
EDO37282	PMZ_0041583-RA
EDO37282	PMZ_0042883-RA
EDO37283	PMZ_0008436-RA
EDO37283	PMZ_0030009-RA
EDO37284	PMZ_0044181-RA
EDO37285	PMZ_0006737-RA
EDO37286	PMZ_0000863-RA
EDO37289	PMZ_0032360-RA
EDO37289	PMZ_0042614-RA
EDO37291	PMZ_0040245-RA
EDO37291	PMZ_0033882-RA
EDO37294	PMZ_0046683-RA
EDO37295	PMZ_0048096-RA
EDO37295	PMZ_0019676-RA
EDO37295	PMZ_0019245-RA
EDO37296	PMZ_0022334-RA
EDO37296	PMZ_0048500-RA
EDO37296	PMZ_0036253-RA
EDO37296	PMZ_0026663-RA
EDO37298	PMZ_0043541-RA
EDO37301	PMZ_0029522-RA
EDO37301	PMZ_0027127-RA
EDO37301	PMZ_0030927-RA
EDO37301	PMZ_0047238-RA
EDO37302	PMZ_0043593-RA
EDO37303	PMZ_0046021-RA
EDO37307	PMZ_0042747-RA
EDO37316	PMZ_0007493-RA
EDO37316	PMZ_0047754-RA
EDO37316	PMZ_0034610-RA
EDO37316	PMZ_0044759-RA
EDO37317	PMZ_0007012-RA
EDO37318	PMZ_0035490-RA
EDO37323	PMZ_0046277-RA
EDO37324	PMZ_0046098-RA
EDO37324	PMZ_0046347-RA
EDO37326	PMZ_0042400-RA
EDO37330	PMZ_0038263-RA
EDO37330	PMZ_0014958-RA
EDO37335	PMZ_0030173-RA
EDO37335	PMZ_0042119-RA
EDO37336	PMZ_0034063-RA
EDO37337	PMZ_0035077-RA
EDO37342	PMZ_0028839-RA
EDO37344	PMZ_0035220-RA
EDO37347	PMZ_0042795-RA
EDO37347	PMZ_0029683-RA
EDO37347	PMZ_0043481-RA
EDO37350	PMZ_0029206-RA
EDO37352	PMZ_0013793-RA
EDO37353	PMZ_0042030-RA
EDO37353	PMZ_0045395-RA
EDO37354	PMZ_0011413-RA
EDO37354	PMZ_0008023-RA
EDO37354	PMZ_0033220-RA
EDO37354	PMZ_0037915-RA
EDO37355	PMZ_0041697-RA
EDO37356	PMZ_0003843-RA
EDO37357	PMZ_0026977-RA
EDO37359	PMZ_0041025-RA
EDO37361	PMZ_0043678-RA
EDO37363	PMZ_0032097-RA
EDO37363	PMZ_0032099-RA
EDO37364	PMZ_0027955-RA
EDO37367	PMZ_0009411-RA
EDO37367	PMZ_0044849-RA
EDO37368	PMZ_0040214-RA
EDO37368	PMZ_0045644-RA
EDO37369	PMZ_0045643-RA
EDO37370	PMZ_0046850-RA
EDO37370	PMZ_0002470-RA
EDO37370	PMZ_0041273-RA
EDO37370	PMZ_0043728-RA
EDO37371	PMZ_0043659-RA
EDO37373	PMZ_0033197-RA
EDO37373	PMZ_0009603-RA
EDO37373	PMZ_0028129-RA
EDO37373	PMZ_0028044-RA
EDO37374	PMZ_0042773-RA
EDO37375	PMZ_0010844-RA
EDO37375	PMZ_0038220-RA
EDO37377	PMZ_0044640-RA
EDO37379	PMZ_0040813-RA
EDO37381	PMZ_0039145-RA
EDO37382	PMZ_0000206-RA
EDO37382	PMZ_0033159-RA
EDO37382	PMZ_0043729-RA
EDO37382	PMZ_0000211-RA
EDO37383	PMZ_0008777-RA
EDO37384	PMZ_0037238-RA
EDO37387	PMZ_0040276-RA
EDO37387	PMZ_0048110-RA
EDO37388	PMZ_0030640-RA
EDO37389	PMZ_0043552-RA
EDO37394	PMZ_0004837-RA
EDO37395	PMZ_0041418-RA
EDO37397	PMZ_0041848-RA
EDO37398	PMZ_0040325-RA
EDO37398	PMZ_0028689-RA
EDO37398	PMZ_0048828-RA
EDO37398	PMZ_0049006-RA
EDO37399	PMZ_0040669-RA
EDO37400	PMZ_0043894-RA
EDO37400	PMZ_0043503-RA
EDO37400	PMZ_0037073-RA
EDO37401	PMZ_0015887-RA
EDO37401	PMZ_0045252-RA
EDO37401	PMZ_0001522-RA
EDO37401	PMZ_0046385-RA
EDO37402	PMZ_0005230-RA
EDO37404	PMZ_0040314-RA
EDO37410	PMZ_0012880-RA
EDO37410	PMZ_0013869-RA
EDO37411	PMZ_0043507-RA
EDO37413	PMZ_0013596-RA
EDO37413	PMZ_0035808-RA
EDO37414	PMZ_0003868-RA
EDO37414	PMZ_0010455-RA
EDO37414	PMZ_0014259-RA
EDO37414	PMZ_0004373-RA
EDO37415	PMZ_0033402-RA
EDO37415	PMZ_0047497-RA
EDO37416	PMZ_0035453-RA
EDO37417	PMZ_0016399-RA
EDO37421	PMZ_0018156-RA
EDO37422	PMZ_0000773-RA
EDO37423	PMZ_0003104-RA
EDO37427	PMZ_0000753-RA
EDO37429	PMZ_0040553-RA
EDO37429	PMZ_0045226-RA
EDO37430	PMZ_0046613-RA
EDO37430	PMZ_0009084-RA
EDO37435	PMZ_0014609-RA
EDO37437	PMZ_0045342-RA
EDO37438	PMZ_0016311-RA
EDO37438	PMZ_0046579-RA
EDO37440	PMZ_0007560-RA
EDO37443	PMZ_0026386-RA
EDO37443	PMZ_0037155-RA
EDO37443	PMZ_0046637-RA
EDO37443	PMZ_0044625-RA
EDO37446	PMZ_0016093-RA
EDO37446	PMZ_0034587-RA
EDO37446	PMZ_0048453-RA
EDO37446	PMZ_0040509-RA
EDO37450	PMZ_0005972-RA
EDO37452	PMZ_0029251-RA
EDO37456	PMZ_0008869-RA
EDO37456	PMZ_0044620-RA
EDO37458	PMZ_0040470-RA
EDO37458	PMZ_0043243-RA
EDO37458	PMZ_0035836-RA
EDO37458	PMZ_0022853-RA
EDO37463	PMZ_0048452-RA
EDO37464	PMZ_0019364-RA
EDO37466	PMZ_0040373-RA
EDO37466	PMZ_0040374-RA
EDO37466	PMZ_0045238-RA
EDO37467	PMZ_0045750-RA
EDO37467	PMZ_0036278-RA
EDO37467	PMZ_0029981-RA
EDO37467	PMZ_0026826-RA
EDO37470	PMZ_0035276-RA
EDO37471	PMZ_0037859-RA
EDO37472	PMZ_0032557-RA
EDO37472	PMZ_0042061-RA
EDO37472	PMZ_0040706-RA
EDO37472	PMZ_0043047-RA
EDO37473	PMZ_0016975-RA
EDO37476	PMZ_0014545-RA
EDO37477	PMZ_0046892-RA
EDO37479	PMZ_0043904-RA
EDO37482	PMZ_0007585-RA
EDO37482	PMZ_0029847-RA
EDO37482	PMZ_0027206-RA
EDO37482	PMZ_0034377-RA
EDO37484	PMZ_0036538-RA
EDO37485	PMZ_0032329-RA
EDO37486	PMZ_0041800-RA
EDO37487	PMZ_0046577-RA
EDO37488	PMZ_0048160-RA
EDO37488	PMZ_0034020-RA
EDO37489	PMZ_0044002-RA
EDO37490	PMZ_0045494-RA
EDO37490	PMZ_0043091-RA
EDO37493	PMZ_0017277-RA
EDO37497	PMZ_0046212-RA
EDO37499	PMZ_0003816-RA
EDO37499	PMZ_0043840-RA
EDO37499	PMZ_0048257-RA
EDO37499	PMZ_0026416-RC
EDO37502	PMZ_0016748-RA
EDO37504	PMZ_0004680-RA
EDO37505	PMZ_0041057-RA
EDO37509	PMZ_0044664-RA
EDO37511	PMZ_0031333-RA
EDO37511	PMZ_0019765-RA
EDO37511	PMZ_0029531-RA
EDO37515	PMZ_0029291-RA
EDO37516	PMZ_0046155-RA
EDO37520	PMZ_0031528-RA
EDO37520	PMZ_0028755-RA
EDO37520	PMZ_0044257-RA
EDO37521	PMZ_0043446-RA
EDO37523	PMZ_0037765-RA
EDO37523	PMZ_0039204-RA
EDO37523	PMZ_0045660-RA
EDO37526	PMZ_0034192-RA
EDO37527	PMZ_0042535-RA
EDO37527	PMZ_0047528-RA
EDO37528	PMZ_0037219-RA
EDO37528	PMZ_0042176-RA
EDO37529	PMZ_0044796-RA
EDO37534	PMZ_0044144-RA
EDO37534	PMZ_0034484-RA
EDO37536	PMZ_0041556-RA
EDO37536	PMZ_0005306-RA
EDO37536	PMZ_0029991-RA
EDO37537	PMZ_0036560-RA
EDO37538	PMZ_0012029-RA
EDO37538	PMZ_0031147-RA
EDO37538	PMZ_0047877-RA
EDO37538	PMZ_0040648-RA
EDO37539	PMZ_0031842-RA
EDO37539	PMZ_0022628-RA
EDO37542	PMZ_0018186-RA
EDO37543	PMZ_0026201-RA
EDO37543	PMZ_0003619-RA
EDO37543	PMZ_0030320-RA
EDO37543	PMZ_0033066-RA
EDO37545	PMZ_0040039-RA
EDO37545	PMZ_0045533-RA
EDO37547	PMZ_0011335-RA
EDO37549	PMZ_0029419-RA
EDO37549	PMZ_0040207-RA
EDO37550	PMZ_0010968-RA
EDO37550	PMZ_0040651-RA
EDO37550	PMZ_0028007-RA
EDO37552	PMZ_0028144-RA
EDO37552	PMZ_0030690-RA
EDO37552	PMZ_0040674-RA
EDO37552	PMZ_0040675-RA
EDO37555	PMZ_0042964-RA
EDO37555	PMZ_0041489-RA
EDO37555	PMZ_0043177-RA
EDO37555	PMZ_0037060-RA
EDO37556	PMZ_0045145-RA
EDO37559	PMZ_0026203-RA
EDO37559	PMZ_0001855-RA
EDO37559	PMZ_0032048-RA
EDO37560	PMZ_0022546-RA
EDO37561	PMZ_0040493-RA
EDO37561	PMZ_0012269-RA
EDO37561	PMZ_0047972-RA
EDO37564	PMZ_0038498-RA
EDO37564	PMZ_0046694-RA
EDO37565	PMZ_0003200-RA
EDO37567	PMZ_0029421-RA
EDO37567	PMZ_0040260-RA
EDO37568	PMZ_0044279-RA
EDO37568	PMZ_0028711-RA
EDO37568	PMZ_0042576-RA
EDO37568	PMZ_0042574-RA
EDO37569	PMZ_0040654-RA
EDO37569	PMZ_0047787-RA
EDO37569	PMZ_0046776-RA
EDO37569	PMZ_0043542-RA
EDO37570	PMZ_0016098-RA
EDO37571	PMZ_0012791-RA
EDO37573	PMZ_0003581-RA
EDO37573	PMZ_0030753-RA
EDO37573	PMZ_0028316-RA
EDO37574	PMZ_0044503-RA
EDO37574	PMZ_0032347-RA
EDO37574	PMZ_0041352-RA
EDO37575	PMZ_0002732-RA
EDO37575	PMZ_0034378-RA
EDO37575	PMZ_0014881-RA
EDO37575	PMZ_0028946-RA
EDO37578	PMZ_0010641-RA
EDO37578	PMZ_0033584-RA
EDO37582	PMZ_0043672-RA
EDO37583	PMZ_0044237-RA
EDO37584	PMZ_0044265-RA
EDO37584	PMZ_0012500-RA
EDO37584	PMZ_0041536-RA
EDO37584	PMZ_0047136-RA
EDO37585	PMZ_0006539-RA
EDO37585	PMZ_0004401-RA
EDO37586	PMZ_0046062-RA
EDO37587	PMZ_0011746-RA
EDO37588	PMZ_0046545-RA
EDO37588	PMZ_0018911-RA
EDO37589	PMZ_0040573-RA
EDO37589	PMZ_0031640-RA
EDO37589	PMZ_0035743-RA
EDO37594	PMZ_0048299-RA
EDO37595	PMZ_0027876-RA
EDO37596	PMZ_0026630-RA
EDO37599	PMZ_0012536-RA
EDO37602	PMZ_0041573-RA
EDO37602	PMZ_0032277-RA
EDO37603	PMZ_0026927-RA
EDO37603	PMZ_0014161-RA
EDO37603	PMZ_0046075-RA
EDO37603	PMZ_0042028-RA
EDO37607	PMZ_0010728-RA
EDO37610	PMZ_0035674-RA
EDO37610	PMZ_0045613-RA
EDO37613	PMZ_0035625-RA
EDO37614	PMZ_0001882-RA
EDO37614	PMZ_0035153-RA
EDO37616	PMZ_0032869-RA
EDO37616	PMZ_0041231-RA
EDO37616	PMZ_0032870-RA
EDO37622	PMZ_0030353-RA
EDO37622	PMZ_0037953-RA
EDO37623	PMZ_0028898-RA
EDO37623	PMZ_0041136-RA
EDO37624	PMZ_0008397-RA
EDO37624	PMZ_0038581-RA
EDO37627	PMZ_0007516-RA
EDO37628	PMZ_0007515-RA
EDO37628	PMZ_0040497-RA
EDO37630	PMZ_0021437-RA
EDO37630	PMZ_0048905-RA
EDO37631	PMZ_0033310-RA
EDO37632	PMZ_0033435-RA
EDO37635	PMZ_0048911-RA
EDO37636	PMZ_0043190-RA
EDO37636	PMZ_0043189-RA
EDO37636	PMZ_0044555-RA
EDO37640	PMZ_0029376-RA
EDO37641	PMZ_0002790-RA
EDO37641	PMZ_0032991-RA
EDO37641	PMZ_0011490-RA
EDO37642	PMZ_0030387-RA
EDO37642	PMZ_0030388-RA
EDO37644	PMZ_0041718-RA
EDO37644	PMZ_0026655-RA
EDO37645	PMZ_0030263-RA
EDO37645	PMZ_0043255-RA
EDO37645	PMZ_0034860-RA
EDO37645	PMZ_0035549-RA
EDO37646	PMZ_0040935-RA
EDO37647	PMZ_0037918-RA
EDO37647	PMZ_0048620-RA
EDO37647	PMZ_0043452-RA
EDO37647	PMZ_0043205-RA
EDO37650	PMZ_0040441-RA
EDO37650	PMZ_0026135-RA
EDO37652	PMZ_0039149-RA
EDO37661	PMZ_0014634-RA
EDO37666	PMZ_0020479-RA
EDO37668	PMZ_0002483-RA
EDO37669	PMZ_0044774-RA
EDO37669	PMZ_0004622-RA
EDO37669	PMZ_0006663-RA
EDO37669	PMZ_0037706-RA
EDO37670	PMZ_0040748-RA
EDO37670	PMZ_0042094-RA
EDO37670	PMZ_0032212-RA
EDO37672	PMZ_0042844-RA
EDO37672	PMZ_0041632-RA
EDO37673	PMZ_0044260-RA
EDO37673	PMZ_0041112-RA
EDO37675	PMZ_0042757-RA
EDO37675	PMZ_0007666-RA
EDO37677	PMZ_0026401-RA
EDO37677	PMZ_0020974-RA
EDO37678	PMZ_0042159-RA
EDO37678	PMZ_0012202-RA
EDO37680	PMZ_0042789-RA
EDO37680	PMZ_0029258-RA
EDO37680	PMZ_0044876-RA
EDO37682	PMZ_0045465-RA
EDO37684	PMZ_0040068-RA
EDO37684	PMZ_0044710-RA
EDO37687	PMZ_0035511-RA
EDO37687	PMZ_0041705-RA
EDO37687	PMZ_0042772-RA
EDO37688	PMZ_0004858-RA
EDO37697	PMZ_0037589-RA
EDO37697	PMZ_0041680-RA
EDO37697	PMZ_0042805-RA
EDO37699	PMZ_0041670-RA
EDO37700	PMZ_0027172-RA
EDO37700	PMZ_0032905-RA
EDO37700	PMZ_0047815-RA
EDO37703	PMZ_0009080-RA
EDO37703	PMZ_0040075-RA
EDO37706	PMZ_0026965-RA
EDO37706	PMZ_0017745-RA
EDO37706	PMZ_0026319-RA
EDO37706	PMZ_0040707-RA
EDO37707	PMZ_0047087-RA
EDO37707	PMZ_0005656-RA
EDO37708	PMZ_0041048-RA
EDO37708	PMZ_0030365-RA
EDO37708	PMZ_0027651-RA
EDO37708	PMZ_0033331-RA
EDO37712	PMZ_0006464-RA
EDO37712	PMZ_0042480-RA
EDO37712	PMZ_0009670-RA
EDO37713	PMZ_0045990-RA
EDO37713	PMZ_0041486-RA
EDO37714	PMZ_0030960-RA
EDO37715	PMZ_0041491-RA
EDO37715	PMZ_0043819-RA
EDO37716	PMZ_0048977-RA
EDO37716	PMZ_0045631-RA
EDO37718	PMZ_0045505-RA
EDO37718	PMZ_0032394-RA
EDO37718	PMZ_0047424-RA
EDO37718	PMZ_0033937-RA
EDO37720	PMZ_0010160-RA
EDO37720	PMZ_0047134-RA
EDO37722	PMZ_0041947-RA
EDO37724	PMZ_0043963-RA
EDO37727	PMZ_0047726-RA
EDO37728	PMZ_0037539-RA
EDO37728	PMZ_0048970-RA
EDO37728	PMZ_0048976-RA
EDO37729	PMZ_0008995-RA
EDO37731	PMZ_0030334-RA
EDO37735	PMZ_0029309-RA
EDO37735	PMZ_0041553-RA
EDO37735	PMZ_0044747-RA
EDO37736	PMZ_0004843-RA
EDO37738	PMZ_0042634-RA
EDO37738	PMZ_0040250-RA
EDO37740	PMZ_0037441-RA
EDO37740	PMZ_0026441-RA
EDO37741	PMZ_0042144-RA
EDO37741	PMZ_0044014-RA
EDO37745	PMZ_0039134-RA
EDO37746	PMZ_0007870-RA
EDO37747	PMZ_0048719-RA
EDO37747	PMZ_0048124-RA
EDO37747	PMZ_0034766-RA
EDO37747	PMZ_0035269-RA
EDO37750	PMZ_0047988-RA
EDO37751	PMZ_0042830-RA
EDO37751	PMZ_0038084-RA
EDO37752	PMZ_0042829-RA
EDO37756	PMZ_0042320-RA
EDO37759	PMZ_0035475-RA
EDO37759	PMZ_0000490-RA
EDO37763	PMZ_0014708-RA
EDO37763	PMZ_0041378-RA
EDO37772	PMZ_0038742-RA
EDO37773	PMZ_0036939-RA
EDO37775	PMZ_0041037-RA
EDO37775	PMZ_0008800-RA
EDO37777	PMZ_0020572-RA
EDO37782	PMZ_0022075-RA
EDO37782	PMZ_0043491-RA
EDO37785	PMZ_0045386-RA
EDO37785	PMZ_0045387-RA
EDO37786	PMZ_0020789-RA
EDO37786	PMZ_0033025-RA
EDO37786	PMZ_0040857-RA
EDO37788	PMZ_0041239-RA
EDO37788	PMZ_0037751-RA
EDO37790	PMZ_0010299-RA
EDO37793	PMZ_0033654-RA
EDO37795	PMZ_0041613-RA
EDO37796	PMZ_0010503-RA
EDO37800	PMZ_0004892-RA
EDO37800	PMZ_0030440-RA
EDO37800	PMZ_0031866-RA
EDO37800	PMZ_0006366-RA
EDO37801	PMZ_0034798-RA
EDO37802	PMZ_0043746-RA
EDO37802	PMZ_0001702-RA
EDO37802	PMZ_0032054-RA
EDO37803	PMZ_0048259-RA
EDO37809	PMZ_0044787-RA
EDO37809	PMZ_0012767-RA
EDO37810	PMZ_0044786-RA
EDO37810	PMZ_0046570-RA
EDO37810	PMZ_0047736-RA
EDO37811	PMZ_0044770-RA
EDO37813	PMZ_0028683-RA
EDO37814	PMZ_0044678-RA
EDO37817	PMZ_0041615-RA
EDO37823	PMZ_0018373-RA
EDO37823	PMZ_0029726-RA
EDO37823	PMZ_0037423-RA
EDO37823	PMZ_0046057-RA
EDO37824	PMZ_0046514-RA
EDO37824	PMZ_0020415-RA
EDO37824	PMZ_0037924-RA
EDO37824	PMZ_0038702-RA
EDO37826	PMZ_0028314-RA
EDO37827	PMZ_0033561-RA
EDO37827	PMZ_0026247-RA
EDO37827	PMZ_0034158-RA
EDO37828	PMZ_0040074-RA
EDO37829	PMZ_0010427-RA
EDO37833	PMZ_0027205-RA
EDO37837	PMZ_0030714-RA
EDO37840	PMZ_0045417-RA
EDO37841	PMZ_0009872-RA
EDO37841	PMZ_0041223-RA
EDO37842	PMZ_0003475-RA
EDO37843	PMZ_0006680-RA
EDO37843	PMZ_0003693-RA
EDO37846	PMZ_0032723-RA
EDO37847	PMZ_0032966-RA
EDO37847	PMZ_0030572-RA
EDO37847	PMZ_0027531-RA
EDO37848	PMZ_0046687-RA
EDO37848	PMZ_0000418-RA
EDO37850	PMZ_0036061-RA
EDO37852	PMZ_0045691-RA
EDO37858	PMZ_0017506-RA
EDO37865	PMZ_0023161-RA
EDO37865	PMZ_0029704-RA
EDO37866	PMZ_0043615-RA
EDO37870	PMZ_0011701-RA
EDO37870	PMZ_0015895-RA
EDO37870	PMZ_0041769-RA
EDO37873	PMZ_0008097-RA
EDO37873	PMZ_0044404-RA
EDO37874	PMZ_0034348-RA
EDO37874	PMZ_0011482-RA
EDO37874	PMZ_0030072-RA
EDO37874	PMZ_0030534-RA
EDO37875	PMZ_0045656-RA
EDO37876	PMZ_0020514-RA
EDO37876	PMZ_0045819-RA
EDO37876	PMZ_0034429-RA
EDO37876	PMZ_0033008-RA
EDO37884	PMZ_0010907-RA
EDO37884	PMZ_0015515-RA
EDO37884	PMZ_0015161-RA
EDO37885	PMZ_0026043-RA
EDO37885	PMZ_0031220-RA
