SINCAM000004	ENSDARP00000101228
SINCAM002420	ENSDARP00000114806
SINCAM002421	ENSDARP00000117813
SINCAM002421	ENSDARP00000099489
SINCAM002422	ENSDARP00000096734
SINCAM002422	ENSDARP00000086788
SINCAM002423	ENSDARP00000096733
SINCAM002424	ENSDARP00000114560
SINCAM002424	ENSDARP00000114600
SINCAM002428	ENSDARP00000058563
SINCAM002428	ENSDARP00000018877
SINCAM002429	ENSDARP00000051678
SINCAM002429	ENSDARP00000107100
SINCAM002430	ENSDARP00000112432
SINCAM002430	ENSDARP00000052364
SINCAM002431	ENSDARP00000104568
SINCAM002432	ENSDARP00000041380
SINCAM002433	ENSDARP00000096457
SINCAM002435	ENSDARP00000114415
SINCAM002435	ENSDARP00000054760
SINCAM002437	ENSDARP00000116840
SINCAM002438	ENSDARP00000066586
SINCAM002440	ENSDARP00000024393
SINCAM002441	ENSDARP00000062744
SINCAM002443	ENSDARP00000124302
SINCAM002443	ENSDARP00000125051
SINCAM002444	ENSDARP00000094833
SINCAM002444	ENSDARP00000125940
SINCAM002445	ENSDARP00000122396
SINCAM002445	ENSDARP00000062857
SINCAM002446	ENSDARP00000119308
SINCAM002446	ENSDARP00000112617
SINCAM002450	ENSDARP00000101519
SINCAM002450	ENSDARP00000106512
SINCAM002455	ENSDARP00000120710
SINCAM002457	ENSDARP00000115495
SINCAM002460	ENSDARP00000099759
SINCAM002460	ENSDARP00000102839
SINCAM002461	ENSDARP00000095264
SINCAM002463	ENSDARP00000038892
SINCAM002463	ENSDARP00000109756
SINCAM002464	ENSDARP00000108126
SINCAM002465	ENSDARP00000070200
SINCAM002467	ENSDARP00000069999
SINCAM002467	ENSDARP00000126187
SINCAM002468	ENSDARP00000126028
SINCAM002469	ENSDARP00000004826
SINCAM002470	ENSDARP00000026303
SINCAM002470	ENSDARP00000052429
SINCAM002471	ENSDARP00000115190
SINCAM002474	ENSDARP00000129286
SINCAM002474	ENSDARP00000104875
SINCAM002475	ENSDARP00000083640
SINCAM002475	ENSDARP00000034848
SINCAM002477	ENSDARP00000122368
SINCAM002477	ENSDARP00000078738
SINCAM002478	ENSDARP00000105977
SINCAM002478	ENSDARP00000089075
SINCAM002479	ENSDARP00000112891
SINCAM002479	ENSDARP00000035342
SINCAM002480	ENSDARP00000082256
SINCAM002480	ENSDARP00000129650
SINCAM002481	ENSDARP00000112460
SINCAM002481	ENSDARP00000100101
SINCAM002482	ENSDARP00000053616
SINCAM002483	ENSDARP00000087420
SINCAM002483	ENSDARP00000063815
SINCAM002484	ENSDARP00000115832
SINCAM002485	ENSDARP00000105643
SINCAM002487	ENSDARP00000122959
SINCAM002487	ENSDARP00000115127
SINCAM002493	ENSDARP00000017632
SINCAM002493	ENSDARP00000108962
SINCAM002494	ENSDARP00000081460
SINCAM002495	ENSDARP00000114217
SINCAM002497	ENSDARP00000081533
SINCAM002497	ENSDARP00000117418
SINCAM002498	ENSDARP00000117880
SINCAM002498	ENSDARP00000034885
SINCAM002499	ENSDARP00000076869
SINCAM002499	ENSDARP00000112074
SINCAM002500	ENSDARP00000113100
SINCAM002500	ENSDARP00000054451
SINCAM002502	ENSDARP00000111490
SINCAM002504	ENSDARP00000013376
SINCAM002504	ENSDARP00000113204
SINCAM002505	ENSDARP00000109025
SINCAM002505	ENSDARP00000072432
SINCAM002506	ENSDARP00000051997
SINCAM002509	ENSDARP00000104835
SINCAM002509	ENSDARP00000101592
SINCAM002510	ENSDARP00000093366
SINCAM002511	ENSDARP00000004218
SINCAM002511	ENSDARP00000001284
SINCAM002514	ENSDARP00000056808
SINCAM002515	ENSDARP00000104169
SINCAM002515	ENSDARP00000052433
SINCAM002516	ENSDARP00000039099
SINCAM002517	ENSDARP00000122549
SINCAM002517	ENSDARP00000009867
SINCAM002518	ENSDARP00000100225
SINCAM002521	ENSDARP00000083042
SINCAM002522	ENSDARP00000090925
SINCAM002522	ENSDARP00000110611
SINCAM002523	ENSDARP00000069627
SINCAM002523	ENSDARP00000070398
SINCAM002524	ENSDARP00000120661
SINCAM002524	ENSDARP00000105074
SINCAM002525	ENSDARP00000124157
SINCAM002526	ENSDARP00000097746
SINCAM002527	ENSDARP00000022783
SINCAM002528	ENSDARP00000089816
SINCAM002529	ENSDARP00000110022
SINCAM002529	ENSDARP00000109302
SINCAM002533	ENSDARP00000060591
SINCAM002534	ENSDARP00000007443
SINCAM002534	ENSDARP00000060596
SINCAM002535	ENSDARP00000102087
SINCAM002535	ENSDARP00000105907
SINCAM002537	ENSDARP00000062687
SINCAM002537	ENSDARP00000110455
SINCAM002538	ENSDARP00000088640
SINCAM002539	ENSDARP00000040554
SINCAM002539	ENSDARP00000115909
SINCAM002542	ENSDARP00000092499
SINCAM002544	ENSDARP00000124392
SINCAM002545	ENSDARP00000105717
SINCAM002545	ENSDARP00000008564
SINCAM002546	ENSDARP00000122756
SINCAM002546	ENSDARP00000052331
SINCAM002547	ENSDARP00000075369
SINCAM002548	ENSDARP00000109540
SINCAM002551	ENSDARP00000068125
SINCAM002552	ENSDARP00000044370
SINCAM002552	ENSDARP00000051909
SINCAM002553	ENSDARP00000116974
SINCAM002554	ENSDARP00000003571
SINCAM002558	ENSDARP00000097641
SINCAM002560	ENSDARP00000089980
SINCAM002560	ENSDARP00000054055
SINCAM002562	ENSDARP00000096920
SINCAM002562	ENSDARP00000105739
SINCAM002563	ENSDARP00000117556
SINCAM002565	ENSDARP00000020000
SINCAM002566	ENSDARP00000009420
SINCAM002567	ENSDARP00000108672
SINCAM002568	ENSDARP00000107119
SINCAM002570	ENSDARP00000075413
SINCAM002570	ENSDARP00000047054
SINCAM002571	ENSDARP00000038676
SINCAM002571	ENSDARP00000118835
SINCAM002573	ENSDARP00000066654
SINCAM002573	ENSDARP00000109123
SINCAM002574	ENSDARP00000120275
SINCAM002574	ENSDARP00000075687
SINCAM002575	ENSDARP00000084801
SINCAM002577	ENSDARP00000099585
SINCAM002577	ENSDARP00000098517
SINCAM002578	ENSDARP00000107279
SINCAM002578	ENSDARP00000091981
SINCAM002579	ENSDARP00000104892
SINCAM002579	ENSDARP00000001240
SINCAM002583	ENSDARP00000103288
SINCAM002583	ENSDARP00000105039
SINCAM002586	ENSDARP00000025933
SINCAM002586	ENSDARP00000106667
SINCAM002587	ENSDARP00000072730
SINCAM002590	ENSDARP00000097547
SINCAM002590	ENSDARP00000109076
SINCAM002591	ENSDARP00000062401
SINCAM002591	ENSDARP00000126183
SINCAM002592	ENSDARP00000094416
SINCAM002592	ENSDARP00000115136
SINCAM002593	ENSDARP00000094591
SINCAM002593	ENSDARP00000112978
SINCAM002595	ENSDARP00000034439
SINCAM002598	ENSDARP00000107936
SINCAM002601	ENSDARP00000123161
SINCAM002602	ENSDARP00000122306
SINCAM002602	ENSDARP00000102251
SINCAM002608	ENSDARP00000102943
SINCAM002609	ENSDARP00000113431
SINCAM002609	ENSDARP00000032411
SINCAM002610	ENSDARP00000089852
SINCAM002610	ENSDARP00000075936
SINCAM002611	ENSDARP00000118828
SINCAM002612	ENSDARP00000118581
SINCAM002612	ENSDARP00000066699
SINCAM002614	ENSDARP00000104887
SINCAM002614	ENSDARP00000066702
SINCAM002615	ENSDARP00000018980
SINCAM002618	ENSDARP00000127811
SINCAM002619	ENSDARP00000118728
SINCAM002620	ENSDARP00000119200
SINCAM002620	ENSDARP00000096775
SINCAM002625	ENSDARP00000022511
SINCAM002625	ENSDARP00000026457
SINCAM002628	ENSDARP00000110909
SINCAM002628	ENSDARP00000015394
SINCAM002629	ENSDARP00000126538
SINCAM002629	ENSDARP00000109447
SINCAM002630	ENSDARP00000056080
SINCAM002630	ENSDARP00000036209
SINCAM002631	ENSDARP00000116827
SINCAM002632	ENSDARP00000096964
SINCAM002632	ENSDARP00000055247
SINCAM002633	ENSDARP00000096966
SINCAM002634	ENSDARP00000098044
SINCAM002635	ENSDARP00000076357
SINCAM002635	ENSDARP00000112107
SINCAM002637	ENSDARP00000110569
SINCAM002637	ENSDARP00000109774
SINCAM002638	ENSDARP00000103330
SINCAM002640	ENSDARP00000093955
SINCAM002641	ENSDARP00000128605
SINCAM002641	ENSDARP00000025057
SINCAM002642	ENSDARP00000100292
SINCAM002642	ENSDARP00000034617
SINCAM002643	ENSDARP00000110764
SINCAM002643	ENSDARP00000124315
SINCAM002645	ENSDARP00000033600
SINCAM002647	ENSDARP00000062079
SINCAM002648	ENSDARP00000110155
SINCAM002649	ENSDARP00000110800
SINCAM002649	ENSDARP00000058247
SINCAM002650	ENSDARP00000106257
SINCAM002650	ENSDARP00000111259
SINCAM002652	ENSDARP00000103477
SINCAM002652	ENSDARP00000108915
SINCAM002655	ENSDARP00000063145
SINCAM002657	ENSDARP00000004700
SINCAM002658	ENSDARP00000088636
SINCAM002659	ENSDARP00000049962
SINCAM002659	ENSDARP00000059298
SINCAM002660	ENSDARP00000109736
SINCAM002661	ENSDARP00000111821
SINCAM002661	ENSDARP00000095520
SINCAM002663	ENSDARP00000088945
SINCAM002663	ENSDARP00000094134
SINCAM002665	ENSDARP00000102504
SINCAM002665	ENSDARP00000105526
SINCAM002667	ENSDARP00000088158
SINCAM002667	ENSDARP00000063150
SINCAM002668	ENSDARP00000099291
SINCAM002668	ENSDARP00000109579
SINCAM002669	ENSDARP00000082121
SINCAM002669	ENSDARP00000098812
SINCAM002672	ENSDARP00000050825
SINCAM002673	ENSDARP00000094372
SINCAM002673	ENSDARP00000064026
SINCAM002674	ENSDARP00000006025
SINCAM002679	ENSDARP00000119869
SINCAM002680	ENSDARP00000096452
SINCAM002687	ENSDARP00000063544
SINCAM002688	ENSDARP00000111600
SINCAM002688	ENSDARP00000099651
SINCAM002689	ENSDARP00000005954
SINCAM002690	ENSDARP00000006445
SINCAM002693	ENSDARP00000021578
SINCAM002694	ENSDARP00000065480
SINCAM002694	ENSDARP00000101160
SINCAM002695	ENSDARP00000111887
SINCAM002696	ENSDARP00000059369
SINCAM002696	ENSDARP00000112489
SINCAM002697	ENSDARP00000099607
SINCAM002698	ENSDARP00000105695
SINCAM002702	ENSDARP00000109353
SINCAM002703	ENSDARP00000052081
SINCAM002705	ENSDARP00000052079
SINCAM002706	ENSDARP00000016213
SINCAM002706	ENSDARP00000111658
SINCAM002707	ENSDARP00000126999
SINCAM002708	ENSDARP00000111422
SINCAM002709	ENSDARP00000128405
SINCAM002711	ENSDARP00000078154
SINCAM002711	ENSDARP00000128247
SINCAM002712	ENSDARP00000126692
SINCAM002713	ENSDARP00000057979
SINCAM002713	ENSDARP00000057985
SINCAM002715	ENSDARP00000097550
SINCAM002715	ENSDARP00000076497
SINCAM002716	ENSDARP00000100113
SINCAM002718	ENSDARP00000121415
SINCAM002718	ENSDARP00000069027
SINCAM002719	ENSDARP00000120737
SINCAM002719	ENSDARP00000115242
SINCAM002720	ENSDARP00000004016
SINCAM002720	ENSDARP00000017784
SINCAM002721	ENSDARP00000092898
SINCAM002721	ENSDARP00000053659
SINCAM002722	ENSDARP00000059840
SINCAM002723	ENSDARP00000126891
SINCAM002723	ENSDARP00000100354
SINCAM002729	ENSDARP00000052929
SINCAM002734	ENSDARP00000038976
SINCAM002735	ENSDARP00000105327
SINCAM002736	ENSDARP00000112940
SINCAM002736	ENSDARP00000085102
SINCAM002740	ENSDARP00000071563
SINCAM002743	ENSDARP00000054083
SINCAM002746	ENSDARP00000090832
SINCAM002746	ENSDARP00000119724
SINCAM002747	ENSDARP00000057159
SINCAM002747	ENSDARP00000123353
SINCAM002750	ENSDARP00000053010
SINCAM002751	ENSDARP00000103321
SINCAM002752	ENSDARP00000108181
SINCAM002752	ENSDARP00000100657
SINCAM002754	ENSDARP00000028496
SINCAM002754	ENSDARP00000069140
SINCAM002757	ENSDARP00000083350
SINCAM002760	ENSDARP00000090299
SINCAM002760	ENSDARP00000106065
SINCAM002761	ENSDARP00000101053
SINCAM002763	ENSDARP00000003173
SINCAM002764	ENSDARP00000117653
SINCAM002765	ENSDARP00000128752
SINCAM002768	ENSDARP00000129555
SINCAM002770	ENSDARP00000110427
SINCAM002774	ENSDARP00000015411
SINCAM002774	ENSDARP00000056640
SINCAM002775	ENSDARP00000078402
SINCAM002775	ENSDARP00000099591
SINCAM002776	ENSDARP00000056639
SINCAM002776	ENSDARP00000068644
SINCAM002778	ENSDARP00000102293
SINCAM002779	ENSDARP00000112095
SINCAM002780	ENSDARP00000103197
SINCAM002780	ENSDARP00000099015
SINCAM002783	ENSDARP00000002813
SINCAM002783	ENSDARP00000126756
SINCAM002784	ENSDARP00000114457
SINCAM002784	ENSDARP00000110603
SINCAM002785	ENSDARP00000068664
SINCAM002786	ENSDARP00000028398
SINCAM002787	ENSDARP00000112089
SINCAM002788	ENSDARP00000106871
SINCAM002790	ENSDARP00000123412
SINCAM002792	ENSDARP00000111832
SINCAM002792	ENSDARP00000041318
SINCAM002796	ENSDARP00000127073
SINCAM002796	ENSDARP00000113109
SINCAM002800	ENSDARP00000070978
SINCAM002805	ENSDARP00000009334
SINCAM002805	ENSDARP00000026456
SINCAM002807	ENSDARP00000021064
SINCAM002807	ENSDARP00000034822
SINCAM002808	ENSDARP00000081094
SINCAM002809	ENSDARP00000076528
SINCAM002809	ENSDARP00000090619
SINCAM002812	ENSDARP00000066782
SINCAM002814	ENSDARP00000129842
SINCAM002814	ENSDARP00000129195
SINCAM002816	ENSDARP00000069204
SINCAM002816	ENSDARP00000111372
SINCAM002818	ENSDARP00000075595
SINCAM002819	ENSDARP00000052239
SINCAM002820	ENSDARP00000071690
SINCAM002820	ENSDARP00000094458
SINCAM002821	ENSDARP00000003671
SINCAM002821	ENSDARP00000112291
SINCAM002823	ENSDARP00000063332
SINCAM002823	ENSDARP00000091524
SINCAM002828	ENSDARP00000101402
SINCAM002830	ENSDARP00000031902
SINCAM002830	ENSDARP00000123585
SINCAM002831	ENSDARP00000116662
SINCAM002837	ENSDARP00000113240
SINCAM002838	ENSDARP00000045134
SINCAM002838	ENSDARP00000090548
SINCAM002840	ENSDARP00000097767
SINCAM002841	ENSDARP00000088637
SINCAM002842	ENSDARP00000008701
SINCAM002842	ENSDARP00000037056
SINCAM002847	ENSDARP00000114466
SINCAM002847	ENSDARP00000041145
SINCAM002848	ENSDARP00000102878
SINCAM002848	ENSDARP00000067234
SINCAM002857	ENSDARP00000121197
SINCAM002857	ENSDARP00000112862
SINCAM002859	ENSDARP00000022975
SINCAM002859	ENSDARP00000098730
SINCAM002860	ENSDARP00000062930
SINCAM002861	ENSDARP00000062934
SINCAM002863	ENSDARP00000070784
SINCAM002864	ENSDARP00000056323
SINCAM002864	ENSDARP00000127140
SINCAM002865	ENSDARP00000067052
SINCAM002870	ENSDARP00000058501
SINCAM002870	ENSDARP00000115671
SINCAM002871	ENSDARP00000061472
SINCAM002872	ENSDARP00000023925
SINCAM002874	ENSDARP00000073020
SINCAM002874	ENSDARP00000108890
SINCAM002875	ENSDARP00000098318
SINCAM002875	ENSDARP00000102992
SINCAM002877	ENSDARP00000078529
SINCAM002882	ENSDARP00000016634
SINCAM002884	ENSDARP00000110743
SINCAM002884	ENSDARP00000111229
SINCAM002886	ENSDARP00000064699
SINCAM002886	ENSDARP00000052103
SINCAM002889	ENSDARP00000100116
SINCAM002889	ENSDARP00000081549
SINCAM002890	ENSDARP00000033788
SINCAM002890	ENSDARP00000106691
SINCAM002891	ENSDARP00000081531
SINCAM002891	ENSDARP00000055133
SINCAM002892	ENSDARP00000050302
SINCAM002894	ENSDARP00000116021
SINCAM002894	ENSDARP00000078070
SINCAM002897	ENSDARP00000068620
SINCAM002905	ENSDARP00000109425
SINCAM002905	ENSDARP00000106120
SINCAM002906	ENSDARP00000091125
SINCAM002906	ENSDARP00000117585
SINCAM002907	ENSDARP00000106040
SINCAM002907	ENSDARP00000009828
SINCAM002909	ENSDARP00000025002
SINCAM002910	ENSDARP00000051885
SINCAM002911	ENSDARP00000115722
SINCAM002912	ENSDARP00000002531
SINCAM002913	ENSDARP00000049683
SINCAM002914	ENSDARP00000120051
SINCAM002919	ENSDARP00000087212
SINCAM002919	ENSDARP00000108817
SINCAM002920	ENSDARP00000033176
SINCAM002920	ENSDARP00000093778
SINCAM002924	ENSDARP00000107837
SINCAM002925	ENSDARP00000029101
SINCAM002926	ENSDARP00000080573
SINCAM002926	ENSDARP00000090487
SINCAM002927	ENSDARP00000105776
SINCAM002930	ENSDARP00000028536
SINCAM002930	ENSDARP00000068701
SINCAM002931	ENSDARP00000063869
SINCAM002933	ENSDARP00000111671
SINCAM002934	ENSDARP00000017790
SINCAM002936	ENSDARP00000093542
SINCAM002938	ENSDARP00000019826
SINCAM002938	ENSDARP00000032422
SINCAM002941	ENSDARP00000125093
SINCAM002943	ENSDARP00000059169
SINCAM002943	ENSDARP00000108615
SINCAM002944	ENSDARP00000081539
SINCAM002944	ENSDARP00000111924
SINCAM002945	ENSDARP00000110577
SINCAM002947	ENSDARP00000076788
SINCAM002948	ENSDARP00000124695
SINCAM002949	ENSDARP00000122512
SINCAM002950	ENSDARP00000129489
SINCAM002952	ENSDARP00000102730
SINCAM002952	ENSDARP00000058937
SINCAM002953	ENSDARP00000127760
SINCAM002954	ENSDARP00000128588
SINCAM002955	ENSDARP00000102884
SINCAM002956	ENSDARP00000077082
SINCAM002957	ENSDARP00000129102
SINCAM002957	ENSDARP00000111041
SINCAM002958	ENSDARP00000053309
SINCAM002959	ENSDARP00000077021
SINCAM002961	ENSDARP00000096642
SINCAM002961	ENSDARP00000127699
SINCAM002965	ENSDARP00000063737
SINCAM002966	ENSDARP00000078783
SINCAM002967	ENSDARP00000025996
SINCAM002968	ENSDARP00000062440
SINCAM002968	ENSDARP00000106282
SINCAM002970	ENSDARP00000070307
SINCAM002971	ENSDARP00000122216
SINCAM002971	ENSDARP00000105811
SINCAM002973	ENSDARP00000113379
SINCAM002974	ENSDARP00000015681
SINCAM002974	ENSDARP00000065651
SINCAM002976	ENSDARP00000072092
SINCAM002976	ENSDARP00000048758
SINCAM002977	ENSDARP00000092376
SINCAM002977	ENSDARP00000116037
SINCAM002978	ENSDARP00000115425
SINCAM002978	ENSDARP00000113191
SINCAM002985	ENSDARP00000024965
SINCAM002986	ENSDARP00000040291
SINCAM002987	ENSDARP00000021046
SINCAM002988	ENSDARP00000127197
SINCAM002988	ENSDARP00000063436
SINCAM002989	ENSDARP00000062382
SINCAM002990	ENSDARP00000049223
SINCAM002991	ENSDARP00000081888
SINCAM002995	ENSDARP00000038816
SINCAM002997	ENSDARP00000029343
SINCAM002997	ENSDARP00000052090
SINCAM002999	ENSDARP00000101672
SINCAM003000	ENSDARP00000079687
SINCAM003000	ENSDARP00000058907
SINCAM003001	ENSDARP00000073054
SINCAM003001	ENSDARP00000106601
SINCAM003003	ENSDARP00000129564
SINCAM003003	ENSDARP00000116133
SINCAM003004	ENSDARP00000089195
SINCAM003004	ENSDARP00000036401
SINCAM003005	ENSDARP00000047833
SINCAM003006	ENSDARP00000008636
SINCAM003007	ENSDARP00000052123
SINCAM003007	ENSDARP00000062790
SINCAM003011	ENSDARP00000076074
SINCAM003011	ENSDARP00000129417
SINCAM003012	ENSDARP00000123630
SINCAM003012	ENSDARP00000074475
SINCAM003014	ENSDARP00000113889
SINCAM003014	ENSDARP00000129129
SINCAM003015	ENSDARP00000129588
SINCAM003016	ENSDARP00000023547
SINCAM003018	ENSDARP00000127821
SINCAM003020	ENSDARP00000006812
SINCAM003021	ENSDARP00000021881
SINCAM003021	ENSDARP00000046783
SINCAM003022	ENSDARP00000011821
SINCAM003024	ENSDARP00000123567
SINCAM003026	ENSDARP00000079851
SINCAM003027	ENSDARP00000109305
SINCAM003027	ENSDARP00000030003
SINCAM003028	ENSDARP00000111211
SINCAM003028	ENSDARP00000011527
SINCAM003029	ENSDARP00000062792
SINCAM003029	ENSDARP00000119179
SINCAM003030	ENSDARP00000112765
SINCAM003031	ENSDARP00000102907
SINCAM003032	ENSDARP00000118202
SINCAM003033	ENSDARP00000043665
SINCAM003038	ENSDARP00000006123
SINCAM003040	ENSDARP00000091393
SINCAM003040	ENSDARP00000094807
SINCAM003041	ENSDARP00000023216
SINCAM003041	ENSDARP00000044936
SINCAM003043	ENSDARP00000014422
SINCAM003043	ENSDARP00000057420
SINCAM003046	ENSDARP00000126691
SINCAM003047	ENSDARP00000023564
SINCAM003047	ENSDARP00000055394
SINCAM003050	ENSDARP00000108836
SINCAM003052	ENSDARP00000118166
SINCAM003052	ENSDARP00000041684
SINCAM003053	ENSDARP00000061828
SINCAM003055	ENSDARP00000079698
SINCAM003057	ENSDARP00000042693
SINCAM003057	ENSDARP00000118388
SINCAM003058	ENSDARP00000116905
SINCAM003059	ENSDARP00000126446
SINCAM003059	ENSDARP00000029456
SINCAM003061	ENSDARP00000112896
SINCAM003061	ENSDARP00000111282
SINCAM003062	ENSDARP00000100263
SINCAM003062	ENSDARP00000004281
SINCAM003063	ENSDARP00000129695
SINCAM003064	ENSDARP00000067775
SINCAM003066	ENSDARP00000128260
SINCAM003067	ENSDARP00000070488
SINCAM003067	ENSDARP00000074186
SINCAM003068	ENSDARP00000074190
SINCAM003075	ENSDARP00000120545
SINCAM003075	ENSDARP00000126403
SINCAM003076	ENSDARP00000008672
SINCAM003077	ENSDARP00000050473
SINCAM003077	ENSDARP00000074794
SINCAM003079	ENSDARP00000114374
SINCAM003079	ENSDARP00000019621
SINCAM003081	ENSDARP00000061333
SINCAM003082	ENSDARP00000107244
SINCAM003083	ENSDARP00000127535
SINCAM003084	ENSDARP00000104159
SINCAM003087	ENSDARP00000108471
SINCAM003088	ENSDARP00000104805
SINCAM003090	ENSDARP00000126910
SINCAM003090	ENSDARP00000110380
SINCAM003091	ENSDARP00000108956
SINCAM003094	ENSDARP00000022543
SINCAM003094	ENSDARP00000086332
SINCAM003095	ENSDARP00000116823
SINCAM003095	ENSDARP00000088226
SINCAM003096	ENSDARP00000120484
SINCAM003098	ENSDARP00000124274
SINCAM003099	ENSDARP00000063705
SINCAM003099	ENSDARP00000021079
SINCAM003100	ENSDARP00000063702
SINCAM003100	ENSDARP00000058092
SINCAM003102	ENSDARP00000108961
SINCAM003103	ENSDARP00000008156
SINCAM003103	ENSDARP00000069055
SINCAM003104	ENSDARP00000015966
SINCAM003105	ENSDARP00000079877
SINCAM003106	ENSDARP00000122805
SINCAM003107	ENSDARP00000109711
SINCAM003108	ENSDARP00000020484
SINCAM003109	ENSDARP00000096167
SINCAM003109	ENSDARP00000110510
SINCAM003111	ENSDARP00000076322
SINCAM003112	ENSDARP00000120472
SINCAM003113	ENSDARP00000058611
SINCAM003113	ENSDARP00000050201
SINCAM003114	ENSDARP00000016128
SINCAM003115	ENSDARP00000062924
SINCAM003116	ENSDARP00000101110
SINCAM003117	ENSDARP00000128043
SINCAM003118	ENSDARP00000063033
SINCAM003119	ENSDARP00000127139
SINCAM003119	ENSDARP00000081545
SINCAM003121	ENSDARP00000084529
SINCAM003121	ENSDARP00000110163
SINCAM003122	ENSDARP00000008022
SINCAM003123	ENSDARP00000081999
SINCAM003123	ENSDARP00000088660
SINCAM003128	ENSDARP00000093386
SINCAM003128	ENSDARP00000104932
SINCAM003129	ENSDARP00000036002
SINCAM003129	ENSDARP00000111941
SINCAM003131	ENSDARP00000095342
SINCAM003132	ENSDARP00000127159
SINCAM003132	ENSDARP00000034979
SINCAM003133	ENSDARP00000105872
SINCAM003133	ENSDARP00000113999
SINCAM003134	ENSDARP00000063027
SINCAM003134	ENSDARP00000094587
SINCAM003136	ENSDARP00000107307
SINCAM003138	ENSDARP00000116237
SINCAM003138	ENSDARP00000043506
SINCAM003140	ENSDARP00000064368
SINCAM003141	ENSDARP00000079716
SINCAM003142	ENSDARP00000122814
SINCAM003142	ENSDARP00000114238
SINCAM003143	ENSDARP00000126735
SINCAM003143	ENSDARP00000125833
SINCAM003145	ENSDARP00000047307
SINCAM003145	ENSDARP00000117579
SINCAM003146	ENSDARP00000064374
SINCAM003148	ENSDARP00000102758
SINCAM003148	ENSDARP00000064379
SINCAM003151	ENSDARP00000107505
SINCAM003153	ENSDARP00000117401
SINCAM003153	ENSDARP00000073427
SINCAM003154	ENSDARP00000012705
SINCAM003154	ENSDARP00000076379
SINCAM003155	ENSDARP00000064418
SINCAM003155	ENSDARP00000016639
SINCAM003156	ENSDARP00000129239
SINCAM003156	ENSDARP00000123551
SINCAM003157	ENSDARP00000118055
SINCAM003158	ENSDARP00000106316
SINCAM003159	ENSDARP00000060189
SINCAM003160	ENSDARP00000058458
SINCAM003160	ENSDARP00000058577
SINCAM003163	ENSDARP00000093328
SINCAM003164	ENSDARP00000097792
SINCAM003164	ENSDARP00000100420
SINCAM003165	ENSDARP00000002357
SINCAM003165	ENSDARP00000072659
SINCAM003166	ENSDARP00000050728
SINCAM003168	ENSDARP00000080840
SINCAM003170	ENSDARP00000091815
SINCAM003170	ENSDARP00000127873
SINCAM003173	ENSDARP00000069597
SINCAM003174	ENSDARP00000069581
SINCAM003175	ENSDARP00000041228
SINCAM003175	ENSDARP00000018865
SINCAM003177	ENSDARP00000069555
SINCAM003179	ENSDARP00000061260
SINCAM003179	ENSDARP00000124989
SINCAM003180	ENSDARP00000091780
SINCAM003180	ENSDARP00000091787
SINCAM003181	ENSDARP00000061172
SINCAM003182	ENSDARP00000122813
SINCAM003184	ENSDARP00000052438
SINCAM003186	ENSDARP00000122466
SINCAM003186	ENSDARP00000025098
