ENSP00000001008	SINLEJ016677
ENSP00000299157	SINLEJ011815
ENSP00000299162	SINLEJ015374
ENSP00000299163	SINLEJ006415
ENSP00000299163	SINLEJ006414
ENSP00000299166	SINLEJ012399
ENSP00000299178	SINLEJ009459
ENSP00000299178	SINLEJ010726
ENSP00000299198	SINLEJ005986
ENSP00000299198	SINLEJ001097
ENSP00000299259	SINLEJ015915
ENSP00000299259	SINLEJ010771
ENSP00000299293	SINLEJ002807
ENSP00000299299	SINLEJ006578
ENSP00000299300	SINLEJ008123
ENSP00000299308	SINLEJ003798
ENSP00000299308	SINLEJ003664
ENSP00000299314	SINLEJ015719
ENSP00000299328	SINLEJ012371
ENSP00000299335	SINLEJ005362
ENSP00000299339	SINLEJ008149
ENSP00000299339	SINLEJ018546
ENSP00000299340	SINLEJ015094
ENSP00000299353	SINLEJ011883
ENSP00000299413	SINLEJ015564
ENSP00000299424	SINLEJ012100
ENSP00000299427	SINLEJ005010
ENSP00000299432	SINLEJ009152
ENSP00000299441	SINLEJ007129
ENSP00000299441	SINLEJ007128
ENSP00000299481	SINLEJ018006
ENSP00000299505	SINLEJ011278
ENSP00000299518	SINLEJ004071
ENSP00000299518	SINLEJ014215
ENSP00000299543	SINLEJ011135
ENSP00000299575	SINLEJ009360
ENSP00000299575	SINLEJ009359
ENSP00000299601	SINLEJ000227
ENSP00000299608	SINLEJ011129
ENSP00000299608	SINLEJ009255
ENSP00000299626	SINLEJ014176
ENSP00000299626	SINLEJ014148
ENSP00000299633	SINLEJ000426
ENSP00000299727	SINLEJ009202
ENSP00000299727	SINLEJ008835
ENSP00000299736	SINLEJ011623
ENSP00000299767	SINLEJ012318
ENSP00000299767	SINLEJ012319
ENSP00000299798	SINLEJ008872
ENSP00000299821	SINLEJ008116
ENSP00000299824	SINLEJ011144
ENSP00000299824	SINLEJ013035
ENSP00000299847	SINLEJ000557
ENSP00000299847	SINLEJ000556
ENSP00000299855	SINLEJ000086
ENSP00000299855	SINLEJ001378
ENSP00000299866	SINLEJ017468
ENSP00000299886	SINLEJ005225
ENSP00000299952	SINLEJ016141
ENSP00000299952	SINLEJ017436
ENSP00000299957	SINLEJ003970
ENSP00000299957	SINLEJ600001
ENSP00000300006	SINLEJ014769
ENSP00000300026	SINLEJ012917
ENSP00000300026	SINLEJ013988
ENSP00000300030	SINLEJ004220
ENSP00000300030	SINLEJ004221
ENSP00000300056	SINLEJ010825
ENSP00000300060	SINLEJ000522
ENSP00000300060	SINLEJ004112
ENSP00000300061	SINLEJ008947
ENSP00000300061	SINLEJ008946
ENSP00000300087	SINLEJ014708
ENSP00000300091	SINLEJ010846
ENSP00000300093	SINLEJ014773
ENSP00000300101	SINLEJ004335
ENSP00000300101	SINLEJ012075
ENSP00000300105	SINLEJ009050
ENSP00000300105	SINLEJ002933
ENSP00000300107	SINLEJ000238
ENSP00000300107	SINLEJ012873
ENSP00000300128	SINLEJ001348
ENSP00000300131	SINLEJ001349
ENSP00000300131	SINLEJ600453
ENSP00000300145	SINLEJ009558
ENSP00000300151	SINLEJ015389
ENSP00000300177	SINLEJ017262
ENSP00000300213	SINLEJ012978
ENSP00000300231	SINLEJ003947
ENSP00000300231	SINLEJ014216
ENSP00000300249	SINLEJ009623
ENSP00000300255	SINLEJ013594
ENSP00000300289	SINLEJ010880
ENSP00000300291	SINLEJ015833
ENSP00000300303	SINLEJ014603
ENSP00000300305	SINLEJ012649
ENSP00000300403	SINLEJ011130
ENSP00000300403	SINLEJ008844
ENSP00000300408	SINLEJ003346
ENSP00000300413	SINLEJ009352
ENSP00000300441	SINLEJ017497
ENSP00000300456	SINLEJ019105
ENSP00000300527	SINLEJ600269
ENSP00000300584	SINLEJ004081
ENSP00000300589	SINLEJ013378
ENSP00000300589	SINLEJ013379
ENSP00000300591	SINLEJ000306
ENSP00000300591	SINLEJ004153
ENSP00000300605	SINLEJ012778
ENSP00000300619	SINLEJ015994
ENSP00000300619	SINLEJ017017
ENSP00000300648	SINLEJ011510
ENSP00000300651	SINLEJ001388
ENSP00000300651	SINLEJ003262
ENSP00000300658	SINLEJ003350
ENSP00000300659	SINLEJ011136
ENSP00000300737	SINLEJ017622
ENSP00000300737	SINLEJ002889
ENSP00000300738	SINLEJ018895
ENSP00000300747	SINLEJ015532
ENSP00000300747	SINLEJ017872
ENSP00000300784	SINLEJ010915
ENSP00000300896	SINLEJ015376
ENSP00000300896	SINLEJ015379
ENSP00000300900	SINLEJ019146
ENSP00000300900	SINLEJ019369
ENSP00000300935	SINLEJ003988
ENSP00000300935	SINLEJ010731
ENSP00000300976	SINLEJ004148
ENSP00000301011	SINLEJ009333
ENSP00000301012	SINLEJ018791
ENSP00000301012	SINLEJ018948
ENSP00000301021	SINLEJ008899
ENSP00000301021	SINLEJ016325
ENSP00000301030	SINLEJ009230
ENSP00000301030	SINLEJ009228
ENSP00000301067	SINLEJ600383
ENSP00000301067	SINLEJ600384
ENSP00000301072	SINLEJ007277
ENSP00000301141	SINLEJ008938
ENSP00000301178	SINLEJ002032
ENSP00000301178	SINLEJ001109
ENSP00000301204	SINLEJ014559
ENSP00000301244	SINLEJ000817
ENSP00000301280	SINLEJ010810
ENSP00000301295	SINLEJ019003
ENSP00000301310	SINLEJ017230
ENSP00000301327	SINLEJ017567
ENSP00000301327	SINLEJ003927
ENSP00000301329	SINLEJ015384
ENSP00000301335	SINLEJ003546
ENSP00000301364	SINLEJ016394
ENSP00000301391	SINLEJ006958
ENSP00000301452	SINLEJ000283
ENSP00000301454	SINLEJ017680
ENSP00000301457	SINLEJ009951
ENSP00000301457	SINLEJ013308
ENSP00000301463	SINLEJ001655
ENSP00000301463	SINLEJ001656
ENSP00000301466	SINLEJ001649
ENSP00000301529	SINLEJ017769
ENSP00000301599	SINLEJ007833
ENSP00000301607	SINLEJ015598
ENSP00000301607	SINLEJ011042
ENSP00000301633	SINLEJ005366
ENSP00000301634	SINLEJ013486
ENSP00000301645	SINLEJ017474
ENSP00000301645	SINLEJ008348
ENSP00000301665	SINLEJ014674
ENSP00000301671	SINLEJ010126
ENSP00000301727	SINLEJ014777
ENSP00000301729	SINLEJ009000
ENSP00000301729	SINLEJ009001
ENSP00000301732	SINLEJ011061
ENSP00000301732	SINLEJ015620
ENSP00000301761	SINLEJ008134
ENSP00000301761	SINLEJ008215
ENSP00000301764	SINLEJ002735
ENSP00000301764	SINLEJ002734
ENSP00000301788	SINLEJ001855
ENSP00000301825	SINLEJ004563
ENSP00000301831	SINLEJ600426
ENSP00000301831	SINLEJ600425
ENSP00000301891	SINLEJ017393
ENSP00000301891	SINLEJ006766
ENSP00000301905	SINLEJ002862
ENSP00000301945	SINLEJ010687
ENSP00000301945	SINLEJ015442
ENSP00000301962	SINLEJ000779
ENSP00000301962	SINLEJ018070
ENSP00000301972	SINLEJ001544
ENSP00000302037	SINLEJ014826
ENSP00000302051	SINLEJ007839
ENSP00000302100	SINLEJ005137
ENSP00000302108	SINLEJ001192
ENSP00000302114	SINLEJ004260
ENSP00000302120	SINLEJ016664
ENSP00000302120	SINLEJ015496
ENSP00000302160	SINLEJ011468
ENSP00000302177	SINLEJ006714
ENSP00000302177	SINLEJ006715
ENSP00000302194	SINLEJ005627
ENSP00000302194	SINLEJ012082
ENSP00000302216	SINLEJ006404
ENSP00000302232	SINLEJ011039
ENSP00000302251	SINLEJ600325
ENSP00000302274	SINLEJ013144
ENSP00000302274	SINLEJ007547
ENSP00000302327	SINLEJ015881
ENSP00000302413	SINLEJ016375
ENSP00000302413	SINLEJ003676
ENSP00000302422	SINLEJ019451
ENSP00000302422	SINLEJ011701
ENSP00000302441	SINLEJ005161
ENSP00000302441	SINLEJ016217
ENSP00000302478	SINLEJ006264
ENSP00000302486	SINLEJ012807
ENSP00000302530	SINLEJ001912
ENSP00000302537	SINLEJ009401
ENSP00000302552	SINLEJ007085
ENSP00000302564	SINLEJ017633
ENSP00000302578	SINLEJ009719
ENSP00000302578	SINLEJ008664
ENSP00000302586	SINLEJ600069
ENSP00000302620	SINLEJ007738
ENSP00000302621	SINLEJ000321
ENSP00000302625	SINLEJ010938
ENSP00000302629	SINLEJ016426
ENSP00000302630	SINLEJ004186
ENSP00000302630	SINLEJ004185
ENSP00000302640	SINLEJ001533
ENSP00000302640	SINLEJ001532
ENSP00000302647	SINLEJ002122
ENSP00000302647	SINLEJ002121
ENSP00000302665	SINLEJ018444
ENSP00000302676	SINLEJ015818
ENSP00000302676	SINLEJ015819
ENSP00000302728	SINLEJ003694
ENSP00000302756	SINLEJ012463
ENSP00000302790	SINLEJ005237
ENSP00000302790	SINLEJ005235
ENSP00000302801	SINLEJ011328
ENSP00000302811	SINLEJ006949
ENSP00000302811	SINLEJ019161
ENSP00000302814	SINLEJ000600
ENSP00000302830	SINLEJ001020
ENSP00000302830	SINLEJ001021
ENSP00000302846	SINLEJ009908
ENSP00000302846	SINLEJ000720
ENSP00000302851	SINLEJ010537
ENSP00000302851	SINLEJ006634
ENSP00000302886	SINLEJ003194
ENSP00000302895	SINLEJ007046
ENSP00000302895	SINLEJ007048
ENSP00000302896	SINLEJ003067
ENSP00000302896	SINLEJ003072
ENSP00000302913	SINLEJ003039
ENSP00000302924	SINLEJ008910
ENSP00000302924	SINLEJ016313
ENSP00000302935	SINLEJ003916
ENSP00000302935	SINLEJ000535
ENSP00000302967	SINLEJ006279
ENSP00000303058	SINLEJ004018
ENSP00000303129	SINLEJ008743
ENSP00000303145	SINLEJ000849
ENSP00000303153	SINLEJ009685
ENSP00000303153	SINLEJ009686
ENSP00000303174	SINLEJ008985
ENSP00000303192	SINLEJ018830
ENSP00000303192	SINLEJ016448
ENSP00000303211	SINLEJ013310
ENSP00000303211	SINLEJ017514
ENSP00000303212	SINLEJ011301
ENSP00000303212	SINLEJ010175
ENSP00000303222	SINLEJ007461
ENSP00000303246	SINLEJ009885
ENSP00000303248	SINLEJ006172
ENSP00000303252	SINLEJ001337
ENSP00000303279	SINLEJ001880
ENSP00000303325	SINLEJ006620
ENSP00000303325	SINLEJ010570
ENSP00000303356	SINLEJ017410
ENSP00000303366	SINLEJ004540
ENSP00000303394	SINLEJ013837
ENSP00000303398	SINLEJ011240
ENSP00000303408	SINLEJ018445
ENSP00000303408	SINLEJ018450
ENSP00000303423	SINLEJ011955
ENSP00000303427	SINLEJ000887
ENSP00000303427	SINLEJ000888
ENSP00000303434	SINLEJ006197
ENSP00000303437	SINLEJ008536
ENSP00000303507	SINLEJ003776
ENSP00000303507	SINLEJ003773
ENSP00000303508	SINLEJ004031
ENSP00000303508	SINLEJ004032
ENSP00000303511	SINLEJ002045
ENSP00000303511	SINLEJ002044
ENSP00000303522	SINLEJ010571
ENSP00000303540	SINLEJ013843
ENSP00000303540	SINLEJ600096
ENSP00000303554	SINLEJ003902
ENSP00000303570	SINLEJ013865
ENSP00000303570	SINLEJ018494
ENSP00000303575	SINLEJ015408
ENSP00000303580	SINLEJ010456
ENSP00000303580	SINLEJ003341
ENSP00000303634	SINLEJ010058
ENSP00000303696	SINLEJ016107
ENSP00000303766	SINLEJ017896
ENSP00000303822	SINLEJ009832
ENSP00000303822	SINLEJ014681
ENSP00000303830	SINLEJ012855
ENSP00000303830	SINLEJ010838
ENSP00000303887	SINLEJ006240
ENSP00000303887	SINLEJ007035
ENSP00000303908	SINLEJ011299
ENSP00000303908	SINLEJ007350
ENSP00000303909	SINLEJ011540
ENSP00000303928	SINLEJ004460
ENSP00000303942	SINLEJ018873
ENSP00000303963	SINLEJ008905
ENSP00000303963	SINLEJ016318
ENSP00000303987	SINLEJ003053
ENSP00000303992	SINLEJ010075
ENSP00000303997	SINLEJ001120
ENSP00000304004	SINLEJ014517
ENSP00000304032	SINLEJ000536
ENSP00000304078	SINLEJ009649
ENSP00000304102	SINLEJ008060
ENSP00000304108	SINLEJ004742
ENSP00000304111	SINLEJ014624
ENSP00000304111	SINLEJ014623
ENSP00000304127	SINLEJ001884
ENSP00000304139	SINLEJ014891
ENSP00000304147	SINLEJ008178
ENSP00000304151	SINLEJ011201
ENSP00000304169	SINLEJ006579
ENSP00000304169	SINLEJ010599
ENSP00000304192	SINLEJ017008
ENSP00000304192	SINLEJ000850
ENSP00000304229	SINLEJ003921
ENSP00000304229	SINLEJ017574
ENSP00000304250	SINLEJ004790
ENSP00000304277	SINLEJ011855
ENSP00000304277	SINLEJ013982
ENSP00000304283	SINLEJ012187
ENSP00000304283	SINLEJ010986
ENSP00000304286	SINLEJ015151
ENSP00000304286	SINLEJ004300
ENSP00000304290	SINLEJ013353
ENSP00000304331	SINLEJ018732
ENSP00000304360	SINLEJ015400
ENSP00000304364	SINLEJ014157
ENSP00000304364	SINLEJ014168
ENSP00000304376	SINLEJ017437
ENSP00000304437	SINLEJ004516
ENSP00000304437	SINLEJ011984
ENSP00000304440	SINLEJ014062
ENSP00000304440	SINLEJ009331
ENSP00000304467	SINLEJ000140
ENSP00000304502	SINLEJ001137
ENSP00000304586	SINLEJ019241
ENSP00000304592	SINLEJ010971
ENSP00000304593	SINLEJ013331
ENSP00000304676	SINLEJ010524
ENSP00000304710	SINLEJ009014
ENSP00000304710	SINLEJ010950
ENSP00000304713	SINLEJ011259
ENSP00000304767	SINLEJ011710
ENSP00000304767	SINLEJ011132
ENSP00000304783	SINLEJ011370
ENSP00000304783	SINLEJ017734
ENSP00000304811	SINLEJ017279
ENSP00000304854	SINLEJ003020
ENSP00000304891	SINLEJ013285
ENSP00000304895	SINLEJ014871
ENSP00000304895	SINLEJ011668
ENSP00000304930	SINLEJ600149
ENSP00000304941	SINLEJ003719
ENSP00000304994	SINLEJ007101
ENSP00000304994	SINLEJ018101
ENSP00000305056	SINLEJ016437
ENSP00000305056	SINLEJ000634
ENSP00000305133	SINLEJ005073
ENSP00000305133	SINLEJ001891
ENSP00000305138	SINLEJ002867
ENSP00000305151	SINLEJ004486
ENSP00000305151	SINLEJ012093
ENSP00000305244	SINLEJ013032
ENSP00000305255	SINLEJ009031
ENSP00000305260	SINLEJ012220
ENSP00000305260	SINLEJ002118
ENSP00000305288	SINLEJ018560
ENSP00000305288	SINLEJ007464
ENSP00000305302	SINLEJ012977
ENSP00000305302	SINLEJ006671
ENSP00000305334	SINLEJ006476
ENSP00000305343	SINLEJ011682
ENSP00000305343	SINLEJ013426
ENSP00000305372	SINLEJ007329
ENSP00000305372	SINLEJ004436
ENSP00000305416	SINLEJ009880
ENSP00000305416	SINLEJ000378
ENSP00000305422	SINLEJ013055
ENSP00000305426	SINLEJ013156
ENSP00000305426	SINLEJ008064
ENSP00000305442	SINLEJ002753
ENSP00000305442	SINLEJ002755
ENSP00000305459	SINLEJ009357
ENSP00000305459	SINLEJ009356
ENSP00000305480	SINLEJ013922
ENSP00000305480	SINLEJ013089
ENSP00000305494	SINLEJ003932
ENSP00000305533	SINLEJ014210
ENSP00000305533	SINLEJ014209
ENSP00000305595	SINLEJ001936
ENSP00000305595	SINLEJ012071
ENSP00000305613	SINLEJ004546
ENSP00000305613	SINLEJ008083
ENSP00000305631	SINLEJ009868
ENSP00000305632	SINLEJ000606
ENSP00000305632	SINLEJ010831
ENSP00000305653	SINLEJ012042
ENSP00000305664	SINLEJ010285
ENSP00000305675	SINLEJ600010
ENSP00000305675	SINLEJ001357
ENSP00000305692	SINLEJ002902
ENSP00000305696	SINLEJ012992
ENSP00000305699	SINLEJ012425
ENSP00000305699	SINLEJ009891
ENSP00000305714	SINLEJ006499
ENSP00000305725	SINLEJ009543
ENSP00000305725	SINLEJ012349
ENSP00000305777	SINLEJ004019
ENSP00000305790	SINLEJ009166
ENSP00000305839	SINLEJ012966
ENSP00000305892	SINLEJ011250
ENSP00000305899	SINLEJ007557
ENSP00000305899	SINLEJ013245
ENSP00000305918	SINLEJ014377
ENSP00000305941	SINLEJ001793
ENSP00000305941	SINLEJ001792
ENSP00000305958	SINLEJ005074
ENSP00000305976	SINLEJ014584
ENSP00000305988	SINLEJ014657
ENSP00000305988	SINLEJ014656
ENSP00000306003	SINLEJ003788
ENSP00000306010	SINLEJ017662
ENSP00000306010	SINLEJ012343
ENSP00000306015	SINLEJ010662
ENSP00000306015	SINLEJ015463
ENSP00000306080	SINLEJ015388
ENSP00000306099	SINLEJ006258
ENSP00000306099	SINLEJ006259
ENSP00000306100	SINLEJ010878
ENSP00000306100	SINLEJ010879
ENSP00000306105	SINLEJ011224
ENSP00000306105	SINLEJ009308
ENSP00000306106	SINLEJ012613
ENSP00000306123	SINLEJ005922
ENSP00000306123	SINLEJ005923
ENSP00000306124	SINLEJ005106
ENSP00000306124	SINLEJ000742
ENSP00000306157	SINLEJ010755
ENSP00000306185	SINLEJ006605
ENSP00000306190	SINLEJ000643
ENSP00000306190	SINLEJ000764
ENSP00000306220	SINLEJ013319
ENSP00000306245	SINLEJ001982
ENSP00000306245	SINLEJ005943
ENSP00000306253	SINLEJ011461
ENSP00000306253	SINLEJ013720
ENSP00000306330	SINLEJ003630
ENSP00000306330	SINLEJ014936
ENSP00000306344	SINLEJ012722
ENSP00000306344	SINLEJ012723
ENSP00000306356	SINLEJ018477
ENSP00000306356	SINLEJ018480
ENSP00000306361	SINLEJ006485
ENSP00000306361	SINLEJ006483
ENSP00000306397	SINLEJ011280
ENSP00000306410	SINLEJ004651
ENSP00000306425	SINLEJ009715
ENSP00000306449	SINLEJ009515
ENSP00000306459	SINLEJ009221
ENSP00000306477	SINLEJ600162
ENSP00000306490	SINLEJ005858
ENSP00000306512	SINLEJ010705
ENSP00000306522	SINLEJ007879
ENSP00000306522	SINLEJ007881
ENSP00000306524	SINLEJ017564
ENSP00000306528	SINLEJ009766
ENSP00000306528	SINLEJ017086
ENSP00000306548	SINLEJ008282
ENSP00000306564	SINLEJ008704
ENSP00000306625	SINLEJ017799
ENSP00000306625	SINLEJ002895
ENSP00000306662	SINLEJ015158
ENSP00000306670	SINLEJ010243
ENSP00000306772	SINLEJ011939
ENSP00000306772	SINLEJ011940
ENSP00000306788	SINLEJ009068
ENSP00000306817	SINLEJ005062
ENSP00000306817	SINLEJ010224
ENSP00000306822	SINLEJ002051
ENSP00000306822	SINLEJ002050
ENSP00000306864	SINLEJ005417
ENSP00000306864	SINLEJ005406
ENSP00000306881	SINLEJ006007
ENSP00000306881	SINLEJ001194
ENSP00000306887	SINLEJ013475
ENSP00000306888	SINLEJ009886
ENSP00000306920	SINLEJ004849
ENSP00000306920	SINLEJ004848
ENSP00000306974	SINLEJ011696
ENSP00000306983	SINLEJ011721
ENSP00000306991	SINLEJ016928
ENSP00000306997	SINLEJ010515
ENSP00000307004	SINLEJ000931
ENSP00000307014	SINLEJ015109
ENSP00000307014	SINLEJ001504
ENSP00000307078	SINLEJ017459
ENSP00000307078	SINLEJ010376
ENSP00000307093	SINLEJ016962
ENSP00000307093	SINLEJ003106
ENSP00000307126	SINLEJ000785
ENSP00000307134	SINLEJ015308
ENSP00000307134	SINLEJ003517
ENSP00000307143	SINLEJ012654
ENSP00000307188	SINLEJ010089
ENSP00000307208	SINLEJ008967
ENSP00000307208	SINLEJ008966
ENSP00000307214	SINLEJ600154
ENSP00000307234	SINLEJ007108
ENSP00000307235	SINLEJ004372
ENSP00000307241	SINLEJ011352
ENSP00000307252	SINLEJ015157
ENSP00000307252	SINLEJ001518
ENSP00000307260	SINLEJ011575
ENSP00000307260	SINLEJ011576
ENSP00000307265	SINLEJ002147
ENSP00000307272	SINLEJ002911
ENSP00000307275	SINLEJ015913
ENSP00000307288	SINLEJ008147
ENSP00000307297	SINLEJ007965
ENSP00000307298	SINLEJ004056
ENSP00000307298	SINLEJ004055
ENSP00000307342	SINLEJ012824
ENSP00000307369	SINLEJ016423
ENSP00000307411	SINLEJ600059
ENSP00000307423	SINLEJ016716
ENSP00000307461	SINLEJ000444
ENSP00000307461	SINLEJ014228
ENSP00000307479	SINLEJ014248
ENSP00000307479	SINLEJ017370
ENSP00000307491	SINLEJ001404
ENSP00000307508	SINLEJ008819
ENSP00000307508	SINLEJ011256
ENSP00000307513	SINLEJ600372
ENSP00000307513	SINLEJ600374
ENSP00000307519	SINLEJ000862
ENSP00000307549	SINLEJ017072
ENSP00000307549	SINLEJ002909
ENSP00000307567	SINLEJ009571
ENSP00000307599	SINLEJ003275
ENSP00000307607	SINLEJ008310
ENSP00000307617	SINLEJ016401
ENSP00000307634	SINLEJ010392
ENSP00000307636	SINLEJ004499
ENSP00000307640	SINLEJ004344
ENSP00000307666	SINLEJ600456
ENSP00000307666	SINLEJ600457
ENSP00000307684	SINLEJ017591
ENSP00000307684	SINLEJ017737
ENSP00000307713	SINLEJ000793
ENSP00000307713	SINLEJ009145
ENSP00000307741	SINLEJ008865
ENSP00000307746	SINLEJ004020
ENSP00000307766	SINLEJ007989
ENSP00000307774	SINLEJ018962
ENSP00000307774	SINLEJ000154
ENSP00000307786	SINLEJ013879
ENSP00000307786	SINLEJ001615
ENSP00000307801	SINLEJ016936
ENSP00000307821	SINLEJ014788
ENSP00000307822	SINLEJ006442
ENSP00000307822	SINLEJ010613
ENSP00000307831	SINLEJ009731
ENSP00000307850	SINLEJ005953
ENSP00000307852	SINLEJ000974
ENSP00000307853	SINLEJ004968
ENSP00000307853	SINLEJ004969
ENSP00000307863	SINLEJ011075
ENSP00000307863	SINLEJ015632
ENSP00000307900	SINLEJ014422
ENSP00000307911	SINLEJ011790
ENSP00000307939	SINLEJ013313
ENSP00000307940	SINLEJ010899
ENSP00000307954	SINLEJ012877
ENSP00000307971	SINLEJ002905
ENSP00000308000	SINLEJ003388
ENSP00000308022	SINLEJ008024
ENSP00000308022	SINLEJ004451
ENSP00000308024	SINLEJ012944
ENSP00000308117	SINLEJ018917
ENSP00000308122	SINLEJ001363
ENSP00000308122	SINLEJ001366
ENSP00000308176	SINLEJ007186
ENSP00000308179	SINLEJ009404
ENSP00000308208	SINLEJ009165
ENSP00000308208	SINLEJ013919
ENSP00000308236	SINLEJ001935
ENSP00000308258	SINLEJ016245
ENSP00000308258	SINLEJ016870
ENSP00000308275	SINLEJ011090
ENSP00000308275	SINLEJ015647
ENSP00000308315	SINLEJ000346
ENSP00000308334	SINLEJ000637
ENSP00000308334	SINLEJ000761
ENSP00000308351	SINLEJ009272
ENSP00000308354	SINLEJ004603
ENSP00000308354	SINLEJ010538
ENSP00000308369	SINLEJ009537
ENSP00000308369	SINLEJ012259
ENSP00000308405	SINLEJ016544
ENSP00000308405	SINLEJ019364
ENSP00000308430	SINLEJ011095
ENSP00000308430	SINLEJ017638
ENSP00000308541	SINLEJ013145
ENSP00000308548	SINLEJ016699
ENSP00000308591	SINLEJ600209
ENSP00000308591	SINLEJ600211
ENSP00000308597	SINLEJ004854
ENSP00000308606	SINLEJ010319
ENSP00000308606	SINLEJ600205
ENSP00000308610	SINLEJ001435
ENSP00000308622	SINLEJ016273
ENSP00000308622	SINLEJ017598
ENSP00000308695	SINLEJ600011
ENSP00000308720	SINLEJ009903
ENSP00000308720	SINLEJ009896
ENSP00000308725	SINLEJ006396
ENSP00000308725	SINLEJ006395
ENSP00000308741	SINLEJ006201
ENSP00000308741	SINLEJ006200
ENSP00000308759	SINLEJ011777
ENSP00000308764	SINLEJ011692
ENSP00000308770	SINLEJ015930
ENSP00000308770	SINLEJ007083
ENSP00000308820	SINLEJ016161
ENSP00000308895	SINLEJ013631
ENSP00000308901	SINLEJ600063
ENSP00000308908	SINLEJ015947
ENSP00000308938	SINLEJ000925
ENSP00000308938	SINLEJ016824
ENSP00000308976	SINLEJ009990
ENSP00000308976	SINLEJ600475
ENSP00000309031	SINLEJ008564
ENSP00000309031	SINLEJ008350
ENSP00000309036	SINLEJ006512
ENSP00000309087	SINLEJ016931
ENSP00000309087	SINLEJ016933
ENSP00000309092	SINLEJ009527
ENSP00000309096	SINLEJ005120
ENSP00000309117	SINLEJ003089
ENSP00000309126	SINLEJ007742
ENSP00000309141	SINLEJ004025
ENSP00000309141	SINLEJ010888
ENSP00000309142	SINLEJ017663
ENSP00000309142	SINLEJ012342
ENSP00000309163	SINLEJ016213
ENSP00000309163	SINLEJ005157
ENSP00000309175	SINLEJ001937
ENSP00000309198	SINLEJ600404
ENSP00000309198	SINLEJ600405
ENSP00000309262	SINLEJ012206
ENSP00000309270	SINLEJ007535
ENSP00000309285	SINLEJ002915
ENSP00000309285	SINLEJ002916
ENSP00000309330	SINLEJ015964
ENSP00000309334	SINLEJ010318
ENSP00000309429	SINLEJ000824
ENSP00000309429	SINLEJ005167
ENSP00000309439	SINLEJ001602
ENSP00000309457	SINLEJ003401
ENSP00000309457	SINLEJ016872
ENSP00000309463	SINLEJ013450
ENSP00000309474	SINLEJ014822
ENSP00000309474	SINLEJ014823
ENSP00000309477	SINLEJ003983
ENSP00000309477	SINLEJ000264
ENSP00000309501	SINLEJ006382
ENSP00000309501	SINLEJ006383
ENSP00000309515	SINLEJ001017
ENSP00000309539	SINLEJ004574
ENSP00000309539	SINLEJ012001
ENSP00000309555	SINLEJ007254
ENSP00000309555	SINLEJ007253
ENSP00000309561	SINLEJ012840
ENSP00000309570	SINLEJ600416
ENSP00000309570	SINLEJ010450
ENSP00000309572	SINLEJ008464
ENSP00000309591	SINLEJ012568
ENSP00000309591	SINLEJ000173
ENSP00000309595	SINLEJ004363
ENSP00000309640	SINLEJ004657
ENSP00000309653	SINLEJ009949
ENSP00000309690	SINLEJ009062
ENSP00000309741	SINLEJ010718
ENSP00000309741	SINLEJ010719
ENSP00000309749	SINLEJ004238
ENSP00000309751	SINLEJ007913
ENSP00000309757	SINLEJ010841
ENSP00000309772	SINLEJ011304
ENSP00000309790	SINLEJ002983
ENSP00000309790	SINLEJ005012
ENSP00000309792	SINLEJ002786
ENSP00000309794	SINLEJ010974
ENSP00000309830	SINLEJ014766
ENSP00000309836	SINLEJ600031
ENSP00000309945	SINLEJ003675
ENSP00000309945	SINLEJ011578
ENSP00000309968	SINLEJ018645
ENSP00000309968	SINLEJ008261
ENSP00000310006	SINLEJ016491
ENSP00000310006	SINLEJ016752
ENSP00000310015	SINLEJ009253
ENSP00000310042	SINLEJ004852
ENSP00000310057	SINLEJ004569
ENSP00000310117	SINLEJ006097
ENSP00000310117	SINLEJ009772
ENSP00000310129	SINLEJ018944
ENSP00000310129	SINLEJ000137
ENSP00000310170	SINLEJ001038
ENSP00000310170	SINLEJ001981
ENSP00000310208	SINLEJ005456
ENSP00000310208	SINLEJ017819
ENSP00000310241	SINLEJ017047
ENSP00000310241	SINLEJ003255
ENSP00000310255	SINLEJ010565
ENSP00000310255	SINLEJ019193
ENSP00000310260	SINLEJ013434
ENSP00000310275	SINLEJ001116
ENSP00000310275	SINLEJ014504
ENSP00000310301	SINLEJ001591
ENSP00000310305	SINLEJ013411
ENSP00000310305	SINLEJ016790
ENSP00000310332	SINLEJ019363
ENSP00000310447	SINLEJ014905
ENSP00000310448	SINLEJ014505
ENSP00000310448	SINLEJ014506
ENSP00000310472	SINLEJ000127
ENSP00000310491	SINLEJ008195
ENSP00000310491	SINLEJ008196
ENSP00000310520	SINLEJ014737
ENSP00000310520	SINLEJ014736
ENSP00000310521	SINLEJ003201
ENSP00000310521	SINLEJ005815
ENSP00000310547	SINLEJ009361
ENSP00000310551	SINLEJ005116
ENSP00000310565	SINLEJ009254
ENSP00000310565	SINLEJ008846
ENSP00000310572	SINLEJ004684
ENSP00000310572	SINLEJ004683
ENSP00000310593	SINLEJ015164
ENSP00000310593	SINLEJ015163
ENSP00000310596	SINLEJ004586
ENSP00000310622	SINLEJ005645
ENSP00000310661	SINLEJ006702
ENSP00000310668	SINLEJ009159
ENSP00000310688	SINLEJ010284
ENSP00000310696	SINLEJ009995
ENSP00000310696	SINLEJ009992
ENSP00000310721	SINLEJ017043
ENSP00000310721	SINLEJ017042
ENSP00000310723	SINLEJ001679
