fgenesh2_pg.scaffold_351000043	ENSP00000261819
estExt_fgenesh2_pg.C_2050054	ENSP00000290573
estExt_fgenesh2_pg.C_2050055	ENSP00000264758
estExt_fgenesh2_pg.C_2050057	ENSP00000354255
estExt_fgenesh2_pg.C_2050057	ENSP00000241305
estExt_fgenesh2_pg.C_2050062	ENSP00000412292
estExt_fgenesh2_pg.C_2050065	ENSP00000357631
estExt_fgenesh2_pg.C_2050074	ENSP00000296702
estExt_fgenesh2_pg.C_2050078	ENSP00000223369
estExt_fgenesh2_pg.C_2050082	ENSP00000358001
estExt_fgenesh2_pg.C_2050093	ENSP00000258083
estExt_fgenesh2_pg.C_2050094	ENSP00000349244
estExt_fgenesh2_pg.C_2060027	ENSP00000314193
estExt_fgenesh2_pg.C_2060028	ENSP00000295685
estExt_fgenesh2_pg.C_2060060	ENSP00000338034
estExt_fgenesh2_pg.C_2060063	ENSP00000243326
estExt_fgenesh2_pg.C_2060067	ENSP00000309457
estExt_fgenesh2_pg.C_2060069	ENSP00000413241
estExt_fgenesh2_pg.C_2060072	ENSP00000293379
estExt_fgenesh2_pg.C_2070009	ENSP00000338964
estExt_fgenesh2_pg.C_2070010	ENSP00000369545
estExt_fgenesh2_pg.C_2070022	ENSP00000320634
estExt_fgenesh2_pg.C_2070022	ENSP00000311291
estExt_fgenesh2_pg.C_2070038	ENSP00000340088
estExt_fgenesh2_pg.C_2070046	ENSP00000339063
estExt_fgenesh2_pg.C_2070049	ENSP00000367715
estExt_fgenesh2_pg.C_2070049	ENSP00000386870
estExt_fgenesh2_pg.C_2070049	ENSP00000403984
estExt_fgenesh2_pg.C_2070053	ENSP00000406164
estExt_fgenesh2_pg.C_2070060	ENSP00000227322
estExt_fgenesh2_pg.C_2080006	ENSP00000418191
estExt_fgenesh2_pg.C_2080006	ENSP00000389714
estExt_fgenesh2_pg.C_2080008	ENSP00000263461
estExt_fgenesh2_pg.C_2080012	ENSP00000326649
estExt_fgenesh2_pg.C_2080015	ENSP00000333551
estExt_fgenesh2_pg.C_2080020	ENSP00000261921
estExt_fgenesh2_pg.C_2080028	ENSP00000351621
estExt_fgenesh2_pg.C_2080074	ENSP00000362820
estExt_fgenesh2_pg.C_2080081	ENSP00000278353
estExt_fgenesh2_pg.C_2080081	ENSP00000364412
estExt_fgenesh2_pg.C_2090007	ENSP00000302232
estExt_fgenesh2_pg.C_2090059	ENSP00000318641
estExt_fgenesh2_pg.C_2090069	ENSP00000369682
estExt_fgenesh2_pg.C_2100001	ENSP00000258106
estExt_fgenesh2_pg.C_2100001	ENSP00000381486
estExt_fgenesh2_pg.C_2100007	ENSP00000361599
estExt_fgenesh2_pg.C_2100012	ENSP00000375836
estExt_fgenesh2_pg.C_2100015	ENSP00000254940
estExt_fgenesh2_pg.C_2100025	ENSP00000414909
estExt_fgenesh2_pg.C_2100026	ENSP00000240333
estExt_fgenesh2_pg.C_2100028	ENSP00000383063
estExt_fgenesh2_pg.C_2100030	ENSP00000406026
estExt_fgenesh2_pg.C_2100031	ENSP00000391211
estExt_fgenesh2_pg.C_2100033	ENSP00000235372
estExt_fgenesh2_pg.C_2100034	ENSP00000411471
estExt_fgenesh2_pg.C_2100034	ENSP00000296577
estExt_fgenesh2_pg.C_2100037	ENSP00000353094
estExt_fgenesh2_pg.C_2100039	ENSP00000366641
estExt_fgenesh2_pg.C_2100039	ENSP00000264784
estExt_fgenesh2_pg.C_2100039	ENSP00000320935
estExt_fgenesh2_pg.C_2100039	ENSP00000381399
estExt_fgenesh2_pg.C_2100042	ENSP00000259037
estExt_fgenesh2_pg.C_2100048	ENSP00000257118
estExt_fgenesh2_pg.C_2100056	ENSP00000471898
estExt_fgenesh2_pg.C_2110039	ENSP00000264674
estExt_fgenesh2_pg.C_2110041	ENSP00000368799
estExt_fgenesh2_pg.C_2110058	ENSP00000376568
estExt_fgenesh2_pg.C_2110075	ENSP00000465500
estExt_fgenesh2_pg.C_2110079	ENSP00000337688
estExt_fgenesh2_pg.C_2120007	ENSP00000221671
estExt_fgenesh2_pg.C_2120014	ENSP00000252455
estExt_fgenesh2_pg.C_2120024	ENSP00000349003
estExt_fgenesh2_pg.C_2120024	ENSP00000393333
estExt_fgenesh2_pg.C_2120024	ENSP00000303424
estExt_fgenesh2_pg.C_2120025	ENSP00000302846
estExt_fgenesh2_pg.C_2120025	ENSP00000245457
estExt_fgenesh2_pg.C_2120032	ENSP00000341422
estExt_fgenesh2_pg.C_2120033	ENSP00000269740
estExt_fgenesh2_pg.C_2120034	ENSP00000443432
estExt_fgenesh2_pg.C_2120037	ENSP00000432172
estExt_fgenesh2_pg.C_2120041	ENSP00000304822
estExt_fgenesh2_pg.C_2120048	ENSP00000392762
estExt_fgenesh2_pg.C_2120048	ENSP00000373570
estExt_fgenesh2_pg.C_2120053	ENSP00000415900
estExt_fgenesh2_pg.C_2120060	ENSP00000325690
estExt_fgenesh2_pg.C_2120066	ENSP00000361158
estExt_fgenesh2_pg.C_2120077	ENSP00000245620
estExt_fgenesh2_pg.C_2120083	ENSP00000354671
estExt_fgenesh2_pg.C_2120085	ENSP00000261308
estExt_fgenesh2_pg.C_2120088	ENSP00000361274
estExt_fgenesh2_pg.C_2120089	ENSP00000355736
estExt_fgenesh2_pg.C_2120092	ENSP00000247977
estExt_fgenesh2_pg.C_2130028	ENSP00000221980
estExt_fgenesh2_pg.C_2130039	ENSP00000457881
estExt_fgenesh2_pg.C_2130045	ENSP00000323076
estExt_fgenesh2_pg.C_2130057	ENSP00000310966
estExt_fgenesh2_pg.C_2130059	ENSP00000392330
estExt_fgenesh2_pg.C_2130059	ENSP00000368414
estExt_fgenesh2_pg.C_2140003	ENSP00000329715
estExt_fgenesh2_pg.C_2140004	ENSP00000298317
estExt_fgenesh2_pg.C_2140008	ENSP00000353582
estExt_fgenesh2_pg.C_2140008	ENSP00000296955
estExt_fgenesh2_pg.C_2140009	ENSP00000254521
estExt_fgenesh2_pg.C_2140012	ENSP00000301175
estExt_fgenesh2_pg.C_2140014	ENSP00000245255
estExt_fgenesh2_pg.C_2140014	ENSP00000299001
estExt_fgenesh2_pg.C_2140014	ENSP00000330031
estExt_fgenesh2_pg.C_2140024	ENSP00000357917
estExt_fgenesh2_pg.C_2140040	ENSP00000426826
estExt_fgenesh2_pg.C_2140054	ENSP00000215754
estExt_fgenesh2_pg.C_2140054	ENSP00000381386
estExt_fgenesh2_pg.C_2140058	ENSP00000310722
estExt_fgenesh2_pg.C_2140077	ENSP00000339626
estExt_fgenesh2_pg.C_2140080	ENSP00000288680
estExt_fgenesh2_pg.C_2140083	ENSP00000422253
estExt_fgenesh2_pg.C_2150054	ENSP00000375844
estExt_fgenesh2_pg.C_2160013	ENSP00000275230
estExt_fgenesh2_pg.C_2160013	ENSP00000352216
estExt_fgenesh2_pg.C_2160027	ENSP00000417581
estExt_fgenesh2_pg.C_2160036	ENSP00000368119
estExt_fgenesh2_pg.C_2160039	ENSP00000303554
estExt_fgenesh2_pg.C_2160040	ENSP00000256441
estExt_fgenesh2_pg.C_2160043	ENSP00000348471
estExt_fgenesh2_pg.C_2160046	ENSP00000313243
estExt_fgenesh2_pg.C_2160054	ENSP00000290663
estExt_fgenesh2_pg.C_2170003	ENSP00000353246
estExt_fgenesh2_pg.C_2170005	ENSP00000275820
estExt_fgenesh2_pg.C_2170009	ENSP00000285398
estExt_fgenesh2_pg.C_2170012	ENSP00000373918
estExt_fgenesh2_pg.C_2170030	ENSP00000263863
estExt_fgenesh2_pg.C_2170037	ENSP00000337632
estExt_fgenesh2_pg.C_2170043	ENSP00000297071
estExt_fgenesh2_pg.C_2170052	ENSP00000319501
estExt_fgenesh2_pg.C_2180033	ENSP00000345179
estExt_fgenesh2_pg.C_2180036	ENSP00000404923
estExt_fgenesh2_pg.C_2180041	ENSP00000415517
estExt_fgenesh2_pg.C_2180047	ENSP00000382834
estExt_fgenesh2_pg.C_2180049	ENSP00000301587
estExt_fgenesh2_pg.C_2180062	ENSP00000322323
estExt_fgenesh2_pg.C_2180066	ENSP00000173229
estExt_fgenesh2_pg.C_2180066	ENSP00000293973
estExt_fgenesh2_pg.C_2180066	ENSP00000270235
estExt_fgenesh2_pg.C_2190003	ENSP00000254193
estExt_fgenesh2_pg.C_2190010	ENSP00000380982
estExt_fgenesh2_pg.C_2190018	ENSP00000389160
estExt_fgenesh2_pg.C_2190027	ENSP00000472766
estExt_fgenesh2_pg.C_2190029	ENSP00000405210
estExt_fgenesh2_pg.C_2190033	ENSP00000261292
estExt_fgenesh2_pg.C_2190033	ENSP00000273371
estExt_fgenesh2_pg.C_2190041	ENSP00000362001
estExt_fgenesh2_pg.C_2190045	ENSP00000371686
estExt_fgenesh2_pg.C_2190046	ENSP00000301457
estExt_fgenesh2_pg.C_2190047	ENSP00000334538
estExt_fgenesh2_pg.C_2190047	ENSP00000359988
estExt_fgenesh2_pg.C_2190054	ENSP00000302260
estExt_fgenesh2_pg.C_2190062	ENSP00000294383
estExt_fgenesh2_pg.C_2200010	ENSP00000357259
estExt_fgenesh2_pg.C_2200017	ENSP00000262367
estExt_fgenesh2_pg.C_2200018	ENSP00000294016
estExt_fgenesh2_pg.C_2200020	ENSP00000261427
estExt_fgenesh2_pg.C_2200022	ENSP00000401470
estExt_fgenesh2_pg.C_2200026	ENSP00000370698
estExt_fgenesh2_pg.C_2200027	ENSP00000330393
estExt_fgenesh2_pg.C_2200030	ENSP00000306157
estExt_fgenesh2_pg.C_2210001	ENSP00000369312
estExt_fgenesh2_pg.C_2210002	ENSP00000389277
estExt_fgenesh2_pg.C_2210019	ENSP00000311427
estExt_fgenesh2_pg.C_2210023	ENSP00000393557
estExt_fgenesh2_pg.C_2210037	ENSP00000364946
estExt_fgenesh2_pg.C_2210046	ENSP00000284719
estExt_fgenesh2_pg.C_2220008	ENSP00000280758
estExt_fgenesh2_pg.C_2220044	ENSP00000325941
estExt_fgenesh2_pg.C_2220044	ENSP00000376583
estExt_fgenesh2_pg.C_2220059	ENSP00000337991
estExt_fgenesh2_pg.C_2220061	ENSP00000263773
estExt_fgenesh2_pg.C_2220085	ENSP00000259953
estExt_fgenesh2_pg.C_2220088	ENSP00000318313
estExt_fgenesh2_pg.C_2220089	ENSP00000410626
estExt_fgenesh2_pg.C_2220089	ENSP00000353769
estExt_fgenesh2_pg.C_2220089	ENSP00000358374
estExt_fgenesh2_pg.C_2220092	ENSP00000438590
estExt_fgenesh2_pg.C_2220099	ENSP00000318607
estExt_fgenesh2_pg.C_2220102	ENSP00000261182
estExt_fgenesh2_pg.C_2220102	ENSP00000362616
estExt_fgenesh2_pg.C_2220102	ENSP00000362171
estExt_fgenesh2_pg.C_2220105	ENSP00000228843
estExt_fgenesh2_pg.C_2220108	ENSP00000438527
estExt_fgenesh2_pg.C_2220108	ENSP00000298699
estExt_fgenesh2_pg.C_2220109	ENSP00000251453
estExt_fgenesh2_pg.C_2220110	ENSP00000410910
estExt_fgenesh2_pg.C_2220111	ENSP00000269202
estExt_fgenesh2_pg.C_2220116	ENSP00000318821
estExt_fgenesh2_pg.C_2220117	ENSP00000280756
estExt_fgenesh2_pg.C_2230025	ENSP00000328720
estExt_fgenesh2_pg.C_2230026	ENSP00000391249
estExt_fgenesh2_pg.C_2230050	ENSP00000261584
estExt_fgenesh2_pg.C_2230065	ENSP00000379263
estExt_fgenesh2_pg.C_2230065	ENSP00000283025
estExt_fgenesh2_pg.C_2240006	ENSP00000367029
estExt_fgenesh2_pg.C_2240011	ENSP00000261693
estExt_fgenesh2_pg.C_2240011	ENSP00000264896
estExt_fgenesh2_pg.C_2240011	ENSP00000399421
estExt_fgenesh2_pg.C_2240024	ENSP00000348596
estExt_fgenesh2_pg.C_2240036	ENSP00000227618
estExt_fgenesh2_pg.C_2240037	ENSP00000276072
estExt_fgenesh2_pg.C_2240037	ENSP00000421131
estExt_fgenesh2_pg.C_2240039	ENSP00000406229
estExt_fgenesh2_pg.C_2240048	ENSP00000357762
estExt_fgenesh2_pg.C_2250001	ENSP00000166345
estExt_fgenesh2_pg.C_2250002	ENSP00000378181
estExt_fgenesh2_pg.C_2250025	ENSP00000386134
estExt_fgenesh2_pg.C_2250029	ENSP00000267750
estExt_fgenesh2_pg.C_2250034	ENSP00000376902
estExt_fgenesh2_pg.C_2250036	ENSP00000348206
estExt_fgenesh2_pg.C_2260046	ENSP00000300146
estExt_fgenesh2_pg.C_2260046	ENSP00000416673
estExt_fgenesh2_pg.C_2260054	ENSP00000431025
estExt_fgenesh2_pg.C_2260058	ENSP00000434939
estExt_fgenesh2_pg.C_2260059	ENSP00000369959
estExt_fgenesh2_pg.C_2270008	ENSP00000355162
estExt_fgenesh2_pg.C_2270008	ENSP00000386186
estExt_fgenesh2_pg.C_2270008	ENSP00000389989
estExt_fgenesh2_pg.C_2270008	ENSP00000421489
estExt_fgenesh2_pg.C_2280036	ENSP00000376532
estExt_fgenesh2_pg.C_2280040	ENSP00000377040
estExt_fgenesh2_pg.C_2290009	ENSP00000378399
estExt_fgenesh2_pg.C_2290010	ENSP00000291041
estExt_fgenesh2_pg.C_2290012	ENSP00000348129
estExt_fgenesh2_pg.C_2290035	ENSP00000470972
estExt_fgenesh2_pg.C_2290036	ENSP00000323511
estExt_fgenesh2_pg.C_2290055	ENSP00000360035
estExt_fgenesh2_pg.C_2290055	ENSP00000284601
estExt_fgenesh2_pg.C_2290055	ENSP00000055335
estExt_fgenesh2_pg.C_2290057	ENSP00000316335
estExt_fgenesh2_pg.C_2290060	ENSP00000382777
estExt_fgenesh2_pg.C_2290092	ENSP00000348521
estExt_fgenesh2_pg.C_2300014	ENSP00000371133
estExt_fgenesh2_pg.C_2300014	ENSP00000328269
estExt_fgenesh2_pg.C_2300019	ENSP00000220531
estExt_fgenesh2_pg.C_2300030	ENSP00000360676
estExt_fgenesh2_pg.C_2300053	ENSP00000357683
estExt_fgenesh2_pg.C_2300054	ENSP00000346464
estExt_fgenesh2_pg.C_2310004	ENSP00000294119
estExt_fgenesh2_pg.C_2310009	ENSP00000452454
estExt_fgenesh2_pg.C_2310009	ENSP00000384597
estExt_fgenesh2_pg.C_2310020	ENSP00000376965
estExt_fgenesh2_pg.C_2310022	ENSP00000324672
estExt_fgenesh2_pg.C_2310029	ENSP00000298292
estExt_fgenesh2_pg.C_2310032	ENSP00000361518
estExt_fgenesh2_pg.C_2310034	ENSP00000334148
estExt_fgenesh2_pg.C_2310035	ENSP00000361522
estExt_fgenesh2_pg.C_2310049	ENSP00000264187
estExt_fgenesh2_pg.C_2310050	ENSP00000261700
estExt_fgenesh2_pg.C_2310052	ENSP00000374444
estExt_fgenesh2_pg.C_2310054	ENSP00000361095
estExt_fgenesh2_pg.C_2310066	ENSP00000417686
estExt_fgenesh2_pg.C_2310067	ENSP00000245960
estExt_fgenesh2_pg.C_2310071	ENSP00000339374
estExt_fgenesh2_pg.C_2310071	ENSP00000313571
estExt_fgenesh2_pg.C_2310074	ENSP00000361087
estExt_fgenesh2_pg.C_2310077	ENSP00000220325
estExt_fgenesh2_pg.C_2310078	ENSP00000348753
estExt_fgenesh2_pg.C_2310086	ENSP00000341684
estExt_fgenesh2_pg.C_2320001	ENSP00000380488
estExt_fgenesh2_pg.C_2320010	ENSP00000302830
estExt_fgenesh2_pg.C_2320012	ENSP00000353868
estExt_fgenesh2_pg.C_2320017	ENSP00000427687
estExt_fgenesh2_pg.C_2320018	ENSP00000389395
estExt_fgenesh2_pg.C_2320025	ENSP00000357811
estExt_fgenesh2_pg.C_2320026	ENSP00000446688
estExt_fgenesh2_pg.C_2320027	ENSP00000416453
estExt_fgenesh2_pg.C_2320032	ENSP00000279281
estExt_fgenesh2_pg.C_2320035	ENSP00000265276
estExt_fgenesh2_pg.C_2320036	ENSP00000353098
estExt_fgenesh2_pg.C_2320044	ENSP00000311816
estExt_fgenesh2_pg.C_2320049	ENSP00000360431
estExt_fgenesh2_pg.C_2320051	ENSP00000233630
estExt_fgenesh2_pg.C_2320058	ENSP00000352414
estExt_fgenesh2_pg.C_2320060	ENSP00000237455
estExt_fgenesh2_pg.C_2320062	ENSP00000433721
estExt_fgenesh2_pg.C_2320066	ENSP00000283632
estExt_fgenesh2_pg.C_2320068	ENSP00000357838
estExt_fgenesh2_pg.C_2330004	ENSP00000309560
estExt_fgenesh2_pg.C_2330010	ENSP00000262320
estExt_fgenesh2_pg.C_2330016	ENSP00000457723
estExt_fgenesh2_pg.C_2330029	ENSP00000249071
estExt_fgenesh2_pg.C_2330030	ENSP00000463576
estExt_fgenesh2_pg.C_2330031	ENSP00000354111
estExt_fgenesh2_pg.C_2330031	ENSP00000296097
estExt_fgenesh2_pg.C_2330032	ENSP00000302896
estExt_fgenesh2_pg.C_2330033	ENSP00000301634
estExt_fgenesh2_pg.C_2330034	ENSP00000309285
estExt_fgenesh2_pg.C_2330036	ENSP00000382091
estExt_fgenesh2_pg.C_2330038	ENSP00000331487
estExt_fgenesh2_pg.C_2330044	ENSP00000348056
estExt_fgenesh2_pg.C_2330046	ENSP00000257700
estExt_fgenesh2_pg.C_2340041	ENSP00000361662
estExt_fgenesh2_pg.C_2340050	ENSP00000376457
estExt_fgenesh2_pg.C_2350025	ENSP00000245046
estExt_fgenesh2_pg.C_2350028	ENSP00000321271
estExt_fgenesh2_pg.C_2350029	ENSP00000263196
estExt_fgenesh2_pg.C_2360032	ENSP00000433459
estExt_fgenesh2_pg.C_2370011	ENSP00000472927
estExt_fgenesh2_pg.C_2370038	ENSP00000371847
estExt_fgenesh2_pg.C_2370057	ENSP00000261275
estExt_fgenesh2_pg.C_2370059	ENSP00000335605
estExt_fgenesh2_pg.C_2370060	ENSP00000473247
estExt_fgenesh2_pg.C_2370072	ENSP00000386569
estExt_fgenesh2_pg.C_2380029	ENSP00000377665
estExt_fgenesh2_pg.C_2380032	ENSP00000381859
estExt_fgenesh2_pg.C_2380046	ENSP00000346827
estExt_fgenesh2_pg.C_2380077	ENSP00000364348
estExt_fgenesh2_pg.C_2390004	ENSP00000386604
estExt_fgenesh2_pg.C_2390014	ENSP00000264108
estExt_fgenesh2_pg.C_2400030	ENSP00000261383
estExt_fgenesh2_pg.C_2400032	ENSP00000476312
estExt_fgenesh2_pg.C_2400049	ENSP00000219837
estExt_fgenesh2_pg.C_2400051	ENSP00000361151
estExt_fgenesh2_pg.C_2410052	ENSP00000325312
estExt_fgenesh2_pg.C_2420060	ENSP00000308820
estExt_fgenesh2_pg.C_2430007	ENSP00000260197
estExt_fgenesh2_pg.C_2440004	ENSP00000359171
estExt_fgenesh2_pg.C_2440004	ENSP00000473444
estExt_fgenesh2_pg.C_2440011	ENSP00000392318
estExt_fgenesh2_pg.C_2440079	ENSP00000360688
estExt_fgenesh2_pg.C_2440079	ENSP00000391490
estExt_fgenesh2_pg.C_2450015	ENSP00000248929
estExt_fgenesh2_pg.C_2450027	ENSP00000347507
estExt_fgenesh2_pg.C_2450027	ENSP00000353590
estExt_fgenesh2_pg.C_2450078	ENSP00000297562
estExt_fgenesh2_pg.C_2460040	ENSP00000415219
estExt_fgenesh2_pg.C_2460041	ENSP00000289119
estExt_fgenesh2_pg.C_2460041	ENSP00000326491
estExt_fgenesh2_pg.C_2470005	ENSP00000363574
estExt_fgenesh2_pg.C_2480014	ENSP00000262518
estExt_fgenesh2_pg.C_2480014	ENSP00000374212
estExt_fgenesh2_pg.C_2480023	ENSP00000447731
estExt_fgenesh2_pg.C_2480061	ENSP00000291554
estExt_fgenesh2_pg.C_2490018	ENSP00000261507
estExt_fgenesh2_pg.C_2490025	ENSP00000366477
estExt_fgenesh2_pg.C_2490025	ENSP00000319388
estExt_fgenesh2_pg.C_2500012	ENSP00000316794
estExt_fgenesh2_pg.C_2500059	ENSP00000454562
estExt_fgenesh2_pg.C_2510008	ENSP00000219454
estExt_fgenesh2_pg.C_2520003	ENSP00000225388
estExt_fgenesh2_pg.C_2520029	ENSP00000336866
estExt_fgenesh2_pg.C_2520037	ENSP00000302441
estExt_fgenesh2_pg.C_2520041	ENSP00000265465
estExt_fgenesh2_pg.C_2520042	ENSP00000365465
estExt_fgenesh2_pg.C_2520048	ENSP00000245957
estExt_fgenesh2_pg.C_2530015	ENSP00000404220
estExt_fgenesh2_pg.C_2530029	ENSP00000365439
estExt_fgenesh2_pg.C_2530044	ENSP00000308219
estExt_fgenesh2_pg.C_2540004	ENSP00000343405
estExt_fgenesh2_pg.C_2550036	ENSP00000368025
estExt_fgenesh2_pg.C_2570073	ENSP00000317955
estExt_fgenesh2_pg.C_2570087	ENSP00000304071
estExt_fgenesh2_pg.C_2580021	ENSP00000367355
estExt_fgenesh2_pg.C_2580023	ENSP00000381270
estExt_fgenesh2_pg.C_2580028	ENSP00000377257
estExt_fgenesh2_pg.C_2580042	ENSP00000329499
estExt_fgenesh2_pg.C_2580062	ENSP00000376946
estExt_fgenesh2_pg.C_2580074	ENSP00000243918
estExt_fgenesh2_pg.C_2580074	ENSP00000457768
estExt_fgenesh2_pg.C_2590019	ENSP00000421307
estExt_fgenesh2_pg.C_2590032	ENSP00000320688
estExt_fgenesh2_pg.C_2590035	ENSP00000365163
estExt_fgenesh2_pg.C_2590084	ENSP00000203630
estExt_fgenesh2_pg.C_2600003	ENSP00000377370
estExt_fgenesh2_pg.C_2600009	ENSP00000400870
estExt_fgenesh2_pg.C_2600015	ENSP00000354855
estExt_fgenesh2_pg.C_2600015	ENSP00000439120
estExt_fgenesh2_pg.C_2600015	ENSP00000056233
estExt_fgenesh2_pg.C_2610037	ENSP00000300900
estExt_fgenesh2_pg.C_2610051	ENSP00000390011
estExt_fgenesh2_pg.C_2620007	ENSP00000233025
estExt_fgenesh2_pg.C_2620009	ENSP00000297107
estExt_fgenesh2_pg.C_2640044	ENSP00000331462
estExt_fgenesh2_pg.C_2650030	ENSP00000266126
estExt_fgenesh2_pg.C_2650031	ENSP00000364405
estExt_fgenesh2_pg.C_2650032	ENSP00000360034
estExt_fgenesh2_pg.C_2650052	ENSP00000439807
estExt_fgenesh2_pg.C_2650052	ENSP00000405514
estExt_fgenesh2_pg.C_2660002	ENSP00000382646
estExt_fgenesh2_pg.C_2660002	ENSP00000344729
estExt_fgenesh2_pg.C_2660010	ENSP00000243903
estExt_fgenesh2_pg.C_2660043	ENSP00000309515
estExt_fgenesh2_pg.C_2670076	ENSP00000402158
estExt_fgenesh2_pg.C_2680053	ENSP00000470369
estExt_fgenesh2_pg.C_2680054	ENSP00000376705
estExt_fgenesh2_pg.C_2680054	ENSP00000315371
estExt_fgenesh2_pg.C_2710023	ENSP00000310036
estExt_fgenesh2_pg.C_2710039	ENSP00000253247
estExt_fgenesh2_pg.C_2710041	ENSP00000386118
estExt_fgenesh2_pg.C_2720013	ENSP00000325589
estExt_fgenesh2_pg.C_2720039	ENSP00000311505
estExt_fgenesh2_pg.C_2720045	ENSP00000389813
estExt_fgenesh2_pg.C_2720060	ENSP00000326519
estExt_fgenesh2_pg.C_2720070	ENSP00000376220
estExt_fgenesh2_pg.C_2730014	ENSP00000290401
estExt_fgenesh2_pg.C_2730014	ENSP00000302289
estExt_fgenesh2_pg.C_2730023	ENSP00000334851
estExt_fgenesh2_pg.C_2730030	ENSP00000296805
estExt_fgenesh2_pg.C_2730038	ENSP00000424571
estExt_fgenesh2_pg.C_2730048	ENSP00000306100
estExt_fgenesh2_pg.C_2740017	ENSP00000387282
estExt_fgenesh2_pg.C_2750023	ENSP00000244241
estExt_fgenesh2_pg.C_2750024	ENSP00000302924
estExt_fgenesh2_pg.C_2760028	ENSP00000296657
estExt_fgenesh2_pg.C_2760032	ENSP00000254066
estExt_fgenesh2_pg.C_2770020	ENSP00000326699
estExt_fgenesh2_pg.C_2770021	ENSP00000330875
estExt_fgenesh2_pg.C_2770023	ENSP00000362441
estExt_fgenesh2_pg.C_2770050	ENSP00000292599
estExt_fgenesh2_pg.C_2770057	ENSP00000472261
estExt_fgenesh2_pg.C_2780051	ENSP00000349595
estExt_fgenesh2_pg.C_2780053	ENSP00000301057
estExt_fgenesh2_pg.C_2780061	ENSP00000262225
estExt_fgenesh2_pg.C_2790009	ENSP00000340329
estExt_fgenesh2_pg.C_2790009	ENSP00000298892
estExt_fgenesh2_pg.C_2790056	ENSP00000431905
estExt_fgenesh2_pg.C_2790072	ENSP00000357787
estExt_fgenesh2_pg.C_2800043	ENSP00000345175
estExt_fgenesh2_pg.C_2800043	ENSP00000344758
estExt_fgenesh2_pg.C_2800046	ENSP00000441602
estExt_fgenesh2_pg.C_2810062	ENSP00000235310
estExt_fgenesh2_pg.C_2820006	ENSP00000378897
estExt_fgenesh2_pg.C_2820006	ENSP00000363118
estExt_fgenesh2_pg.C_2830020	ENSP00000473983
estExt_fgenesh2_pg.C_2830042	ENSP00000344087
estExt_fgenesh2_pg.C_2830049	ENSP00000373657
estExt_fgenesh2_pg.C_2840050	ENSP00000267973
estExt_fgenesh2_pg.C_2850047	ENSP00000372720
estExt_fgenesh2_pg.C_2850051	ENSP00000310459
estExt_fgenesh2_pg.C_2860035	ENSP00000361446
estExt_fgenesh2_pg.C_2860038	ENSP00000385852
estExt_fgenesh2_pg.C_2870067	ENSP00000358753
estExt_fgenesh2_pg.C_2870070	ENSP00000299821
estExt_fgenesh2_pg.C_2890004	ENSP00000261499
estExt_fgenesh2_pg.C_2890013	ENSP00000318646
estExt_fgenesh2_pg.C_2890045	ENSP00000458075
estExt_fgenesh2_pg.C_2900027	ENSP00000293273
estExt_fgenesh2_pg.C_2900028	ENSP00000368931
estExt_fgenesh2_pg.C_2910015	ENSP00000330240
estExt_fgenesh2_pg.C_2910026	ENSP00000309595
estExt_fgenesh2_pg.C_2920006	ENSP00000361092
estExt_fgenesh2_pg.C_2920011	ENSP00000259339
estExt_fgenesh2_pg.C_2920022	ENSP00000436496
estExt_fgenesh2_pg.C_2930027	ENSP00000365817
estExt_fgenesh2_pg.C_2940004	ENSP00000359292
estExt_fgenesh2_pg.C_2940015	ENSP00000265097
estExt_fgenesh2_pg.C_2940016	ENSP00000378857
estExt_fgenesh2_pg.C_2950033	ENSP00000263923
estExt_fgenesh2_pg.C_2950033	ENSP00000241453
estExt_fgenesh2_pg.C_2950064	ENSP00000375031
estExt_fgenesh2_pg.C_2960031	ENSP00000335008
estExt_fgenesh2_pg.C_2960033	ENSP00000303830
estExt_fgenesh2_pg.C_2960034	ENSP00000295702
estExt_fgenesh2_pg.C_2960047	ENSP00000299578
estExt_fgenesh2_pg.C_2960053	ENSP00000366936
estExt_fgenesh2_pg.C_2970004	ENSP00000263083
estExt_fgenesh2_pg.C_2970058	ENSP00000378736
estExt_fgenesh2_pg.C_2970060	ENSP00000389103
estExt_fgenesh2_pg.C_2970062	ENSP00000319104
estExt_fgenesh2_pg.C_2970073	ENSP00000357067
estExt_fgenesh2_pg.C_2970073	ENSP00000463778
estExt_fgenesh2_pg.C_2970073	ENSP00000345708
estExt_fgenesh2_pg.C_2980011	ENSP00000281471
estExt_fgenesh2_pg.C_2980052	ENSP00000469240
estExt_fgenesh2_pg.C_2990002	ENSP00000282441
estExt_fgenesh2_pg.C_2990006	ENSP00000414390
estExt_fgenesh2_pg.C_3010019	ENSP00000342156
estExt_fgenesh2_pg.C_3010050	ENSP00000391088
estExt_fgenesh2_pg.C_3030036	ENSP00000202625
estExt_fgenesh2_pg.C_3030048	ENSP00000301764
estExt_fgenesh2_pg.C_3030056	ENSP00000360613
estExt_fgenesh2_pg.C_3030070	ENSP00000425050
estExt_fgenesh2_pg.C_3040011	ENSP00000310356
estExt_fgenesh2_pg.C_3040012	ENSP00000336712
estExt_fgenesh2_pg.C_3050038	ENSP00000243578
estExt_fgenesh2_pg.C_3050045	ENSP00000355510
estExt_fgenesh2_pg.C_3060019	ENSP00000414721
