ENSTGUP00000000001	SINCAM013965
ENSTGUP00000004399	SINCAM011381
ENSTGUP00000004400	SINCAM011002
ENSTGUP00000004402	SINCAM000366
ENSTGUP00000004404	SINCAM015226
ENSTGUP00000004405	SINCAM920480
ENSTGUP00000004408	SINCAM010970
ENSTGUP00000004410	SINCAM921547
ENSTGUP00000004414	SINCAM005987
ENSTGUP00000004416	SINCAM005280
ENSTGUP00000004417	SINCAM900184
ENSTGUP00000004420	SINCAM012902
ENSTGUP00000004423	SINCAM008570
ENSTGUP00000004425	SINCAM003892
ENSTGUP00000004426	SINCAM002656
ENSTGUP00000004428	SINCAM000070
ENSTGUP00000004431	SINCAM007966
ENSTGUP00000004433	SINCAM003634
ENSTGUP00000004434	SINCAM920442
ENSTGUP00000004436	SINCAM000316
ENSTGUP00000004437	SINCAM900185
ENSTGUP00000004439	SINCAM005281
ENSTGUP00000004443	SINCAM921548
ENSTGUP00000004444	SINCAM005942
ENSTGUP00000004446	SINCAM011847
ENSTGUP00000004447	SINCAM007068
ENSTGUP00000004449	SINCAM005943
ENSTGUP00000004450	SINCAM000315
ENSTGUP00000004451	SINCAM013114
ENSTGUP00000004452	SINCAM003889
ENSTGUP00000004453	SINCAM007067
ENSTGUP00000004457	SINCAM012483
ENSTGUP00000004458	SINCAM921483
ENSTGUP00000004459	SINCAM005946
ENSTGUP00000004460	SINCAM010393
ENSTGUP00000004461	SINCAM011851
ENSTGUP00000004462	SINCAM922051
ENSTGUP00000004463	SINCAM008368
ENSTGUP00000004464	SINCAM003206
ENSTGUP00000004466	SINCAM014320
ENSTGUP00000004469	SINCAM921982
ENSTGUP00000004470	SINCAM900189
ENSTGUP00000004471	SINCAM008568
ENSTGUP00000004472	SINCAM922052
ENSTGUP00000004473	SINCAM010972
ENSTGUP00000004474	SINCAM017682
ENSTGUP00000004475	SINCAM007920
ENSTGUP00000004476	SINCAM010397
ENSTGUP00000004477	SINCAM008563
ENSTGUP00000004478	SINCAM000135
ENSTGUP00000004479	SINCAM015471
ENSTGUP00000004480	SINCAM005282
ENSTGUP00000004481	SINCAM007919
ENSTGUP00000004482	SINCAM007066
ENSTGUP00000004483	SINCAM007084
ENSTGUP00000004484	SINCAM003888
ENSTGUP00000004485	SINCAM006334
ENSTGUP00000004486	SINCAM008564
ENSTGUP00000004487	SINCAM014318
ENSTGUP00000004488	SINCAM014258
ENSTGUP00000004491	SINCAM001461
ENSTGUP00000004492	SINCAM005284
ENSTGUP00000004493	SINCAM000117
ENSTGUP00000004494	SINCAM011168
ENSTGUP00000004495	SINCAM013231
ENSTGUP00000004497	SINCAM010399
ENSTGUP00000004498	SINCAM000737
ENSTGUP00000004501	SINCAM010400
ENSTGUP00000004502	SINCAM010975
ENSTGUP00000004503	SINCAM005285
ENSTGUP00000004504	SINCAM012462
ENSTGUP00000004505	SINCAM000324
ENSTGUP00000004506	SINCAM922977
ENSTGUP00000004508	SINCAM006336
ENSTGUP00000004509	SINCAM007744
ENSTGUP00000004512	SINCAM007918
ENSTGUP00000004516	SINCAM012463
ENSTGUP00000004517	SINCAM920759
ENSTGUP00000004518	SINCAM900190
ENSTGUP00000004520	SINCAM012464
ENSTGUP00000004521	SINCAM011385
ENSTGUP00000004522	SINCAM005948
ENSTGUP00000004524	SINCAM010401
ENSTGUP00000004525	SINCAM006338
ENSTGUP00000004527	SINCAM006339
ENSTGUP00000004528	SINCAM009598
ENSTGUP00000004531	SINCAM007917
ENSTGUP00000004532	SINCAM921857
ENSTGUP00000004533	SINCAM008899
ENSTGUP00000004534	SINCAM921856
ENSTGUP00000004535	SINCAM013232
ENSTGUP00000004536	SINCAM012763
ENSTGUP00000004537	SINCAM013278
ENSTGUP00000004538	SINCAM005287
ENSTGUP00000004540	SINCAM920560
ENSTGUP00000004541	SINCAM013270
ENSTGUP00000004542	SINCAM015230
ENSTGUP00000004544	SINCAM007916
ENSTGUP00000004545	SINCAM011848
ENSTGUP00000004546	SINCAM007082
ENSTGUP00000004547	SINCAM921094
ENSTGUP00000004549	SINCAM001894
ENSTGUP00000004550	SINCAM920704
ENSTGUP00000004552	SINCAM900103
ENSTGUP00000004554	SINCAM007081
ENSTGUP00000004555	SINCAM007915
ENSTGUP00000004556	SINCAM005289
ENSTGUP00000004557	SINCAM008566
ENSTGUP00000004558	SINCAM006329
ENSTGUP00000004560	SINCAM013470
ENSTGUP00000004561	SINCAM007913
ENSTGUP00000004562	SINCAM006331
ENSTGUP00000004563	SINCAM003887
ENSTGUP00000004564	SINCAM010976
ENSTGUP00000004565	SINCAM001136
ENSTGUP00000004566	SINCAM012467
ENSTGUP00000004567	SINCAM921481
ENSTGUP00000004569	SINCAM015236
ENSTGUP00000004571	SINCAM008567
ENSTGUP00000004574	SINCAM005291
ENSTGUP00000004575	SINCAM007080
ENSTGUP00000004577	SINCAM000989
ENSTGUP00000004578	SINCAM921545
ENSTGUP00000004579	SINCAM001892
ENSTGUP00000004580	SINCAM007811
ENSTGUP00000004581	SINCAM014257
ENSTGUP00000004582	SINCAM922310
ENSTGUP00000004583	SINCAM011424
ENSTGUP00000004585	SINCAM001891
ENSTGUP00000004586	SINCAM006360
ENSTGUP00000004588	SINCAM922976
ENSTGUP00000004589	SINCAM010402
ENSTGUP00000004590	SINCAM007079
ENSTGUP00000004591	SINCAM002242
ENSTGUP00000004592	SINCAM007076
ENSTGUP00000004593	SINCAM014911
ENSTGUP00000004595	SINCAM008823
ENSTGUP00000004596	SINCAM012468
ENSTGUP00000004597	SINCAM008961
ENSTGUP00000004598	SINCAM005841
ENSTGUP00000004599	SINCAM012056
ENSTGUP00000004600	SINCAM012768
ENSTGUP00000004601	SINCAM007078
ENSTGUP00000004602	SINCAM008827
ENSTGUP00000004604	SINCAM007812
ENSTGUP00000004605	SINCAM921855
ENSTGUP00000004609	SINCAM000137
ENSTGUP00000004610	SINCAM011074
ENSTGUP00000004611	SINCAM000993
ENSTGUP00000004612	SINCAM005292
ENSTGUP00000004615	SINCAM014337
ENSTGUP00000004617	SINCAM010403
ENSTGUP00000004618	SINCAM013187
ENSTGUP00000004619	SINCAM009693
ENSTGUP00000004620	SINCAM002241
ENSTGUP00000004622	SINCAM010900
ENSTGUP00000004623	SINCAM008826
ENSTGUP00000004625	SINCAM002240
ENSTGUP00000004626	SINCAM007810
ENSTGUP00000004627	SINCAM011386
ENSTGUP00000004628	SINCAM007011
ENSTGUP00000004630	SINCAM920868
ENSTGUP00000004631	SINCAM920760
ENSTGUP00000004632	SINCAM010404
ENSTGUP00000004633	SINCAM015288
ENSTGUP00000004634	SINCAM008831
ENSTGUP00000004635	SINCAM012470
ENSTGUP00000004636	SINCAM920756
ENSTGUP00000004637	SINCAM013188
ENSTGUP00000004639	SINCAM920562
ENSTGUP00000004640	SINCAM012472
ENSTGUP00000004642	SINCAM002235
ENSTGUP00000004644	SINCAM920869
ENSTGUP00000004645	SINCAM009597
ENSTGUP00000004646	SINCAM921854
ENSTGUP00000004647	SINCAM008830
ENSTGUP00000004648	SINCAM002236
ENSTGUP00000004650	SINCAM002237
ENSTGUP00000004651	SINCAM922092
ENSTGUP00000004652	SINCAM012473
ENSTGUP00000004653	SINCAM922252
ENSTGUP00000004654	SINCAM010406
ENSTGUP00000004656	SINCAM012474
ENSTGUP00000004660	SINCAM005294
ENSTGUP00000004662	SINCAM005844
ENSTGUP00000004663	SINCAM921983
ENSTGUP00000004664	SINCAM007074
ENSTGUP00000004665	SINCAM011852
ENSTGUP00000004668	SINCAM009714
ENSTGUP00000004669	SINCAM921482
ENSTGUP00000004670	SINCAM011380
ENSTGUP00000004672	SINCAM008828
ENSTGUP00000004673	SINCAM000865
ENSTGUP00000004674	SINCAM000863
ENSTGUP00000004678	SINCAM008750
ENSTGUP00000004679	SINCAM000866
ENSTGUP00000004682	SINCAM011378
ENSTGUP00000004683	SINCAM008751
ENSTGUP00000004684	SINCAM010898
ENSTGUP00000004685	SINCAM000083
ENSTGUP00000004686	SINCAM922054
ENSTGUP00000004687	SINCAM009382
ENSTGUP00000004688	SINCAM011853
ENSTGUP00000004690	SINCAM010902
ENSTGUP00000004691	SINCAM007459
ENSTGUP00000004692	SINCAM007929
ENSTGUP00000004693	SINCAM010903
ENSTGUP00000004694	SINCAM012475
ENSTGUP00000004695	SINCAM011682
ENSTGUP00000004696	SINCAM008753
ENSTGUP00000004697	SINCAM001181
ENSTGUP00000004698	SINCAM006359
ENSTGUP00000004699	SINCAM002233
ENSTGUP00000004700	SINCAM010904
ENSTGUP00000004701	SINCAM922053
ENSTGUP00000004703	SINCAM012041
ENSTGUP00000004704	SINCAM010372
ENSTGUP00000004705	SINCAM006996
ENSTGUP00000004706	SINCAM922622
ENSTGUP00000004707	SINCAM005296
ENSTGUP00000004708	SINCAM000867
ENSTGUP00000004711	SINCAM010905
ENSTGUP00000004712	SINCAM922046
ENSTGUP00000004713	SINCAM009839
ENSTGUP00000004714	SINCAM002825
ENSTGUP00000004715	SINCAM922045
ENSTGUP00000004717	SINCAM006995
ENSTGUP00000004719	SINCAM005297
ENSTGUP00000004720	SINCAM011371
ENSTGUP00000004721	SINCAM012521
ENSTGUP00000004722	SINCAM003885
ENSTGUP00000004723	SINCAM005298
ENSTGUP00000004724	SINCAM014186
ENSTGUP00000004725	SINCAM013267
ENSTGUP00000004726	SINCAM012477
ENSTGUP00000004727	SINCAM922250
ENSTGUP00000004728	SINCAM016899
ENSTGUP00000004729	SINCAM005299
ENSTGUP00000004730	SINCAM011680
ENSTGUP00000004731	SINCAM002723
ENSTGUP00000004732	SINCAM922696
ENSTGUP00000004734	SINCAM922921
ENSTGUP00000004735	SINCAM922044
ENSTGUP00000004736	SINCAM011369
ENSTGUP00000004737	SINCAM008590
ENSTGUP00000004738	SINCAM015965
ENSTGUP00000004739	SINCAM014903
ENSTGUP00000004741	SINCAM005300
ENSTGUP00000004743	SINCAM012043
ENSTGUP00000004744	SINCAM920836
ENSTGUP00000004747	SINCAM000871
ENSTGUP00000004748	SINCAM012478
ENSTGUP00000004749	SINCAM921443
ENSTGUP00000004750	SINCAM006948
ENSTGUP00000004751	SINCAM006355
ENSTGUP00000004752	SINCAM011679
ENSTGUP00000004753	SINCAM011678
ENSTGUP00000004754	SINCAM007932
ENSTGUP00000004756	SINCAM008589
ENSTGUP00000004759	SINCAM006353
ENSTGUP00000004760	SINCAM005301
ENSTGUP00000004761	SINCAM011677
ENSTGUP00000004762	SINCAM010906
ENSTGUP00000004763	SINCAM006990
ENSTGUP00000004765	SINCAM920548
ENSTGUP00000004766	SINCAM010368
ENSTGUP00000004767	SINCAM014342
ENSTGUP00000004768	SINCAM009698
ENSTGUP00000004769	SINCAM005800
ENSTGUP00000004771	SINCAM009838
ENSTGUP00000004774	SINCAM921831
ENSTGUP00000004776	SINCAM014492
ENSTGUP00000004777	SINCAM009834
ENSTGUP00000004778	SINCAM011368
ENSTGUP00000004779	SINCAM922021
ENSTGUP00000004781	SINCAM005801
ENSTGUP00000004783	SINCAM007549
ENSTGUP00000004784	SINCAM007024
ENSTGUP00000004785	SINCAM007606
ENSTGUP00000004786	SINCAM920583
ENSTGUP00000004787	SINCAM009866
ENSTGUP00000004788	SINCAM007934
ENSTGUP00000004789	SINCAM010907
ENSTGUP00000004790	SINCAM010908
ENSTGUP00000004791	SINCAM010909
ENSTGUP00000004792	SINCAM011367
ENSTGUP00000004793	SINCAM012479
ENSTGUP00000004795	SINCAM011674
ENSTGUP00000004796	SINCAM005802
ENSTGUP00000004797	SINCAM922020
ENSTGUP00000004798	SINCAM007605
ENSTGUP00000004799	SINCAM014256
ENSTGUP00000004800	SINCAM922480
ENSTGUP00000004801	SINCAM921187
ENSTGUP00000004802	SINCAM922435
ENSTGUP00000004804	SINCAM001895
ENSTGUP00000004805	SINCAM010912
ENSTGUP00000004806	SINCAM000872
ENSTGUP00000004807	SINCAM006351
ENSTGUP00000004808	SINCAM005803
ENSTGUP00000004809	SINCAM001896
ENSTGUP00000004810	SINCAM012480
ENSTGUP00000004811	SINCAM900117
ENSTGUP00000004812	SINCAM001897
ENSTGUP00000004813	SINCAM009865
ENSTGUP00000004814	SINCAM012481
ENSTGUP00000004815	SINCAM009575
ENSTGUP00000004817	SINCAM005022
ENSTGUP00000004818	SINCAM010889
ENSTGUP00000004819	SINCAM005804
ENSTGUP00000004820	SINCAM007933
ENSTGUP00000004823	SINCAM922487
ENSTGUP00000004824	SINCAM920988
ENSTGUP00000004825	SINCAM011675
ENSTGUP00000004829	SINCAM900280
ENSTGUP00000004830	SINCAM009887
ENSTGUP00000004831	SINCAM000919
ENSTGUP00000004832	SINCAM013275
ENSTGUP00000004833	SINCAM007604
ENSTGUP00000004836	SINCAM007023
ENSTGUP00000004837	SINCAM010644
ENSTGUP00000004839	SINCAM013277
ENSTGUP00000004840	SINCAM010643
ENSTGUP00000004842	SINCAM009889
ENSTGUP00000004844	SINCAM014255
ENSTGUP00000004845	SINCAM009776
ENSTGUP00000004847	SINCAM007828
ENSTGUP00000004849	SINCAM013253
ENSTGUP00000004852	SINCAM009777
ENSTGUP00000004854	SINCAM920994
ENSTGUP00000004856	SINCAM009778
ENSTGUP00000004857	SINCAM014298
ENSTGUP00000004860	SINCAM000918
ENSTGUP00000004861	SINCAM011669
ENSTGUP00000004862	SINCAM010888
ENSTGUP00000004863	SINCAM013252
ENSTGUP00000004864	SINCAM003719
ENSTGUP00000004865	SINCAM012046
ENSTGUP00000004868	SINCAM002318
ENSTGUP00000004870	SINCAM014297
ENSTGUP00000004871	SINCAM011083
ENSTGUP00000004872	SINCAM011670
ENSTGUP00000004873	SINCAM922963
ENSTGUP00000004874	SINCAM900127
ENSTGUP00000004875	SINCAM004033
ENSTGUP00000004876	SINCAM000082
ENSTGUP00000004877	SINCAM006348
ENSTGUP00000004878	SINCAM011084
ENSTGUP00000004879	SINCAM011671
ENSTGUP00000004881	SINCAM012455
ENSTGUP00000004882	SINCAM920438
ENSTGUP00000004883	SINCAM001898
ENSTGUP00000004884	SINCAM003718
ENSTGUP00000004886	SINCAM920541
ENSTGUP00000004887	SINCAM922964
ENSTGUP00000004888	SINCAM010641
ENSTGUP00000004889	SINCAM004034
ENSTGUP00000004890	SINCAM010886
ENSTGUP00000004891	SINCAM922162
ENSTGUP00000004893	SINCAM013216
ENSTGUP00000004894	SINCAM001550
ENSTGUP00000004895	SINCAM900282
ENSTGUP00000004896	SINCAM000816
ENSTGUP00000004897	SINCAM922307
ENSTGUP00000004900	SINCAM008746
ENSTGUP00000004901	SINCAM011672
ENSTGUP00000004903	SINCAM005304
ENSTGUP00000004904	SINCAM900248
ENSTGUP00000004905	SINCAM007826
ENSTGUP00000004906	SINCAM011673
ENSTGUP00000004907	SINCAM014296
ENSTGUP00000004908	SINCAM007603
ENSTGUP00000004909	SINCAM005308
ENSTGUP00000004911	SINCAM922248
ENSTGUP00000004912	SINCAM010532
ENSTGUP00000004914	SINCAM001901
ENSTGUP00000004916	SINCAM922249
ENSTGUP00000004917	SINCAM921988
ENSTGUP00000004919	SINCAM012452
ENSTGUP00000004920	SINCAM000744
ENSTGUP00000004921	SINCAM011734
ENSTGUP00000004922	SINCAM010631
ENSTGUP00000004923	SINCAM921827
ENSTGUP00000004924	SINCAM003717
ENSTGUP00000004926	SINCAM010596
ENSTGUP00000004927	SINCAM003716
ENSTGUP00000004928	SINCAM010612
ENSTGUP00000004929	SINCAM011085
ENSTGUP00000004931	SINCAM921885
ENSTGUP00000004932	SINCAM010740
ENSTGUP00000004933	SINCAM004037
ENSTGUP00000004935	SINCAM011732
ENSTGUP00000004936	SINCAM007825
ENSTGUP00000004937	SINCAM920872
ENSTGUP00000004938	SINCAM012658
ENSTGUP00000004939	SINCAM011730
ENSTGUP00000004941	SINCAM011728
ENSTGUP00000004942	SINCAM004658
ENSTGUP00000004943	SINCAM000102
ENSTGUP00000004944	SINCAM007570
ENSTGUP00000004945	SINCAM001902
ENSTGUP00000004946	SINCAM012045
ENSTGUP00000004947	SINCAM011727
ENSTGUP00000004948	SINCAM012673
ENSTGUP00000004949	SINCAM000101
ENSTGUP00000004951	SINCAM007824
ENSTGUP00000004952	SINCAM922346
ENSTGUP00000004953	SINCAM001903
ENSTGUP00000004954	SINCAM011726
ENSTGUP00000004955	SINCAM922436
ENSTGUP00000004956	SINCAM011090
ENSTGUP00000004957	SINCAM010742
ENSTGUP00000004958	SINCAM005838
ENSTGUP00000004962	SINCAM010727
ENSTGUP00000004963	SINCAM921842
ENSTGUP00000004964	SINCAM007008
ENSTGUP00000004965	SINCAM010008
ENSTGUP00000004966	SINCAM012672
ENSTGUP00000004968	SINCAM013213
ENSTGUP00000004969	SINCAM011091
ENSTGUP00000004971	SINCAM003689
ENSTGUP00000004973	SINCAM921840
ENSTGUP00000004975	SINCAM010634
ENSTGUP00000004976	SINCAM007571
ENSTGUP00000004977	SINCAM922171
ENSTGUP00000004978	SINCAM013214
ENSTGUP00000004979	SINCAM008747
ENSTGUP00000004980	SINCAM011092
ENSTGUP00000004981	SINCAM004104
ENSTGUP00000004982	SINCAM922172
ENSTGUP00000004983	SINCAM008749
ENSTGUP00000004984	SINCAM921839
ENSTGUP00000004986	SINCAM004102
ENSTGUP00000004987	SINCAM011109
ENSTGUP00000004988	SINCAM009905
ENSTGUP00000004989	SINCAM922620
ENSTGUP00000004990	SINCAM920871
ENSTGUP00000004991	SINCAM013261
ENSTGUP00000004992	SINCAM007572
ENSTGUP00000004993	SINCAM014353
ENSTGUP00000004994	SINCAM921838
ENSTGUP00000004995	SINCAM015735
ENSTGUP00000004996	SINCAM011094
ENSTGUP00000004998	SINCAM011725
ENSTGUP00000005001	SINCAM002165
ENSTGUP00000005003	SINCAM000902
ENSTGUP00000005004	SINCAM011095
ENSTGUP00000005005	SINCAM011096
ENSTGUP00000005006	SINCAM010719
ENSTGUP00000005007	SINCAM004101
ENSTGUP00000005008	SINCAM010636
ENSTGUP00000005014	SINCAM014189
ENSTGUP00000005015	SINCAM011397
ENSTGUP00000005017	SINCAM011863
ENSTGUP00000005018	SINCAM009576
ENSTGUP00000005019	SINCAM013259
ENSTGUP00000005020	SINCAM000970
ENSTGUP00000005022	SINCAM011724
ENSTGUP00000005026	SINCAM007573
ENSTGUP00000005027	SINCAM001904
ENSTGUP00000005029	SINCAM011082
ENSTGUP00000005030	SINCAM004098
ENSTGUP00000005031	SINCAM000828
ENSTGUP00000005032	SINCAM007823
ENSTGUP00000005033	SINCAM000071
ENSTGUP00000005035	SINCAM003690
ENSTGUP00000005036	SINCAM007822
ENSTGUP00000005037	SINCAM006341
ENSTGUP00000005039	SINCAM007821
ENSTGUP00000005042	SINCAM009845
ENSTGUP00000005043	SINCAM010637
ENSTGUP00000005045	SINCAM011081
ENSTGUP00000005046	SINCAM011722
ENSTGUP00000005047	SINCAM920435
ENSTGUP00000005048	SINCAM012669
ENSTGUP00000005051	SINCAM920436
ENSTGUP00000005053	SINCAM006326
ENSTGUP00000005057	SINCAM008835
ENSTGUP00000005058	SINCAM000827
ENSTGUP00000005059	SINCAM010796
ENSTGUP00000005063	SINCAM011864
ENSTGUP00000005064	SINCAM008415
ENSTGUP00000005065	SINCAM003750
ENSTGUP00000005066	SINCAM010797
ENSTGUP00000005067	SINCAM008587
ENSTGUP00000005070	SINCAM004087
ENSTGUP00000005071	SINCAM011865
ENSTGUP00000005072	SINCAM010606
ENSTGUP00000005073	SINCAM007820
ENSTGUP00000005074	SINCAM922396
ENSTGUP00000005075	SINCAM003730
ENSTGUP00000005076	SINCAM000905
ENSTGUP00000005077	SINCAM922285
ENSTGUP00000005078	SINCAM011721
ENSTGUP00000005082	SINCAM004391
ENSTGUP00000005084	SINCAM007574
ENSTGUP00000005086	SINCAM000235
ENSTGUP00000005087	SINCAM011720
ENSTGUP00000005089	SINCAM007575
ENSTGUP00000005090	SINCAM011719
ENSTGUP00000005091	SINCAM011080
ENSTGUP00000005092	SINCAM012676
ENSTGUP00000005093	SINCAM921858
ENSTGUP00000005094	SINCAM013258
ENSTGUP00000005098	SINCAM004088
ENSTGUP00000005099	SINCAM005837
ENSTGUP00000005100	SINCAM001906
ENSTGUP00000005101	SINCAM011866
ENSTGUP00000005103	SINCAM000236
ENSTGUP00000005104	SINCAM007420
ENSTGUP00000005105	SINCAM011718
ENSTGUP00000005106	SINCAM012677
ENSTGUP00000005109	SINCAM000906
ENSTGUP00000005110	SINCAM011066
ENSTGUP00000005112	SINCAM010688
ENSTGUP00000005113	SINCAM006284
ENSTGUP00000005114	SINCAM000909
ENSTGUP00000005115	SINCAM007138
ENSTGUP00000005116	SINCAM013155
ENSTGUP00000005117	SINCAM010721
ENSTGUP00000005119	SINCAM007819
ENSTGUP00000005120	SINCAM922258
ENSTGUP00000005121	SINCAM922269
ENSTGUP00000005122	SINCAM001907
ENSTGUP00000005123	SINCAM003728
ENSTGUP00000005124	SINCAM007576
ENSTGUP00000005125	SINCAM000237
ENSTGUP00000005127	SINCAM014282
ENSTGUP00000005129	SINCAM922690
ENSTGUP00000005130	SINCAM922276
ENSTGUP00000005131	SINCAM004089
ENSTGUP00000005132	SINCAM001908
ENSTGUP00000005133	SINCAM014598
ENSTGUP00000005135	SINCAM016180
ENSTGUP00000005136	SINCAM004091
ENSTGUP00000005137	SINCAM012678
ENSTGUP00000005138	SINCAM008837
ENSTGUP00000005139	SINCAM001909
ENSTGUP00000005140	SINCAM900149
ENSTGUP00000005141	SINCAM011905
ENSTGUP00000005142	SINCAM007137
ENSTGUP00000005144	SINCAM921485
ENSTGUP00000005145	SINCAM006283
ENSTGUP00000005146	SINCAM011894
ENSTGUP00000005147	SINCAM922257
ENSTGUP00000005148	SINCAM007758
ENSTGUP00000005149	SINCAM003640
ENSTGUP00000005150	SINCAM006287
ENSTGUP00000005151	SINCAM000911
ENSTGUP00000005152	SINCAM006304
ENSTGUP00000005154	SINCAM005835
ENSTGUP00000005155	SINCAM000238
ENSTGUP00000005157	SINCAM007136
ENSTGUP00000005158	SINCAM012702
ENSTGUP00000005159	SINCAM011795
ENSTGUP00000005160	SINCAM008841
ENSTGUP00000005161	SINCAM007577
ENSTGUP00000005164	SINCAM921980
ENSTGUP00000005165	SINCAM003557
ENSTGUP00000005166	SINCAM004092
ENSTGUP00000005167	SINCAM011794
ENSTGUP00000005168	SINCAM005311
ENSTGUP00000005169	SINCAM005108
ENSTGUP00000005170	SINCAM000916
ENSTGUP00000005171	SINCAM012660
ENSTGUP00000005174	SINCAM009754
ENSTGUP00000005176	SINCAM012659
ENSTGUP00000005177	SINCAM900147
ENSTGUP00000005178	SINCAM000239
ENSTGUP00000005179	SINCAM001910
ENSTGUP00000005180	SINCAM000914
ENSTGUP00000005181	SINCAM000877
ENSTGUP00000005184	SINCAM005109
ENSTGUP00000005185	SINCAM000240
ENSTGUP00000005186	SINCAM921406
ENSTGUP00000005188	SINCAM011796
ENSTGUP00000005189	SINCAM005834
ENSTGUP00000005190	SINCAM011316
ENSTGUP00000005191	SINCAM009755
ENSTGUP00000005192	SINCAM921699
ENSTGUP00000005194	SINCAM011797
ENSTGUP00000005196	SINCAM008553
ENSTGUP00000005197	SINCAM010566
ENSTGUP00000005198	SINCAM004093
ENSTGUP00000005199	SINCAM001911
ENSTGUP00000005200	SINCAM010795
ENSTGUP00000005201	SINCAM922256
ENSTGUP00000005203	SINCAM014292
ENSTGUP00000005204	SINCAM007134
ENSTGUP00000005205	SINCAM010563
ENSTGUP00000005206	SINCAM012657
ENSTGUP00000005207	SINCAM921867
ENSTGUP00000005208	SINCAM005110
ENSTGUP00000005209	SINCAM009756
ENSTGUP00000005210	SINCAM000241
ENSTGUP00000005211	SINCAM006302
ENSTGUP00000005213	SINCAM011317
ENSTGUP00000005214	SINCAM007967
ENSTGUP00000005215	SINCAM014836
ENSTGUP00000005216	SINCAM012081
ENSTGUP00000005217	SINCAM005111
ENSTGUP00000005218	SINCAM006301
ENSTGUP00000005219	SINCAM922202
ENSTGUP00000005220	SINCAM922807
ENSTGUP00000005221	SINCAM000242
ENSTGUP00000005222	SINCAM011320
ENSTGUP00000005223	SINCAM011737
ENSTGUP00000005225	SINCAM921700
ENSTGUP00000005228	SINCAM012656
ENSTGUP00000005229	SINCAM921866
ENSTGUP00000005230	SINCAM007579
ENSTGUP00000005232	SINCAM011321
ENSTGUP00000005233	SINCAM001912
ENSTGUP00000005235	SINCAM922140
ENSTGUP00000005236	SINCAM003641
ENSTGUP00000005237	SINCAM007580
ENSTGUP00000005238	SINCAM014281
ENSTGUP00000005239	SINCAM009861
ENSTGUP00000005240	SINCAM007582
ENSTGUP00000005241	SINCAM007970
ENSTGUP00000005243	SINCAM011799
ENSTGUP00000005244	SINCAM008555
ENSTGUP00000005245	SINCAM920708
ENSTGUP00000005246	SINCAM006300
ENSTGUP00000005248	SINCAM921529
ENSTGUP00000005249	SINCAM004094
ENSTGUP00000005250	SINCAM001021
ENSTGUP00000005251	SINCAM011738
ENSTGUP00000005253	SINCAM006299
ENSTGUP00000005255	SINCAM922097
ENSTGUP00000005256	SINCAM007971
ENSTGUP00000005258	SINCAM016319
ENSTGUP00000005259	SINCAM000243
ENSTGUP00000005261	SINCAM005112
ENSTGUP00000005262	SINCAM006261
ENSTGUP00000005263	SINCAM007132
ENSTGUP00000005264	SINCAM004095
ENSTGUP00000005265	SINCAM007973
ENSTGUP00000005269	SINCAM000244
ENSTGUP00000005270	SINCAM007131
ENSTGUP00000005272	SINCAM008556
ENSTGUP00000005275	SINCAM921528
ENSTGUP00000005276	SINCAM014280
ENSTGUP00000005277	SINCAM012080
ENSTGUP00000005278	SINCAM009862
ENSTGUP00000005279	SINCAM012925
ENSTGUP00000005280	SINCAM003642
ENSTGUP00000005281	SINCAM921967
ENSTGUP00000005283	SINCAM014278
ENSTGUP00000005285	SINCAM004097
ENSTGUP00000005286	SINCAM007125
ENSTGUP00000005287	SINCAM003643
ENSTGUP00000005288	SINCAM005214
ENSTGUP00000005289	SINCAM015154
ENSTGUP00000005290	SINCAM007124
ENSTGUP00000005291	SINCAM004086
ENSTGUP00000005295	SINCAM000140
ENSTGUP00000005296	SINCAM008557
ENSTGUP00000005298	SINCAM922806
ENSTGUP00000005299	SINCAM013843
ENSTGUP00000005300	SINCAM001913
ENSTGUP00000005301	SINCAM014275
ENSTGUP00000005303	SINCAM015155
ENSTGUP00000005305	SINCAM922198
ENSTGUP00000005306	SINCAM012304
ENSTGUP00000005307	SINCAM006262
ENSTGUP00000005308	SINCAM010790
ENSTGUP00000005309	SINCAM009896
ENSTGUP00000005310	SINCAM007583
ENSTGUP00000005313	SINCAM011323
ENSTGUP00000005314	SINCAM922095
ENSTGUP00000005315	SINCAM007977
ENSTGUP00000005316	SINCAM006836
ENSTGUP00000005317	SINCAM012612
ENSTGUP00000005318	SINCAM000245
ENSTGUP00000005321	SINCAM921007
ENSTGUP00000005322	SINCAM017064
ENSTGUP00000005323	SINCAM014272
ENSTGUP00000005324	SINCAM009843
ENSTGUP00000005325	SINCAM920463
ENSTGUP00000005326	SINCAM012611
ENSTGUP00000005327	SINCAM921864
ENSTGUP00000005328	SINCAM922160
ENSTGUP00000005329	SINCAM000141
ENSTGUP00000005330	SINCAM007978
ENSTGUP00000005332	SINCAM015157
ENSTGUP00000005333	SINCAM008558
ENSTGUP00000005336	SINCAM002238
ENSTGUP00000005337	SINCAM010592
ENSTGUP00000005339	SINCAM000247
ENSTGUP00000005340	SINCAM005115
ENSTGUP00000005343	SINCAM014518
ENSTGUP00000005345	SINCAM011324
ENSTGUP00000005347	SINCAM922817
ENSTGUP00000005349	SINCAM922821
ENSTGUP00000005350	SINCAM003683
ENSTGUP00000005352	SINCAM006266
ENSTGUP00000005353	SINCAM007979
ENSTGUP00000005356	SINCAM015159
ENSTGUP00000005357	SINCAM007110
