PMZ_0041611-RA	ENSLOCP00000000001
PMZ_0002676-RA	ENSLOCP00000003811
PMZ_0042222-RA	ENSLOCP00000003811
PMZ_0041525-RA	ENSLOCP00000003813
PMZ_0036502-RA	ENSLOCP00000003813
PMZ_0048975-RA	ENSLOCP00000003814
PMZ_0045494-RA	ENSLOCP00000003814
PMZ_0034708-RA	ENSLOCP00000003815
PMZ_0046118-RA	ENSLOCP00000003816
PMZ_0037383-RA	ENSLOCP00000003817
PMZ_0046664-RA	ENSLOCP00000003817
PMZ_0041262-RA	ENSLOCP00000003818
PMZ_0028912-RA	ENSLOCP00000003821
PMZ_0048861-RA	ENSLOCP00000003822
PMZ_0034046-RA	ENSLOCP00000003826
PMZ_0027638-RA	ENSLOCP00000003826
PMZ_0002730-RA	ENSLOCP00000003828
PMZ_0044073-RA	ENSLOCP00000003829
PMZ_0001903-RA	ENSLOCP00000003831
PMZ_0036012-RA	ENSLOCP00000003831
PMZ_0004216-RA	ENSLOCP00000003833
PMZ_0022068-RA	ENSLOCP00000003834
PMZ_0004241-RA	ENSLOCP00000003837
PMZ_0037449-RA	ENSLOCP00000003838
PMZ_0003752-RA	ENSLOCP00000003839
PMZ_0022143-RA	ENSLOCP00000003840
PMZ_0033021-RA	ENSLOCP00000003840
PMZ_0032252-RA	ENSLOCP00000003842
PMZ_0045374-RA	ENSLOCP00000003847
PMZ_0046382-RA	ENSLOCP00000003850
PMZ_0034456-RA	ENSLOCP00000003850
PMZ_0011958-RA	ENSLOCP00000003853
PMZ_0033228-RA	ENSLOCP00000003854
PMZ_0012760-RA	ENSLOCP00000003854
PMZ_0004858-RA	ENSLOCP00000003858
PMZ_0003352-RA	ENSLOCP00000003858
PMZ_0026971-RA	ENSLOCP00000003859
PMZ_0047044-RA	ENSLOCP00000003859
PMZ_0033260-RA	ENSLOCP00000003864
PMZ_0017429-RA	ENSLOCP00000003865
PMZ_0019676-RA	ENSLOCP00000003866
PMZ_0004683-RA	ENSLOCP00000003869
PMZ_0046177-RA	ENSLOCP00000003869
PMZ_0033750-RA	ENSLOCP00000003871
PMZ_0045909-RA	ENSLOCP00000003872
PMZ_0044590-RA	ENSLOCP00000003873
PMZ_0012122-RA	ENSLOCP00000003875
PMZ_0041831-RA	ENSLOCP00000003878
PMZ_0047124-RA	ENSLOCP00000003878
PMZ_0036613-RA	ENSLOCP00000003880
PMZ_0039095-RA	ENSLOCP00000003880
PMZ_0042843-RA	ENSLOCP00000003883
PMZ_0041353-RA	ENSLOCP00000003886
PMZ_0044694-RA	ENSLOCP00000003887
PMZ_0032247-RA	ENSLOCP00000003887
PMZ_0046350-RA	ENSLOCP00000003893
PMZ_0046136-RA	ENSLOCP00000003894
PMZ_0047583-RA	ENSLOCP00000003894
PMZ_0031407-RA	ENSLOCP00000003896
PMZ_0041892-RA	ENSLOCP00000003897
PMZ_0029542-RA	ENSLOCP00000003897
PMZ_0032472-RA	ENSLOCP00000003898
PMZ_0015055-RA	ENSLOCP00000003898
PMZ_0043910-RA	ENSLOCP00000003901
PMZ_0038395-RA	ENSLOCP00000003904
PMZ_0016174-RA	ENSLOCP00000003906
PMZ_0006526-RA	ENSLOCP00000003908
PMZ_0048371-RA	ENSLOCP00000003910
PMZ_0010060-RA	ENSLOCP00000003911
PMZ_0006193-RA	ENSLOCP00000003912
PMZ_0004639-RA	ENSLOCP00000003913
PMZ_0047604-RA	ENSLOCP00000003913
PMZ_0034451-RA	ENSLOCP00000003914
PMZ_0020856-RA	ENSLOCP00000003917
PMZ_0029718-RA	ENSLOCP00000003917
PMZ_0005799-RA	ENSLOCP00000003918
PMZ_0007620-RA	ENSLOCP00000003926
PMZ_0045429-RA	ENSLOCP00000003927
PMZ_0015164-RA	ENSLOCP00000003936
PMZ_0009797-RA	ENSLOCP00000003940
PMZ_0041714-RA	ENSLOCP00000003942
PMZ_0006821-RA	ENSLOCP00000003944
PMZ_0034971-RA	ENSLOCP00000003945
PMZ_0041968-RA	ENSLOCP00000003947
PMZ_0042402-RA	ENSLOCP00000003948
PMZ_0004065-RA	ENSLOCP00000003949
PMZ_0045136-RA	ENSLOCP00000003949
PMZ_0023116-RA	ENSLOCP00000003951
PMZ_0042451-RA	ENSLOCP00000003951
PMZ_0047090-RA	ENSLOCP00000003952
PMZ_0044828-RA	ENSLOCP00000003952
PMZ_0044108-RA	ENSLOCP00000003953
PMZ_0044107-RA	ENSLOCP00000003953
PMZ_0045369-RA	ENSLOCP00000003955
PMZ_0003195-RA	ENSLOCP00000003957
PMZ_0035210-RA	ENSLOCP00000003957
PMZ_0038256-RA	ENSLOCP00000003960
PMZ_0026729-RA	ENSLOCP00000003962
PMZ_0045308-RA	ENSLOCP00000003962
PMZ_0027020-RA	ENSLOCP00000003966
PMZ_0032492-RA	ENSLOCP00000003966
PMZ_0029760-RA	ENSLOCP00000003969
PMZ_0037996-RA	ENSLOCP00000003969
PMZ_0027709-RA	ENSLOCP00000003972
PMZ_0038318-RA	ENSLOCP00000003974
PMZ_0029064-RA	ENSLOCP00000003977
PMZ_0041724-RA	ENSLOCP00000003977
PMZ_0043808-RA	ENSLOCP00000003978
PMZ_0044528-RA	ENSLOCP00000003980
PMZ_0031206-RA	ENSLOCP00000003982
PMZ_0031652-RA	ENSLOCP00000003983
PMZ_0034002-RA	ENSLOCP00000003983
PMZ_0044564-RA	ENSLOCP00000003984
PMZ_0013621-RA	ENSLOCP00000003987
PMZ_0006477-RA	ENSLOCP00000003987
PMZ_0032100-RA	ENSLOCP00000003988
PMZ_0032972-RA	ENSLOCP00000003988
PMZ_0029011-RA	ENSLOCP00000003989
PMZ_0041960-RA	ENSLOCP00000003989
PMZ_0039364-RA	ENSLOCP00000003995
PMZ_0044780-RA	ENSLOCP00000003995
PMZ_0008200-RA	ENSLOCP00000003997
PMZ_0048074-RA	ENSLOCP00000003997
PMZ_0046443-RA	ENSLOCP00000003998
PMZ_0029613-RA	ENSLOCP00000003998
PMZ_0044840-RA	ENSLOCP00000004000
PMZ_0044839-RA	ENSLOCP00000004000
PMZ_0006031-RA	ENSLOCP00000004006
PMZ_0035061-RA	ENSLOCP00000004009
PMZ_0037740-RA	ENSLOCP00000004009
PMZ_0001385-RA	ENSLOCP00000004010
PMZ_0037480-RA	ENSLOCP00000004010
PMZ_0017237-RA	ENSLOCP00000004011
PMZ_0037945-RA	ENSLOCP00000004017
PMZ_0044646-RA	ENSLOCP00000004017
PMZ_0034403-RA	ENSLOCP00000004018
PMZ_0013455-RA	ENSLOCP00000004021
PMZ_0017203-RA	ENSLOCP00000004022
PMZ_0036423-RA	ENSLOCP00000004028
PMZ_0045172-RA	ENSLOCP00000004028
PMZ_0032364-RA	ENSLOCP00000004029
PMZ_0035917-RA	ENSLOCP00000004029
PMZ_0018032-RA	ENSLOCP00000004030
PMZ_0014853-RA	ENSLOCP00000004037
PMZ_0047819-RA	ENSLOCP00000004037
PMZ_0045454-RA	ENSLOCP00000004040
PMZ_0033617-RA	ENSLOCP00000004041
PMZ_0046869-RA	ENSLOCP00000004041
PMZ_0035080-RA	ENSLOCP00000004042
PMZ_0046154-RA	ENSLOCP00000004043
PMZ_0037755-RA	ENSLOCP00000004045
PMZ_0044841-RA	ENSLOCP00000004049
PMZ_0003036-RA	ENSLOCP00000004049
PMZ_0033325-RA	ENSLOCP00000004050
PMZ_0047898-RA	ENSLOCP00000004050
PMZ_0026173-RA	ENSLOCP00000004051
PMZ_0048021-RA	ENSLOCP00000004051
PMZ_0007175-RA	ENSLOCP00000004052
PMZ_0036390-RA	ENSLOCP00000004052
PMZ_0031188-RA	ENSLOCP00000004053
PMZ_0006824-RA	ENSLOCP00000004053
PMZ_0030656-RA	ENSLOCP00000004055
PMZ_0014769-RA	ENSLOCP00000004055
PMZ_0045544-RA	ENSLOCP00000004056
PMZ_0034773-RA	ENSLOCP00000004056
PMZ_0044337-RA	ENSLOCP00000004059
PMZ_0023644-RA	ENSLOCP00000004059
PMZ_0038216-RA	ENSLOCP00000004060
PMZ_0008016-RA	ENSLOCP00000004060
PMZ_0048951-RA	ENSLOCP00000004063
PMZ_0042762-RA	ENSLOCP00000004068
PMZ_0028836-RA	ENSLOCP00000004069
PMZ_0026279-RA	ENSLOCP00000004070
PMZ_0033273-RA	ENSLOCP00000004070
PMZ_0042395-RA	ENSLOCP00000004073
PMZ_0048979-RA	ENSLOCP00000004075
PMZ_0048743-RA	ENSLOCP00000004075
PMZ_0048048-RA	ENSLOCP00000004077
PMZ_0046581-RA	ENSLOCP00000004079
PMZ_0015101-RA	ENSLOCP00000004079
PMZ_0026812-RA	ENSLOCP00000004080
PMZ_0016124-RA	ENSLOCP00000004084
PMZ_0048051-RA	ENSLOCP00000004084
PMZ_0030825-RA	ENSLOCP00000004088
PMZ_0037952-RA	ENSLOCP00000004088
PMZ_0040003-RA	ENSLOCP00000004094
PMZ_0040002-RA	ENSLOCP00000004094
PMZ_0040805-RA	ENSLOCP00000004096
PMZ_0031575-RA	ENSLOCP00000004097
PMZ_0036799-RA	ENSLOCP00000004097
PMZ_0029093-RA	ENSLOCP00000004098
PMZ_0014287-RA	ENSLOCP00000004098
PMZ_0029036-RA	ENSLOCP00000004102
PMZ_0044504-RA	ENSLOCP00000004102
PMZ_0045302-RA	ENSLOCP00000004104
PMZ_0046307-RA	ENSLOCP00000004106
PMZ_0033623-RA	ENSLOCP00000004106
PMZ_0011614-RA	ENSLOCP00000004110
PMZ_0027625-RA	ENSLOCP00000004110
PMZ_0014321-RA	ENSLOCP00000004111
PMZ_0026787-RA	ENSLOCP00000004116
PMZ_0046999-RA	ENSLOCP00000004117
PMZ_0043700-RA	ENSLOCP00000004118
PMZ_0037771-RA	ENSLOCP00000004118
PMZ_0045340-RA	ENSLOCP00000004120
PMZ_0042935-RA	ENSLOCP00000004121
PMZ_0043331-RA	ENSLOCP00000004122
PMZ_0044709-RA	ENSLOCP00000004123
PMZ_0035809-RA	ENSLOCP00000004123
PMZ_0035035-RA	ENSLOCP00000004124
PMZ_0008802-RA	ENSLOCP00000004126
PMZ_0007629-RA	ENSLOCP00000004129
PMZ_0017615-RA	ENSLOCP00000004136
PMZ_0046511-RA	ENSLOCP00000004138
PMZ_0037982-RA	ENSLOCP00000004138
PMZ_0041274-RA	ENSLOCP00000004141
PMZ_0036482-RA	ENSLOCP00000004142
PMZ_0046231-RA	ENSLOCP00000004146
PMZ_0045773-RA	ENSLOCP00000004148
PMZ_0033720-RA	ENSLOCP00000004149
PMZ_0032430-RA	ENSLOCP00000004149
PMZ_0034969-RA	ENSLOCP00000004155
PMZ_0046214-RA	ENSLOCP00000004158
PMZ_0007186-RA	ENSLOCP00000004159
PMZ_0047198-RA	ENSLOCP00000004159
PMZ_0019036-RA	ENSLOCP00000004162
PMZ_0047345-RA	ENSLOCP00000004162
PMZ_0032537-RA	ENSLOCP00000004163
PMZ_0031950-RA	ENSLOCP00000004163
PMZ_0040937-RA	ENSLOCP00000004164
PMZ_0031376-RA	ENSLOCP00000004164
PMZ_0026912-RA	ENSLOCP00000004166
PMZ_0020504-RA	ENSLOCP00000004166
PMZ_0010133-RA	ENSLOCP00000004167
PMZ_0000863-RA	ENSLOCP00000004167
PMZ_0041698-RA	ENSLOCP00000004168
PMZ_0044579-RA	ENSLOCP00000004169
PMZ_0044076-RA	ENSLOCP00000004173
PMZ_0019074-RA	ENSLOCP00000004173
PMZ_0042751-RA	ENSLOCP00000004175
PMZ_0028783-RA	ENSLOCP00000004176
PMZ_0046064-RA	ENSLOCP00000004176
PMZ_0002337-RA	ENSLOCP00000004177
PMZ_0021022-RA	ENSLOCP00000004177
PMZ_0035674-RA	ENSLOCP00000004181
PMZ_0030016-RA	ENSLOCP00000004181
PMZ_0026402-RA	ENSLOCP00000004184
PMZ_0045578-RA	ENSLOCP00000004184
PMZ_0026757-RA	ENSLOCP00000004186
PMZ_0043788-RA	ENSLOCP00000004186
PMZ_0013794-RA	ENSLOCP00000004188
PMZ_0032400-RA	ENSLOCP00000004189
PMZ_0037199-RA	ENSLOCP00000004189
PMZ_0030578-RA	ENSLOCP00000004190
PMZ_0026801-RA	ENSLOCP00000004190
PMZ_0027713-RA	ENSLOCP00000004191
PMZ_0016795-RA	ENSLOCP00000004193
PMZ_0006179-RA	ENSLOCP00000004193
PMZ_0032613-RA	ENSLOCP00000004194
PMZ_0033967-RA	ENSLOCP00000004195
PMZ_0040967-RA	ENSLOCP00000004196
PMZ_0044545-RA	ENSLOCP00000004197
PMZ_0035118-RA	ENSLOCP00000004197
PMZ_0023130-RA	ENSLOCP00000004198
PMZ_0048516-RA	ENSLOCP00000004202
PMZ_0023494-RA	ENSLOCP00000004204
PMZ_0043452-RA	ENSLOCP00000004204
PMZ_0035953-RA	ENSLOCP00000004205
PMZ_0042407-RA	ENSLOCP00000004207
PMZ_0042398-RA	ENSLOCP00000004207
PMZ_0042439-RA	ENSLOCP00000004209
PMZ_0035799-RA	ENSLOCP00000004211
PMZ_0048031-RA	ENSLOCP00000004216
PMZ_0030146-RA	ENSLOCP00000004216
PMZ_0030772-RA	ENSLOCP00000004219
PMZ_0038107-RA	ENSLOCP00000004219
PMZ_0047115-RA	ENSLOCP00000004221
PMZ_0027468-RA	ENSLOCP00000004222
PMZ_0042306-RA	ENSLOCP00000004222
PMZ_0031356-RA	ENSLOCP00000004223
PMZ_0030444-RA	ENSLOCP00000004223
PMZ_0034308-RA	ENSLOCP00000004225
PMZ_0043789-RA	ENSLOCP00000004225
PMZ_0037580-RA	ENSLOCP00000004226
PMZ_0032106-RA	ENSLOCP00000004228
PMZ_0044902-RA	ENSLOCP00000004230
PMZ_0017808-RA	ENSLOCP00000004232
PMZ_0008724-RA	ENSLOCP00000004232
PMZ_0005522-RA	ENSLOCP00000004233
PMZ_0040966-RA	ENSLOCP00000004233
PMZ_0042239-RA	ENSLOCP00000004234
PMZ_0042240-RA	ENSLOCP00000004234
PMZ_0041844-RA	ENSLOCP00000004235
PMZ_0006809-RA	ENSLOCP00000004238
PMZ_0048134-RA	ENSLOCP00000004238
PMZ_0013135-RA	ENSLOCP00000004239
PMZ_0037625-RA	ENSLOCP00000004242
PMZ_0031183-RA	ENSLOCP00000004242
PMZ_0043779-RA	ENSLOCP00000004251
PMZ_0044085-RA	ENSLOCP00000004251
PMZ_0041931-RA	ENSLOCP00000004254
PMZ_0041272-RA	ENSLOCP00000004256
PMZ_0032468-RA	ENSLOCP00000004260
PMZ_0042200-RA	ENSLOCP00000004260
PMZ_0045638-RA	ENSLOCP00000004262
PMZ_0040101-RA	ENSLOCP00000004266
PMZ_0049006-RA	ENSLOCP00000004267
PMZ_0035943-RA	ENSLOCP00000004268
PMZ_0045832-RA	ENSLOCP00000004269
PMZ_0031743-RA	ENSLOCP00000004269
PMZ_0027979-RA	ENSLOCP00000004273
PMZ_0044030-RA	ENSLOCP00000004273
PMZ_0001408-RA	ENSLOCP00000004276
PMZ_0048420-RA	ENSLOCP00000004277
PMZ_0046381-RA	ENSLOCP00000004277
PMZ_0041881-RA	ENSLOCP00000004280
PMZ_0046161-RA	ENSLOCP00000004285
PMZ_0021917-RA	ENSLOCP00000004285
PMZ_0041731-RA	ENSLOCP00000004286
PMZ_0042408-RA	ENSLOCP00000004294
PMZ_0022152-RA	ENSLOCP00000004294
PMZ_0048460-RA	ENSLOCP00000004297
PMZ_0041862-RA	ENSLOCP00000004299
PMZ_0010183-RA	ENSLOCP00000004301
PMZ_0019314-RA	ENSLOCP00000004301
PMZ_0014618-RA	ENSLOCP00000004303
PMZ_0046730-RA	ENSLOCP00000004304
PMZ_0047134-RA	ENSLOCP00000004304
PMZ_0008124-RA	ENSLOCP00000004305
PMZ_0038002-RA	ENSLOCP00000004306
PMZ_0045707-RA	ENSLOCP00000004306
PMZ_0043265-RA	ENSLOCP00000004308
PMZ_0029998-RA	ENSLOCP00000004308
PMZ_0040193-RA	ENSLOCP00000004312
PMZ_0029204-RA	ENSLOCP00000004312
PMZ_0048598-RA	ENSLOCP00000004314
PMZ_0020064-RA	ENSLOCP00000004314
PMZ_0042089-RA	ENSLOCP00000004315
PMZ_0031715-RA	ENSLOCP00000004317
PMZ_0047812-RA	ENSLOCP00000004318
PMZ_0046360-RA	ENSLOCP00000004318
PMZ_0040897-RA	ENSLOCP00000004319
PMZ_0004900-RA	ENSLOCP00000004319
PMZ_0013764-RA	ENSLOCP00000004324
PMZ_0016514-RA	ENSLOCP00000004327
PMZ_0027780-RA	ENSLOCP00000004329
PMZ_0028764-RA	ENSLOCP00000004329
PMZ_0040614-RA	ENSLOCP00000004330
PMZ_0038878-RA	ENSLOCP00000004330
PMZ_0044883-RA	ENSLOCP00000004333
PMZ_0043291-RA	ENSLOCP00000004337
PMZ_0043292-RA	ENSLOCP00000004337
PMZ_0046437-RA	ENSLOCP00000004339
PMZ_0003268-RA	ENSLOCP00000004339
PMZ_0036774-RA	ENSLOCP00000004341
PMZ_0042820-RA	ENSLOCP00000004344
PMZ_0043801-RA	ENSLOCP00000004345
PMZ_0041548-RA	ENSLOCP00000004345
PMZ_0045891-RA	ENSLOCP00000004348
PMZ_0041028-RA	ENSLOCP00000004348
PMZ_0022992-RA	ENSLOCP00000004351
PMZ_0044796-RA	ENSLOCP00000004353
PMZ_0029414-RA	ENSLOCP00000004357
PMZ_0037677-RA	ENSLOCP00000004357
PMZ_0012264-RA	ENSLOCP00000004358
PMZ_0029567-RA	ENSLOCP00000004361
PMZ_0040879-RA	ENSLOCP00000004361
PMZ_0032112-RA	ENSLOCP00000004365
PMZ_0037316-RA	ENSLOCP00000004366
PMZ_0005243-RA	ENSLOCP00000004368
PMZ_0028299-RA	ENSLOCP00000004368
PMZ_0015242-RA	ENSLOCP00000004369
PMZ_0046671-RA	ENSLOCP00000004369
PMZ_0043297-RA	ENSLOCP00000004370
PMZ_0032003-RA	ENSLOCP00000004370
PMZ_0043289-RA	ENSLOCP00000004371
PMZ_0036245-RA	ENSLOCP00000004372
PMZ_0032245-RA	ENSLOCP00000004372
PMZ_0044769-RA	ENSLOCP00000004373
PMZ_0046546-RA	ENSLOCP00000004373
PMZ_0045448-RA	ENSLOCP00000004376
PMZ_0029565-RA	ENSLOCP00000004379
PMZ_0003041-RA	ENSLOCP00000004379
PMZ_0043704-RA	ENSLOCP00000004381
PMZ_0042234-RA	ENSLOCP00000004383
PMZ_0043288-RA	ENSLOCP00000004385
PMZ_0001659-RA	ENSLOCP00000004386
PMZ_0018004-RA	ENSLOCP00000004386
PMZ_0014614-RA	ENSLOCP00000004387
PMZ_0017302-RA	ENSLOCP00000004387
PMZ_0031992-RA	ENSLOCP00000004389
PMZ_0048925-RA	ENSLOCP00000004389
PMZ_0046310-RA	ENSLOCP00000004391
PMZ_0039431-RA	ENSLOCP00000004391
PMZ_0037468-RA	ENSLOCP00000004395
PMZ_0037523-RA	ENSLOCP00000004395
PMZ_0043703-RA	ENSLOCP00000004399
PMZ_0048002-RA	ENSLOCP00000004403
PMZ_0046497-RA	ENSLOCP00000004407
PMZ_0034404-RA	ENSLOCP00000004411
PMZ_0045557-RA	ENSLOCP00000004411
PMZ_0034656-RA	ENSLOCP00000004412
PMZ_0036368-RA	ENSLOCP00000004417
PMZ_0003736-RA	ENSLOCP00000004420
PMZ_0026708-RA	ENSLOCP00000004425
PMZ_0031779-RA	ENSLOCP00000004425
PMZ_0027067-RA	ENSLOCP00000004426
PMZ_0026832-RA	ENSLOCP00000004427
PMZ_0042713-RA	ENSLOCP00000004427
PMZ_0027465-RA	ENSLOCP00000004435
PMZ_0030372-RA	ENSLOCP00000004437
PMZ_0032061-RA	ENSLOCP00000004437
PMZ_0034079-RA	ENSLOCP00000004443
PMZ_0037650-RA	ENSLOCP00000004443
PMZ_0046168-RA	ENSLOCP00000004444
PMZ_0016778-RA	ENSLOCP00000004444
PMZ_0021036-RA	ENSLOCP00000004449
PMZ_0040841-RA	ENSLOCP00000004451
PMZ_0031234-RA	ENSLOCP00000004451
PMZ_0005095-RA	ENSLOCP00000004454
PMZ_0032863-RA	ENSLOCP00000004454
PMZ_0042293-RA	ENSLOCP00000004455
PMZ_0035438-RA	ENSLOCP00000004455
PMZ_0030477-RA	ENSLOCP00000004456
PMZ_0046800-RA	ENSLOCP00000004456
PMZ_0035258-RA	ENSLOCP00000004458
PMZ_0046094-RA	ENSLOCP00000004458
PMZ_0031850-RA	ENSLOCP00000004459
PMZ_0047207-RA	ENSLOCP00000004460
PMZ_0044607-RA	ENSLOCP00000004461
PMZ_0031750-RA	ENSLOCP00000004463
PMZ_0036178-RA	ENSLOCP00000004463
PMZ_0045554-RA	ENSLOCP00000004465
PMZ_0032812-RA	ENSLOCP00000004465
PMZ_0045668-RA	ENSLOCP00000004468
PMZ_0032648-RA	ENSLOCP00000004473
PMZ_0007760-RA	ENSLOCP00000004473
PMZ_0018875-RA	ENSLOCP00000004474
PMZ_0042851-RA	ENSLOCP00000004475
PMZ_0032035-RA	ENSLOCP00000004480
PMZ_0018269-RA	ENSLOCP00000004481
PMZ_0036477-RA	ENSLOCP00000004481
PMZ_0004573-RA	ENSLOCP00000004483
PMZ_0041957-RA	ENSLOCP00000004483
PMZ_0044770-RA	ENSLOCP00000004484
PMZ_0034496-RA	ENSLOCP00000004484
PMZ_0011774-RA	ENSLOCP00000004486
PMZ_0042630-RA	ENSLOCP00000004486
PMZ_0030364-RA	ENSLOCP00000004488
PMZ_0045586-RA	ENSLOCP00000004488
PMZ_0026238-RA	ENSLOCP00000004492
PMZ_0043378-RA	ENSLOCP00000004493
PMZ_0007807-RA	ENSLOCP00000004498
PMZ_0044604-RA	ENSLOCP00000004500
PMZ_0042437-RA	ENSLOCP00000004501
PMZ_0026948-RA	ENSLOCP00000004503
PMZ_0043900-RA	ENSLOCP00000004503
PMZ_0011607-RA	ENSLOCP00000004508
PMZ_0047904-RA	ENSLOCP00000004511
PMZ_0033878-RA	ENSLOCP00000004512
PMZ_0015138-RA	ENSLOCP00000004513
PMZ_0033417-RA	ENSLOCP00000004513
PMZ_0031073-RA	ENSLOCP00000004515
PMZ_0018888-RA	ENSLOCP00000004515
PMZ_0044605-RA	ENSLOCP00000004517
PMZ_0041266-RA	ENSLOCP00000004519
PMZ_0043180-RA	ENSLOCP00000004519
PMZ_0041268-RA	ENSLOCP00000004522
PMZ_0044536-RA	ENSLOCP00000004523
PMZ_0029134-RA	ENSLOCP00000004524
PMZ_0033935-RA	ENSLOCP00000004524
PMZ_0031062-RA	ENSLOCP00000004525
PMZ_0002857-RA	ENSLOCP00000004525
PMZ_0030411-RA	ENSLOCP00000004526
PMZ_0046401-RA	ENSLOCP00000004526
PMZ_0031552-RA	ENSLOCP00000004527
PMZ_0030324-RA	ENSLOCP00000004528
PMZ_0000675-RA	ENSLOCP00000004528
PMZ_0009229-RA	ENSLOCP00000004531
PMZ_0040998-RA	ENSLOCP00000004534
PMZ_0047288-RA	ENSLOCP00000004536
PMZ_0029681-RA	ENSLOCP00000004536
PMZ_0045584-RA	ENSLOCP00000004538
PMZ_0001180-RA	ENSLOCP00000004540
PMZ_0017106-RA	ENSLOCP00000004541
PMZ_0047413-RA	ENSLOCP00000004541
PMZ_0032656-RA	ENSLOCP00000004543
PMZ_0044933-RA	ENSLOCP00000004543
PMZ_0044794-RA	ENSLOCP00000004549
PMZ_0001684-RA	ENSLOCP00000004550
PMZ_0020246-RA	ENSLOCP00000004550
PMZ_0045633-RA	ENSLOCP00000004551
PMZ_0027836-RA	ENSLOCP00000004554
PMZ_0043702-RA	ENSLOCP00000004555
PMZ_0041254-RA	ENSLOCP00000004555
PMZ_0042915-RA	ENSLOCP00000004558
PMZ_0015268-RA	ENSLOCP00000004558
PMZ_0032813-RA	ENSLOCP00000004563
PMZ_0037520-RA	ENSLOCP00000004563
PMZ_0044878-RA	ENSLOCP00000004565
PMZ_0006591-RA	ENSLOCP00000004569
PMZ_0008249-RA	ENSLOCP00000004569
PMZ_0045636-RA	ENSLOCP00000004572
PMZ_0027050-RA	ENSLOCP00000004573
PMZ_0026624-RA	ENSLOCP00000004573
PMZ_0044497-RA	ENSLOCP00000004575
PMZ_0042846-RA	ENSLOCP00000004575
PMZ_0044603-RA	ENSLOCP00000004581
PMZ_0002350-RA	ENSLOCP00000004582
PMZ_0026751-RA	ENSLOCP00000004583
PMZ_0028181-RA	ENSLOCP00000004583
PMZ_0001524-RA	ENSLOCP00000004585
PMZ_0038087-RA	ENSLOCP00000004586
PMZ_0033633-RA	ENSLOCP00000004588
PMZ_0044662-RA	ENSLOCP00000004593
PMZ_0042849-RA	ENSLOCP00000004595
PMZ_0037792-RA	ENSLOCP00000004595
PMZ_0030381-RA	ENSLOCP00000004596
PMZ_0036925-RA	ENSLOCP00000004596
PMZ_0045105-RA	ENSLOCP00000004602
PMZ_0043890-RA	ENSLOCP00000004602
PMZ_0044268-RA	ENSLOCP00000004603
PMZ_0006905-RA	ENSLOCP00000004603
PMZ_0032932-RA	ENSLOCP00000004606
PMZ_0030741-RA	ENSLOCP00000004608
PMZ_0043656-RA	ENSLOCP00000004610
PMZ_0041066-RA	ENSLOCP00000004610
PMZ_0036905-RA	ENSLOCP00000004614
PMZ_0044325-RA	ENSLOCP00000004617
PMZ_0045333-RA	ENSLOCP00000004618
PMZ_0026268-RA	ENSLOCP00000004618
PMZ_0026679-RA	ENSLOCP00000004619
PMZ_0007213-RA	ENSLOCP00000004622
PMZ_0006316-RA	ENSLOCP00000004623
PMZ_0012150-RA	ENSLOCP00000004623
PMZ_0036535-RA	ENSLOCP00000004624
PMZ_0037361-RA	ENSLOCP00000004624
PMZ_0041189-RA	ENSLOCP00000004627
PMZ_0016788-RA	ENSLOCP00000004630
PMZ_0044262-RA	ENSLOCP00000004632
PMZ_0043406-RA	ENSLOCP00000004632
PMZ_0029209-RA	ENSLOCP00000004633
PMZ_0047646-RA	ENSLOCP00000004633
PMZ_0006592-RA	ENSLOCP00000004637
PMZ_0044375-RA	ENSLOCP00000004643
PMZ_0031303-RA	ENSLOCP00000004643
PMZ_0048523-RA	ENSLOCP00000004645
PMZ_0015451-RA	ENSLOCP00000004648
PMZ_0027832-RA	ENSLOCP00000004649
PMZ_0045299-RA	ENSLOCP00000004649
PMZ_0034042-RA	ENSLOCP00000004650
PMZ_0027974-RA	ENSLOCP00000004650
PMZ_0033396-RA	ENSLOCP00000004651
PMZ_0041191-RA	ENSLOCP00000004651
PMZ_0043811-RA	ENSLOCP00000004652
PMZ_0046787-RA	ENSLOCP00000004652
PMZ_0016373-RA	ENSLOCP00000004653
PMZ_0041220-RA	ENSLOCP00000004653
PMZ_0010899-RA	ENSLOCP00000004654
PMZ_0016853-RA	ENSLOCP00000004656
PMZ_0031607-RA	ENSLOCP00000004661
PMZ_0029654-RA	ENSLOCP00000004661
PMZ_0003108-RA	ENSLOCP00000004663
PMZ_0047865-RA	ENSLOCP00000004663
PMZ_0028411-RA	ENSLOCP00000004664
PMZ_0036017-RA	ENSLOCP00000004668
PMZ_0038261-RA	ENSLOCP00000004668
PMZ_0029611-RA	ENSLOCP00000004669
PMZ_0047639-RA	ENSLOCP00000004669
PMZ_0003280-RA	ENSLOCP00000004672
PMZ_0011415-RA	ENSLOCP00000004673
PMZ_0047978-RA	ENSLOCP00000004673
PMZ_0047705-RA	ENSLOCP00000004674
PMZ_0046183-RA	ENSLOCP00000004677
PMZ_0048321-RA	ENSLOCP00000004677
PMZ_0041673-RA	ENSLOCP00000004680
PMZ_0026588-RA	ENSLOCP00000004681
PMZ_0041072-RA	ENSLOCP00000004681
PMZ_0032801-RA	ENSLOCP00000004685
PMZ_0048151-RA	ENSLOCP00000004686
PMZ_0027432-RA	ENSLOCP00000004686
PMZ_0044499-RA	ENSLOCP00000004689
PMZ_0033588-RA	ENSLOCP00000004689
