SINCAM000007	SINLEJ008012
SINCAM004233	SINLEJ017335
SINCAM004233	SINLEJ002191
SINCAM004237	SINLEJ012659
SINCAM004237	SINLEJ011350
SINCAM004238	SINLEJ011601
SINCAM004238	SINLEJ003047
SINCAM004242	SINLEJ015102
SINCAM004243	SINLEJ004235
SINCAM004243	SINLEJ012658
SINCAM004246	SINLEJ012690
SINCAM004248	SINLEJ015085
SINCAM004250	SINLEJ017397
SINCAM004251	SINLEJ017950
SINCAM004252	SINLEJ012666
SINCAM004252	SINLEJ012667
SINCAM004256	SINLEJ018078
SINCAM004256	SINLEJ018077
SINCAM004257	SINLEJ015998
SINCAM004258	SINLEJ013354
SINCAM004261	SINLEJ007112
SINCAM004263	SINLEJ600371
SINCAM004267	SINLEJ000083
SINCAM004270	SINLEJ019168
SINCAM004271	SINLEJ013435
SINCAM004276	SINLEJ011688
SINCAM004277	SINLEJ013425
SINCAM004292	SINLEJ013422
SINCAM004292	SINLEJ013423
SINCAM004294	SINLEJ013454
SINCAM004296	SINLEJ011828
SINCAM004299	SINLEJ014831
SINCAM004303	SINLEJ011561
SINCAM004305	SINLEJ019225
SINCAM004306	SINLEJ014903
SINCAM004306	SINLEJ014855
SINCAM004307	SINLEJ014901
SINCAM004310	SINLEJ006345
SINCAM004310	SINLEJ014667
SINCAM004311	SINLEJ011549
SINCAM004315	SINLEJ001378
SINCAM004315	SINLEJ011548
SINCAM004318	SINLEJ014807
SINCAM004318	SINLEJ014808
SINCAM004322	SINLEJ018460
SINCAM004322	SINLEJ017248
SINCAM004323	SINLEJ008183
SINCAM004323	SINLEJ014847
SINCAM004328	SINLEJ016911
SINCAM004329	SINLEJ016920
SINCAM004329	SINLEJ016918
SINCAM004331	SINLEJ016045
SINCAM004331	SINLEJ014557
SINCAM004333	SINLEJ013326
SINCAM004334	SINLEJ008177
SINCAM004334	SINLEJ008176
SINCAM004336	SINLEJ007160
SINCAM004336	SINLEJ007159
SINCAM004340	SINLEJ003029
SINCAM004340	SINLEJ003030
SINCAM004341	SINLEJ000997
SINCAM004342	SINLEJ006953
SINCAM004342	SINLEJ006952
SINCAM004343	SINLEJ007014
SINCAM004345	SINLEJ001718
SINCAM004347	SINLEJ017406
SINCAM004347	SINLEJ017508
SINCAM004348	SINLEJ014159
SINCAM004349	SINLEJ014167
SINCAM004349	SINLEJ014158
SINCAM004350	SINLEJ007231
SINCAM004351	SINLEJ015680
SINCAM004352	SINLEJ014775
SINCAM004354	SINLEJ014073
SINCAM004356	SINLEJ018835
SINCAM004357	SINLEJ011732
SINCAM004358	SINLEJ013437
SINCAM004360	SINLEJ014109
SINCAM004360	SINLEJ014113
SINCAM004361	SINLEJ014515
SINCAM004361	SINLEJ014512
SINCAM004362	SINLEJ000958
SINCAM004363	SINLEJ014165
SINCAM004363	SINLEJ014161
SINCAM004364	SINLEJ014166
SINCAM004364	SINLEJ014160
SINCAM004365	SINLEJ015007
SINCAM004369	SINLEJ012625
SINCAM004369	SINLEJ012602
SINCAM004370	SINLEJ012607
SINCAM004370	SINLEJ012621
SINCAM004372	SINLEJ012610
SINCAM004373	SINLEJ012611
SINCAM004373	SINLEJ017794
SINCAM004377	SINLEJ018076
SINCAM004378	SINLEJ013606
SINCAM004379	SINLEJ600133
SINCAM004380	SINLEJ013618
SINCAM004380	SINLEJ019293
SINCAM004381	SINLEJ005981
SINCAM004382	SINLEJ007161
SINCAM004382	SINLEJ007162
SINCAM004384	SINLEJ006963
SINCAM004384	SINLEJ006966
SINCAM004385	SINLEJ007143
SINCAM004385	SINLEJ017432
SINCAM004387	SINLEJ019223
SINCAM004389	SINLEJ013436
SINCAM004391	SINLEJ013406
SINCAM004393	SINLEJ013405
SINCAM004394	SINLEJ011833
SINCAM004398	SINLEJ014834
SINCAM004399	SINLEJ013467
SINCAM004400	SINLEJ018782
SINCAM004401	SINLEJ011805
SINCAM004401	SINLEJ003318
SINCAM004404	SINLEJ013465
SINCAM004404	SINLEJ013466
SINCAM004405	SINLEJ011870
SINCAM004405	SINLEJ011871
SINCAM004406	SINLEJ013360
SINCAM004406	SINLEJ011861
SINCAM004408	SINLEJ013361
SINCAM004408	SINLEJ001897
SINCAM004411	SINLEJ011796
SINCAM004412	SINLEJ013474
SINCAM004412	SINLEJ011845
SINCAM004414	SINLEJ014887
SINCAM004416	SINLEJ014892
SINCAM004421	SINLEJ006222
SINCAM004422	SINLEJ006221
SINCAM004423	SINLEJ006220
SINCAM004425	SINLEJ011868
SINCAM004425	SINLEJ011783
SINCAM004426	SINLEJ013390
SINCAM004426	SINLEJ014866
SINCAM004427	SINLEJ013393
SINCAM004428	SINLEJ018489
SINCAM004428	SINLEJ017925
SINCAM004429	SINLEJ014843
SINCAM004429	SINLEJ017923
SINCAM004433	SINLEJ018722
SINCAM004436	SINLEJ002996
SINCAM004438	SINLEJ018313
SINCAM004438	SINLEJ018315
SINCAM004440	SINLEJ014599
SINCAM004440	SINLEJ018277
SINCAM004443	SINLEJ016009
SINCAM004444	SINLEJ016895
SINCAM004445	SINLEJ016131
SINCAM004446	SINLEJ014621
SINCAM004446	SINLEJ014619
SINCAM004449	SINLEJ016892
SINCAM004449	SINLEJ016893
SINCAM004452	SINLEJ018002
SINCAM004452	SINLEJ018007
SINCAM004455	SINLEJ016888
SINCAM004456	SINLEJ019201
SINCAM004457	SINLEJ014871
SINCAM004458	SINLEJ014872
SINCAM004459	SINLEJ013445
SINCAM004459	SINLEJ013446
SINCAM004461	SINLEJ018630
SINCAM004461	SINLEJ019465
SINCAM004462	SINLEJ018631
SINCAM004464	SINLEJ014137
SINCAM004468	SINLEJ010783
SINCAM004468	SINLEJ010784
SINCAM004470	SINLEJ006303
SINCAM004470	SINLEJ007107
SINCAM004472	SINLEJ007106
SINCAM004472	SINLEJ006304
SINCAM004474	SINLEJ006306
SINCAM004475	SINLEJ012329
SINCAM004477	SINLEJ006311
SINCAM004478	SINLEJ007102
SINCAM004479	SINLEJ007099
SINCAM004479	SINLEJ007100
SINCAM004481	SINLEJ014118
SINCAM004482	SINLEJ014139
SINCAM004482	SINLEJ014138
SINCAM004485	SINLEJ006372
SINCAM004485	SINLEJ001276
SINCAM004486	SINLEJ007097
SINCAM004487	SINLEJ007098
SINCAM004490	SINLEJ007113
SINCAM004490	SINLEJ004015
SINCAM004493	SINLEJ007093
SINCAM004493	SINLEJ007092
SINCAM004494	SINLEJ007081
SINCAM004494	SINLEJ017101
SINCAM004498	SINLEJ019123
SINCAM004500	SINLEJ011746
SINCAM004501	SINLEJ017758
SINCAM004501	SINLEJ017759
SINCAM004505	SINLEJ013463
SINCAM004506	SINLEJ011806
SINCAM004507	SINLEJ017515
SINCAM004512	SINLEJ007118
SINCAM004512	SINLEJ007119
SINCAM004515	SINLEJ006263
SINCAM004517	SINLEJ015079
SINCAM004517	SINLEJ012618
SINCAM004521	SINLEJ004661
SINCAM004521	SINLEJ014885
SINCAM004523	SINLEJ013332
SINCAM004524	SINLEJ014894
SINCAM004524	SINLEJ014048
SINCAM004525	SINLEJ017928
SINCAM004525	SINLEJ014895
SINCAM004526	SINLEJ018806
SINCAM004526	SINLEJ018215
SINCAM004530	SINLEJ004454
SINCAM004531	SINLEJ013575
SINCAM004531	SINLEJ013574
SINCAM004535	SINLEJ001746
SINCAM004536	SINLEJ013573
SINCAM004538	SINLEJ012140
SINCAM004539	SINLEJ012141
SINCAM004541	SINLEJ012635
SINCAM004541	SINLEJ013564
SINCAM004542	SINLEJ012639
SINCAM004542	SINLEJ012638
SINCAM004543	SINLEJ013571
SINCAM004552	SINLEJ010309
SINCAM004552	SINLEJ600146
SINCAM004553	SINLEJ017433
SINCAM004553	SINLEJ007142
SINCAM004555	SINLEJ012694
SINCAM004556	SINLEJ018382
SINCAM004559	SINLEJ014574
SINCAM004559	SINLEJ014575
SINCAM004565	SINLEJ013560
SINCAM004567	SINLEJ013562
SINCAM004570	SINLEJ018720
SINCAM004573	SINLEJ013756
SINCAM004577	SINLEJ008158
SINCAM004577	SINLEJ008157
SINCAM004579	SINLEJ013400
SINCAM004579	SINLEJ011851
SINCAM004581	SINLEJ018783
SINCAM004581	SINLEJ017643
SINCAM004582	SINLEJ019186
SINCAM004582	SINLEJ013397
SINCAM004585	SINLEJ013396
SINCAM004586	SINLEJ011762
SINCAM004587	SINLEJ600183
SINCAM004588	SINLEJ017801
SINCAM004589	SINLEJ014864
SINCAM004589	SINLEJ014863
SINCAM004590	SINLEJ013386
SINCAM004591	SINLEJ013385
SINCAM004591	SINLEJ013384
SINCAM004592	SINLEJ008155
SINCAM004598	SINLEJ014693
SINCAM004598	SINLEJ014692
SINCAM004599	SINLEJ018588
SINCAM004600	SINLEJ014590
SINCAM004600	SINLEJ007984
SINCAM004601	SINLEJ016930
SINCAM004606	SINLEJ012747
SINCAM004609	SINLEJ018627
SINCAM004611	SINLEJ013624
SINCAM004612	SINLEJ012697
SINCAM004612	SINLEJ012695
SINCAM004613	SINLEJ014814
SINCAM004614	SINLEJ013304
SINCAM004614	SINLEJ017521
SINCAM004622	SINLEJ012770
SINCAM004622	SINLEJ015029
SINCAM004627	SINLEJ019441
SINCAM004627	SINLEJ019456
SINCAM004632	SINLEJ008182
SINCAM004635	SINLEJ019278
SINCAM004637	SINLEJ018205
SINCAM004637	SINLEJ018206
SINCAM004638	SINLEJ012098
SINCAM004639	SINLEJ011087
SINCAM004639	SINLEJ015644
SINCAM004640	SINLEJ013377
SINCAM004640	SINLEJ006062
SINCAM004642	SINLEJ007757
SINCAM004644	SINLEJ006969
SINCAM004644	SINLEJ014088
SINCAM004646	SINLEJ006976
SINCAM004646	SINLEJ006293
SINCAM004647	SINLEJ018340
SINCAM004647	SINLEJ018797
SINCAM004654	SINLEJ005868
SINCAM004654	SINLEJ005869
SINCAM004656	SINLEJ008151
SINCAM004657	SINLEJ013343
SINCAM004661	SINLEJ014838
SINCAM004662	SINLEJ014837
SINCAM004662	SINLEJ014839
SINCAM004663	SINLEJ014840
SINCAM004664	SINLEJ014907
SINCAM004664	SINLEJ013269
SINCAM004665	SINLEJ014858
SINCAM004665	SINLEJ014906
SINCAM004668	SINLEJ006949
SINCAM004669	SINLEJ006135
SINCAM004669	SINLEJ006948
SINCAM004670	SINLEJ013921
SINCAM004671	SINLEJ001780
SINCAM004671	SINLEJ001779
SINCAM004672	SINLEJ018587
SINCAM004674	SINLEJ017934
SINCAM004674	SINLEJ017935
SINCAM004675	SINLEJ013537
SINCAM004675	SINLEJ015067
SINCAM004676	SINLEJ017629
SINCAM004676	SINLEJ014791
SINCAM004677	SINLEJ013539
SINCAM004678	SINLEJ012722
SINCAM004678	SINLEJ012726
SINCAM004679	SINLEJ012727
SINCAM004679	SINLEJ012723
SINCAM004680	SINLEJ015066
SINCAM004680	SINLEJ012728
SINCAM004681	SINLEJ012776
SINCAM004682	SINLEJ015121
SINCAM004682	SINLEJ005927
SINCAM004683	SINLEJ013572
SINCAM004684	SINLEJ013617
SINCAM004685	SINLEJ015046
SINCAM004689	SINLEJ013475
SINCAM004692	SINLEJ014809
SINCAM004692	SINLEJ014810
SINCAM004695	SINLEJ007061
SINCAM004697	SINLEJ017903
SINCAM004698	SINLEJ002871
SINCAM004703	SINLEJ013087
SINCAM004703	SINLEJ008790
SINCAM004704	SINLEJ008792
SINCAM004706	SINLEJ006198
SINCAM004708	SINLEJ013629
SINCAM004709	SINLEJ006362
SINCAM004712	SINLEJ006358
SINCAM004712	SINLEJ006359
SINCAM004713	SINLEJ006357
SINCAM004713	SINLEJ006356
SINCAM004716	SINLEJ007152
SINCAM004717	SINLEJ007157
SINCAM004720	SINLEJ007853
SINCAM004720	SINLEJ007140
SINCAM004721	SINLEJ007139
SINCAM004722	SINLEJ007136
SINCAM004728	SINLEJ014829
SINCAM004737	SINLEJ004203
SINCAM004737	SINLEJ013499
SINCAM004741	SINLEJ013759
SINCAM004742	SINLEJ015053
SINCAM004745	SINLEJ013356
SINCAM004746	SINLEJ013428
SINCAM004748	SINLEJ017653
SINCAM004750	SINLEJ013430
SINCAM004750	SINLEJ008352
SINCAM004751	SINLEJ013315
SINCAM004753	SINLEJ014836
SINCAM004756	SINLEJ019037
SINCAM004756	SINLEJ019047
SINCAM004757	SINLEJ011795
SINCAM004757	SINLEJ017654
SINCAM004758	SINLEJ013334
SINCAM004758	SINLEJ013335
SINCAM004759	SINLEJ006219
SINCAM004763	SINLEJ007036
SINCAM004763	SINLEJ007037
SINCAM004766	SINLEJ006175
SINCAM004767	SINLEJ003003
SINCAM004767	SINLEJ003004
SINCAM004768	SINLEJ003005
SINCAM004770	SINLEJ002827
SINCAM004770	SINLEJ003006
SINCAM004772	SINLEJ006998
SINCAM004773	SINLEJ006999
SINCAM004774	SINLEJ007001
SINCAM004774	SINLEJ007000
SINCAM004775	SINLEJ007002
SINCAM004777	SINLEJ006977
SINCAM004779	SINLEJ019445
SINCAM004780	SINLEJ013535
SINCAM004781	SINLEJ015999
SINCAM004782	SINLEJ012761
SINCAM004783	SINLEJ004001
SINCAM004785	SINLEJ012670
SINCAM004785	SINLEJ012669
SINCAM004786	SINLEJ012678
SINCAM004788	SINLEJ015111
SINCAM004790	SINLEJ015110
SINCAM004793	SINLEJ012643
SINCAM004794	SINLEJ019276
SINCAM004797	SINLEJ006018
SINCAM004798	SINLEJ012664
SINCAM004798	SINLEJ017359
SINCAM004799	SINLEJ014321
SINCAM004799	SINLEJ001802
SINCAM004800	SINLEJ014322
SINCAM004800	SINLEJ015115
SINCAM004802	SINLEJ015971
SINCAM004802	SINLEJ012663
SINCAM004804	SINLEJ012661
SINCAM004805	SINLEJ004647
SINCAM004805	SINLEJ004646
SINCAM004807	SINLEJ018106
SINCAM004807	SINLEJ017535
SINCAM004808	SINLEJ015980
SINCAM004808	SINLEJ015977
SINCAM004809	SINLEJ012615
SINCAM004813	SINLEJ002954
SINCAM004814	SINLEJ006607
SINCAM004816	SINLEJ007131
SINCAM004816	SINLEJ007130
SINCAM004818	SINLEJ010086
SINCAM004819	SINLEJ010504
SINCAM004819	SINLEJ003601
SINCAM004821	SINLEJ011844
SINCAM004821	SINLEJ011934
SINCAM004824	SINLEJ014089
SINCAM004825	SINLEJ006314
SINCAM004826	SINLEJ006316
SINCAM004832	SINLEJ011989
SINCAM004832	SINLEJ006179
SINCAM004833	SINLEJ007003
SINCAM004835	SINLEJ007007
SINCAM004836	SINLEJ007008
SINCAM004839	SINLEJ018734
SINCAM004844	SINLEJ007010
SINCAM004847	SINLEJ006252
SINCAM004848	SINLEJ007141
SINCAM004848	SINLEJ017434
SINCAM004849	SINLEJ014110
SINCAM004849	SINLEJ014114
SINCAM004852	SINLEJ014093
SINCAM004852	SINLEJ003340
SINCAM004853	SINLEJ013484
SINCAM004858	SINLEJ006173
SINCAM004860	SINLEJ006171
SINCAM004861	SINLEJ006169
SINCAM004868	SINLEJ006213
SINCAM004868	SINLEJ014104
SINCAM004870	SINLEJ006215
SINCAM004874	SINLEJ007149
SINCAM004874	SINLEJ017423
SINCAM004875	SINLEJ007146
SINCAM004875	SINLEJ017430
SINCAM004876	SINLEJ006243
SINCAM004876	SINLEJ007144
SINCAM004878	SINLEJ006242
SINCAM004878	SINLEJ006240
SINCAM004879	SINLEJ007035
SINCAM004882	SINLEJ007033
SINCAM004882	SINLEJ003018
SINCAM004883	SINLEJ006253
SINCAM004883	SINLEJ011666
SINCAM004885	SINLEJ017725
SINCAM004886	SINLEJ006184
SINCAM004887	SINLEJ007030
SINCAM004887	SINLEJ017092
SINCAM004888	SINLEJ006189
SINCAM004888	SINLEJ007025
SINCAM004889	SINLEJ007023
SINCAM004889	SINLEJ007024
SINCAM004891	SINLEJ007020
SINCAM004895	SINLEJ011734
SINCAM004896	SINLEJ017648
SINCAM004898	SINLEJ012702
SINCAM004898	SINLEJ012708
SINCAM004900	SINLEJ006931
SINCAM004900	SINLEJ014538
SINCAM004901	SINLEJ006138
SINCAM004905	SINLEJ017401
SINCAM004905	SINLEJ017402
SINCAM004906	SINLEJ006140
SINCAM004906	SINLEJ017399
SINCAM004909	SINLEJ018406
SINCAM004914	SINLEJ006379
SINCAM004914	SINLEJ006378
SINCAM004916	SINLEJ007053
SINCAM004916	SINLEJ006380
SINCAM004917	SINLEJ007052
SINCAM004919	SINLEJ007050
SINCAM004925	SINLEJ006993
SINCAM004926	SINLEJ006152
SINCAM004927	SINLEJ006992
SINCAM004927	SINLEJ006989
SINCAM004928	SINLEJ006988
SINCAM004929	SINLEJ006257
SINCAM004930	SINLEJ014781
SINCAM004931	SINLEJ014148
SINCAM004931	SINLEJ014176
SINCAM004937	SINLEJ007076
SINCAM004937	SINLEJ017108
SINCAM004939	SINLEJ007041
SINCAM004939	SINLEJ007040
SINCAM004941	SINLEJ014128
SINCAM004942	SINLEJ007042
SINCAM004943	SINLEJ014142
SINCAM004943	SINLEJ014183
SINCAM004946	SINLEJ006960
SINCAM004946	SINLEJ006961
SINCAM004947	SINLEJ007167
SINCAM004953	SINLEJ007179
SINCAM004953	SINLEJ007177
SINCAM004955	SINLEJ006394
SINCAM004955	SINLEJ007185
SINCAM004956	SINLEJ014075
SINCAM004957	SINLEJ014074
SINCAM004959	SINLEJ006393
SINCAM004962	SINLEJ018412
SINCAM004967	SINLEJ013312
SINCAM004970	SINLEJ013420
SINCAM004983	SINLEJ001751
SINCAM004984	SINLEJ013476
SINCAM004985	SINLEJ011754
SINCAM004985	SINLEJ011765
SINCAM004986	SINLEJ014805
SINCAM004986	SINLEJ014806
SINCAM004987	SINLEJ013473
SINCAM004987	SINLEJ013472
SINCAM004989	SINLEJ017516
SINCAM004989	SINLEJ013307
SINCAM004991	SINLEJ011858
SINCAM004991	SINLEJ017756
SINCAM004992	SINLEJ017753
SINCAM004993	SINLEJ017754
SINCAM004994	SINLEJ013417
SINCAM004995	SINLEJ016962
SINCAM004995	SINLEJ016813
SINCAM004999	SINLEJ013414
SINCAM005001	SINLEJ018651
SINCAM005002	SINLEJ000375
SINCAM005003	SINLEJ010029
SINCAM005003	SINLEJ010028
SINCAM005006	SINLEJ010019
SINCAM005007	SINLEJ010018
SINCAM005011	SINLEJ014937
SINCAM005011	SINLEJ003629
SINCAM005012	SINLEJ010017
SINCAM005016	SINLEJ012463
SINCAM005017	SINLEJ018183
SINCAM005017	SINLEJ019287
SINCAM005019	SINLEJ010013
SINCAM005020	SINLEJ010008
SINCAM005020	SINLEJ017916
SINCAM005022	SINLEJ010006
SINCAM005023	SINLEJ010508
SINCAM005024	SINLEJ010005
SINCAM005024	SINLEJ000198
SINCAM005032	SINLEJ008802
SINCAM005032	SINLEJ000014
SINCAM005033	SINLEJ012567
SINCAM005033	SINLEJ012566
SINCAM005034	SINLEJ010045
SINCAM005034	SINLEJ009894
SINCAM005036	SINLEJ009978
SINCAM005037	SINLEJ006282
SINCAM005041	SINLEJ000010
SINCAM005043	SINLEJ000029
SINCAM005043	SINLEJ000028
SINCAM005044	SINLEJ014850
SINCAM005044	SINLEJ014898
SINCAM005046	SINLEJ018334
SINCAM005046	SINLEJ018336
SINCAM005047	SINLEJ000881
SINCAM005047	SINLEJ000879
SINCAM005048	SINLEJ007031
SINCAM005050	SINLEJ000370
SINCAM005051	SINLEJ009940
SINCAM005051	SINLEJ012440
SINCAM005052	SINLEJ017312
SINCAM005053	SINLEJ017314
SINCAM005053	SINLEJ017313
SINCAM005067	SINLEJ009945
SINCAM005067	SINLEJ009946
SINCAM005069	SINLEJ011820
SINCAM005071	SINLEJ012428
SINCAM005073	SINLEJ012083
SINCAM005073	SINLEJ018335
SINCAM005074	SINLEJ012517
SINCAM005076	SINLEJ012515
SINCAM005078	SINLEJ012513
SINCAM005078	SINLEJ012512
SINCAM005079	SINLEJ012510
SINCAM005079	SINLEJ012511
SINCAM005083	SINLEJ012441
SINCAM005084	SINLEJ000338
SINCAM005085	SINLEJ012090
SINCAM005085	SINLEJ003308
SINCAM005086	SINLEJ009925
SINCAM005086	SINLEJ012501
SINCAM005088	SINLEJ012438
SINCAM005090	SINLEJ009949
SINCAM005091	SINLEJ017021
SINCAM005093	SINLEJ009947
SINCAM005094	SINLEJ000700
SINCAM005095	SINLEJ009889
SINCAM005101	SINLEJ009881
SINCAM005101	SINLEJ017789
SINCAM005102	SINLEJ016921
SINCAM005107	SINLEJ009886
SINCAM005108	SINLEJ000379
SINCAM005109	SINLEJ009878
SINCAM005110	SINLEJ009877
SINCAM005112	SINLEJ017805
SINCAM005112	SINLEJ017807
SINCAM005115	SINLEJ002845
SINCAM005119	SINLEJ009859
SINCAM005120	SINLEJ012476
SINCAM005122	SINLEJ015930
SINCAM005122	SINLEJ015934
SINCAM005129	SINLEJ016294
SINCAM005129	SINLEJ016293
SINCAM005131	SINLEJ005608
SINCAM005131	SINLEJ014328
SINCAM005132	SINLEJ005609
SINCAM005132	SINLEJ005610
SINCAM005135	SINLEJ005815
SINCAM005137	SINLEJ005591
SINCAM005137	SINLEJ005592
SINCAM005143	SINLEJ005693
SINCAM005144	SINLEJ013510
SINCAM005145	SINLEJ016266
SINCAM005145	SINLEJ018398
SINCAM005147	SINLEJ005760
SINCAM005149	SINLEJ005811
SINCAM005149	SINLEJ005812
SINCAM005150	SINLEJ017319
SINCAM005150	SINLEJ017321
SINCAM005151	SINLEJ003840
SINCAM005153	SINLEJ014401
SINCAM005155	SINLEJ014379
SINCAM005155	SINLEJ005692
SINCAM005156	SINLEJ005691
SINCAM005157	SINLEJ005816
SINCAM005158	SINLEJ018609
SINCAM005159	SINLEJ018894
SINCAM005160	SINLEJ018820
SINCAM005160	SINLEJ003854
SINCAM005161	SINLEJ014833
SINCAM005162	SINLEJ010791
SINCAM005164	SINLEJ018483
SINCAM005164	SINLEJ018433
SINCAM005167	SINLEJ002708
SINCAM005169	SINLEJ014412
SINCAM005171	SINLEJ018925
SINCAM005178	SINLEJ017544
SINCAM005178	SINLEJ014326
SINCAM005181	SINLEJ003856
SINCAM005187	SINLEJ005702
SINCAM005190	SINLEJ005545
SINCAM005190	SINLEJ005546
SINCAM005194	SINLEJ005543
SINCAM005195	SINLEJ005542
SINCAM005197	SINLEJ005552
SINCAM005198	SINLEJ005550
SINCAM005198	SINLEJ014373
SINCAM005199	SINLEJ005548
SINCAM005199	SINLEJ015165
SINCAM005204	SINLEJ005650
SINCAM005207	SINLEJ005655
SINCAM005207	SINLEJ014395
SINCAM005208	SINLEJ005656
SINCAM005211	SINLEJ017978
SINCAM005211	SINLEJ017979
SINCAM005215	SINLEJ008473
SINCAM005219	SINLEJ005774
SINCAM005219	SINLEJ014387
SINCAM005220	SINLEJ014385
SINCAM005220	SINLEJ005778
SINCAM005221	SINLEJ017860
SINCAM005221	SINLEJ017679
SINCAM005224	SINLEJ005801
SINCAM005225	SINLEJ016449
SINCAM005227	SINLEJ005768
SINCAM005227	SINLEJ005767
SINCAM005229	SINLEJ000911
SINCAM005229	SINLEJ000912
SINCAM005231	SINLEJ005643
SINCAM005231	SINLEJ016447
SINCAM005232	SINLEJ000977
SINCAM005238	SINLEJ005766
SINCAM005238	SINLEJ014388
SINCAM005239	SINLEJ005771
SINCAM005239	SINLEJ014381
SINCAM005242	SINLEJ016769
SINCAM005242	SINLEJ001205
SINCAM005246	SINLEJ003850
SINCAM005248	SINLEJ004584
SINCAM005249	SINLEJ005636
SINCAM005249	SINLEJ003839
SINCAM005250	SINLEJ005719
SINCAM005255	SINLEJ016117
SINCAM005256	SINLEJ018320
SINCAM005256	SINLEJ003848
SINCAM005257	SINLEJ003834
SINCAM005268	SINLEJ003879
SINCAM005268	SINLEJ003880
SINCAM005272	SINLEJ013357
SINCAM005273	SINLEJ003872
SINCAM005273	SINLEJ003871
SINCAM005274	SINLEJ003810
SINCAM005274	SINLEJ003811
SINCAM005276	SINLEJ016297
SINCAM005276	SINLEJ005539
SINCAM005278	SINLEJ011101
SINCAM005280	SINLEJ017029
SINCAM005281	SINLEJ013507
SINCAM005281	SINLEJ016286
SINCAM005283	SINLEJ003862
SINCAM005284	SINLEJ014355
SINCAM005285	SINLEJ014356
SINCAM005289	SINLEJ005617
SINCAM005289	SINLEJ014357
SINCAM005290	SINLEJ005620
SINCAM005290	SINLEJ005618
SINCAM005292	SINLEJ005659
SINCAM005294	SINLEJ017272
SINCAM005296	SINLEJ000628
SINCAM005298	SINLEJ016688
SINCAM005299	SINLEJ005665
SINCAM005301	SINLEJ017680
SINCAM005304	SINLEJ016281
SINCAM005308	SINLEJ005598
SINCAM005308	SINLEJ005600
SINCAM005310	SINLEJ014407
SINCAM005310	SINLEJ005624
SINCAM005311	SINLEJ005623
SINCAM005311	SINLEJ014408
SINCAM005313	SINLEJ005621
SINCAM005318	SINLEJ005579
SINCAM005319	SINLEJ014400
SINCAM005319	SINLEJ005535
SINCAM005320	SINLEJ017135
SINCAM005320	SINLEJ005538
SINCAM005325	SINLEJ005571
SINCAM005326	SINLEJ017136
SINCAM005327	SINLEJ005562
SINCAM005328	SINLEJ005563
SINCAM005328	SINLEJ014424
SINCAM005331	SINLEJ003838
SINCAM005331	SINLEJ014333
SINCAM005333	SINLEJ011492
SINCAM005336	SINLEJ012562
SINCAM005336	SINLEJ000122
SINCAM005338	SINLEJ000174
SINCAM005339	SINLEJ012568
SINCAM005339	SINLEJ000173
SINCAM005341	SINLEJ011368
SINCAM005345	SINLEJ000359
SINCAM005347	SINLEJ005685
SINCAM005347	SINLEJ009533
SINCAM005349	SINLEJ017327
SINCAM005350	SINLEJ005688
SINCAM005351	SINLEJ013482
SINCAM005352	SINLEJ015193
SINCAM005352	SINLEJ018770
SINCAM005355	SINLEJ005722
SINCAM005356	SINLEJ005721
SINCAM005356	SINLEJ014382
SINCAM005357	SINLEJ005706
SINCAM005357	SINLEJ016264
SINCAM005358	SINLEJ018963
SINCAM005358	SINLEJ014551
SINCAM005359	SINLEJ003860
SINCAM005362	SINLEJ018983
SINCAM005363	SINLEJ006146
SINCAM005363	SINLEJ006145
SINCAM005364	SINLEJ013266
SINCAM005365	SINLEJ018593
SINCAM005365	SINLEJ017617
SINCAM005368	SINLEJ017706
SINCAM005369	SINLEJ008066
SINCAM005370	SINLEJ003857
SINCAM005371	SINLEJ016684
SINCAM005371	SINLEJ017827
SINCAM005372	SINLEJ014393
SINCAM005374	SINLEJ016785
SINCAM005377	SINLEJ016786
SINCAM005377	SINLEJ011778
SINCAM005378	SINLEJ003863
SINCAM005378	SINLEJ019033
SINCAM005379	SINLEJ016682
SINCAM005379	SINLEJ016680
SINCAM005380	SINLEJ016683
SINCAM005381	SINLEJ018331
SINCAM005383	SINLEJ014346
SINCAM005383	SINLEJ003861
SINCAM005384	SINLEJ014345
SINCAM005384	SINLEJ018984
SINCAM005387	SINLEJ005613
SINCAM005389	SINLEJ015620
SINCAM005389	SINLEJ011063
SINCAM005394	SINLEJ012538
SINCAM005394	SINLEJ014403
SINCAM005396	SINLEJ000355
SINCAM005396	SINLEJ009865
SINCAM005398	SINLEJ009162
SINCAM005400	SINLEJ000211
SINCAM005400	SINLEJ000210
SINCAM005403	SINLEJ009855
SINCAM005403	SINLEJ012457
SINCAM005404	SINLEJ012251
SINCAM005405	SINLEJ018708
SINCAM005407	SINLEJ007063
SINCAM005408	SINLEJ012483
SINCAM005408	SINLEJ000374
SINCAM005413	SINLEJ000341
SINCAM005414	SINLEJ000343
SINCAM005414	SINLEJ000342
SINCAM005415	SINLEJ009953
SINCAM005416	SINLEJ012506
SINCAM005416	SINLEJ009956
SINCAM005417	SINLEJ009962
SINCAM005418	SINLEJ009965
SINCAM005420	SINLEJ010065
SINCAM005421	SINLEJ009908
SINCAM005421	SINLEJ000720
SINCAM005424	SINLEJ004301
SINCAM005425	SINLEJ011055
SINCAM005425	SINLEJ015611
SINCAM005426	SINLEJ017308
