PMZ_0000016-RA	SINLEJ014510
PMZ_0027551-RA	SINLEJ010212
PMZ_0027568-RA	SINLEJ014944
PMZ_0027571-RA	SINLEJ000830
PMZ_0027576-RA	SINLEJ014695
PMZ_0027578-RA	SINLEJ016531
PMZ_0027579-RA	SINLEJ018346
PMZ_0027580-RA	SINLEJ016015
PMZ_0027582-RA	SINLEJ600243
PMZ_0027583-RA	SINLEJ010098
PMZ_0027584-RA	SINLEJ010099
PMZ_0027587-RA	SINLEJ003422
PMZ_0027589-RA	SINLEJ007412
PMZ_0027591-RA	SINLEJ010920
PMZ_0027593-RA	SINLEJ001885
PMZ_0027594-RA	SINLEJ006306
PMZ_0027595-RA	SINLEJ600059
PMZ_0027596-RA	SINLEJ008364
PMZ_0027598-RA	SINLEJ011285
PMZ_0027599-RA	SINLEJ004815
PMZ_0027602-RA	SINLEJ012140
PMZ_0027604-RA	SINLEJ011039
PMZ_0027606-RA	SINLEJ004281
PMZ_0027608-RA	SINLEJ013622
PMZ_0027611-RA	SINLEJ007783
PMZ_0027615-RA	SINLEJ003264
PMZ_0027623-RA	SINLEJ003840
PMZ_0027625-RA	SINLEJ004277
PMZ_0027626-RA	SINLEJ015941
PMZ_0027629-RA	SINLEJ001314
PMZ_0027630-RA	SINLEJ006838
PMZ_0027633-RA	SINLEJ009308
PMZ_0027634-RA	SINLEJ007047
PMZ_0027637-RA	SINLEJ004199
PMZ_0027638-RA	SINLEJ008064
PMZ_0027639-RA	SINLEJ017673
PMZ_0027640-RA	SINLEJ600467
PMZ_0027641-RA	SINLEJ008951
PMZ_0027643-RA	SINLEJ004031
PMZ_0027645-RA	SINLEJ010051
PMZ_0027649-RA	SINLEJ008146
PMZ_0027651-RA	SINLEJ008518
PMZ_0027652-RA	SINLEJ001719
PMZ_0027655-RA	SINLEJ011046
PMZ_0027658-RA	SINLEJ000705
PMZ_0027659-RA	SINLEJ001748
PMZ_0027660-RA	SINLEJ012164
PMZ_0027662-RA	SINLEJ006299
PMZ_0027664-RA	SINLEJ000158
PMZ_0027666-RA	SINLEJ015168
PMZ_0027668-RA	SINLEJ005907
PMZ_0027673-RA	SINLEJ008980
PMZ_0027679-RA	SINLEJ001372
PMZ_0027680-RA	SINLEJ009445
PMZ_0027681-RA	SINLEJ000290
PMZ_0027686-RA	SINLEJ011337
PMZ_0027690-RA	SINLEJ005388
PMZ_0027691-RA	SINLEJ016176
PMZ_0027692-RA	SINLEJ017877
PMZ_0027693-RA	SINLEJ010247
PMZ_0027698-RA	SINLEJ013470
PMZ_0027702-RA	SINLEJ006693
PMZ_0027703-RA	SINLEJ007991
PMZ_0027704-RA	SINLEJ000442
PMZ_0027705-RA	SINLEJ015863
PMZ_0027709-RA	SINLEJ010948
PMZ_0027711-RA	SINLEJ010883
PMZ_0027712-RA	SINLEJ003428
PMZ_0027715-RA	SINLEJ009669
PMZ_0027716-RA	SINLEJ009671
PMZ_0027717-RA	SINLEJ013193
PMZ_0027718-RA	SINLEJ003701
PMZ_0027719-RA	SINLEJ015334
PMZ_0027720-RA	SINLEJ005187
PMZ_0027725-RA	SINLEJ008831
PMZ_0027726-RA	SINLEJ008832
PMZ_0027732-RA	SINLEJ001156
PMZ_0027733-RA	SINLEJ017059
PMZ_0027734-RA	SINLEJ014975
PMZ_0027756-RA	SINLEJ006617
PMZ_0027757-RA	SINLEJ004189
PMZ_0027758-RA	SINLEJ000839
PMZ_0027764-RA	SINLEJ010363
PMZ_0027765-RA	SINLEJ600451
PMZ_0027766-RA	SINLEJ002069
PMZ_0027767-RA	SINLEJ000160
PMZ_0027770-RA	SINLEJ015829
PMZ_0027772-RA	SINLEJ002130
PMZ_0027776-RA	SINLEJ015182
PMZ_0027780-RA	SINLEJ016373
PMZ_0027784-RA	SINLEJ004945
PMZ_0027789-RA	SINLEJ004324
PMZ_0027796-RA	SINLEJ013395
PMZ_0027797-RA	SINLEJ008355
PMZ_0027799-RA	SINLEJ008992
PMZ_0027801-RA	SINLEJ007974
PMZ_0027802-RA	SINLEJ008088
PMZ_0027807-RA	SINLEJ011714
PMZ_0027809-RA	SINLEJ010526
PMZ_0027811-RA	SINLEJ011959
PMZ_0027812-RA	SINLEJ003198
PMZ_0027813-RA	SINLEJ005477
PMZ_0027814-RA	SINLEJ015105
PMZ_0027815-RA	SINLEJ004649
PMZ_0027816-RA	SINLEJ014055
PMZ_0027818-RA	SINLEJ010415
PMZ_0027819-RA	SINLEJ013562
PMZ_0027821-RA	SINLEJ009240
PMZ_0027823-RA	SINLEJ013210
PMZ_0027827-RA	SINLEJ006776
PMZ_0027829-RA	SINLEJ005225
PMZ_0027830-RA	SINLEJ005897
PMZ_0027832-RA	SINLEJ008111
PMZ_0027833-RA	SINLEJ011331
PMZ_0027834-RA	SINLEJ008069
PMZ_0027836-RA	SINLEJ003674
PMZ_0027843-RA	SINLEJ013377
PMZ_0027844-RA	SINLEJ003506
PMZ_0027845-RA	SINLEJ013081
PMZ_0027847-RA	SINLEJ004648
PMZ_0027849-RA	SINLEJ008599
PMZ_0027851-RA	SINLEJ013584
PMZ_0027852-RA	SINLEJ003644
PMZ_0027853-RA	SINLEJ006462
PMZ_0027855-RA	SINLEJ001283
PMZ_0027857-RA	SINLEJ004252
PMZ_0027864-RA	SINLEJ004864
PMZ_0027867-RA	SINLEJ003863
PMZ_0027868-RA	SINLEJ010799
PMZ_0027874-RA	SINLEJ006603
PMZ_0027875-RA	SINLEJ009222
PMZ_0027876-RA	SINLEJ001329
PMZ_0027878-RA	SINLEJ008570
PMZ_0027879-RA	SINLEJ007879
PMZ_0027891-RA	SINLEJ018143
PMZ_0027892-RA	SINLEJ009557
PMZ_0027893-RA	SINLEJ003652
PMZ_0027894-RA	SINLEJ000773
PMZ_0027898-RA	SINLEJ010747
PMZ_0027899-RA	SINLEJ011722
PMZ_0027901-RA	SINLEJ014390
PMZ_0027903-RA	SINLEJ007011
PMZ_0027908-RA	SINLEJ014894
PMZ_0027911-RA	SINLEJ004652
PMZ_0027912-RA	SINLEJ600496
PMZ_0027914-RA	SINLEJ014956
PMZ_0027919-RA	SINLEJ005592
PMZ_0027921-RA	SINLEJ012125
PMZ_0027922-RA	SINLEJ011197
PMZ_0027924-RA	SINLEJ003847
PMZ_0027927-RA	SINLEJ004909
PMZ_0027932-RA	SINLEJ013141
PMZ_0027933-RA	SINLEJ001895
PMZ_0027940-RA	SINLEJ005709
PMZ_0027953-RA	SINLEJ005683
PMZ_0027955-RA	SINLEJ007675
PMZ_0027956-RA	SINLEJ002996
PMZ_0027959-RA	SINLEJ004197
PMZ_0027963-RA	SINLEJ015815
PMZ_0027965-RA	SINLEJ008573
PMZ_0027967-RA	SINLEJ001327
PMZ_0027969-RA	SINLEJ009412
PMZ_0027971-RA	SINLEJ008835
PMZ_0027972-RA	SINLEJ008213
PMZ_0027974-RA	SINLEJ008555
PMZ_0027976-RA	SINLEJ007119
PMZ_0027977-RA	SINLEJ005393
PMZ_0027979-RA	SINLEJ003814
PMZ_0027982-RA	SINLEJ000319
PMZ_0027983-RA	SINLEJ600342
PMZ_0027984-RA	SINLEJ007881
PMZ_0027985-RA	SINLEJ003830
PMZ_0027989-RA	SINLEJ004170
PMZ_0027990-RA	SINLEJ008983
PMZ_0027991-RA	SINLEJ016243
PMZ_0027997-RA	SINLEJ003174
PMZ_0028000-RA	SINLEJ005575
PMZ_0028001-RA	SINLEJ013690
PMZ_0028002-RA	SINLEJ014102
PMZ_0028003-RA	SINLEJ009224
PMZ_0028007-RA	SINLEJ003426
PMZ_0028009-RA	SINLEJ005057
PMZ_0028013-RA	SINLEJ012564
PMZ_0028017-RA	SINLEJ008528
PMZ_0028018-RA	SINLEJ005531
PMZ_0028019-RA	SINLEJ004204
PMZ_0028024-RA	SINLEJ017286
PMZ_0028025-RA	SINLEJ015849
PMZ_0028026-RA	SINLEJ002994
PMZ_0028027-RA	SINLEJ008660
PMZ_0028029-RA	SINLEJ008388
PMZ_0028030-RA	SINLEJ012331
PMZ_0028031-RA	SINLEJ008583
PMZ_0028044-RA	SINLEJ003636
PMZ_0028050-RA	SINLEJ006657
PMZ_0028053-RA	SINLEJ001665
PMZ_0028056-RA	SINLEJ001502
PMZ_0028059-RA	SINLEJ010944
PMZ_0028063-RA	SINLEJ007233
PMZ_0028065-RA	SINLEJ006806
PMZ_0028070-RA	SINLEJ002167
PMZ_0028074-RA	SINLEJ006605
PMZ_0028075-RA	SINLEJ000991
PMZ_0028082-RA	SINLEJ002721
PMZ_0028083-RA	SINLEJ007369
PMZ_0028085-RA	SINLEJ003933
PMZ_0028088-RA	SINLEJ011673
PMZ_0028091-RA	SINLEJ013476
PMZ_0028094-RA	SINLEJ011498
PMZ_0028100-RA	SINLEJ011970
PMZ_0028101-RA	SINLEJ012284
PMZ_0028108-RA	SINLEJ012561
PMZ_0028110-RA	SINLEJ001095
PMZ_0028113-RA	SINLEJ000945
PMZ_0028116-RA	SINLEJ007603
PMZ_0028118-RA	SINLEJ004104
PMZ_0028129-RA	SINLEJ003662
PMZ_0028132-RB	SINLEJ006533
PMZ_0028138-RA	SINLEJ011729
PMZ_0028144-RA	SINLEJ001268
PMZ_0028145-RA	SINLEJ013290
PMZ_0028161-RA	SINLEJ003379
PMZ_0028171-RA	SINLEJ007537
PMZ_0028180-RA	SINLEJ007228
PMZ_0028181-RA	SINLEJ600121
PMZ_0028183-RA	SINLEJ004233
PMZ_0028198-RA	SINLEJ015869
PMZ_0028199-RA	SINLEJ007774
PMZ_0028200-RA	SINLEJ009551
PMZ_0028201-RA	SINLEJ003634
PMZ_0028204-RA	SINLEJ016173
PMZ_0028207-RA	SINLEJ003447
PMZ_0028212-RA	SINLEJ014429
PMZ_0028213-RA	SINLEJ007818
PMZ_0028216-RA	SINLEJ008097
PMZ_0028218-RA	SINLEJ010822
PMZ_0028219-RA	SINLEJ001780
PMZ_0028220-RA	SINLEJ011541
PMZ_0028233-RA	SINLEJ011401
PMZ_0028237-RA	SINLEJ006158
PMZ_0028245-RA	SINLEJ006311
PMZ_0028248-RA	SINLEJ015312
PMZ_0028257-RA	SINLEJ013288
PMZ_0028259-RA	SINLEJ004206
PMZ_0028260-RA	SINLEJ002798
PMZ_0028261-RA	SINLEJ015779
PMZ_0028262-RA	SINLEJ010240
PMZ_0028285-RA	SINLEJ009522
PMZ_0028294-RA	SINLEJ004655
PMZ_0028299-RA	SINLEJ013254
PMZ_0028312-RA	SINLEJ003343
PMZ_0028316-RA	SINLEJ003365
PMZ_0028325-RA	SINLEJ004971
PMZ_0028334-RA	SINLEJ014872
PMZ_0028336-RA	SINLEJ007860
PMZ_0028340-RA	SINLEJ011998
PMZ_0028346-RA	SINLEJ010357
PMZ_0028349-RA	SINLEJ008452
PMZ_0028352-RA	SINLEJ001747
PMZ_0028353-RA	SINLEJ000480
PMZ_0028355-RA	SINLEJ000653
PMZ_0028356-RA	SINLEJ002830
PMZ_0028359-RA	SINLEJ004043
PMZ_0028363-RA	SINLEJ011944
PMZ_0028364-RA	SINLEJ003193
PMZ_0028378-RA	SINLEJ003431
PMZ_0028388-RA	SINLEJ007129
PMZ_0028391-RA	SINLEJ004042
PMZ_0028393-RA	SINLEJ009014
PMZ_0028400-RA	SINLEJ012550
PMZ_0028404-RA	SINLEJ011051
PMZ_0028411-RA	SINLEJ010688
PMZ_0028412-RA	SINLEJ011964
PMZ_0028428-RA	SINLEJ007681
PMZ_0028473-RA	SINLEJ008079
PMZ_0028479-RA	SINLEJ016926
PMZ_0028481-RA	SINLEJ010056
PMZ_0028506-RA	SINLEJ600418
PMZ_0028508-RA	SINLEJ017291
PMZ_0028548-RA	SINLEJ014260
PMZ_0028562-RA	SINLEJ014687
PMZ_0028581-RA	SINLEJ000305
PMZ_0028586-RA	SINLEJ000963
PMZ_0028591-RA	SINLEJ017238
PMZ_0028592-RA	SINLEJ016781
PMZ_0028610-RA	SINLEJ004056
PMZ_0028615-RA	SINLEJ004064
PMZ_0028617-RA	SINLEJ004071
PMZ_0028619-RA	SINLEJ004087
PMZ_0028626-RA	SINLEJ002970
PMZ_0028629-RA	SINLEJ002986
PMZ_0028632-RA	SINLEJ002998
PMZ_0028633-RA	SINLEJ003007
PMZ_0028639-RA	SINLEJ006041
PMZ_0028646-RA	SINLEJ006049
PMZ_0028648-RA	SINLEJ006067
PMZ_0028649-RA	SINLEJ003356
PMZ_0028655-RA	SINLEJ005533
PMZ_0028656-RA	SINLEJ003384
PMZ_0028661-RA	SINLEJ003398
PMZ_0028664-RA	SINLEJ000997
PMZ_0028672-RA	SINLEJ002074
PMZ_0028674-RA	SINLEJ002071
PMZ_0028675-RA	SINLEJ002066
PMZ_0028676-RA	SINLEJ002062
PMZ_0028677-RA	SINLEJ002060
PMZ_0028679-RA	SINLEJ002050
PMZ_0028684-RA	SINLEJ002032
PMZ_0028685-RA	SINLEJ001594
PMZ_0028686-RA	SINLEJ001593
PMZ_0028689-RA	SINLEJ001589
PMZ_0028691-RA	SINLEJ001576
PMZ_0028693-RA	SINLEJ001567
PMZ_0028694-RA	SINLEJ009945
PMZ_0028697-RA	SINLEJ009939
PMZ_0028698-RA	SINLEJ009932
PMZ_0028699-RA	SINLEJ009931
PMZ_0028701-RA	SINLEJ009921
PMZ_0028703-RA	SINLEJ009916
PMZ_0028706-RA	SINLEJ001046
PMZ_0028707-RA	SINLEJ001045
PMZ_0028711-RA	SINLEJ001043
PMZ_0028717-RA	SINLEJ001028
PMZ_0028718-RA	SINLEJ001027
PMZ_0028725-RA	SINLEJ001018
PMZ_0028726-RA	SINLEJ001016
PMZ_0028727-RA	SINLEJ001010
PMZ_0028728-RA	SINLEJ001006
PMZ_0028729-RA	SINLEJ001005
PMZ_0028730-RA	SINLEJ001004
PMZ_0028731-RA	SINLEJ001002
PMZ_0028732-RA	SINLEJ000819
PMZ_0028733-RA	SINLEJ000815
PMZ_0028735-RA	SINLEJ006076
PMZ_0028736-RA	SINLEJ000812
PMZ_0028739-RA	SINLEJ000811
PMZ_0028742-RA	SINLEJ016727
PMZ_0028745-RA	SINLEJ000804
PMZ_0028750-RA	SINLEJ000803
PMZ_0028751-RA	SINLEJ016724
PMZ_0028759-RA	SINLEJ008841
PMZ_0028761-RA	SINLEJ002129
PMZ_0028762-RA	SINLEJ002131
PMZ_0028763-RA	SINLEJ002133
PMZ_0028769-RA	SINLEJ002147
PMZ_0028772-RA	SINLEJ002148
PMZ_0028773-RA	SINLEJ002154
PMZ_0028775-RA	SINLEJ002160
PMZ_0028777-RA	SINLEJ600277
PMZ_0028778-RA	SINLEJ600267
PMZ_0028781-RA	SINLEJ600256
PMZ_0028783-RA	SINLEJ000296
PMZ_0028784-RA	SINLEJ000298
PMZ_0028785-RA	SINLEJ000309
PMZ_0028792-RA	SINLEJ001923
PMZ_0028793-RA	SINLEJ001928
PMZ_0028794-RA	SINLEJ001932
PMZ_0028801-RA	SINLEJ000381
PMZ_0028803-RA	SINLEJ000378
PMZ_0028810-RA	SINLEJ001076
PMZ_0028814-RA	SINLEJ001061
PMZ_0028815-RA	SINLEJ001055
PMZ_0028816-RA	SINLEJ005843
PMZ_0028818-RA	SINLEJ013663
PMZ_0028820-RA	SINLEJ013660
PMZ_0028822-RA	SINLEJ013657
PMZ_0028825-RA	SINLEJ003060
PMZ_0028826-RA	SINLEJ003074
PMZ_0028828-RA	SINLEJ003080
PMZ_0028829-RA	SINLEJ003084
PMZ_0028832-RA	SINLEJ015366
PMZ_0028833-RA	SINLEJ015369
PMZ_0028834-RA	SINLEJ015375
PMZ_0028838-RA	SINLEJ015393
PMZ_0028839-RA	SINLEJ015396
PMZ_0028842-RA	SINLEJ010428
PMZ_0028843-RA	SINLEJ007617
PMZ_0028845-RA	SINLEJ005147
PMZ_0028847-RA	SINLEJ001847
PMZ_0028848-RA	SINLEJ001846
PMZ_0028849-RA	SINLEJ001844
PMZ_0028850-RA	SINLEJ001838
PMZ_0028851-RA	SINLEJ001827
PMZ_0028853-RA	SINLEJ008459
PMZ_0028855-RA	SINLEJ005469
PMZ_0028856-RA	SINLEJ005470
PMZ_0028857-RA	SINLEJ005489
PMZ_0028861-RA	SINLEJ006343
PMZ_0028872-RA	SINLEJ001507
PMZ_0028877-RA	SINLEJ017356
PMZ_0028881-RA	SINLEJ019331
PMZ_0028885-RA	SINLEJ002710
PMZ_0028888-RA	SINLEJ002707
PMZ_0028889-RA	SINLEJ000405
PMZ_0028890-RA	SINLEJ000409
PMZ_0028891-RA	SINLEJ000412
PMZ_0028892-RA	SINLEJ000415
PMZ_0028895-RA	SINLEJ600331
PMZ_0028897-RA	SINLEJ600325
PMZ_0028899-RA	SINLEJ600321
PMZ_0028907-RA	SINLEJ015831
PMZ_0028909-RA	SINLEJ015838
PMZ_0028911-RA	SINLEJ015841
PMZ_0028912-RA	SINLEJ015843
PMZ_0028913-RA	SINLEJ015844
PMZ_0028914-RA	SINLEJ010336
PMZ_0028916-RA	SINLEJ010337
PMZ_0028918-RA	SINLEJ010340
PMZ_0028920-RA	SINLEJ010342
PMZ_0028921-RA	SINLEJ010344
PMZ_0028922-RA	SINLEJ003531
PMZ_0028924-RA	SINLEJ003530
PMZ_0028926-RA	SINLEJ003518
PMZ_0028927-RA	SINLEJ010176
PMZ_0028930-RA	SINLEJ010155
PMZ_0028932-RA	SINLEJ010148
PMZ_0028935-RA	SINLEJ600428
PMZ_0028936-RA	SINLEJ003044
PMZ_0028937-RA	SINLEJ003039
PMZ_0028940-RA	SINLEJ003038
PMZ_0028941-RA	SINLEJ007275
PMZ_0028946-RA	SINLEJ004679
PMZ_0028948-RA	SINLEJ003984
PMZ_0028949-RA	SINLEJ003983
PMZ_0028950-RA	SINLEJ003982
PMZ_0028951-RA	SINLEJ012345
PMZ_0028955-RA	SINLEJ012349
PMZ_0028961-RA	SINLEJ012353
PMZ_0028964-RA	SINLEJ012359
PMZ_0028965-RA	SINLEJ012361
PMZ_0028968-RA	SINLEJ012365
PMZ_0028969-RA	SINLEJ007576
PMZ_0028977-RA	SINLEJ003290
PMZ_0028981-RA	SINLEJ003298
PMZ_0028985-RA	SINLEJ003302
PMZ_0028987-RA	SINLEJ003304
PMZ_0028988-RA	SINLEJ003307
PMZ_0028992-RA	SINLEJ013885
PMZ_0028995-RA	SINLEJ003727
PMZ_0029001-RA	SINLEJ003707
PMZ_0029003-RA	SINLEJ009552
PMZ_0029004-RA	SINLEJ009554
PMZ_0029008-RA	SINLEJ009570
PMZ_0029009-RA	SINLEJ009571
PMZ_0029011-RA	SINLEJ016127
PMZ_0029017-RA	SINLEJ009852
PMZ_0029018-RA	SINLEJ009856
PMZ_0029019-RA	SINLEJ009857
PMZ_0029028-RA	SINLEJ000543
PMZ_0029030-RA	SINLEJ000540
PMZ_0029032-RA	SINLEJ000203
PMZ_0029036-RA	SINLEJ009278
PMZ_0029038-RA	SINLEJ009269
PMZ_0029040-RA	SINLEJ012169
PMZ_0029044-RA	SINLEJ007742
PMZ_0029047-RA	SINLEJ007741
PMZ_0029048-RA	SINLEJ007737
PMZ_0029050-RA	SINLEJ007736
PMZ_0029055-RA	SINLEJ007735
PMZ_0029059-RA	SINLEJ015306
PMZ_0029061-RA	SINLEJ015305
PMZ_0029063-RA	SINLEJ015299
PMZ_0029064-RA	SINLEJ015298
PMZ_0029066-RA	SINLEJ004378
PMZ_0029068-RA	SINLEJ004393
PMZ_0029070-RA	SINLEJ004398
PMZ_0029072-RA	SINLEJ011048
PMZ_0029074-RA	SINLEJ016845
PMZ_0029076-RA	SINLEJ005177
PMZ_0029077-RA	SINLEJ004587
PMZ_0029078-RA	SINLEJ004584
PMZ_0029081-RA	SINLEJ004574
PMZ_0029083-RA	SINLEJ018915
PMZ_0029087-RA	SINLEJ006843
PMZ_0029092-RA	SINLEJ006851
PMZ_0029093-RA	SINLEJ014949
PMZ_0029094-RA	SINLEJ003624
PMZ_0029096-RA	SINLEJ014932
PMZ_0029097-RA	SINLEJ006235
PMZ_0029099-RA	SINLEJ006222
PMZ_0029100-RA	SINLEJ015124
PMZ_0029107-RA	SINLEJ010674
PMZ_0029108-RA	SINLEJ010675
PMZ_0029111-RA	SINLEJ010692
PMZ_0029112-RA	SINLEJ011617
PMZ_0029114-RA	SINLEJ011626
PMZ_0029115-RA	SINLEJ011630
PMZ_0029116-RA	SINLEJ018115
PMZ_0029118-RA	SINLEJ011072
PMZ_0029119-RA	SINLEJ011070
PMZ_0029120-RA	SINLEJ015624
PMZ_0029121-RA	SINLEJ010479
PMZ_0029123-RA	SINLEJ010493
PMZ_0029124-RA	SINLEJ001445
PMZ_0029128-RA	SINLEJ010386
PMZ_0029129-RA	SINLEJ010389
PMZ_0029132-RA	SINLEJ010391
PMZ_0029134-RA	SINLEJ010399
PMZ_0029135-RA	SINLEJ004642
PMZ_0029138-RA	SINLEJ004650
PMZ_0029141-RA	SINLEJ002815
PMZ_0029142-RA	SINLEJ002817
PMZ_0029143-RA	SINLEJ017122
PMZ_0029146-RA	SINLEJ017123
PMZ_0029148-RA	SINLEJ011188
PMZ_0029149-RA	SINLEJ011189
PMZ_0029158-RA	SINLEJ000484
PMZ_0029160-RA	SINLEJ016426
PMZ_0029161-RA	SINLEJ016433
PMZ_0029162-RA	SINLEJ000629
PMZ_0029164-RA	SINLEJ004632
PMZ_0029167-RA	SINLEJ013577
PMZ_0029170-RA	SINLEJ001544
PMZ_0029171-RA	SINLEJ001539
PMZ_0029180-RA	SINLEJ006096
PMZ_0029181-RA	SINLEJ006107
PMZ_0029184-RA	SINLEJ005380
PMZ_0029188-RA	SINLEJ005387
PMZ_0029189-RA	SINLEJ005390
PMZ_0029190-RA	SINLEJ005398
PMZ_0029194-RA	SINLEJ015856
PMZ_0029196-RA	SINLEJ015850
PMZ_0029200-RA	SINLEJ008174
PMZ_0029202-RA	SINLEJ008160
PMZ_0029204-RA	SINLEJ008156
PMZ_0029208-RA	SINLEJ003246
PMZ_0029209-RA	SINLEJ003247
PMZ_0029211-RA	SINLEJ004216
PMZ_0029213-RA	SINLEJ004212
PMZ_0029216-RA	SINLEJ006239
PMZ_0029217-RA	SINLEJ007036
PMZ_0029221-RA	SINLEJ016027
PMZ_0029222-RA	SINLEJ016019
PMZ_0029223-RA	SINLEJ016017
PMZ_0029224-RA	SINLEJ016016
PMZ_0029225-RA	SINLEJ003469
PMZ_0029228-RA	SINLEJ003473
PMZ_0029231-RA	SINLEJ003477
PMZ_0029232-RA	SINLEJ003478
PMZ_0029235-RA	SINLEJ017701
PMZ_0029237-RA	SINLEJ016249
PMZ_0029241-RA	SINLEJ007214
PMZ_0029243-RA	SINLEJ007223
PMZ_0029246-RA	SINLEJ007231
PMZ_0029247-RA	SINLEJ014966
PMZ_0029248-RA	SINLEJ007332
PMZ_0029250-RA	SINLEJ007337
PMZ_0029253-RA	SINLEJ008001
PMZ_0029255-RA	SINLEJ018444
PMZ_0029256-RA	SINLEJ007455
PMZ_0029257-RA	SINLEJ007460
PMZ_0029259-RA	SINLEJ007461
PMZ_0029262-RA	SINLEJ007462
PMZ_0029264-RA	SINLEJ007464
PMZ_0029265-RA	SINLEJ000345
PMZ_0029273-RA	SINLEJ013339
PMZ_0029274-RA	SINLEJ013336
PMZ_0029279-RA	SINLEJ001352
PMZ_0029280-RA	SINLEJ013108
PMZ_0029282-RA	SINLEJ001387
PMZ_0029286-RA	SINLEJ001908
PMZ_0029289-RA	SINLEJ001893
PMZ_0029292-RA	SINLEJ010208
PMZ_0029293-RA	SINLEJ010205
PMZ_0029295-RA	SINLEJ010194
PMZ_0029296-RA	SINLEJ004717
PMZ_0029297-RA	SINLEJ019129
PMZ_0029300-RA	SINLEJ004714
PMZ_0029301-RA	SINLEJ004708
PMZ_0029306-RA	SINLEJ004300
PMZ_0029308-RA	SINLEJ004310
PMZ_0029309-RA	SINLEJ004313
PMZ_0029312-RA	SINLEJ006086
PMZ_0029317-RA	SINLEJ600010
PMZ_0029321-RA	SINLEJ001374
PMZ_0029323-RA	SINLEJ600024
PMZ_0029328-RA	SINLEJ006751
PMZ_0029334-RA	SINLEJ009665
PMZ_0029338-RA	SINLEJ001631
PMZ_0029339-RA	SINLEJ001633
PMZ_0029341-RA	SINLEJ001643
PMZ_0029345-RA	SINLEJ008396
PMZ_0029347-RA	SINLEJ009633
PMZ_0029348-RA	SINLEJ008405
PMZ_0029349-RA	SINLEJ000561
PMZ_0029352-RA	SINLEJ005256
PMZ_0029355-RA	SINLEJ016347
PMZ_0029358-RA	SINLEJ600455
PMZ_0029363-RA	SINLEJ600464
PMZ_0029373-RA	SINLEJ000454
PMZ_0029374-RA	SINLEJ000456
PMZ_0029376-RA	SINLEJ000457
PMZ_0029377-RA	SINLEJ000462
PMZ_0029379-RA	SINLEJ005122
PMZ_0029380-RA	SINLEJ005117
PMZ_0029381-RA	SINLEJ005113
PMZ_0029383-RA	SINLEJ001850
PMZ_0029387-RA	SINLEJ011464
PMZ_0029390-RA	SINLEJ011468
PMZ_0029393-RA	SINLEJ011474
PMZ_0029395-RA	SINLEJ011476
PMZ_0029398-RA	SINLEJ004190
PMZ_0029401-RA	SINLEJ009519
PMZ_0029403-RA	SINLEJ009533
PMZ_0029404-RA	SINLEJ009536
PMZ_0029405-RA	SINLEJ007549
PMZ_0029410-RA	SINLEJ007543
PMZ_0029411-RA	SINLEJ007541
PMZ_0029414-RA	SINLEJ007536
PMZ_0029418-RA	SINLEJ006907
PMZ_0029421-RA	SINLEJ001343
PMZ_0029424-RA	SINLEJ001725
PMZ_0029430-RA	SINLEJ001718
PMZ_0029438-RA	SINLEJ017868
PMZ_0029440-RA	SINLEJ010086
PMZ_0029444-RA	SINLEJ016600
PMZ_0029445-RA	SINLEJ016593
PMZ_0029447-RA	SINLEJ011035
PMZ_0029448-RA	SINLEJ011029
PMZ_0029451-RA	SINLEJ011023
PMZ_0029452-RA	SINLEJ011021
PMZ_0029454-RA	SINLEJ011018
PMZ_0029455-RA	SINLEJ008630
PMZ_0029456-RA	SINLEJ008631
PMZ_0029459-RA	SINLEJ014750
PMZ_0029461-RA	SINLEJ008637
PMZ_0029462-RA	SINLEJ008638
PMZ_0029463-RA	SINLEJ008718
PMZ_0029464-RA	SINLEJ008727
PMZ_0029468-RA	SINLEJ008731
PMZ_0029469-RA	SINLEJ008732
PMZ_0029471-RA	SINLEJ008733
PMZ_0029475-RA	SINLEJ010973
PMZ_0029476-RA	SINLEJ010970
PMZ_0029477-RA	SINLEJ010965
PMZ_0029479-RA	SINLEJ600130
PMZ_0029482-RA	SINLEJ600134
PMZ_0029487-RA	SINLEJ600380
PMZ_0029493-RA	SINLEJ014833
PMZ_0029494-RA	SINLEJ010273
PMZ_0029496-RA	SINLEJ010264
PMZ_0029498-RA	SINLEJ008762
PMZ_0029501-RA	SINLEJ008780
PMZ_0029503-RA	SINLEJ001000
PMZ_0029504-RA	SINLEJ000998
PMZ_0029506-RA	SINLEJ000996
PMZ_0029507-RA	SINLEJ000995
PMZ_0029511-RA	SINLEJ000990
PMZ_0029513-RA	SINLEJ000987
PMZ_0029515-RA	SINLEJ003267
PMZ_0029516-RA	SINLEJ003269
PMZ_0029518-RA	SINLEJ003270
PMZ_0029520-RA	SINLEJ003274
PMZ_0029521-RA	SINLEJ003277
PMZ_0029522-RA	SINLEJ003282
PMZ_0029526-RA	SINLEJ004959
PMZ_0029528-RA	SINLEJ004965
PMZ_0029534-RA	SINLEJ010359
PMZ_0029535-RA	SINLEJ012110
PMZ_0029540-RA	SINLEJ016159
PMZ_0029544-RA	SINLEJ002082
PMZ_0029546-RA	SINLEJ002029
PMZ_0029548-RA	SINLEJ016234
PMZ_0029549-RA	SINLEJ005167
PMZ_0029551-RA	SINLEJ004735
PMZ_0029552-RA	SINLEJ004737
