ENSP00000000412	PMZ_0044679-RA
ENSP00000264360	PMZ_0038866-RA
ENSP00000264360	PMZ_0037121-RA
ENSP00000264363	PMZ_0018032-RA
ENSP00000264380	PMZ_0006316-RA
ENSP00000264380	PMZ_0012150-RA
ENSP00000264382	PMZ_0026912-RA
ENSP00000264389	PMZ_0015054-RA
ENSP00000264400	PMZ_0033410-RA
ENSP00000264414	PMZ_0045169-RA
ENSP00000264424	PMZ_0045822-RA
ENSP00000264424	PMZ_0045823-RA
ENSP00000264428	PMZ_0036028-RA
ENSP00000264428	PMZ_0038775-RA
ENSP00000264431	PMZ_0027214-RA
ENSP00000264431	PMZ_0029111-RA
ENSP00000264433	PMZ_0018470-RA
ENSP00000264434	PMZ_0008131-RA
ENSP00000264448	PMZ_0005304-RA
ENSP00000264451	PMZ_0027487-RA
ENSP00000264499	PMZ_0011247-RA
ENSP00000264501	PMZ_0043091-RA
ENSP00000264501	PMZ_0043090-RA
ENSP00000264515	PMZ_0009457-RA
ENSP00000264538	PMZ_0004356-RA
ENSP00000264552	PMZ_0018428-RA
ENSP00000264554	PMZ_0034739-RA
ENSP00000264595	PMZ_0044703-RA
ENSP00000264596	PMZ_0015580-RA
ENSP00000264606	PMZ_0031442-RA
ENSP00000264606	PMZ_0030354-RA
ENSP00000264637	PMZ_0046464-RA
ENSP00000264637	PMZ_0043485-RA
ENSP00000264639	PMZ_0001177-RA
ENSP00000264649	PMZ_0034303-RA
ENSP00000264649	PMZ_0042569-RA
ENSP00000264657	PMZ_0006299-RA
ENSP00000264657	PMZ_0047261-RA
ENSP00000264658	PMZ_0003584-RA
ENSP00000264658	PMZ_0001861-RA
ENSP00000264661	PMZ_0042291-RA
ENSP00000264663	PMZ_0041797-RA
ENSP00000264663	PMZ_0041796-RA
ENSP00000264664	PMZ_0040493-RA
ENSP00000264664	PMZ_0039063-RA
ENSP00000264668	PMZ_0002181-RA
ENSP00000264670	PMZ_0020975-RA
ENSP00000264674	PMZ_0044805-RA
ENSP00000264674	PMZ_0000423-RA
ENSP00000264689	PMZ_0043184-RA
ENSP00000264705	PMZ_0009080-RA
ENSP00000264705	PMZ_0040075-RA
ENSP00000264709	PMZ_0011380-RA
ENSP00000264709	PMZ_0043669-RA
ENSP00000264710	PMZ_0034440-RA
ENSP00000264711	PMZ_0004955-RA
ENSP00000264716	PMZ_0023077-RA
ENSP00000264717	PMZ_0026468-RA
ENSP00000264731	PMZ_0036184-RA
ENSP00000264731	PMZ_0029931-RA
ENSP00000264735	PMZ_0031153-RA
ENSP00000264741	PMZ_0026680-RA
ENSP00000264741	PMZ_0027629-RA
ENSP00000264758	PMZ_0008228-RA
ENSP00000264758	PMZ_0041446-RA
ENSP00000264775	PMZ_0031387-RA
ENSP00000264775	PMZ_0045079-RA
ENSP00000264779	PMZ_0032579-RA
ENSP00000264784	PMZ_0007575-RA
ENSP00000264784	PMZ_0046036-RA
ENSP00000264808	PMZ_0044308-RA
ENSP00000264808	PMZ_0044309-RA
ENSP00000264824	PMZ_0016490-RA
ENSP00000264824	PMZ_0048671-RA
ENSP00000264852	PMZ_0044567-RA
ENSP00000264866	PMZ_0041812-RA
ENSP00000264866	PMZ_0028002-RA
ENSP00000264867	PMZ_0034279-RA
ENSP00000264883	PMZ_0011675-RA
ENSP00000264883	PMZ_0043148-RA
ENSP00000264895	PMZ_0043417-RA
ENSP00000264895	PMZ_0009511-RA
ENSP00000264896	PMZ_0027172-RA
ENSP00000264896	PMZ_0032905-RA
ENSP00000264908	PMZ_0045444-RA
ENSP00000264914	PMZ_0030876-RA
ENSP00000264917	PMZ_0040522-RA
ENSP00000264917	PMZ_0040521-RA
ENSP00000264926	PMZ_0043714-RA
ENSP00000264932	PMZ_0043551-RA
ENSP00000264932	PMZ_0046859-RA
ENSP00000264933	PMZ_0023629-RA
ENSP00000264935	PMZ_0043784-RA
ENSP00000264935	PMZ_0038222-RA
ENSP00000264938	PMZ_0027598-RA
ENSP00000264938	PMZ_0035019-RA
ENSP00000264951	PMZ_0012304-RA
ENSP00000264951	PMZ_0037643-RA
ENSP00000264952	PMZ_0027414-RA
ENSP00000264952	PMZ_0031401-RA
ENSP00000264954	PMZ_0008379-RA
ENSP00000264968	PMZ_0032583-RA
ENSP00000264977	PMZ_0018243-RA
ENSP00000264977	PMZ_0003421-RA
ENSP00000264990	PMZ_0040683-RA
ENSP00000264990	PMZ_0040684-RA
ENSP00000264992	PMZ_0034530-RA
ENSP00000264993	PMZ_0035453-RA
ENSP00000264995	PMZ_0036343-RA
ENSP00000265000	PMZ_0043122-RA
ENSP00000265000	PMZ_0031063-RA
ENSP00000265016	PMZ_0042516-RA
ENSP00000265023	PMZ_0045979-RA
ENSP00000265023	PMZ_0004266-RA
ENSP00000265026	PMZ_0002732-RA
ENSP00000265026	PMZ_0034378-RA
ENSP00000265038	PMZ_0043935-RA
ENSP00000265044	PMZ_0045909-RA
ENSP00000265052	PMZ_0020091-RA
ENSP00000265052	PMZ_0036718-RA
ENSP00000265056	PMZ_0044428-RA
ENSP00000265062	PMZ_0028951-RA
ENSP00000265069	PMZ_0019661-RA
ENSP00000265069	PMZ_0037553-RA
ENSP00000265070	PMZ_0045971-RA
ENSP00000265070	PMZ_0045970-RA
ENSP00000265071	PMZ_0036257-RA
ENSP00000265073	PMZ_0028085-RA
ENSP00000265073	PMZ_0035951-RA
ENSP00000265074	PMZ_0041778-RA
ENSP00000265074	PMZ_0045539-RA
ENSP00000265077	PMZ_0030774-RA
ENSP00000265077	PMZ_0033650-RA
ENSP00000265080	PMZ_0028118-RA
ENSP00000265080	PMZ_0036491-RA
ENSP00000265081	PMZ_0002714-RA
ENSP00000265081	PMZ_0047806-RA
ENSP00000265087	PMZ_0034573-RA
ENSP00000265097	PMZ_0041450-RA
ENSP00000265104	PMZ_0028909-RA
ENSP00000265104	PMZ_0009777-RA
ENSP00000265113	PMZ_0036422-RA
ENSP00000265131	PMZ_0038454-RA
ENSP00000265131	PMZ_0029630-RA
ENSP00000265132	PMZ_0040233-RA
ENSP00000265132	PMZ_0000937-RA
ENSP00000265136	PMZ_0021605-RA
ENSP00000265136	PMZ_0030414-RA
ENSP00000265138	PMZ_0043256-RA
ENSP00000265138	PMZ_0018524-RA
ENSP00000265140	PMZ_0015548-RA
ENSP00000265148	PMZ_0027720-RA
ENSP00000265148	PMZ_0020535-RA
ENSP00000265162	PMZ_0047158-RA
ENSP00000265162	PMZ_0048766-RA
ENSP00000265164	PMZ_0032303-RA
ENSP00000265171	PMZ_0030120-RA
ENSP00000265175	PMZ_0012516-RA
ENSP00000265175	PMZ_0046343-RA
ENSP00000265191	PMZ_0045457-RA
ENSP00000265239	PMZ_0045186-RA
ENSP00000265245	PMZ_0044813-RA
ENSP00000265245	PMZ_0026890-RA
ENSP00000265271	PMZ_0011205-RA
ENSP00000265276	PMZ_0008656-RA
ENSP00000265295	PMZ_0044461-RA
ENSP00000265310	PMZ_0009456-RA
ENSP00000265316	PMZ_0041822-RA
ENSP00000265316	PMZ_0047019-RA
ENSP00000265322	PMZ_0002576-RA
ENSP00000265333	PMZ_0015261-RA
ENSP00000265335	PMZ_0016386-RA
ENSP00000265340	PMZ_0033545-RA
ENSP00000265340	PMZ_0010002-RA
ENSP00000265342	PMZ_0043437-RA
ENSP00000265342	PMZ_0043805-RA
ENSP00000265350	PMZ_0043979-RA
ENSP00000265351	PMZ_0007001-RA
ENSP00000265354	PMZ_0008854-RA
ENSP00000265354	PMZ_0031595-RA
ENSP00000265361	PMZ_0043957-RA
ENSP00000265361	PMZ_0000264-RA
ENSP00000265362	PMZ_0018042-RA
ENSP00000265362	PMZ_0028927-RA
ENSP00000265371	PMZ_0026632-RA
ENSP00000265379	PMZ_0032270-RA
ENSP00000265379	PMZ_0021413-RA
ENSP00000265381	PMZ_0040441-RA
ENSP00000265381	PMZ_0026135-RA
ENSP00000265388	PMZ_0027030-RA
ENSP00000265388	PMZ_0041914-RA
ENSP00000265395	PMZ_0038030-RA
ENSP00000265403	PMZ_0039338-RA
ENSP00000265404	PMZ_0015065-RA
ENSP00000265421	PMZ_0040372-RA
ENSP00000265437	PMZ_0044407-RA
ENSP00000265437	PMZ_0044409-RA
ENSP00000265441	PMZ_0023319-RA
ENSP00000265459	PMZ_0009984-RA
ENSP00000265459	PMZ_0042025-RA
ENSP00000265462	PMZ_0044183-RA
ENSP00000265465	PMZ_0010592-RA
ENSP00000265471	PMZ_0018644-RA
ENSP00000265498	PMZ_0042930-RA
ENSP00000265560	PMZ_0037703-RA
ENSP00000265562	PMZ_0002273-RA
ENSP00000265562	PMZ_0047518-RA
ENSP00000265564	PMZ_0013046-RA
ENSP00000265565	PMZ_0026879-RA
ENSP00000265593	PMZ_0018535-RA
ENSP00000265593	PMZ_0044815-RA
ENSP00000265605	PMZ_0003669-RA
ENSP00000265605	PMZ_0037605-RA
ENSP00000265627	PMZ_0041874-RA
ENSP00000265634	PMZ_0012619-RA
ENSP00000265634	PMZ_0030795-RA
ENSP00000265641	PMZ_0005098-RA
ENSP00000265641	PMZ_0014638-RA
ENSP00000265651	PMZ_0040908-RA
ENSP00000265651	PMZ_0040907-RA
ENSP00000265689	PMZ_0030063-RA
ENSP00000265715	PMZ_0040238-RA
ENSP00000265715	PMZ_0043632-RA
ENSP00000265717	PMZ_0042141-RA
ENSP00000265717	PMZ_0044472-RA
ENSP00000265720	PMZ_0031316-RA
ENSP00000265723	PMZ_0042973-RA
ENSP00000265724	PMZ_0033552-RA
ENSP00000265724	PMZ_0040599-RA
ENSP00000265727	PMZ_0027815-RA
ENSP00000265727	PMZ_0032976-RA
ENSP00000265729	PMZ_0040657-RA
ENSP00000265732	PMZ_0041817-RA
ENSP00000265734	PMZ_0040260-RA
ENSP00000265734	PMZ_0029421-RA
ENSP00000265741	PMZ_0041387-RA
ENSP00000265741	PMZ_0008628-RA
ENSP00000265742	PMZ_0030246-RA
ENSP00000265748	PMZ_0004810-RA
ENSP00000265748	PMZ_0044552-RA
ENSP00000265753	PMZ_0041669-RA
ENSP00000265807	PMZ_0026095-RA
ENSP00000265825	PMZ_0033126-RA
ENSP00000265838	PMZ_0014226-RA
ENSP00000265840	PMZ_0046087-RA
ENSP00000265840	PMZ_0032814-RA
ENSP00000265843	PMZ_0043296-RA
ENSP00000265846	PMZ_0042729-RA
ENSP00000265846	PMZ_0040186-RA
ENSP00000265849	PMZ_0031629-RA
ENSP00000265849	PMZ_0031628-RA
ENSP00000265857	PMZ_0032442-RA
ENSP00000265872	PMZ_0011208-RA
ENSP00000265881	PMZ_0044618-RA
ENSP00000265896	PMZ_0040898-RA
ENSP00000265909	PMZ_0037953-RA
ENSP00000265909	PMZ_0048555-RA
ENSP00000265944	PMZ_0027243-RA
ENSP00000265960	PMZ_0042347-RA
ENSP00000265960	PMZ_0042349-RA
ENSP00000265969	PMZ_0028881-RA
ENSP00000265969	PMZ_0036967-RA
ENSP00000265970	PMZ_0001743-RA
ENSP00000265970	PMZ_0028216-RA
ENSP00000265978	PMZ_0029056-RA
ENSP00000265981	PMZ_0040998-RA
ENSP00000265983	PMZ_0040118-RA
ENSP00000265986	PMZ_0029309-RA
ENSP00000265986	PMZ_0041553-RA
ENSP00000265990	PMZ_0002771-RA
ENSP00000265990	PMZ_0047759-RA
ENSP00000265997	PMZ_0026210-RA
ENSP00000265997	PMZ_0001619-RA
ENSP00000266025	PMZ_0014652-RA
ENSP00000266025	PMZ_0019638-RA
ENSP00000266037	PMZ_0026943-RA
ENSP00000266037	PMZ_0047212-RA
ENSP00000266041	PMZ_0009507-RA
ENSP00000266058	PMZ_0039256-RA
ENSP00000266058	PMZ_0047907-RA
ENSP00000266066	PMZ_0033554-RA
ENSP00000266066	PMZ_0032864-RA
ENSP00000266068	PMZ_0010552-RA
ENSP00000266068	PMZ_0034969-RA
ENSP00000266069	PMZ_0009871-RA
ENSP00000266070	PMZ_0026588-RA
ENSP00000266070	PMZ_0041072-RA
ENSP00000266079	PMZ_0046175-RA
ENSP00000266085	PMZ_0044009-RA
ENSP00000266085	PMZ_0036845-RA
ENSP00000266087	PMZ_0028306-RA
ENSP00000266088	PMZ_0008243-RA
ENSP00000266126	PMZ_0008824-RA
ENSP00000266126	PMZ_0047800-RA
ENSP00000266254	PMZ_0046435-RA
ENSP00000266263	PMZ_0035626-RA
ENSP00000266376	PMZ_0034212-RA
ENSP00000266376	PMZ_0030907-RA
ENSP00000266383	PMZ_0044311-RA
ENSP00000266395	PMZ_0041299-RA
ENSP00000266483	PMZ_0002064-RA
ENSP00000266517	PMZ_0045688-RA
ENSP00000266529	PMZ_0047194-RA
ENSP00000266529	PMZ_0018633-RA
ENSP00000266534	PMZ_0014470-RA
ENSP00000266534	PMZ_0047196-RA
ENSP00000266544	PMZ_0013687-RA
ENSP00000266556	PMZ_0048216-RA
ENSP00000266581	PMZ_0012560-RA
ENSP00000266581	PMZ_0048826-RA
ENSP00000266604	PMZ_0046186-RA
ENSP00000266604	PMZ_0047222-RA
ENSP00000266643	PMZ_0040286-RA
ENSP00000266643	PMZ_0047705-RA
ENSP00000266671	PMZ_0040944-RA
ENSP00000266673	PMZ_0002979-RA
ENSP00000266673	PMZ_0036231-RA
ENSP00000266682	PMZ_0040040-RA
ENSP00000266688	PMZ_0034384-RA
ENSP00000266688	PMZ_0046865-RA
ENSP00000266712	PMZ_0040032-RA
ENSP00000266718	PMZ_0044415-RA
ENSP00000266718	PMZ_0047392-RA
ENSP00000266732	PMZ_0029782-RA
ENSP00000266732	PMZ_0043993-RA
ENSP00000266736	PMZ_0029395-RA
ENSP00000266744	PMZ_0029257-RA
ENSP00000266771	PMZ_0012278-RA
ENSP00000266970	PMZ_0026746-RA
ENSP00000266970	PMZ_0030536-RA
ENSP00000266987	PMZ_0008701-RA
ENSP00000267017	PMZ_0043521-RA
ENSP00000267064	PMZ_0016341-RA
ENSP00000267064	PMZ_0037326-RA
ENSP00000267102	PMZ_0046267-RA
ENSP00000267103	PMZ_0040561-RA
ENSP00000267103	PMZ_0040558-RA
ENSP00000267163	PMZ_0046690-RA
ENSP00000267163	PMZ_0046689-RA
ENSP00000267197	PMZ_0033245-RA
ENSP00000267197	PMZ_0034629-RA
ENSP00000267199	PMZ_0020543-RA
ENSP00000267199	PMZ_0032534-RA
ENSP00000267202	PMZ_0033221-RA
ENSP00000267202	PMZ_0020087-RA
ENSP00000267205	PMZ_0030088-RA
ENSP00000267205	PMZ_0033244-RA
ENSP00000267229	PMZ_0027976-RA
ENSP00000267229	PMZ_0035389-RA
ENSP00000267257	PMZ_0029096-RA
ENSP00000267257	PMZ_0028094-RA
ENSP00000267273	PMZ_0038923-RA
ENSP00000267273	PMZ_0046902-RA
ENSP00000267287	PMZ_0040193-RA
ENSP00000267287	PMZ_0029204-RA
ENSP00000267294	PMZ_0041113-RA
ENSP00000267328	PMZ_0045195-RA
ENSP00000267328	PMZ_0031217-RA
ENSP00000267339	PMZ_0035026-RA
ENSP00000267377	PMZ_0043039-RA
ENSP00000267377	PMZ_0034016-RA
ENSP00000267396	PMZ_0042135-RA
ENSP00000267425	PMZ_0015053-RA
ENSP00000267425	PMZ_0047108-RA
ENSP00000267430	PMZ_0029645-RA
ENSP00000267430	PMZ_0008695-RA
ENSP00000267436	PMZ_0016361-RA
ENSP00000267460	PMZ_0009967-RA
ENSP00000267512	PMZ_0013705-RA
ENSP00000267569	PMZ_0030310-RA
ENSP00000267584	PMZ_0011732-RA
ENSP00000267584	PMZ_0007648-RA
ENSP00000267594	PMZ_0044148-RA
ENSP00000267615	PMZ_0040771-RA
ENSP00000267615	PMZ_0042648-RA
ENSP00000267622	PMZ_0026193-RA
ENSP00000267803	PMZ_0001038-RA
ENSP00000267807	PMZ_0046046-RA
ENSP00000267812	PMZ_0031432-RA
ENSP00000267812	PMZ_0045778-RA
ENSP00000267814	PMZ_0006084-RA
ENSP00000267842	PMZ_0031164-RA
ENSP00000267842	PMZ_0036149-RA
ENSP00000267845	PMZ_0032898-RA
ENSP00000267845	PMZ_0029159-RA
ENSP00000267859	PMZ_0035400-RA
ENSP00000267859	PMZ_0036956-RA
ENSP00000267884	PMZ_0005230-RA
ENSP00000267890	PMZ_0042045-RA
ENSP00000267935	PMZ_0048200-RA
ENSP00000267953	PMZ_0048875-RA
ENSP00000267953	PMZ_0019364-RA
ENSP00000267970	PMZ_0006724-RA
ENSP00000267970	PMZ_0043220-RA
ENSP00000267973	PMZ_0010449-RA
ENSP00000267984	PMZ_0021686-RA
ENSP00000267984	PMZ_0039168-RA
ENSP00000268035	PMZ_0006798-RA
ENSP00000268035	PMZ_0030005-RA
ENSP00000268043	PMZ_0021179-RA
ENSP00000268043	PMZ_0010244-RA
ENSP00000268053	PMZ_0047646-RA
ENSP00000268057	PMZ_0011121-RA
ENSP00000268070	PMZ_0027704-RA
ENSP00000268070	PMZ_0040446-RA
ENSP00000268097	PMZ_0040463-RA
ENSP00000268122	PMZ_0016375-RA
ENSP00000268122	PMZ_0040471-RA
ENSP00000268124	PMZ_0019526-RA
ENSP00000268125	PMZ_0040474-RA
ENSP00000268129	PMZ_0013273-RA
ENSP00000268130	PMZ_0001054-RA
ENSP00000268138	PMZ_0033696-RA
ENSP00000268138	PMZ_0033698-RA
ENSP00000268150	PMZ_0021802-RA
ENSP00000268150	PMZ_0030886-RA
ENSP00000268171	PMZ_0014689-RA
ENSP00000268171	PMZ_0041775-RA
ENSP00000268182	PMZ_0014121-RA
ENSP00000268182	PMZ_0032782-RA
ENSP00000268206	PMZ_0011710-RA
ENSP00000268220	PMZ_0041880-RA
ENSP00000268296	PMZ_0037169-RA
ENSP00000268314	PMZ_0042853-RA
ENSP00000268314	PMZ_0035536-RA
ENSP00000268379	PMZ_0041310-RA
ENSP00000268482	PMZ_0037971-RA
ENSP00000268483	PMZ_0011335-RA
ENSP00000268489	PMZ_0002497-RA
ENSP00000268489	PMZ_0003317-RA
ENSP00000268533	PMZ_0040705-RA
ENSP00000268607	PMZ_0029498-RA
ENSP00000268607	PMZ_0047926-RA
ENSP00000268613	PMZ_0045654-RA
ENSP00000268613	PMZ_0044541-RA
ENSP00000268616	PMZ_0019074-RA
ENSP00000268638	PMZ_0034426-RA
ENSP00000268638	PMZ_0048922-RA
ENSP00000268668	PMZ_0042685-RA
ENSP00000268676	PMZ_0034416-RA
ENSP00000268679	PMZ_0033731-RA
ENSP00000268679	PMZ_0033730-RA
ENSP00000268695	PMZ_0004159-RA
ENSP00000268699	PMZ_0044039-RA
ENSP00000268704	PMZ_0004676-RA
ENSP00000268704	PMZ_0043408-RA
ENSP00000268711	PMZ_0040012-RA
ENSP00000268712	PMZ_0026328-RA
ENSP00000268712	PMZ_0027176-RA
ENSP00000268717	PMZ_0043293-RA
ENSP00000268719	PMZ_0042677-RA
ENSP00000268719	PMZ_0043286-RA
ENSP00000268720	PMZ_0042211-RA
ENSP00000268720	PMZ_0036889-RA
ENSP00000268766	PMZ_0014904-RA
ENSP00000268766	PMZ_0034883-RA
ENSP00000268797	PMZ_0005475-RA
ENSP00000268835	PMZ_0043306-RA
ENSP00000268854	PMZ_0042795-RA
ENSP00000268854	PMZ_0029683-RA
ENSP00000268864	PMZ_0042792-RA
ENSP00000268876	PMZ_0009349-RA
ENSP00000268876	PMZ_0011291-RA
ENSP00000268896	PMZ_0033999-RA
ENSP00000268989	PMZ_0045782-RA
ENSP00000269033	PMZ_0007666-RA
ENSP00000269033	PMZ_0042757-RA
ENSP00000269095	PMZ_0031147-RA
ENSP00000269097	PMZ_0040606-RA
ENSP00000269122	PMZ_0016373-RA
ENSP00000269122	PMZ_0041220-RA
ENSP00000269141	PMZ_0033749-RA
ENSP00000269141	PMZ_0036163-RA
ENSP00000269143	PMZ_0023528-RA
ENSP00000269195	PMZ_0012939-RA
ENSP00000269197	PMZ_0011936-RA
ENSP00000269197	PMZ_0044865-RA
ENSP00000269202	PMZ_0034169-RA
ENSP00000269209	PMZ_0035127-RA
ENSP00000269209	PMZ_0043667-RA
ENSP00000269214	PMZ_0040816-RA
ENSP00000269216	PMZ_0016479-RA
ENSP00000269221	PMZ_0035143-RA
ENSP00000269228	PMZ_0007200-RA
ENSP00000269228	PMZ_0047004-RA
ENSP00000269298	PMZ_0008016-RA
ENSP00000269298	PMZ_0035598-RA
ENSP00000269321	PMZ_0036702-RA
ENSP00000269346	PMZ_0032993-RA
ENSP00000269349	PMZ_0031437-RA
ENSP00000269349	PMZ_0046884-RA
ENSP00000269373	PMZ_0048094-RA
ENSP00000269383	PMZ_0002474-RA
ENSP00000269383	PMZ_0048384-RA
ENSP00000269391	PMZ_0043308-RA
ENSP00000269439	PMZ_0045530-RA
ENSP00000269445	PMZ_0012577-RA
ENSP00000269466	PMZ_0015586-RA
ENSP00000269499	PMZ_0046222-RA
ENSP00000269499	PMZ_0034306-RA
ENSP00000269503	PMZ_0043810-RA
ENSP00000269554	PMZ_0033702-RA
ENSP00000269554	PMZ_0033438-RA
ENSP00000269582	PMZ_0008090-RA
ENSP00000269593	PMZ_0033598-RA
ENSP00000269701	PMZ_0030048-RA
ENSP00000269701	PMZ_0046792-RA
ENSP00000269703	PMZ_0030706-RA
ENSP00000269720	PMZ_0029017-RA
ENSP00000269740	PMZ_0044393-RA
ENSP00000269844	PMZ_0026752-RA
ENSP00000269848	PMZ_0033811-RA
ENSP00000269886	PMZ_0003298-RA
ENSP00000269886	PMZ_0034702-RA
ENSP00000269919	PMZ_0004310-RA
ENSP00000269967	PMZ_0042582-RA
ENSP00000269973	PMZ_0008277-RA
ENSP00000269973	PMZ_0031779-RA
ENSP00000269980	PMZ_0009552-RA
ENSP00000269980	PMZ_0047468-RA
ENSP00000270077	PMZ_0034957-RA
ENSP00000270112	PMZ_0045430-RA
ENSP00000270115	PMZ_0040995-RA
ENSP00000270142	PMZ_0046862-RA
ENSP00000270176	PMZ_0031597-RA
ENSP00000270225	PMZ_0005229-RA
ENSP00000270225	PMZ_0048913-RA
ENSP00000270233	PMZ_0030656-RA
ENSP00000270257	PMZ_0044940-RA
ENSP00000270349	PMZ_0012688-RA
ENSP00000270349	PMZ_0047808-RA
ENSP00000270459	PMZ_0040740-RA
ENSP00000270474	PMZ_0043907-RA
ENSP00000270502	PMZ_0032391-RA
ENSP00000270502	PMZ_0043918-RA
ENSP00000270517	PMZ_0042701-RA
ENSP00000270538	PMZ_0030303-RA
ENSP00000270538	PMZ_0036672-RA
ENSP00000270560	PMZ_0045597-RA
ENSP00000270560	PMZ_0045168-RA
ENSP00000270570	PMZ_0041691-RA
ENSP00000270583	PMZ_0035799-RA
ENSP00000270625	PMZ_0007668-RA
ENSP00000270631	PMZ_0041911-RA
ENSP00000270649	PMZ_0032806-RA
ENSP00000270708	PMZ_0049022-RA
ENSP00000270708	PMZ_0038809-RA
ENSP00000270722	PMZ_0000419-RA
ENSP00000270747	PMZ_0011876-RA
ENSP00000270747	PMZ_0042132-RA
ENSP00000270776	PMZ_0002342-RA
ENSP00000270776	PMZ_0046574-RA
ENSP00000270792	PMZ_0041180-RA
ENSP00000270792	PMZ_0033395-RA
ENSP00000270861	PMZ_0045824-RA
ENSP00000270861	PMZ_0042960-RA
ENSP00000271064	PMZ_0020152-RA
ENSP00000271064	PMZ_0030749-RA
ENSP00000271234	PMZ_0027924-RA
ENSP00000271234	PMZ_0046161-RA
ENSP00000271308	PMZ_0014893-RA
ENSP00000271308	PMZ_0045064-RA
ENSP00000271331	PMZ_0042133-RA
ENSP00000271332	PMZ_0043972-RA
ENSP00000271332	PMZ_0012987-RA
ENSP00000271375	PMZ_0044898-RA
ENSP00000271417	PMZ_0021714-RA
ENSP00000271452	PMZ_0042567-RA
ENSP00000271526	PMZ_0035110-RA
ENSP00000271588	PMZ_0014897-RA
ENSP00000271588	PMZ_0015124-RA
ENSP00000271620	PMZ_0040526-RA
ENSP00000271620	PMZ_0040527-RA
ENSP00000271628	PMZ_0015585-RA
ENSP00000271636	PMZ_0041739-RA
ENSP00000271638	PMZ_0048335-RA
ENSP00000271638	PMZ_0021304-RA
ENSP00000271640	PMZ_0009408-RA
ENSP00000271640	PMZ_0037476-RA
ENSP00000271651	PMZ_0033470-RA
ENSP00000271651	PMZ_0014303-RA
ENSP00000271688	PMZ_0045960-RA
ENSP00000271715	PMZ_0043846-RA
ENSP00000271751	PMZ_0019765-RA
ENSP00000271751	PMZ_0047545-RA
ENSP00000271764	PMZ_0027440-RA
ENSP00000271764	PMZ_0046185-RA
ENSP00000271843	PMZ_0034575-RA
ENSP00000271915	PMZ_0024112-RA
ENSP00000271915	PMZ_0045130-RA
ENSP00000271971	PMZ_0030837-RA
ENSP00000271971	PMZ_0042016-RA
ENSP00000272067	PMZ_0005484-RA
ENSP00000272091	PMZ_0008117-RA
ENSP00000272091	PMZ_0040762-RA
ENSP00000272134	PMZ_0009017-RA
ENSP00000272139	PMZ_0007293-RA
ENSP00000272164	PMZ_0030638-RA
ENSP00000272198	PMZ_0046749-RA
ENSP00000272227	PMZ_0041039-RA
ENSP00000272233	PMZ_0038184-RA
ENSP00000272233	PMZ_0003601-RA
ENSP00000272252	PMZ_0045041-RA
ENSP00000272317	PMZ_0045015-RA
ENSP00000272317	PMZ_0039085-RA
ENSP00000272321	PMZ_0040788-RA
ENSP00000272322	PMZ_0011922-RA
ENSP00000272342	PMZ_0016274-RA
ENSP00000272348	PMZ_0041504-RA
ENSP00000272369	PMZ_0032127-RA
ENSP00000272369	PMZ_0046290-RA
ENSP00000272371	PMZ_0030362-RA
ENSP00000272371	PMZ_0013199-RA
ENSP00000272418	PMZ_0014532-RA
ENSP00000272424	PMZ_0043971-RA
ENSP00000272427	PMZ_0042509-RA
ENSP00000272427	PMZ_0032798-RA
ENSP00000272430	PMZ_0047313-RA
ENSP00000272433	PMZ_0041516-RA
ENSP00000272433	PMZ_0035724-RA
ENSP00000272444	PMZ_0028113-RA
ENSP00000272452	PMZ_0039279-RA
ENSP00000272452	PMZ_0042199-RA
ENSP00000272462	PMZ_0010521-RA
ENSP00000272542	PMZ_0008568-RA
ENSP00000272641	PMZ_0040682-RA
ENSP00000272645	PMZ_0045910-RA
ENSP00000272732	PMZ_0043539-RA
ENSP00000272748	PMZ_0043512-RA
ENSP00000272748	PMZ_0038062-RA
ENSP00000272847	PMZ_0047462-RA
ENSP00000272852	PMZ_0048218-RA
ENSP00000272895	PMZ_0011314-RA
ENSP00000272902	PMZ_0031471-RA
ENSP00000272928	PMZ_0040315-RA
ENSP00000272928	PMZ_0040685-RA
ENSP00000272995	PMZ_0013360-RA
ENSP00000272995	PMZ_0047112-RA
ENSP00000273047	PMZ_0027587-RA
ENSP00000273047	PMZ_0017048-RA
ENSP00000273062	PMZ_0002742-RA
ENSP00000273064	PMZ_0003688-RA
ENSP00000273067	PMZ_0043493-RA
ENSP00000273075	PMZ_0014409-RA
ENSP00000273075	PMZ_0041845-RA
ENSP00000273077	PMZ_0018187-RA
ENSP00000273130	PMZ_0016161-RA
ENSP00000273158	PMZ_0012914-RA
ENSP00000273179	PMZ_0002892-RA
ENSP00000273179	PMZ_0040289-RA
ENSP00000273183	PMZ_0029642-RA
ENSP00000273183	PMZ_0003621-RA
ENSP00000273221	PMZ_0030074-RA
ENSP00000273221	PMZ_0013675-RA
ENSP00000273258	PMZ_0044411-RA
ENSP00000273258	PMZ_0031124-RA
ENSP00000273261	PMZ_0020560-RA
ENSP00000273308	PMZ_0046266-RA
ENSP00000273317	PMZ_0044089-RA
ENSP00000273317	PMZ_0013041-RA
ENSP00000273353	PMZ_0026646-RA
ENSP00000273359	PMZ_0036015-RA
ENSP00000273371	PMZ_0029221-RA
ENSP00000273371	PMZ_0020354-RA
ENSP00000273398	PMZ_0045935-RA
ENSP00000273398	PMZ_0047869-RA
