ENSPMAP00000002486	TriadP1002
ENSPMAP00000003995	TriadP33385
ENSPMAP00000008063	TriadP33394
ENSPMAP00000002426	TriadP33394
ENSPMAP00000004885	TriadP33395
ENSPMAP00000004316	TriadP33395
ENSPMAP00000004433	TriadP33396
ENSPMAP00000001973	TriadP33396
ENSPMAP00000010159	TriadP33397
ENSPMAP00000002842	TriadP33402
ENSPMAP00000008854	TriadP33423
ENSPMAP00000010810	TriadP33438
ENSPMAP00000006974	TriadP33494
ENSPMAP00000000033	TriadP33494
ENSPMAP00000009005	TriadP33521
ENSPMAP00000011426	TriadP33521
ENSPMAP00000007426	TriadP33540
ENSPMAP00000009009	TriadP33541
ENSPMAP00000003882	TriadP33552
ENSPMAP00000004926	TriadP33563
ENSPMAP00000002639	TriadP33563
ENSPMAP00000003647	TriadP33578
ENSPMAP00000001716	TriadP33578
ENSPMAP00000009723	TriadP33605
ENSPMAP00000001469	TriadP33619
ENSPMAP00000001277	TriadP33619
ENSPMAP00000000867	TriadP33619
ENSPMAP00000010961	TriadP33619
ENSPMAP00000003116	TriadP33634
ENSPMAP00000007457	TriadP33661
ENSPMAP00000005280	TriadP33670
ENSPMAP00000007277	TriadP33686
ENSPMAP00000009336	TriadP33687
ENSPMAP00000002186	TriadP33687
ENSPMAP00000001496	TriadP33687
ENSPMAP00000001792	TriadP33710
ENSPMAP00000009397	TriadP33710
ENSPMAP00000004772	TriadP33710
ENSPMAP00000010494	TriadP33710
ENSPMAP00000011176	TriadP33728
ENSPMAP00000000982	TriadP33728
ENSPMAP00000010982	TriadP33728
ENSPMAP00000005038	TriadP33728
ENSPMAP00000002523	TriadP33732
ENSPMAP00000007373	TriadP33732
ENSPMAP00000007941	TriadP33740
ENSPMAP00000009169	TriadP33746
ENSPMAP00000005710	TriadP33760
ENSPMAP00000003954	TriadP33765
ENSPMAP00000002155	TriadP33766
ENSPMAP00000005355	TriadP33802
ENSPMAP00000011441	TriadP33802
ENSPMAP00000002987	TriadP33811
ENSPMAP00000004003	TriadP33826
ENSPMAP00000002275	TriadP33837
ENSPMAP00000006579	TriadP33842
ENSPMAP00000008838	TriadP33842
ENSPMAP00000005316	TriadP33842
ENSPMAP00000007154	TriadP33879
ENSPMAP00000008561	TriadP33901
ENSPMAP00000005203	TriadP33913
ENSPMAP00000007917	TriadP33914
ENSPMAP00000007584	TriadP33914
ENSPMAP00000001054	TriadP33914
ENSPMAP00000010426	TriadP33922
ENSPMAP00000002397	TriadP33925
ENSPMAP00000008704	TriadP33936
ENSPMAP00000008953	TriadP33936
ENSPMAP00000008749	TriadP33936
ENSPMAP00000007234	TriadP33936
ENSPMAP00000003573	TriadP33941
ENSPMAP00000008001	TriadP33951
ENSPMAP00000011007	TriadP33951
ENSPMAP00000003348	TriadP33970
ENSPMAP00000001613	TriadP33970
ENSPMAP00000001199	TriadP33970
ENSPMAP00000008122	TriadP33970
ENSPMAP00000007185	TriadP33976
ENSPMAP00000004591	TriadP33986
ENSPMAP00000010469	TriadP34020
ENSPMAP00000010447	TriadP34020
ENSPMAP00000000507	TriadP34034
ENSPMAP00000001314	TriadP34036
ENSPMAP00000009451	TriadP34036
ENSPMAP00000002010	TriadP34041
ENSPMAP00000002640	TriadP34041
ENSPMAP00000002870	TriadP34045
ENSPMAP00000001619	TriadP3406
ENSPMAP00000007960	TriadP34071
ENSPMAP00000003432	TriadP34071
ENSPMAP00000003346	TriadP34071
ENSPMAP00000003724	TriadP34077
ENSPMAP00000008674	TriadP34083
ENSPMAP00000000208	TriadP34083
ENSPMAP00000005628	TriadP34086
ENSPMAP00000001012	TriadP34097
ENSPMAP00000001484	TriadP34097
ENSPMAP00000002012	TriadP34097
ENSPMAP00000000717	TriadP34097
ENSPMAP00000009823	TriadP34116
ENSPMAP00000006417	TriadP34116
ENSPMAP00000008119	TriadP34123
ENSPMAP00000000891	TriadP34124
ENSPMAP00000007248	TriadP34127
ENSPMAP00000001010	TriadP34135
ENSPMAP00000001288	TriadP34137
ENSPMAP00000004160	TriadP34137
ENSPMAP00000008280	TriadP34137
ENSPMAP00000000117	TriadP34167
ENSPMAP00000006144	TriadP34213
ENSPMAP00000009929	TriadP34259
ENSPMAP00000008042	TriadP34345
ENSPMAP00000009728	TriadP34361
ENSPMAP00000005462	TriadP34400
ENSPMAP00000007894	TriadP34439
ENSPMAP00000000174	TriadP34519
ENSPMAP00000005479	TriadP34519
ENSPMAP00000004675	TriadP34519
ENSPMAP00000008901	TriadP34519
ENSPMAP00000000924	TriadP3452
ENSPMAP00000010168	TriadP3452
ENSPMAP00000004756	TriadP34570
ENSPMAP00000005948	TriadP34582
ENSPMAP00000005953	TriadP34582
ENSPMAP00000004475	TriadP34673
ENSPMAP00000003024	TriadP3476
ENSPMAP00000006180	TriadP3476
ENSPMAP00000006125	TriadP34760
ENSPMAP00000007872	TriadP34760
ENSPMAP00000001926	TriadP34770
ENSPMAP00000003343	TriadP34809
ENSPMAP00000007983	TriadP34823
ENSPMAP00000000649	TriadP34847
ENSPMAP00000009448	TriadP3491
ENSPMAP00000006259	TriadP34910
ENSPMAP00000011436	TriadP34926
ENSPMAP00000002676	TriadP34967
ENSPMAP00000002724	TriadP34967
ENSPMAP00000005207	TriadP34967
ENSPMAP00000003220	TriadP34973
ENSPMAP00000005877	TriadP3502
ENSPMAP00000005542	TriadP35047
ENSPMAP00000011437	TriadP35138
ENSPMAP00000002634	TriadP35174
ENSPMAP00000005409	TriadP35383
ENSPMAP00000006980	TriadP35406
ENSPMAP00000001393	TriadP35408
ENSPMAP00000001581	TriadP35460
ENSPMAP00000001653	TriadP35460
ENSPMAP00000003247	TriadP35468
ENSPMAP00000010552	TriadP35468
ENSPMAP00000006876	TriadP35468
ENSPMAP00000000805	TriadP35468
ENSPMAP00000000233	TriadP35480
ENSPMAP00000010266	TriadP35480
ENSPMAP00000000223	TriadP35517
ENSPMAP00000008252	TriadP35520
ENSPMAP00000008453	TriadP35520
ENSPMAP00000003657	TriadP35608
ENSPMAP00000006470	TriadP35658
ENSPMAP00000011239	TriadP35658
ENSPMAP00000010429	TriadP35658
ENSPMAP00000003784	TriadP35658
ENSPMAP00000005304	TriadP35692
ENSPMAP00000000001	TriadP35714
ENSPMAP00000001112	TriadP35747
ENSPMAP00000010259	TriadP35747
ENSPMAP00000006701	TriadP35755
ENSPMAP00000002962	TriadP35755
ENSPMAP00000002509	TriadP35761
ENSPMAP00000009958	TriadP35761
ENSPMAP00000010619	TriadP35761
ENSPMAP00000006735	TriadP35761
ENSPMAP00000003571	TriadP35766
ENSPMAP00000010089	TriadP35766
ENSPMAP00000007494	TriadP35784
ENSPMAP00000005176	TriadP35784
ENSPMAP00000001701	TriadP35792
ENSPMAP00000007756	TriadP35792
ENSPMAP00000007846	TriadP35818
ENSPMAP00000000258	TriadP35818
ENSPMAP00000007146	TriadP35818
ENSPMAP00000002412	TriadP35818
ENSPMAP00000011248	TriadP35829
ENSPMAP00000004932	TriadP35841
ENSPMAP00000008844	TriadP35841
ENSPMAP00000004304	TriadP35852
ENSPMAP00000010867	TriadP35864
ENSPMAP00000010091	TriadP35865
ENSPMAP00000004379	TriadP35865
ENSPMAP00000002980	TriadP3589
ENSPMAP00000005852	TriadP35913
ENSPMAP00000002179	TriadP3592
ENSPMAP00000002595	TriadP3592
ENSPMAP00000002603	TriadP35944
ENSPMAP00000008678	TriadP35947
ENSPMAP00000001893	TriadP35982
ENSPMAP00000010678	TriadP35982
ENSPMAP00000001876	TriadP35982
ENSPMAP00000002474	TriadP36003
ENSPMAP00000010306	TriadP36003
ENSPMAP00000007119	TriadP36021
ENSPMAP00000004886	TriadP36024
ENSPMAP00000000383	TriadP36034
ENSPMAP00000008821	TriadP36122
ENSPMAP00000005942	TriadP36142
ENSPMAP00000006697	TriadP36142
ENSPMAP00000004095	TriadP36142
ENSPMAP00000004117	TriadP36208
ENSPMAP00000005568	TriadP36212
ENSPMAP00000004939	TriadP36216
ENSPMAP00000000306	TriadP36227
ENSPMAP00000007483	TriadP36227
ENSPMAP00000007488	TriadP36227
ENSPMAP00000006241	TriadP36263
ENSPMAP00000010195	TriadP36263
ENSPMAP00000009948	TriadP36263
ENSPMAP00000001854	TriadP36312
ENSPMAP00000010174	TriadP36386
ENSPMAP00000011247	TriadP36386
ENSPMAP00000003331	TriadP36386
ENSPMAP00000004075	TriadP36421
ENSPMAP00000005617	TriadP36434
ENSPMAP00000003968	TriadP36440
ENSPMAP00000001810	TriadP36460
ENSPMAP00000001430	TriadP36521
ENSPMAP00000007271	TriadP36521
ENSPMAP00000009614	TriadP36521
ENSPMAP00000009773	TriadP36521
ENSPMAP00000006086	TriadP36524
ENSPMAP00000006982	TriadP36524
ENSPMAP00000008388	TriadP36550
ENSPMAP00000003335	TriadP36585
ENSPMAP00000000707	TriadP36591
ENSPMAP00000011381	TriadP36635
ENSPMAP00000006793	TriadP36673
ENSPMAP00000000814	TriadP36699
ENSPMAP00000002152	TriadP36727
ENSPMAP00000000221	TriadP36784
ENSPMAP00000007497	TriadP36785
ENSPMAP00000008172	TriadP36785
ENSPMAP00000010392	TriadP36840
ENSPMAP00000005640	TriadP36885
ENSPMAP00000002883	TriadP36890
ENSPMAP00000004039	TriadP36902
ENSPMAP00000007356	TriadP36909
ENSPMAP00000001969	TriadP36926
ENSPMAP00000008867	TriadP36926
ENSPMAP00000001631	TriadP36926
ENSPMAP00000002481	TriadP36930
ENSPMAP00000004781	TriadP36957
ENSPMAP00000008441	TriadP36957
ENSPMAP00000000065	TriadP36962
ENSPMAP00000009825	TriadP36985
ENSPMAP00000009650	TriadP36990
ENSPMAP00000007592	TriadP37004
ENSPMAP00000010870	TriadP37004
ENSPMAP00000006771	TriadP37007
ENSPMAP00000001402	TriadP37025
ENSPMAP00000004474	TriadP37028
ENSPMAP00000009064	TriadP37030
ENSPMAP00000009869	TriadP37040
ENSPMAP00000009863	TriadP37040
ENSPMAP00000000694	TriadP37059
ENSPMAP00000005447	TriadP37067
ENSPMAP00000002636	TriadP37067
ENSPMAP00000009507	TriadP37067
ENSPMAP00000006440	TriadP37071
ENSPMAP00000004528	TriadP37071
ENSPMAP00000001771	TriadP37071
ENSPMAP00000007268	TriadP37081
ENSPMAP00000007832	TriadP37084
ENSPMAP00000000023	TriadP37088
ENSPMAP00000008178	TriadP37096
ENSPMAP00000003936	TriadP37096
ENSPMAP00000002160	TriadP37096
ENSPMAP00000003636	TriadP37105
ENSPMAP00000003578	TriadP37105
ENSPMAP00000005980	TriadP37105
ENSPMAP00000005145	TriadP37105
ENSPMAP00000004505	TriadP37128
ENSPMAP00000010645	TriadP37130
ENSPMAP00000009374	TriadP37130
ENSPMAP00000001818	TriadP37130
ENSPMAP00000000864	TriadP37138
ENSPMAP00000002236	TriadP37145
ENSPMAP00000008618	TriadP37155
ENSPMAP00000006283	TriadP37155
ENSPMAP00000002290	TriadP37180
ENSPMAP00000007044	TriadP37183
ENSPMAP00000010048	TriadP37186
ENSPMAP00000009755	TriadP37186
ENSPMAP00000008536	TriadP37214
ENSPMAP00000001275	TriadP37214
ENSPMAP00000001280	TriadP37214
ENSPMAP00000005487	TriadP37229
ENSPMAP00000006714	TriadP37252
ENSPMAP00000009740	TriadP37261
ENSPMAP00000004806	TriadP37264
ENSPMAP00000001880	TriadP37272
ENSPMAP00000003975	TriadP37272
ENSPMAP00000010483	TriadP37276
ENSPMAP00000008233	TriadP37279
ENSPMAP00000006724	TriadP37279
ENSPMAP00000005007	TriadP37279
ENSPMAP00000006602	TriadP37300
ENSPMAP00000010244	TriadP37304
ENSPMAP00000006369	TriadP37304
ENSPMAP00000010372	TriadP37304
ENSPMAP00000008733	TriadP37307
ENSPMAP00000008755	TriadP37327
ENSPMAP00000003620	TriadP37330
ENSPMAP00000000524	TriadP37339
ENSPMAP00000007812	TriadP37339
ENSPMAP00000002284	TriadP37340
ENSPMAP00000005665	TriadP37356
ENSPMAP00000009995	TriadP37359
ENSPMAP00000000939	TriadP37376
ENSPMAP00000002542	TriadP37385
ENSPMAP00000002325	TriadP37385
ENSPMAP00000002647	TriadP37388
ENSPMAP00000001330	TriadP37398
ENSPMAP00000002581	TriadP37398
ENSPMAP00000006122	TriadP3740
ENSPMAP00000008686	TriadP37409
ENSPMAP00000010851	TriadP37427
ENSPMAP00000006116	TriadP37449
ENSPMAP00000009680	TriadP37459
ENSPMAP00000003408	TriadP37472
ENSPMAP00000002871	TriadP37472
ENSPMAP00000006160	TriadP37477
ENSPMAP00000001293	TriadP37484
ENSPMAP00000010400	TriadP37484
ENSPMAP00000002028	TriadP37484
ENSPMAP00000010536	TriadP37485
ENSPMAP00000008081	TriadP37492
ENSPMAP00000004356	TriadP37492
ENSPMAP00000001612	TriadP37495
ENSPMAP00000004439	TriadP37496
ENSPMAP00000003185	TriadP37496
ENSPMAP00000009198	TriadP37504
ENSPMAP00000009964	TriadP37508
ENSPMAP00000003997	TriadP37508
ENSPMAP00000001858	TriadP37508
ENSPMAP00000006498	TriadP37508
ENSPMAP00000006990	TriadP37522
ENSPMAP00000010059	TriadP37522
ENSPMAP00000006559	TriadP37522
ENSPMAP00000009916	TriadP37524
ENSPMAP00000005388	TriadP37531
ENSPMAP00000006507	TriadP37535
ENSPMAP00000003813	TriadP37541
ENSPMAP00000000370	TriadP37552
ENSPMAP00000007113	TriadP37552
ENSPMAP00000007069	TriadP3759
ENSPMAP00000006842	TriadP3759
ENSPMAP00000011205	TriadP3759
ENSPMAP00000005141	TriadP3759
ENSPMAP00000001043	TriadP37592
ENSPMAP00000008469	TriadP37600
ENSPMAP00000005870	TriadP37600
ENSPMAP00000010651	TriadP37607
ENSPMAP00000002494	TriadP37621
ENSPMAP00000000164	TriadP37639
ENSPMAP00000005906	TriadP37639
ENSPMAP00000009400	TriadP37648
ENSPMAP00000009008	TriadP37648
ENSPMAP00000008657	TriadP37648
ENSPMAP00000002695	TriadP37648
ENSPMAP00000005813	TriadP37708
ENSPMAP00000005282	TriadP37729
ENSPMAP00000008125	TriadP37748
ENSPMAP00000008621	TriadP37748
ENSPMAP00000006359	TriadP37760
ENSPMAP00000007576	TriadP37765
ENSPMAP00000005994	TriadP37765
ENSPMAP00000001749	TriadP37770
ENSPMAP00000005795	TriadP37778
ENSPMAP00000000538	TriadP37807
ENSPMAP00000009756	TriadP37809
ENSPMAP00000009255	TriadP37811
ENSPMAP00000000683	TriadP37811
ENSPMAP00000000145	TriadP37811
ENSPMAP00000010171	TriadP37811
ENSPMAP00000004211	TriadP37880
ENSPMAP00000007644	TriadP37880
ENSPMAP00000009231	TriadP37887
ENSPMAP00000001239	TriadP37893
ENSPMAP00000008068	TriadP37893
ENSPMAP00000007379	TriadP37905
ENSPMAP00000004242	TriadP37943
ENSPMAP00000003962	TriadP37961
ENSPMAP00000005192	TriadP37963
ENSPMAP00000010525	TriadP37976
ENSPMAP00000000917	TriadP37998
ENSPMAP00000009935	TriadP37998
ENSPMAP00000001919	TriadP38009
ENSPMAP00000000035	TriadP38015
ENSPMAP00000006609	TriadP38015
ENSPMAP00000001583	TriadP38054
ENSPMAP00000003774	TriadP38063
ENSPMAP00000009734	TriadP38075
ENSPMAP00000009581	TriadP38086
ENSPMAP00000005392	TriadP38086
ENSPMAP00000001982	TriadP38096
ENSPMAP00000002761	TriadP38096
ENSPMAP00000001209	TriadP38108
ENSPMAP00000009041	TriadP38115
ENSPMAP00000010114	TriadP38143
ENSPMAP00000009606	TriadP38152
ENSPMAP00000003783	TriadP38158
ENSPMAP00000005379	TriadP38158
ENSPMAP00000010712	TriadP38158
ENSPMAP00000000362	TriadP38183
ENSPMAP00000008596	TriadP38207
ENSPMAP00000001843	TriadP38210
ENSPMAP00000008626	TriadP38242
ENSPMAP00000005041	TriadP38242
ENSPMAP00000006984	TriadP38259
ENSPMAP00000001475	TriadP38271
ENSPMAP00000004397	TriadP38271
ENSPMAP00000002812	TriadP38286
ENSPMAP00000002137	TriadP38289
ENSPMAP00000007953	TriadP38299
ENSPMAP00000009391	TriadP38307
ENSPMAP00000003610	TriadP38307
ENSPMAP00000003291	TriadP38332
ENSPMAP00000002216	TriadP38332
ENSPMAP00000002316	TriadP38343
ENSPMAP00000004213	TriadP38343
ENSPMAP00000009617	TriadP38343
ENSPMAP00000005686	TriadP38348
ENSPMAP00000001096	TriadP3835
ENSPMAP00000011356	TriadP3835
ENSPMAP00000007947	TriadP3835
ENSPMAP00000011200	TriadP3835
ENSPMAP00000010686	TriadP3836
ENSPMAP00000000548	TriadP38377
ENSPMAP00000002645	TriadP38377
ENSPMAP00000000150	TriadP38377
ENSPMAP00000004668	TriadP38381
ENSPMAP00000004332	TriadP38408
ENSPMAP00000009202	TriadP38435
ENSPMAP00000008221	TriadP38442
ENSPMAP00000006953	TriadP38444
ENSPMAP00000002174	TriadP38444
ENSPMAP00000005645	TriadP38449
ENSPMAP00000005277	TriadP38449
ENSPMAP00000008779	TriadP38462
ENSPMAP00000008522	TriadP38462
ENSPMAP00000010592	TriadP38462
ENSPMAP00000004496	TriadP38462
ENSPMAP00000001355	TriadP38469
ENSPMAP00000002329	TriadP38479
ENSPMAP00000006096	TriadP38479
ENSPMAP00000002338	TriadP38479
ENSPMAP00000006631	TriadP38479
ENSPMAP00000009109	TriadP38489
ENSPMAP00000007335	TriadP38507
ENSPMAP00000000724	TriadP38509
ENSPMAP00000002235	TriadP38513
ENSPMAP00000005692	TriadP38520
ENSPMAP00000010039	TriadP38520
ENSPMAP00000000661	TriadP38534
ENSPMAP00000008274	TriadP3859
ENSPMAP00000003734	TriadP3973
ENSPMAP00000001963	TriadP4059
ENSPMAP00000005945	TriadP4059
ENSPMAP00000009096	TriadP4136
ENSPMAP00000000627	TriadP4188
ENSPMAP00000005421	TriadP4313
ENSPMAP00000010015	TriadP4321
ENSPMAP00000000283	TriadP4322
ENSPMAP00000006001	TriadP4385
ENSPMAP00000001696	TriadP4397
ENSPMAP00000002350	TriadP442
ENSPMAP00000009285	TriadP442
ENSPMAP00000006342	TriadP4444
ENSPMAP00000010529	TriadP4444
ENSPMAP00000011276	TriadP4444
ENSPMAP00000008933	TriadP451
ENSPMAP00000006665	TriadP451
ENSPMAP00000004199	TriadP451
ENSPMAP00000005272	TriadP4556
ENSPMAP00000010944	TriadP4556
ENSPMAP00000009466	TriadP4556
ENSPMAP00000006316	TriadP4556
ENSPMAP00000004615	TriadP4567
ENSPMAP00000005234	TriadP4567
ENSPMAP00000005228	TriadP4567
ENSPMAP00000003857	TriadP4579
ENSPMAP00000000135	TriadP49508
ENSPMAP00000001238	TriadP4952
ENSPMAP00000003768	TriadP49524
ENSPMAP00000009000	TriadP49524
ENSPMAP00000011220	TriadP49524
ENSPMAP00000004096	TriadP49530
ENSPMAP00000008292	TriadP49530
ENSPMAP00000001474	TriadP49530
ENSPMAP00000004036	TriadP49530
ENSPMAP00000006971	TriadP49541
ENSPMAP00000009165	TriadP49550
ENSPMAP00000010572	TriadP49550
ENSPMAP00000008624	TriadP49550
ENSPMAP00000008348	TriadP49551
ENSPMAP00000001939	TriadP49562
ENSPMAP00000010618	TriadP49562
ENSPMAP00000005217	TriadP49562
ENSPMAP00000000793	TriadP49569
ENSPMAP00000000759	TriadP49578
ENSPMAP00000009419	TriadP49594
ENSPMAP00000001357	TriadP49594
ENSPMAP00000007200	TriadP49594
ENSPMAP00000009623	TriadP49601
ENSPMAP00000005668	TriadP49610
ENSPMAP00000007545	TriadP49610
ENSPMAP00000007875	TriadP49613
ENSPMAP00000000437	TriadP49613
ENSPMAP00000004415	TriadP49617
ENSPMAP00000010314	TriadP49617
ENSPMAP00000008450	TriadP49631
ENSPMAP00000009954	TriadP49632
ENSPMAP00000007195	TriadP49638
ENSPMAP00000005863	TriadP49638
ENSPMAP00000000546	TriadP49638
ENSPMAP00000001595	TriadP49638
ENSPMAP00000006880	TriadP49643
ENSPMAP00000001980	TriadP49643
ENSPMAP00000009273	TriadP49644
ENSPMAP00000008084	TriadP49644
ENSPMAP00000002268	TriadP49644
ENSPMAP00000003167	TriadP49644
ENSPMAP00000010253	TriadP49668
ENSPMAP00000011072	TriadP49674
ENSPMAP00000011203	TriadP49674
ENSPMAP00000010458	TriadP49680
ENSPMAP00000003483	TriadP49680
ENSPMAP00000009486	TriadP49681
ENSPMAP00000010250	TriadP49681
ENSPMAP00000009197	TriadP49689
ENSPMAP00000005559	TriadP49689
ENSPMAP00000007487	TriadP49699
ENSPMAP00000005831	TriadP49700
ENSPMAP00000006816	TriadP49700
ENSPMAP00000002128	TriadP49706
ENSPMAP00000007105	TriadP49708
ENSPMAP00000009461	TriadP49708
ENSPMAP00000000861	TriadP49708
ENSPMAP00000003888	TriadP49712
ENSPMAP00000002880	TriadP49717
ENSPMAP00000009146	TriadP49722
ENSPMAP00000007766	TriadP49736
ENSPMAP00000001546	TriadP49736
ENSPMAP00000009474	TriadP49741
ENSPMAP00000010449	TriadP49742
ENSPMAP00000000234	TriadP49753
ENSPMAP00000003120	TriadP49758
ENSPMAP00000010237	TriadP49758
ENSPMAP00000003015	TriadP49758
ENSPMAP00000003516	TriadP49766
ENSPMAP00000000837	TriadP49770
ENSPMAP00000007293	TriadP49770
ENSPMAP00000000214	TriadP49770
ENSPMAP00000005291	TriadP49773
ENSPMAP00000002082	TriadP49773
ENSPMAP00000004234	TriadP49777
ENSPMAP00000003145	TriadP49781
ENSPMAP00000002000	TriadP49802
ENSPMAP00000009265	TriadP49810
ENSPMAP00000000779	TriadP49810
ENSPMAP00000004108	TriadP49810
ENSPMAP00000008708	TriadP49810
ENSPMAP00000002702	TriadP49816
ENSPMAP00000004699	TriadP49816
ENSPMAP00000000664	TriadP49816
ENSPMAP00000006407	TriadP49818
ENSPMAP00000001660	TriadP49825
ENSPMAP00000006347	TriadP49825
ENSPMAP00000004718	TriadP49836
ENSPMAP00000001989	TriadP49844
ENSPMAP00000002208	TriadP49865
ENSPMAP00000008492	TriadP49883
ENSPMAP00000000402	TriadP49890
ENSPMAP00000008601	TriadP49897
ENSPMAP00000006291	TriadP49897
ENSPMAP00000005382	TriadP49897
ENSPMAP00000008353	TriadP49897
ENSPMAP00000009794	TriadP49916
ENSPMAP00000007336	TriadP49916
ENSPMAP00000009217	TriadP49916
ENSPMAP00000009778	TriadP49916
ENSPMAP00000002914	TriadP49917
ENSPMAP00000005767	TriadP49927
ENSPMAP00000005748	TriadP49929
ENSPMAP00000010351	TriadP49936
ENSPMAP00000001942	TriadP49936
ENSPMAP00000005880	TriadP49948
ENSPMAP00000009464	TriadP49948
ENSPMAP00000002459	TriadP49955
ENSPMAP00000002570	TriadP49955
ENSPMAP00000002518	TriadP49955
ENSPMAP00000008800	TriadP49990
ENSPMAP00000000110	TriadP49990
ENSPMAP00000007470	TriadP49991
ENSPMAP00000003822	TriadP49993
ENSPMAP00000002501	TriadP49999
ENSPMAP00000006591	TriadP5000
ENSPMAP00000006581	TriadP50000
ENSPMAP00000005431	TriadP50028
ENSPMAP00000002307	TriadP50028
ENSPMAP00000005093	TriadP50031
ENSPMAP00000002032	TriadP50033
ENSPMAP00000004052	TriadP50037
ENSPMAP00000003860	TriadP50037
ENSPMAP00000008931	TriadP50060
ENSPMAP00000001529	TriadP50060
ENSPMAP00000008919	TriadP50060
ENSPMAP00000007785	TriadP50070
ENSPMAP00000010456	TriadP50073
ENSPMAP00000003987	TriadP50085
ENSPMAP00000006704	TriadP50085
ENSPMAP00000009654	TriadP50085
ENSPMAP00000003079	TriadP50085
ENSPMAP00000004684	TriadP50086
ENSPMAP00000006039	TriadP50086
ENSPMAP00000004634	TriadP50086
ENSPMAP00000010850	TriadP50096
ENSPMAP00000000727	TriadP50100
ENSPMAP00000002252	TriadP50102
ENSPMAP00000009515	TriadP50105
ENSPMAP00000005887	TriadP50106
ENSPMAP00000001468	TriadP50116
ENSPMAP00000001472	TriadP50117
ENSPMAP00000003284	TriadP50124
ENSPMAP00000000658	TriadP50137
ENSPMAP00000006989	TriadP50137
ENSPMAP00000003676	TriadP50159
ENSPMAP00000009308	TriadP50163
ENSPMAP00000009267	TriadP50163
ENSPMAP00000002100	TriadP50163
ENSPMAP00000000231	TriadP50164
ENSPMAP00000001401	TriadP50168
ENSPMAP00000003288	TriadP50189
ENSPMAP00000002878	TriadP50201
ENSPMAP00000000775	TriadP50201
ENSPMAP00000009875	TriadP50205
ENSPMAP00000009230	TriadP50208
ENSPMAP00000000321	TriadP50216
ENSPMAP00000008484	TriadP50221
ENSPMAP00000000912	TriadP50221
ENSPMAP00000001536	TriadP50221
ENSPMAP00000005867	TriadP50221
ENSPMAP00000001862	TriadP50226
ENSPMAP00000002879	TriadP50243
ENSPMAP00000006139	TriadP50249
ENSPMAP00000003020	TriadP50249
ENSPMAP00000001257	TriadP50274
ENSPMAP00000006796	TriadP50274
ENSPMAP00000005135	TriadP50274
ENSPMAP00000010486	TriadP50293
ENSPMAP00000010013	TriadP50293
ENSPMAP00000008652	TriadP50295
ENSPMAP00000010644	TriadP50295
ENSPMAP00000005076	TriadP50295
ENSPMAP00000006585	TriadP50295
ENSPMAP00000007863	TriadP50297
ENSPMAP00000010809	TriadP50301
ENSPMAP00000000544	TriadP50301
ENSPMAP00000005913	TriadP50301
ENSPMAP00000004626	TriadP50301
ENSPMAP00000001164	TriadP50312
ENSPMAP00000010752	TriadP50321
ENSPMAP00000007734	TriadP50330
ENSPMAP00000001053	TriadP50332
ENSPMAP00000005414	TriadP50333
ENSPMAP00000003735	TriadP50344
ENSPMAP00000003614	TriadP50356
ENSPMAP00000001604	TriadP50357
ENSPMAP00000006805	TriadP50358
ENSPMAP00000002912	TriadP50358
ENSPMAP00000009882	TriadP50359
ENSPMAP00000006490	TriadP50359
ENSPMAP00000001725	TriadP50359
ENSPMAP00000000129	TriadP50361
ENSPMAP00000006765	TriadP50363
ENSPMAP00000009599	TriadP50363
ENSPMAP00000003265	TriadP50363
ENSPMAP00000002357	TriadP50365
ENSPMAP00000007898	TriadP50365
ENSPMAP00000007398	TriadP50379
ENSPMAP00000003777	TriadP50382
ENSPMAP00000004400	TriadP50396
ENSPMAP00000008048	TriadP50396
ENSPMAP00000010430	TriadP50396
ENSPMAP00000009190	TriadP50396
ENSPMAP00000003556	TriadP50405
ENSPMAP00000008974	TriadP50405
ENSPMAP00000002979	TriadP50405
ENSPMAP00000005322	TriadP50430
ENSPMAP00000011125	TriadP50430
ENSPMAP00000003728	TriadP50431
ENSPMAP00000008579	TriadP50431
ENSPMAP00000010112	TriadP50434
ENSPMAP00000004749	TriadP50446
ENSPMAP00000004206	TriadP50448
ENSPMAP00000000083	TriadP50452
ENSPMAP00000005140	TriadP50452
ENSPMAP00000003720	TriadP50452
ENSPMAP00000007402	TriadP50458
ENSPMAP00000004481	TriadP50458
ENSPMAP00000007464	TriadP50458
ENSPMAP00000010031	TriadP50462
ENSPMAP00000006632	TriadP50462
ENSPMAP00000008784	TriadP50465
ENSPMAP00000003927	TriadP50471
ENSPMAP00000005039	TriadP50471
ENSPMAP00000002635	TriadP50473
ENSPMAP00000000185	TriadP50478
ENSPMAP00000006640	TriadP50482
ENSPMAP00000000934	TriadP50482
