ENSGALP00000000003	SINLEJ012925
ENSGALP00000012219	SINLEJ012012
ENSGALP00000012225	SINLEJ010090
ENSGALP00000012227	SINLEJ003131
ENSGALP00000012231	SINLEJ006283
ENSGALP00000012233	SINLEJ018016
ENSGALP00000012251	SINLEJ004899
ENSGALP00000012256	SINLEJ011678
ENSGALP00000012256	SINLEJ012021
ENSGALP00000012257	SINLEJ006313
ENSGALP00000012259	SINLEJ008957
ENSGALP00000012263	SINLEJ004532
ENSGALP00000012263	SINLEJ006284
ENSGALP00000012264	SINLEJ012006
ENSGALP00000012267	SINLEJ011798
ENSGALP00000012273	SINLEJ010091
ENSGALP00000012273	SINLEJ010092
ENSGALP00000012282	SINLEJ010659
ENSGALP00000012282	SINLEJ015465
ENSGALP00000012288	SINLEJ011797
ENSGALP00000012291	SINLEJ004328
ENSGALP00000012293	SINLEJ013409
ENSGALP00000012301	SINLEJ009116
ENSGALP00000012304	SINLEJ007684
ENSGALP00000012304	SINLEJ007683
ENSGALP00000012308	SINLEJ016502
ENSGALP00000012309	SINLEJ011021
ENSGALP00000012309	SINLEJ009117
ENSGALP00000012318	SINLEJ014716
ENSGALP00000012318	SINLEJ014718
ENSGALP00000012325	SINLEJ015093
ENSGALP00000012326	SINLEJ018422
ENSGALP00000012329	SINLEJ012968
ENSGALP00000012332	SINLEJ002890
ENSGALP00000012335	SINLEJ004029
ENSGALP00000012335	SINLEJ004028
ENSGALP00000012344	SINLEJ005403
ENSGALP00000012344	SINLEJ005404
ENSGALP00000012350	SINLEJ000586
ENSGALP00000012353	SINLEJ005375
ENSGALP00000012361	SINLEJ001376
ENSGALP00000012361	SINLEJ007059
ENSGALP00000012376	SINLEJ001350
ENSGALP00000012380	SINLEJ012281
ENSGALP00000012380	SINLEJ012280
ENSGALP00000012383	SINLEJ008287
ENSGALP00000012388	SINLEJ004316
ENSGALP00000012396	SINLEJ011071
ENSGALP00000012396	SINLEJ015628
ENSGALP00000012399	SINLEJ007953
ENSGALP00000012399	SINLEJ007954
ENSGALP00000012405	SINLEJ014822
ENSGALP00000012405	SINLEJ014823
ENSGALP00000012408	SINLEJ003544
ENSGALP00000012413	SINLEJ004317
ENSGALP00000012413	SINLEJ011936
ENSGALP00000012415	SINLEJ001694
ENSGALP00000012415	SINLEJ001692
ENSGALP00000012416	SINLEJ008510
ENSGALP00000012416	SINLEJ009672
ENSGALP00000012417	SINLEJ011990
ENSGALP00000012417	SINLEJ004525
ENSGALP00000012424	SINLEJ007657
ENSGALP00000012424	SINLEJ008108
ENSGALP00000012427	SINLEJ009131
ENSGALP00000012430	SINLEJ009081
ENSGALP00000012430	SINLEJ004969
ENSGALP00000012431	SINLEJ019426
ENSGALP00000012431	SINLEJ005708
ENSGALP00000012436	SINLEJ004597
ENSGALP00000012437	SINLEJ011845
ENSGALP00000012443	SINLEJ014619
ENSGALP00000012448	SINLEJ012807
ENSGALP00000012452	SINLEJ009850
ENSGALP00000012459	SINLEJ011882
ENSGALP00000012463	SINLEJ016591
ENSGALP00000012464	SINLEJ019087
ENSGALP00000012464	SINLEJ016912
ENSGALP00000012465	SINLEJ017469
ENSGALP00000012465	SINLEJ016110
ENSGALP00000012474	SINLEJ014579
ENSGALP00000012478	SINLEJ005492
ENSGALP00000012479	SINLEJ007003
ENSGALP00000012481	SINLEJ000455
ENSGALP00000012482	SINLEJ600441
ENSGALP00000012482	SINLEJ600442
ENSGALP00000012485	SINLEJ011149
ENSGALP00000012491	SINLEJ011892
ENSGALP00000012491	SINLEJ011890
ENSGALP00000012493	SINLEJ014578
ENSGALP00000012494	SINLEJ016365
ENSGALP00000012500	SINLEJ008076
ENSGALP00000012509	SINLEJ011084
ENSGALP00000012513	SINLEJ006178
ENSGALP00000012521	SINLEJ009844
ENSGALP00000012529	SINLEJ009000
ENSGALP00000012529	SINLEJ009001
ENSGALP00000012535	SINLEJ003142
ENSGALP00000012546	SINLEJ015640
ENSGALP00000012546	SINLEJ011082
ENSGALP00000012547	SINLEJ012713
ENSGALP00000012552	SINLEJ016896
ENSGALP00000012557	SINLEJ015603
ENSGALP00000012557	SINLEJ011047
ENSGALP00000012558	SINLEJ011904
ENSGALP00000012563	SINLEJ016970
ENSGALP00000012564	SINLEJ003652
ENSGALP00000012564	SINLEJ014913
ENSGALP00000012565	SINLEJ001358
ENSGALP00000012584	SINLEJ001690
ENSGALP00000012584	SINLEJ004596
ENSGALP00000012585	SINLEJ006120
ENSGALP00000012585	SINLEJ006119
ENSGALP00000012592	SINLEJ010115
ENSGALP00000012592	SINLEJ015860
ENSGALP00000012595	SINLEJ014788
ENSGALP00000012597	SINLEJ008754
ENSGALP00000012597	SINLEJ011162
ENSGALP00000012601	SINLEJ009123
ENSGALP00000012604	SINLEJ001367
ENSGALP00000012604	SINLEJ001364
ENSGALP00000012605	SINLEJ000097
ENSGALP00000012606	SINLEJ005388
ENSGALP00000012606	SINLEJ005390
ENSGALP00000012607	SINLEJ009500
ENSGALP00000012608	SINLEJ003693
ENSGALP00000012608	SINLEJ014785
ENSGALP00000012616	SINLEJ005378
ENSGALP00000012623	SINLEJ009256
ENSGALP00000012624	SINLEJ008098
ENSGALP00000012625	SINLEJ014590
ENSGALP00000012632	SINLEJ010226
ENSGALP00000012632	SINLEJ010234
ENSGALP00000012634	SINLEJ019236
ENSGALP00000012634	SINLEJ019256
ENSGALP00000012641	SINLEJ016589
ENSGALP00000012644	SINLEJ011894
ENSGALP00000012646	SINLEJ014012
ENSGALP00000012646	SINLEJ013768
ENSGALP00000012650	SINLEJ005417
ENSGALP00000012650	SINLEJ005406
ENSGALP00000012652	SINLEJ014759
ENSGALP00000012652	SINLEJ014760
ENSGALP00000012668	SINLEJ004973
ENSGALP00000012673	SINLEJ008202
ENSGALP00000012678	SINLEJ010235
ENSGALP00000012678	SINLEJ010236
ENSGALP00000012682	SINLEJ009129
ENSGALP00000012682	SINLEJ009128
ENSGALP00000012687	SINLEJ002097
ENSGALP00000012687	SINLEJ012437
ENSGALP00000012693	SINLEJ004383
ENSGALP00000012693	SINLEJ011905
ENSGALP00000012694	SINLEJ016723
ENSGALP00000012694	SINLEJ016722
ENSGALP00000012695	SINLEJ000275
ENSGALP00000012699	SINLEJ017231
ENSGALP00000012703	SINLEJ002186
ENSGALP00000012705	SINLEJ004390
ENSGALP00000012708	SINLEJ019263
ENSGALP00000012708	SINLEJ018005
ENSGALP00000012709	SINLEJ016015
ENSGALP00000012709	SINLEJ016014
ENSGALP00000012713	SINLEJ016473
ENSGALP00000012713	SINLEJ010335
ENSGALP00000012723	SINLEJ018104
ENSGALP00000012723	SINLEJ018103
ENSGALP00000012748	SINLEJ003533
ENSGALP00000012748	SINLEJ003532
ENSGALP00000012750	SINLEJ017344
ENSGALP00000012750	SINLEJ017016
ENSGALP00000012765	SINLEJ000481
ENSGALP00000012765	SINLEJ004052
ENSGALP00000012767	SINLEJ012862
ENSGALP00000012767	SINLEJ013253
ENSGALP00000012777	SINLEJ007839
ENSGALP00000012777	SINLEJ005353
ENSGALP00000012780	SINLEJ002997
ENSGALP00000012782	SINLEJ017342
ENSGALP00000012785	SINLEJ000642
ENSGALP00000012785	SINLEJ000763
ENSGALP00000012789	SINLEJ007664
ENSGALP00000012789	SINLEJ016006
ENSGALP00000012790	SINLEJ013252
ENSGALP00000012793	SINLEJ012835
ENSGALP00000012809	SINLEJ008148
ENSGALP00000012813	SINLEJ018265
ENSGALP00000012814	SINLEJ001206
ENSGALP00000012814	SINLEJ016768
ENSGALP00000012817	SINLEJ015815
ENSGALP00000012817	SINLEJ012372
ENSGALP00000012818	SINLEJ011846
ENSGALP00000012818	SINLEJ013353
ENSGALP00000012822	SINLEJ000457
ENSGALP00000012826	SINLEJ011427
ENSGALP00000012838	SINLEJ003535
ENSGALP00000012841	SINLEJ000458
ENSGALP00000012842	SINLEJ015813
ENSGALP00000012842	SINLEJ015814
ENSGALP00000012845	SINLEJ014813
ENSGALP00000012851	SINLEJ600164
ENSGALP00000012851	SINLEJ004879
ENSGALP00000012855	SINLEJ018825
ENSGALP00000012855	SINLEJ018849
ENSGALP00000012858	SINLEJ600059
ENSGALP00000012864	SINLEJ014571
ENSGALP00000012864	SINLEJ007790
ENSGALP00000012868	SINLEJ000460
ENSGALP00000012868	SINLEJ000459
ENSGALP00000012869	SINLEJ007307
ENSGALP00000012873	SINLEJ013137
ENSGALP00000012873	SINLEJ013138
ENSGALP00000012875	SINLEJ008934
ENSGALP00000012877	SINLEJ005196
ENSGALP00000012877	SINLEJ017186
ENSGALP00000012878	SINLEJ017398
ENSGALP00000012879	SINLEJ003692
ENSGALP00000012889	SINLEJ001231
ENSGALP00000012889	SINLEJ001234
ENSGALP00000012892	SINLEJ013651
ENSGALP00000012892	SINLEJ001248
ENSGALP00000012895	SINLEJ019211
ENSGALP00000012895	SINLEJ019089
ENSGALP00000012899	SINLEJ013343
ENSGALP00000012899	SINLEJ009680
ENSGALP00000012903	SINLEJ011589
ENSGALP00000012903	SINLEJ003691
ENSGALP00000012905	SINLEJ014747
ENSGALP00000012905	SINLEJ017416
ENSGALP00000012907	SINLEJ004635
ENSGALP00000012907	SINLEJ600077
ENSGALP00000012909	SINLEJ013135
ENSGALP00000012909	SINLEJ013136
ENSGALP00000012911	SINLEJ010321
ENSGALP00000012911	SINLEJ010322
ENSGALP00000012914	SINLEJ011355
ENSGALP00000012914	SINLEJ011354
ENSGALP00000012920	SINLEJ600161
ENSGALP00000012920	SINLEJ600160
ENSGALP00000012921	SINLEJ012188
ENSGALP00000012927	SINLEJ010898
ENSGALP00000012927	SINLEJ014211
ENSGALP00000012928	SINLEJ011592
ENSGALP00000012929	SINLEJ007024
ENSGALP00000012929	SINLEJ006190
ENSGALP00000012931	SINLEJ012377
ENSGALP00000012931	SINLEJ011493
ENSGALP00000012932	SINLEJ014679
ENSGALP00000012932	SINLEJ014678
ENSGALP00000012938	SINLEJ007501
ENSGALP00000012940	SINLEJ011353
ENSGALP00000012943	SINLEJ013022
ENSGALP00000012943	SINLEJ009203
ENSGALP00000012946	SINLEJ017723
ENSGALP00000012946	SINLEJ018416
ENSGALP00000012949	SINLEJ001896
ENSGALP00000012951	SINLEJ011039
ENSGALP00000012961	SINLEJ015622
ENSGALP00000012973	SINLEJ005345
ENSGALP00000012981	SINLEJ017754
ENSGALP00000012981	SINLEJ011859
ENSGALP00000012982	SINLEJ000470
ENSGALP00000012982	SINLEJ004063
ENSGALP00000012985	SINLEJ013753
ENSGALP00000012987	SINLEJ017411
ENSGALP00000012990	SINLEJ012363
ENSGALP00000012991	SINLEJ013953
ENSGALP00000012991	SINLEJ009215
ENSGALP00000012992	SINLEJ019460
ENSGALP00000012993	SINLEJ002944
ENSGALP00000012993	SINLEJ005219
ENSGALP00000012996	SINLEJ013223
ENSGALP00000012996	SINLEJ013222
ENSGALP00000012999	SINLEJ013104
ENSGALP00000013003	SINLEJ011010
ENSGALP00000013006	SINLEJ011886
ENSGALP00000013014	SINLEJ015818
ENSGALP00000013014	SINLEJ015819
ENSGALP00000013016	SINLEJ010906
ENSGALP00000013016	SINLEJ010908
ENSGALP00000013022	SINLEJ009570
ENSGALP00000013029	SINLEJ600172
ENSGALP00000013029	SINLEJ600173
ENSGALP00000013030	SINLEJ004474
ENSGALP00000013032	SINLEJ011656
ENSGALP00000013036	SINLEJ000471
ENSGALP00000013037	SINLEJ002720
ENSGALP00000013041	SINLEJ009220
ENSGALP00000013042	SINLEJ001290
ENSGALP00000013042	SINLEJ600171
ENSGALP00000013044	SINLEJ018329
ENSGALP00000013046	SINLEJ004493
ENSGALP00000013047	SINLEJ015820
ENSGALP00000013047	SINLEJ009496
ENSGALP00000013048	SINLEJ014910
ENSGALP00000013048	SINLEJ003655
ENSGALP00000013052	SINLEJ019096
ENSGALP00000013052	SINLEJ018668
ENSGALP00000013053	SINLEJ000472
ENSGALP00000013055	SINLEJ013212
ENSGALP00000013056	SINLEJ011108
ENSGALP00000013062	SINLEJ018684
ENSGALP00000013068	SINLEJ004228
ENSGALP00000013072	SINLEJ012252
ENSGALP00000013074	SINLEJ000064
ENSGALP00000013074	SINLEJ000065
ENSGALP00000013077	SINLEJ000475
ENSGALP00000013077	SINLEJ000474
ENSGALP00000013078	SINLEJ014486
ENSGALP00000013078	SINLEJ001776
ENSGALP00000013080	SINLEJ018619
ENSGALP00000013094	SINLEJ013442
ENSGALP00000013096	SINLEJ000540
ENSGALP00000013096	SINLEJ011809
ENSGALP00000013100	SINLEJ007547
ENSGALP00000013100	SINLEJ013144
ENSGALP00000013101	SINLEJ009591
ENSGALP00000013101	SINLEJ007309
ENSGALP00000013111	SINLEJ011786
ENSGALP00000013111	SINLEJ011785
ENSGALP00000013119	SINLEJ014149
ENSGALP00000013119	SINLEJ014175
ENSGALP00000013120	SINLEJ011871
ENSGALP00000013122	SINLEJ004884
ENSGALP00000013122	SINLEJ004883
ENSGALP00000013126	SINLEJ000490
ENSGALP00000013128	SINLEJ008078
ENSGALP00000013128	SINLEJ002723
ENSGALP00000013129	SINLEJ007361
ENSGALP00000013129	SINLEJ012254
ENSGALP00000013132	SINLEJ013155
ENSGALP00000013137	SINLEJ013664
ENSGALP00000013142	SINLEJ016730
ENSGALP00000013142	SINLEJ017183
ENSGALP00000013147	SINLEJ013395
ENSGALP00000013147	SINLEJ013394
ENSGALP00000013149	SINLEJ009412
ENSGALP00000013149	SINLEJ009411
ENSGALP00000013150	SINLEJ000725
ENSGALP00000013151	SINLEJ013665
ENSGALP00000013154	SINLEJ001620
ENSGALP00000013156	SINLEJ007326
ENSGALP00000013157	SINLEJ012375
ENSGALP00000013160	SINLEJ000727
ENSGALP00000013160	SINLEJ000726
ENSGALP00000013162	SINLEJ004887
ENSGALP00000013164	SINLEJ010890
ENSGALP00000013168	SINLEJ005863
ENSGALP00000013168	SINLEJ014359
ENSGALP00000013171	SINLEJ009488
ENSGALP00000013171	SINLEJ009489
ENSGALP00000013173	SINLEJ011883
ENSGALP00000013174	SINLEJ014546
ENSGALP00000013174	SINLEJ006978
ENSGALP00000013176	SINLEJ017445
ENSGALP00000013177	SINLEJ600169
ENSGALP00000013183	SINLEJ011318
ENSGALP00000013183	SINLEJ011319
ENSGALP00000013184	SINLEJ011885
ENSGALP00000013191	SINLEJ000753
ENSGALP00000013191	SINLEJ000749
ENSGALP00000013212	SINLEJ000494
ENSGALP00000013213	SINLEJ007310
ENSGALP00000013215	SINLEJ001624
ENSGALP00000013226	SINLEJ001626
ENSGALP00000013230	SINLEJ009583
ENSGALP00000013237	SINLEJ003296
ENSGALP00000013240	SINLEJ001843
ENSGALP00000013240	SINLEJ001842
ENSGALP00000013244	SINLEJ009584
ENSGALP00000013244	SINLEJ009586
ENSGALP00000013247	SINLEJ004590
ENSGALP00000013251	SINLEJ004046
ENSGALP00000013251	SINLEJ000500
ENSGALP00000013259	SINLEJ001838
ENSGALP00000013259	SINLEJ017188
ENSGALP00000013260	SINLEJ001196
ENSGALP00000013260	SINLEJ016780
ENSGALP00000013267	SINLEJ009547
ENSGALP00000013267	SINLEJ007306
ENSGALP00000013268	SINLEJ004221
ENSGALP00000013269	SINLEJ014572
ENSGALP00000013270	SINLEJ002099
ENSGALP00000013270	SINLEJ002098
ENSGALP00000013273	SINLEJ000189
ENSGALP00000013273	SINLEJ000185
ENSGALP00000013275	SINLEJ013732
ENSGALP00000013280	SINLEJ014949
ENSGALP00000013280	SINLEJ003616
ENSGALP00000013281	SINLEJ003612
ENSGALP00000013281	SINLEJ014951
ENSGALP00000013294	SINLEJ011945
ENSGALP00000013294	SINLEJ004356
ENSGALP00000013307	SINLEJ001174
ENSGALP00000013312	SINLEJ019164
ENSGALP00000013321	SINLEJ000505
ENSGALP00000013322	SINLEJ012799
ENSGALP00000013322	SINLEJ012800
ENSGALP00000013329	SINLEJ009587
ENSGALP00000013329	SINLEJ009588
ENSGALP00000013332	SINLEJ012171
ENSGALP00000013332	SINLEJ012170
ENSGALP00000013334	SINLEJ004234
ENSGALP00000013337	SINLEJ010822
ENSGALP00000013337	SINLEJ017949
ENSGALP00000013341	SINLEJ015718
ENSGALP00000013346	SINLEJ000867
ENSGALP00000013346	SINLEJ000868
ENSGALP00000013350	SINLEJ003970
ENSGALP00000013355	SINLEJ016987
ENSGALP00000013359	SINLEJ010568
ENSGALP00000013359	SINLEJ008015
ENSGALP00000013360	SINLEJ015413
ENSGALP00000013362	SINLEJ006127
ENSGALP00000013364	SINLEJ003553
ENSGALP00000013367	SINLEJ011370
ENSGALP00000013367	SINLEJ018486
ENSGALP00000013373	SINLEJ015390
ENSGALP00000013375	SINLEJ016452
ENSGALP00000013377	SINLEJ004022
ENSGALP00000013380	SINLEJ012025
ENSGALP00000013385	SINLEJ001912
ENSGALP00000013386	SINLEJ013947
ENSGALP00000013388	SINLEJ011038
ENSGALP00000013388	SINLEJ003123
ENSGALP00000013389	SINLEJ004021
ENSGALP00000013389	SINLEJ014194
ENSGALP00000013391	SINLEJ015419
ENSGALP00000013392	SINLEJ600331
ENSGALP00000013398	SINLEJ008186
ENSGALP00000013410	SINLEJ008193
ENSGALP00000013413	SINLEJ011332
ENSGALP00000013415	SINLEJ011495
ENSGALP00000013415	SINLEJ003551
ENSGALP00000013420	SINLEJ005155
ENSGALP00000013420	SINLEJ016211
ENSGALP00000013422	SINLEJ004981
ENSGALP00000013422	SINLEJ016729
ENSGALP00000013423	SINLEJ002032
ENSGALP00000013423	SINLEJ001109
ENSGALP00000013428	SINLEJ000526
ENSGALP00000013428	SINLEJ000525
ENSGALP00000013429	SINLEJ010239
ENSGALP00000013429	SINLEJ009454
ENSGALP00000013431	SINLEJ015174
ENSGALP00000013431	SINLEJ015173
ENSGALP00000013432	SINLEJ013390
ENSGALP00000013432	SINLEJ014866
ENSGALP00000013442	SINLEJ006075
ENSGALP00000013442	SINLEJ004125
ENSGALP00000013443	SINLEJ014484
ENSGALP00000013443	SINLEJ014485
ENSGALP00000013447	SINLEJ006677
ENSGALP00000013447	SINLEJ007906
ENSGALP00000013451	SINLEJ010104
ENSGALP00000013451	SINLEJ010103
ENSGALP00000013457	SINLEJ009463
ENSGALP00000013457	SINLEJ013662
ENSGALP00000013458	SINLEJ011372
ENSGALP00000013458	SINLEJ011371
ENSGALP00000013467	SINLEJ009589
ENSGALP00000013469	SINLEJ007293
ENSGALP00000013472	SINLEJ009569
ENSGALP00000013486	SINLEJ007505
ENSGALP00000013486	SINLEJ007506
ENSGALP00000013488	SINLEJ015182
ENSGALP00000013488	SINLEJ015183
ENSGALP00000013491	SINLEJ011461
ENSGALP00000013491	SINLEJ013720
ENSGALP00000013494	SINLEJ009563
ENSGALP00000013494	SINLEJ009300
ENSGALP00000013496	SINLEJ004463
ENSGALP00000013497	SINLEJ009565
ENSGALP00000013497	SINLEJ009564
ENSGALP00000013501	SINLEJ000611
ENSGALP00000013502	SINLEJ016406
ENSGALP00000013502	SINLEJ016405
ENSGALP00000013504	SINLEJ003543
ENSGALP00000013507	SINLEJ010139
ENSGALP00000013507	SINLEJ011376
ENSGALP00000013509	SINLEJ011464
ENSGALP00000013509	SINLEJ007301
ENSGALP00000013516	SINLEJ001165
ENSGALP00000013516	SINLEJ018757
ENSGALP00000013517	SINLEJ012418
ENSGALP00000013517	SINLEJ007335
ENSGALP00000013518	SINLEJ012874
ENSGALP00000013524	SINLEJ011895
ENSGALP00000013524	SINLEJ004495
ENSGALP00000013527	SINLEJ001724
ENSGALP00000013528	SINLEJ010190
ENSGALP00000013531	SINLEJ012414
ENSGALP00000013531	SINLEJ015808
ENSGALP00000013538	SINLEJ014528
ENSGALP00000013542	SINLEJ015811
ENSGALP00000013544	SINLEJ013145
ENSGALP00000013553	SINLEJ000613
ENSGALP00000013553	SINLEJ000622
ENSGALP00000013555	SINLEJ003682
ENSGALP00000013555	SINLEJ003681
ENSGALP00000013560	SINLEJ011383
ENSGALP00000013560	SINLEJ010123
ENSGALP00000013565	SINLEJ012865
ENSGALP00000013566	SINLEJ014244
ENSGALP00000013566	SINLEJ003999
ENSGALP00000013572	SINLEJ013143
ENSGALP00000013574	SINLEJ010880
ENSGALP00000013577	SINLEJ000160
ENSGALP00000013577	SINLEJ000112
ENSGALP00000013590	SINLEJ004701
ENSGALP00000013591	SINLEJ001220
ENSGALP00000013598	SINLEJ004955
ENSGALP00000013598	SINLEJ014513
ENSGALP00000013602	SINLEJ004957
ENSGALP00000013602	SINLEJ000982
ENSGALP00000013605	SINLEJ007515
ENSGALP00000013605	SINLEJ013142
ENSGALP00000013610	SINLEJ011837
ENSGALP00000013610	SINLEJ011838
ENSGALP00000013622	SINLEJ014554
ENSGALP00000013630	SINLEJ007794
ENSGALP00000013630	SINLEJ007799
ENSGALP00000013635	SINLEJ010164
ENSGALP00000013635	SINLEJ009445
ENSGALP00000013639	SINLEJ003390
ENSGALP00000013640	SINLEJ007431
ENSGALP00000013640	SINLEJ007432
ENSGALP00000013642	SINLEJ015191
ENSGALP00000013649	SINLEJ000609
ENSGALP00000013649	SINLEJ000608
ENSGALP00000013653	SINLEJ016000
ENSGALP00000013656	SINLEJ015036
ENSGALP00000013656	SINLEJ017077
ENSGALP00000013659	SINLEJ010162
ENSGALP00000013668	SINLEJ009229
ENSGALP00000013669	SINLEJ008826
ENSGALP00000013670	SINLEJ007231
ENSGALP00000013670	SINLEJ015680
ENSGALP00000013674	SINLEJ007519
ENSGALP00000013674	SINLEJ008197
ENSGALP00000013675	SINLEJ015045
ENSGALP00000013682	SINLEJ009377
ENSGALP00000013683	SINLEJ002121
ENSGALP00000013683	SINLEJ016914
ENSGALP00000013688	SINLEJ011114
ENSGALP00000013688	SINLEJ014585
ENSGALP00000013689	SINLEJ007791
ENSGALP00000013689	SINLEJ012225
ENSGALP00000013692	SINLEJ003369
ENSGALP00000013692	SINLEJ004660
ENSGALP00000013694	SINLEJ002119
ENSGALP00000013696	SINLEJ011969
ENSGALP00000013696	SINLEJ011968
ENSGALP00000013700	SINLEJ007330
ENSGALP00000013700	SINLEJ010242
ENSGALP00000013701	SINLEJ016559
ENSGALP00000013703	SINLEJ014665
ENSGALP00000013705	SINLEJ004843
ENSGALP00000013705	SINLEJ013899
ENSGALP00000013709	SINLEJ003947
ENSGALP00000013709	SINLEJ000317
ENSGALP00000013710	SINLEJ012289
ENSGALP00000013717	SINLEJ001159
ENSGALP00000013717	SINLEJ005662
ENSGALP00000013720	SINLEJ008077
ENSGALP00000013720	SINLEJ007555
ENSGALP00000013722	SINLEJ006195
ENSGALP00000013722	SINLEJ006196
ENSGALP00000013724	SINLEJ012146
ENSGALP00000013726	SINLEJ004446
ENSGALP00000013726	SINLEJ013741
ENSGALP00000013729	SINLEJ003335
ENSGALP00000013731	SINLEJ010151
ENSGALP00000013731	SINLEJ009474
ENSGALP00000013733	SINLEJ013205
ENSGALP00000013733	SINLEJ013201
ENSGALP00000013735	SINLEJ007535
ENSGALP00000013738	SINLEJ002896
ENSGALP00000013741	SINLEJ002116
ENSGALP00000013741	SINLEJ002114
ENSGALP00000013750	SINLEJ015193
ENSGALP00000013750	SINLEJ011449
ENSGALP00000013755	SINLEJ012290
ENSGALP00000013761	SINLEJ004745
ENSGALP00000013761	SINLEJ004746
ENSGALP00000013762	SINLEJ015788
ENSGALP00000013766	SINLEJ005997
ENSGALP00000013766	SINLEJ001160
ENSGALP00000013771	SINLEJ600342
ENSGALP00000013771	SINLEJ001335
ENSGALP00000013779	SINLEJ013669
ENSGALP00000013782	SINLEJ001640
ENSGALP00000013785	SINLEJ001218
ENSGALP00000013785	SINLEJ012848
ENSGALP00000013788	SINLEJ001557
ENSGALP00000013792	SINLEJ005556
ENSGALP00000013792	SINLEJ005557
ENSGALP00000013793	SINLEJ009487
ENSGALP00000013793	SINLEJ010247
ENSGALP00000013796	SINLEJ014423
ENSGALP00000013799	SINLEJ009593
ENSGALP00000013799	SINLEJ009595
ENSGALP00000013803	SINLEJ007789
ENSGALP00000013808	SINLEJ013456
ENSGALP00000013808	SINLEJ013455
ENSGALP00000013813	SINLEJ012081
ENSGALP00000013816	SINLEJ007303
ENSGALP00000013816	SINLEJ012311
ENSGALP00000013824	SINLEJ003461
ENSGALP00000013824	SINLEJ600413
ENSGALP00000013826	SINLEJ004924
ENSGALP00000013826	SINLEJ004925
ENSGALP00000013830	SINLEJ600075
ENSGALP00000013830	SINLEJ018611
ENSGALP00000013832	SINLEJ012370
ENSGALP00000013832	SINLEJ012369
ENSGALP00000013833	SINLEJ600416
ENSGALP00000013833	SINLEJ010450
ENSGALP00000013835	SINLEJ007751
ENSGALP00000013837	SINLEJ004995
ENSGALP00000013837	SINLEJ002178
ENSGALP00000013841	SINLEJ012368
ENSGALP00000013843	SINLEJ006997
ENSGALP00000013846	SINLEJ011301
ENSGALP00000013850	SINLEJ014157
ENSGALP00000013850	SINLEJ014168
ENSGALP00000013852	SINLEJ005959
ENSGALP00000013852	SINLEJ002181
ENSGALP00000013855	SINLEJ017721
ENSGALP00000013860	SINLEJ017165
ENSGALP00000013860	SINLEJ007198
ENSGALP00000013862	SINLEJ016959
ENSGALP00000013862	SINLEJ016958
ENSGALP00000013870	SINLEJ012026
ENSGALP00000013877	SINLEJ002077
ENSGALP00000013877	SINLEJ001090
ENSGALP00000013883	SINLEJ000780
ENSGALP00000013883	SINLEJ005893
ENSGALP00000013885	SINLEJ600119
ENSGALP00000013889	SINLEJ014367
ENSGALP00000013891	SINLEJ003818
ENSGALP00000013895	SINLEJ001087
ENSGALP00000013895	SINLEJ001088
ENSGALP00000013898	SINLEJ011447
ENSGALP00000013904	SINLEJ005050
ENSGALP00000013905	SINLEJ008162
ENSGALP00000013905	SINLEJ018385
ENSGALP00000013908	SINLEJ012565
ENSGALP00000013908	SINLEJ017953
ENSGALP00000013910	SINLEJ600118
ENSGALP00000013911	SINLEJ004231
ENSGALP00000013911	SINLEJ004232
ENSGALP00000013912	SINLEJ004993
ENSGALP00000013912	SINLEJ004996
ENSGALP00000013914	SINLEJ002850
ENSGALP00000013914	SINLEJ008642
ENSGALP00000013917	SINLEJ000863
ENSGALP00000013917	SINLEJ000865
ENSGALP00000013923	SINLEJ001678
ENSGALP00000013926	SINLEJ014894
ENSGALP00000013926	SINLEJ009119
ENSGALP00000013929	SINLEJ004254
ENSGALP00000013929	SINLEJ004255
ENSGALP00000013937	SINLEJ006023
ENSGALP00000013944	SINLEJ002045
ENSGALP00000013944	SINLEJ002044
ENSGALP00000013946	SINLEJ017927
ENSGALP00000013952	SINLEJ007713
ENSGALP00000013952	SINLEJ007712
ENSGALP00000013959	SINLEJ003152
ENSGALP00000013959	SINLEJ004649
ENSGALP00000013962	SINLEJ000922
ENSGALP00000013964	SINLEJ017619
ENSGALP00000013965	SINLEJ014432
ENSGALP00000013967	SINLEJ016398
ENSGALP00000013967	SINLEJ003732
ENSGALP00000013972	SINLEJ003541
ENSGALP00000013972	SINLEJ001677
ENSGALP00000013981	SINLEJ014440
ENSGALP00000013981	SINLEJ014439
ENSGALP00000013982	SINLEJ004048
ENSGALP00000013983	SINLEJ002042
ENSGALP00000013985	SINLEJ014780
ENSGALP00000013987	SINLEJ000387
ENSGALP00000013987	SINLEJ004145
ENSGALP00000013992	SINLEJ003172
ENSGALP00000013998	SINLEJ014491
ENSGALP00000013998	SINLEJ016479
ENSGALP00000013999	SINLEJ010417
ENSGALP00000013999	SINLEJ010418
ENSGALP00000014001	SINLEJ002089
ENSGALP00000014001	SINLEJ002087
ENSGALP00000014004	SINLEJ005961
ENSGALP00000014004	SINLEJ005960
ENSGALP00000014006	SINLEJ010419
ENSGALP00000014011	SINLEJ009484
ENSGALP00000014019	SINLEJ016218
ENSGALP00000014019	SINLEJ005162
ENSGALP00000014021	SINLEJ002072
ENSGALP00000014021	SINLEJ002071
