SINCAM003135	ENSCAFP00000000001
SINCAM011658	ENSCAFP00000010095
SINCAM002524	ENSCAFP00000010096
SINCAM923023	ENSCAFP00000010099
SINCAM011657	ENSCAFP00000010101
SINCAM007042	ENSCAFP00000010103
SINCAM000567	ENSCAFP00000010111
SINCAM010933	ENSCAFP00000010112
SINCAM014381	ENSCAFP00000010114
SINCAM004836	ENSCAFP00000010116
SINCAM014380	ENSCAFP00000010119
SINCAM009682	ENSCAFP00000010123
SINCAM007601	ENSCAFP00000010128
SINCAM004835	ENSCAFP00000010129
SINCAM011752	ENSCAFP00000010130
SINCAM015162	ENSCAFP00000010131
SINCAM004834	ENSCAFP00000010136
SINCAM004833	ENSCAFP00000010139
SINCAM002377	ENSCAFP00000010140
SINCAM011656	ENSCAFP00000010141
SINCAM000569	ENSCAFP00000010142
SINCAM007570	ENSCAFP00000010143
SINCAM922245	ENSCAFP00000010147
SINCAM005646	ENSCAFP00000010148
SINCAM922244	ENSCAFP00000010152
SINCAM006987	ENSCAFP00000010157
SINCAM009684	ENSCAFP00000010158
SINCAM011477	ENSCAFP00000010159
SINCAM010967	ENSCAFP00000010164
SINCAM921378	ENSCAFP00000010166
SINCAM922382	ENSCAFP00000010168
SINCAM011478	ENSCAFP00000010170
SINCAM002526	ENSCAFP00000010176
SINCAM011755	ENSCAFP00000010178
SINCAM001296	ENSCAFP00000010181
SINCAM007572	ENSCAFP00000010182
SINCAM921571	ENSCAFP00000010187
SINCAM011756	ENSCAFP00000010190
SINCAM014163	ENSCAFP00000010192
SINCAM005645	ENSCAFP00000010196
SINCAM001295	ENSCAFP00000010197
SINCAM011467	ENSCAFP00000010199
SINCAM009685	ENSCAFP00000010204
SINCAM014372	ENSCAFP00000010205
SINCAM921377	ENSCAFP00000010208
SINCAM011466	ENSCAFP00000010210
SINCAM007573	ENSCAFP00000010211
SINCAM006972	ENSCAFP00000010215
SINCAM001294	ENSCAFP00000010216
SINCAM009686	ENSCAFP00000010221
SINCAM000572	ENSCAFP00000010226
SINCAM006971	ENSCAFP00000010232
SINCAM011464	ENSCAFP00000010233
SINCAM006090	ENSCAFP00000010234
SINCAM014371	ENSCAFP00000010235
SINCAM016229	ENSCAFP00000010239
SINCAM015135	ENSCAFP00000010243
SINCAM921376	ENSCAFP00000010245
SINCAM014128	ENSCAFP00000010247
SINCAM006892	ENSCAFP00000010248
SINCAM001293	ENSCAFP00000010252
SINCAM922211	ENSCAFP00000010256
SINCAM000574	ENSCAFP00000010257
SINCAM011618	ENSCAFP00000010262
SINCAM001290	ENSCAFP00000010268
SINCAM011460	ENSCAFP00000010269
SINCAM004828	ENSCAFP00000010270
SINCAM011619	ENSCAFP00000010273
SINCAM920659	ENSCAFP00000010275
SINCAM011620	ENSCAFP00000010280
SINCAM011459	ENSCAFP00000010281
SINCAM011621	ENSCAFP00000010283
SINCAM000576	ENSCAFP00000010284
SINCAM001288	ENSCAFP00000010286
SINCAM011623	ENSCAFP00000010288
SINCAM014162	ENSCAFP00000010290
SINCAM011808	ENSCAFP00000010292
SINCAM005642	ENSCAFP00000010300
SINCAM003741	ENSCAFP00000010302
SINCAM011811	ENSCAFP00000010303
SINCAM001286	ENSCAFP00000010304
SINCAM922237	ENSCAFP00000010305
SINCAM922243	ENSCAFP00000010312
SINCAM922838	ENSCAFP00000010316
SINCAM011474	ENSCAFP00000010324
SINCAM005641	ENSCAFP00000010325
SINCAM007575	ENSCAFP00000010326
SINCAM001285	ENSCAFP00000010328
SINCAM014067	ENSCAFP00000010330
SINCAM000577	ENSCAFP00000010331
SINCAM002528	ENSCAFP00000010333
SINCAM007576	ENSCAFP00000010337
SINCAM016111	ENSCAFP00000010339
SINCAM000578	ENSCAFP00000010340
SINCAM006904	ENSCAFP00000010341
SINCAM002529	ENSCAFP00000010344
SINCAM014161	ENSCAFP00000010350
SINCAM922837	ENSCAFP00000010351
SINCAM007577	ENSCAFP00000010357
SINCAM011805	ENSCAFP00000010358
SINCAM922388	ENSCAFP00000010362
SINCAM005640	ENSCAFP00000010364
SINCAM011625	ENSCAFP00000010370
SINCAM007579	ENSCAFP00000010374
SINCAM007580	ENSCAFP00000010375
SINCAM002533	ENSCAFP00000010376
SINCAM007582	ENSCAFP00000010381
SINCAM002536	ENSCAFP00000010384
SINCAM001283	ENSCAFP00000010386
SINCAM011651	ENSCAFP00000010389
SINCAM002537	ENSCAFP00000010394
SINCAM014159	ENSCAFP00000010395
SINCAM005654	ENSCAFP00000010396
SINCAM005655	ENSCAFP00000010400
SINCAM922235	ENSCAFP00000010401
SINCAM000579	ENSCAFP00000010402
SINCAM002538	ENSCAFP00000010405
SINCAM920931	ENSCAFP00000010411
SINCAM014158	ENSCAFP00000010415
SINCAM004826	ENSCAFP00000010426
SINCAM922399	ENSCAFP00000010434
SINCAM009393	ENSCAFP00000010440
SINCAM017969	ENSCAFP00000010445
SINCAM002539	ENSCAFP00000010452
SINCAM011650	ENSCAFP00000010456
SINCAM011821	ENSCAFP00000010466
SINCAM003384	ENSCAFP00000010468
SINCAM002542	ENSCAFP00000010472
SINCAM921137	ENSCAFP00000010473
SINCAM002543	ENSCAFP00000010477
SINCAM012070	ENSCAFP00000010478
SINCAM002544	ENSCAFP00000010480
SINCAM003385	ENSCAFP00000010483
SINCAM007088	ENSCAFP00000010485
SINCAM002545	ENSCAFP00000010491
SINCAM002546	ENSCAFP00000010492
SINCAM009450	ENSCAFP00000010494
SINCAM009451	ENSCAFP00000010500
SINCAM007583	ENSCAFP00000010503
SINCAM007089	ENSCAFP00000010504
SINCAM002547	ENSCAFP00000010505
SINCAM004824	ENSCAFP00000010506
SINCAM007087	ENSCAFP00000010508
SINCAM003389	ENSCAFP00000010509
SINCAM922437	ENSCAFP00000010516
SINCAM010936	ENSCAFP00000010517
SINCAM014225	ENSCAFP00000010528
SINCAM920801	ENSCAFP00000010535
SINCAM014224	ENSCAFP00000010537
SINCAM014126	ENSCAFP00000010541
SINCAM011885	ENSCAFP00000010544
SINCAM011915	ENSCAFP00000010551
SINCAM011834	ENSCAFP00000010553
SINCAM920802	ENSCAFP00000010554
SINCAM001281	ENSCAFP00000010555
SINCAM004821	ENSCAFP00000010557
SINCAM003393	ENSCAFP00000010558
SINCAM016051	ENSCAFP00000010560
SINCAM011835	ENSCAFP00000010561
SINCAM011649	ENSCAFP00000010566
SINCAM009693	ENSCAFP00000010567
SINCAM009694	ENSCAFP00000010573
SINCAM002724	ENSCAFP00000010574
SINCAM014124	ENSCAFP00000010575
SINCAM006991	ENSCAFP00000010578
SINCAM922240	ENSCAFP00000010588
SINCAM002551	ENSCAFP00000010595
SINCAM920507	ENSCAFP00000010597
SINCAM003394	ENSCAFP00000010599
SINCAM004819	ENSCAFP00000010600
SINCAM001280	ENSCAFP00000010601
SINCAM004818	ENSCAFP00000010604
SINCAM002552	ENSCAFP00000010606
SINCAM920619	ENSCAFP00000010608
SINCAM002553	ENSCAFP00000010611
SINCAM003397	ENSCAFP00000010618
SINCAM007144	ENSCAFP00000010620
SINCAM002554	ENSCAFP00000010623
SINCAM920618	ENSCAFP00000010625
SINCAM004816	ENSCAFP00000010626
SINCAM921869	ENSCAFP00000010627
SINCAM004815	ENSCAFP00000010630
SINCAM001278	ENSCAFP00000010631
SINCAM003398	ENSCAFP00000010632
SINCAM920617	ENSCAFP00000010634
SINCAM015976	ENSCAFP00000010637
SINCAM001277	ENSCAFP00000010641
SINCAM003401	ENSCAFP00000010644
SINCAM011838	ENSCAFP00000010648
SINCAM003402	ENSCAFP00000010651
SINCAM004813	ENSCAFP00000010660
SINCAM014444	ENSCAFP00000010661
SINCAM009695	ENSCAFP00000010662
SINCAM004812	ENSCAFP00000010668
SINCAM014123	ENSCAFP00000010672
SINCAM920506	ENSCAFP00000010673
SINCAM004810	ENSCAFP00000010677
SINCAM005656	ENSCAFP00000010679
SINCAM002557	ENSCAFP00000010681
SINCAM014122	ENSCAFP00000010689
SINCAM011738	ENSCAFP00000010692
SINCAM002562	ENSCAFP00000010704
SINCAM007147	ENSCAFP00000010710
SINCAM009697	ENSCAFP00000010711
SINCAM004808	ENSCAFP00000010712
SINCAM922394	ENSCAFP00000010713
SINCAM001273	ENSCAFP00000010718
SINCAM014383	ENSCAFP00000010724
SINCAM007146	ENSCAFP00000010727
SINCAM922395	ENSCAFP00000010728
SINCAM004807	ENSCAFP00000010730
SINCAM011630	ENSCAFP00000010732
SINCAM011631	ENSCAFP00000010741
SINCAM004806	ENSCAFP00000010744
SINCAM016076	ENSCAFP00000010746
SINCAM014395	ENSCAFP00000010750
SINCAM011737	ENSCAFP00000010754
SINCAM007149	ENSCAFP00000010756
SINCAM002565	ENSCAFP00000010757
SINCAM005658	ENSCAFP00000010759
SINCAM009452	ENSCAFP00000010760
SINCAM014396	ENSCAFP00000010762
SINCAM001272	ENSCAFP00000010763
SINCAM002566	ENSCAFP00000010768
SINCAM007150	ENSCAFP00000010770
SINCAM005659	ENSCAFP00000010778
SINCAM002567	ENSCAFP00000010785
SINCAM004805	ENSCAFP00000010791
SINCAM010343	ENSCAFP00000010792
SINCAM005660	ENSCAFP00000010793
SINCAM007151	ENSCAFP00000010795
SINCAM005008	ENSCAFP00000010796
SINCAM005661	ENSCAFP00000010802
SINCAM002568	ENSCAFP00000010803
SINCAM001269	ENSCAFP00000010806
SINCAM001267	ENSCAFP00000010809
SINCAM922256	ENSCAFP00000010810
SINCAM001266	ENSCAFP00000010815
SINCAM005662	ENSCAFP00000010817
SINCAM009700	ENSCAFP00000010818
SINCAM004804	ENSCAFP00000010819
SINCAM007585	ENSCAFP00000010820
SINCAM011843	ENSCAFP00000010821
SINCAM920960	ENSCAFP00000010824
SINCAM922257	ENSCAFP00000010831
SINCAM920961	ENSCAFP00000010834
SINCAM001265	ENSCAFP00000010836
SINCAM002570	ENSCAFP00000010839
SINCAM922258	ENSCAFP00000010842
SINCAM011845	ENSCAFP00000010844
SINCAM007153	ENSCAFP00000010845
SINCAM921871	ENSCAFP00000010847
SINCAM920805	ENSCAFP00000010848
SINCAM004803	ENSCAFP00000010850
SINCAM011718	ENSCAFP00000010854
SINCAM009701	ENSCAFP00000010857
SINCAM005664	ENSCAFP00000010860
SINCAM007584	ENSCAFP00000010863
SINCAM005665	ENSCAFP00000010864
SINCAM014842	ENSCAFP00000010866
SINCAM000586	ENSCAFP00000010867
SINCAM920806	ENSCAFP00000010872
SINCAM011632	ENSCAFP00000010873
SINCAM010338	ENSCAFP00000010874
SINCAM004075	ENSCAFP00000010878
SINCAM001106	ENSCAFP00000010888
SINCAM005698	ENSCAFP00000010893
SINCAM010337	ENSCAFP00000010894
SINCAM011720	ENSCAFP00000010895
SINCAM002574	ENSCAFP00000010897
SINCAM009702	ENSCAFP00000010899
SINCAM002575	ENSCAFP00000010912
SINCAM010332	ENSCAFP00000010916
SINCAM014210	ENSCAFP00000010923
SINCAM920853	ENSCAFP00000010929
SINCAM004800	ENSCAFP00000010930
SINCAM015323	ENSCAFP00000010932
SINCAM001108	ENSCAFP00000010938
SINCAM012852	ENSCAFP00000010949
SINCAM002638	ENSCAFP00000010951
SINCAM007174	ENSCAFP00000010955
SINCAM001110	ENSCAFP00000010959
SINCAM011721	ENSCAFP00000010960
SINCAM004798	ENSCAFP00000010963
SINCAM922133	ENSCAFP00000010966
SINCAM005700	ENSCAFP00000010967
SINCAM001111	ENSCAFP00000010969
SINCAM000726	ENSCAFP00000010977
SINCAM010330	ENSCAFP00000010979
SINCAM004797	ENSCAFP00000010981
SINCAM920819	ENSCAFP00000010982
SINCAM001112	ENSCAFP00000010985
SINCAM920508	ENSCAFP00000010988
SINCAM001113	ENSCAFP00000010990
SINCAM922134	ENSCAFP00000010991
SINCAM011938	ENSCAFP00000011003
SINCAM000590	ENSCAFP00000011004
SINCAM922238	ENSCAFP00000011006
SINCAM000729	ENSCAFP00000011010
SINCAM000734	ENSCAFP00000011015
SINCAM922239	ENSCAFP00000011018
SINCAM009453	ENSCAFP00000011019
SINCAM002635	ENSCAFP00000011024
SINCAM009705	ENSCAFP00000011026
SINCAM007173	ENSCAFP00000011027
SINCAM001263	ENSCAFP00000011028
SINCAM004796	ENSCAFP00000011031
SINCAM002701	ENSCAFP00000011032
SINCAM001115	ENSCAFP00000011036
SINCAM007172	ENSCAFP00000011037
SINCAM011634	ENSCAFP00000011038
SINCAM005701	ENSCAFP00000011044
SINCAM016268	ENSCAFP00000011046
SINCAM001116	ENSCAFP00000011047
SINCAM011722	ENSCAFP00000011048
SINCAM007587	ENSCAFP00000011051
SINCAM001117	ENSCAFP00000011052
SINCAM010324	ENSCAFP00000011058
SINCAM000735	ENSCAFP00000011059
SINCAM009454	ENSCAFP00000011060
SINCAM922390	ENSCAFP00000011063
SINCAM005703	ENSCAFP00000011067
SINCAM001118	ENSCAFP00000011070
SINCAM009455	ENSCAFP00000011072
SINCAM001262	ENSCAFP00000011074
SINCAM010322	ENSCAFP00000011080
SINCAM010320	ENSCAFP00000011084
SINCAM005704	ENSCAFP00000011085
SINCAM009382	ENSCAFP00000011088
SINCAM011789	ENSCAFP00000011089
SINCAM001261	ENSCAFP00000011090
SINCAM007589	ENSCAFP00000011095
SINCAM007171	ENSCAFP00000011097
SINCAM001119	ENSCAFP00000011099
SINCAM011786	ENSCAFP00000011106
SINCAM007590	ENSCAFP00000011107
SINCAM000710	ENSCAFP00000011108
SINCAM922326	ENSCAFP00000011111
SINCAM000591	ENSCAFP00000011112
SINCAM014974	ENSCAFP00000011120
SINCAM010481	ENSCAFP00000011121
SINCAM007591	ENSCAFP00000011125
SINCAM000652	ENSCAFP00000011127
SINCAM009433	ENSCAFP00000011133
SINCAM007170	ENSCAFP00000011137
SINCAM010482	ENSCAFP00000011140
SINCAM011784	ENSCAFP00000011141
SINCAM007169	ENSCAFP00000011144
SINCAM011783	ENSCAFP00000011145
SINCAM010484	ENSCAFP00000011146
SINCAM006565	ENSCAFP00000011147
SINCAM007592	ENSCAFP00000011150
SINCAM922061	ENSCAFP00000011151
SINCAM011726	ENSCAFP00000011154
SINCAM921442	ENSCAFP00000011155
SINCAM011727	ENSCAFP00000011156
SINCAM011635	ENSCAFP00000011162
SINCAM007594	ENSCAFP00000011167
SINCAM011731	ENSCAFP00000011171
SINCAM011816	ENSCAFP00000011172
SINCAM006564	ENSCAFP00000011173
SINCAM920591	ENSCAFP00000011174
SINCAM010940	ENSCAFP00000011181
SINCAM920521	ENSCAFP00000011182
SINCAM011636	ENSCAFP00000011183
SINCAM010410	ENSCAFP00000011184
SINCAM006348	ENSCAFP00000011185
SINCAM011732	ENSCAFP00000011189
SINCAM010485	ENSCAFP00000011192
SINCAM012003	ENSCAFP00000011196
SINCAM920615	ENSCAFP00000011198
SINCAM007598	ENSCAFP00000011199
SINCAM007167	ENSCAFP00000011202
SINCAM000707	ENSCAFP00000011210
SINCAM006438	ENSCAFP00000011219
SINCAM000594	ENSCAFP00000011222
SINCAM920510	ENSCAFP00000011226
SINCAM000207	ENSCAFP00000011227
SINCAM011827	ENSCAFP00000011228
SINCAM000209	ENSCAFP00000011229
SINCAM000706	ENSCAFP00000011231
SINCAM000595	ENSCAFP00000011232
SINCAM922217	ENSCAFP00000011233
SINCAM002633	ENSCAFP00000011234
SINCAM011828	ENSCAFP00000011238
SINCAM006442	ENSCAFP00000011241
SINCAM007165	ENSCAFP00000011244
SINCAM009483	ENSCAFP00000011245
SINCAM009482	ENSCAFP00000011247
SINCAM922065	ENSCAFP00000011248
SINCAM000705	ENSCAFP00000011252
SINCAM001258	ENSCAFP00000011253
SINCAM012034	ENSCAFP00000011257
SINCAM922067	ENSCAFP00000011259
SINCAM000597	ENSCAFP00000011261
SINCAM010488	ENSCAFP00000011262
SINCAM000600	ENSCAFP00000011266
SINCAM012035	ENSCAFP00000011267
SINCAM001124	ENSCAFP00000011268
SINCAM010491	ENSCAFP00000011272
SINCAM009480	ENSCAFP00000011273
SINCAM010492	ENSCAFP00000011277
SINCAM007421	ENSCAFP00000011279
SINCAM009481	ENSCAFP00000011280
SINCAM001125	ENSCAFP00000011281
SINCAM000210	ENSCAFP00000011283
SINCAM011525	ENSCAFP00000011285
SINCAM000650	ENSCAFP00000011292
SINCAM010493	ENSCAFP00000011293
SINCAM001129	ENSCAFP00000011295
SINCAM922068	ENSCAFP00000011298
SINCAM922069	ENSCAFP00000011302
SINCAM922070	ENSCAFP00000011304
SINCAM922071	ENSCAFP00000011305
SINCAM010499	ENSCAFP00000011310
SINCAM007595	ENSCAFP00000011311
SINCAM010980	ENSCAFP00000011312
SINCAM009198	ENSCAFP00000011316
SINCAM001257	ENSCAFP00000011322
SINCAM000704	ENSCAFP00000011333
SINCAM002632	ENSCAFP00000011335
SINCAM009707	ENSCAFP00000011340
SINCAM015974	ENSCAFP00000011341
SINCAM007505	ENSCAFP00000011342
SINCAM000649	ENSCAFP00000011343
SINCAM000702	ENSCAFP00000011347
SINCAM920519	ENSCAFP00000011349
SINCAM002631	ENSCAFP00000011353
SINCAM011526	ENSCAFP00000011354
SINCAM011846	ENSCAFP00000011358
SINCAM009487	ENSCAFP00000011361
SINCAM007597	ENSCAFP00000011374
SINCAM011815	ENSCAFP00000011378
SINCAM014400	ENSCAFP00000011381
SINCAM000647	ENSCAFP00000011386
SINCAM000646	ENSCAFP00000011388
SINCAM001256	ENSCAFP00000011389
SINCAM006952	ENSCAFP00000011391
SINCAM015743	ENSCAFP00000011396
SINCAM000214	ENSCAFP00000011400
SINCAM000645	ENSCAFP00000011401
SINCAM014403	ENSCAFP00000011404
SINCAM002629	ENSCAFP00000011405
SINCAM009278	ENSCAFP00000011408
SINCAM922264	ENSCAFP00000011411
SINCAM921925	ENSCAFP00000011412
SINCAM920511	ENSCAFP00000011415
SINCAM014402	ENSCAFP00000011416
SINCAM000212	ENSCAFP00000011429
SINCAM009709	ENSCAFP00000011433
SINCAM009271	ENSCAFP00000011435
SINCAM001253	ENSCAFP00000011451
SINCAM014401	ENSCAFP00000011457
SINCAM014055	ENSCAFP00000011459
SINCAM920512	ENSCAFP00000011465
SINCAM000216	ENSCAFP00000011467
SINCAM921924	ENSCAFP00000011470
SINCAM000602	ENSCAFP00000011471
SINCAM001135	ENSCAFP00000011472
SINCAM000218	ENSCAFP00000011473
SINCAM001252	ENSCAFP00000011478
SINCAM000219	ENSCAFP00000011483
SINCAM921923	ENSCAFP00000011487
SINCAM009710	ENSCAFP00000011488
SINCAM000220	ENSCAFP00000011492
SINCAM014056	ENSCAFP00000011496
SINCAM000221	ENSCAFP00000011497
SINCAM000222	ENSCAFP00000011500
SINCAM920651	ENSCAFP00000011502
SINCAM007715	ENSCAFP00000011503
SINCAM016160	ENSCAFP00000011505
SINCAM004143	ENSCAFP00000011506
SINCAM000604	ENSCAFP00000011507
SINCAM014398	ENSCAFP00000011509
SINCAM014190	ENSCAFP00000011511
SINCAM004144	ENSCAFP00000011512
SINCAM014189	ENSCAFP00000011513
SINCAM000223	ENSCAFP00000011514
SINCAM004145	ENSCAFP00000011522
SINCAM009712	ENSCAFP00000011525
SINCAM001189	ENSCAFP00000011526
SINCAM001190	ENSCAFP00000011531
SINCAM001138	ENSCAFP00000011532
SINCAM921441	ENSCAFP00000011536
SINCAM014373	ENSCAFP00000011539
SINCAM000605	ENSCAFP00000011541
SINCAM011746	ENSCAFP00000011543
SINCAM920602	ENSCAFP00000011546
SINCAM000224	ENSCAFP00000011548
SINCAM000643	ENSCAFP00000011549
SINCAM920514	ENSCAFP00000011551
SINCAM920603	ENSCAFP00000011552
SINCAM004117	ENSCAFP00000011557
SINCAM920604	ENSCAFP00000011560
SINCAM922644	ENSCAFP00000011561
SINCAM007164	ENSCAFP00000011565
SINCAM921440	ENSCAFP00000011568
SINCAM000225	ENSCAFP00000011569
SINCAM007562	ENSCAFP00000011575
SINCAM001192	ENSCAFP00000011585
SINCAM921922	ENSCAFP00000011586
SINCAM000226	ENSCAFP00000011589
SINCAM921002	ENSCAFP00000011595
SINCAM007561	ENSCAFP00000011596
SINCAM014745	ENSCAFP00000011598
SINCAM000642	ENSCAFP00000011601
SINCAM017680	ENSCAFP00000011603
SINCAM004118	ENSCAFP00000011608
SINCAM007560	ENSCAFP00000011609
SINCAM002626	ENSCAFP00000011611
SINCAM014186	ENSCAFP00000011612
SINCAM000639	ENSCAFP00000011614
SINCAM000638	ENSCAFP00000011616
SINCAM014058	ENSCAFP00000011620
SINCAM002625	ENSCAFP00000011621
SINCAM016524	ENSCAFP00000011625
SINCAM007558	ENSCAFP00000011626
SINCAM000612	ENSCAFP00000011627
SINCAM000228	ENSCAFP00000011628
SINCAM001141	ENSCAFP00000011630
SINCAM922754	ENSCAFP00000011636
SINCAM009268	ENSCAFP00000011639
SINCAM922263	ENSCAFP00000011648
SINCAM000637	ENSCAFP00000011650
SINCAM011779	ENSCAFP00000011657
SINCAM007163	ENSCAFP00000011659
SINCAM000614	ENSCAFP00000011661
SINCAM001142	ENSCAFP00000011663
SINCAM002958	ENSCAFP00000011664
SINCAM000636	ENSCAFP00000011666
SINCAM000634	ENSCAFP00000011668
SINCAM000615	ENSCAFP00000011669
SINCAM007162	ENSCAFP00000011675
SINCAM009923	ENSCAFP00000011678
SINCAM001143	ENSCAFP00000011681
SINCAM001144	ENSCAFP00000011683
SINCAM001145	ENSCAFP00000011685
SINCAM007557	ENSCAFP00000011688
SINCAM001193	ENSCAFP00000011689
SINCAM011742	ENSCAFP00000011694
SINCAM009266	ENSCAFP00000011696
SINCAM920595	ENSCAFP00000011697
SINCAM000632	ENSCAFP00000011700
SINCAM002622	ENSCAFP00000011706
SINCAM014191	ENSCAFP00000011707
SINCAM011780	ENSCAFP00000011709
SINCAM001146	ENSCAFP00000011713
SINCAM007556	ENSCAFP00000011731
SINCAM004115	ENSCAFP00000011732
SINCAM000879	ENSCAFP00000011733
SINCAM007160	ENSCAFP00000011741
SINCAM921439	ENSCAFP00000011742
SINCAM002620	ENSCAFP00000011746
SINCAM009921	ENSCAFP00000011747
SINCAM011826	ENSCAFP00000011750
SINCAM001148	ENSCAFP00000011751
SINCAM009264	ENSCAFP00000011752
SINCAM015617	ENSCAFP00000011755
SINCAM000234	ENSCAFP00000011756
SINCAM000616	ENSCAFP00000011757
SINCAM001149	ENSCAFP00000011758
SINCAM921921	ENSCAFP00000011759
SINCAM015618	ENSCAFP00000011767
SINCAM001196	ENSCAFP00000011771
SINCAM007159	ENSCAFP00000011773
SINCAM921876	ENSCAFP00000011779
SINCAM009920	ENSCAFP00000011780
SINCAM016003	ENSCAFP00000011781
SINCAM003096	ENSCAFP00000011788
SINCAM004113	ENSCAFP00000011789
SINCAM003095	ENSCAFP00000011791
SINCAM007554	ENSCAFP00000011793
SINCAM008255	ENSCAFP00000011794
SINCAM001197	ENSCAFP00000011796
SINCAM011777	ENSCAFP00000011799
SINCAM001198	ENSCAFP00000011801
SINCAM002619	ENSCAFP00000011804
SINCAM001199	ENSCAFP00000011808
SINCAM010842	ENSCAFP00000011818
SINCAM920487	ENSCAFP00000011824
SINCAM009261	ENSCAFP00000011826
SINCAM001150	ENSCAFP00000011829
SINCAM011776	ENSCAFP00000011831
SINCAM000235	ENSCAFP00000011832
SINCAM922385	ENSCAFP00000011834
SINCAM007157	ENSCAFP00000011841
SINCAM922386	ENSCAFP00000011847
SINCAM000724	ENSCAFP00000011849
SINCAM011793	ENSCAFP00000011851
SINCAM002615	ENSCAFP00000011852
SINCAM000236	ENSCAFP00000011855
SINCAM921437	ENSCAFP00000011856
SINCAM009259	ENSCAFP00000011862
SINCAM003089	ENSCAFP00000011869
SINCAM921436	ENSCAFP00000011871
SINCAM009918	ENSCAFP00000011872
SINCAM001151	ENSCAFP00000011873
SINCAM002614	ENSCAFP00000011875
SINCAM921873	ENSCAFP00000011885
SINCAM014746	ENSCAFP00000011893
SINCAM001152	ENSCAFP00000011895
SINCAM009917	ENSCAFP00000011905
SINCAM003090	ENSCAFP00000011909
SINCAM003093	ENSCAFP00000011914
SINCAM922261	ENSCAFP00000011919
SINCAM921872	ENSCAFP00000011922
SINCAM006906	ENSCAFP00000011930
SINCAM003088	ENSCAFP00000011936
SINCAM014685	ENSCAFP00000011937
SINCAM014943	ENSCAFP00000011938
SINCAM003084	ENSCAFP00000011949
SINCAM009915	ENSCAFP00000011951
SINCAM000238	ENSCAFP00000011952
SINCAM003083	ENSCAFP00000011953
SINCAM920816	ENSCAFP00000011956
SINCAM014944	ENSCAFP00000011959
SINCAM011768	ENSCAFP00000011961
SINCAM922904	ENSCAFP00000011962
SINCAM920815	ENSCAFP00000011966
SINCAM008854	ENSCAFP00000011968
SINCAM006504	ENSCAFP00000011978
SINCAM001159	ENSCAFP00000011981
SINCAM005355	ENSCAFP00000011982
SINCAM921784	ENSCAFP00000011986
SINCAM001201	ENSCAFP00000011990
SINCAM014326	ENSCAFP00000011994
SINCAM009253	ENSCAFP00000011995
SINCAM000239	ENSCAFP00000011996
SINCAM002612	ENSCAFP00000012003
SINCAM008259	ENSCAFP00000012007
SINCAM002611	ENSCAFP00000012008
SINCAM009914	ENSCAFP00000012018
SINCAM003121	ENSCAFP00000012019
SINCAM921406	ENSCAFP00000012020
SINCAM015165	ENSCAFP00000012023
SINCAM002610	ENSCAFP00000012024
SINCAM007551	ENSCAFP00000012026
SINCAM003122	ENSCAFP00000012030
SINCAM011782	ENSCAFP00000012034
SINCAM002609	ENSCAFP00000012037
SINCAM920605	ENSCAFP00000012039
SINCAM014315	ENSCAFP00000012041
SINCAM014153	ENSCAFP00000012043
SINCAM000241	ENSCAFP00000012048
SINCAM007550	ENSCAFP00000012049
SINCAM004580	ENSCAFP00000012053
SINCAM920814	ENSCAFP00000012058
SINCAM008260	ENSCAFP00000012061
SINCAM921651	ENSCAFP00000012067
SINCAM002845	ENSCAFP00000012071
SINCAM000242	ENSCAFP00000012075
SINCAM007548	ENSCAFP00000012081
SINCAM005897	ENSCAFP00000012085
SINCAM009216	ENSCAFP00000012089
SINCAM007547	ENSCAFP00000012092
SINCAM007546	ENSCAFP00000012095
SINCAM008261	ENSCAFP00000012100
SINCAM004044	ENSCAFP00000012107
SINCAM008270	ENSCAFP00000012112
SINCAM009908	ENSCAFP00000012118
SINCAM009215	ENSCAFP00000012120
SINCAM001207	ENSCAFP00000012129
SINCAM001162	ENSCAFP00000012130
SINCAM000244	ENSCAFP00000012137
SINCAM009638	ENSCAFP00000012142
SINCAM922650	ENSCAFP00000012144
SINCAM002841	ENSCAFP00000012146
SINCAM002608	ENSCAFP00000012147
SINCAM001163	ENSCAFP00000012148
SINCAM007545	ENSCAFP00000012157
SINCAM000618	ENSCAFP00000012158
SINCAM001209	ENSCAFP00000012159
SINCAM001210	ENSCAFP00000012165
SINCAM015427	ENSCAFP00000012166
SINCAM013899	ENSCAFP00000012169
SINCAM011761	ENSCAFP00000012171
SINCAM922221	ENSCAFP00000012172
SINCAM015429	ENSCAFP00000012176
SINCAM002838	ENSCAFP00000012181
SINCAM014003	ENSCAFP00000012182
SINCAM002604	ENSCAFP00000012184
SINCAM006447	ENSCAFP00000012187
SINCAM002831	ENSCAFP00000012191
SINCAM009213	ENSCAFP00000012193
SINCAM004047	ENSCAFP00000012197
SINCAM007544	ENSCAFP00000012198
SINCAM001213	ENSCAFP00000012200
SINCAM017405	ENSCAFP00000012203
SINCAM001216	ENSCAFP00000012206
SINCAM011529	ENSCAFP00000012208
SINCAM002602	ENSCAFP00000012211
SINCAM007543	ENSCAFP00000012213
SINCAM006014	ENSCAFP00000012214
SINCAM001169	ENSCAFP00000012216
SINCAM921809	ENSCAFP00000012217
SINCAM001217	ENSCAFP00000012218
SINCAM011800	ENSCAFP00000012221
SINCAM009211	ENSCAFP00000012223
SINCAM004048	ENSCAFP00000012224
SINCAM012401	ENSCAFP00000012230
