ENSMGAP00000000006	SINCAM000417
ENSMGAP00000005954	SINCAM009636
ENSMGAP00000005956	SINCAM010332
ENSMGAP00000005957	SINCAM003889
ENSMGAP00000005958	SINCAM001630
ENSMGAP00000005959	SINCAM921529
ENSMGAP00000005960	SINCAM012532
ENSMGAP00000005964	SINCAM000208
ENSMGAP00000005965	SINCAM005434
ENSMGAP00000005966	SINCAM009273
ENSMGAP00000005967	SINCAM001766
ENSMGAP00000005969	SINCAM008676
ENSMGAP00000005972	SINCAM013589
ENSMGAP00000005974	SINCAM001767
ENSMGAP00000005975	SINCAM012285
ENSMGAP00000005977	SINCAM009637
ENSMGAP00000005978	SINCAM007681
ENSMGAP00000005979	SINCAM010962
ENSMGAP00000005980	SINCAM920682
ENSMGAP00000005981	SINCAM010205
ENSMGAP00000005983	SINCAM003774
ENSMGAP00000005985	SINCAM007027
ENSMGAP00000005986	SINCAM000346
ENSMGAP00000005987	SINCAM006108
ENSMGAP00000005990	SINCAM922195
ENSMGAP00000005991	SINCAM010963
ENSMGAP00000005993	SINCAM005292
ENSMGAP00000005995	SINCAM001412
ENSMGAP00000005996	SINCAM009274
ENSMGAP00000005998	SINCAM004798
ENSMGAP00000005999	SINCAM920683
ENSMGAP00000006001	SINCAM012950
ENSMGAP00000006002	SINCAM015084
ENSMGAP00000006005	SINCAM007977
ENSMGAP00000006006	SINCAM010964
ENSMGAP00000006007	SINCAM012364
ENSMGAP00000006008	SINCAM006653
ENSMGAP00000006009	SINCAM001186
ENSMGAP00000006010	SINCAM012563
ENSMGAP00000006011	SINCAM009908
ENSMGAP00000006012	SINCAM002288
ENSMGAP00000006015	SINCAM015455
ENSMGAP00000006016	SINCAM010337
ENSMGAP00000006018	SINCAM012284
ENSMGAP00000006020	SINCAM900080
ENSMGAP00000006021	SINCAM922217
ENSMGAP00000006022	SINCAM011054
ENSMGAP00000006024	SINCAM007978
ENSMGAP00000006026	SINCAM000847
ENSMGAP00000006029	SINCAM012562
ENSMGAP00000006031	SINCAM007013
ENSMGAP00000006032	SINCAM921853
ENSMGAP00000006034	SINCAM006111
ENSMGAP00000006035	SINCAM001058
ENSMGAP00000006036	SINCAM920868
ENSMGAP00000006037	SINCAM920579
ENSMGAP00000006038	SINCAM012283
ENSMGAP00000006039	SINCAM011055
ENSMGAP00000006040	SINCAM007014
ENSMGAP00000006041	SINCAM012510
ENSMGAP00000006042	SINCAM009911
ENSMGAP00000006043	SINCAM007979
ENSMGAP00000006045	SINCAM921199
ENSMGAP00000006047	SINCAM007980
ENSMGAP00000006048	SINCAM012779
ENSMGAP00000006050	SINCAM016287
ENSMGAP00000006051	SINCAM920869
ENSMGAP00000006052	SINCAM922555
ENSMGAP00000006053	SINCAM009079
ENSMGAP00000006054	SINCAM008682
ENSMGAP00000006055	SINCAM009909
ENSMGAP00000006059	SINCAM009912
ENSMGAP00000006061	SINCAM012561
ENSMGAP00000006062	SINCAM007016
ENSMGAP00000006063	SINCAM004880
ENSMGAP00000006067	SINCAM920684
ENSMGAP00000006068	SINCAM921718
ENSMGAP00000006070	SINCAM900081
ENSMGAP00000006071	SINCAM010338
ENSMGAP00000006074	SINCAM011759
ENSMGAP00000006076	SINCAM003777
ENSMGAP00000006082	SINCAM921719
ENSMGAP00000006083	SINCAM007678
ENSMGAP00000006086	SINCAM010339
ENSMGAP00000006087	SINCAM011056
ENSMGAP00000006088	SINCAM005294
ENSMGAP00000006089	SINCAM001627
ENSMGAP00000006090	SINCAM010966
ENSMGAP00000006093	SINCAM012494
ENSMGAP00000006094	SINCAM922427
ENSMGAP00000006096	SINCAM922138
ENSMGAP00000006097	SINCAM000833
ENSMGAP00000006098	SINCAM006652
ENSMGAP00000006100	SINCAM007018
ENSMGAP00000006101	SINCAM007924
ENSMGAP00000006103	SINCAM922428
ENSMGAP00000006104	SINCAM012780
ENSMGAP00000006105	SINCAM011635
ENSMGAP00000006109	SINCAM007679
ENSMGAP00000006110	SINCAM921009
ENSMGAP00000006111	SINCAM009915
ENSMGAP00000006112	SINCAM922429
ENSMGAP00000006113	SINCAM010206
ENSMGAP00000006114	SINCAM922670
ENSMGAP00000006116	SINCAM000594
ENSMGAP00000006117	SINCAM007923
ENSMGAP00000006118	SINCAM010967
ENSMGAP00000006120	SINCAM900039
ENSMGAP00000006121	SINCAM921925
ENSMGAP00000006122	SINCAM008666
ENSMGAP00000006123	SINCAM006651
ENSMGAP00000006124	SINCAM006113
ENSMGAP00000006126	SINCAM006650
ENSMGAP00000006127	SINCAM012509
ENSMGAP00000006128	SINCAM006114
ENSMGAP00000006129	SINCAM012232
ENSMGAP00000006130	SINCAM016150
ENSMGAP00000006131	SINCAM017194
ENSMGAP00000006132	SINCAM010343
ENSMGAP00000006133	SINCAM011057
ENSMGAP00000006134	SINCAM922491
ENSMGAP00000006136	SINCAM009271
ENSMGAP00000006137	SINCAM922430
ENSMGAP00000006138	SINCAM005300
ENSMGAP00000006139	SINCAM000595
ENSMGAP00000006140	SINCAM922181
ENSMGAP00000006142	SINCAM006115
ENSMGAP00000006143	SINCAM010344
ENSMGAP00000006144	SINCAM006646
ENSMGAP00000006147	SINCAM011210
ENSMGAP00000006148	SINCAM003771
ENSMGAP00000006150	SINCAM002122
ENSMGAP00000006152	SINCAM922554
ENSMGAP00000006155	SINCAM009916
ENSMGAP00000006156	SINCAM006645
ENSMGAP00000006157	SINCAM012449
ENSMGAP00000006158	SINCAM006608
ENSMGAP00000006159	SINCAM013650
ENSMGAP00000006161	SINCAM011634
ENSMGAP00000006162	SINCAM002121
ENSMGAP00000006163	SINCAM006116
ENSMGAP00000006165	SINCAM005299
ENSMGAP00000006167	SINCAM900038
ENSMGAP00000006168	SINCAM001098
ENSMGAP00000006169	SINCAM008667
ENSMGAP00000006170	SINCAM009270
ENSMGAP00000006171	SINCAM011209
ENSMGAP00000006172	SINCAM922431
ENSMGAP00000006173	SINCAM010984
ENSMGAP00000006174	SINCAM006117
ENSMGAP00000006175	SINCAM900037
ENSMGAP00000006177	SINCAM012090
ENSMGAP00000006178	SINCAM010208
ENSMGAP00000006180	SINCAM000596
ENSMGAP00000006181	SINCAM005298
ENSMGAP00000006182	SINCAM006119
ENSMGAP00000006183	SINCAM001591
ENSMGAP00000006184	SINCAM922239
ENSMGAP00000006187	SINCAM010209
ENSMGAP00000006189	SINCAM000597
ENSMGAP00000006191	SINCAM006120
ENSMGAP00000006192	SINCAM009917
ENSMGAP00000006193	SINCAM009867
ENSMGAP00000006194	SINCAM921514
ENSMGAP00000006195	SINCAM000598
ENSMGAP00000006196	SINCAM006644
ENSMGAP00000006198	SINCAM922000
ENSMGAP00000006199	SINCAM005301
ENSMGAP00000006201	SINCAM010347
ENSMGAP00000006202	SINCAM012512
ENSMGAP00000006203	SINCAM008815
ENSMGAP00000006204	SINCAM920651
ENSMGAP00000006207	SINCAM921924
ENSMGAP00000006210	SINCAM012788
ENSMGAP00000006212	SINCAM013649
ENSMGAP00000006214	SINCAM007680
ENSMGAP00000006219	SINCAM009918
ENSMGAP00000006220	SINCAM008680
ENSMGAP00000006222	SINCAM010983
ENSMGAP00000006225	SINCAM922238
ENSMGAP00000006227	SINCAM001625
ENSMGAP00000006228	SINCAM007684
ENSMGAP00000006231	SINCAM012012
ENSMGAP00000006235	SINCAM002119
ENSMGAP00000006236	SINCAM012507
ENSMGAP00000006237	SINCAM920457
ENSMGAP00000006240	SINCAM008681
ENSMGAP00000006241	SINCAM009833
ENSMGAP00000006242	SINCAM006642
ENSMGAP00000006243	SINCAM014084
ENSMGAP00000006244	SINCAM003910
ENSMGAP00000006245	SINCAM006638
ENSMGAP00000006246	SINCAM012010
ENSMGAP00000006248	SINCAM921999
ENSMGAP00000006249	SINCAM008816
ENSMGAP00000006253	SINCAM007021
ENSMGAP00000006254	SINCAM001624
ENSMGAP00000006255	SINCAM920575
ENSMGAP00000006256	SINCAM920511
ENSMGAP00000006259	SINCAM002118
ENSMGAP00000006260	SINCAM004657
ENSMGAP00000006264	SINCAM003912
ENSMGAP00000006265	SINCAM013646
ENSMGAP00000006266	SINCAM010350
ENSMGAP00000006267	SINCAM008817
ENSMGAP00000006268	SINCAM012791
ENSMGAP00000006269	SINCAM922533
ENSMGAP00000006270	SINCAM003913
ENSMGAP00000006273	SINCAM006732
ENSMGAP00000006274	SINCAM013544
ENSMGAP00000006275	SINCAM014792
ENSMGAP00000006276	SINCAM012506
ENSMGAP00000006278	SINCAM012756
ENSMGAP00000006280	SINCAM002778
ENSMGAP00000006281	SINCAM920512
ENSMGAP00000006282	SINCAM007675
ENSMGAP00000006284	SINCAM920576
ENSMGAP00000006286	SINCAM009268
ENSMGAP00000006287	SINCAM011632
ENSMGAP00000006289	SINCAM012147
ENSMGAP00000006290	SINCAM011631
ENSMGAP00000006293	SINCAM923050
ENSMGAP00000006294	SINCAM921998
ENSMGAP00000006295	SINCAM012505
ENSMGAP00000006296	SINCAM007784
ENSMGAP00000006297	SINCAM015461
ENSMGAP00000006300	SINCAM012146
ENSMGAP00000006301	SINCAM012654
ENSMGAP00000006302	SINCAM007674
ENSMGAP00000006303	SINCAM920573
ENSMGAP00000006304	SINCAM006643
ENSMGAP00000006305	SINCAM005304
ENSMGAP00000006306	SINCAM001996
ENSMGAP00000006307	SINCAM000602
ENSMGAP00000006308	SINCAM015463
ENSMGAP00000006309	SINCAM012145
ENSMGAP00000006310	SINCAM922184
ENSMGAP00000006311	SINCAM001623
ENSMGAP00000006313	SINCAM006640
ENSMGAP00000006314	SINCAM920574
ENSMGAP00000006315	SINCAM011630
ENSMGAP00000006318	SINCAM009920
ENSMGAP00000006319	SINCAM006123
ENSMGAP00000006323	SINCAM015696
ENSMGAP00000006324	SINCAM007673
ENSMGAP00000006326	SINCAM015464
ENSMGAP00000006327	SINCAM003916
ENSMGAP00000006328	SINCAM014129
ENSMGAP00000006329	SINCAM013595
ENSMGAP00000006330	SINCAM009922
ENSMGAP00000006332	SINCAM010981
ENSMGAP00000006335	SINCAM921456
ENSMGAP00000006336	SINCAM006639
ENSMGAP00000006337	SINCAM922669
ENSMGAP00000006340	SINCAM003472
ENSMGAP00000006345	SINCAM014784
ENSMGAP00000006349	SINCAM015465
ENSMGAP00000006350	SINCAM010351
ENSMGAP00000006356	SINCAM012655
ENSMGAP00000006358	SINCAM922183
ENSMGAP00000006361	SINCAM900032
ENSMGAP00000006367	SINCAM008571
ENSMGAP00000006369	SINCAM013545
ENSMGAP00000006370	SINCAM012588
ENSMGAP00000006371	SINCAM011628
ENSMGAP00000006374	SINCAM010980
ENSMGAP00000006375	SINCAM006637
ENSMGAP00000006376	SINCAM920871
ENSMGAP00000006377	SINCAM900030
ENSMGAP00000006379	SINCAM921922
ENSMGAP00000006380	SINCAM001060
ENSMGAP00000006381	SINCAM000604
ENSMGAP00000006383	SINCAM922237
ENSMGAP00000006386	SINCAM921509
ENSMGAP00000006387	SINCAM003918
ENSMGAP00000006389	SINCAM010598
ENSMGAP00000006390	SINCAM007671
ENSMGAP00000006391	SINCAM013608
ENSMGAP00000006392	SINCAM922235
ENSMGAP00000006393	SINCAM000605
ENSMGAP00000006394	SINCAM017510
ENSMGAP00000006395	SINCAM002002
ENSMGAP00000006397	SINCAM900029
ENSMGAP00000006398	SINCAM920514
ENSMGAP00000006399	SINCAM002003
ENSMGAP00000006400	SINCAM007905
ENSMGAP00000006401	SINCAM001621
ENSMGAP00000006402	SINCAM003919
ENSMGAP00000006403	SINCAM007670
ENSMGAP00000006405	SINCAM011205
ENSMGAP00000006407	SINCAM010353
ENSMGAP00000006408	SINCAM012590
ENSMGAP00000006409	SINCAM001620
ENSMGAP00000006411	SINCAM920872
ENSMGAP00000006412	SINCAM002005
ENSMGAP00000006413	SINCAM922190
ENSMGAP00000006414	SINCAM010354
ENSMGAP00000006415	SINCAM012161
ENSMGAP00000006417	SINCAM013609
ENSMGAP00000006418	SINCAM011170
ENSMGAP00000006419	SINCAM012551
ENSMGAP00000006420	SINCAM001763
ENSMGAP00000006421	SINCAM013718
ENSMGAP00000006422	SINCAM012516
ENSMGAP00000006424	SINCAM007668
ENSMGAP00000006425	SINCAM010355
ENSMGAP00000006426	SINCAM920614
ENSMGAP00000006427	SINCAM012138
ENSMGAP00000006428	SINCAM016126
ENSMGAP00000006429	SINCAM010356
ENSMGAP00000006431	SINCAM012515
ENSMGAP00000006435	SINCAM009266
ENSMGAP00000006436	SINCAM010357
ENSMGAP00000006437	SINCAM005339
ENSMGAP00000006439	SINCAM013716
ENSMGAP00000006441	SINCAM922241
ENSMGAP00000006442	SINCAM009924
ENSMGAP00000006443	SINCAM012514
ENSMGAP00000006445	SINCAM000974
ENSMGAP00000006446	SINCAM012513
ENSMGAP00000006448	SINCAM013715
ENSMGAP00000006449	SINCAM008818
ENSMGAP00000006450	SINCAM011172
ENSMGAP00000006451	SINCAM001764
ENSMGAP00000006455	SINCAM011625
ENSMGAP00000006458	SINCAM009712
ENSMGAP00000006462	SINCAM922883
ENSMGAP00000006463	SINCAM012574
ENSMGAP00000006465	SINCAM010267
ENSMGAP00000006469	SINCAM002146
ENSMGAP00000006470	SINCAM921953
ENSMGAP00000006471	SINCAM013047
ENSMGAP00000006472	SINCAM001029
ENSMGAP00000006476	SINCAM012575
ENSMGAP00000006477	SINCAM921792
ENSMGAP00000006478	SINCAM000612
ENSMGAP00000006481	SINCAM009711
ENSMGAP00000006482	SINCAM007053
ENSMGAP00000006483	SINCAM003920
ENSMGAP00000006484	SINCAM012884
ENSMGAP00000006485	SINCAM001290
ENSMGAP00000006486	SINCAM012576
ENSMGAP00000006487	SINCAM011173
ENSMGAP00000006488	SINCAM008675
ENSMGAP00000006490	SINCAM922432
ENSMGAP00000006491	SINCAM012587
ENSMGAP00000006492	SINCAM920448
ENSMGAP00000006493	SINCAM002148
ENSMGAP00000006496	SINCAM000613
ENSMGAP00000006501	SINCAM011175
ENSMGAP00000006502	SINCAM014537
ENSMGAP00000006503	SINCAM008813
ENSMGAP00000006505	SINCAM000614
ENSMGAP00000006507	SINCAM009264
ENSMGAP00000006508	SINCAM000615
ENSMGAP00000006509	SINCAM008814
ENSMGAP00000006510	SINCAM010270
ENSMGAP00000006511	SINCAM921844
ENSMGAP00000006512	SINCAM010358
ENSMGAP00000006513	SINCAM011623
ENSMGAP00000006514	SINCAM011176
ENSMGAP00000006515	SINCAM001619
ENSMGAP00000006516	SINCAM007904
ENSMGAP00000006519	SINCAM922668
ENSMGAP00000006521	SINCAM008672
ENSMGAP00000006522	SINCAM922667
ENSMGAP00000006525	SINCAM007055
ENSMGAP00000006528	SINCAM007903
ENSMGAP00000006529	SINCAM011620
ENSMGAP00000006532	SINCAM010975
ENSMGAP00000006533	SINCAM001618
ENSMGAP00000006534	SINCAM008820
ENSMGAP00000006535	SINCAM003076
ENSMGAP00000006537	SINCAM003890
ENSMGAP00000006538	SINCAM008821
ENSMGAP00000006540	SINCAM009710
ENSMGAP00000006542	SINCAM001617
ENSMGAP00000006543	SINCAM011619
ENSMGAP00000006544	SINCAM922433
ENSMGAP00000006545	SINCAM002151
ENSMGAP00000006546	SINCAM010359
ENSMGAP00000006547	SINCAM007666
ENSMGAP00000006548	SINCAM001616
ENSMGAP00000006551	SINCAM001035
ENSMGAP00000006553	SINCAM009263
ENSMGAP00000006555	SINCAM007901
ENSMGAP00000006557	SINCAM922951
ENSMGAP00000006558	SINCAM015471
ENSMGAP00000006559	SINCAM003907
ENSMGAP00000006561	SINCAM009259
ENSMGAP00000006564	SINCAM011618
ENSMGAP00000006565	SINCAM007056
ENSMGAP00000006569	SINCAM010275
ENSMGAP00000006570	SINCAM003906
ENSMGAP00000006572	SINCAM900027
ENSMGAP00000006573	SINCAM008770
ENSMGAP00000006574	SINCAM921988
ENSMGAP00000006576	SINCAM001129
ENSMGAP00000006578	SINCAM921847
ENSMGAP00000006579	SINCAM011617
ENSMGAP00000006580	SINCAM921989
ENSMGAP00000006581	SINCAM000616
ENSMGAP00000006582	SINCAM001615
ENSMGAP00000006586	SINCAM001030
ENSMGAP00000006588	SINCAM010271
ENSMGAP00000006589	SINCAM012579
ENSMGAP00000006591	SINCAM014800
ENSMGAP00000006592	SINCAM920745
ENSMGAP00000006594	SINCAM006128
ENSMGAP00000006595	SINCAM010842
ENSMGAP00000006596	SINCAM009709
ENSMGAP00000006598	SINCAM009254
ENSMGAP00000006599	SINCAM007900
ENSMGAP00000006600	SINCAM000617
ENSMGAP00000006602	SINCAM921644
ENSMGAP00000006603	SINCAM921848
ENSMGAP00000006604	SINCAM010273
ENSMGAP00000006605	SINCAM921990
ENSMGAP00000006612	SINCAM012733
ENSMGAP00000006613	SINCAM010972
ENSMGAP00000006614	SINCAM007899
ENSMGAP00000006615	SINCAM007665
ENSMGAP00000006616	SINCAM007638
ENSMGAP00000006620	SINCAM001806
ENSMGAP00000006621	SINCAM012581
ENSMGAP00000006622	SINCAM003699
ENSMGAP00000006623	SINCAM001614
ENSMGAP00000006626	SINCAM921501
ENSMGAP00000006627	SINCAM010970
ENSMGAP00000006631	SINCAM011002
ENSMGAP00000006634	SINCAM012033
ENSMGAP00000006635	SINCAM001809
ENSMGAP00000006638	SINCAM900022
ENSMGAP00000006639	SINCAM007058
ENSMGAP00000006640	SINCAM003805
ENSMGAP00000006641	SINCAM006132
ENSMGAP00000006642	SINCAM010274
ENSMGAP00000006644	SINCAM011830
ENSMGAP00000006647	SINCAM011833
ENSMGAP00000006648	SINCAM003806
ENSMGAP00000006649	SINCAM012534
ENSMGAP00000006651	SINCAM007898
ENSMGAP00000006652	SINCAM012808
ENSMGAP00000006653	SINCAM010604
ENSMGAP00000006654	SINCAM011831
ENSMGAP00000006655	SINCAM007683
ENSMGAP00000006658	SINCAM001870
ENSMGAP00000006659	SINCAM012541
ENSMGAP00000006660	SINCAM003674
ENSMGAP00000006661	SINCAM002007
ENSMGAP00000006663	SINCAM001612
ENSMGAP00000006664	SINCAM900196
ENSMGAP00000006666	SINCAM006636
ENSMGAP00000006667	SINCAM008771
ENSMGAP00000006671	SINCAM922043
ENSMGAP00000006672	SINCAM012539
ENSMGAP00000006673	SINCAM009253
ENSMGAP00000006674	SINCAM007887
ENSMGAP00000006675	SINCAM012538
ENSMGAP00000006676	SINCAM921503
ENSMGAP00000006677	SINCAM900202
ENSMGAP00000006678	SINCAM900203
ENSMGAP00000006679	SINCAM012537
ENSMGAP00000006680	SINCAM006133
ENSMGAP00000006688	SINCAM012014
ENSMGAP00000006690	SINCAM922234
ENSMGAP00000006691	SINCAM001610
ENSMGAP00000006692	SINCAM004321
ENSMGAP00000006694	SINCAM010364
ENSMGAP00000006696	SINCAM011139
ENSMGAP00000006697	SINCAM001609
ENSMGAP00000006699	SINCAM001133
ENSMGAP00000006700	SINCAM007888
ENSMGAP00000006701	SINCAM010424
ENSMGAP00000006702	SINCAM900021
ENSMGAP00000006703	SINCAM002134
ENSMGAP00000006705	SINCAM006632
ENSMGAP00000006707	SINCAM011181
ENSMGAP00000006711	SINCAM002135
ENSMGAP00000006712	SINCAM001102
ENSMGAP00000006713	SINCAM010365
ENSMGAP00000006714	SINCAM001608
ENSMGAP00000006715	SINCAM013712
ENSMGAP00000006716	SINCAM000620
ENSMGAP00000006717	SINCAM003676
ENSMGAP00000006720	SINCAM006919
ENSMGAP00000006721	SINCAM922233
ENSMGAP00000006725	SINCAM920974
ENSMGAP00000006731	SINCAM002136
ENSMGAP00000006732	SINCAM009707
ENSMGAP00000006736	SINCAM004703
ENSMGAP00000006737	SINCAM010368
ENSMGAP00000006738	SINCAM006629
ENSMGAP00000006739	SINCAM003592
ENSMGAP00000006741	SINCAM002137
ENSMGAP00000006742	SINCAM012017
ENSMGAP00000006743	SINCAM007976
ENSMGAP00000006745	SINCAM011615
ENSMGAP00000006746	SINCAM921992
ENSMGAP00000006747	SINCAM922511
ENSMGAP00000006748	SINCAM007626
ENSMGAP00000006749	SINCAM006892
ENSMGAP00000006750	SINCAM009728
ENSMGAP00000006751	SINCAM013711
ENSMGAP00000006752	SINCAM010370
ENSMGAP00000006754	SINCAM012196
ENSMGAP00000006755	SINCAM921504
ENSMGAP00000006758	SINCAM922045
ENSMGAP00000006759	SINCAM012789
ENSMGAP00000006760	SINCAM922134
ENSMGAP00000006761	SINCAM009216
ENSMGAP00000006765	SINCAM009303
ENSMGAP00000006766	SINCAM000621
ENSMGAP00000006770	SINCAM014195
ENSMGAP00000006773	SINCAM922046
ENSMGAP00000006774	SINCAM009781
ENSMGAP00000006775	SINCAM010372
ENSMGAP00000006776	SINCAM921035
ENSMGAP00000006777	SINCAM002139
ENSMGAP00000006778	SINCAM006628
ENSMGAP00000006779	SINCAM000622
ENSMGAP00000006784	SINCAM003593
ENSMGAP00000006785	SINCAM000644
ENSMGAP00000006788	SINCAM922665
ENSMGAP00000006789	SINCAM002191
ENSMGAP00000006790	SINCAM008768
ENSMGAP00000006792	SINCAM005310
ENSMGAP00000006793	SINCAM001596
ENSMGAP00000006794	SINCAM003599
ENSMGAP00000006795	SINCAM001103
ENSMGAP00000006797	SINCAM007689
ENSMGAP00000006798	SINCAM922053
ENSMGAP00000006801	SINCAM001106
ENSMGAP00000006802	SINCAM000643
ENSMGAP00000006803	SINCAM008637
ENSMGAP00000006804	SINCAM921993
ENSMGAP00000006805	SINCAM011614
ENSMGAP00000006806	SINCAM921036
ENSMGAP00000006809	SINCAM003595
ENSMGAP00000006810	SINCAM012570
ENSMGAP00000006811	SINCAM005311
ENSMGAP00000006812	SINCAM012015
ENSMGAP00000006813	SINCAM011183
ENSMGAP00000006814	SINCAM001594
ENSMGAP00000006815	SINCAM011613
ENSMGAP00000006816	SINCAM922973
ENSMGAP00000006817	SINCAM014513
ENSMGAP00000006818	SINCAM920589
ENSMGAP00000006820	SINCAM002140
ENSMGAP00000006821	SINCAM012021
ENSMGAP00000006823	SINCAM006627
ENSMGAP00000006827	SINCAM921711
ENSMGAP00000006830	SINCAM002142
ENSMGAP00000006831	SINCAM001022
ENSMGAP00000006838	SINCAM921809
ENSMGAP00000006839	SINCAM012659
ENSMGAP00000006841	SINCAM922054
ENSMGAP00000006846	SINCAM001110
ENSMGAP00000006847	SINCAM005109
ENSMGAP00000006848	SINCAM008612
ENSMGAP00000006849	SINCAM007691
ENSMGAP00000006850	SINCAM001111
ENSMGAP00000006852	SINCAM005950
ENSMGAP00000006854	SINCAM012030
ENSMGAP00000006855	SINCAM013600
ENSMGAP00000006856	SINCAM009725
ENSMGAP00000006857	SINCAM011609
ENSMGAP00000006858	SINCAM011186
ENSMGAP00000006859	SINCAM921933
ENSMGAP00000006861	SINCAM922829
ENSMGAP00000006862	SINCAM011608
ENSMGAP00000006868	SINCAM012028
ENSMGAP00000006870	SINCAM006034
ENSMGAP00000006871	SINCAM000642
ENSMGAP00000006872	SINCAM013601
ENSMGAP00000006873	SINCAM010406
ENSMGAP00000006874	SINCAM001112
ENSMGAP00000006875	SINCAM013603
ENSMGAP00000006876	SINCAM001593
ENSMGAP00000006877	SINCAM011990
ENSMGAP00000006878	SINCAM005110
ENSMGAP00000006879	SINCAM001115
ENSMGAP00000006880	SINCAM011188
ENSMGAP00000006887	SINCAM006624
ENSMGAP00000006888	SINCAM001118
ENSMGAP00000006889	SINCAM005111
ENSMGAP00000006890	SINCAM921571
ENSMGAP00000006891	SINCAM011989
ENSMGAP00000006892	SINCAM010404
ENSMGAP00000006893	SINCAM001592
ENSMGAP00000006894	SINCAM001177
ENSMGAP00000006895	SINCAM006033
ENSMGAP00000006896	SINCAM012325
ENSMGAP00000006897	SINCAM009301
ENSMGAP00000006899	SINCAM003601
ENSMGAP00000006900	SINCAM922416
ENSMGAP00000006901	SINCAM011607
ENSMGAP00000006902	SINCAM010277
ENSMGAP00000006903	SINCAM011001
ENSMGAP00000006905	SINCAM921864
ENSMGAP00000006906	SINCAM922548
ENSMGAP00000006907	SINCAM006906
ENSMGAP00000006910	SINCAM002144
ENSMGAP00000006912	SINCAM010278
ENSMGAP00000006913	SINCAM011191
ENSMGAP00000006914	SINCAM922965
ENSMGAP00000006916	SINCAM010403
ENSMGAP00000006917	SINCAM006623
ENSMGAP00000006918	SINCAM008613
ENSMGAP00000006919	SINCAM006622
ENSMGAP00000006920	SINCAM922549
ENSMGAP00000006921	SINCAM000640
ENSMGAP00000006922	SINCAM011192
ENSMGAP00000006925	SINCAM005145
ENSMGAP00000006926	SINCAM001021
ENSMGAP00000006927	SINCAM013883
ENSMGAP00000006928	SINCAM005511
ENSMGAP00000006929	SINCAM000639
ENSMGAP00000006931	SINCAM007624
ENSMGAP00000006932	SINCAM009722
ENSMGAP00000006933	SINCAM922044
ENSMGAP00000006934	SINCAM922231
ENSMGAP00000006940	SINCAM920743
ENSMGAP00000006945	SINCAM005112
ENSMGAP00000006947	SINCAM014719
ENSMGAP00000006948	SINCAM000637
ENSMGAP00000006949	SINCAM922415
ENSMGAP00000006951	SINCAM922230
ENSMGAP00000006953	SINCAM007886
ENSMGAP00000006957	SINCAM011017
ENSMGAP00000006958	SINCAM010711
ENSMGAP00000006959	SINCAM900214
ENSMGAP00000006962	SINCAM008614
ENSMGAP00000006966	SINCAM920742
ENSMGAP00000006967	SINCAM005512
ENSMGAP00000006971	SINCAM900018
ENSMGAP00000006974	SINCAM000636
ENSMGAP00000006975	SINCAM921712
ENSMGAP00000006977	SINCAM017279
ENSMGAP00000006978	SINCAM922414
ENSMGAP00000006979	SINCAM011019
ENSMGAP00000006981	SINCAM007619
ENSMGAP00000006984	SINCAM014036
ENSMGAP00000006986	SINCAM007620
ENSMGAP00000006988	SINCAM005115
ENSMGAP00000006989	SINCAM015117
ENSMGAP00000006992	SINCAM006621
ENSMGAP00000006995	SINCAM010402
ENSMGAP00000006996	SINCAM005513
ENSMGAP00000006999	SINCAM013597
ENSMGAP00000007000	SINCAM010401
ENSMGAP00000007001	SINCAM922413
ENSMGAP00000007002	SINCAM003681
ENSMGAP00000007003	SINCAM003411
ENSMGAP00000007004	SINCAM003678
ENSMGAP00000007006	SINCAM000634
ENSMGAP00000007008	SINCAM005116
ENSMGAP00000007011	SINCAM009297
ENSMGAP00000007012	SINCAM922090
ENSMGAP00000007014	SINCAM921174
ENSMGAP00000007016	SINCAM007693
ENSMGAP00000007017	SINCAM921995
ENSMGAP00000007018	SINCAM922015
ENSMGAP00000007019	SINCAM012568
ENSMGAP00000007020	SINCAM001124
ENSMGAP00000007021	SINCAM011605
ENSMGAP00000007022	SINCAM922977
ENSMGAP00000007023	SINCAM900017
ENSMGAP00000007025	SINCAM008616
ENSMGAP00000007026	SINCAM922376
ENSMGAP00000007028	SINCAM011986
ENSMGAP00000007030	SINCAM003645
ENSMGAP00000007034	SINCAM921707
ENSMGAP00000007035	SINCAM013281
ENSMGAP00000007036	SINCAM001017
ENSMGAP00000007037	SINCAM001033
ENSMGAP00000007043	SINCAM009185
ENSMGAP00000007045	SINCAM010400
ENSMGAP00000007046	SINCAM001693
ENSMGAP00000007047	SINCAM007891
ENSMGAP00000007048	SINCAM011985
ENSMGAP00000007052	SINCAM008698
ENSMGAP00000007053	SINCAM001692
ENSMGAP00000007058	SINCAM015744
ENSMGAP00000007059	SINCAM010199
ENSMGAP00000007060	SINCAM000632
ENSMGAP00000007061	SINCAM011329
ENSMGAP00000007062	SINCAM005118
ENSMGAP00000007063	SINCAM922547
ENSMGAP00000007064	SINCAM006044
ENSMGAP00000007065	SINCAM921226
ENSMGAP00000007066	SINCAM015296
ENSMGAP00000007067	SINCAM010399
ENSMGAP00000007069	SINCAM007615
ENSMGAP00000007070	SINCAM010398
ENSMGAP00000007071	SINCAM011020
ENSMGAP00000007072	SINCAM003644
ENSMGAP00000007076	SINCAM006961
ENSMGAP00000007078	SINCAM013293
ENSMGAP00000007079	SINCAM001135
