fgenesh2_pg.scaffold_351000043	ENSLOCP00000006075
estExt_fgenesh2_pg.C_1840012	ENSLOCP00000009670
estExt_fgenesh2_pg.C_1840012	ENSLOCP00000022461
estExt_fgenesh2_pg.C_1840014	ENSLOCP00000010185
estExt_fgenesh2_pg.C_1840021	ENSLOCP00000018522
estExt_fgenesh2_pg.C_1840033	ENSLOCP00000016266
estExt_fgenesh2_pg.C_1840034	ENSLOCP00000001578
estExt_fgenesh2_pg.C_1840039	ENSLOCP00000005127
estExt_fgenesh2_pg.C_1840042	ENSLOCP00000005023
estExt_fgenesh2_pg.C_1840043	ENSLOCP00000016154
estExt_fgenesh2_pg.C_1840045	ENSLOCP00000020885
estExt_fgenesh2_pg.C_1840045	ENSLOCP00000000515
estExt_fgenesh2_pg.C_1840053	ENSLOCP00000011977
estExt_fgenesh2_pg.C_1850009	ENSLOCP00000008576
estExt_fgenesh2_pg.C_1850015	ENSLOCP00000010094
estExt_fgenesh2_pg.C_1850019	ENSLOCP00000010004
estExt_fgenesh2_pg.C_1850020	ENSLOCP00000011705
estExt_fgenesh2_pg.C_1850029	ENSLOCP00000009926
estExt_fgenesh2_pg.C_1850031	ENSLOCP00000001424
estExt_fgenesh2_pg.C_1850039	ENSLOCP00000004534
estExt_fgenesh2_pg.C_1850050	ENSLOCP00000008804
estExt_fgenesh2_pg.C_1850052	ENSLOCP00000010124
estExt_fgenesh2_pg.C_1850065	ENSLOCP00000015986
estExt_fgenesh2_pg.C_1850066	ENSLOCP00000018596
estExt_fgenesh2_pg.C_1850069	ENSLOCP00000013449
estExt_fgenesh2_pg.C_1850076	ENSLOCP00000018475
estExt_fgenesh2_pg.C_1850078	ENSLOCP00000008344
estExt_fgenesh2_pg.C_1850087	ENSLOCP00000014052
estExt_fgenesh2_pg.C_1850093	ENSLOCP00000013999
estExt_fgenesh2_pg.C_1850093	ENSLOCP00000003094
estExt_fgenesh2_pg.C_1850097	ENSLOCP00000009405
estExt_fgenesh2_pg.C_1850097	ENSLOCP00000001109
estExt_fgenesh2_pg.C_1850097	ENSLOCP00000011895
estExt_fgenesh2_pg.C_1850102	ENSLOCP00000010913
estExt_fgenesh2_pg.C_1860018	ENSLOCP00000010172
estExt_fgenesh2_pg.C_1860019	ENSLOCP00000010398
estExt_fgenesh2_pg.C_1860019	ENSLOCP00000008120
estExt_fgenesh2_pg.C_1860019	ENSLOCP00000008373
estExt_fgenesh2_pg.C_1860024	ENSLOCP00000003278
estExt_fgenesh2_pg.C_1860025	ENSLOCP00000000263
estExt_fgenesh2_pg.C_1860026	ENSLOCP00000001594
estExt_fgenesh2_pg.C_1860035	ENSLOCP00000005246
estExt_fgenesh2_pg.C_1860035	ENSLOCP00000006314
estExt_fgenesh2_pg.C_1860038	ENSLOCP00000006279
estExt_fgenesh2_pg.C_1860058	ENSLOCP00000013764
estExt_fgenesh2_pg.C_1870006	ENSLOCP00000004202
estExt_fgenesh2_pg.C_1870020	ENSLOCP00000019982
estExt_fgenesh2_pg.C_1870029	ENSLOCP00000006539
estExt_fgenesh2_pg.C_1870029	ENSLOCP00000005404
estExt_fgenesh2_pg.C_1870056	ENSLOCP00000011911
estExt_fgenesh2_pg.C_1870057	ENSLOCP00000006267
estExt_fgenesh2_pg.C_1870065	ENSLOCP00000003944
estExt_fgenesh2_pg.C_1870103	ENSLOCP00000009264
estExt_fgenesh2_pg.C_1880023	ENSLOCP00000010331
estExt_fgenesh2_pg.C_1880063	ENSLOCP00000011973
estExt_fgenesh2_pg.C_1880070	ENSLOCP00000003725
estExt_fgenesh2_pg.C_1880070	ENSLOCP00000021812
estExt_fgenesh2_pg.C_1880078	ENSLOCP00000003489
estExt_fgenesh2_pg.C_1880088	ENSLOCP00000014164
estExt_fgenesh2_pg.C_1880088	ENSLOCP00000006455
estExt_fgenesh2_pg.C_1880091	ENSLOCP00000017281
estExt_fgenesh2_pg.C_1880092	ENSLOCP00000001096
estExt_fgenesh2_pg.C_1880098	ENSLOCP00000004985
estExt_fgenesh2_pg.C_1880105	ENSLOCP00000009913
estExt_fgenesh2_pg.C_1890007	ENSLOCP00000000642
estExt_fgenesh2_pg.C_1890018	ENSLOCP00000007243
estExt_fgenesh2_pg.C_1890023	ENSLOCP00000015616
estExt_fgenesh2_pg.C_1890047	ENSLOCP00000010632
estExt_fgenesh2_pg.C_1890048	ENSLOCP00000013262
estExt_fgenesh2_pg.C_1890048	ENSLOCP00000002803
estExt_fgenesh2_pg.C_1900019	ENSLOCP00000002091
estExt_fgenesh2_pg.C_1900041	ENSLOCP00000008532
estExt_fgenesh2_pg.C_1900079	ENSLOCP00000009200
estExt_fgenesh2_pg.C_1910003	ENSLOCP00000002992
estExt_fgenesh2_pg.C_1910003	ENSLOCP00000005866
estExt_fgenesh2_pg.C_1910011	ENSLOCP00000021473
estExt_fgenesh2_pg.C_1910013	ENSLOCP00000020197
estExt_fgenesh2_pg.C_1910015	ENSLOCP00000010208
estExt_fgenesh2_pg.C_1910024	ENSLOCP00000016727
estExt_fgenesh2_pg.C_1910028	ENSLOCP00000004541
estExt_fgenesh2_pg.C_1910035	ENSLOCP00000001321
estExt_fgenesh2_pg.C_1910048	ENSLOCP00000019420
estExt_fgenesh2_pg.C_1910048	ENSLOCP00000012446
estExt_fgenesh2_pg.C_1910051	ENSLOCP00000014140
estExt_fgenesh2_pg.C_1910052	ENSLOCP00000004864
estExt_fgenesh2_pg.C_1910055	ENSLOCP00000013731
estExt_fgenesh2_pg.C_1910059	ENSLOCP00000020638
estExt_fgenesh2_pg.C_1910064	ENSLOCP00000000888
estExt_fgenesh2_pg.C_1910072	ENSLOCP00000006812
estExt_fgenesh2_pg.C_1910073	ENSLOCP00000018904
estExt_fgenesh2_pg.C_1910078	ENSLOCP00000019452
estExt_fgenesh2_pg.C_1910082	ENSLOCP00000004637
estExt_fgenesh2_pg.C_1910082	ENSLOCP00000021420
estExt_fgenesh2_pg.C_1910083	ENSLOCP00000017748
estExt_fgenesh2_pg.C_1910085	ENSLOCP00000019789
estExt_fgenesh2_pg.C_1910088	ENSLOCP00000016443
estExt_fgenesh2_pg.C_1910094	ENSLOCP00000001114
estExt_fgenesh2_pg.C_1910098	ENSLOCP00000002129
estExt_fgenesh2_pg.C_1910105	ENSLOCP00000000293
estExt_fgenesh2_pg.C_1910105	ENSLOCP00000004563
estExt_fgenesh2_pg.C_1910107	ENSLOCP00000010410
estExt_fgenesh2_pg.C_1920005	ENSLOCP00000014889
estExt_fgenesh2_pg.C_1920005	ENSLOCP00000000939
estExt_fgenesh2_pg.C_1920005	ENSLOCP00000014670
estExt_fgenesh2_pg.C_1920051	ENSLOCP00000018604
estExt_fgenesh2_pg.C_1930002	ENSLOCP00000021515
estExt_fgenesh2_pg.C_1930010	ENSLOCP00000013925
estExt_fgenesh2_pg.C_1930012	ENSLOCP00000001283
estExt_fgenesh2_pg.C_1930017	ENSLOCP00000004806
estExt_fgenesh2_pg.C_1930025	ENSLOCP00000000646
estExt_fgenesh2_pg.C_1930026	ENSLOCP00000000602
estExt_fgenesh2_pg.C_1930051	ENSLOCP00000004607
estExt_fgenesh2_pg.C_1930052	ENSLOCP00000010394
estExt_fgenesh2_pg.C_1930064	ENSLOCP00000010767
estExt_fgenesh2_pg.C_1930067	ENSLOCP00000010734
estExt_fgenesh2_pg.C_1930067	ENSLOCP00000016263
estExt_fgenesh2_pg.C_1940009	ENSLOCP00000006823
estExt_fgenesh2_pg.C_1940012	ENSLOCP00000021290
estExt_fgenesh2_pg.C_1940028	ENSLOCP00000012540
estExt_fgenesh2_pg.C_1940028	ENSLOCP00000018842
estExt_fgenesh2_pg.C_1940052	ENSLOCP00000009599
estExt_fgenesh2_pg.C_1950045	ENSLOCP00000014471
estExt_fgenesh2_pg.C_1950080	ENSLOCP00000016921
estExt_fgenesh2_pg.C_1950093	ENSLOCP00000010773
estExt_fgenesh2_pg.C_1950095	ENSLOCP00000005945
estExt_fgenesh2_pg.C_1950104	ENSLOCP00000009826
estExt_fgenesh2_pg.C_1960032	ENSLOCP00000015810
estExt_fgenesh2_pg.C_1960032	ENSLOCP00000020635
estExt_fgenesh2_pg.C_1960037	ENSLOCP00000017487
estExt_fgenesh2_pg.C_1960046	ENSLOCP00000014721
estExt_fgenesh2_pg.C_1960047	ENSLOCP00000018289
estExt_fgenesh2_pg.C_1960064	ENSLOCP00000010320
estExt_fgenesh2_pg.C_1960064	ENSLOCP00000021231
estExt_fgenesh2_pg.C_1960066	ENSLOCP00000005677
estExt_fgenesh2_pg.C_1960069	ENSLOCP00000005191
estExt_fgenesh2_pg.C_1960070	ENSLOCP00000011422
estExt_fgenesh2_pg.C_1960075	ENSLOCP00000014625
estExt_fgenesh2_pg.C_1960076	ENSLOCP00000016034
estExt_fgenesh2_pg.C_1970013	ENSLOCP00000007924
estExt_fgenesh2_pg.C_1970013	ENSLOCP00000011898
estExt_fgenesh2_pg.C_1970016	ENSLOCP00000008654
estExt_fgenesh2_pg.C_1970043	ENSLOCP00000014430
estExt_fgenesh2_pg.C_1970043	ENSLOCP00000011210
estExt_fgenesh2_pg.C_1970065	ENSLOCP00000014036
estExt_fgenesh2_pg.C_1970067	ENSLOCP00000002412
estExt_fgenesh2_pg.C_1970068	ENSLOCP00000001132
estExt_fgenesh2_pg.C_1970077	ENSLOCP00000004276
estExt_fgenesh2_pg.C_1970081	ENSLOCP00000014322
estExt_fgenesh2_pg.C_1970091	ENSLOCP00000021873
estExt_fgenesh2_pg.C_1970092	ENSLOCP00000004935
estExt_fgenesh2_pg.C_1970092	ENSLOCP00000004854
estExt_fgenesh2_pg.C_1970092	ENSLOCP00000004891
estExt_fgenesh2_pg.C_1970094	ENSLOCP00000018441
estExt_fgenesh2_pg.C_1980004	ENSLOCP00000020957
estExt_fgenesh2_pg.C_1980004	ENSLOCP00000011047
estExt_fgenesh2_pg.C_1980018	ENSLOCP00000019974
estExt_fgenesh2_pg.C_1980021	ENSLOCP00000001740
estExt_fgenesh2_pg.C_1980031	ENSLOCP00000021017
estExt_fgenesh2_pg.C_1980037	ENSLOCP00000013345
estExt_fgenesh2_pg.C_1980045	ENSLOCP00000008768
estExt_fgenesh2_pg.C_1980046	ENSLOCP00000021195
estExt_fgenesh2_pg.C_1980050	ENSLOCP00000004941
estExt_fgenesh2_pg.C_1980054	ENSLOCP00000021189
estExt_fgenesh2_pg.C_1980057	ENSLOCP00000013184
estExt_fgenesh2_pg.C_1980057	ENSLOCP00000020210
estExt_fgenesh2_pg.C_1980068	ENSLOCP00000015099
estExt_fgenesh2_pg.C_1980078	ENSLOCP00000003988
estExt_fgenesh2_pg.C_1980081	ENSLOCP00000015867
estExt_fgenesh2_pg.C_1980087	ENSLOCP00000010432
estExt_fgenesh2_pg.C_1980087	ENSLOCP00000000417
estExt_fgenesh2_pg.C_1990003	ENSLOCP00000006479
estExt_fgenesh2_pg.C_2000006	ENSLOCP00000022452
estExt_fgenesh2_pg.C_2000012	ENSLOCP00000004675
estExt_fgenesh2_pg.C_2000016	ENSLOCP00000010992
estExt_fgenesh2_pg.C_2000025	ENSLOCP00000012753
estExt_fgenesh2_pg.C_2000025	ENSLOCP00000001736
estExt_fgenesh2_pg.C_2000029	ENSLOCP00000018426
estExt_fgenesh2_pg.C_2000057	ENSLOCP00000016013
estExt_fgenesh2_pg.C_2010016	ENSLOCP00000007334
estExt_fgenesh2_pg.C_2010020	ENSLOCP00000011202
estExt_fgenesh2_pg.C_2010034	ENSLOCP00000012741
estExt_fgenesh2_pg.C_2010036	ENSLOCP00000010500
estExt_fgenesh2_pg.C_2010038	ENSLOCP00000010473
estExt_fgenesh2_pg.C_2010040	ENSLOCP00000018461
estExt_fgenesh2_pg.C_2010046	ENSLOCP00000002534
estExt_fgenesh2_pg.C_2010047	ENSLOCP00000004973
estExt_fgenesh2_pg.C_2010060	ENSLOCP00000016498
estExt_fgenesh2_pg.C_2010062	ENSLOCP00000020134
estExt_fgenesh2_pg.C_2010063	ENSLOCP00000017036
estExt_fgenesh2_pg.C_2010070	ENSLOCP00000000695
estExt_fgenesh2_pg.C_2010075	ENSLOCP00000002472
estExt_fgenesh2_pg.C_2010077	ENSLOCP00000018612
estExt_fgenesh2_pg.C_2010077	ENSLOCP00000016608
estExt_fgenesh2_pg.C_2010081	ENSLOCP00000006810
estExt_fgenesh2_pg.C_2010086	ENSLOCP00000015367
estExt_fgenesh2_pg.C_2010087	ENSLOCP00000015827
estExt_fgenesh2_pg.C_2010087	ENSLOCP00000010775
estExt_fgenesh2_pg.C_2010088	ENSLOCP00000003987
estExt_fgenesh2_pg.C_2010090	ENSLOCP00000017576
estExt_fgenesh2_pg.C_2010091	ENSLOCP00000007512
estExt_fgenesh2_pg.C_2010091	ENSLOCP00000009883
estExt_fgenesh2_pg.C_2010095	ENSLOCP00000016916
estExt_fgenesh2_pg.C_2020003	ENSLOCP00000008957
estExt_fgenesh2_pg.C_2020040	ENSLOCP00000004532
estExt_fgenesh2_pg.C_2020041	ENSLOCP00000003728
estExt_fgenesh2_pg.C_2020042	ENSLOCP00000017956
estExt_fgenesh2_pg.C_2020042	ENSLOCP00000017680
estExt_fgenesh2_pg.C_2020051	ENSLOCP00000001727
estExt_fgenesh2_pg.C_2020062	ENSLOCP00000011435
estExt_fgenesh2_pg.C_2020069	ENSLOCP00000006764
estExt_fgenesh2_pg.C_2030014	ENSLOCP00000010832
estExt_fgenesh2_pg.C_2030031	ENSLOCP00000015762
estExt_fgenesh2_pg.C_2030042	ENSLOCP00000016741
estExt_fgenesh2_pg.C_2030042	ENSLOCP00000021057
estExt_fgenesh2_pg.C_2030050	ENSLOCP00000010038
estExt_fgenesh2_pg.C_2030070	ENSLOCP00000009624
estExt_fgenesh2_pg.C_2040005	ENSLOCP00000019615
estExt_fgenesh2_pg.C_2040012	ENSLOCP00000012613
estExt_fgenesh2_pg.C_2040021	ENSLOCP00000009963
estExt_fgenesh2_pg.C_2040021	ENSLOCP00000012944
estExt_fgenesh2_pg.C_2040028	ENSLOCP00000017773
estExt_fgenesh2_pg.C_2040031	ENSLOCP00000019640
estExt_fgenesh2_pg.C_2040036	ENSLOCP00000022163
estExt_fgenesh2_pg.C_2040037	ENSLOCP00000017279
estExt_fgenesh2_pg.C_2040051	ENSLOCP00000016515
estExt_fgenesh2_pg.C_2040051	ENSLOCP00000018824
estExt_fgenesh2_pg.C_2040058	ENSLOCP00000018858
estExt_fgenesh2_pg.C_2040065	ENSLOCP00000019506
estExt_fgenesh2_pg.C_2040073	ENSLOCP00000011011
estExt_fgenesh2_pg.C_2050014	ENSLOCP00000000866
estExt_fgenesh2_pg.C_2050021	ENSLOCP00000011772
estExt_fgenesh2_pg.C_2050021	ENSLOCP00000018365
estExt_fgenesh2_pg.C_2050033	ENSLOCP00000014907
estExt_fgenesh2_pg.C_2050048	ENSLOCP00000007532
estExt_fgenesh2_pg.C_2050053	ENSLOCP00000009737
estExt_fgenesh2_pg.C_2050054	ENSLOCP00000018843
estExt_fgenesh2_pg.C_2050055	ENSLOCP00000014323
estExt_fgenesh2_pg.C_2050057	ENSLOCP00000014937
estExt_fgenesh2_pg.C_2050057	ENSLOCP00000012666
estExt_fgenesh2_pg.C_2050057	ENSLOCP00000009882
estExt_fgenesh2_pg.C_2050066	ENSLOCP00000007363
estExt_fgenesh2_pg.C_2050071	ENSLOCP00000011689
estExt_fgenesh2_pg.C_2050074	ENSLOCP00000011256
estExt_fgenesh2_pg.C_2050074	ENSLOCP00000009182
estExt_fgenesh2_pg.C_2050078	ENSLOCP00000018678
estExt_fgenesh2_pg.C_2050082	ENSLOCP00000008556
estExt_fgenesh2_pg.C_2050093	ENSLOCP00000000250
estExt_fgenesh2_pg.C_2050094	ENSLOCP00000009619
estExt_fgenesh2_pg.C_2060027	ENSLOCP00000010617
estExt_fgenesh2_pg.C_2060028	ENSLOCP00000011183
estExt_fgenesh2_pg.C_2060060	ENSLOCP00000017177
estExt_fgenesh2_pg.C_2060060	ENSLOCP00000015964
estExt_fgenesh2_pg.C_2060063	ENSLOCP00000003151
estExt_fgenesh2_pg.C_2060067	ENSLOCP00000013941
estExt_fgenesh2_pg.C_2060069	ENSLOCP00000005658
estExt_fgenesh2_pg.C_2060072	ENSLOCP00000008241
estExt_fgenesh2_pg.C_2060072	ENSLOCP00000007679
estExt_fgenesh2_pg.C_2070009	ENSLOCP00000005391
estExt_fgenesh2_pg.C_2070010	ENSLOCP00000005459
estExt_fgenesh2_pg.C_2070011	ENSLOCP00000005433
estExt_fgenesh2_pg.C_2070022	ENSLOCP00000017702
estExt_fgenesh2_pg.C_2070022	ENSLOCP00000006530
estExt_fgenesh2_pg.C_2070022	ENSLOCP00000018958
estExt_fgenesh2_pg.C_2070038	ENSLOCP00000007599
estExt_fgenesh2_pg.C_2070046	ENSLOCP00000001010
estExt_fgenesh2_pg.C_2070046	ENSLOCP00000013825
estExt_fgenesh2_pg.C_2070049	ENSLOCP00000010860
estExt_fgenesh2_pg.C_2070060	ENSLOCP00000006731
estExt_fgenesh2_pg.C_2070065	ENSLOCP00000004610
estExt_fgenesh2_pg.C_2080006	ENSLOCP00000014576
estExt_fgenesh2_pg.C_2080006	ENSLOCP00000003013
estExt_fgenesh2_pg.C_2080006	ENSLOCP00000014285
estExt_fgenesh2_pg.C_2080008	ENSLOCP00000010644
estExt_fgenesh2_pg.C_2080012	ENSLOCP00000011085
estExt_fgenesh2_pg.C_2080015	ENSLOCP00000019271
estExt_fgenesh2_pg.C_2080020	ENSLOCP00000002482
estExt_fgenesh2_pg.C_2080020	ENSLOCP00000010666
estExt_fgenesh2_pg.C_2080020	ENSLOCP00000017564
estExt_fgenesh2_pg.C_2080020	ENSLOCP00000004766
estExt_fgenesh2_pg.C_2080026	ENSLOCP00000020490
estExt_fgenesh2_pg.C_2080028	ENSLOCP00000007392
estExt_fgenesh2_pg.C_2080048	ENSLOCP00000020011
estExt_fgenesh2_pg.C_2080074	ENSLOCP00000015413
estExt_fgenesh2_pg.C_2080079	ENSLOCP00000003866
estExt_fgenesh2_pg.C_2080081	ENSLOCP00000001376
estExt_fgenesh2_pg.C_2080081	ENSLOCP00000011257
estExt_fgenesh2_pg.C_2090021	ENSLOCP00000011434
estExt_fgenesh2_pg.C_2090059	ENSLOCP00000008386
estExt_fgenesh2_pg.C_2090069	ENSLOCP00000002381
estExt_fgenesh2_pg.C_2100007	ENSLOCP00000001248
estExt_fgenesh2_pg.C_2100012	ENSLOCP00000007593
estExt_fgenesh2_pg.C_2100013	ENSLOCP00000005014
estExt_fgenesh2_pg.C_2100015	ENSLOCP00000001564
estExt_fgenesh2_pg.C_2100025	ENSLOCP00000007551
estExt_fgenesh2_pg.C_2100026	ENSLOCP00000014382
estExt_fgenesh2_pg.C_2100031	ENSLOCP00000019676
estExt_fgenesh2_pg.C_2100033	ENSLOCP00000001855
estExt_fgenesh2_pg.C_2100034	ENSLOCP00000017041
estExt_fgenesh2_pg.C_2100037	ENSLOCP00000002743
estExt_fgenesh2_pg.C_2100039	ENSLOCP00000008615
estExt_fgenesh2_pg.C_2100039	ENSLOCP00000014343
estExt_fgenesh2_pg.C_2100039	ENSLOCP00000004443
estExt_fgenesh2_pg.C_2100039	ENSLOCP00000004554
estExt_fgenesh2_pg.C_2100039	ENSLOCP00000008140
estExt_fgenesh2_pg.C_2100042	ENSLOCP00000001484
estExt_fgenesh2_pg.C_2100047	ENSLOCP00000012774
estExt_fgenesh2_pg.C_2100048	ENSLOCP00000004373
estExt_fgenesh2_pg.C_2100048	ENSLOCP00000010061
estExt_fgenesh2_pg.C_2100048	ENSLOCP00000020496
estExt_fgenesh2_pg.C_2110039	ENSLOCP00000011693
estExt_fgenesh2_pg.C_2110039	ENSLOCP00000001508
estExt_fgenesh2_pg.C_2110041	ENSLOCP00000007189
estExt_fgenesh2_pg.C_2110058	ENSLOCP00000004549
estExt_fgenesh2_pg.C_2110058	ENSLOCP00000008970
estExt_fgenesh2_pg.C_2110061	ENSLOCP00000007315
estExt_fgenesh2_pg.C_2110075	ENSLOCP00000009255
estExt_fgenesh2_pg.C_2110075	ENSLOCP00000003003
estExt_fgenesh2_pg.C_2110079	ENSLOCP00000008706
estExt_fgenesh2_pg.C_2120007	ENSLOCP00000004369
estExt_fgenesh2_pg.C_2120014	ENSLOCP00000009294
estExt_fgenesh2_pg.C_2120024	ENSLOCP00000005042
estExt_fgenesh2_pg.C_2120024	ENSLOCP00000012247
estExt_fgenesh2_pg.C_2120024	ENSLOCP00000000198
estExt_fgenesh2_pg.C_2120025	ENSLOCP00000013804
estExt_fgenesh2_pg.C_2120025	ENSLOCP00000018318
estExt_fgenesh2_pg.C_2120025	ENSLOCP00000010455
estExt_fgenesh2_pg.C_2120029	ENSLOCP00000006192
estExt_fgenesh2_pg.C_2120032	ENSLOCP00000017666
estExt_fgenesh2_pg.C_2120034	ENSLOCP00000018498
estExt_fgenesh2_pg.C_2120037	ENSLOCP00000015292
estExt_fgenesh2_pg.C_2120048	ENSLOCP00000005850
estExt_fgenesh2_pg.C_2120049	ENSLOCP00000016350
estExt_fgenesh2_pg.C_2120051	ENSLOCP00000012914
estExt_fgenesh2_pg.C_2120051	ENSLOCP00000008557
estExt_fgenesh2_pg.C_2120052	ENSLOCP00000008575
estExt_fgenesh2_pg.C_2120053	ENSLOCP00000001694
estExt_fgenesh2_pg.C_2120053	ENSLOCP00000002986
estExt_fgenesh2_pg.C_2120060	ENSLOCP00000007340
estExt_fgenesh2_pg.C_2120066	ENSLOCP00000003340
estExt_fgenesh2_pg.C_2120066	ENSLOCP00000001670
estExt_fgenesh2_pg.C_2120083	ENSLOCP00000009541
estExt_fgenesh2_pg.C_2120083	ENSLOCP00000001720
estExt_fgenesh2_pg.C_2120085	ENSLOCP00000012984
estExt_fgenesh2_pg.C_2120088	ENSLOCP00000021837
estExt_fgenesh2_pg.C_2120088	ENSLOCP00000021839
estExt_fgenesh2_pg.C_2130039	ENSLOCP00000018477
estExt_fgenesh2_pg.C_2130045	ENSLOCP00000017724
estExt_fgenesh2_pg.C_2130057	ENSLOCP00000018226
estExt_fgenesh2_pg.C_2130059	ENSLOCP00000019467
estExt_fgenesh2_pg.C_2140004	ENSLOCP00000003681
estExt_fgenesh2_pg.C_2140008	ENSLOCP00000013564
estExt_fgenesh2_pg.C_2140009	ENSLOCP00000008624
estExt_fgenesh2_pg.C_2140014	ENSLOCP00000007591
estExt_fgenesh2_pg.C_2140014	ENSLOCP00000018967
estExt_fgenesh2_pg.C_2140016	ENSLOCP00000010579
estExt_fgenesh2_pg.C_2140051	ENSLOCP00000007971
estExt_fgenesh2_pg.C_2140054	ENSLOCP00000008213
estExt_fgenesh2_pg.C_2140058	ENSLOCP00000021919
estExt_fgenesh2_pg.C_2140077	ENSLOCP00000009721
estExt_fgenesh2_pg.C_2140080	ENSLOCP00000003362
estExt_fgenesh2_pg.C_2150054	ENSLOCP00000006984
estExt_fgenesh2_pg.C_2160013	ENSLOCP00000020010
estExt_fgenesh2_pg.C_2160013	ENSLOCP00000002490
estExt_fgenesh2_pg.C_2160027	ENSLOCP00000018219
estExt_fgenesh2_pg.C_2160036	ENSLOCP00000015236
estExt_fgenesh2_pg.C_2160039	ENSLOCP00000018536
estExt_fgenesh2_pg.C_2160040	ENSLOCP00000009129
estExt_fgenesh2_pg.C_2160043	ENSLOCP00000021311
estExt_fgenesh2_pg.C_2160044	ENSLOCP00000015724
estExt_fgenesh2_pg.C_2160046	ENSLOCP00000003519
estExt_fgenesh2_pg.C_2160053	ENSLOCP00000010408
estExt_fgenesh2_pg.C_2170003	ENSLOCP00000018629
estExt_fgenesh2_pg.C_2170005	ENSLOCP00000015332
estExt_fgenesh2_pg.C_2170006	ENSLOCP00000021962
estExt_fgenesh2_pg.C_2170007	ENSLOCP00000003499
estExt_fgenesh2_pg.C_2170012	ENSLOCP00000011842
estExt_fgenesh2_pg.C_2170037	ENSLOCP00000004299
estExt_fgenesh2_pg.C_2170043	ENSLOCP00000011681
estExt_fgenesh2_pg.C_2170045	ENSLOCP00000016007
estExt_fgenesh2_pg.C_2170052	ENSLOCP00000013754
estExt_fgenesh2_pg.C_2180002	ENSLOCP00000007731
estExt_fgenesh2_pg.C_2180033	ENSLOCP00000008582
estExt_fgenesh2_pg.C_2180036	ENSLOCP00000010526
estExt_fgenesh2_pg.C_2180040	ENSLOCP00000002957
estExt_fgenesh2_pg.C_2180047	ENSLOCP00000009367
estExt_fgenesh2_pg.C_2180049	ENSLOCP00000013164
estExt_fgenesh2_pg.C_2180062	ENSLOCP00000010623
estExt_fgenesh2_pg.C_2180066	ENSLOCP00000016355
estExt_fgenesh2_pg.C_2180066	ENSLOCP00000017788
estExt_fgenesh2_pg.C_2190003	ENSLOCP00000017355
estExt_fgenesh2_pg.C_2190010	ENSLOCP00000015440
estExt_fgenesh2_pg.C_2190027	ENSLOCP00000000458
estExt_fgenesh2_pg.C_2190033	ENSLOCP00000004232
estExt_fgenesh2_pg.C_2190034	ENSLOCP00000013972
estExt_fgenesh2_pg.C_2190046	ENSLOCP00000003132
estExt_fgenesh2_pg.C_2190047	ENSLOCP00000012924
estExt_fgenesh2_pg.C_2190047	ENSLOCP00000011752
estExt_fgenesh2_pg.C_2190050	ENSLOCP00000014117
estExt_fgenesh2_pg.C_2190062	ENSLOCP00000010667
estExt_fgenesh2_pg.C_2200017	ENSLOCP00000003190
estExt_fgenesh2_pg.C_2200018	ENSLOCP00000003156
estExt_fgenesh2_pg.C_2200020	ENSLOCP00000015998
estExt_fgenesh2_pg.C_2200022	ENSLOCP00000014228
estExt_fgenesh2_pg.C_2200026	ENSLOCP00000013403
estExt_fgenesh2_pg.C_2200027	ENSLOCP00000013375
estExt_fgenesh2_pg.C_2210002	ENSLOCP00000004851
estExt_fgenesh2_pg.C_2210019	ENSLOCP00000017547
estExt_fgenesh2_pg.C_2210023	ENSLOCP00000010418
estExt_fgenesh2_pg.C_2210023	ENSLOCP00000000333
estExt_fgenesh2_pg.C_2210037	ENSLOCP00000009073
estExt_fgenesh2_pg.C_2210039	ENSLOCP00000012541
estExt_fgenesh2_pg.C_2210046	ENSLOCP00000008982
estExt_fgenesh2_pg.C_2220006	ENSLOCP00000007188
estExt_fgenesh2_pg.C_2220008	ENSLOCP00000018799
estExt_fgenesh2_pg.C_2220008	ENSLOCP00000015451
estExt_fgenesh2_pg.C_2220044	ENSLOCP00000002837
estExt_fgenesh2_pg.C_2220044	ENSLOCP00000021175
estExt_fgenesh2_pg.C_2220059	ENSLOCP00000002201
estExt_fgenesh2_pg.C_2220061	ENSLOCP00000007430
estExt_fgenesh2_pg.C_2220088	ENSLOCP00000006669
estExt_fgenesh2_pg.C_2220089	ENSLOCP00000000547
estExt_fgenesh2_pg.C_2220089	ENSLOCP00000020278
estExt_fgenesh2_pg.C_2220092	ENSLOCP00000020444
estExt_fgenesh2_pg.C_2220099	ENSLOCP00000001685
estExt_fgenesh2_pg.C_2220102	ENSLOCP00000020071
estExt_fgenesh2_pg.C_2220105	ENSLOCP00000020587
estExt_fgenesh2_pg.C_2220108	ENSLOCP00000014674
estExt_fgenesh2_pg.C_2220109	ENSLOCP00000020101
estExt_fgenesh2_pg.C_2220111	ENSLOCP00000020372
estExt_fgenesh2_pg.C_2220111	ENSLOCP00000011597
estExt_fgenesh2_pg.C_2220116	ENSLOCP00000020738
estExt_fgenesh2_pg.C_2220117	ENSLOCP00000006412
estExt_fgenesh2_pg.C_2230025	ENSLOCP00000015012
estExt_fgenesh2_pg.C_2230026	ENSLOCP00000016483
estExt_fgenesh2_pg.C_2230026	ENSLOCP00000014752
estExt_fgenesh2_pg.C_2230050	ENSLOCP00000006750
estExt_fgenesh2_pg.C_2230065	ENSLOCP00000016179
