SINCAM000003	ENSGACP00000025229
SINCAM003837	ENSGACP00000003555
SINCAM003837	ENSGACP00000007820
SINCAM003838	ENSGACP00000018922
SINCAM003840	ENSGACP00000003481
SINCAM003840	ENSGACP00000013122
SINCAM003841	ENSGACP00000001027
SINCAM003841	ENSGACP00000003482
SINCAM003842	ENSGACP00000003524
SINCAM003844	ENSGACP00000001028
SINCAM003845	ENSGACP00000003633
SINCAM003846	ENSGACP00000003629
SINCAM003847	ENSGACP00000016404
SINCAM003847	ENSGACP00000011399
SINCAM003848	ENSGACP00000011411
SINCAM003850	ENSGACP00000004214
SINCAM003851	ENSGACP00000004211
SINCAM003851	ENSGACP00000016299
SINCAM003854	ENSGACP00000016332
SINCAM003856	ENSGACP00000011688
SINCAM003858	ENSGACP00000016863
SINCAM003859	ENSGACP00000007546
SINCAM003859	ENSGACP00000011098
SINCAM003861	ENSGACP00000014452
SINCAM003862	ENSGACP00000025879
SINCAM003863	ENSGACP00000025880
SINCAM003863	ENSGACP00000026211
SINCAM003865	ENSGACP00000019085
SINCAM003866	ENSGACP00000017615
SINCAM003866	ENSGACP00000007953
SINCAM003867	ENSGACP00000017592
SINCAM003868	ENSGACP00000010755
SINCAM003869	ENSGACP00000019575
SINCAM003869	ENSGACP00000001870
SINCAM003870	ENSGACP00000012713
SINCAM003872	ENSGACP00000018585
SINCAM003872	ENSGACP00000010043
SINCAM003873	ENSGACP00000018591
SINCAM003874	ENSGACP00000021477
SINCAM003875	ENSGACP00000017751
SINCAM003875	ENSGACP00000010005
SINCAM003876	ENSGACP00000021476
SINCAM003876	ENSGACP00000013963
SINCAM003877	ENSGACP00000021465
SINCAM003877	ENSGACP00000017741
SINCAM003878	ENSGACP00000021450
SINCAM003878	ENSGACP00000006484
SINCAM003879	ENSGACP00000017222
SINCAM003882	ENSGACP00000007524
SINCAM003883	ENSGACP00000012866
SINCAM003887	ENSGACP00000006209
SINCAM003888	ENSGACP00000017388
SINCAM003888	ENSGACP00000015496
SINCAM003889	ENSGACP00000013019
SINCAM003889	ENSGACP00000011608
SINCAM003890	ENSGACP00000016522
SINCAM003892	ENSGACP00000014960
SINCAM003892	ENSGACP00000023516
SINCAM003893	ENSGACP00000008911
SINCAM003895	ENSGACP00000008925
SINCAM003899	ENSGACP00000009134
SINCAM003902	ENSGACP00000015507
SINCAM003905	ENSGACP00000002765
SINCAM003906	ENSGACP00000016506
SINCAM003906	ENSGACP00000012690
SINCAM003908	ENSGACP00000012922
SINCAM003910	ENSGACP00000025909
SINCAM003910	ENSGACP00000006397
SINCAM003913	ENSGACP00000005915
SINCAM003916	ENSGACP00000005991
SINCAM003919	ENSGACP00000016564
SINCAM003920	ENSGACP00000016558
SINCAM003920	ENSGACP00000026117
SINCAM003922	ENSGACP00000016257
SINCAM003923	ENSGACP00000017035
SINCAM003924	ENSGACP00000017045
SINCAM003925	ENSGACP00000017050
SINCAM003926	ENSGACP00000017074
SINCAM003927	ENSGACP00000017123
SINCAM003930	ENSGACP00000010813
SINCAM003930	ENSGACP00000013643
SINCAM003931	ENSGACP00000017006
SINCAM003932	ENSGACP00000017000
SINCAM003933	ENSGACP00000016995
SINCAM003934	ENSGACP00000008640
SINCAM003936	ENSGACP00000016254
SINCAM003936	ENSGACP00000005728
SINCAM003940	ENSGACP00000016962
SINCAM003940	ENSGACP00000011618
SINCAM003941	ENSGACP00000017805
SINCAM003941	ENSGACP00000016954
SINCAM003944	ENSGACP00000010697
SINCAM003945	ENSGACP00000010649
SINCAM003945	ENSGACP00000026068
SINCAM003947	ENSGACP00000007358
SINCAM003948	ENSGACP00000007323
SINCAM003948	ENSGACP00000006915
SINCAM003949	ENSGACP00000007291
SINCAM003952	ENSGACP00000003619
SINCAM003953	ENSGACP00000003463
SINCAM003954	ENSGACP00000003424
SINCAM003954	ENSGACP00000003423
SINCAM003958	ENSGACP00000014090
SINCAM003959	ENSGACP00000014108
SINCAM003960	ENSGACP00000014122
SINCAM003962	ENSGACP00000014169
SINCAM003963	ENSGACP00000003658
SINCAM003963	ENSGACP00000014204
SINCAM003965	ENSGACP00000014269
SINCAM003968	ENSGACP00000014281
SINCAM003968	ENSGACP00000011147
SINCAM003969	ENSGACP00000014292
SINCAM003970	ENSGACP00000015093
SINCAM003970	ENSGACP00000003681
SINCAM003972	ENSGACP00000003627
SINCAM003973	ENSGACP00000003624
SINCAM003976	ENSGACP00000003575
SINCAM003977	ENSGACP00000013295
SINCAM003978	ENSGACP00000026612
SINCAM003978	ENSGACP00000011004
SINCAM003979	ENSGACP00000013288
SINCAM003979	ENSGACP00000026803
SINCAM003980	ENSGACP00000013281
SINCAM003981	ENSGACP00000006804
SINCAM003981	ENSGACP00000006817
SINCAM003982	ENSGACP00000013078
SINCAM003982	ENSGACP00000022422
SINCAM003983	ENSGACP00000013084
SINCAM003984	ENSGACP00000013100
SINCAM003986	ENSGACP00000013180
SINCAM003987	ENSGACP00000021781
SINCAM003988	ENSGACP00000006871
SINCAM003989	ENSGACP00000006851
SINCAM003990	ENSGACP00000015872
SINCAM003992	ENSGACP00000015511
SINCAM003994	ENSGACP00000015883
SINCAM003994	ENSGACP00000010088
SINCAM003995	ENSGACP00000015925
SINCAM003996	ENSGACP00000009933
SINCAM003996	ENSGACP00000015931
SINCAM003997	ENSGACP00000013402
SINCAM003997	ENSGACP00000026097
SINCAM003998	ENSGACP00000013387
SINCAM003998	ENSGACP00000018928
SINCAM003999	ENSGACP00000021360
SINCAM003999	ENSGACP00000013381
SINCAM004000	ENSGACP00000013364
SINCAM004002	ENSGACP00000021369
SINCAM004003	ENSGACP00000013955
SINCAM004004	ENSGACP00000022419
SINCAM004005	ENSGACP00000021269
SINCAM004006	ENSGACP00000006112
SINCAM004007	ENSGACP00000023313
SINCAM004009	ENSGACP00000006095
SINCAM004011	ENSGACP00000010428
SINCAM004011	ENSGACP00000004146
SINCAM004012	ENSGACP00000010412
SINCAM004012	ENSGACP00000009050
SINCAM004013	ENSGACP00000010359
SINCAM004014	ENSGACP00000001999
SINCAM004015	ENSGACP00000013750
SINCAM004020	ENSGACP00000016328
SINCAM004021	ENSGACP00000019113
SINCAM004021	ENSGACP00000018809
SINCAM004022	ENSGACP00000020251
SINCAM004022	ENSGACP00000020255
SINCAM004023	ENSGACP00000020148
SINCAM004023	ENSGACP00000019540
SINCAM004024	ENSGACP00000020144
SINCAM004027	ENSGACP00000004870
SINCAM004029	ENSGACP00000023982
SINCAM004030	ENSGACP00000004868
SINCAM004030	ENSGACP00000022123
SINCAM004031	ENSGACP00000014938
SINCAM004031	ENSGACP00000014897
SINCAM004032	ENSGACP00000014950
SINCAM004032	ENSGACP00000022794
SINCAM004033	ENSGACP00000014973
SINCAM004034	ENSGACP00000015024
SINCAM004037	ENSGACP00000004866
SINCAM004038	ENSGACP00000024176
SINCAM004047	ENSGACP00000026690
SINCAM004048	ENSGACP00000001512
SINCAM004049	ENSGACP00000027654
SINCAM004050	ENSGACP00000018797
SINCAM004051	ENSGACP00000019919
SINCAM004054	ENSGACP00000004512
SINCAM004055	ENSGACP00000026680
SINCAM004056	ENSGACP00000027580
SINCAM004057	ENSGACP00000002775
SINCAM004059	ENSGACP00000027232
SINCAM004060	ENSGACP00000027629
SINCAM004060	ENSGACP00000015085
SINCAM004061	ENSGACP00000002533
SINCAM004069	ENSGACP00000027209
SINCAM004069	ENSGACP00000012229
SINCAM004070	ENSGACP00000013317
SINCAM004073	ENSGACP00000026683
SINCAM004074	ENSGACP00000026684
SINCAM004075	ENSGACP00000026686
SINCAM004077	ENSGACP00000026688
SINCAM004078	ENSGACP00000013767
SINCAM004078	ENSGACP00000026983
SINCAM004079	ENSGACP00000026689
SINCAM004079	ENSGACP00000012092
SINCAM004082	ENSGACP00000009238
SINCAM004082	ENSGACP00000007972
SINCAM004085	ENSGACP00000026666
SINCAM004085	ENSGACP00000009187
SINCAM004086	ENSGACP00000026667
SINCAM004087	ENSGACP00000027488
SINCAM004087	ENSGACP00000027489
SINCAM004088	ENSGACP00000027585
SINCAM004089	ENSGACP00000013799
SINCAM004089	ENSGACP00000005511
SINCAM004091	ENSGACP00000023405
SINCAM004091	ENSGACP00000025099
SINCAM004092	ENSGACP00000016309
SINCAM004095	ENSGACP00000009138
SINCAM004096	ENSGACP00000014410
SINCAM004096	ENSGACP00000004133
SINCAM004100	ENSGACP00000026631
SINCAM004102	ENSGACP00000009008
SINCAM004104	ENSGACP00000004842
SINCAM004104	ENSGACP00000022956
SINCAM004107	ENSGACP00000004530
SINCAM004108	ENSGACP00000019289
SINCAM004108	ENSGACP00000004520
SINCAM004109	ENSGACP00000019314
SINCAM004111	ENSGACP00000017023
SINCAM004111	ENSGACP00000027339
SINCAM004113	ENSGACP00000015054
SINCAM004113	ENSGACP00000026836
SINCAM004115	ENSGACP00000026834
SINCAM004115	ENSGACP00000007724
SINCAM004116	ENSGACP00000015115
SINCAM004117	ENSGACP00000027248
SINCAM004117	ENSGACP00000015626
SINCAM004118	ENSGACP00000015678
SINCAM004119	ENSGACP00000019704
SINCAM004120	ENSGACP00000009282
SINCAM004120	ENSGACP00000007669
SINCAM004124	ENSGACP00000002976
SINCAM004127	ENSGACP00000001881
SINCAM004128	ENSGACP00000019895
SINCAM004128	ENSGACP00000004478
SINCAM004129	ENSGACP00000019886
SINCAM004130	ENSGACP00000019882
SINCAM004133	ENSGACP00000024857
SINCAM004135	ENSGACP00000015492
SINCAM004136	ENSGACP00000018818
SINCAM004140	ENSGACP00000008926
SINCAM004141	ENSGACP00000008916
SINCAM004142	ENSGACP00000008907
SINCAM004142	ENSGACP00000005997
SINCAM004143	ENSGACP00000008893
SINCAM004145	ENSGACP00000008873
SINCAM004152	ENSGACP00000012965
SINCAM004157	ENSGACP00000007009
SINCAM004157	ENSGACP00000018435
SINCAM004159	ENSGACP00000018412
SINCAM004161	ENSGACP00000018946
SINCAM004161	ENSGACP00000015569
SINCAM004162	ENSGACP00000003660
SINCAM004164	ENSGACP00000003652
SINCAM004166	ENSGACP00000018957
SINCAM004166	ENSGACP00000026224
SINCAM004168	ENSGACP00000018961
SINCAM004168	ENSGACP00000018832
SINCAM004170	ENSGACP00000003637
SINCAM004171	ENSGACP00000003631
SINCAM004171	ENSGACP00000011876
SINCAM004172	ENSGACP00000020335
SINCAM004172	ENSGACP00000003623
SINCAM004173	ENSGACP00000020341
SINCAM004174	ENSGACP00000020150
SINCAM004174	ENSGACP00000025226
SINCAM004175	ENSGACP00000019974
SINCAM004176	ENSGACP00000018025
SINCAM004177	ENSGACP00000004266
SINCAM004178	ENSGACP00000004246
SINCAM004180	ENSGACP00000004233
SINCAM004180	ENSGACP00000025781
SINCAM004183	ENSGACP00000002820
SINCAM004183	ENSGACP00000025790
SINCAM004186	ENSGACP00000002816
SINCAM004187	ENSGACP00000018115
SINCAM004189	ENSGACP00000013846
SINCAM004189	ENSGACP00000026556
SINCAM004190	ENSGACP00000026548
SINCAM004190	ENSGACP00000027452
SINCAM004191	ENSGACP00000026571
SINCAM004191	ENSGACP00000012479
SINCAM004196	ENSGACP00000017058
SINCAM004198	ENSGACP00000017033
SINCAM004201	ENSGACP00000022988
SINCAM004205	ENSGACP00000015840
SINCAM004206	ENSGACP00000020393
SINCAM004209	ENSGACP00000004144
SINCAM004210	ENSGACP00000020488
SINCAM004212	ENSGACP00000004127
SINCAM004216	ENSGACP00000004799
SINCAM004216	ENSGACP00000015488
SINCAM004217	ENSGACP00000004775
SINCAM004218	ENSGACP00000004759
SINCAM004218	ENSGACP00000027671
SINCAM004219	ENSGACP00000004754
SINCAM004219	ENSGACP00000012455
SINCAM004221	ENSGACP00000004747
SINCAM004223	ENSGACP00000019016
SINCAM004224	ENSGACP00000008786
SINCAM004225	ENSGACP00000005004
SINCAM004225	ENSGACP00000005008
SINCAM004226	ENSGACP00000001756
SINCAM004227	ENSGACP00000010960
SINCAM004229	ENSGACP00000010947
SINCAM004229	ENSGACP00000008982
SINCAM004230	ENSGACP00000010934
SINCAM004231	ENSGACP00000010916
SINCAM004233	ENSGACP00000006554
SINCAM004235	ENSGACP00000001090
SINCAM004237	ENSGACP00000026041
SINCAM004238	ENSGACP00000001845
SINCAM004238	ENSGACP00000018081
SINCAM004241	ENSGACP00000004293
SINCAM004242	ENSGACP00000004278
SINCAM004243	ENSGACP00000027355
SINCAM004243	ENSGACP00000009353
SINCAM004244	ENSGACP00000003344
SINCAM004245	ENSGACP00000003389
SINCAM004246	ENSGACP00000009812
SINCAM004247	ENSGACP00000009839
SINCAM004248	ENSGACP00000009853
SINCAM004250	ENSGACP00000010259
SINCAM004251	ENSGACP00000005543
SINCAM004252	ENSGACP00000001839
SINCAM004256	ENSGACP00000005589
SINCAM004256	ENSGACP00000007264
SINCAM004257	ENSGACP00000027345
SINCAM004258	ENSGACP00000016902
SINCAM004260	ENSGACP00000002253
SINCAM004261	ENSGACP00000018137
SINCAM004262	ENSGACP00000012192
SINCAM004263	ENSGACP00000012182
SINCAM004265	ENSGACP00000012132
SINCAM004266	ENSGACP00000025483
SINCAM004267	ENSGACP00000012121
SINCAM004269	ENSGACP00000002739
SINCAM004269	ENSGACP00000008063
SINCAM004271	ENSGACP00000000323
SINCAM004271	ENSGACP00000000293
SINCAM004276	ENSGACP00000020249
SINCAM004277	ENSGACP00000003697
SINCAM004293	ENSGACP00000003699
SINCAM004294	ENSGACP00000003709
SINCAM004296	ENSGACP00000003747
SINCAM004296	ENSGACP00000019644
SINCAM004297	ENSGACP00000026937
SINCAM004297	ENSGACP00000022437
SINCAM004300	ENSGACP00000019648
SINCAM004302	ENSGACP00000026618
SINCAM004304	ENSGACP00000026278
SINCAM004305	ENSGACP00000020170
SINCAM004305	ENSGACP00000004030
SINCAM004306	ENSGACP00000020166
SINCAM004307	ENSGACP00000018095
SINCAM004308	ENSGACP00000018100
SINCAM004310	ENSGACP00000002016
SINCAM004313	ENSGACP00000008540
SINCAM004313	ENSGACP00000026620
SINCAM004316	ENSGACP00000027283
SINCAM004317	ENSGACP00000006454
SINCAM004318	ENSGACP00000016062
SINCAM004318	ENSGACP00000027285
SINCAM004320	ENSGACP00000016073
SINCAM004321	ENSGACP00000025651
SINCAM004321	ENSGACP00000004839
SINCAM004322	ENSGACP00000018031
SINCAM004322	ENSGACP00000004006
SINCAM004323	ENSGACP00000020202
SINCAM004323	ENSGACP00000018045
SINCAM004324	ENSGACP00000018067
SINCAM004325	ENSGACP00000020158
SINCAM004326	ENSGACP00000013308
SINCAM004327	ENSGACP00000018543
SINCAM004327	ENSGACP00000004907
SINCAM004328	ENSGACP00000018547
SINCAM004328	ENSGACP00000023429
SINCAM004329	ENSGACP00000014689
SINCAM004331	ENSGACP00000012580
SINCAM004331	ENSGACP00000002554
SINCAM004333	ENSGACP00000020227
SINCAM004334	ENSGACP00000004060
SINCAM004334	ENSGACP00000020210
SINCAM004336	ENSGACP00000019849
SINCAM004338	ENSGACP00000005271
SINCAM004338	ENSGACP00000019854
SINCAM004340	ENSGACP00000005259
SINCAM004340	ENSGACP00000005236
SINCAM004342	ENSGACP00000005225
SINCAM004344	ENSGACP00000005207
SINCAM004345	ENSGACP00000005191
SINCAM004345	ENSGACP00000019250
SINCAM004346	ENSGACP00000019253
SINCAM004347	ENSGACP00000005153
SINCAM004347	ENSGACP00000023089
SINCAM004348	ENSGACP00000005113
SINCAM004349	ENSGACP00000005106
SINCAM004350	ENSGACP00000005070
SINCAM004350	ENSGACP00000021799
SINCAM004352	ENSGACP00000004458
SINCAM004354	ENSGACP00000019935
SINCAM004358	ENSGACP00000019877
SINCAM004360	ENSGACP00000019894
SINCAM004360	ENSGACP00000024789
SINCAM004362	ENSGACP00000021543
SINCAM004362	ENSGACP00000018244
SINCAM004363	ENSGACP00000019903
SINCAM004363	ENSGACP00000018486
SINCAM004364	ENSGACP00000018475
SINCAM004364	ENSGACP00000019906
SINCAM004365	ENSGACP00000019909
SINCAM004365	ENSGACP00000018436
SINCAM004369	ENSGACP00000018450
SINCAM004369	ENSGACP00000019915
SINCAM004370	ENSGACP00000018892
SINCAM004370	ENSGACP00000018505
SINCAM004372	ENSGACP00000019949
SINCAM004372	ENSGACP00000004434
SINCAM004373	ENSGACP00000017910
SINCAM004373	ENSGACP00000000712
SINCAM004374	ENSGACP00000027344
SINCAM004374	ENSGACP00000016919
SINCAM004376	ENSGACP00000022797
SINCAM004377	ENSGACP00000027343
SINCAM004377	ENSGACP00000019904
SINCAM004378	ENSGACP00000007173
SINCAM004379	ENSGACP00000016987
SINCAM004381	ENSGACP00000019836
SINCAM004381	ENSGACP00000005278
SINCAM004382	ENSGACP00000005298
SINCAM004382	ENSGACP00000019833
SINCAM004383	ENSGACP00000020458
SINCAM004384	ENSGACP00000018529
SINCAM004385	ENSGACP00000018513
SINCAM004385	ENSGACP00000020555
SINCAM004387	ENSGACP00000000339
SINCAM004389	ENSGACP00000000326
SINCAM004389	ENSGACP00000018542
SINCAM004391	ENSGACP00000023377
SINCAM004392	ENSGACP00000009135
SINCAM004392	ENSGACP00000018141
SINCAM004393	ENSGACP00000018157
SINCAM004394	ENSGACP00000020065
SINCAM004396	ENSGACP00000009120
SINCAM004398	ENSGACP00000020055
SINCAM004398	ENSGACP00000009118
SINCAM004399	ENSGACP00000009112
SINCAM004401	ENSGACP00000005303
SINCAM004401	ENSGACP00000005300
SINCAM004404	ENSGACP00000020005
SINCAM004405	ENSGACP00000020002
SINCAM004406	ENSGACP00000010550
SINCAM004408	ENSGACP00000010760
SINCAM004411	ENSGACP00000010734
SINCAM004412	ENSGACP00000010704
SINCAM004412	ENSGACP00000012208
SINCAM004413	ENSGACP00000010656
SINCAM004415	ENSGACP00000019618
SINCAM004416	ENSGACP00000003788
SINCAM004416	ENSGACP00000019605
SINCAM004417	ENSGACP00000004540
SINCAM004417	ENSGACP00000020222
SINCAM004421	ENSGACP00000004599
SINCAM004423	ENSGACP00000004611
SINCAM004425	ENSGACP00000004614
SINCAM004426	ENSGACP00000004638
SINCAM004426	ENSGACP00000024821
SINCAM004429	ENSGACP00000020186
SINCAM004429	ENSGACP00000020198
SINCAM004430	ENSGACP00000020180
SINCAM004434	ENSGACP00000002557
SINCAM004436	ENSGACP00000004251
SINCAM004436	ENSGACP00000020986
SINCAM004438	ENSGACP00000027620
SINCAM004439	ENSGACP00000004243
SINCAM004439	ENSGACP00000027350
SINCAM004440	ENSGACP00000004197
SINCAM004440	ENSGACP00000007757
SINCAM004441	ENSGACP00000004192
SINCAM004442	ENSGACP00000019266
SINCAM004443	ENSGACP00000004707
SINCAM004443	ENSGACP00000006642
SINCAM004444	ENSGACP00000004735
SINCAM004445	ENSGACP00000004819
SINCAM004445	ENSGACP00000010847
SINCAM004446	ENSGACP00000004831
SINCAM004453	ENSGACP00000023455
SINCAM004453	ENSGACP00000000428
SINCAM004456	ENSGACP00000003929
SINCAM004457	ENSGACP00000004670
SINCAM004457	ENSGACP00000018656
SINCAM004458	ENSGACP00000004686
SINCAM004458	ENSGACP00000027341
SINCAM004459	ENSGACP00000018659
SINCAM004459	ENSGACP00000023360
SINCAM004461	ENSGACP00000002008
SINCAM004461	ENSGACP00000026315
SINCAM004462	ENSGACP00000002003
SINCAM004463	ENSGACP00000004696
SINCAM004463	ENSGACP00000018665
SINCAM004464	ENSGACP00000017038
SINCAM004465	ENSGACP00000017027
SINCAM004465	ENSGACP00000018193
SINCAM004466	ENSGACP00000017011
SINCAM004466	ENSGACP00000005319
SINCAM004467	ENSGACP00000017007
SINCAM004467	ENSGACP00000005322
SINCAM004470	ENSGACP00000020141
SINCAM004470	ENSGACP00000005345
SINCAM004474	ENSGACP00000020138
SINCAM004475	ENSGACP00000020132
SINCAM004477	ENSGACP00000023385
SINCAM004477	ENSGACP00000021294
SINCAM004478	ENSGACP00000002443
SINCAM004478	ENSGACP00000013063
SINCAM004479	ENSGACP00000013055
SINCAM004480	ENSGACP00000013046
SINCAM004481	ENSGACP00000013016
SINCAM004482	ENSGACP00000012945
SINCAM004485	ENSGACP00000002439
SINCAM004485	ENSGACP00000027555
SINCAM004486	ENSGACP00000002437
SINCAM004488	ENSGACP00000002429
SINCAM004489	ENSGACP00000002423
SINCAM004490	ENSGACP00000002384
SINCAM004490	ENSGACP00000020273
SINCAM004491	ENSGACP00000002373
SINCAM004491	ENSGACP00000020275
SINCAM004492	ENSGACP00000002340
SINCAM004494	ENSGACP00000002316
SINCAM004494	ENSGACP00000012593
SINCAM004495	ENSGACP00000002268
SINCAM004498	ENSGACP00000005504
SINCAM004498	ENSGACP00000025471
SINCAM004501	ENSGACP00000005448
SINCAM004501	ENSGACP00000018496
SINCAM004502	ENSGACP00000018982
SINCAM004507	ENSGACP00000019820
SINCAM004509	ENSGACP00000019818
SINCAM004510	ENSGACP00000019811
SINCAM004512	ENSGACP00000020118
SINCAM004512	ENSGACP00000027394
SINCAM004513	ENSGACP00000020120
SINCAM004514	ENSGACP00000020121
SINCAM004517	ENSGACP00000026945
SINCAM004517	ENSGACP00000007216
SINCAM004518	ENSGACP00000007220
SINCAM004519	ENSGACP00000007224
SINCAM004520	ENSGACP00000002012
SINCAM004521	ENSGACP00000020433
SINCAM004521	ENSGACP00000022719
SINCAM004523	ENSGACP00000000241
SINCAM004523	ENSGACP00000020436
SINCAM004524	ENSGACP00000023009
SINCAM004524	ENSGACP00000020253
SINCAM004525	ENSGACP00000004118
SINCAM004525	ENSGACP00000020247
SINCAM004526	ENSGACP00000020241
SINCAM004526	ENSGACP00000004114
SINCAM004528	ENSGACP00000004188
SINCAM004530	ENSGACP00000023620
SINCAM004531	ENSGACP00000027217
SINCAM004531	ENSGACP00000009152
SINCAM004535	ENSGACP00000027215
SINCAM004535	ENSGACP00000025152
SINCAM004536	ENSGACP00000009170
SINCAM004536	ENSGACP00000027214
SINCAM004538	ENSGACP00000018148
SINCAM004540	ENSGACP00000013341
SINCAM004540	ENSGACP00000020020
SINCAM004541	ENSGACP00000020025
SINCAM004541	ENSGACP00000000901
SINCAM004542	ENSGACP00000011416
SINCAM004542	ENSGACP00000022859
SINCAM004543	ENSGACP00000013349
SINCAM004548	ENSGACP00000024427
SINCAM004550	ENSGACP00000003398
SINCAM004551	ENSGACP00000003404
SINCAM004551	ENSGACP00000027338
SINCAM004552	ENSGACP00000003430
SINCAM004552	ENSGACP00000006442
SINCAM004553	ENSGACP00000003434
SINCAM004553	ENSGACP00000027335
SINCAM004555	ENSGACP00000016798
SINCAM004556	ENSGACP00000008145
SINCAM004556	ENSGACP00000019952
SINCAM004557	ENSGACP00000000324
SINCAM004559	ENSGACP00000027362
SINCAM004560	ENSGACP00000022989
SINCAM004564	ENSGACP00000019261
SINCAM004564	ENSGACP00000019258
SINCAM004565	ENSGACP00000018784
SINCAM004565	ENSGACP00000022869
SINCAM004566	ENSGACP00000008958
SINCAM004569	ENSGACP00000005809
SINCAM004573	ENSGACP00000002520
SINCAM004574	ENSGACP00000002501
SINCAM004575	ENSGACP00000018783
SINCAM004577	ENSGACP00000003056
SINCAM004579	ENSGACP00000002467
SINCAM004580	ENSGACP00000002461
SINCAM004581	ENSGACP00000002460
SINCAM004582	ENSGACP00000003120
SINCAM004582	ENSGACP00000022763
SINCAM004583	ENSGACP00000013073
SINCAM004584	ENSGACP00000002451
SINCAM004585	ENSGACP00000002449
SINCAM004588	ENSGACP00000005673
SINCAM004588	ENSGACP00000018309
SINCAM004589	ENSGACP00000005563
SINCAM004589	ENSGACP00000018772
SINCAM004591	ENSGACP00000019550
SINCAM004591	ENSGACP00000002961
SINCAM004592	ENSGACP00000022475
SINCAM004592	ENSGACP00000019921
SINCAM004597	ENSGACP00000027353
SINCAM004597	ENSGACP00000023413
SINCAM004598	ENSGACP00000008570
SINCAM004598	ENSGACP00000026670
SINCAM004599	ENSGACP00000027354
SINCAM004600	ENSGACP00000016546
SINCAM004600	ENSGACP00000012073
SINCAM004601	ENSGACP00000004267
SINCAM004602	ENSGACP00000004261
SINCAM004603	ENSGACP00000004255
SINCAM004603	ENSGACP00000027348
SINCAM004604	ENSGACP00000016807
SINCAM004604	ENSGACP00000022621
SINCAM004606	ENSGACP00000015620
SINCAM004609	ENSGACP00000027271
SINCAM004611	ENSGACP00000015603
SINCAM004612	ENSGACP00000015585
SINCAM004613	ENSGACP00000010637
SINCAM004614	ENSGACP00000010599
SINCAM004622	ENSGACP00000004384
SINCAM004623	ENSGACP00000004369
SINCAM004624	ENSGACP00000020519
SINCAM004624	ENSGACP00000004336
SINCAM004625	ENSGACP00000004330
SINCAM004626	ENSGACP00000002236
SINCAM004626	ENSGACP00000020443
SINCAM004627	ENSGACP00000002216
SINCAM004627	ENSGACP00000022890
SINCAM004630	ENSGACP00000002214
SINCAM004630	ENSGACP00000022888
SINCAM004632	ENSGACP00000002209
SINCAM004633	ENSGACP00000016993
SINCAM004635	ENSGACP00000002625
SINCAM004637	ENSGACP00000010886
SINCAM004637	ENSGACP00000018373
SINCAM004639	ENSGACP00000012420
SINCAM004639	ENSGACP00000024017
SINCAM004640	ENSGACP00000004308
SINCAM004641	ENSGACP00000004300
SINCAM004642	ENSGACP00000004283
SINCAM004644	ENSGACP00000023641
SINCAM004644	ENSGACP00000016082
SINCAM004647	ENSGACP00000016097
SINCAM004647	ENSGACP00000027288
SINCAM004650	ENSGACP00000016051
SINCAM004653	ENSGACP00000012300
SINCAM004653	ENSGACP00000011738
