ENSMODP00000000002	SINCAM921321
ENSMODP00000010832	SINCAM003379
ENSMODP00000010833	SINCAM015429
ENSMODP00000010834	SINCAM009963
ENSMODP00000010838	SINCAM001746
ENSMODP00000010839	SINCAM008093
ENSMODP00000010842	SINCAM921607
ENSMODP00000010843	SINCAM002552
ENSMODP00000010846	SINCAM007259
ENSMODP00000010850	SINCAM009625
ENSMODP00000010853	SINCAM007069
ENSMODP00000010854	SINCAM009626
ENSMODP00000010856	SINCAM011045
ENSMODP00000010860	SINCAM015165
ENSMODP00000010861	SINCAM921608
ENSMODP00000010862	SINCAM001745
ENSMODP00000010872	SINCAM900062
ENSMODP00000010878	SINCAM003627
ENSMODP00000010881	SINCAM003590
ENSMODP00000010887	SINCAM011132
ENSMODP00000010888	SINCAM921172
ENSMODP00000010890	SINCAM007260
ENSMODP00000010891	SINCAM002841
ENSMODP00000010893	SINCAM007068
ENSMODP00000010896	SINCAM003628
ENSMODP00000010901	SINCAM921634
ENSMODP00000010903	SINCAM900061
ENSMODP00000010912	SINCAM015150
ENSMODP00000010914	SINCAM009627
ENSMODP00000010916	SINCAM920701
ENSMODP00000010920	SINCAM001877
ENSMODP00000010923	SINCAM921633
ENSMODP00000010925	SINCAM015148
ENSMODP00000010929	SINCAM001878
ENSMODP00000010931	SINCAM001744
ENSMODP00000010934	SINCAM007066
ENSMODP00000010935	SINCAM000641
ENSMODP00000010937	SINCAM009628
ENSMODP00000010939	SINCAM002842
ENSMODP00000010943	SINCAM008091
ENSMODP00000010945	SINCAM921169
ENSMODP00000010946	SINCAM900060
ENSMODP00000010953	SINCAM922148
ENSMODP00000010954	SINCAM921377
ENSMODP00000010955	SINCAM003620
ENSMODP00000010958	SINCAM002551
ENSMODP00000010962	SINCAM003618
ENSMODP00000010963	SINCAM921378
ENSMODP00000010972	SINCAM003436
ENSMODP00000010974	SINCAM011129
ENSMODP00000010979	SINCAM920802
ENSMODP00000010983	SINCAM009961
ENSMODP00000010984	SINCAM002845
ENSMODP00000010987	SINCAM006014
ENSMODP00000010989	SINCAM003437
ENSMODP00000010991	SINCAM015117
ENSMODP00000010996	SINCAM003521
ENSMODP00000010998	SINCAM009629
ENSMODP00000010999	SINCAM013193
ENSMODP00000011001	SINCAM003522
ENSMODP00000011003	SINCAM004497
ENSMODP00000011007	SINCAM009630
ENSMODP00000011008	SINCAM006456
ENSMODP00000011010	SINCAM011145
ENSMODP00000011019	SINCAM006734
ENSMODP00000011020	SINCAM013274
ENSMODP00000011028	SINCAM920801
ENSMODP00000011033	SINCAM007496
ENSMODP00000011037	SINCAM900058
ENSMODP00000011039	SINCAM007263
ENSMODP00000011041	SINCAM006892
ENSMODP00000011044	SINCAM922209
ENSMODP00000011048	SINCAM922769
ENSMODP00000011049	SINCAM921168
ENSMODP00000011050	SINCAM013273
ENSMODP00000011052	SINCAM007264
ENSMODP00000011054	SINCAM001641
ENSMODP00000011056	SINCAM921784
ENSMODP00000011062	SINCAM004831
ENSMODP00000011064	SINCAM005863
ENSMODP00000011070	SINCAM005862
ENSMODP00000011071	SINCAM900057
ENSMODP00000011073	SINCAM006733
ENSMODP00000011076	SINCAM015958
ENSMODP00000011081	SINCAM006732
ENSMODP00000011083	SINCAM003084
ENSMODP00000011087	SINCAM003087
ENSMODP00000011088	SINCAM900056
ENSMODP00000011090	SINCAM006731
ENSMODP00000011093	SINCAM010297
ENSMODP00000011095	SINCAM002173
ENSMODP00000011097	SINCAM001743
ENSMODP00000011099	SINCAM920800
ENSMODP00000011100	SINCAM007486
ENSMODP00000011101	SINCAM003088
ENSMODP00000011106	SINCAM006528
ENSMODP00000011108	SINCAM003093
ENSMODP00000011112	SINCAM920675
ENSMODP00000011114	SINCAM009202
ENSMODP00000011115	SINCAM007494
ENSMODP00000011117	SINCAM922688
ENSMODP00000011118	SINCAM921653
ENSMODP00000011123	SINCAM006730
ENSMODP00000011125	SINCAM008383
ENSMODP00000011131	SINCAM013211
ENSMODP00000011135	SINCAM008090
ENSMODP00000011136	SINCAM006219
ENSMODP00000011144	SINCAM001879
ENSMODP00000011145	SINCAM004833
ENSMODP00000011148	SINCAM005790
ENSMODP00000011152	SINCAM001741
ENSMODP00000011154	SINCAM921987
ENSMODP00000011155	SINCAM001740
ENSMODP00000011159	SINCAM008089
ENSMODP00000011162	SINCAM922894
ENSMODP00000011163	SINCAM003090
ENSMODP00000011164	SINCAM921173
ENSMODP00000011165	SINCAM004834
ENSMODP00000011166	SINCAM921632
ENSMODP00000011172	SINCAM922782
ENSMODP00000011173	SINCAM004835
ENSMODP00000011174	SINCAM002547
ENSMODP00000011177	SINCAM003581
ENSMODP00000011179	SINCAM008868
ENSMODP00000011180	SINCAM921564
ENSMODP00000011185	SINCAM002171
ENSMODP00000011187	SINCAM002546
ENSMODP00000011189	SINCAM007493
ENSMODP00000011192	SINCAM008088
ENSMODP00000011195	SINCAM008538
ENSMODP00000011197	SINCAM008086
ENSMODP00000011198	SINCAM009794
ENSMODP00000011208	SINCAM004836
ENSMODP00000011210	SINCAM004498
ENSMODP00000011211	SINCAM011693
ENSMODP00000011218	SINCAM922360
ENSMODP00000011219	SINCAM001739
ENSMODP00000011222	SINCAM015481
ENSMODP00000011226	SINCAM013250
ENSMODP00000011228	SINCAM011148
ENSMODP00000011229	SINCAM010205
ENSMODP00000011230	SINCAM007488
ENSMODP00000011232	SINCAM010803
ENSMODP00000011233	SINCAM921379
ENSMODP00000011237	SINCAM011149
ENSMODP00000011239	SINCAM012405
ENSMODP00000011240	SINCAM921380
ENSMODP00000011241	SINCAM009698
ENSMODP00000011242	SINCAM013249
ENSMODP00000011243	SINCAM013210
ENSMODP00000011245	SINCAM004375
ENSMODP00000011246	SINCAM004839
ENSMODP00000011249	SINCAM011151
ENSMODP00000011250	SINCAM007490
ENSMODP00000011251	SINCAM011152
ENSMODP00000011253	SINCAM922361
ENSMODP00000011256	SINCAM011690
ENSMODP00000011260	SINCAM001738
ENSMODP00000011262	SINCAM013209
ENSMODP00000011264	SINCAM002169
ENSMODP00000011273	SINCAM001046
ENSMODP00000011294	SINCAM004374
ENSMODP00000011297	SINCAM001737
ENSMODP00000011302	SINCAM008085
ENSMODP00000011304	SINCAM002730
ENSMODP00000011307	SINCAM900271
ENSMODP00000011308	SINCAM004844
ENSMODP00000011310	SINCAM003580
ENSMODP00000011311	SINCAM011158
ENSMODP00000011316	SINCAM003578
ENSMODP00000011321	SINCAM011687
ENSMODP00000011322	SINCAM900272
ENSMODP00000011325	SINCAM001736
ENSMODP00000011326	SINCAM005787
ENSMODP00000011328	SINCAM009447
ENSMODP00000011329	SINCAM010208
ENSMODP00000011330	SINCAM006725
ENSMODP00000011336	SINCAM014339
ENSMODP00000011340	SINCAM002545
ENSMODP00000011345	SINCAM001735
ENSMODP00000011347	SINCAM003617
ENSMODP00000011348	SINCAM011686
ENSMODP00000011349	SINCAM001562
ENSMODP00000011351	SINCAM001806
ENSMODP00000011352	SINCAM005785
ENSMODP00000011366	SINCAM002541
ENSMODP00000011371	SINCAM003616
ENSMODP00000011372	SINCAM002092
ENSMODP00000011376	SINCAM011684
ENSMODP00000011380	SINCAM004845
ENSMODP00000011381	SINCAM000884
ENSMODP00000011393	SINCAM013088
ENSMODP00000011395	SINCAM006724
ENSMODP00000011403	SINCAM004846
ENSMODP00000011404	SINCAM001734
ENSMODP00000011409	SINCAM012706
ENSMODP00000011411	SINCAM002539
ENSMODP00000011414	SINCAM920674
ENSMODP00000011420	SINCAM004847
ENSMODP00000011421	SINCAM922253
ENSMODP00000011422	SINCAM017815
ENSMODP00000011423	SINCAM003752
ENSMODP00000011430	SINCAM921136
ENSMODP00000011431	SINCAM006723
ENSMODP00000011432	SINCAM001560
ENSMODP00000011433	SINCAM013243
ENSMODP00000011438	SINCAM003754
ENSMODP00000011440	SINCAM004848
ENSMODP00000011444	SINCAM012704
ENSMODP00000011448	SINCAM002538
ENSMODP00000011450	SINCAM013242
ENSMODP00000011458	SINCAM002537
ENSMODP00000011460	SINCAM921600
ENSMODP00000011466	SINCAM004572
ENSMODP00000011469	SINCAM016045
ENSMODP00000011473	SINCAM003908
ENSMODP00000011481	SINCAM011024
ENSMODP00000011483	SINCAM003883
ENSMODP00000011491	SINCAM004850
ENSMODP00000011492	SINCAM002645
ENSMODP00000011494	SINCAM001733
ENSMODP00000011497	SINCAM008209
ENSMODP00000011498	SINCAM920744
ENSMODP00000011508	SINCAM015462
ENSMODP00000011509	SINCAM004853
ENSMODP00000011517	SINCAM013229
ENSMODP00000011527	SINCAM013783
ENSMODP00000011528	SINCAM014300
ENSMODP00000011529	SINCAM001732
ENSMODP00000011531	SINCAM010939
ENSMODP00000011533	SINCAM922252
ENSMODP00000011536	SINCAM008522
ENSMODP00000011537	SINCAM921186
ENSMODP00000011542	SINCAM013086
ENSMODP00000011544	SINCAM922700
ENSMODP00000011548	SINCAM012709
ENSMODP00000011550	SINCAM007508
ENSMODP00000011551	SINCAM003455
ENSMODP00000011552	SINCAM010565
ENSMODP00000011554	SINCAM010209
ENSMODP00000011557	SINCAM013085
ENSMODP00000011558	SINCAM013781
ENSMODP00000011560	SINCAM002151
ENSMODP00000011562	SINCAM921328
ENSMODP00000011564	SINCAM011387
ENSMODP00000011565	SINCAM010211
ENSMODP00000011571	SINCAM015403
ENSMODP00000011573	SINCAM921381
ENSMODP00000011577	SINCAM010756
ENSMODP00000011581	SINCAM007517
ENSMODP00000011585	SINCAM922701
ENSMODP00000011586	SINCAM007265
ENSMODP00000011588	SINCAM000658
ENSMODP00000011593	SINCAM007516
ENSMODP00000011594	SINCAM011682
ENSMODP00000011596	SINCAM922702
ENSMODP00000011597	SINCAM013084
ENSMODP00000011601	SINCAM921886
ENSMODP00000011602	SINCAM000702
ENSMODP00000011603	SINCAM013218
ENSMODP00000011604	SINCAM007515
ENSMODP00000011607	SINCAM006870
ENSMODP00000011608	SINCAM012705
ENSMODP00000011613	SINCAM002148
ENSMODP00000011615	SINCAM014302
ENSMODP00000011618	SINCAM012503
ENSMODP00000011622	SINCAM921599
ENSMODP00000011623	SINCAM010268
ENSMODP00000011624	SINCAM921792
ENSMODP00000011625	SINCAM920738
ENSMODP00000011626	SINCAM921384
ENSMODP00000011627	SINCAM922250
ENSMODP00000011628	SINCAM002146
ENSMODP00000011629	SINCAM007513
ENSMODP00000011631	SINCAM013083
ENSMODP00000011632	SINCAM921432
ENSMODP00000011634	SINCAM011679
ENSMODP00000011635	SINCAM017193
ENSMODP00000011636	SINCAM006869
ENSMODP00000011638	SINCAM004501
ENSMODP00000011640	SINCAM003456
ENSMODP00000011646	SINCAM006868
ENSMODP00000011650	SINCAM003457
ENSMODP00000011651	SINCAM012455
ENSMODP00000011654	SINCAM003517
ENSMODP00000011655	SINCAM006720
ENSMODP00000011662	SINCAM013780
ENSMODP00000011664	SINCAM921829
ENSMODP00000011665	SINCAM004502
ENSMODP00000011668	SINCAM000704
ENSMODP00000011669	SINCAM006719
ENSMODP00000011676	SINCAM003518
ENSMODP00000011677	SINCAM010062
ENSMODP00000011680	SINCAM002534
ENSMODP00000011681	SINCAM921988
ENSMODP00000011682	SINCAM004857
ENSMODP00000011684	SINCAM004858
ENSMODP00000011686	SINCAM922829
ENSMODP00000011687	SINCAM003519
ENSMODP00000011691	SINCAM002533
ENSMODP00000011695	SINCAM001047
ENSMODP00000011696	SINCAM921597
ENSMODP00000011700	SINCAM006867
ENSMODP00000011701	SINCAM921596
ENSMODP00000011702	SINCAM002532
ENSMODP00000011705	SINCAM922828
ENSMODP00000011706	SINCAM006865
ENSMODP00000011707	SINCAM013080
ENSMODP00000011708	SINCAM000705
ENSMODP00000011712	SINCAM921330
ENSMODP00000011714	SINCAM014716
ENSMODP00000011715	SINCAM011675
ENSMODP00000011716	SINCAM003520
ENSMODP00000011718	SINCAM010055
ENSMODP00000011720	SINCAM014715
ENSMODP00000011723	SINCAM004860
ENSMODP00000011727	SINCAM005539
ENSMODP00000011728	SINCAM006862
ENSMODP00000011730	SINCAM010114
ENSMODP00000011733	SINCAM011197
ENSMODP00000011734	SINCAM002530
ENSMODP00000011736	SINCAM000707
ENSMODP00000011737	SINCAM006859
ENSMODP00000011738	SINCAM921331
ENSMODP00000011739	SINCAM921083
ENSMODP00000011741	SINCAM002529
ENSMODP00000011744	SINCAM004504
ENSMODP00000011745	SINCAM003022
ENSMODP00000011747	SINCAM000708
ENSMODP00000011750	SINCAM014890
ENSMODP00000011755	SINCAM005540
ENSMODP00000011761	SINCAM013079
ENSMODP00000011764	SINCAM001764
ENSMODP00000011765	SINCAM004506
ENSMODP00000011766	SINCAM006717
ENSMODP00000011769	SINCAM013078
ENSMODP00000011771	SINCAM001763
ENSMODP00000011772	SINCAM011667
ENSMODP00000011775	SINCAM006858
ENSMODP00000011776	SINCAM922595
ENSMODP00000011781	SINCAM006856
ENSMODP00000011783	SINCAM922594
ENSMODP00000011785	SINCAM002528
ENSMODP00000011787	SINCAM008526
ENSMODP00000011788	SINCAM013221
ENSMODP00000011795	SINCAM010056
ENSMODP00000011798	SINCAM001730
ENSMODP00000011799	SINCAM002153
ENSMODP00000011800	SINCAM013222
ENSMODP00000011801	SINCAM922520
ENSMODP00000011802	SINCAM922826
ENSMODP00000011803	SINCAM011669
ENSMODP00000011805	SINCAM922625
ENSMODP00000011806	SINCAM920946
ENSMODP00000011810	SINCAM007514
ENSMODP00000011812	SINCAM011670
ENSMODP00000011815	SINCAM004861
ENSMODP00000011818	SINCAM011671
ENSMODP00000011823	SINCAM006716
ENSMODP00000011825	SINCAM004328
ENSMODP00000011827	SINCAM007510
ENSMODP00000011831	SINCAM005542
ENSMODP00000011834	SINCAM001728
ENSMODP00000011835	SINCAM013227
ENSMODP00000011837	SINCAM000710
ENSMODP00000011838	SINCAM014850
ENSMODP00000011840	SINCAM010125
ENSMODP00000011842	SINCAM010271
ENSMODP00000011843	SINCAM011673
ENSMODP00000011844	SINCAM012285
ENSMODP00000011845	SINCAM000711
ENSMODP00000011848	SINCAM922825
ENSMODP00000011850	SINCAM013152
ENSMODP00000011852	SINCAM006852
ENSMODP00000011854	SINCAM008527
ENSMODP00000011855	SINCAM010273
ENSMODP00000011856	SINCAM005543
ENSMODP00000011859	SINCAM922800
ENSMODP00000011860	SINCAM005545
ENSMODP00000011868	SINCAM006851
ENSMODP00000011869	SINCAM002155
ENSMODP00000011870	SINCAM017752
ENSMODP00000011872	SINCAM005695
ENSMODP00000011879	SINCAM002527
ENSMODP00000011881	SINCAM007422
ENSMODP00000011885	SINCAM006715
ENSMODP00000011892	SINCAM006850
ENSMODP00000011893	SINCAM014089
ENSMODP00000011894	SINCAM013778
ENSMODP00000011895	SINCAM002156
ENSMODP00000011896	SINCAM922248
ENSMODP00000011897	SINCAM000498
ENSMODP00000011901	SINCAM922249
ENSMODP00000011903	SINCAM004866
ENSMODP00000011905	SINCAM013074
ENSMODP00000011908	SINCAM011734
ENSMODP00000011914	SINCAM922973
ENSMODP00000011915	SINCAM006713
ENSMODP00000011921	SINCAM014309
ENSMODP00000011922	SINCAM013602
ENSMODP00000011923	SINCAM001049
ENSMODP00000011924	SINCAM014757
ENSMODP00000011928	SINCAM010270
ENSMODP00000011930	SINCAM922974
ENSMODP00000011931	SINCAM006712
ENSMODP00000011932	SINCAM011732
ENSMODP00000011935	SINCAM000714
ENSMODP00000011939	SINCAM006710
ENSMODP00000011947	SINCAM011731
ENSMODP00000011948	SINCAM008389
ENSMODP00000011949	SINCAM900283
ENSMODP00000011953	SINCAM922592
ENSMODP00000011955	SINCAM011728
ENSMODP00000011963	SINCAM920799
ENSMODP00000011964	SINCAM015696
ENSMODP00000011965	SINCAM014765
ENSMODP00000011968	SINCAM000735
ENSMODP00000011969	SINCAM011727
ENSMODP00000011971	SINCAM016046
ENSMODP00000011972	SINCAM014338
ENSMODP00000011973	SINCAM006709
ENSMODP00000011975	SINCAM014767
ENSMODP00000011979	SINCAM000733
ENSMODP00000011980	SINCAM013663
ENSMODP00000011981	SINCAM006848
ENSMODP00000011982	SINCAM006708
ENSMODP00000011985	SINCAM922817
ENSMODP00000011986	SINCAM008056
ENSMODP00000011987	SINCAM006707
ENSMODP00000011989	SINCAM013683
ENSMODP00000011990	SINCAM011726
ENSMODP00000011991	SINCAM006705
ENSMODP00000011995	SINCAM000729
ENSMODP00000012001	SINCAM922804
ENSMODP00000012004	SINCAM008705
ENSMODP00000012005	SINCAM001437
ENSMODP00000012007	SINCAM013071
ENSMODP00000012009	SINCAM002526
ENSMODP00000012012	SINCAM010275
ENSMODP00000012015	SINCAM006701
ENSMODP00000012018	SINCAM013070
ENSMODP00000012021	SINCAM001727
ENSMODP00000012022	SINCAM922533
ENSMODP00000012024	SINCAM007337
ENSMODP00000012026	SINCAM008676
ENSMODP00000012028	SINCAM006699
ENSMODP00000012030	SINCAM011724
ENSMODP00000012032	SINCAM014764
ENSMODP00000012033	SINCAM000328
ENSMODP00000012038	SINCAM013103
ENSMODP00000012039	SINCAM004867
ENSMODP00000012042	SINCAM922372
ENSMODP00000012043	SINCAM004868
ENSMODP00000012044	SINCAM002524
ENSMODP00000012046	SINCAM001726
ENSMODP00000012047	SINCAM006845
ENSMODP00000012052	SINCAM000726
ENSMODP00000012053	SINCAM004327
ENSMODP00000012054	SINCAM002523
ENSMODP00000012055	SINCAM011722
ENSMODP00000012060	SINCAM013104
ENSMODP00000012061	SINCAM000725
ENSMODP00000012063	SINCAM007338
ENSMODP00000012064	SINCAM010276
ENSMODP00000012067	SINCAM014894
ENSMODP00000012068	SINCAM013105
ENSMODP00000012070	SINCAM005693
ENSMODP00000012081	SINCAM008237
ENSMODP00000012084	SINCAM005692
ENSMODP00000012086	SINCAM008238
ENSMODP00000012087	SINCAM005691
ENSMODP00000012089	SINCAM007339
ENSMODP00000012094	SINCAM007353
ENSMODP00000012095	SINCAM008239
ENSMODP00000012096	SINCAM006844
ENSMODP00000012099	SINCAM008678
ENSMODP00000012101	SINCAM016025
ENSMODP00000012102	SINCAM011721
ENSMODP00000012104	SINCAM014895
ENSMODP00000012109	SINCAM010533
ENSMODP00000012110	SINCAM014248
ENSMODP00000012113	SINCAM006698
ENSMODP00000012114	SINCAM922697
ENSMODP00000012116	SINCAM011720
ENSMODP00000012118	SINCAM004869
ENSMODP00000012124	SINCAM007354
ENSMODP00000012128	SINCAM008240
ENSMODP00000012133	SINCAM016675
ENSMODP00000012137	SINCAM010277
ENSMODP00000012143	SINCAM008241
ENSMODP00000012144	SINCAM006843
ENSMODP00000012146	SINCAM013107
ENSMODP00000012150	SINCAM922258
ENSMODP00000012151	SINCAM001722
ENSMODP00000012155	SINCAM013108
ENSMODP00000012157	SINCAM005724
ENSMODP00000012158	SINCAM922257
ENSMODP00000012160	SINCAM001719
ENSMODP00000012162	SINCAM008242
ENSMODP00000012163	SINCAM014197
ENSMODP00000012164	SINCAM007355
ENSMODP00000012168	SINCAM008803
ENSMODP00000012172	SINCAM006696
ENSMODP00000012173	SINCAM014249
ENSMODP00000012177	SINCAM900172
ENSMODP00000012178	SINCAM922256
ENSMODP00000012182	SINCAM014250
ENSMODP00000012185	SINCAM900173
ENSMODP00000012187	SINCAM006842
ENSMODP00000012188	SINCAM017807
ENSMODP00000012191	SINCAM011159
ENSMODP00000012194	SINCAM922376
ENSMODP00000012195	SINCAM007357
ENSMODP00000012196	SINCAM007282
ENSMODP00000012197	SINCAM003033
ENSMODP00000012199	SINCAM013109
ENSMODP00000012200	SINCAM004870
ENSMODP00000012203	SINCAM003206
ENSMODP00000012204	SINCAM001880
ENSMODP00000012210	SINCAM007359
ENSMODP00000012211	SINCAM009662
ENSMODP00000012212	SINCAM921893
ENSMODP00000012217	SINCAM003034
ENSMODP00000012218	SINCAM015261
ENSMODP00000012219	SINCAM921333
ENSMODP00000012220	SINCAM922030
ENSMODP00000012221	SINCAM007361
ENSMODP00000012226	SINCAM011737
ENSMODP00000012228	SINCAM010128
ENSMODP00000012229	SINCAM001882
ENSMODP00000012236	SINCAM921892
ENSMODP00000012242	SINCAM013110
ENSMODP00000012244	SINCAM006695
ENSMODP00000012247	SINCAM010199
ENSMODP00000012251	SINCAM011738
ENSMODP00000012255	SINCAM001883
ENSMODP00000012256	SINCAM921406
ENSMODP00000012257	SINCAM922260
ENSMODP00000012261	SINCAM013112
ENSMODP00000012262	SINCAM003035
ENSMODP00000012269	SINCAM920851
ENSMODP00000012275	SINCAM013522
ENSMODP00000012279	SINCAM001717
ENSMODP00000012282	SINCAM010011
ENSMODP00000012290	SINCAM013241
ENSMODP00000012295	SINCAM922833
ENSMODP00000012296	SINCAM007280
ENSMODP00000012297	SINCAM006694
ENSMODP00000012299	SINCAM013560
ENSMODP00000012300	SINCAM001884
ENSMODP00000012308	SINCAM015976
ENSMODP00000012310	SINCAM013559
ENSMODP00000012311	SINCAM921891
ENSMODP00000012314	SINCAM013975
ENSMODP00000012318	SINCAM017380
ENSMODP00000012319	SINCAM001886
ENSMODP00000012320	SINCAM013113
ENSMODP00000012322	SINCAM920703
ENSMODP00000012325	SINCAM920673
ENSMODP00000012329	SINCAM007366
ENSMODP00000012334	SINCAM007279
ENSMODP00000012342	SINCAM008680
ENSMODP00000012343	SINCAM922040
ENSMODP00000012344	SINCAM005926
ENSMODP00000012345	SINCAM006692
ENSMODP00000012346	SINCAM013238
ENSMODP00000012347	SINCAM008681
ENSMODP00000012349	SINCAM011649
ENSMODP00000012350	SINCAM013236
ENSMODP00000012354	SINCAM015819
ENSMODP00000012355	SINCAM008243
ENSMODP00000012356	SINCAM007278
ENSMODP00000012359	SINCAM013396
ENSMODP00000012360	SINCAM922433
ENSMODP00000012361	SINCAM005690
ENSMODP00000012364	SINCAM013115
ENSMODP00000012365	SINCAM001887
ENSMODP00000012369	SINCAM007277
ENSMODP00000012372	SINCAM001324
ENSMODP00000012373	SINCAM008682
ENSMODP00000012374	SINCAM002688
ENSMODP00000012376	SINCAM007275
ENSMODP00000012377	SINCAM008244
ENSMODP00000012378	SINCAM002114
ENSMODP00000012379	SINCAM012828
ENSMODP00000012382	SINCAM011650
ENSMODP00000012383	SINCAM010014
ENSMODP00000012384	SINCAM001888
ENSMODP00000012387	SINCAM010015
ENSMODP00000012388	SINCAM008245
ENSMODP00000012390	SINCAM000115
ENSMODP00000012397	SINCAM002521
ENSMODP00000012402	SINCAM921718
ENSMODP00000012403	SINCAM008246
ENSMODP00000012405	SINCAM011651
ENSMODP00000012407	SINCAM013523
ENSMODP00000012409	SINCAM007363
ENSMODP00000012411	SINCAM921719
ENSMODP00000012412	SINCAM004874
ENSMODP00000012416	SINCAM000116
ENSMODP00000012421	SINCAM013196
ENSMODP00000012425	SINCAM008247
ENSMODP00000012432	SINCAM004507
ENSMODP00000012436	SINCAM000117
ENSMODP00000012441	SINCAM015401
ENSMODP00000012444	SINCAM010017
ENSMODP00000012445	SINCAM002291
ENSMODP00000012446	SINCAM013569
ENSMODP00000012448	SINCAM013197
ENSMODP00000012449	SINCAM920672
ENSMODP00000012453	SINCAM922658
ENSMODP00000012455	SINCAM000228
ENSMODP00000012456	SINCAM001714
ENSMODP00000012464	SINCAM922614
ENSMODP00000012469	SINCAM008667
ENSMODP00000012470	SINCAM011474
ENSMODP00000012473	SINCAM008668
ENSMODP00000012474	SINCAM001713
ENSMODP00000012475	SINCAM008409
ENSMODP00000012479	SINCAM000135
ENSMODP00000012481	SINCAM015400
ENSMODP00000012482	SINCAM004880
ENSMODP00000012483	SINCAM002290
ENSMODP00000012484	SINCAM922613
ENSMODP00000012487	SINCAM921836
ENSMODP00000012490	SINCAM014106
ENSMODP00000012494	SINCAM008251
ENSMODP00000012496	SINCAM004882
ENSMODP00000012497	SINCAM000315
ENSMODP00000012498	SINCAM002289
ENSMODP00000012500	SINCAM013568
ENSMODP00000012502	SINCAM000316
ENSMODP00000012503	SINCAM007001
ENSMODP00000012507	SINCAM013482
ENSMODP00000012508	SINCAM001787
ENSMODP00000012509	SINCAM008250
ENSMODP00000012510	SINCAM004883
ENSMODP00000012511	SINCAM004884
ENSMODP00000012512	SINCAM013481
ENSMODP00000012513	SINCAM011459
ENSMODP00000012515	SINCAM002168
ENSMODP00000012520	SINCAM008813
ENSMODP00000012521	SINCAM000317
ENSMODP00000012522	SINCAM010140
ENSMODP00000012528	SINCAM008249
ENSMODP00000012530	SINCAM007004
ENSMODP00000012540	SINCAM008814
ENSMODP00000012544	SINCAM921014
ENSMODP00000012554	SINCAM002283
ENSMODP00000012556	SINCAM921707
ENSMODP00000012557	SINCAM002282
ENSMODP00000012560	SINCAM006164
ENSMODP00000012562	SINCAM002281
ENSMODP00000012564	SINCAM014029
ENSMODP00000012566	SINCAM002222
ENSMODP00000012568	SINCAM007368
ENSMODP00000012572	SINCAM007340
ENSMODP00000012574	SINCAM010141
ENSMODP00000012578	SINCAM004885
ENSMODP00000012579	SINCAM002280
ENSMODP00000012581	SINCAM004045
ENSMODP00000012584	SINCAM008651
ENSMODP00000012588	SINCAM923171
ENSMODP00000012589	SINCAM923119
ENSMODP00000012594	SINCAM004886
ENSMODP00000012595	SINCAM003028
ENSMODP00000012596	SINCAM002223
ENSMODP00000012598	SINCAM015503
ENSMODP00000012601	SINCAM013584
ENSMODP00000012604	SINCAM000837
ENSMODP00000012606	SINCAM002224
ENSMODP00000012608	SINCAM007345
ENSMODP00000012610	SINCAM003931
