SINLEJ016576	ENSLOCP00000000004
SINLEJ007650	ENSLOCP00000008046
SINLEJ006418	ENSLOCP00000008047
SINLEJ010658	ENSLOCP00000008047
SINLEJ001037	ENSLOCP00000008052
SINLEJ012441	ENSLOCP00000008053
SINLEJ001321	ENSLOCP00000008055
SINLEJ009344	ENSLOCP00000008056
SINLEJ011226	ENSLOCP00000008056
SINLEJ003981	ENSLOCP00000008059
SINLEJ012851	ENSLOCP00000008059
SINLEJ000358	ENSLOCP00000008060
SINLEJ003089	ENSLOCP00000008065
SINLEJ010773	ENSLOCP00000008069
SINLEJ018330	ENSLOCP00000008070
SINLEJ007666	ENSLOCP00000008071
SINLEJ007665	ENSLOCP00000008071
SINLEJ010353	ENSLOCP00000008072
SINLEJ011542	ENSLOCP00000008073
SINLEJ002957	ENSLOCP00000008074
SINLEJ003092	ENSLOCP00000008081
SINLEJ003093	ENSLOCP00000008081
SINLEJ017762	ENSLOCP00000008083
SINLEJ018547	ENSLOCP00000008083
SINLEJ003295	ENSLOCP00000008084
SINLEJ600222	ENSLOCP00000008084
SINLEJ012710	ENSLOCP00000008086
SINLEJ012706	ENSLOCP00000008086
SINLEJ010336	ENSLOCP00000008087
SINLEJ009221	ENSLOCP00000008089
SINLEJ001320	ENSLOCP00000008090
SINLEJ010352	ENSLOCP00000008093
SINLEJ016164	ENSLOCP00000008098
SINLEJ019331	ENSLOCP00000008098
SINLEJ003933	ENSLOCP00000008099
SINLEJ010934	ENSLOCP00000008101
SINLEJ009156	ENSLOCP00000008101
SINLEJ012510	ENSLOCP00000008104
SINLEJ012511	ENSLOCP00000008104
SINLEJ003343	ENSLOCP00000008105
SINLEJ012986	ENSLOCP00000008106
SINLEJ000927	ENSLOCP00000008106
SINLEJ015700	ENSLOCP00000008108
SINLEJ007211	ENSLOCP00000008108
SINLEJ004520	ENSLOCP00000008110
SINLEJ011107	ENSLOCP00000008111
SINLEJ009365	ENSLOCP00000008112
SINLEJ009366	ENSLOCP00000008112
SINLEJ600139	ENSLOCP00000008118
SINLEJ003727	ENSLOCP00000008119
SINLEJ003548	ENSLOCP00000008120
SINLEJ600292	ENSLOCP00000008126
SINLEJ004753	ENSLOCP00000008126
SINLEJ010935	ENSLOCP00000008127
SINLEJ010936	ENSLOCP00000008127
SINLEJ014276	ENSLOCP00000008128
SINLEJ003914	ENSLOCP00000008130
SINLEJ012761	ENSLOCP00000008134
SINLEJ011995	ENSLOCP00000008149
SINLEJ013960	ENSLOCP00000008151
SINLEJ015999	ENSLOCP00000008155
SINLEJ012760	ENSLOCP00000008155
SINLEJ018887	ENSLOCP00000008158
SINLEJ013368	ENSLOCP00000008158
SINLEJ003915	ENSLOCP00000008160
SINLEJ003334	ENSLOCP00000008161
SINLEJ011253	ENSLOCP00000008163
SINLEJ012513	ENSLOCP00000008165
SINLEJ012512	ENSLOCP00000008165
SINLEJ013232	ENSLOCP00000008166
SINLEJ005289	ENSLOCP00000008167
SINLEJ007695	ENSLOCP00000008170
SINLEJ010324	ENSLOCP00000008172
SINLEJ015852	ENSLOCP00000008173
SINLEJ012711	ENSLOCP00000008174
SINLEJ013535	ENSLOCP00000008176
SINLEJ000602	ENSLOCP00000008181
SINLEJ003916	ENSLOCP00000008183
SINLEJ011017	ENSLOCP00000008186
SINLEJ009108	ENSLOCP00000008186
SINLEJ006473	ENSLOCP00000008191
SINLEJ017397	ENSLOCP00000008193
SINLEJ013843	ENSLOCP00000008195
SINLEJ003279	ENSLOCP00000008195
SINLEJ006154	ENSLOCP00000008197
SINLEJ001336	ENSLOCP00000008200
SINLEJ003341	ENSLOCP00000008201
SINLEJ015944	ENSLOCP00000008205
SINLEJ012980	ENSLOCP00000008206
SINLEJ011994	ENSLOCP00000008207
SINLEJ003907	ENSLOCP00000008208
SINLEJ003906	ENSLOCP00000008208
SINLEJ003726	ENSLOCP00000008213
SINLEJ003728	ENSLOCP00000008213
SINLEJ001478	ENSLOCP00000008216
SINLEJ001477	ENSLOCP00000008216
SINLEJ001763	ENSLOCP00000008218
SINLEJ003790	ENSLOCP00000008219
SINLEJ003785	ENSLOCP00000008219
SINLEJ010318	ENSLOCP00000008223
SINLEJ019351	ENSLOCP00000008225
SINLEJ017997	ENSLOCP00000008227
SINLEJ017998	ENSLOCP00000008227
SINLEJ008051	ENSLOCP00000008230
SINLEJ012200	ENSLOCP00000008234
SINLEJ018099	ENSLOCP00000008238
SINLEJ019041	ENSLOCP00000008238
SINLEJ004744	ENSLOCP00000008241
SINLEJ004743	ENSLOCP00000008241
SINLEJ012876	ENSLOCP00000008244
SINLEJ004523	ENSLOCP00000008246
SINLEJ011992	ENSLOCP00000008246
SINLEJ015857	ENSLOCP00000008248
SINLEJ005187	ENSLOCP00000008253
SINLEJ016843	ENSLOCP00000008253
SINLEJ007559	ENSLOCP00000008257
SINLEJ012812	ENSLOCP00000008259
SINLEJ012815	ENSLOCP00000008259
SINLEJ600047	ENSLOCP00000008260
SINLEJ016491	ENSLOCP00000008260
SINLEJ600288	ENSLOCP00000008261
SINLEJ004602	ENSLOCP00000008261
SINLEJ012692	ENSLOCP00000008264
SINLEJ006977	ENSLOCP00000008266
SINLEJ015383	ENSLOCP00000008270
SINLEJ016160	ENSLOCP00000008278
SINLEJ004525	ENSLOCP00000008280
SINLEJ000157	ENSLOCP00000008280
SINLEJ011234	ENSLOCP00000008282
SINLEJ012520	ENSLOCP00000008282
SINLEJ016257	ENSLOCP00000008287
SINLEJ013153	ENSLOCP00000008287
SINLEJ003572	ENSLOCP00000008288
SINLEJ014990	ENSLOCP00000008288
SINLEJ014640	ENSLOCP00000008289
SINLEJ014639	ENSLOCP00000008289
SINLEJ004065	ENSLOCP00000008291
SINLEJ007002	ENSLOCP00000008293
SINLEJ013884	ENSLOCP00000008294
SINLEJ600286	ENSLOCP00000008300
SINLEJ012592	ENSLOCP00000008303
SINLEJ012591	ENSLOCP00000008303
SINLEJ017699	ENSLOCP00000008304
SINLEJ014141	ENSLOCP00000008304
SINLEJ000155	ENSLOCP00000008307
SINLEJ012517	ENSLOCP00000008310
SINLEJ007817	ENSLOCP00000008315
SINLEJ007821	ENSLOCP00000008315
SINLEJ004491	ENSLOCP00000008323
SINLEJ018076	ENSLOCP00000008323
SINLEJ018335	ENSLOCP00000008325
SINLEJ018333	ENSLOCP00000008325
SINLEJ014378	ENSLOCP00000008328
SINLEJ005267	ENSLOCP00000008329
SINLEJ002758	ENSLOCP00000008329
SINLEJ006999	ENSLOCP00000008331
SINLEJ017841	ENSLOCP00000008332
SINLEJ015352	ENSLOCP00000008332
SINLEJ600330	ENSLOCP00000008335
SINLEJ010326	ENSLOCP00000008335
SINLEJ014047	ENSLOCP00000008338
SINLEJ015538	ENSLOCP00000008338
SINLEJ002751	ENSLOCP00000008342
SINLEJ014706	ENSLOCP00000008342
SINLEJ013879	ENSLOCP00000008346
SINLEJ001615	ENSLOCP00000008346
SINLEJ004063	ENSLOCP00000008347
SINLEJ000469	ENSLOCP00000008347
SINLEJ016258	ENSLOCP00000008354
SINLEJ018485	ENSLOCP00000008354
SINLEJ011521	ENSLOCP00000008356
SINLEJ013895	ENSLOCP00000008359
SINLEJ010328	ENSLOCP00000008359
SINLEJ014622	ENSLOCP00000008361
SINLEJ014621	ENSLOCP00000008361
SINLEJ004061	ENSLOCP00000008364
SINLEJ015844	ENSLOCP00000008368
SINLEJ003979	ENSLOCP00000008369
SINLEJ000260	ENSLOCP00000008369
SINLEJ007815	ENSLOCP00000008374
SINLEJ017280	ENSLOCP00000008376
SINLEJ012429	ENSLOCP00000008378
SINLEJ019348	ENSLOCP00000008378
SINLEJ009015	ENSLOCP00000008380
SINLEJ006998	ENSLOCP00000008385
SINLEJ003978	ENSLOCP00000008386
SINLEJ600484	ENSLOCP00000008390
SINLEJ003555	ENSLOCP00000008392
SINLEJ001245	ENSLOCP00000008392
SINLEJ016131	ENSLOCP00000008393
SINLEJ004873	ENSLOCP00000008398
SINLEJ004872	ENSLOCP00000008398
SINLEJ004059	ENSLOCP00000008399
SINLEJ012810	ENSLOCP00000008399
SINLEJ009014	ENSLOCP00000008403
SINLEJ010950	ENSLOCP00000008403
SINLEJ016920	ENSLOCP00000008405
SINLEJ011165	ENSLOCP00000008406
SINLEJ011164	ENSLOCP00000008406
SINLEJ011259	ENSLOCP00000008407
SINLEJ007807	ENSLOCP00000008407
SINLEJ000014	ENSLOCP00000008408
SINLEJ004258	ENSLOCP00000008411
SINLEJ003822	ENSLOCP00000008412
SINLEJ013892	ENSLOCP00000008414
SINLEJ012811	ENSLOCP00000008416
SINLEJ014277	ENSLOCP00000008418
SINLEJ012959	ENSLOCP00000008418
SINLEJ004828	ENSLOCP00000008419
SINLEJ008185	ENSLOCP00000008427
SINLEJ007614	ENSLOCP00000008427
SINLEJ015198	ENSLOCP00000008430
SINLEJ010825	ENSLOCP00000008432
SINLEJ007737	ENSLOCP00000008433
SINLEJ004869	ENSLOCP00000008434
SINLEJ004868	ENSLOCP00000008434
SINLEJ015854	ENSLOCP00000008436
SINLEJ015853	ENSLOCP00000008436
SINLEJ001612	ENSLOCP00000008437
SINLEJ013850	ENSLOCP00000008437
SINLEJ005492	ENSLOCP00000008442
SINLEJ008090	ENSLOCP00000008443
SINLEJ009233	ENSLOCP00000008443
SINLEJ005664	ENSLOCP00000008444
SINLEJ002967	ENSLOCP00000008445
SINLEJ017351	ENSLOCP00000008447
SINLEJ017357	ENSLOCP00000008447
SINLEJ012218	ENSLOCP00000008448
SINLEJ016963	ENSLOCP00000008448
SINLEJ004058	ENSLOCP00000008453
SINLEJ003722	ENSLOCP00000008455
SINLEJ012041	ENSLOCP00000008456
SINLEJ012040	ENSLOCP00000008456
SINLEJ012424	ENSLOCP00000008457
SINLEJ003313	ENSLOCP00000008459
SINLEJ010411	ENSLOCP00000008459
SINLEJ005662	ENSLOCP00000008460
SINLEJ016907	ENSLOCP00000008461
SINLEJ003007	ENSLOCP00000008463
SINLEJ006160	ENSLOCP00000008463
SINLEJ004172	ENSLOCP00000008470
SINLEJ012899	ENSLOCP00000008470
SINLEJ011598	ENSLOCP00000008472
SINLEJ011599	ENSLOCP00000008472
SINLEJ011251	ENSLOCP00000008473
SINLEJ001609	ENSLOCP00000008474
SINLEJ012074	ENSLOCP00000008478
SINLEJ013020	ENSLOCP00000008479
SINLEJ013021	ENSLOCP00000008479
SINLEJ011820	ENSLOCP00000008481
SINLEJ009070	ENSLOCP00000008483
SINLEJ017469	ENSLOCP00000008483
SINLEJ003723	ENSLOCP00000008484
SINLEJ009069	ENSLOCP00000008495
SINLEJ012042	ENSLOCP00000008499
SINLEJ015202	ENSLOCP00000008504
SINLEJ015200	ENSLOCP00000008504
SINLEJ004170	ENSLOCP00000008505
SINLEJ004171	ENSLOCP00000008505
SINLEJ012904	ENSLOCP00000008510
SINLEJ000507	ENSLOCP00000008510
SINLEJ008692	ENSLOCP00000008513
SINLEJ009283	ENSLOCP00000008513
SINLEJ005482	ENSLOCP00000008514
SINLEJ010557	ENSLOCP00000008517
SINLEJ010510	ENSLOCP00000008517
SINLEJ003546	ENSLOCP00000008519
SINLEJ015411	ENSLOCP00000008519
SINLEJ009874	ENSLOCP00000008521
SINLEJ011533	ENSLOCP00000008526
SINLEJ016905	ENSLOCP00000008527
SINLEJ016906	ENSLOCP00000008527
SINLEJ013028	ENSLOCP00000008528
SINLEJ019143	ENSLOCP00000008528
SINLEJ012963	ENSLOCP00000008530
SINLEJ009068	ENSLOCP00000008531
SINLEJ002977	ENSLOCP00000008531
SINLEJ015205	ENSLOCP00000008533
SINLEJ015634	ENSLOCP00000008534
SINLEJ017031	ENSLOCP00000008536
SINLEJ009945	ENSLOCP00000008536
SINLEJ016815	ENSLOCP00000008538
SINLEJ017969	ENSLOCP00000008538
SINLEJ019353	ENSLOCP00000008539
SINLEJ019346	ENSLOCP00000008539
SINLEJ015127	ENSLOCP00000008541
SINLEJ004330	ENSLOCP00000008541
SINLEJ003777	ENSLOCP00000008543
SINLEJ011536	ENSLOCP00000008543
SINLEJ010405	ENSLOCP00000008544
SINLEJ012964	ENSLOCP00000008546
SINLEJ009258	ENSLOCP00000008546
SINLEJ008178	ENSLOCP00000008549
SINLEJ010530	ENSLOCP00000008551
SINLEJ010531	ENSLOCP00000008551
SINLEJ015093	ENSLOCP00000008552
SINLEJ018445	ENSLOCP00000008559
SINLEJ018651	ENSLOCP00000008559
SINLEJ003003	ENSLOCP00000008560
SINLEJ003005	ENSLOCP00000008560
SINLEJ001607	ENSLOCP00000008561
SINLEJ003309	ENSLOCP00000008561
SINLEJ011537	ENSLOCP00000008562
SINLEJ018619	ENSLOCP00000008562
SINLEJ009067	ENSLOCP00000008565
SINLEJ010534	ENSLOCP00000008570
SINLEJ013940	ENSLOCP00000008571
SINLEJ005805	ENSLOCP00000008572
SINLEJ012056	ENSLOCP00000008576
SINLEJ001603	ENSLOCP00000008579
SINLEJ012193	ENSLOCP00000008586
SINLEJ007698	ENSLOCP00000008590
SINLEJ004313	ENSLOCP00000008596
SINLEJ004312	ENSLOCP00000008596
SINLEJ017973	ENSLOCP00000008597
SINLEJ015375	ENSLOCP00000008599
SINLEJ014957	ENSLOCP00000008599
SINLEJ015066	ENSLOCP00000008600
SINLEJ012724	ENSLOCP00000008600
SINLEJ008699	ENSLOCP00000008601
SINLEJ009299	ENSLOCP00000008601
SINLEJ013030	ENSLOCP00000008602
SINLEJ600492	ENSLOCP00000008603
SINLEJ004824	ENSLOCP00000008603
SINLEJ012231	ENSLOCP00000008604
SINLEJ012978	ENSLOCP00000008605
SINLEJ009943	ENSLOCP00000008606
SINLEJ007878	ENSLOCP00000008608
SINLEJ011976	ENSLOCP00000008610
SINLEJ014348	ENSLOCP00000008614
SINLEJ014347	ENSLOCP00000008614
SINLEJ010427	ENSLOCP00000008616
SINLEJ001264	ENSLOCP00000008616
SINLEJ012722	ENSLOCP00000008618
SINLEJ012723	ENSLOCP00000008618
SINLEJ003776	ENSLOCP00000008619
SINLEJ003773	ENSLOCP00000008619
SINLEJ014038	ENSLOCP00000008620
SINLEJ014037	ENSLOCP00000008620
SINLEJ008935	ENSLOCP00000008621
SINLEJ019083	ENSLOCP00000008621
SINLEJ012788	ENSLOCP00000008622
SINLEJ003948	ENSLOCP00000008622
SINLEJ016117	ENSLOCP00000008624
SINLEJ013032	ENSLOCP00000008626
SINLEJ013033	ENSLOCP00000008626
SINLEJ016400	ENSLOCP00000008627
SINLEJ003677	ENSLOCP00000008627
SINLEJ010402	ENSLOCP00000008632
SINLEJ005358	ENSLOCP00000008633
SINLEJ011974	ENSLOCP00000008635
SINLEJ011975	ENSLOCP00000008635
SINLEJ005814	ENSLOCP00000008636
SINLEJ017321	ENSLOCP00000008636
SINLEJ013891	ENSLOCP00000008638
SINLEJ007793	ENSLOCP00000008639
SINLEJ013054	ENSLOCP00000008641
SINLEJ004067	ENSLOCP00000008642
SINLEJ003949	ENSLOCP00000008643
SINLEJ003952	ENSLOCP00000008643
SINLEJ019160	ENSLOCP00000008646
SINLEJ006447	ENSLOCP00000008648
SINLEJ005582	ENSLOCP00000008652
SINLEJ012565	ENSLOCP00000008653
SINLEJ017629	ENSLOCP00000008654
SINLEJ010128	ENSLOCP00000008654
SINLEJ018320	ENSLOCP00000008660
SINLEJ003848	ENSLOCP00000008660
SINLEJ011531	ENSLOCP00000008663
SINLEJ600500	ENSLOCP00000008663
SINLEJ013828	ENSLOCP00000008666
SINLEJ017856	ENSLOCP00000008666
SINLEJ003486	ENSLOCP00000008669
SINLEJ013537	ENSLOCP00000008673
SINLEJ015071	ENSLOCP00000008673
SINLEJ003834	ENSLOCP00000008676
SINLEJ004673	ENSLOCP00000008678
SINLEJ004674	ENSLOCP00000008678
SINLEJ600177	ENSLOCP00000008681
SINLEJ013819	ENSLOCP00000008686
SINLEJ600499	ENSLOCP00000008686
SINLEJ004311	ENSLOCP00000008687
SINLEJ009336	ENSLOCP00000008690
SINLEJ018879	ENSLOCP00000008694
SINLEJ017459	ENSLOCP00000008695
SINLEJ001507	ENSLOCP00000008695
SINLEJ009296	ENSLOCP00000008697
SINLEJ600181	ENSLOCP00000008700
SINLEJ003491	ENSLOCP00000008700
SINLEJ001594	ENSLOCP00000008702
SINLEJ017934	ENSLOCP00000008705
SINLEJ017935	ENSLOCP00000008705
SINLEJ003829	ENSLOCP00000008708
SINLEJ003830	ENSLOCP00000008708
SINLEJ010400	ENSLOCP00000008709
SINLEJ003765	ENSLOCP00000008710
SINLEJ003767	ENSLOCP00000008710
SINLEJ003884	ENSLOCP00000008714
SINLEJ600182	ENSLOCP00000008717
SINLEJ013121	ENSLOCP00000008719
SINLEJ003344	ENSLOCP00000008721
SINLEJ006607	ENSLOCP00000008722
SINLEJ010689	ENSLOCP00000008722
SINLEJ001598	ENSLOCP00000008724
SINLEJ004827	ENSLOCP00000008724
SINLEJ011979	ENSLOCP00000008725
SINLEJ004226	ENSLOCP00000008726
SINLEJ001300	ENSLOCP00000008727
SINLEJ003217	ENSLOCP00000008727
SINLEJ014032	ENSLOCP00000008730
SINLEJ014033	ENSLOCP00000008730
SINLEJ003996	ENSLOCP00000008731
SINLEJ001428	ENSLOCP00000008734
SINLEJ001427	ENSLOCP00000008734
SINLEJ005324	ENSLOCP00000008735
SINLEJ005323	ENSLOCP00000008735
SINLEJ008526	ENSLOCP00000008738
SINLEJ018208	ENSLOCP00000008738
SINLEJ011980	ENSLOCP00000008739
SINLEJ005366	ENSLOCP00000008741
SINLEJ004820	ENSLOCP00000008744
SINLEJ009771	ENSLOCP00000008744
SINLEJ019249	ENSLOCP00000008747
SINLEJ019390	ENSLOCP00000008747
SINLEJ014206	ENSLOCP00000008750
SINLEJ008794	ENSLOCP00000008751
SINLEJ004831	ENSLOCP00000008752
SINLEJ019018	ENSLOCP00000008753
SINLEJ008882	ENSLOCP00000008754
SINLEJ011282	ENSLOCP00000008754
SINLEJ018519	ENSLOCP00000008755
SINLEJ003825	ENSLOCP00000008756
SINLEJ000104	ENSLOCP00000008757
SINLEJ010494	ENSLOCP00000008758
SINLEJ018046	ENSLOCP00000008760
SINLEJ018256	ENSLOCP00000008760
SINLEJ005622	ENSLOCP00000008762
SINLEJ019214	ENSLOCP00000008762
SINLEJ012226	ENSLOCP00000008763
SINLEJ007724	ENSLOCP00000008763
SINLEJ013921	ENSLOCP00000008768
SINLEJ011808	ENSLOCP00000008774
SINLEJ016964	ENSLOCP00000008774
SINLEJ018723	ENSLOCP00000008775
SINLEJ018724	ENSLOCP00000008775
SINLEJ005611	ENSLOCP00000008787
SINLEJ006948	ENSLOCP00000008790
SINLEJ006136	ENSLOCP00000008790
SINLEJ008668	ENSLOCP00000008794
SINLEJ016363	ENSLOCP00000008795
SINLEJ010796	ENSLOCP00000008795
SINLEJ001597	ENSLOCP00000008797
SINLEJ010445	ENSLOCP00000008797
SINLEJ001278	ENSLOCP00000008798
SINLEJ014325	ENSLOCP00000008802
SINLEJ000255	ENSLOCP00000008805
SINLEJ007716	ENSLOCP00000008809
SINLEJ005595	ENSLOCP00000008810
SINLEJ600375	ENSLOCP00000008813
SINLEJ004685	ENSLOCP00000008813
SINLEJ001596	ENSLOCP00000008815
SINLEJ001595	ENSLOCP00000008815
SINLEJ011148	ENSLOCP00000008821
SINLEJ009191	ENSLOCP00000008821
SINLEJ005630	ENSLOCP00000008822
SINLEJ018283	ENSLOCP00000008827
SINLEJ000102	ENSLOCP00000008827
SINLEJ016490	ENSLOCP00000008829
SINLEJ016750	ENSLOCP00000008829
SINLEJ005322	ENSLOCP00000008831
SINLEJ005321	ENSLOCP00000008831
SINLEJ004516	ENSLOCP00000008832
SINLEJ011984	ENSLOCP00000008832
SINLEJ000300	ENSLOCP00000008833
SINLEJ007161	ENSLOCP00000008835
SINLEJ007163	ENSLOCP00000008835
SINLEJ008838	ENSLOCP00000008836
SINLEJ006752	ENSLOCP00000008850
SINLEJ006753	ENSLOCP00000008850
SINLEJ004512	ENSLOCP00000008852
SINLEJ004511	ENSLOCP00000008852
SINLEJ003130	ENSLOCP00000008854
SINLEJ001483	ENSLOCP00000008856
SINLEJ015332	ENSLOCP00000008856
SINLEJ012157	ENSLOCP00000008857
SINLEJ013016	ENSLOCP00000008859
SINLEJ013013	ENSLOCP00000008859
SINLEJ011232	ENSLOCP00000008861
SINLEJ011280	ENSLOCP00000008867
SINLEJ003685	ENSLOCP00000008868
SINLEJ010560	ENSLOCP00000008873
SINLEJ011653	ENSLOCP00000008873
SINLEJ003485	ENSLOCP00000008874
SINLEJ015333	ENSLOCP00000008874
SINLEJ006963	ENSLOCP00000008876
SINLEJ006966	ENSLOCP00000008876
SINLEJ010467	ENSLOCP00000008879
SINLEJ010466	ENSLOCP00000008879
SINLEJ006749	ENSLOCP00000008882
SINLEJ017038	ENSLOCP00000008882
SINLEJ012158	ENSLOCP00000008883
SINLEJ012159	ENSLOCP00000008883
SINLEJ006307	ENSLOCP00000008887
SINLEJ012572	ENSLOCP00000008891
SINLEJ001541	ENSLOCP00000008896
SINLEJ001542	ENSLOCP00000008896
SINLEJ011983	ENSLOCP00000008899
SINLEJ004510	ENSLOCP00000008899
SINLEJ011177	ENSLOCP00000008900
SINLEJ003686	ENSLOCP00000008902
SINLEJ013344	ENSLOCP00000008907
SINLEJ006610	ENSLOCP00000008908
SINLEJ010465	ENSLOCP00000008909
SINLEJ001475	ENSLOCP00000008910
SINLEJ600471	ENSLOCP00000008912
SINLEJ016319	ENSLOCP00000008916
SINLEJ005286	ENSLOCP00000008919
SINLEJ005285	ENSLOCP00000008919
SINLEJ003687	ENSLOCP00000008920
SINLEJ016999	ENSLOCP00000008920
SINLEJ007143	ENSLOCP00000008921
SINLEJ017432	ENSLOCP00000008921
SINLEJ600113	ENSLOCP00000008926
SINLEJ009007	ENSLOCP00000008926
SINLEJ010464	ENSLOCP00000008937
SINLEJ003880	ENSLOCP00000008940
SINLEJ003879	ENSLOCP00000008940
SINLEJ003207	ENSLOCP00000008941
SINLEJ600473	ENSLOCP00000008941
SINLEJ008884	ENSLOCP00000008944
SINLEJ017708	ENSLOCP00000008945
SINLEJ012163	ENSLOCP00000008946
SINLEJ015835	ENSLOCP00000008947
SINLEJ012607	ENSLOCP00000008949
SINLEJ012621	ENSLOCP00000008949
SINLEJ008334	ENSLOCP00000008951
SINLEJ005461	ENSLOCP00000008952
SINLEJ006534	ENSLOCP00000008955
SINLEJ006535	ENSLOCP00000008955
SINLEJ000969	ENSLOCP00000008958
SINLEJ011480	ENSLOCP00000008958
SINLEJ001679	ENSLOCP00000008960
SINLEJ001680	ENSLOCP00000008960
SINLEJ001592	ENSLOCP00000008966
SINLEJ004724	ENSLOCP00000008966
SINLEJ013357	ENSLOCP00000008971
SINLEJ012452	ENSLOCP00000008971
SINLEJ017630	ENSLOCP00000008973
SINLEJ014792	ENSLOCP00000008973
SINLEJ004507	ENSLOCP00000008975
SINLEJ015824	ENSLOCP00000008977
SINLEJ600318	ENSLOCP00000008978
SINLEJ600474	ENSLOCP00000008978
SINLEJ010462	ENSLOCP00000008982
SINLEJ010461	ENSLOCP00000008982
SINLEJ006502	ENSLOCP00000008983
SINLEJ000114	ENSLOCP00000008983
SINLEJ018290	ENSLOCP00000008987
SINLEJ004484	ENSLOCP00000008989
SINLEJ013364	ENSLOCP00000008991
SINLEJ001591	ENSLOCP00000008992
SINLEJ003872	ENSLOCP00000008995
SINLEJ003871	ENSLOCP00000008995
SINLEJ013320	ENSLOCP00000008996
SINLEJ011842	ENSLOCP00000008996
SINLEJ016331	ENSLOCP00000008997
SINLEJ011204	ENSLOCP00000008999
SINLEJ008983	ENSLOCP00000009000
SINLEJ011907	ENSLOCP00000009002
SINLEJ011908	ENSLOCP00000009002
SINLEJ017075	ENSLOCP00000009005
SINLEJ013437	ENSLOCP00000009010
SINLEJ007862	ENSLOCP00000009013
SINLEJ012138	ENSLOCP00000009013
SINLEJ600429	ENSLOCP00000009014
SINLEJ005539	ENSLOCP00000009015
SINLEJ011201	ENSLOCP00000009017
SINLEJ011202	ENSLOCP00000009017
SINLEJ014778	ENSLOCP00000009020
SINLEJ004080	ENSLOCP00000009021
SINLEJ012953	ENSLOCP00000009021
SINLEJ018977	ENSLOCP00000009022
SINLEJ002691	ENSLOCP00000009023
SINLEJ011203	ENSLOCP00000009028
SINLEJ009270	ENSLOCP00000009028
SINLEJ004651	ENSLOCP00000009029
SINLEJ011497	ENSLOCP00000009029
SINLEJ014049	ENSLOCP00000009030
SINLEJ012135	ENSLOCP00000009037
SINLEJ007857	ENSLOCP00000009037
SINLEJ010365	ENSLOCP00000009039
SINLEJ014910	ENSLOCP00000009040
SINLEJ018014	ENSLOCP00000009040
SINLEJ003990	ENSLOCP00000009041
SINLEJ014231	ENSLOCP00000009041
SINLEJ004727	ENSLOCP00000009043
SINLEJ003167	ENSLOCP00000009043
SINLEJ014861	ENSLOCP00000009044
SINLEJ004266	ENSLOCP00000009050
SINLEJ016358	ENSLOCP00000009052
SINLEJ002686	ENSLOCP00000009052
SINLEJ005699	ENSLOCP00000009053
SINLEJ005700	ENSLOCP00000009053
SINLEJ005929	ENSLOCP00000009055
SINLEJ011632	ENSLOCP00000009057
SINLEJ018667	ENSLOCP00000009060
SINLEJ014380	ENSLOCP00000009060
SINLEJ014907	ENSLOCP00000009061
SINLEJ013270	ENSLOCP00000009061
SINLEJ018039	ENSLOCP00000009062
SINLEJ018038	ENSLOCP00000009062
SINLEJ017634	ENSLOCP00000009063
SINLEJ011101	ENSLOCP00000009063
SINLEJ014109	ENSLOCP00000009064
SINLEJ014112	ENSLOCP00000009064
SINLEJ004047	ENSLOCP00000009066
SINLEJ005227	ENSLOCP00000009067
SINLEJ005226	ENSLOCP00000009067
SINLEJ014832	ENSLOCP00000009072
SINLEJ011821	ENSLOCP00000009072
SINLEJ600428	ENSLOCP00000009073
SINLEJ003102	ENSLOCP00000009077
SINLEJ018654	ENSLOCP00000009077
SINLEJ004228	ENSLOCP00000009078
SINLEJ004728	ENSLOCP00000009082
SINLEJ010457	ENSLOCP00000009082
SINLEJ005229	ENSLOCP00000009083
SINLEJ000985	ENSLOCP00000009084
SINLEJ012333	ENSLOCP00000009084
SINLEJ007767	ENSLOCP00000009086
SINLEJ007766	ENSLOCP00000009086
SINLEJ017649	ENSLOCP00000009087
SINLEJ014840	ENSLOCP00000009089
SINLEJ013801	ENSLOCP00000009094
SINLEJ013800	ENSLOCP00000009094
SINLEJ011287	ENSLOCP00000009097
SINLEJ017419	ENSLOCP00000009100
SINLEJ005228	ENSLOCP00000009100
SINLEJ004573	ENSLOCP00000009103
SINLEJ012005	ENSLOCP00000009103
SINLEJ011787	ENSLOCP00000009105
SINLEJ006612	ENSLOCP00000009106
SINLEJ006913	ENSLOCP00000009108
SINLEJ015276	ENSLOCP00000009108
SINLEJ008754	ENSLOCP00000009113
SINLEJ008751	ENSLOCP00000009113
SINLEJ001590	ENSLOCP00000009114
SINLEJ001589	ENSLOCP00000009114
SINLEJ014737	ENSLOCP00000009117
SINLEJ007551	ENSLOCP00000009123
SINLEJ014319	ENSLOCP00000009123
SINLEJ014838	ENSLOCP00000009125
SINLEJ002090	ENSLOCP00000009127
SINLEJ014040	ENSLOCP00000009128
SINLEJ014039	ENSLOCP00000009128
SINLEJ013421	ENSLOCP00000009131
SINLEJ008171	ENSLOCP00000009131
SINLEJ016288	ENSLOCP00000009133
SINLEJ013083	ENSLOCP00000009134
SINLEJ013084	ENSLOCP00000009134
SINLEJ001581	ENSLOCP00000009135
SINLEJ016742	ENSLOCP00000009135
SINLEJ012172	ENSLOCP00000009136
SINLEJ011615	ENSLOCP00000009136
SINLEJ002986	ENSLOCP00000009137
SINLEJ006539	ENSLOCP00000009138
