ENSLOCP00000000004	SINCAM011582
ENSLOCP00000005828	SINCAM001670
ENSLOCP00000005829	SINCAM010441
ENSLOCP00000005832	SINCAM011423
ENSLOCP00000005833	SINCAM015463
ENSLOCP00000005834	SINCAM005371
ENSLOCP00000005835	SINCAM011688
ENSLOCP00000005838	SINCAM002567
ENSLOCP00000005839	SINCAM007047
ENSLOCP00000005840	SINCAM013902
ENSLOCP00000005842	SINCAM008688
ENSLOCP00000005843	SINCAM014230
ENSLOCP00000005844	SINCAM921566
ENSLOCP00000005846	SINCAM012940
ENSLOCP00000005850	SINCAM921331
ENSLOCP00000005851	SINCAM013676
ENSLOCP00000005853	SINCAM014798
ENSLOCP00000005856	SINCAM007346
ENSLOCP00000005857	SINCAM008689
ENSLOCP00000005858	SINCAM921915
ENSLOCP00000005860	SINCAM013632
ENSLOCP00000005861	SINCAM921269
ENSLOCP00000005862	SINCAM007045
ENSLOCP00000005863	SINCAM005370
ENSLOCP00000005864	SINCAM002566
ENSLOCP00000005869	SINCAM921565
ENSLOCP00000005874	SINCAM012016
ENSLOCP00000005875	SINCAM011687
ENSLOCP00000005877	SINCAM921249
ENSLOCP00000005879	SINCAM001669
ENSLOCP00000005880	SINCAM004502
ENSLOCP00000005881	SINCAM922773
ENSLOCP00000005883	SINCAM922777
ENSLOCP00000005884	SINCAM008692
ENSLOCP00000005885	SINCAM011142
ENSLOCP00000005886	SINCAM012944
ENSLOCP00000005887	SINCAM007044
ENSLOCP00000005888	SINCAM011686
ENSLOCP00000005889	SINCAM006475
ENSLOCP00000005890	SINCAM013677
ENSLOCP00000005891	SINCAM013903
ENSLOCP00000005892	SINCAM005369
ENSLOCP00000005893	SINCAM921479
ENSLOCP00000005894	SINCAM004093
ENSLOCP00000005895	SINCAM001369
ENSLOCP00000005897	SINCAM009186
ENSLOCP00000005902	SINCAM922056
ENSLOCP00000005903	SINCAM008693
ENSLOCP00000005904	SINCAM012017
ENSLOCP00000005905	SINCAM011422
ENSLOCP00000005907	SINCAM014166
ENSLOCP00000005909	SINCAM921564
ENSLOCP00000005911	SINCAM009035
ENSLOCP00000005912	SINCAM001368
ENSLOCP00000005913	SINCAM002565
ENSLOCP00000005914	SINCAM921918
ENSLOCP00000005915	SINCAM012943
ENSLOCP00000005919	SINCAM004092
ENSLOCP00000005920	SINCAM011684
ENSLOCP00000005922	SINCAM007043
ENSLOCP00000005923	SINCAM007345
ENSLOCP00000005924	SINCAM011128
ENSLOCP00000005925	SINCAM001668
ENSLOCP00000005926	SINCAM014204
ENSLOCP00000005929	SINCAM013678
ENSLOCP00000005931	SINCAM921787
ENSLOCP00000005932	SINCAM002564
ENSLOCP00000005933	SINCAM921919
ENSLOCP00000005937	SINCAM007789
ENSLOCP00000005938	SINCAM012945
ENSLOCP00000005939	SINCAM005368
ENSLOCP00000005940	SINCAM004090
ENSLOCP00000005941	SINCAM010347
ENSLOCP00000005942	SINCAM001367
ENSLOCP00000005943	SINCAM011196
ENSLOCP00000005944	SINCAM012020
ENSLOCP00000005945	SINCAM922767
ENSLOCP00000005946	SINCAM007341
ENSLOCP00000005947	SINCAM008698
ENSLOCP00000005951	SINCAM005367
ENSLOCP00000005952	SINCAM002563
ENSLOCP00000005953	SINCAM001366
ENSLOCP00000005954	SINCAM012946
ENSLOCP00000005955	SINCAM004089
ENSLOCP00000005956	SINCAM010348
ENSLOCP00000005958	SINCAM009025
ENSLOCP00000005959	SINCAM007049
ENSLOCP00000005960	SINCAM922253
ENSLOCP00000005964	SINCAM011198
ENSLOCP00000005966	SINCAM009189
ENSLOCP00000005967	SINCAM013904
ENSLOCP00000005968	SINCAM001365
ENSLOCP00000005969	SINCAM004088
ENSLOCP00000005972	SINCAM012021
ENSLOCP00000005976	SINCAM015377
ENSLOCP00000005978	SINCAM012948
ENSLOCP00000005979	SINCAM002562
ENSLOCP00000005980	SINCAM009191
ENSLOCP00000005981	SINCAM007340
ENSLOCP00000005982	SINCAM004501
ENSLOCP00000005986	SINCAM006527
ENSLOCP00000005987	SINCAM920637
ENSLOCP00000005990	SINCAM011199
ENSLOCP00000005992	SINCAM921825
ENSLOCP00000005993	SINCAM002148
ENSLOCP00000005994	SINCAM005366
ENSLOCP00000005996	SINCAM004087
ENSLOCP00000005998	SINCAM922252
ENSLOCP00000005999	SINCAM008010
ENSLOCP00000006001	SINCAM922760
ENSLOCP00000006002	SINCAM920803
ENSLOCP00000006003	SINCAM009193
ENSLOCP00000006004	SINCAM007729
ENSLOCP00000006005	SINCAM008696
ENSLOCP00000006006	SINCAM921328
ENSLOCP00000006007	SINCAM013679
ENSLOCP00000006008	SINCAM002147
ENSLOCP00000006009	SINCAM922427
ENSLOCP00000006011	SINCAM004098
ENSLOCP00000006014	SINCAM008011
ENSLOCP00000006016	SINCAM005365
ENSLOCP00000006017	SINCAM001363
ENSLOCP00000006019	SINCAM009027
ENSLOCP00000006021	SINCAM010350
ENSLOCP00000006022	SINCAM922766
ENSLOCP00000006023	SINCAM016473
ENSLOCP00000006024	SINCAM922428
ENSLOCP00000006025	SINCAM013907
ENSLOCP00000006026	SINCAM011200
ENSLOCP00000006027	SINCAM002146
ENSLOCP00000006030	SINCAM921771
ENSLOCP00000006032	SINCAM002560
ENSLOCP00000006033	SINCAM009195
ENSLOCP00000006035	SINCAM008012
ENSLOCP00000006037	SINCAM011696
ENSLOCP00000006039	SINCAM005362
ENSLOCP00000006041	SINCAM009030
ENSLOCP00000006044	SINCAM922430
ENSLOCP00000006045	SINCAM008695
ENSLOCP00000006048	SINCAM010351
ENSLOCP00000006049	SINCAM013908
ENSLOCP00000006050	SINCAM002558
ENSLOCP00000006052	SINCAM921827
ENSLOCP00000006054	SINCAM008013
ENSLOCP00000006055	SINCAM013806
ENSLOCP00000006057	SINCAM921155
ENSLOCP00000006058	SINCAM004100
ENSLOCP00000006059	SINCAM011697
ENSLOCP00000006060	SINCAM001370
ENSLOCP00000006063	SINCAM005360
ENSLOCP00000006064	SINCAM011201
ENSLOCP00000006065	SINCAM012449
ENSLOCP00000006067	SINCAM013024
ENSLOCP00000006069	SINCAM002144
ENSLOCP00000006072	SINCAM002557
ENSLOCP00000006073	SINCAM008756
ENSLOCP00000006074	SINCAM008014
ENSLOCP00000006075	SINCAM007543
ENSLOCP00000006076	SINCAM006947
ENSLOCP00000006077	SINCAM922032
ENSLOCP00000006078	SINCAM017524
ENSLOCP00000006079	SINCAM001364
ENSLOCP00000006080	SINCAM011698
ENSLOCP00000006081	SINCAM013796
ENSLOCP00000006082	SINCAM922431
ENSLOCP00000006083	SINCAM013868
ENSLOCP00000006084	SINCAM008953
ENSLOCP00000006086	SINCAM010353
ENSLOCP00000006087	SINCAM006627
ENSLOCP00000006089	SINCAM005359
ENSLOCP00000006090	SINCAM016101
ENSLOCP00000006091	SINCAM004101
ENSLOCP00000006093	SINCAM013026
ENSLOCP00000006095	SINCAM002555
ENSLOCP00000006097	SINCAM013795
ENSLOCP00000006098	SINCAM008757
ENSLOCP00000006101	SINCAM011699
ENSLOCP00000006102	SINCAM004617
ENSLOCP00000006107	SINCAM011418
ENSLOCP00000006108	SINCAM006948
ENSLOCP00000006109	SINCAM009120
ENSLOCP00000006110	SINCAM013027
ENSLOCP00000006111	SINCAM010354
ENSLOCP00000006112	SINCAM008016
ENSLOCP00000006114	SINCAM008759
ENSLOCP00000006115	SINCAM013875
ENSLOCP00000006116	SINCAM011700
ENSLOCP00000006118	SINCAM921347
ENSLOCP00000006119	SINCAM007544
ENSLOCP00000006120	SINCAM005358
ENSLOCP00000006121	SINCAM006628
ENSLOCP00000006122	SINCAM013797
ENSLOCP00000006124	SINCAM015655
ENSLOCP00000006126	SINCAM010355
ENSLOCP00000006129	SINCAM002142
ENSLOCP00000006131	SINCAM012024
ENSLOCP00000006132	SINCAM010667
ENSLOCP00000006135	SINCAM008017
ENSLOCP00000006137	SINCAM012970
ENSLOCP00000006139	SINCAM006629
ENSLOCP00000006140	SINCAM005613
ENSLOCP00000006141	SINCAM921348
ENSLOCP00000006142	SINCAM008762
ENSLOCP00000006144	SINCAM009433
ENSLOCP00000006145	SINCAM005357
ENSLOCP00000006147	SINCAM008958
ENSLOCP00000006149	SINCAM013798
ENSLOCP00000006150	SINCAM008019
ENSLOCP00000006151	SINCAM900286
ENSLOCP00000006152	SINCAM013883
ENSLOCP00000006153	SINCAM012026
ENSLOCP00000006154	SINCAM009118
ENSLOCP00000006156	SINCAM002554
ENSLOCP00000006157	SINCAM007545
ENSLOCP00000006159	SINCAM006630
ENSLOCP00000006161	SINCAM011702
ENSLOCP00000006166	SINCAM010356
ENSLOCP00000006167	SINCAM921828
ENSLOCP00000006169	SINCAM007546
ENSLOCP00000006170	SINCAM011703
ENSLOCP00000006171	SINCAM008763
ENSLOCP00000006172	SINCAM014236
ENSLOCP00000006173	SINCAM013882
ENSLOCP00000006174	SINCAM921770
ENSLOCP00000006175	SINCAM012028
ENSLOCP00000006176	SINCAM002140
ENSLOCP00000006178	SINCAM006631
ENSLOCP00000006182	SINCAM005356
ENSLOCP00000006185	SINCAM007547
ENSLOCP00000006186	SINCAM014235
ENSLOCP00000006188	SINCAM004498
ENSLOCP00000006189	SINCAM921531
ENSLOCP00000006191	SINCAM006995
ENSLOCP00000006192	SINCAM013881
ENSLOCP00000006193	SINCAM006558
ENSLOCP00000006194	SINCAM008722
ENSLOCP00000006195	SINCAM014750
ENSLOCP00000006198	SINCAM013799
ENSLOCP00000006199	SINCAM000717
ENSLOCP00000006201	SINCAM007548
ENSLOCP00000006205	SINCAM012030
ENSLOCP00000006207	SINCAM002553
ENSLOCP00000006209	SINCAM006559
ENSLOCP00000006211	SINCAM013020
ENSLOCP00000006213	SINCAM011705
ENSLOCP00000006216	SINCAM013823
ENSLOCP00000006220	SINCAM004191
ENSLOCP00000006223	SINCAM017525
ENSLOCP00000006224	SINCAM007550
ENSLOCP00000006228	SINCAM002552
ENSLOCP00000006229	SINCAM002139
ENSLOCP00000006232	SINCAM005290
ENSLOCP00000006233	SINCAM921772
ENSLOCP00000006234	SINCAM010357
ENSLOCP00000006235	SINCAM014238
ENSLOCP00000006236	SINCAM900285
ENSLOCP00000006237	SINCAM011706
ENSLOCP00000006240	SINCAM008725
ENSLOCP00000006243	SINCAM006625
ENSLOCP00000006245	SINCAM004190
ENSLOCP00000006247	SINCAM920601
ENSLOCP00000006249	SINCAM002425
ENSLOCP00000006250	SINCAM013016
ENSLOCP00000006253	SINCAM013818
ENSLOCP00000006254	SINCAM006996
ENSLOCP00000006255	SINCAM011210
ENSLOCP00000006257	SINCAM014234
ENSLOCP00000006260	SINCAM002137
ENSLOCP00000006262	SINCAM004497
ENSLOCP00000006263	SINCAM920600
ENSLOCP00000006266	SINCAM006624
ENSLOCP00000006267	SINCAM007551
ENSLOCP00000006269	SINCAM922432
ENSLOCP00000006273	SINCAM011708
ENSLOCP00000006274	SINCAM009117
ENSLOCP00000006275	SINCAM011209
ENSLOCP00000006276	SINCAM008030
ENSLOCP00000006277	SINCAM921773
ENSLOCP00000006279	SINCAM008626
ENSLOCP00000006282	SINCAM921326
ENSLOCP00000006283	SINCAM012032
ENSLOCP00000006284	SINCAM001184
ENSLOCP00000006286	SINCAM002136
ENSLOCP00000006287	SINCAM002551
ENSLOCP00000006291	SINCAM004189
ENSLOCP00000006293	SINCAM013017
ENSLOCP00000006296	SINCAM007075
ENSLOCP00000006297	SINCAM008627
ENSLOCP00000006298	SINCAM922758
ENSLOCP00000006299	SINCAM008854
ENSLOCP00000006301	SINCAM010359
ENSLOCP00000006303	SINCAM922356
ENSLOCP00000006304	SINCAM013811
ENSLOCP00000006306	SINCAM001183
ENSLOCP00000006307	SINCAM920891
ENSLOCP00000006309	SINCAM004470
ENSLOCP00000006310	SINCAM006623
ENSLOCP00000006311	SINCAM013019
ENSLOCP00000006312	SINCAM012033
ENSLOCP00000006315	SINCAM921259
ENSLOCP00000006317	SINCAM009391
ENSLOCP00000006318	SINCAM009000
ENSLOCP00000006319	SINCAM920802
ENSLOCP00000006320	SINCAM921436
ENSLOCP00000006321	SINCAM921854
ENSLOCP00000006322	SINCAM006622
ENSLOCP00000006323	SINCAM010167
ENSLOCP00000006324	SINCAM002134
ENSLOCP00000006325	SINCAM010360
ENSLOCP00000006329	SINCAM008031
ENSLOCP00000006332	SINCAM011709
ENSLOCP00000006333	SINCAM920801
ENSLOCP00000006335	SINCAM922717
ENSLOCP00000006336	SINCAM009390
ENSLOCP00000006337	SINCAM922000
ENSLOCP00000006339	SINCAM921437
ENSLOCP00000006342	SINCAM922757
ENSLOCP00000006343	SINCAM013810
ENSLOCP00000006344	SINCAM002135
ENSLOCP00000006345	SINCAM921855
ENSLOCP00000006346	SINCAM008632
ENSLOCP00000006347	SINCAM922434
ENSLOCP00000006348	SINCAM009001
ENSLOCP00000006349	SINCAM006621
ENSLOCP00000006352	SINCAM003303
ENSLOCP00000006354	SINCAM008032
ENSLOCP00000006355	SINCAM010361
ENSLOCP00000006356	SINCAM004685
ENSLOCP00000006360	SINCAM922399
ENSLOCP00000006361	SINCAM009002
ENSLOCP00000006363	SINCAM007078
ENSLOCP00000006364	SINCAM008728
ENSLOCP00000006368	SINCAM001182
ENSLOCP00000006370	SINCAM004467
ENSLOCP00000006372	SINCAM921581
ENSLOCP00000006376	SINCAM010509
ENSLOCP00000006378	SINCAM007076
ENSLOCP00000006379	SINCAM922715
ENSLOCP00000006380	SINCAM009003
ENSLOCP00000006381	SINCAM011711
ENSLOCP00000006382	SINCAM005353
ENSLOCP00000006383	SINCAM009406
ENSLOCP00000006385	SINCAM008034
ENSLOCP00000006386	SINCAM006560
ENSLOCP00000006388	SINCAM011830
ENSLOCP00000006389	SINCAM013809
ENSLOCP00000006390	SINCAM921999
ENSLOCP00000006391	SINCAM004686
ENSLOCP00000006392	SINCAM002133
ENSLOCP00000006393	SINCAM008726
ENSLOCP00000006397	SINCAM016247
ENSLOCP00000006398	SINCAM007927
ENSLOCP00000006399	SINCAM921438
ENSLOCP00000006400	SINCAM004466
ENSLOCP00000006402	SINCAM007079
ENSLOCP00000006405	SINCAM017483
ENSLOCP00000006408	SINCAM921584
ENSLOCP00000006409	SINCAM002132
ENSLOCP00000006410	SINCAM014173
ENSLOCP00000006411	SINCAM013808
ENSLOCP00000006413	SINCAM002547
ENSLOCP00000006414	SINCAM008742
ENSLOCP00000006416	SINCAM007926
ENSLOCP00000006417	SINCAM922714
ENSLOCP00000006418	SINCAM007554
ENSLOCP00000006421	SINCAM010508
ENSLOCP00000006422	SINCAM008965
ENSLOCP00000006423	SINCAM001177
ENSLOCP00000006424	SINCAM012984
ENSLOCP00000006426	SINCAM004465
ENSLOCP00000006427	SINCAM011831
ENSLOCP00000006428	SINCAM006289
ENSLOCP00000006429	SINCAM002131
ENSLOCP00000006432	SINCAM014174
ENSLOCP00000006434	SINCAM002546
ENSLOCP00000006436	SINCAM004688
ENSLOCP00000006438	SINCAM007905
ENSLOCP00000006439	SINCAM007555
ENSLOCP00000006440	SINCAM921998
ENSLOCP00000006441	SINCAM013804
ENSLOCP00000006442	SINCAM010866
ENSLOCP00000006446	SINCAM922709
ENSLOCP00000006448	SINCAM006955
ENSLOCP00000006450	SINCAM009357
ENSLOCP00000006452	SINCAM922073
ENSLOCP00000006454	SINCAM007904
ENSLOCP00000006458	SINCAM008614
ENSLOCP00000006460	SINCAM007556
ENSLOCP00000006463	SINCAM921785
ENSLOCP00000006464	SINCAM004892
ENSLOCP00000006467	SINCAM002130
ENSLOCP00000006468	SINCAM004464
ENSLOCP00000006469	SINCAM921949
ENSLOCP00000006470	SINCAM001215
ENSLOCP00000006471	SINCAM922072
ENSLOCP00000006475	SINCAM011206
ENSLOCP00000006479	SINCAM005351
ENSLOCP00000006480	SINCAM008613
ENSLOCP00000006481	SINCAM002545
ENSLOCP00000006482	SINCAM921784
ENSLOCP00000006484	SINCAM001216
ENSLOCP00000006485	SINCAM004689
ENSLOCP00000006487	SINCAM007934
ENSLOCP00000006488	SINCAM011205
ENSLOCP00000006489	SINCAM009369
ENSLOCP00000006490	SINCAM010506
ENSLOCP00000006491	SINCAM002129
ENSLOCP00000006492	SINCAM007557
ENSLOCP00000006493	SINCAM922719
ENSLOCP00000006494	SINCAM004402
ENSLOCP00000006498	SINCAM015285
ENSLOCP00000006499	SINCAM006322
ENSLOCP00000006500	SINCAM005350
ENSLOCP00000006501	SINCAM922555
ENSLOCP00000006502	SINCAM002544
ENSLOCP00000006504	SINCAM921783
ENSLOCP00000006505	SINCAM001217
ENSLOCP00000006510	SINCAM011833
ENSLOCP00000006513	SINCAM002543
ENSLOCP00000006517	SINCAM005349
ENSLOCP00000006518	SINCAM006324
ENSLOCP00000006520	SINCAM014119
ENSLOCP00000006524	SINCAM002128
ENSLOCP00000006525	SINCAM004515
ENSLOCP00000006530	SINCAM009388
ENSLOCP00000006531	SINCAM920608
ENSLOCP00000006532	SINCAM007933
ENSLOCP00000006533	SINCAM011834
ENSLOCP00000006535	SINCAM005347
ENSLOCP00000006536	SINCAM006957
ENSLOCP00000006537	SINCAM006325
ENSLOCP00000006538	SINCAM002541
ENSLOCP00000006539	SINCAM008717
ENSLOCP00000006542	SINCAM921006
ENSLOCP00000006543	SINCAM014120
ENSLOCP00000006544	SINCAM010505
ENSLOCP00000006545	SINCAM011014
ENSLOCP00000006546	SINCAM007558
ENSLOCP00000006547	SINCAM012898
ENSLOCP00000006548	SINCAM002127
ENSLOCP00000006549	SINCAM008776
ENSLOCP00000006550	SINCAM011835
ENSLOCP00000006552	SINCAM006959
ENSLOCP00000006554	SINCAM009389
ENSLOCP00000006555	SINCAM017107
ENSLOCP00000006557	SINCAM001219
ENSLOCP00000006558	SINCAM006754
ENSLOCP00000006559	SINCAM010126
ENSLOCP00000006561	SINCAM007560
ENSLOCP00000006562	SINCAM002126
ENSLOCP00000006563	SINCAM010504
ENSLOCP00000006564	SINCAM921776
ENSLOCP00000006565	SINCAM922896
ENSLOCP00000006566	SINCAM004401
ENSLOCP00000006567	SINCAM012180
ENSLOCP00000006568	SINCAM011168
ENSLOCP00000006569	SINCAM004691
ENSLOCP00000006570	SINCAM921829
ENSLOCP00000006571	SINCAM008777
ENSLOCP00000006574	SINCAM011872
ENSLOCP00000006575	SINCAM014121
ENSLOCP00000006576	SINCAM001220
ENSLOCP00000006577	SINCAM002124
ENSLOCP00000006578	SINCAM005346
ENSLOCP00000006580	SINCAM014838
ENSLOCP00000006582	SINCAM007559
ENSLOCP00000006583	SINCAM004400
ENSLOCP00000006584	SINCAM921277
ENSLOCP00000006585	SINCAM007828
ENSLOCP00000006587	SINCAM921950
ENSLOCP00000006588	SINCAM006960
ENSLOCP00000006589	SINCAM012901
ENSLOCP00000006590	SINCAM008778
ENSLOCP00000006593	SINCAM922722
ENSLOCP00000006596	SINCAM009018
ENSLOCP00000006597	SINCAM014123
ENSLOCP00000006599	SINCAM010503
ENSLOCP00000006600	SINCAM006755
ENSLOCP00000006604	SINCAM011170
ENSLOCP00000006605	SINCAM006961
ENSLOCP00000006607	SINCAM001221
ENSLOCP00000006608	SINCAM002539
ENSLOCP00000006610	SINCAM012902
ENSLOCP00000006614	SINCAM007989
ENSLOCP00000006615	SINCAM922723
ENSLOCP00000006619	SINCAM011172
ENSLOCP00000006621	SINCAM010502
ENSLOCP00000006622	SINCAM007561
ENSLOCP00000006623	SINCAM008799
ENSLOCP00000006624	SINCAM005345
ENSLOCP00000006625	SINCAM004399
ENSLOCP00000006626	SINCAM013650
ENSLOCP00000006627	SINCAM922839
ENSLOCP00000006630	SINCAM009381
ENSLOCP00000006632	SINCAM007988
ENSLOCP00000006634	SINCAM001222
ENSLOCP00000006636	SINCAM009016
ENSLOCP00000006637	SINCAM013889
ENSLOCP00000006638	SINCAM007564
ENSLOCP00000006641	SINCAM010501
ENSLOCP00000006643	SINCAM009373
ENSLOCP00000006644	SINCAM007447
ENSLOCP00000006645	SINCAM015458
ENSLOCP00000006646	SINCAM920890
ENSLOCP00000006647	SINCAM014124
ENSLOCP00000006648	SINCAM004647
ENSLOCP00000006650	SINCAM002538
ENSLOCP00000006651	SINCAM004398
ENSLOCP00000006652	SINCAM008589
ENSLOCP00000006653	SINCAM007987
ENSLOCP00000006654	SINCAM001223
ENSLOCP00000006655	SINCAM006756
ENSLOCP00000006656	SINCAM002730
ENSLOCP00000006657	SINCAM012067
ENSLOCP00000006658	SINCAM922897
ENSLOCP00000006660	SINCAM921440
ENSLOCP00000006662	SINCAM006964
ENSLOCP00000006665	SINCAM011173
ENSLOCP00000006666	SINCAM009372
ENSLOCP00000006667	SINCAM001224
ENSLOCP00000006668	SINCAM008686
ENSLOCP00000006669	SINCAM011484
ENSLOCP00000006673	SINCAM002728
ENSLOCP00000006674	SINCAM002537
ENSLOCP00000006675	SINCAM004394
ENSLOCP00000006676	SINCAM012066
ENSLOCP00000006677	SINCAM007986
ENSLOCP00000006678	SINCAM014126
ENSLOCP00000006679	SINCAM002410
ENSLOCP00000006680	SINCAM920889
ENSLOCP00000006683	SINCAM011482
ENSLOCP00000006685	SINCAM004646
ENSLOCP00000006686	SINCAM009015
ENSLOCP00000006687	SINCAM921947
ENSLOCP00000006691	SINCAM002536
ENSLOCP00000006692	SINCAM014159
ENSLOCP00000006693	SINCAM007984
ENSLOCP00000006694	SINCAM008685
ENSLOCP00000006696	SINCAM012980
ENSLOCP00000006697	SINCAM012065
ENSLOCP00000006698	SINCAM921441
ENSLOCP00000006699	SINCAM006759
ENSLOCP00000006700	SINCAM001226
ENSLOCP00000006701	SINCAM010500
ENSLOCP00000006703	SINCAM011174
ENSLOCP00000006704	SINCAM009043
ENSLOCP00000006707	SINCAM009432
ENSLOCP00000006708	SINCAM006965
ENSLOCP00000006709	SINCAM011481
ENSLOCP00000006710	SINCAM004644
ENSLOCP00000006716	SINCAM015743
ENSLOCP00000006717	SINCAM014161
ENSLOCP00000006718	SINCAM004393
ENSLOCP00000006720	SINCAM011847
ENSLOCP00000006721	SINCAM016428
ENSLOCP00000006722	SINCAM010498
ENSLOCP00000006724	SINCAM920888
ENSLOCP00000006725	SINCAM921528
ENSLOCP00000006726	SINCAM012979
ENSLOCP00000006729	SINCAM007033
ENSLOCP00000006731	SINCAM013998
ENSLOCP00000006732	SINCAM921953
ENSLOCP00000006733	SINCAM009053
ENSLOCP00000006737	SINCAM006761
ENSLOCP00000006738	SINCAM011846
ENSLOCP00000006739	SINCAM008666
ENSLOCP00000006740	SINCAM014162
ENSLOCP00000006741	SINCAM922071
ENSLOCP00000006742	SINCAM007598
ENSLOCP00000006744	SINCAM011480
ENSLOCP00000006745	SINCAM921529
ENSLOCP00000006746	SINCAM012978
ENSLOCP00000006747	SINCAM920887
ENSLOCP00000006749	SINCAM015460
ENSLOCP00000006751	SINCAM001227
ENSLOCP00000006752	SINCAM007034
ENSLOCP00000006753	SINCAM006090
ENSLOCP00000006757	SINCAM002784
ENSLOCP00000006758	SINCAM922070
ENSLOCP00000006762	SINCAM011479
ENSLOCP00000006763	SINCAM004392
ENSLOCP00000006764	SINCAM007597
ENSLOCP00000006765	SINCAM014163
ENSLOCP00000006766	SINCAM002535
ENSLOCP00000006769	SINCAM007976
ENSLOCP00000006770	SINCAM003407
ENSLOCP00000006773	SINCAM011175
ENSLOCP00000006774	SINCAM012977
ENSLOCP00000006775	SINCAM920886
ENSLOCP00000006776	SINCAM007035
ENSLOCP00000006777	SINCAM002783
ENSLOCP00000006779	SINCAM007596
ENSLOCP00000006781	SINCAM011475
ENSLOCP00000006784	SINCAM015461
ENSLOCP00000006788	SINCAM921572
ENSLOCP00000006792	SINCAM009415
ENSLOCP00000006795	SINCAM001229
ENSLOCP00000006796	SINCAM011176
ENSLOCP00000006797	SINCAM900278
ENSLOCP00000006798	SINCAM010495
ENSLOCP00000006800	SINCAM004320
ENSLOCP00000006802	SINCAM920848
ENSLOCP00000006803	SINCAM008624
ENSLOCP00000006804	SINCAM007977
ENSLOCP00000006805	SINCAM013819
ENSLOCP00000006806	SINCAM004387
ENSLOCP00000006808	SINCAM007036
ENSLOCP00000006809	SINCAM015549
ENSLOCP00000006810	SINCAM011845
ENSLOCP00000006811	SINCAM008713
ENSLOCP00000006812	SINCAM014011
ENSLOCP00000006814	SINCAM008947
ENSLOCP00000006815	SINCAM007978
ENSLOCP00000006816	SINCAM006760
ENSLOCP00000006819	SINCAM921710
ENSLOCP00000006820	SINCAM002534
ENSLOCP00000006821	SINCAM004317
ENSLOCP00000006822	SINCAM920837
ENSLOCP00000006823	SINCAM004388
ENSLOCP00000006824	SINCAM011178
ENSLOCP00000006825	SINCAM010494
ENSLOCP00000006827	SINCAM001230
ENSLOCP00000006829	SINCAM007594
ENSLOCP00000006832	SINCAM012149
ENSLOCP00000006833	SINCAM007979
ENSLOCP00000006834	SINCAM016160
ENSLOCP00000006836	SINCAM004318
ENSLOCP00000006837	SINCAM006762
ENSLOCP00000006838	SINCAM922469
ENSLOCP00000006839	SINCAM007038
ENSLOCP00000006841	SINCAM008625
ENSLOCP00000006843	SINCAM921753
ENSLOCP00000006844	SINCAM002533
ENSLOCP00000006845	SINCAM013820
ENSLOCP00000006848	SINCAM004270
ENSLOCP00000006849	SINCAM007980
ENSLOCP00000006850	SINCAM001231
ENSLOCP00000006851	SINCAM010493
ENSLOCP00000006853	SINCAM009384
ENSLOCP00000006854	SINCAM012903
ENSLOCP00000006855	SINCAM011485
ENSLOCP00000006858	SINCAM004316
ENSLOCP00000006860	SINCAM011419
ENSLOCP00000006862	SINCAM008670
ENSLOCP00000006865	SINCAM008946
ENSLOCP00000006866	SINCAM002532
ENSLOCP00000006867	SINCAM007040
ENSLOCP00000006868	SINCAM005456
ENSLOCP00000006869	SINCAM004269
ENSLOCP00000006870	SINCAM001232
ENSLOCP00000006873	SINCAM011652
ENSLOCP00000006874	SINCAM013821
ENSLOCP00000006875	SINCAM012983
ENSLOCP00000006876	SINCAM004650
ENSLOCP00000006878	SINCAM009436
ENSLOCP00000006880	SINCAM011420
ENSLOCP00000006881	SINCAM921442
ENSLOCP00000006882	SINCAM010492
ENSLOCP00000006883	SINCAM008669
ENSLOCP00000006884	SINCAM006501
ENSLOCP00000006885	SINCAM011843
ENSLOCP00000006887	SINCAM921797
ENSLOCP00000006888	SINCAM922743
ENSLOCP00000006890	SINCAM007042
ENSLOCP00000006892	SINCAM005457
ENSLOCP00000006895	SINCAM014890
ENSLOCP00000006896	SINCAM921276
ENSLOCP00000006897	SINCAM013817
ENSLOCP00000006899	SINCAM011476
ENSLOCP00000006901	SINCAM010491
ENSLOCP00000006902	SINCAM011842
ENSLOCP00000006903	SINCAM011056
ENSLOCP00000006904	SINCAM012982
ENSLOCP00000006907	SINCAM004707
ENSLOCP00000006909	SINCAM006764
ENSLOCP00000006910	SINCAM011832
ENSLOCP00000006911	SINCAM001234
ENSLOCP00000006913	SINCAM014128
ENSLOCP00000006914	SINCAM004267
ENSLOCP00000006915	SINCAM007592
ENSLOCP00000006917	SINCAM922742
ENSLOCP00000006921	SINCAM013816
ENSLOCP00000006922	SINCAM007924
ENSLOCP00000006925	SINCAM011473
ENSLOCP00000006928	SINCAM011057
ENSLOCP00000006929	SINCAM922765
ENSLOCP00000006930	SINCAM002529
ENSLOCP00000006931	SINCAM009110
ENSLOCP00000006932	SINCAM006766
ENSLOCP00000006933	SINCAM007591
ENSLOCP00000006934	SINCAM005458
ENSLOCP00000006936	SINCAM009143
ENSLOCP00000006938	SINCAM005828
ENSLOCP00000006939	SINCAM010488
ENSLOCP00000006940	SINCAM001235
ENSLOCP00000006944	SINCAM007923
ENSLOCP00000006946	SINCAM002794
ENSLOCP00000006947	SINCAM011841
ENSLOCP00000006948	SINCAM007164
ENSLOCP00000006949	SINCAM013813
