e_gw.1.149.1	PMZ_0010867-RA
estExt_fgenesh2_pg.C_1020065	PMZ_0016444-RA
estExt_fgenesh2_pg.C_10240005	PMZ_0026468-RA
estExt_fgenesh2_pg.C_10250001	PMZ_0034404-RA
estExt_fgenesh2_pg.C_10250001	PMZ_0045393-RA
estExt_fgenesh2_pg.C_10250001	PMZ_0007473-RA
estExt_fgenesh2_pg.C_10250002	PMZ_0033878-RA
estExt_fgenesh2_pg.C_10260011	PMZ_0043741-RA
estExt_fgenesh2_pg.C_10285	PMZ_0026244-RA
estExt_fgenesh2_pg.C_10285	PMZ_0019114-RA
estExt_fgenesh2_pg.C_10285	PMZ_0047153-RA
estExt_fgenesh2_pg.C_10285	PMZ_0032852-RA
estExt_fgenesh2_pg.C_1030024	PMZ_0026097-RA
estExt_fgenesh2_pg.C_1030024	PMZ_0030285-RA
estExt_fgenesh2_pg.C_1030024	PMZ_0046896-RA
estExt_fgenesh2_pg.C_1030039	PMZ_0045146-RA
estExt_fgenesh2_pg.C_1030039	PMZ_0045144-RA
estExt_fgenesh2_pg.C_1030039	PMZ_0038776-RA
estExt_fgenesh2_pg.C_1030063	PMZ_0045697-RA
estExt_fgenesh2_pg.C_1030063	PMZ_0018023-RA
estExt_fgenesh2_pg.C_1030063	PMZ_0045695-RA
estExt_fgenesh2_pg.C_10322	PMZ_0002394-RA
estExt_fgenesh2_pg.C_10322	PMZ_0048532-RA
estExt_fgenesh2_pg.C_10322	PMZ_0048479-RA
estExt_fgenesh2_pg.C_10322	PMZ_0035286-RA
estExt_fgenesh2_pg.C_10341	PMZ_0044862-RA
estExt_fgenesh2_pg.C_10341	PMZ_0034428-RA
estExt_fgenesh2_pg.C_10341	PMZ_0046180-RA
estExt_fgenesh2_pg.C_10341	PMZ_0030803-RA
estExt_fgenesh2_pg.C_10342	PMZ_0028639-RA
estExt_fgenesh2_pg.C_10359	PMZ_0040895-RA
estExt_fgenesh2_pg.C_10362	PMZ_0032847-RA
estExt_fgenesh2_pg.C_10400005	PMZ_0016146-RA
estExt_fgenesh2_pg.C_10400006	PMZ_0045676-RA
estExt_fgenesh2_pg.C_1040075	PMZ_0043151-RA
estExt_fgenesh2_pg.C_10470002	PMZ_0029415-RA
estExt_fgenesh2_pg.C_10470002	PMZ_0047076-RA
estExt_fgenesh2_pg.C_10470002	PMZ_0014367-RA
estExt_fgenesh2_pg.C_1050042	PMZ_0004922-RA
estExt_fgenesh2_pg.C_1050052	PMZ_0045559-RA
estExt_fgenesh2_pg.C_1050105	PMZ_0043340-RA
estExt_fgenesh2_pg.C_1050105	PMZ_0042538-RA
estExt_fgenesh2_pg.C_1050107	PMZ_0001024-RA
estExt_fgenesh2_pg.C_1050112	PMZ_0044936-RA
estExt_fgenesh2_pg.C_1050118	PMZ_0044884-RA
estExt_fgenesh2_pg.C_1050120	PMZ_0006244-RA
estExt_fgenesh2_pg.C_1050120	PMZ_0033120-RA
estExt_fgenesh2_pg.C_10540002	PMZ_0018263-RA
estExt_fgenesh2_pg.C_1060024	PMZ_0045089-RA
estExt_fgenesh2_pg.C_1060034	PMZ_0038443-RA
estExt_fgenesh2_pg.C_1060034	PMZ_0012119-RA
estExt_fgenesh2_pg.C_1060085	PMZ_0044348-RA
estExt_fgenesh2_pg.C_1060085	PMZ_0032528-RA
estExt_fgenesh2_pg.C_1060085	PMZ_0044347-RA
estExt_fgenesh2_pg.C_1060085	PMZ_0040363-RA
estExt_fgenesh2_pg.C_1060094	PMZ_0040368-RA
estExt_fgenesh2_pg.C_10690002	PMZ_0001879-RA
estExt_fgenesh2_pg.C_10690002	PMZ_0040728-RA
estExt_fgenesh2_pg.C_1070085	PMZ_0046054-RA
estExt_fgenesh2_pg.C_10720001	PMZ_0041796-RA
estExt_fgenesh2_pg.C_10720001	PMZ_0041795-RA
estExt_fgenesh2_pg.C_1080073	PMZ_0036958-RA
estExt_fgenesh2_pg.C_10840002	PMZ_0030976-RA
estExt_fgenesh2_pg.C_10870002	PMZ_0031483-RA
estExt_fgenesh2_pg.C_10870002	PMZ_0031482-RA
estExt_fgenesh2_pg.C_1090051	PMZ_0043828-RA
estExt_fgenesh2_pg.C_1090051	PMZ_0042211-RA
estExt_fgenesh2_pg.C_1090051	PMZ_0037474-RA
estExt_fgenesh2_pg.C_1090051	PMZ_0036889-RA
estExt_fgenesh2_pg.C_1090073	PMZ_0047956-RA
estExt_fgenesh2_pg.C_1090075	PMZ_0033200-RA
estExt_fgenesh2_pg.C_1090075	PMZ_0045627-RA
estExt_fgenesh2_pg.C_1090075	PMZ_0014880-RA
estExt_fgenesh2_pg.C_1090080	PMZ_0022943-RA
estExt_fgenesh2_pg.C_1090080	PMZ_0033226-RA
estExt_fgenesh2_pg.C_1090080	PMZ_0027598-RA
estExt_fgenesh2_pg.C_1090080	PMZ_0023961-RA
estExt_fgenesh2_pg.C_1100021	PMZ_0040995-RA
estExt_fgenesh2_pg.C_1100027	PMZ_0033107-RA
estExt_fgenesh2_pg.C_1100061	PMZ_0045441-RA
estExt_fgenesh2_pg.C_1100087	PMZ_0043613-RA
estExt_fgenesh2_pg.C_1100104	PMZ_0033519-RA
estExt_fgenesh2_pg.C_1100107	PMZ_0031893-RA
estExt_fgenesh2_pg.C_110088	PMZ_0045294-RA
estExt_fgenesh2_pg.C_110154	PMZ_0046217-RA
estExt_fgenesh2_pg.C_110168	PMZ_0043460-RA
estExt_fgenesh2_pg.C_110181	PMZ_0048658-RA
estExt_fgenesh2_pg.C_110183	PMZ_0047344-RA
estExt_fgenesh2_pg.C_110185	PMZ_0046796-RA
estExt_fgenesh2_pg.C_110221	PMZ_0042376-RA
estExt_fgenesh2_pg.C_110221	PMZ_0036917-RA
estExt_fgenesh2_pg.C_110221	PMZ_0030283-RA
estExt_fgenesh2_pg.C_110221	PMZ_0030284-RA
estExt_fgenesh2_pg.C_110235	PMZ_0027623-RA
estExt_fgenesh2_pg.C_110299	PMZ_0026340-RA
estExt_fgenesh2_pg.C_11030005	PMZ_0019519-RA
estExt_fgenesh2_pg.C_1110071	PMZ_0026606-RA
estExt_fgenesh2_pg.C_1110071	PMZ_0036743-RA
estExt_fgenesh2_pg.C_1110080	PMZ_0040593-RA
estExt_fgenesh2_pg.C_1110080	PMZ_0046124-RA
estExt_fgenesh2_pg.C_11200001	PMZ_0030866-RA
estExt_fgenesh2_pg.C_1120010	PMZ_0040104-RA
estExt_fgenesh2_pg.C_1120010	PMZ_0029452-RA
estExt_fgenesh2_pg.C_1120010	PMZ_0043307-RA
estExt_fgenesh2_pg.C_1120013	PMZ_0006212-RA
estExt_fgenesh2_pg.C_1120014	PMZ_0043310-RA
estExt_fgenesh2_pg.C_1120022	PMZ_0011716-RA
estExt_fgenesh2_pg.C_1120024	PMZ_0029818-RA
estExt_fgenesh2_pg.C_1120025	PMZ_0041295-RA
estExt_fgenesh2_pg.C_1120040	PMZ_0011129-RA
estExt_fgenesh2_pg.C_1120040	PMZ_0026089-RA
estExt_fgenesh2_pg.C_1120042	PMZ_0045786-RA
estExt_fgenesh2_pg.C_1120063	PMZ_0040184-RA
estExt_fgenesh2_pg.C_1120063	PMZ_0006298-RA
estExt_fgenesh2_pg.C_1120067	PMZ_0032417-RA
estExt_fgenesh2_pg.C_1120068	PMZ_0042671-RA
estExt_fgenesh2_pg.C_1120068	PMZ_0009438-RA
estExt_fgenesh2_pg.C_1120068	PMZ_0043770-RA
estExt_fgenesh2_pg.C_1120080	PMZ_0012685-RA
estExt_fgenesh2_pg.C_1120084	PMZ_0043289-RA
estExt_fgenesh2_pg.C_1120087	PMZ_0043665-RA
estExt_fgenesh2_pg.C_1120095	PMZ_0032442-RA
estExt_fgenesh2_pg.C_1120098	PMZ_0041607-RA
estExt_fgenesh2_pg.C_1120103	PMZ_0019525-RA
estExt_fgenesh2_pg.C_11250003	PMZ_0011208-RA
estExt_fgenesh2_pg.C_1130005	PMZ_0045533-RA
estExt_fgenesh2_pg.C_1130005	PMZ_0032891-RA
estExt_fgenesh2_pg.C_1130049	PMZ_0040483-RA
estExt_fgenesh2_pg.C_1130066	PMZ_0026135-RA
estExt_fgenesh2_pg.C_1130074	PMZ_0031626-RA
estExt_fgenesh2_pg.C_1130076	PMZ_0038604-RA
estExt_fgenesh2_pg.C_11390001	PMZ_0046178-RA
estExt_fgenesh2_pg.C_11390001	PMZ_0031515-RA
estExt_fgenesh2_pg.C_11390001	PMZ_0048405-RA
estExt_fgenesh2_pg.C_1140004	PMZ_0043258-RA
estExt_fgenesh2_pg.C_1140010	PMZ_0017741-RA
estExt_fgenesh2_pg.C_1140013	PMZ_0029806-RA
estExt_fgenesh2_pg.C_1140070	PMZ_0044611-RA
estExt_fgenesh2_pg.C_1140113	PMZ_0035223-RA
estExt_fgenesh2_pg.C_1150048	PMZ_0004554-RA
estExt_fgenesh2_pg.C_1150048	PMZ_0041228-RA
estExt_fgenesh2_pg.C_1150051	PMZ_0045290-RA
estExt_fgenesh2_pg.C_1150080	PMZ_0002472-RA
estExt_fgenesh2_pg.C_1150080	PMZ_0044656-RA
estExt_fgenesh2_pg.C_1150080	PMZ_0044634-RA
estExt_fgenesh2_pg.C_1150084	PMZ_0037627-RA
estExt_fgenesh2_pg.C_1150084	PMZ_0046976-RA
estExt_fgenesh2_pg.C_1150094	PMZ_0042935-RA
estExt_fgenesh2_pg.C_1150114	PMZ_0041753-RA
estExt_fgenesh2_pg.C_1150114	PMZ_0040405-RA
estExt_fgenesh2_pg.C_1160030	PMZ_0032546-RA
estExt_fgenesh2_pg.C_1160032	PMZ_0040129-RA
estExt_fgenesh2_pg.C_1160039	PMZ_0009259-RA
estExt_fgenesh2_pg.C_1160041	PMZ_0029165-RA
estExt_fgenesh2_pg.C_1160044	PMZ_0016628-RA
estExt_fgenesh2_pg.C_1160046	PMZ_0003109-RA
estExt_fgenesh2_pg.C_1160047	PMZ_0043297-RA
estExt_fgenesh2_pg.C_1160048	PMZ_0040117-RA
estExt_fgenesh2_pg.C_1160053	PMZ_0026961-RA
estExt_fgenesh2_pg.C_1160054	PMZ_0038091-RA
estExt_fgenesh2_pg.C_1160054	PMZ_0023695-RA
estExt_fgenesh2_pg.C_1160055	PMZ_0021980-RA
estExt_fgenesh2_pg.C_1160056	PMZ_0043084-RA
estExt_fgenesh2_pg.C_1160085	PMZ_0028025-RA
estExt_fgenesh2_pg.C_1160093	PMZ_0045325-RA
estExt_fgenesh2_pg.C_11670002	PMZ_0047777-RA
estExt_fgenesh2_pg.C_1170006	PMZ_0032839-RA
estExt_fgenesh2_pg.C_1170006	PMZ_0015675-RA
estExt_fgenesh2_pg.C_1170006	PMZ_0033833-RA
estExt_fgenesh2_pg.C_1170073	PMZ_0036502-RA
estExt_fgenesh2_pg.C_1170073	PMZ_0044769-RA
estExt_fgenesh2_pg.C_1170077	PMZ_0016170-RA
estExt_fgenesh2_pg.C_1180052	PMZ_0033273-RA
estExt_fgenesh2_pg.C_1180052	PMZ_0044850-RA
estExt_fgenesh2_pg.C_1180072	PMZ_0041899-RA
estExt_fgenesh2_pg.C_1180072	PMZ_0022569-RA
estExt_fgenesh2_pg.C_1180086	PMZ_0012929-RA
estExt_fgenesh2_pg.C_1190001	PMZ_0026599-RA
estExt_fgenesh2_pg.C_1190001	PMZ_0037757-RA
estExt_fgenesh2_pg.C_1190001	PMZ_0043496-RA
estExt_fgenesh2_pg.C_1190001	PMZ_0040571-RA
estExt_fgenesh2_pg.C_1190012	PMZ_0026637-RA
estExt_fgenesh2_pg.C_1190012	PMZ_0034832-RA
estExt_fgenesh2_pg.C_1190012	PMZ_0046718-RA
estExt_fgenesh2_pg.C_1190012	PMZ_0030120-RA
estExt_fgenesh2_pg.C_1190015	PMZ_0040344-RA
estExt_fgenesh2_pg.C_1190015	PMZ_0031874-RA
estExt_fgenesh2_pg.C_1190015	PMZ_0030574-RA
estExt_fgenesh2_pg.C_1190015	PMZ_0040673-RA
estExt_fgenesh2_pg.C_1190028	PMZ_0032423-RA
estExt_fgenesh2_pg.C_1190028	PMZ_0040586-RA
estExt_fgenesh2_pg.C_1190029	PMZ_0014147-RA
estExt_fgenesh2_pg.C_1190030	PMZ_0007931-RA
estExt_fgenesh2_pg.C_1190037	PMZ_0030418-RA
estExt_fgenesh2_pg.C_1190037	PMZ_0043499-RA
estExt_fgenesh2_pg.C_1190037	PMZ_0028687-RA
estExt_fgenesh2_pg.C_1190051	PMZ_0020309-RA
estExt_fgenesh2_pg.C_1190054	PMZ_0027243-RA
estExt_fgenesh2_pg.C_1190058	PMZ_0041844-RA
estExt_fgenesh2_pg.C_1190061	PMZ_0044363-RA
estExt_fgenesh2_pg.C_1190061	PMZ_0045673-RA
estExt_fgenesh2_pg.C_1190074	PMZ_0047559-RA
estExt_fgenesh2_pg.C_1190074	PMZ_0006168-RA
estExt_fgenesh2_pg.C_1190104	PMZ_0035126-RA
estExt_fgenesh2_pg.C_1200005	PMZ_0028885-RA
estExt_fgenesh2_pg.C_1200012	PMZ_0032525-RA
estExt_fgenesh2_pg.C_1200012	PMZ_0029730-RA
estExt_fgenesh2_pg.C_1200013	PMZ_0029729-RA
estExt_fgenesh2_pg.C_1200019	PMZ_0045340-RA
estExt_fgenesh2_pg.C_1200022	PMZ_0011368-RA
estExt_fgenesh2_pg.C_1200025	PMZ_0002451-RA
estExt_fgenesh2_pg.C_1200025	PMZ_0035261-RA
estExt_fgenesh2_pg.C_120003	PMZ_0001594-RA
estExt_fgenesh2_pg.C_1200030	PMZ_0029514-RA
estExt_fgenesh2_pg.C_1200037	PMZ_0026515-RA
estExt_fgenesh2_pg.C_1200038	PMZ_0021568-RA
estExt_fgenesh2_pg.C_1200038	PMZ_0034701-RA
estExt_fgenesh2_pg.C_1200038	PMZ_0042975-RA
estExt_fgenesh2_pg.C_1200040	PMZ_0042033-RA
estExt_fgenesh2_pg.C_1200040	PMZ_0046106-RA
estExt_fgenesh2_pg.C_1200045	PMZ_0033675-RA
estExt_fgenesh2_pg.C_1200057	PMZ_0018645-RA
estExt_fgenesh2_pg.C_1200063	PMZ_0042618-RA
estExt_fgenesh2_pg.C_1200063	PMZ_0040789-RA
estExt_fgenesh2_pg.C_120008	PMZ_0008463-RA
estExt_fgenesh2_pg.C_1200082	PMZ_0040400-RA
estExt_fgenesh2_pg.C_1200082	PMZ_0043246-RA
estExt_fgenesh2_pg.C_1200082	PMZ_0041771-RA
estExt_fgenesh2_pg.C_1200082	PMZ_0034083-RA
estExt_fgenesh2_pg.C_1200085	PMZ_0047183-RA
estExt_fgenesh2_pg.C_1200085	PMZ_0042970-RA
estExt_fgenesh2_pg.C_1200086	PMZ_0041991-RA
estExt_fgenesh2_pg.C_1200093	PMZ_0041992-RA
estExt_fgenesh2_pg.C_1200131	PMZ_0019333-RA
estExt_fgenesh2_pg.C_120020	PMZ_0027265-RA
estExt_fgenesh2_pg.C_120023	PMZ_0043540-RA
estExt_fgenesh2_pg.C_120037	PMZ_0040276-RA
estExt_fgenesh2_pg.C_120043	PMZ_0031285-RA
estExt_fgenesh2_pg.C_120043	PMZ_0040683-RA
estExt_fgenesh2_pg.C_120043	PMZ_0040684-RA
estExt_fgenesh2_pg.C_120044	PMZ_0040277-RA
estExt_fgenesh2_pg.C_120044	PMZ_0031215-RA
estExt_fgenesh2_pg.C_120046	PMZ_0016645-RA
estExt_fgenesh2_pg.C_120046	PMZ_0037707-RA
estExt_fgenesh2_pg.C_120053	PMZ_0013450-RA
estExt_fgenesh2_pg.C_120063	PMZ_0040540-RA
estExt_fgenesh2_pg.C_120071	PMZ_0031328-RA
estExt_fgenesh2_pg.C_120074	PMZ_0008730-RA
estExt_fgenesh2_pg.C_120080	PMZ_0032371-RA
estExt_fgenesh2_pg.C_120085	PMZ_0022986-RA
estExt_fgenesh2_pg.C_120085	PMZ_0010469-RA
estExt_fgenesh2_pg.C_120085	PMZ_0035311-RA
estExt_fgenesh2_pg.C_120085	PMZ_0037962-RA
estExt_fgenesh2_pg.C_120089	PMZ_0043553-RA
estExt_fgenesh2_pg.C_120089	PMZ_0035445-RA
estExt_fgenesh2_pg.C_120089	PMZ_0040539-RA
estExt_fgenesh2_pg.C_120093	PMZ_0041938-RA
estExt_fgenesh2_pg.C_120112	PMZ_0029468-RA
estExt_fgenesh2_pg.C_120133	PMZ_0041842-RA
estExt_fgenesh2_pg.C_120133	PMZ_0013871-RA
estExt_fgenesh2_pg.C_120140	PMZ_0040243-RA
estExt_fgenesh2_pg.C_120140	PMZ_0041843-RA
estExt_fgenesh2_pg.C_120140	PMZ_0040637-RA
estExt_fgenesh2_pg.C_120162	PMZ_0005556-RA
estExt_fgenesh2_pg.C_120162	PMZ_0048158-RA
estExt_fgenesh2_pg.C_120167	PMZ_0006316-RA
estExt_fgenesh2_pg.C_120167	PMZ_0012150-RA
estExt_fgenesh2_pg.C_120168	PMZ_0047117-RA
estExt_fgenesh2_pg.C_120181	PMZ_0015102-RA
estExt_fgenesh2_pg.C_120181	PMZ_0045942-RA
estExt_fgenesh2_pg.C_120188	PMZ_0008296-RA
estExt_fgenesh2_pg.C_120219	PMZ_0003710-RA
estExt_fgenesh2_pg.C_120230	PMZ_0032169-RA
estExt_fgenesh2_pg.C_120240	PMZ_0040632-RA
estExt_fgenesh2_pg.C_120240	PMZ_0007167-RA
estExt_fgenesh2_pg.C_120240	PMZ_0002279-RA
estExt_fgenesh2_pg.C_1210004	PMZ_0043912-RA
estExt_fgenesh2_pg.C_1210009	PMZ_0032252-RA
estExt_fgenesh2_pg.C_1210012	PMZ_0038861-RA
estExt_fgenesh2_pg.C_1210020	PMZ_0035221-RA
estExt_fgenesh2_pg.C_1210020	PMZ_0043475-RA
estExt_fgenesh2_pg.C_1210029	PMZ_0004579-RA
estExt_fgenesh2_pg.C_1210029	PMZ_0043186-RA
estExt_fgenesh2_pg.C_1210029	PMZ_0033143-RA
estExt_fgenesh2_pg.C_1210037	PMZ_0016399-RA
estExt_fgenesh2_pg.C_1210045	PMZ_0037682-RA
estExt_fgenesh2_pg.C_1210078	PMZ_0004430-RA
estExt_fgenesh2_pg.C_1210078	PMZ_0032988-RA
estExt_fgenesh2_pg.C_1210078	PMZ_0044020-RA
estExt_fgenesh2_pg.C_1210078	PMZ_0038196-RA
estExt_fgenesh2_pg.C_1220008	PMZ_0040828-RA
estExt_fgenesh2_pg.C_1220012	PMZ_0031982-RA
estExt_fgenesh2_pg.C_1220037	PMZ_0011382-RA
estExt_fgenesh2_pg.C_1220040	PMZ_0031365-RA
estExt_fgenesh2_pg.C_1220055	PMZ_0019535-RA
estExt_fgenesh2_pg.C_1220067	PMZ_0026977-RA
estExt_fgenesh2_pg.C_1220082	PMZ_0040850-RA
estExt_fgenesh2_pg.C_1220082	PMZ_0046152-RA
estExt_fgenesh2_pg.C_1220082	PMZ_0027207-RA
estExt_fgenesh2_pg.C_1220084	PMZ_0016522-RA
estExt_fgenesh2_pg.C_1220091	PMZ_0026016-RA
estExt_fgenesh2_pg.C_12300001	PMZ_0037984-RA
estExt_fgenesh2_pg.C_1230005	PMZ_0029455-RA
estExt_fgenesh2_pg.C_1230007	PMZ_0035143-RA
estExt_fgenesh2_pg.C_1230016	PMZ_0041061-RA
estExt_fgenesh2_pg.C_1230016	PMZ_0038251-RA
estExt_fgenesh2_pg.C_1230018	PMZ_0028856-RA
estExt_fgenesh2_pg.C_1230020	PMZ_0043919-RA
estExt_fgenesh2_pg.C_1230027	PMZ_0048036-RA
estExt_fgenesh2_pg.C_1230027	PMZ_0020295-RA
estExt_fgenesh2_pg.C_1230027	PMZ_0033657-RA
estExt_fgenesh2_pg.C_1230027	PMZ_0048035-RA
estExt_fgenesh2_pg.C_1230031	PMZ_0013387-RA
estExt_fgenesh2_pg.C_1230031	PMZ_0048244-RA
estExt_fgenesh2_pg.C_1230031	PMZ_0030699-RA
estExt_fgenesh2_pg.C_1230031	PMZ_0029800-RA
estExt_fgenesh2_pg.C_1230032	PMZ_0029665-RA
estExt_fgenesh2_pg.C_1230035	PMZ_0044147-RA
estExt_fgenesh2_pg.C_1230036	PMZ_0007564-RA
estExt_fgenesh2_pg.C_1230039	PMZ_0047110-RA
estExt_fgenesh2_pg.C_1230045	PMZ_0041077-RA
estExt_fgenesh2_pg.C_1230045	PMZ_0010355-RA
estExt_fgenesh2_pg.C_1230050	PMZ_0009392-RA
estExt_fgenesh2_pg.C_1230050	PMZ_0041942-RA
estExt_fgenesh2_pg.C_1230059	PMZ_0011125-RA
estExt_fgenesh2_pg.C_1230066	PMZ_0040006-RA
estExt_fgenesh2_pg.C_1230066	PMZ_0001911-RA
estExt_fgenesh2_pg.C_1230075	PMZ_0009875-RA
estExt_fgenesh2_pg.C_1230077	PMZ_0000229-RA
estExt_fgenesh2_pg.C_1230079	PMZ_0027813-RA
estExt_fgenesh2_pg.C_1230079	PMZ_0044865-RA
estExt_fgenesh2_pg.C_1230079	PMZ_0040821-RA
estExt_fgenesh2_pg.C_1230079	PMZ_0031290-RA
estExt_fgenesh2_pg.C_1230082	PMZ_0043257-RA
estExt_fgenesh2_pg.C_1230083	PMZ_0031358-RA
estExt_fgenesh2_pg.C_1230085	PMZ_0000233-RA
estExt_fgenesh2_pg.C_1230090	PMZ_0009305-RA
estExt_fgenesh2_pg.C_1230095	PMZ_0032667-RA
estExt_fgenesh2_pg.C_1230095	PMZ_0036425-RA
estExt_fgenesh2_pg.C_1230095	PMZ_0034787-RA
estExt_fgenesh2_pg.C_1230095	PMZ_0036199-RA
estExt_fgenesh2_pg.C_1240006	PMZ_0032320-RA
estExt_fgenesh2_pg.C_1240006	PMZ_0048357-RA
estExt_fgenesh2_pg.C_1240012	PMZ_0037719-RA
estExt_fgenesh2_pg.C_1240012	PMZ_0041773-RA
estExt_fgenesh2_pg.C_1240012	PMZ_0046355-RA
estExt_fgenesh2_pg.C_1240012	PMZ_0045870-RA
estExt_fgenesh2_pg.C_1240021	PMZ_0019500-RA
estExt_fgenesh2_pg.C_1240038	PMZ_0002540-RA
estExt_fgenesh2_pg.C_1240038	PMZ_0014019-RA
estExt_fgenesh2_pg.C_1240038	PMZ_0026138-RA
estExt_fgenesh2_pg.C_1240038	PMZ_0043611-RA
estExt_fgenesh2_pg.C_1240046	PMZ_0002612-RA
estExt_fgenesh2_pg.C_1240046	PMZ_0029751-RA
estExt_fgenesh2_pg.C_1240051	PMZ_0020750-RA
estExt_fgenesh2_pg.C_1240051	PMZ_0041076-RA
estExt_fgenesh2_pg.C_1240051	PMZ_0032838-RA
estExt_fgenesh2_pg.C_1240062	PMZ_0026634-RA
estExt_fgenesh2_pg.C_1240065	PMZ_0013015-RA
estExt_fgenesh2_pg.C_1240065	PMZ_0045729-RA
estExt_fgenesh2_pg.C_1240066	PMZ_0010301-RA
estExt_fgenesh2_pg.C_1240071	PMZ_0034646-RA
estExt_fgenesh2_pg.C_1240071	PMZ_0034639-RA
estExt_fgenesh2_pg.C_1240071	PMZ_0043407-RA
estExt_fgenesh2_pg.C_1240071	PMZ_0047634-RA
estExt_fgenesh2_pg.C_1240082	PMZ_0010340-RA
estExt_fgenesh2_pg.C_1240082	PMZ_0027059-RA
estExt_fgenesh2_pg.C_1240084	PMZ_0023524-RA
estExt_fgenesh2_pg.C_12490001	PMZ_0042226-RA
estExt_fgenesh2_pg.C_1250010	PMZ_0036725-RA
estExt_fgenesh2_pg.C_1250021	PMZ_0007600-RA
estExt_fgenesh2_pg.C_1250021	PMZ_0045190-RA
estExt_fgenesh2_pg.C_1250021	PMZ_0041132-RA
estExt_fgenesh2_pg.C_1250021	PMZ_0047334-RA
estExt_fgenesh2_pg.C_1250025	PMZ_0030768-RA
estExt_fgenesh2_pg.C_1250038	PMZ_0045350-RA
estExt_fgenesh2_pg.C_1250042	PMZ_0043750-RA
estExt_fgenesh2_pg.C_1250043	PMZ_0030578-RA
estExt_fgenesh2_pg.C_1250043	PMZ_0048771-RA
estExt_fgenesh2_pg.C_1250043	PMZ_0048894-RA
estExt_fgenesh2_pg.C_1250043	PMZ_0048813-RA
estExt_fgenesh2_pg.C_1250044	PMZ_0040336-RA
estExt_fgenesh2_pg.C_1250052	PMZ_0044881-RA
estExt_fgenesh2_pg.C_1250052	PMZ_0001840-RA
estExt_fgenesh2_pg.C_1250052	PMZ_0001335-RA
estExt_fgenesh2_pg.C_1250059	PMZ_0031225-RA
estExt_fgenesh2_pg.C_1250060	PMZ_0018517-RA
estExt_fgenesh2_pg.C_1250062	PMZ_0040956-RA
estExt_fgenesh2_pg.C_1250066	PMZ_0014849-RA
estExt_fgenesh2_pg.C_1250078	PMZ_0046900-RA
estExt_fgenesh2_pg.C_1250078	PMZ_0047302-RA
estExt_fgenesh2_pg.C_1250087	PMZ_0027908-RA
estExt_fgenesh2_pg.C_1250112	PMZ_0042220-RA
estExt_fgenesh2_pg.C_1250116	PMZ_0043267-RA
estExt_fgenesh2_pg.C_1260007	PMZ_0043248-RA
estExt_fgenesh2_pg.C_1260007	PMZ_0009915-RA
estExt_fgenesh2_pg.C_1260045	PMZ_0007341-RA
estExt_fgenesh2_pg.C_1260045	PMZ_0018309-RA
estExt_fgenesh2_pg.C_1260045	PMZ_0026600-RA
estExt_fgenesh2_pg.C_1260045	PMZ_0029092-RA
estExt_fgenesh2_pg.C_1260046	PMZ_0026965-RA
estExt_fgenesh2_pg.C_1260046	PMZ_0017745-RA
estExt_fgenesh2_pg.C_1260046	PMZ_0026319-RA
estExt_fgenesh2_pg.C_1260046	PMZ_0048188-RA
estExt_fgenesh2_pg.C_1260063	PMZ_0029736-RA
estExt_fgenesh2_pg.C_1260071	PMZ_0032161-RA
estExt_fgenesh2_pg.C_1260087	PMZ_0006169-RA
estExt_fgenesh2_pg.C_1260087	PMZ_0046562-RA
estExt_fgenesh2_pg.C_1260087	PMZ_0034881-RA
estExt_fgenesh2_pg.C_1260090	PMZ_0010968-RA
estExt_fgenesh2_pg.C_1260090	PMZ_0040651-RA
estExt_fgenesh2_pg.C_1260090	PMZ_0028007-RA
estExt_fgenesh2_pg.C_1260090	PMZ_0029419-RA
estExt_fgenesh2_pg.C_1260093	PMZ_0016098-RA
estExt_fgenesh2_pg.C_1260098	PMZ_0019557-RA
estExt_fgenesh2_pg.C_1270001	PMZ_0009161-RA
estExt_fgenesh2_pg.C_1270002	PMZ_0006596-RA
estExt_fgenesh2_pg.C_1270002	PMZ_0005759-RA
estExt_fgenesh2_pg.C_1270020	PMZ_0036429-RA
estExt_fgenesh2_pg.C_1270025	PMZ_0047483-RA
estExt_fgenesh2_pg.C_1270031	PMZ_0003168-RA
estExt_fgenesh2_pg.C_1270031	PMZ_0038970-RA
estExt_fgenesh2_pg.C_1270031	PMZ_0004169-RA
estExt_fgenesh2_pg.C_1270031	PMZ_0043415-RA
estExt_fgenesh2_pg.C_1270034	PMZ_0029728-RA
estExt_fgenesh2_pg.C_1270039	PMZ_0045829-RA
estExt_fgenesh2_pg.C_1270057	PMZ_0044801-RA
estExt_fgenesh2_pg.C_1270057	PMZ_0036297-RA
estExt_fgenesh2_pg.C_1270063	PMZ_0028003-RA
estExt_fgenesh2_pg.C_1270063	PMZ_0036076-RA
estExt_fgenesh2_pg.C_1270063	PMZ_0037727-RA
estExt_fgenesh2_pg.C_1270063	PMZ_0027299-RA
estExt_fgenesh2_pg.C_1270077	PMZ_0040577-RA
estExt_fgenesh2_pg.C_1270080	PMZ_0008776-RA
estExt_fgenesh2_pg.C_1270080	PMZ_0046953-RA
estExt_fgenesh2_pg.C_1280043	PMZ_0043718-RA
estExt_fgenesh2_pg.C_1280051	PMZ_0040565-RA
estExt_fgenesh2_pg.C_1280051	PMZ_0032324-RA
estExt_fgenesh2_pg.C_1280062	PMZ_0010641-RA
estExt_fgenesh2_pg.C_1280062	PMZ_0033584-RA
