ENSMGAP00000004051	fgenesh2_pg.scaffold_351000043
ENSMGAP00000008787	estExt_fgenesh2_pg.C_1890020
ENSMGAP00000019166	estExt_fgenesh2_pg.C_1890023
ENSMGAP00000017802	estExt_fgenesh2_pg.C_1890023
ENSMGAP00000006123	estExt_fgenesh2_pg.C_1890047
ENSMGAP00000009192	estExt_fgenesh2_pg.C_1890048
ENSMGAP00000002290	estExt_fgenesh2_pg.C_1890048
ENSMGAP00000002412	estExt_fgenesh2_pg.C_1900019
ENSMGAP00000006125	estExt_fgenesh2_pg.C_1900019
ENSMGAP00000015412	estExt_fgenesh2_pg.C_1910003
ENSMGAP00000017323	estExt_fgenesh2_pg.C_1910011
ENSMGAP00000002310	estExt_fgenesh2_pg.C_1910028
ENSMGAP00000000543	estExt_fgenesh2_pg.C_1910035
ENSMGAP00000007575	estExt_fgenesh2_pg.C_1910048
ENSMGAP00000015457	estExt_fgenesh2_pg.C_1910052
ENSMGAP00000013805	estExt_fgenesh2_pg.C_1910053
ENSMGAP00000014412	estExt_fgenesh2_pg.C_1910055
ENSMGAP00000008481	estExt_fgenesh2_pg.C_1910059
ENSMGAP00000019160	estExt_fgenesh2_pg.C_1910072
ENSMGAP00000012065	estExt_fgenesh2_pg.C_1910073
ENSMGAP00000019530	estExt_fgenesh2_pg.C_1910078
ENSMGAP00000000461	estExt_fgenesh2_pg.C_1910080
ENSMGAP00000000975	estExt_fgenesh2_pg.C_1910082
ENSMGAP00000004683	estExt_fgenesh2_pg.C_1910085
ENSMGAP00000012237	estExt_fgenesh2_pg.C_1910088
ENSMGAP00000000519	estExt_fgenesh2_pg.C_1910094
ENSMGAP00000002925	estExt_fgenesh2_pg.C_1910098
ENSMGAP00000010382	estExt_fgenesh2_pg.C_1910103
ENSMGAP00000015121	estExt_fgenesh2_pg.C_1910105
ENSMGAP00000019509	estExt_fgenesh2_pg.C_1920005
ENSMGAP00000014122	estExt_fgenesh2_pg.C_1920055
ENSMGAP00000005073	estExt_fgenesh2_pg.C_1930017
ENSMGAP00000001308	estExt_fgenesh2_pg.C_1930025
ENSMGAP00000000339	estExt_fgenesh2_pg.C_1930051
ENSMGAP00000004946	estExt_fgenesh2_pg.C_1930052
ENSMGAP00000001030	estExt_fgenesh2_pg.C_1930052
ENSMGAP00000000245	estExt_fgenesh2_pg.C_1930055
ENSMGAP00000006625	estExt_fgenesh2_pg.C_1930055
ENSMGAP00000003540	estExt_fgenesh2_pg.C_1930064
ENSMGAP00000009082	estExt_fgenesh2_pg.C_1930065
ENSMGAP00000009632	estExt_fgenesh2_pg.C_1940011
ENSMGAP00000012947	estExt_fgenesh2_pg.C_1940012
ENSMGAP00000015504	estExt_fgenesh2_pg.C_1940028
ENSMGAP00000009666	estExt_fgenesh2_pg.C_1940028
ENSMGAP00000019077	estExt_fgenesh2_pg.C_1950037
ENSMGAP00000000470	estExt_fgenesh2_pg.C_1950039
ENSMGAP00000001356	estExt_fgenesh2_pg.C_1950045
ENSMGAP00000001194	estExt_fgenesh2_pg.C_1950093
ENSMGAP00000010340	estExt_fgenesh2_pg.C_1950096
ENSMGAP00000000549	estExt_fgenesh2_pg.C_1950104
ENSMGAP00000002484	estExt_fgenesh2_pg.C_1960032
ENSMGAP00000014468	estExt_fgenesh2_pg.C_1960035
ENSMGAP00000012264	estExt_fgenesh2_pg.C_1960037
ENSMGAP00000016519	estExt_fgenesh2_pg.C_1960046
ENSMGAP00000016320	estExt_fgenesh2_pg.C_1960064
ENSMGAP00000014536	estExt_fgenesh2_pg.C_1960075
ENSMGAP00000015923	estExt_fgenesh2_pg.C_1970013
ENSMGAP00000006577	estExt_fgenesh2_pg.C_1970013
ENSMGAP00000016152	estExt_fgenesh2_pg.C_1970016
ENSMGAP00000008705	estExt_fgenesh2_pg.C_1970043
ENSMGAP00000014114	estExt_fgenesh2_pg.C_1970060
ENSMGAP00000013800	estExt_fgenesh2_pg.C_1970065
ENSMGAP00000006287	estExt_fgenesh2_pg.C_1970077
ENSMGAP00000006225	estExt_fgenesh2_pg.C_1970081
ENSMGAP00000005630	estExt_fgenesh2_pg.C_1970081
ENSMGAP00000016439	estExt_fgenesh2_pg.C_1970091
ENSMGAP00000018062	estExt_fgenesh2_pg.C_1970092
ENSMGAP00000008322	estExt_fgenesh2_pg.C_1970092
ENSMGAP00000010664	estExt_fgenesh2_pg.C_1970094
ENSMGAP00000003742	estExt_fgenesh2_pg.C_1980003
ENSMGAP00000014401	estExt_fgenesh2_pg.C_1980004
ENSMGAP00000015358	estExt_fgenesh2_pg.C_1980004
ENSMGAP00000014689	estExt_fgenesh2_pg.C_1980010
ENSMGAP00000003244	estExt_fgenesh2_pg.C_1980018
ENSMGAP00000007890	estExt_fgenesh2_pg.C_1980021
ENSMGAP00000003101	estExt_fgenesh2_pg.C_1980024
ENSMGAP00000015537	estExt_fgenesh2_pg.C_1980024
ENSMGAP00000013277	estExt_fgenesh2_pg.C_1980031
ENSMGAP00000014203	estExt_fgenesh2_pg.C_1980046
ENSMGAP00000016020	estExt_fgenesh2_pg.C_1980050
ENSMGAP00000000828	estExt_fgenesh2_pg.C_1980050
ENSMGAP00000014108	estExt_fgenesh2_pg.C_1980054
ENSMGAP00000016055	estExt_fgenesh2_pg.C_1980057
ENSMGAP00000013600	estExt_fgenesh2_pg.C_1980057
ENSMGAP00000011344	estExt_fgenesh2_pg.C_1980067
ENSMGAP00000015355	estExt_fgenesh2_pg.C_1980072
ENSMGAP00000018550	estExt_fgenesh2_pg.C_1980072
ENSMGAP00000015519	estExt_fgenesh2_pg.C_1980078
ENSMGAP00000012713	estExt_fgenesh2_pg.C_1980081
ENSMGAP00000005454	estExt_fgenesh2_pg.C_1980087
ENSMGAP00000009134	estExt_fgenesh2_pg.C_1990003
ENSMGAP00000003349	estExt_fgenesh2_pg.C_1990018
ENSMGAP00000016784	estExt_fgenesh2_pg.C_2000006
ENSMGAP00000003179	estExt_fgenesh2_pg.C_2000016
ENSMGAP00000009385	estExt_fgenesh2_pg.C_2000017
ENSMGAP00000009410	estExt_fgenesh2_pg.C_2000025
ENSMGAP00000011909	estExt_fgenesh2_pg.C_2000025
ENSMGAP00000013392	estExt_fgenesh2_pg.C_2000025
ENSMGAP00000009974	estExt_fgenesh2_pg.C_2000029
ENSMGAP00000016778	estExt_fgenesh2_pg.C_2010016
ENSMGAP00000002153	estExt_fgenesh2_pg.C_2010016
ENSMGAP00000006231	estExt_fgenesh2_pg.C_2010020
ENSMGAP00000002578	estExt_fgenesh2_pg.C_2010030
ENSMGAP00000006874	estExt_fgenesh2_pg.C_2010034
ENSMGAP00000000667	estExt_fgenesh2_pg.C_2010038
ENSMGAP00000001748	estExt_fgenesh2_pg.C_2010038
ENSMGAP00000000588	estExt_fgenesh2_pg.C_2010040
ENSMGAP00000005170	estExt_fgenesh2_pg.C_2010047
ENSMGAP00000018704	estExt_fgenesh2_pg.C_2010062
ENSMGAP00000010035	estExt_fgenesh2_pg.C_2010063
ENSMGAP00000010172	estExt_fgenesh2_pg.C_2010075
ENSMGAP00000011068	estExt_fgenesh2_pg.C_2010077
ENSMGAP00000005604	estExt_fgenesh2_pg.C_2010081
ENSMGAP00000006649	estExt_fgenesh2_pg.C_2010086
ENSMGAP00000001888	estExt_fgenesh2_pg.C_2010087
ENSMGAP00000016504	estExt_fgenesh2_pg.C_2010087
ENSMGAP00000002101	estExt_fgenesh2_pg.C_2010088
ENSMGAP00000009507	estExt_fgenesh2_pg.C_2010088
ENSMGAP00000002474	estExt_fgenesh2_pg.C_2010090
ENSMGAP00000002388	estExt_fgenesh2_pg.C_2010091
ENSMGAP00000001509	estExt_fgenesh2_pg.C_2010091
ENSMGAP00000016927	estExt_fgenesh2_pg.C_2010096
ENSMGAP00000004978	estExt_fgenesh2_pg.C_2020003
ENSMGAP00000008000	estExt_fgenesh2_pg.C_2020041
ENSMGAP00000006372	estExt_fgenesh2_pg.C_2020042
ENSMGAP00000003231	estExt_fgenesh2_pg.C_2020069
ENSMGAP00000006421	estExt_fgenesh2_pg.C_2030005
ENSMGAP00000005551	estExt_fgenesh2_pg.C_2030014
ENSMGAP00000009880	estExt_fgenesh2_pg.C_2030031
ENSMGAP00000007705	estExt_fgenesh2_pg.C_2030042
ENSMGAP00000008249	estExt_fgenesh2_pg.C_2030050
ENSMGAP00000008943	estExt_fgenesh2_pg.C_2030070
ENSMGAP00000009423	estExt_fgenesh2_pg.C_2040005
ENSMGAP00000004769	estExt_fgenesh2_pg.C_2040012
ENSMGAP00000005936	estExt_fgenesh2_pg.C_2040012
ENSMGAP00000004162	estExt_fgenesh2_pg.C_2040015
ENSMGAP00000011716	estExt_fgenesh2_pg.C_2040021
ENSMGAP00000006664	estExt_fgenesh2_pg.C_2040021
ENSMGAP00000002394	estExt_fgenesh2_pg.C_2040031
ENSMGAP00000013135	estExt_fgenesh2_pg.C_2040036
ENSMGAP00000018476	estExt_fgenesh2_pg.C_2040037
ENSMGAP00000002906	estExt_fgenesh2_pg.C_2040051
ENSMGAP00000014499	estExt_fgenesh2_pg.C_2040051
ENSMGAP00000014515	estExt_fgenesh2_pg.C_2040058
ENSMGAP00000013944	estExt_fgenesh2_pg.C_2040079
ENSMGAP00000008305	estExt_fgenesh2_pg.C_2050033
ENSMGAP00000011095	estExt_fgenesh2_pg.C_2050048
ENSMGAP00000012257	estExt_fgenesh2_pg.C_2050053
ENSMGAP00000011284	estExt_fgenesh2_pg.C_2050054
ENSMGAP00000018534	estExt_fgenesh2_pg.C_2050054
ENSMGAP00000018117	estExt_fgenesh2_pg.C_2050054
ENSMGAP00000018474	estExt_fgenesh2_pg.C_2050055
ENSMGAP00000013596	estExt_fgenesh2_pg.C_2050057
ENSMGAP00000012225	estExt_fgenesh2_pg.C_2050057
ENSMGAP00000009683	estExt_fgenesh2_pg.C_2050057
ENSMGAP00000007007	estExt_fgenesh2_pg.C_2050057
ENSMGAP00000012634	estExt_fgenesh2_pg.C_2050062
ENSMGAP00000012417	estExt_fgenesh2_pg.C_2050065
ENSMGAP00000009815	estExt_fgenesh2_pg.C_2050074
ENSMGAP00000003327	estExt_fgenesh2_pg.C_2050078
ENSMGAP00000012055	estExt_fgenesh2_pg.C_2050082
ENSMGAP00000014033	estExt_fgenesh2_pg.C_2050093
ENSMGAP00000012285	estExt_fgenesh2_pg.C_2050094
ENSMGAP00000011045	estExt_fgenesh2_pg.C_2050095
ENSMGAP00000006098	estExt_fgenesh2_pg.C_2060027
ENSMGAP00000012120	estExt_fgenesh2_pg.C_2060028
ENSMGAP00000017165	estExt_fgenesh2_pg.C_2060060
ENSMGAP00000013427	estExt_fgenesh2_pg.C_2060063
ENSMGAP00000019400	estExt_fgenesh2_pg.C_2060067
ENSMGAP00000010936	estExt_fgenesh2_pg.C_2060069
ENSMGAP00000011774	estExt_fgenesh2_pg.C_2060069
ENSMGAP00000004371	estExt_fgenesh2_pg.C_2060072
ENSMGAP00000017808	estExt_fgenesh2_pg.C_2060072
ENSMGAP00000000291	estExt_fgenesh2_pg.C_2070009
ENSMGAP00000011941	estExt_fgenesh2_pg.C_2070022
ENSMGAP00000014397	estExt_fgenesh2_pg.C_2070022
ENSMGAP00000016248	estExt_fgenesh2_pg.C_2070022
ENSMGAP00000014622	estExt_fgenesh2_pg.C_2070046
ENSMGAP00000017433	estExt_fgenesh2_pg.C_2070046
ENSMGAP00000002045	estExt_fgenesh2_pg.C_2070049
ENSMGAP00000016665	estExt_fgenesh2_pg.C_2070049
ENSMGAP00000002775	estExt_fgenesh2_pg.C_2070060
ENSMGAP00000000881	estExt_fgenesh2_pg.C_2080006
ENSMGAP00000017927	estExt_fgenesh2_pg.C_2080006
ENSMGAP00000003504	estExt_fgenesh2_pg.C_2080006
ENSMGAP00000011978	estExt_fgenesh2_pg.C_2080008
ENSMGAP00000009933	estExt_fgenesh2_pg.C_2080012
ENSMGAP00000004086	estExt_fgenesh2_pg.C_2080013
ENSMGAP00000001426	estExt_fgenesh2_pg.C_2080015
ENSMGAP00000010864	estExt_fgenesh2_pg.C_2080020
ENSMGAP00000001718	estExt_fgenesh2_pg.C_2080020
ENSMGAP00000014704	estExt_fgenesh2_pg.C_2080055
ENSMGAP00000002096	estExt_fgenesh2_pg.C_2080074
ENSMGAP00000010877	estExt_fgenesh2_pg.C_2080081
ENSMGAP00000010162	estExt_fgenesh2_pg.C_2090005
ENSMGAP00000016751	estExt_fgenesh2_pg.C_2090007
ENSMGAP00000000130	estExt_fgenesh2_pg.C_2090059
ENSMGAP00000013969	estExt_fgenesh2_pg.C_2090069
ENSMGAP00000017684	estExt_fgenesh2_pg.C_2100012
ENSMGAP00000008779	estExt_fgenesh2_pg.C_2100015
ENSMGAP00000001623	estExt_fgenesh2_pg.C_2100026
ENSMGAP00000007608	estExt_fgenesh2_pg.C_2100030
ENSMGAP00000019151	estExt_fgenesh2_pg.C_2100031
ENSMGAP00000005838	estExt_fgenesh2_pg.C_2100033
ENSMGAP00000009247	estExt_fgenesh2_pg.C_2100034
ENSMGAP00000003408	estExt_fgenesh2_pg.C_2100034
ENSMGAP00000002904	estExt_fgenesh2_pg.C_2100037
ENSMGAP00000003611	estExt_fgenesh2_pg.C_2100039
ENSMGAP00000007170	estExt_fgenesh2_pg.C_2100039
ENSMGAP00000007220	estExt_fgenesh2_pg.C_2100039
ENSMGAP00000010524	estExt_fgenesh2_pg.C_2100039
ENSMGAP00000010064	estExt_fgenesh2_pg.C_2100042
ENSMGAP00000009140	estExt_fgenesh2_pg.C_2100047
ENSMGAP00000010616	estExt_fgenesh2_pg.C_2100048
ENSMGAP00000014278	estExt_fgenesh2_pg.C_2100048
ENSMGAP00000009851	estExt_fgenesh2_pg.C_2110013
ENSMGAP00000010735	estExt_fgenesh2_pg.C_2110039
ENSMGAP00000001381	estExt_fgenesh2_pg.C_2110039
ENSMGAP00000017099	estExt_fgenesh2_pg.C_2110041
ENSMGAP00000014925	estExt_fgenesh2_pg.C_2110058
ENSMGAP00000010539	estExt_fgenesh2_pg.C_2110061
ENSMGAP00000015094	estExt_fgenesh2_pg.C_2110075
ENSMGAP00000004715	estExt_fgenesh2_pg.C_2110075
ENSMGAP00000010637	estExt_fgenesh2_pg.C_2110079
ENSMGAP00000008665	estExt_fgenesh2_pg.C_2120005
ENSMGAP00000005546	estExt_fgenesh2_pg.C_2120007
ENSMGAP00000009703	estExt_fgenesh2_pg.C_2120024
ENSMGAP00000014565	estExt_fgenesh2_pg.C_2120024
ENSMGAP00000016676	estExt_fgenesh2_pg.C_2120024
ENSMGAP00000016324	estExt_fgenesh2_pg.C_2120025
ENSMGAP00000008783	estExt_fgenesh2_pg.C_2120032
ENSMGAP00000004127	estExt_fgenesh2_pg.C_2120033
ENSMGAP00000001877	estExt_fgenesh2_pg.C_2120034
ENSMGAP00000015806	estExt_fgenesh2_pg.C_2120049
ENSMGAP00000005467	estExt_fgenesh2_pg.C_2120049
ENSMGAP00000003178	estExt_fgenesh2_pg.C_2120051
ENSMGAP00000019148	estExt_fgenesh2_pg.C_2120053
ENSMGAP00000006847	estExt_fgenesh2_pg.C_2120059
ENSMGAP00000013140	estExt_fgenesh2_pg.C_2120060
ENSMGAP00000010797	estExt_fgenesh2_pg.C_2120066
ENSMGAP00000000209	estExt_fgenesh2_pg.C_2120066
ENSMGAP00000017743	estExt_fgenesh2_pg.C_2120066
ENSMGAP00000010960	estExt_fgenesh2_pg.C_2120083
ENSMGAP00000010965	estExt_fgenesh2_pg.C_2120083
ENSMGAP00000017379	estExt_fgenesh2_pg.C_2120085
ENSMGAP00000006218	estExt_fgenesh2_pg.C_2120092
ENSMGAP00000000867	estExt_fgenesh2_pg.C_2130039
ENSMGAP00000018563	estExt_fgenesh2_pg.C_2130059
ENSMGAP00000008639	estExt_fgenesh2_pg.C_2140003
ENSMGAP00000000226	estExt_fgenesh2_pg.C_2140004
ENSMGAP00000019818	estExt_fgenesh2_pg.C_2140008
ENSMGAP00000015191	estExt_fgenesh2_pg.C_2140008
ENSMGAP00000005032	estExt_fgenesh2_pg.C_2140009
ENSMGAP00000002006	estExt_fgenesh2_pg.C_2140014
ENSMGAP00000011331	estExt_fgenesh2_pg.C_2140016
ENSMGAP00000014727	estExt_fgenesh2_pg.C_2140024
ENSMGAP00000007667	estExt_fgenesh2_pg.C_2140054
ENSMGAP00000011467	estExt_fgenesh2_pg.C_2140058
ENSMGAP00000019572	estExt_fgenesh2_pg.C_2140080
ENSMGAP00000018292	estExt_fgenesh2_pg.C_2150045
ENSMGAP00000013845	estExt_fgenesh2_pg.C_2160013
ENSMGAP00000003982	estExt_fgenesh2_pg.C_2160013
ENSMGAP00000000540	estExt_fgenesh2_pg.C_2160021
ENSMGAP00000002653	estExt_fgenesh2_pg.C_2160039
ENSMGAP00000015310	estExt_fgenesh2_pg.C_2160042
ENSMGAP00000014773	estExt_fgenesh2_pg.C_2160043
ENSMGAP00000012239	estExt_fgenesh2_pg.C_2160044
ENSMGAP00000019463	estExt_fgenesh2_pg.C_2160046
ENSMGAP00000010139	estExt_fgenesh2_pg.C_2160054
ENSMGAP00000001126	estExt_fgenesh2_pg.C_2170003
ENSMGAP00000004927	estExt_fgenesh2_pg.C_2170005
ENSMGAP00000017266	estExt_fgenesh2_pg.C_2170009
ENSMGAP00000002890	estExt_fgenesh2_pg.C_2170012
ENSMGAP00000001322	estExt_fgenesh2_pg.C_2170037
ENSMGAP00000010940	estExt_fgenesh2_pg.C_2170043
ENSMGAP00000012929	estExt_fgenesh2_pg.C_2170052
ENSMGAP00000012834	estExt_fgenesh2_pg.C_2170054
ENSMGAP00000003657	estExt_fgenesh2_pg.C_2180024
ENSMGAP00000001024	estExt_fgenesh2_pg.C_2180036
ENSMGAP00000006197	estExt_fgenesh2_pg.C_2180040
ENSMGAP00000009021	estExt_fgenesh2_pg.C_2180047
ENSMGAP00000009630	estExt_fgenesh2_pg.C_2180049
ENSMGAP00000014249	estExt_fgenesh2_pg.C_2180062
ENSMGAP00000010322	estExt_fgenesh2_pg.C_2180066
ENSMGAP00000002650	estExt_fgenesh2_pg.C_2180066
ENSMGAP00000009727	estExt_fgenesh2_pg.C_2190003
ENSMGAP00000017998	estExt_fgenesh2_pg.C_2190010
ENSMGAP00000007062	estExt_fgenesh2_pg.C_2190027
ENSMGAP00000005389	estExt_fgenesh2_pg.C_2190033
ENSMGAP00000011707	estExt_fgenesh2_pg.C_2190034
ENSMGAP00000006426	estExt_fgenesh2_pg.C_2190047
ENSMGAP00000012694	estExt_fgenesh2_pg.C_2190047
ENSMGAP00000017043	estExt_fgenesh2_pg.C_2190050
ENSMGAP00000007708	estExt_fgenesh2_pg.C_2190051
ENSMGAP00000011992	estExt_fgenesh2_pg.C_2190062
ENSMGAP00000008911	estExt_fgenesh2_pg.C_2190065
ENSMGAP00000009631	estExt_fgenesh2_pg.C_2200017
ENSMGAP00000017457	estExt_fgenesh2_pg.C_2200018
ENSMGAP00000012907	estExt_fgenesh2_pg.C_2200020
ENSMGAP00000012856	estExt_fgenesh2_pg.C_2200022
ENSMGAP00000006485	estExt_fgenesh2_pg.C_2200026
ENSMGAP00000003262	estExt_fgenesh2_pg.C_2200027
ENSMGAP00000012550	estExt_fgenesh2_pg.C_2200027
ENSMGAP00000006880	estExt_fgenesh2_pg.C_2200030
ENSMGAP00000002527	estExt_fgenesh2_pg.C_2210019
ENSMGAP00000011502	estExt_fgenesh2_pg.C_2210023
ENSMGAP00000012820	estExt_fgenesh2_pg.C_2210023
ENSMGAP00000011611	estExt_fgenesh2_pg.C_2210025
ENSMGAP00000006697	estExt_fgenesh2_pg.C_2210037
ENSMGAP00000018786	estExt_fgenesh2_pg.C_2210046
ENSMGAP00000013539	estExt_fgenesh2_pg.C_2220008
ENSMGAP00000002031	estExt_fgenesh2_pg.C_2220044
ENSMGAP00000004018	estExt_fgenesh2_pg.C_2220061
ENSMGAP00000011473	estExt_fgenesh2_pg.C_2220088
ENSMGAP00000009424	estExt_fgenesh2_pg.C_2220089
ENSMGAP00000019471	estExt_fgenesh2_pg.C_2220089
ENSMGAP00000014729	estExt_fgenesh2_pg.C_2220092
ENSMGAP00000010762	estExt_fgenesh2_pg.C_2220099
ENSMGAP00000011334	estExt_fgenesh2_pg.C_2220102
ENSMGAP00000007922	estExt_fgenesh2_pg.C_2220102
ENSMGAP00000002713	estExt_fgenesh2_pg.C_2220105
ENSMGAP00000000705	estExt_fgenesh2_pg.C_2220108
ENSMGAP00000010224	estExt_fgenesh2_pg.C_2220108
ENSMGAP00000016635	estExt_fgenesh2_pg.C_2220108
ENSMGAP00000011539	estExt_fgenesh2_pg.C_2220109
ENSMGAP00000011018	estExt_fgenesh2_pg.C_2220111
ENSMGAP00000002229	estExt_fgenesh2_pg.C_2220116
ENSMGAP00000013553	estExt_fgenesh2_pg.C_2220117
ENSMGAP00000003865	estExt_fgenesh2_pg.C_2230005
ENSMGAP00000002985	estExt_fgenesh2_pg.C_2230025
ENSMGAP00000012715	estExt_fgenesh2_pg.C_2230026
ENSMGAP00000003635	estExt_fgenesh2_pg.C_2230026
ENSMGAP00000006501	estExt_fgenesh2_pg.C_2230050
ENSMGAP00000002920	estExt_fgenesh2_pg.C_2230065
ENSMGAP00000008618	estExt_fgenesh2_pg.C_2230065
ENSMGAP00000010155	estExt_fgenesh2_pg.C_2240011
ENSMGAP00000002326	estExt_fgenesh2_pg.C_2240011
ENSMGAP00000005770	estExt_fgenesh2_pg.C_2240011
ENSMGAP00000010216	estExt_fgenesh2_pg.C_2240024
ENSMGAP00000009386	estExt_fgenesh2_pg.C_2240036
ENSMGAP00000009261	estExt_fgenesh2_pg.C_2240037
ENSMGAP00000012007	estExt_fgenesh2_pg.C_2240039
ENSMGAP00000016670	estExt_fgenesh2_pg.C_2240048
ENSMGAP00000001344	estExt_fgenesh2_pg.C_2250001
ENSMGAP00000004675	estExt_fgenesh2_pg.C_2250002
ENSMGAP00000007736	estExt_fgenesh2_pg.C_2250034
ENSMGAP00000018144	estExt_fgenesh2_pg.C_2250036
ENSMGAP00000003122	estExt_fgenesh2_pg.C_2260046
ENSMGAP00000000769	estExt_fgenesh2_pg.C_2260046
ENSMGAP00000014004	estExt_fgenesh2_pg.C_2260058
ENSMGAP00000013761	estExt_fgenesh2_pg.C_2270008
ENSMGAP00000006866	estExt_fgenesh2_pg.C_2280027
ENSMGAP00000010919	estExt_fgenesh2_pg.C_2280036
ENSMGAP00000008795	estExt_fgenesh2_pg.C_2280040
ENSMGAP00000014306	estExt_fgenesh2_pg.C_2290009
ENSMGAP00000002234	estExt_fgenesh2_pg.C_2290010
ENSMGAP00000005793	estExt_fgenesh2_pg.C_2290012
ENSMGAP00000005069	estExt_fgenesh2_pg.C_2290055
ENSMGAP00000003748	estExt_fgenesh2_pg.C_2290057
ENSMGAP00000017529	estExt_fgenesh2_pg.C_2290063
ENSMGAP00000011035	estExt_fgenesh2_pg.C_2290072
ENSMGAP00000019836	estExt_fgenesh2_pg.C_2300008
ENSMGAP00000002873	estExt_fgenesh2_pg.C_2300014
ENSMGAP00000000802	estExt_fgenesh2_pg.C_2300014
ENSMGAP00000007396	estExt_fgenesh2_pg.C_2300019
ENSMGAP00000015816	estExt_fgenesh2_pg.C_2300053
ENSMGAP00000019006	estExt_fgenesh2_pg.C_2310009
ENSMGAP00000013842	estExt_fgenesh2_pg.C_2310020
ENSMGAP00000014486	estExt_fgenesh2_pg.C_2310029
ENSMGAP00000011501	estExt_fgenesh2_pg.C_2310032
ENSMGAP00000014081	estExt_fgenesh2_pg.C_2310034
ENSMGAP00000011505	estExt_fgenesh2_pg.C_2310035
ENSMGAP00000014083	estExt_fgenesh2_pg.C_2310035
ENSMGAP00000009431	estExt_fgenesh2_pg.C_2310041
ENSMGAP00000012436	estExt_fgenesh2_pg.C_2310049
ENSMGAP00000014568	estExt_fgenesh2_pg.C_2310050
ENSMGAP00000012459	estExt_fgenesh2_pg.C_2310052
ENSMGAP00000010901	estExt_fgenesh2_pg.C_2310054
ENSMGAP00000013806	estExt_fgenesh2_pg.C_2310066
ENSMGAP00000000996	estExt_fgenesh2_pg.C_2310067
ENSMGAP00000004563	estExt_fgenesh2_pg.C_2310071
ENSMGAP00000002365	estExt_fgenesh2_pg.C_2310071
ENSMGAP00000013233	estExt_fgenesh2_pg.C_2310071
ENSMGAP00000011891	estExt_fgenesh2_pg.C_2310077
ENSMGAP00000004391	estExt_fgenesh2_pg.C_2310078
ENSMGAP00000001395	estExt_fgenesh2_pg.C_2320001
ENSMGAP00000013815	estExt_fgenesh2_pg.C_2320010
ENSMGAP00000013377	estExt_fgenesh2_pg.C_2320017
ENSMGAP00000004534	estExt_fgenesh2_pg.C_2320027
ENSMGAP00000018060	estExt_fgenesh2_pg.C_2320032
ENSMGAP00000011333	estExt_fgenesh2_pg.C_2320035
ENSMGAP00000009109	estExt_fgenesh2_pg.C_2320035
ENSMGAP00000011930	estExt_fgenesh2_pg.C_2320036
ENSMGAP00000008750	estExt_fgenesh2_pg.C_2320044
ENSMGAP00000009006	estExt_fgenesh2_pg.C_2320049
ENSMGAP00000001050	estExt_fgenesh2_pg.C_2320058
ENSMGAP00000016276	estExt_fgenesh2_pg.C_2320058
ENSMGAP00000013881	estExt_fgenesh2_pg.C_2320060
ENSMGAP00000016133	estExt_fgenesh2_pg.C_2320062
ENSMGAP00000013887	estExt_fgenesh2_pg.C_2320066
ENSMGAP00000012232	estExt_fgenesh2_pg.C_2320068
ENSMGAP00000009206	estExt_fgenesh2_pg.C_2330010
ENSMGAP00000010387	estExt_fgenesh2_pg.C_2330016
ENSMGAP00000013269	estExt_fgenesh2_pg.C_2330029
ENSMGAP00000016970	estExt_fgenesh2_pg.C_2330029
ENSMGAP00000009946	estExt_fgenesh2_pg.C_2330030
ENSMGAP00000006821	estExt_fgenesh2_pg.C_2330031
ENSMGAP00000005708	estExt_fgenesh2_pg.C_2330033
ENSMGAP00000006408	estExt_fgenesh2_pg.C_2330038
ENSMGAP00000006947	estExt_fgenesh2_pg.C_2330044
ENSMGAP00000006806	estExt_fgenesh2_pg.C_2330046
ENSMGAP00000010357	estExt_fgenesh2_pg.C_2340050
ENSMGAP00000001501	estExt_fgenesh2_pg.C_2340050
ENSMGAP00000002057	estExt_fgenesh2_pg.C_2350025
ENSMGAP00000004758	estExt_fgenesh2_pg.C_2370057
ENSMGAP00000005079	estExt_fgenesh2_pg.C_2370072
ENSMGAP00000008763	estExt_fgenesh2_pg.C_2380029
ENSMGAP00000003260	estExt_fgenesh2_pg.C_2380046
ENSMGAP00000016607	estExt_fgenesh2_pg.C_2380063
ENSMGAP00000011036	estExt_fgenesh2_pg.C_2390004
ENSMGAP00000010389	estExt_fgenesh2_pg.C_2390014
ENSMGAP00000003412	estExt_fgenesh2_pg.C_2390033
ENSMGAP00000010824	estExt_fgenesh2_pg.C_2400030
ENSMGAP00000016466	estExt_fgenesh2_pg.C_2400032
ENSMGAP00000005579	estExt_fgenesh2_pg.C_2400034
ENSMGAP00000010247	estExt_fgenesh2_pg.C_2400049
ENSMGAP00000011959	estExt_fgenesh2_pg.C_2410052
ENSMGAP00000004063	estExt_fgenesh2_pg.C_2410066
ENSMGAP00000001590	estExt_fgenesh2_pg.C_2430007
ENSMGAP00000002307	estExt_fgenesh2_pg.C_2440004
ENSMGAP00000011163	estExt_fgenesh2_pg.C_2440007
ENSMGAP00000006809	estExt_fgenesh2_pg.C_2440011
ENSMGAP00000019716	estExt_fgenesh2_pg.C_2440079
ENSMGAP00000010537	estExt_fgenesh2_pg.C_2440079
ENSMGAP00000012953	estExt_fgenesh2_pg.C_2450015
ENSMGAP00000002359	estExt_fgenesh2_pg.C_2450027
ENSMGAP00000013407	estExt_fgenesh2_pg.C_2450027
