SINCAM006004	ENSP00000001008
SINCAM920708	ENSP00000300413
SINCAM012438	ENSP00000300441
SINCAM007835	ENSP00000300452
SINCAM007788	ENSP00000300456
SINCAM006546	ENSP00000300527
SINCAM013301	ENSP00000300557
SINCAM011351	ENSP00000300571
SINCAM008794	ENSP00000300574
SINCAM900160	ENSP00000300584
SINCAM001443	ENSP00000300591
SINCAM001439	ENSP00000300605
SINCAM018064	ENSP00000300619
SINCAM007372	ENSP00000300648
SINCAM013369	ENSP00000300651
SINCAM013439	ENSP00000300658
SINCAM010545	ENSP00000300659
SINCAM922730	ENSP00000300688
SINCAM012582	ENSP00000300714
SINCAM016725	ENSP00000300737
SINCAM016674	ENSP00000300738
SINCAM018093	ENSP00000300747
SINCAM008725	ENSP00000300896
SINCAM008741	ENSP00000300900
SINCAM012712	ENSP00000300935
SINCAM013024	ENSP00000300952
SINCAM012885	ENSP00000300954
SINCAM013000	ENSP00000300976
SINCAM010314	ENSP00000301011
SINCAM010443	ENSP00000301012
SINCAM010439	ENSP00000301015
SINCAM010437	ENSP00000301019
SINCAM922039	ENSP00000301021
SINCAM010452	ENSP00000301030
SINCAM008774	ENSP00000301037
SINCAM008674	ENSP00000301057
SINCAM014131	ENSP00000301061
SINCAM014136	ENSP00000301067
SINCAM014145	ENSP00000301071
SINCAM014144	ENSP00000301072
SINCAM016470	ENSP00000301141
SINCAM006447	ENSP00000301149
SINCAM923023	ENSP00000301175
SINCAM014152	ENSP00000301180
SINCAM014212	ENSP00000301190
SINCAM009212	ENSP00000301204
SINCAM920764	ENSP00000301258
SINCAM920470	ENSP00000301272
SINCAM012767	ENSP00000301280
SINCAM012766	ENSP00000301281
SINCAM012764	ENSP00000301284
SINCAM015984	ENSP00000301286
SINCAM018023	ENSP00000301295
SINCAM001556	ENSP00000301305
SINCAM920582	ENSP00000301327
SINCAM921708	ENSP00000301329
SINCAM008784	ENSP00000301335
SINCAM008804	ENSP00000301364
SINCAM008768	ENSP00000301365
SINCAM008578	ENSP00000301391
SINCAM012846	ENSP00000301452
SINCAM014519	ENSP00000301454
SINCAM012710	ENSP00000301455
SINCAM922440	ENSP00000301457
SINCAM014224	ENSP00000301463
SINCAM014225	ENSP00000301466
SINCAM922178	ENSP00000301585
SINCAM012447	ENSP00000301587
SINCAM012420	ENSP00000301607
SINCAM012520	ENSP00000301633
SINCAM012518	ENSP00000301634
SINCAM920801	ENSP00000301645
SINCAM014508	ENSP00000301653
SINCAM013491	ENSP00000301671
SINCAM922000	ENSP00000301727
SINCAM011364	ENSP00000301729
SINCAM011258	ENSP00000301732
SINCAM011192	ENSP00000301738
SINCAM011553	ENSP00000301761
SINCAM011548	ENSP00000301764
SINCAM014984	ENSP00000301788
SINCAM921523	ENSP00000301825
SINCAM001901	ENSP00000301831
SINCAM011706	ENSP00000301838
SINCAM003341	ENSP00000301904
SINCAM003345	ENSP00000301905
SINCAM012219	ENSP00000301917
SINCAM003087	ENSP00000301921
SINCAM012663	ENSP00000301924
SINCAM922910	ENSP00000301939
SINCAM014348	ENSP00000301945
SINCAM011241	ENSP00000301962
SINCAM001895	ENSP00000301972
SINCAM921929	ENSP00000302037
SINCAM921916	ENSP00000302051
SINCAM921870	ENSP00000302108
SINCAM921881	ENSP00000302111
SINCAM000672	ENSP00000302114
SINCAM006816	ENSP00000302120
SINCAM000240	ENSP00000302144
SINCAM006500	ENSP00000302150
SINCAM002978	ENSP00000302177
SINCAM921301	ENSP00000302189
SINCAM005286	ENSP00000302194
SINCAM000042	ENSP00000302216
SINCAM007961	ENSP00000302227
SINCAM011661	ENSP00000302232
SINCAM009446	ENSP00000302234
SINCAM006479	ENSP00000302251
SINCAM001323	ENSP00000302289
SINCAM014338	ENSP00000302297
SINCAM008728	ENSP00000302413
SINCAM920570	ENSP00000302422
SINCAM003403	ENSP00000302441
SINCAM010764	ENSP00000302478
SINCAM922793	ENSP00000302485
SINCAM013107	ENSP00000302486
SINCAM003387	ENSP00000302530
SINCAM005794	ENSP00000302537
SINCAM010047	ENSP00000302543
SINCAM006705	ENSP00000302548
SINCAM010784	ENSP00000302552
SINCAM006339	ENSP00000302562
SINCAM012070	ENSP00000302564
SINCAM002303	ENSP00000302578
SINCAM004495	ENSP00000302579
SINCAM002252	ENSP00000302586
SINCAM003333	ENSP00000302599
SINCAM009379	ENSP00000302620
SINCAM009295	ENSP00000302621
SINCAM012457	ENSP00000302625
SINCAM900204	ENSP00000302629
SINCAM900039	ENSP00000302630
SINCAM922633	ENSP00000302640
SINCAM008307	ENSP00000302647
SINCAM012717	ENSP00000302648
SINCAM008721	ENSP00000302657
SINCAM920961	ENSP00000302665
SINCAM922157	ENSP00000302676
SINCAM008744	ENSP00000302728
SINCAM011301	ENSP00000302790
SINCAM003932	ENSP00000302801
SINCAM000587	ENSP00000302811
SINCAM001236	ENSP00000302814
SINCAM000696	ENSP00000302830
SINCAM014083	ENSP00000302836
SINCAM010040	ENSP00000302843
SINCAM005421	ENSP00000302846
SINCAM922347	ENSP00000302851
SINCAM014113	ENSP00000302886
SINCAM000477	ENSP00000302895
SINCAM000236	ENSP00000302913
SINCAM011817	ENSP00000302924
SINCAM900110	ENSP00000302935
SINCAM010370	ENSP00000302936
SINCAM009927	ENSP00000302961
SINCAM010290	ENSP00000302967
SINCAM004358	ENSP00000303015
SINCAM007282	ENSP00000303042
SINCAM001081	ENSP00000303057
SINCAM001079	ENSP00000303058
SINCAM010364	ENSP00000303129
SINCAM014398	ENSP00000303147
SINCAM921553	ENSP00000303148
SINCAM001547	ENSP00000303153
SINCAM005231	ENSP00000303192
SINCAM921017	ENSP00000303206
SINCAM005442	ENSP00000303208
SINCAM000196	ENSP00000303248
SINCAM003867	ENSP00000303279
SINCAM000833	ENSP00000303325
SINCAM012594	ENSP00000303356
SINCAM922358	ENSP00000303366
SINCAM001311	ENSP00000303394
SINCAM002317	ENSP00000303398
SINCAM000317	ENSP00000303423
SINCAM000497	ENSP00000303427
SINCAM000312	ENSP00000303434
SINCAM002576	ENSP00000303437
SINCAM009849	ENSP00000303452
SINCAM000468	ENSP00000303468
SINCAM921397	ENSP00000303469
SINCAM922817	ENSP00000303482
SINCAM012585	ENSP00000303486
SINCAM007735	ENSP00000303507
SINCAM001045	ENSP00000303508
SINCAM003683	ENSP00000303511
SINCAM014315	ENSP00000303522
SINCAM900289	ENSP00000303540
SINCAM921355	ENSP00000303549
SINCAM920468	ENSP00000303550
SINCAM013273	ENSP00000303554
SINCAM002056	ENSP00000303570
SINCAM013484	ENSP00000303580
SINCAM004136	ENSP00000303584
SINCAM000736	ENSP00000303706
SINCAM000198	ENSP00000303754
SINCAM008970	ENSP00000303758
SINCAM000161	ENSP00000303766
SINCAM921471	ENSP00000303769
SINCAM012916	ENSP00000303830
SINCAM000228	ENSP00000303887
SINCAM009758	ENSP00000303908
SINCAM008813	ENSP00000303909
SINCAM922729	ENSP00000303920
SINCAM920471	ENSP00000303928
SINCAM009615	ENSP00000303942
SINCAM009822	ENSP00000303992
SINCAM921178	ENSP00000303997
SINCAM900109	ENSP00000304032
SINCAM002481	ENSP00000304051
SINCAM002926	ENSP00000304078
SINCAM006667	ENSP00000304108
SINCAM013955	ENSP00000304111
SINCAM003845	ENSP00000304127
SINCAM009497	ENSP00000304133
SINCAM015370	ENSP00000304151
SINCAM000366	ENSP00000304169
SINCAM008359	ENSP00000304192
SINCAM011737	ENSP00000304226
SINCAM900203	ENSP00000304229
SINCAM015062	ENSP00000304277
SINCAM012593	ENSP00000304283
SINCAM010161	ENSP00000304286
SINCAM010485	ENSP00000304292
SINCAM000062	ENSP00000304327
SINCAM921379	ENSP00000304331
SINCAM015049	ENSP00000304353
SINCAM008812	ENSP00000304360
SINCAM900245	ENSP00000304364
SINCAM010104	ENSP00000304376
SINCAM014399	ENSP00000304410
SINCAM007022	ENSP00000304422
SINCAM005401	ENSP00000304429
SINCAM921878	ENSP00000304437
SINCAM010309	ENSP00000304440
SINCAM012906	ENSP00000304467
SINCAM003968	ENSP00000304502
SINCAM922047	ENSP00000304553
SINCAM011292	ENSP00000304586
SINCAM922193	ENSP00000304592
SINCAM012075	ENSP00000304604
SINCAM001931	ENSP00000304642
SINCAM922562	ENSP00000304643
SINCAM010066	ENSP00000304669
SINCAM008593	ENSP00000304670
SINCAM920519	ENSP00000304676
SINCAM922084	ENSP00000304689
SINCAM011345	ENSP00000304710
SINCAM004771	ENSP00000304713
SINCAM009247	ENSP00000304767
SINCAM922241	ENSP00000304783
SINCAM009427	ENSP00000304802
SINCAM006503	ENSP00000304845
SINCAM009288	ENSP00000304895
SINCAM003770	ENSP00000304908
SINCAM900085	ENSP00000304923
SINCAM002058	ENSP00000304930
SINCAM007585	ENSP00000304941
SINCAM922716	ENSP00000304945
SINCAM007613	ENSP00000304956
SINCAM002241	ENSP00000304987
SINCAM004478	ENSP00000304994
SINCAM016563	ENSP00000305005
SINCAM900135	ENSP00000305056
SINCAM000177	ENSP00000305069
SINCAM012932	ENSP00000305071
SINCAM921211	ENSP00000305133
SINCAM011310	ENSP00000305138
SINCAM010070	ENSP00000305151
SINCAM014771	ENSP00000305161
SINCAM003033	ENSP00000305193
SINCAM014395	ENSP00000305204
SINCAM003735	ENSP00000305230
SINCAM002009	ENSP00000305244
SINCAM012611	ENSP00000305255
SINCAM001811	ENSP00000305302
SINCAM000201	ENSP00000305334
SINCAM921956	ENSP00000305343
SINCAM011168	ENSP00000305355
SINCAM900270	ENSP00000305372
SINCAM005108	ENSP00000305416
SINCAM011974	ENSP00000305422
SINCAM011618	ENSP00000305426
SINCAM011181	ENSP00000305442
SINCAM014306	ENSP00000305449
SINCAM010432	ENSP00000305459
SINCAM002720	ENSP00000305480
SINCAM922603	ENSP00000305494
SINCAM003803	ENSP00000305595
SINCAM000805	ENSP00000305613
SINCAM014421	ENSP00000305631
SINCAM013119	ENSP00000305632
SINCAM009936	ENSP00000305651
SINCAM000687	ENSP00000305653
SINCAM922202	ENSP00000305654
SINCAM006087	ENSP00000305664
SINCAM006630	ENSP00000305675
SINCAM004051	ENSP00000305682
SINCAM012561	ENSP00000305692
SINCAM001853	ENSP00000305696
SINCAM000837	ENSP00000305699
SINCAM010584	ENSP00000305702
SINCAM014309	ENSP00000305714
SINCAM003260	ENSP00000305721
SINCAM005708	ENSP00000305725
SINCAM013266	ENSP00000305777
SINCAM010668	ENSP00000305790
SINCAM000267	ENSP00000305810
SINCAM010030	ENSP00000305839
SINCAM009207	ENSP00000305852
SINCAM009202	ENSP00000305877
SINCAM010660	ENSP00000305892
SINCAM011640	ENSP00000305899
SINCAM008067	ENSP00000305924
SINCAM013199	ENSP00000305926
SINCAM003877	ENSP00000305941
SINCAM013299	ENSP00000305958
SINCAM013989	ENSP00000305976
SINCAM004189	ENSP00000305988
SINCAM000325	ENSP00000306003
SINCAM009711	ENSP00000306010
SINCAM000151	ENSP00000306015
SINCAM000018	ENSP00000306070
SINCAM000250	ENSP00000306099
SINCAM001124	ENSP00000306100
SINCAM010481	ENSP00000306105
SINCAM004168	ENSP00000306106
SINCAM008402	ENSP00000306123
SINCAM921234	ENSP00000306124
SINCAM920466	ENSP00000306129
SINCAM000379	ENSP00000306185
SINCAM923119	ENSP00000306190
SINCAM015804	ENSP00000306245
SINCAM009643	ENSP00000306253
SINCAM921133	ENSP00000306275
SINCAM007194	ENSP00000306324
SINCAM013784	ENSP00000306328
SINCAM008751	ENSP00000306330
SINCAM012723	ENSP00000306335
SINCAM004678	ENSP00000306344
SINCAM001210	ENSP00000306356
SINCAM000251	ENSP00000306361
SINCAM017851	ENSP00000306390
SINCAM010499	ENSP00000306397
SINCAM010446	ENSP00000306407
SINCAM001610	ENSP00000306410
SINCAM002544	ENSP00000306425
SINCAM005939	ENSP00000306449
SINCAM016483	ENSP00000306459
SINCAM010500	ENSP00000306473
SINCAM002177	ENSP00000306477
SINCAM000298	ENSP00000306496
SINCAM000003	ENSP00000306512
SINCAM013825	ENSP00000306522
SINCAM017316	ENSP00000306524
SINCAM003458	ENSP00000306528
SINCAM002316	ENSP00000306548
SINCAM010911	ENSP00000306549
SINCAM009743	ENSP00000306561
SINCAM920706	ENSP00000306564
SINCAM013069	ENSP00000306565
SINCAM012498	ENSP00000306625
SINCAM010068	ENSP00000306662
SINCAM016682	ENSP00000306670
SINCAM008763	ENSP00000306682
SINCAM013434	ENSP00000306754
SINCAM922191	ENSP00000306760
SINCAM000445	ENSP00000306772
SINCAM011339	ENSP00000306788
SINCAM003926	ENSP00000306817
SINCAM008258	ENSP00000306822
SINCAM922349	ENSP00000306844
SINCAM011294	ENSP00000306864
SINCAM923117	ENSP00000306866
SINCAM008293	ENSP00000306881
SINCAM004689	ENSP00000306887
SINCAM005107	ENSP00000306888
SINCAM921587	ENSP00000306894
SINCAM014403	ENSP00000306906
SINCAM002233	ENSP00000306920
SINCAM006723	ENSP00000306968
SINCAM016135	ENSP00000306974
SINCAM009361	ENSP00000306983
SINCAM002320	ENSP00000306991
SINCAM000152	ENSP00000306997
SINCAM003344	ENSP00000306999
SINCAM003764	ENSP00000307004
SINCAM002992	ENSP00000307023
SINCAM900099	ENSP00000307041
SINCAM002471	ENSP00000307046
SINCAM001623	ENSP00000307078
SINCAM921241	ENSP00000307093
SINCAM008149	ENSP00000307126
SINCAM003084	ENSP00000307129
SINCAM001765	ENSP00000307134
SINCAM004023	ENSP00000307143
SINCAM000614	ENSP00000307183
SINCAM008742	ENSP00000307188
SINCAM012473	ENSP00000307208
SINCAM006570	ENSP00000307214
SINCAM000726	ENSP00000307235
SINCAM009702	ENSP00000307241
SINCAM014946	ENSP00000307252
SINCAM009238	ENSP00000307259
SINCAM008860	ENSP00000307260
SINCAM012509	ENSP00000307272
SINCAM921590	ENSP00000307280
SINCAM015045	ENSP00000307288
SINCAM000560	ENSP00000307297
SINCAM013078	ENSP00000307298
SINCAM007076	ENSP00000307305
SINCAM014084	ENSP00000307321
SINCAM001324	ENSP00000307342
SINCAM001734	ENSP00000307411
SINCAM008128	ENSP00000307423
SINCAM010675	ENSP00000307449
SINCAM900124	ENSP00000307461
SINCAM900116	ENSP00000307479
SINCAM001503	ENSP00000307491
SINCAM010679	ENSP00000307508
SINCAM922874	ENSP00000307513
SINCAM012510	ENSP00000307549
SINCAM005892	ENSP00000307552
SINCAM922158	ENSP00000307567
SINCAM000046	ENSP00000307604
SINCAM002545	ENSP00000307607
SINCAM008737	ENSP00000307617
SINCAM006481	ENSP00000307634
SINCAM006839	ENSP00000307636
SINCAM002106	ENSP00000307666
SINCAM012532	ENSP00000307674
SINCAM017264	ENSP00000307684
SINCAM011798	ENSP00000307694
SINCAM009700	ENSP00000307697
SINCAM921819	ENSP00000307701
SINCAM921697	ENSP00000307713
SINCAM010088	ENSP00000307722
SINCAM002204	ENSP00000307741
SINCAM001077	ENSP00000307746
SINCAM921146	ENSP00000307766
SINCAM016504	ENSP00000307786
SINCAM921259	ENSP00000307801
SINCAM000826	ENSP00000307822
SINCAM003014	ENSP00000307831
SINCAM900177	ENSP00000307833
SINCAM012032	ENSP00000307854
SINCAM012398	ENSP00000307863
SINCAM922557	ENSP00000307887
SINCAM007752	ENSP00000307900
SINCAM009261	ENSP00000307911
SINCAM004755	ENSP00000307939
SINCAM012794	ENSP00000307940
SINCAM001130	ENSP00000307954
SINCAM012595	ENSP00000307971
SINCAM002390	ENSP00000307975
SINCAM920453	ENSP00000308022
SINCAM001142	ENSP00000308024
SINCAM010032	ENSP00000308057
SINCAM005960	ENSP00000308122
SINCAM004231	ENSP00000308179
SINCAM922974	ENSP00000308193
SINCAM001132	ENSP00000308219
SINCAM003804	ENSP00000308236
SINCAM011495	ENSP00000308258
SINCAM920841	ENSP00000308315
SINCAM920436	ENSP00000308318
SINCAM002516	ENSP00000308332
SINCAM008196	ENSP00000308334
SINCAM005133	ENSP00000308339
SINCAM010627	ENSP00000308351
SINCAM002452	ENSP00000308354
SINCAM009235	ENSP00000308361
SINCAM005780	ENSP00000308369
SINCAM014363	ENSP00000308405
SINCAM013352	ENSP00000308452
SINCAM014104	ENSP00000308461
SINCAM010061	ENSP00000308472
SINCAM009233	ENSP00000308479
SINCAM010023	ENSP00000308496
SINCAM008315	ENSP00000308533
SINCAM011473	ENSP00000308541
SINCAM015280	ENSP00000308546
SINCAM922377	ENSP00000308548
SINCAM001500	ENSP00000308597
SINCAM002053	ENSP00000308606
SINCAM006768	ENSP00000308610
SINCAM922245	ENSP00000308620
SINCAM921489	ENSP00000308622
SINCAM921395	ENSP00000308717
SINCAM013685	ENSP00000308720
SINCAM004948	ENSP00000308725
SINCAM002265	ENSP00000308727
SINCAM922355	ENSP00000308733
SINCAM920503	ENSP00000308741
SINCAM012565	ENSP00000308750
SINCAM922668	ENSP00000308753
SINCAM004074	ENSP00000308759
SINCAM011286	ENSP00000308772
SINCAM920649	ENSP00000308815
SINCAM011619	ENSP00000308820
SINCAM921950	ENSP00000308893
SINCAM006499	ENSP00000308895
SINCAM013332	ENSP00000308901
SINCAM009364	ENSP00000308908
SINCAM009213	ENSP00000308944
SINCAM006611	ENSP00000308976
SINCAM002574	ENSP00000309031
SINCAM010034	ENSP00000309036
SINCAM922168	ENSP00000309092
SINCAM011371	ENSP00000309117
SINCAM008838	ENSP00000309126
SINCAM005809	ENSP00000309132
SINCAM920585	ENSP00000309141
SINCAM009712	ENSP00000309142
SINCAM015260	ENSP00000309163
SINCAM004761	ENSP00000309186
SINCAM001540	ENSP00000309198
SINCAM013626	ENSP00000309262
SINCAM011714	ENSP00000309270
SINCAM014777	ENSP00000309285
SINCAM001945	ENSP00000309334
SINCAM003359	ENSP00000309376
SINCAM921724	ENSP00000309430
SINCAM013427	ENSP00000309432
SINCAM001687	ENSP00000309457
SINCAM004006	ENSP00000309463
SINCAM009331	ENSP00000309474
SINCAM000941	ENSP00000309477
SINCAM003224	ENSP00000309493
SINCAM000479	ENSP00000309501
SINCAM007965	ENSP00000309515
SINCAM006778	ENSP00000309538
SINCAM007199	ENSP00000309539
SINCAM014941	ENSP00000309542
SINCAM922152	ENSP00000309555
SINCAM012442	ENSP00000309560
SINCAM012898	ENSP00000309561
SINCAM006543	ENSP00000309570
SINCAM920686	ENSP00000309572
SINCAM014550	ENSP00000309591
SINCAM015543	ENSP00000309595
SINCAM011472	ENSP00000309606
SINCAM009186	ENSP00000309640
SINCAM001087	ENSP00000309690
SINCAM010006	ENSP00000309714
SINCAM001125	ENSP00000309741
SINCAM012828	ENSP00000309757
SINCAM005801	ENSP00000309772
SINCAM008122	ENSP00000309790
SINCAM008866	ENSP00000309792
SINCAM012563	ENSP00000309794
SINCAM012576	ENSP00000309830
SINCAM001518	ENSP00000309836
SINCAM007473	ENSP00000309913
SINCAM921703	ENSP00000309945
SINCAM002988	ENSP00000309968
SINCAM001946	ENSP00000310006
SINCAM010424	ENSP00000310015
SINCAM001930	ENSP00000310042
SINCAM000693	ENSP00000310057
SINCAM010926	ENSP00000310110
SINCAM013734	ENSP00000310111
SINCAM921673	ENSP00000310117
SINCAM009170	ENSP00000310129
SINCAM920480	ENSP00000310182
SINCAM011628	ENSP00000310205
SINCAM001459	ENSP00000310208
SINCAM002954	ENSP00000310241
SINCAM008263	ENSP00000310244
SINCAM010860	ENSP00000310260
SINCAM921173	ENSP00000310275
SINCAM921600	ENSP00000310301
SINCAM002230	ENSP00000310303
SINCAM921394	ENSP00000310305
SINCAM009429	ENSP00000310332
SINCAM920956	ENSP00000310335
SINCAM011096	ENSP00000310356
SINCAM006081	ENSP00000310375
SINCAM011626	ENSP00000310459
SINCAM923078	ENSP00000310472
SINCAM011476	ENSP00000310491
SINCAM011317	ENSP00000310520
SINCAM006334	ENSP00000310521
SINCAM001558	ENSP00000310547
SINCAM003686	ENSP00000310551
SINCAM013866	ENSP00000310561
SINCAM002669	ENSP00000310565
SINCAM013396	ENSP00000310572
SINCAM008024	ENSP00000310593
SINCAM000529	ENSP00000310594
SINCAM921885	ENSP00000310596
SINCAM016045	ENSP00000310620
SINCAM920859	ENSP00000310622
SINCAM921466	ENSP00000310623
SINCAM007053	ENSP00000310657
SINCAM003293	ENSP00000310661
SINCAM922099	ENSP00000310668
SINCAM921427	ENSP00000310686
SINCAM006064	ENSP00000310688
SINCAM005483	ENSP00000310696
SINCAM002565	ENSP00000310721
SINCAM002542	ENSP00000310722
SINCAM014106	ENSP00000310723
SINCAM921217	ENSP00000310726
SINCAM001649	ENSP00000310796
SINCAM017483	ENSP00000310801
SINCAM011117	ENSP00000310829
SINCAM010311	ENSP00000310841
SINCAM013054	ENSP00000310842
SINCAM000413	ENSP00000310873
SINCAM921137	ENSP00000310880
SINCAM012292	ENSP00000310928
SINCAM009941	ENSP00000310978
SINCAM002464	ENSP00000310998
SINCAM922243	ENSP00000311010
SINCAM010509	ENSP00000311030
SINCAM000603	ENSP00000311032
SINCAM922561	ENSP00000311122
SINCAM007576	ENSP00000311135
SINCAM013530	ENSP00000311165
SINCAM012687	ENSP00000311184
SINCAM009561	ENSP00000311221
SINCAM008232	ENSP00000311224
SINCAM920514	ENSP00000311257
SINCAM006627	ENSP00000311273
SINCAM009388	ENSP00000311291
SINCAM003681	ENSP00000311313
SINCAM014514	ENSP00000311318
SINCAM921384	ENSP00000311343
SINCAM921996	ENSP00000311390
SINCAM004088	ENSP00000311399
SINCAM009710	ENSP00000311401
SINCAM013193	ENSP00000311427
SINCAM013104	ENSP00000311429
SINCAM013105	ENSP00000311430
SINCAM920773	ENSP00000311436
SINCAM011036	ENSP00000311449
SINCAM013123	ENSP00000311453
SINCAM005954	ENSP00000311492
SINCAM013469	ENSP00000311502
SINCAM006329	ENSP00000311505
SINCAM004056	ENSP00000311513
SINCAM922844	ENSP00000311545
SINCAM000828	ENSP00000311579
SINCAM000355	ENSP00000311648
SINCAM013278	ENSP00000311657
SINCAM921396	ENSP00000311665
SINCAM921769	ENSP00000311677
SINCAM006275	ENSP00000311684
SINCAM010293	ENSP00000311687
SINCAM000381	ENSP00000311697
SINCAM001491	ENSP00000311713
SINCAM921446	ENSP00000311733
SINCAM922891	ENSP00000311760
SINCAM013759	ENSP00000311766
SINCAM920438	ENSP00000311816
SINCAM007223	ENSP00000311825
SINCAM009451	ENSP00000311827
SINCAM922712	ENSP00000311833
SINCAM002959	ENSP00000311837
SINCAM002761	ENSP00000311857
SINCAM009310	ENSP00000311899
SINCAM002217	ENSP00000311977
SINCAM004423	ENSP00000311984
SINCAM014284	ENSP00000311997
SINCAM004438	ENSP00000312002
SINCAM008651	ENSP00000312017
SINCAM000306	ENSP00000312029
SINCAM001682	ENSP00000312054
SINCAM012421	ENSP00000312066
SINCAM009875	ENSP00000312122
SINCAM002304	ENSP00000312150
SINCAM001754	ENSP00000312185
SINCAM922436	ENSP00000312222
SINCAM008280	ENSP00000312224
SINCAM004336	ENSP00000312244
SINCAM013197	ENSP00000312250
SINCAM008599	ENSP00000312272
SINCAM922067	ENSP00000312277
SINCAM007371	ENSP00000312286
SINCAM001845	ENSP00000312304
SINCAM013051	ENSP00000312311
SINCAM004174	ENSP00000312356
SINCAM921302	ENSP00000312367
SINCAM007032	ENSP00000312370
SINCAM006133	ENSP00000312379
SINCAM006712	ENSP00000312385
SINCAM009954	ENSP00000312397
SINCAM007527	ENSP00000312399
SINCAM008606	ENSP00000312411
SINCAM922740	ENSP00000312439
SINCAM005066	ENSP00000312442
SINCAM003457	ENSP00000312458
SINCAM013194	ENSP00000312506
SINCAM009924	ENSP00000312554
SINCAM002611	ENSP00000312599
SINCAM009618	ENSP00000312618
SINCAM013437	ENSP00000312624
SINCAM013625	ENSP00000312625
SINCAM003668	ENSP00000312631
SINCAM922829	ENSP00000312634
SINCAM000500	ENSP00000312663
SINCAM922745	ENSP00000312672
SINCAM013559	ENSP00000312673
SINCAM004382	ENSP00000312678
SINCAM014129	ENSP00000312706
SINCAM017122	ENSP00000312734
SINCAM007541	ENSP00000312741
SINCAM006559	ENSP00000312770
SINCAM017524	ENSP00000312774
SINCAM009517	ENSP00000312778
SINCAM008111	ENSP00000312811
SINCAM012448	ENSP00000312814
SINCAM007554	ENSP00000312834
SINCAM012701	ENSP00000312837
SINCAM008692	ENSP00000312942
SINCAM009586	ENSP00000312946
SINCAM014400	ENSP00000312981
SINCAM922422	ENSP00000312987
SINCAM015356	ENSP00000312988
SINCAM921739	ENSP00000312995
SINCAM009747	ENSP00000312999
SINCAM002807	ENSP00000313007
SINCAM002245	ENSP00000313021
SINCAM007853	ENSP00000313034
SINCAM921700	ENSP00000313050
SINCAM005893	ENSP00000313059
SINCAM920591	ENSP00000313070
SINCAM004825	ENSP00000313079
SINCAM002422	ENSP00000313088
